amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v19 1638 games, 1771107 moves, e=0.010, loss: 7.3, -, 18.5% elo% vs. random_no_suicide, avg. reward: -2.437, 1.409 sec/game, 34.0 min. total, 649.6 MB
amendable_wisdom v19 1639 games, 1772255 moves, e=0.010, loss: 7.3, -, 18.0% elo% vs. random_no_suicide, avg. reward: -2.437, 1.392 sec/game, 34.1 min. total, 650.6 MB
amendable_wisdom v19 1640 games, 1773436 moves, e=0.010, loss: 6.8, -, 17.5% elo% vs. random_no_suicide, avg. reward: -2.439, 1.384 sec/game, 34.1 min. total, 650.7 MB
amendable_wisdom v19 1641 games, 1774785 moves, e=0.010, loss: 6.8, +, 19.8% elo% vs. random_no_suicide, avg. reward: -2.440, 1.382 sec/game, 34.1 min. total, 650.7 MB
amendable_wisdom v19 1642 games, 1775999 moves, e=0.010, loss: 6.6, -, 19.2% elo% vs. random_no_suicide, avg. reward: -2.446, 1.385 sec/game, 34.1 min. total, 650.7 MB
amendable_wisdom v19 1643 games, 1777500 moves, e=0.010, loss: 7.3, +, 21.6% elo% vs. random_no_suicide, avg. reward: -2.450, 1.394 sec/game, 34.2 min. total, 650.8 MB
amendable_wisdom v19 1644 games, 1778633 moves, e=0.010, loss: 7.2, -, 21.0% elo% vs. random_no_suicide, avg. reward: -2.462, 1.391 sec/game, 34.2 min. total, 650.8 MB
amendable_wisdom v19 1645 games, 1779728 moves, e=0.010, loss: 7.3, -, 20.3% elo% vs. random_no_suicide, avg. reward: -2.479, 1.392 sec/game, 34.2 min. total, 650.8 MB
amendable_wisdom v19 1646 games, 1780910 moves, e=0.010, loss: 7.5, -, 19.7% elo% vs. random_no_suicide, avg. reward: -2.472, 1.383 sec/game, 34.2 min. total, 650.9 MB
amendable_wisdom v19 1647 games, 1782126 moves, e=0.010, loss: 7.3, -, 19.2% elo% vs. random_no_suicide, avg. reward: -2.472, 1.376 sec/game, 34.3 min. total, 650.9 MB
amendable_wisdom v19 1648 games, 1783352 moves, e=0.010, loss: 7.5, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.475, 1.383 sec/game, 34.3 min. total, 651.0 MB
amendable_wisdom v19 1649 games, 1784694 moves, e=0.010, loss: 7.5, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.469, 1.383 sec/game, 34.3 min. total, 651.0 MB
amendable_wisdom v19 1650 games, 1785972 moves, e=0.010, loss: 7.8, -, 17.6% elo% vs. random_no_suicide, avg. reward: -2.476, 1.396 sec/game, 34.3 min. total, 651.0 MB
amendable_wisdom v19 1651 games, 1787243 moves, e=0.010, loss: 7.9, -, 17.2% elo% vs. random_no_suicide, avg. reward: -2.474, 1.398 sec/game, 34.4 min. total, 651.0 MB
amendable_wisdom v19 1652 games, 1788475 moves, e=0.010, loss: 8.0, -, 16.7% elo% vs. random_no_suicide, avg. reward: -2.474, 1.404 sec/game, 34.4 min. total, 651.0 MB
amendable_wisdom v19 1653 games, 1789803 moves, e=0.010, loss: 7.8, -, 16.3% elo% vs. random_no_suicide, avg. reward: -2.467, 1.427 sec/game, 34.4 min. total, 651.0 MB
amendable_wisdom v19 1654 games, 1791115 moves, e=0.010, loss: 6.9, -, 15.9% elo% vs. random_no_suicide, avg. reward: -2.460, 1.445 sec/game, 34.4 min. total, 651.1 MB
amendable_wisdom v19 1655 games, 1792302 moves, e=0.010, loss: 7.0, -, 15.5% elo% vs. random_no_suicide, avg. reward: -2.457, 1.435 sec/game, 34.5 min. total, 652.0 MB
amendable_wisdom v19 1656 games, 1793445 moves, e=0.010, loss: 6.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: -2.457, 1.426 sec/game, 34.5 min. total, 653.3 MB
amendable_wisdom v19 1657 games, 1794736 moves, e=0.010, loss: 6.6, -, 14.8% elo% vs. random_no_suicide, avg. reward: -2.458, 1.441 sec/game, 34.5 min. total, 653.5 MB
amendable_wisdom v19 1658 games, 1795690 moves, e=0.010, loss: 6.7, -, 14.4% elo% vs. random_no_suicide, avg. reward: -2.478, 1.434 sec/game, 34.5 min. total, 653.5 MB
amendable_wisdom v19 1659 games, 1796715 moves, e=0.010, loss: 7.1, -, 14.1% elo% vs. random_no_suicide, avg. reward: -2.491, 1.439 sec/game, 34.5 min. total, 653.5 MB
amendable_wisdom v19 1660 games, 1797807 moves, e=0.010, loss: 7.1, -, 13.8% elo% vs. random_no_suicide, avg. reward: -2.481, 1.439 sec/game, 34.6 min. total, 653.6 MB
amendable_wisdom v19 1661 games, 1799018 moves, e=0.010, loss: 7.2, ., 14.6% elo% vs. random_no_suicide, avg. reward: -2.482, 1.435 sec/game, 34.6 min. total, 653.6 MB
amendable_wisdom v19 1662 games, 1800256 moves, e=0.010, loss: 7.2, ., 15.4% elo% vs. random_no_suicide, avg. reward: -2.478, 1.434 sec/game, 34.6 min. total, 654.0 MB
amendable_wisdom v19 1663 games, 1801579 moves, e=0.010, loss: 7.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: -2.473, 1.417 sec/game, 34.6 min. total, 654.1 MB
amendable_wisdom v19 1664 games, 1802725 moves, e=0.010, loss: 7.9, +, 17.2% elo% vs. random_no_suicide, avg. reward: -2.478, 1.412 sec/game, 34.7 min. total, 654.1 MB
amendable_wisdom v19 1665 games, 1803933 moves, e=0.010, loss: 8.0, -, 16.7% elo% vs. random_no_suicide, avg. reward: -2.478, 1.415 sec/game, 34.7 min. total, 654.4 MB
amendable_wisdom v19 1666 games, 1805070 moves, e=0.010, loss: 7.7, -, 16.3% elo% vs. random_no_suicide, avg. reward: -2.475, 1.418 sec/game, 34.7 min. total, 654.6 MB
amendable_wisdom v19 1667 games, 1806406 moves, e=0.010, loss: 7.6, -, 15.9% elo% vs. random_no_suicide, avg. reward: -2.465, 1.419 sec/game, 34.7 min. total, 654.6 MB
amendable_wisdom v19 1668 games, 1807624 moves, e=0.010, loss: 7.0, -, 15.5% elo% vs. random_no_suicide, avg. reward: -2.463, 1.414 sec/game, 34.7 min. total, 654.6 MB
amendable_wisdom v19 1669 games, 1808766 moves, e=0.010, loss: 6.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: -2.467, 1.401 sec/game, 34.8 min. total, 654.6 MB
amendable_wisdom v19 1670 games, 1809930 moves, e=0.010, loss: 6.4, -, 14.8% elo% vs. random_no_suicide, avg. reward: -2.473, 1.395 sec/game, 34.8 min. total, 654.6 MB
amendable_wisdom v19 1671 games, 1811144 moves, e=0.010, loss: 6.8, -, 14.5% elo% vs. random_no_suicide, avg. reward: -2.478, 1.385 sec/game, 34.8 min. total, 654.6 MB
amendable_wisdom v19 1672 games, 1812403 moves, e=0.010, loss: 6.8, -, 14.1% elo% vs. random_no_suicide, avg. reward: -2.470, 1.382 sec/game, 34.8 min. total, 654.8 MB
amendable_wisdom v19 1673 games, 1813637 moves, e=0.010, loss: 6.5, -, 13.8% elo% vs. random_no_suicide, avg. reward: -2.472, 1.371 sec/game, 34.9 min. total, 655.2 MB
amendable_wisdom v19 1674 games, 1814747 moves, e=0.010, loss: 6.7, -, 13.5% elo% vs. random_no_suicide, avg. reward: -2.483, 1.342 sec/game, 34.9 min. total, 655.9 MB
amendable_wisdom v19 1675 games, 1815862 moves, e=0.010, loss: 7.0, -, 13.2% elo% vs. random_no_suicide, avg. reward: -2.473, 1.343 sec/game, 34.9 min. total, 656.0 MB
amendable_wisdom v19 1676 games, 1817034 moves, e=0.010, loss: 7.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: -2.455, 1.338 sec/game, 34.9 min. total, 656.0 MB
amendable_wisdom v19 1677 games, 1818281 moves, e=0.010, loss: 7.3, -, 12.7% elo% vs. random_no_suicide, avg. reward: -2.452, 1.343 sec/game, 35.0 min. total, 656.0 MB
amendable_wisdom v19 1678 games, 1819561 moves, e=0.010, loss: 7.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: -2.452, 1.392 sec/game, 35.0 min. total, 656.0 MB
amendable_wisdom v19 1679 games, 1820703 moves, e=0.010, loss: 7.1, -, 12.2% elo% vs. random_no_suicide, avg. reward: -2.458, 1.407 sec/game, 35.0 min. total, 656.0 MB
amendable_wisdom v19 1680 games, 1822005 moves, e=0.010, loss: 7.0, -, 11.9% elo% vs. random_no_suicide, avg. reward: -2.456, 1.422 sec/game, 35.0 min. total, 656.1 MB
amendable_wisdom v19 1681 games, 1823294 moves, e=0.010, loss: 6.7, ., 12.7% elo% vs. random_no_suicide, avg. reward: -2.457, 1.433 sec/game, 35.1 min. total, 656.4 MB
amendable_wisdom v19 1682 games, 1824485 moves, e=0.010, loss: 6.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: -2.466, 1.437 sec/game, 35.1 min. total, 657.2 MB
amendable_wisdom v19 1683 games, 1825844 moves, e=0.010, loss: 6.7, -, 12.2% elo% vs. random_no_suicide, avg. reward: -2.463, 1.454 sec/game, 35.1 min. total, 657.3 MB
amendable_wisdom v19 1684 games, 1827233 moves, e=0.010, loss: 6.7, -, 12.0% elo% vs. random_no_suicide, avg. reward: -2.464, 1.469 sec/game, 35.1 min. total, 657.3 MB
amendable_wisdom v19 1685 games, 1828337 moves, e=0.010, loss: 6.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: -2.480, 1.463 sec/game, 35.2 min. total, 657.3 MB
amendable_wisdom v19 1686 games, 1829399 moves, e=0.010, loss: 7.1, -, 11.5% elo% vs. random_no_suicide, avg. reward: -2.493, 1.464 sec/game, 35.2 min. total, 657.3 MB
amendable_wisdom v19 1687 games, 1830529 moves, e=0.010, loss: 7.3, -, 11.3% elo% vs. random_no_suicide, avg. reward: -2.489, 1.473 sec/game, 35.2 min. total, 657.3 MB
amendable_wisdom v19 1688 games, 1831784 moves, e=0.010, loss: 7.3, -, 11.1% elo% vs. random_no_suicide, avg. reward: -2.481, 1.481 sec/game, 35.2 min. total, 657.5 MB
amendable_wisdom v19 1689 games, 1833439 moves, e=0.010, loss: 6.9, -, 10.9% elo% vs. random_no_suicide, avg. reward: -2.472, 1.520 sec/game, 35.3 min. total, 657.5 MB
amendable_wisdom v19 1690 games, 1834738 moves, e=0.010, loss: 7.0, -, 10.7% elo% vs. random_no_suicide, avg. reward: -2.469, 1.522 sec/game, 35.3 min. total, 657.7 MB
amendable_wisdom v19 1691 games, 1835912 moves, e=0.010, loss: 7.0, -, 10.5% elo% vs. random_no_suicide, avg. reward: -2.472, 1.535 sec/game, 35.3 min. total, 657.8 MB
amendable_wisdom v19 1692 games, 1837112 moves, e=0.010, loss: 6.9, -, 10.3% elo% vs. random_no_suicide, avg. reward: -2.470, 1.528 sec/game, 35.3 min. total, 657.8 MB
amendable_wisdom v19 1693 games, 1838227 moves, e=0.010, loss: 6.9, -, 10.1% elo% vs. random_no_suicide, avg. reward: -2.474, 1.521 sec/game, 35.4 min. total, 657.9 MB
amendable_wisdom v19 1694 games, 1839458 moves, e=0.010, loss: 6.8, -, 10.0% elo% vs. random_no_suicide, avg. reward: -2.475, 1.528 sec/game, 35.4 min. total, 657.9 MB
amendable_wisdom v19 1695 games, 1840810 moves, e=0.010, loss: 6.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: -2.483, 1.547 sec/game, 35.4 min. total, 657.9 MB
amendable_wisdom v19 1696 games, 1842099 moves, e=0.010, loss: 6.4, -, 9.7% elo% vs. random_no_suicide, avg. reward: -2.482, 1.568 sec/game, 35.4 min. total, 658.0 MB
amendable_wisdom v19 1697 games, 1843333 moves, e=0.010, loss: 6.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: -2.481, 1.550 sec/game, 35.5 min. total, 658.0 MB
amendable_wisdom v19 1698 games, 1844723 moves, e=0.010, loss: 6.4, -, 9.4% elo% vs. random_no_suicide, avg. reward: -2.478, 1.514 sec/game, 35.5 min. total, 658.3 MB
amendable_wisdom v19 1699 games, 1845948 moves, e=0.010, loss: 6.7, -, 9.2% elo% vs. random_no_suicide, avg. reward: -2.461, 1.504 sec/game, 35.5 min. total, 659.5 MB
amendable_wisdom v19 1700 games, 1847071 moves, e=0.010, loss: 6.6, -, 9.1% elo% vs. random_no_suicide, avg. reward: -2.462, 1.485 sec/game, 35.5 min. total, 659.5 MB
amendable_wisdom v20 1701 games, 1848065 moves, e=0.010, loss: 6.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.475, 1.459 sec/game, 35.6 min. total, 660.2 MB
amendable_wisdom v20 1702 games, 1849066 moves, e=0.010, loss: 7.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.480, 1.444 sec/game, 35.6 min. total, 660.2 MB
amendable_wisdom v20 1703 games, 1850275 moves, e=0.010, loss: 7.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: -2.479, 1.426 sec/game, 35.6 min. total, 660.2 MB
amendable_wisdom v20 1704 games, 1851474 moves, e=0.010, loss: 7.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: -2.486, 1.410 sec/game, 35.6 min. total, 660.2 MB
amendable_wisdom v20 1705 games, 1852551 moves, e=0.010, loss: 7.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: -2.493, 1.416 sec/game, 35.6 min. total, 660.2 MB
amendable_wisdom v20 1706 games, 1853701 moves, e=0.010, loss: 7.7, -, 37.9% elo% vs. random_no_suicide, avg. reward: -2.489, 1.412 sec/game, 35.7 min. total, 660.3 MB
amendable_wisdom v20 1707 games, 1854939 moves, e=0.010, loss: 8.2, ., 38.4% elo% vs. random_no_suicide, avg. reward: -2.487, 1.408 sec/game, 35.7 min. total, 660.5 MB
amendable_wisdom v20 1708 games, 1856270 moves, e=0.010, loss: 7.8, -, 36.8% elo% vs. random_no_suicide, avg. reward: -2.485, 1.417 sec/game, 35.7 min. total, 661.4 MB
amendable_wisdom v20 1709 games, 1857621 moves, e=0.010, loss: 7.9, -, 35.2% elo% vs. random_no_suicide, avg. reward: -2.473, 1.399 sec/game, 35.7 min. total, 661.5 MB
amendable_wisdom v20 1710 games, 1858868 moves, e=0.010, loss: 7.1, +, 38.0% elo% vs. random_no_suicide, avg. reward: -2.467, 1.409 sec/game, 35.8 min. total, 661.5 MB
amendable_wisdom v20 1711 games, 1860106 moves, e=0.010, loss: 6.4, -, 36.4% elo% vs. random_no_suicide, avg. reward: -2.465, 1.420 sec/game, 35.8 min. total, 661.5 MB
amendable_wisdom v20 1712 games, 1861428 moves, e=0.010, loss: 6.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: -2.459, 1.440 sec/game, 35.8 min. total, 661.5 MB
amendable_wisdom v20 1713 games, 1862673 moves, e=0.010, loss: 6.0, -, 33.4% elo% vs. random_no_suicide, avg. reward: -2.455, 1.457 sec/game, 35.9 min. total, 661.5 MB
amendable_wisdom v20 1714 games, 1863666 moves, e=0.010, loss: 6.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: -2.469, 1.450 sec/game, 35.9 min. total, 661.5 MB
amendable_wisdom v20 1715 games, 1864753 moves, e=0.010, loss: 6.5, -, 30.8% elo% vs. random_no_suicide, avg. reward: -2.473, 1.433 sec/game, 35.9 min. total, 661.5 MB
amendable_wisdom v20 1716 games, 1866084 moves, e=0.010, loss: 6.7, -, 29.6% elo% vs. random_no_suicide, avg. reward: -2.467, 1.430 sec/game, 35.9 min. total, 662.4 MB
amendable_wisdom v20 1717 games, 1867478 moves, e=0.010, loss: 6.7, +, 32.3% elo% vs. random_no_suicide, avg. reward: -2.458, 1.451 sec/game, 36.0 min. total, 662.8 MB
amendable_wisdom v20 1718 games, 1868744 moves, e=0.010, loss: 6.7, -, 31.0% elo% vs. random_no_suicide, avg. reward: -2.459, 1.467 sec/game, 36.0 min. total, 662.8 MB
amendable_wisdom v20 1719 games, 1870038 moves, e=0.010, loss: 7.0, -, 29.8% elo% vs. random_no_suicide, avg. reward: -2.460, 1.474 sec/game, 36.0 min. total, 662.8 MB
amendable_wisdom v20 1720 games, 1871205 moves, e=0.010, loss: 6.6, -, 28.7% elo% vs. random_no_suicide, avg. reward: -2.464, 1.474 sec/game, 36.0 min. total, 662.8 MB
amendable_wisdom v20 1721 games, 1872554 moves, e=0.010, loss: 6.9, -, 27.6% elo% vs. random_no_suicide, avg. reward: -2.462, 1.512 sec/game, 36.1 min. total, 662.8 MB
amendable_wisdom v20 1722 games, 1873947 moves, e=0.010, loss: 6.9, -, 26.6% elo% vs. random_no_suicide, avg. reward: -2.449, 1.540 sec/game, 36.1 min. total, 662.9 MB
amendable_wisdom v20 1723 games, 1875342 moves, e=0.010, loss: 6.5, -, 25.7% elo% vs. random_no_suicide, avg. reward: -2.443, 1.547 sec/game, 36.1 min. total, 663.5 MB
amendable_wisdom v20 1724 games, 1876784 moves, e=0.010, loss: 6.1, +, 28.4% elo% vs. random_no_suicide, avg. reward: -2.440, 1.560 sec/game, 36.1 min. total, 663.6 MB
amendable_wisdom v20 1725 games, 1878035 moves, e=0.010, loss: 5.8, -, 27.3% elo% vs. random_no_suicide, avg. reward: -2.443, 1.561 sec/game, 36.2 min. total, 664.5 MB
amendable_wisdom v20 1726 games, 1879154 moves, e=0.010, loss: 6.2, -, 26.3% elo% vs. random_no_suicide, avg. reward: -2.449, 1.552 sec/game, 36.2 min. total, 664.5 MB
amendable_wisdom v20 1727 games, 1880202 moves, e=0.010, loss: 6.1, -, 25.4% elo% vs. random_no_suicide, avg. reward: -2.465, 1.541 sec/game, 36.2 min. total, 664.5 MB
amendable_wisdom v20 1728 games, 1881306 moves, e=0.010, loss: 6.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: -2.477, 1.510 sec/game, 36.2 min. total, 664.6 MB
amendable_wisdom v20 1729 games, 1882769 moves, e=0.010, loss: 6.9, -, 23.7% elo% vs. random_no_suicide, avg. reward: -2.475, 1.513 sec/game, 36.2 min. total, 664.6 MB
amendable_wisdom v20 1730 games, 1884001 moves, e=0.010, loss: 6.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.471, 1.498 sec/game, 36.3 min. total, 664.7 MB
amendable_wisdom v20 1731 games, 1884955 moves, e=0.010, loss: 6.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.484, 1.467 sec/game, 36.3 min. total, 664.7 MB
amendable_wisdom v20 1732 games, 1886271 moves, e=0.010, loss: 7.1, -, 21.5% elo% vs. random_no_suicide, avg. reward: -2.476, 1.454 sec/game, 36.3 min. total, 664.7 MB
amendable_wisdom v20 1733 games, 1887562 moves, e=0.010, loss: 7.5, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.464, 1.443 sec/game, 36.3 min. total, 665.4 MB
amendable_wisdom v20 1734 games, 1888738 moves, e=0.010, loss: 7.6, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.468, 1.459 sec/game, 36.4 min. total, 665.5 MB
amendable_wisdom v20 1735 games, 1890104 moves, e=0.010, loss: 7.3, +, 22.7% elo% vs. random_no_suicide, avg. reward: -2.472, 1.462 sec/game, 36.4 min. total, 665.5 MB
amendable_wisdom v20 1736 games, 1891510 moves, e=0.010, loss: 6.6, -, 21.9% elo% vs. random_no_suicide, avg. reward: -2.470, 1.458 sec/game, 36.4 min. total, 665.5 MB
amendable_wisdom v20 1737 games, 1892977 moves, e=0.010, loss: 6.5, -, 21.3% elo% vs. random_no_suicide, avg. reward: -2.467, 1.442 sec/game, 36.4 min. total, 665.5 MB
amendable_wisdom v20 1738 games, 1894181 moves, e=0.010, loss: 6.6, -, 20.6% elo% vs. random_no_suicide, avg. reward: -2.471, 1.424 sec/game, 36.5 min. total, 665.5 MB
amendable_wisdom v20 1739 games, 1895231 moves, e=0.010, loss: 6.4, -, 20.0% elo% vs. random_no_suicide, avg. reward: -2.475, 1.402 sec/game, 36.5 min. total, 665.8 MB
amendable_wisdom v20 1740 games, 1896683 moves, e=0.010, loss: 6.6, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.469, 1.411 sec/game, 36.5 min. total, 665.8 MB
amendable_wisdom v20 1741 games, 1897923 moves, e=0.010, loss: 6.8, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.474, 1.386 sec/game, 36.5 min. total, 665.9 MB
amendable_wisdom v20 1742 games, 1899136 moves, e=0.010, loss: 6.9, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.474, 1.375 sec/game, 36.5 min. total, 666.2 MB
amendable_wisdom v20 1743 games, 1900371 moves, e=0.010, loss: 6.8, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.477, 1.362 sec/game, 36.6 min. total, 666.2 MB
amendable_wisdom v20 1744 games, 1901716 moves, e=0.010, loss: 6.8, -, 17.4% elo% vs. random_no_suicide, avg. reward: -2.458, 1.363 sec/game, 36.6 min. total, 666.2 MB
amendable_wisdom v20 1745 games, 1903026 moves, e=0.010, loss: 6.5, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.440, 1.363 sec/game, 36.6 min. total, 666.3 MB
amendable_wisdom v20 1746 games, 1904368 moves, e=0.010, loss: 6.5, +, 19.2% elo% vs. random_no_suicide, avg. reward: -2.430, 1.375 sec/game, 36.6 min. total, 666.3 MB
amendable_wisdom v20 1747 games, 1905726 moves, e=0.010, loss: 5.8, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.427, 1.387 sec/game, 36.7 min. total, 666.4 MB
amendable_wisdom v20 1748 games, 1907281 moves, e=0.010, loss: 5.8, +, 21.0% elo% vs. random_no_suicide, avg. reward: -2.419, 1.407 sec/game, 36.7 min. total, 666.7 MB
amendable_wisdom v20 1749 games, 1908492 moves, e=0.010, loss: 5.6, -, 20.4% elo% vs. random_no_suicide, avg. reward: -2.419, 1.391 sec/game, 36.7 min. total, 667.7 MB
amendable_wisdom v20 1750 games, 1909699 moves, e=0.010, loss: 5.4, ., 21.3% elo% vs. random_no_suicide, avg. reward: -2.414, 1.395 sec/game, 36.7 min. total, 667.5 MB
amendable_wisdom v20 1751 games, 1911303 moves, e=0.010, loss: 5.1, +, 23.8% elo% vs. random_no_suicide, avg. reward: -2.413, 1.426 sec/game, 36.8 min. total, 667.6 MB
amendable_wisdom v20 1752 games, 1912736 moves, e=0.010, loss: 5.5, -, 23.0% elo% vs. random_no_suicide, avg. reward: -2.413, 1.430 sec/game, 36.8 min. total, 667.6 MB
amendable_wisdom v20 1753 games, 1913892 moves, e=0.010, loss: 5.6, -, 22.3% elo% vs. random_no_suicide, avg. reward: -2.419, 1.425 sec/game, 36.8 min. total, 667.6 MB
amendable_wisdom v20 1754 games, 1915119 moves, e=0.010, loss: 6.1, -, 21.6% elo% vs. random_no_suicide, avg. reward: -2.422, 1.417 sec/game, 36.8 min. total, 667.6 MB
amendable_wisdom v20 1755 games, 1916359 moves, e=0.010, loss: 6.2, -, 20.9% elo% vs. random_no_suicide, avg. reward: -2.423, 1.411 sec/game, 36.9 min. total, 667.7 MB
amendable_wisdom v20 1756 games, 1917541 moves, e=0.010, loss: 6.0, -, 20.3% elo% vs. random_no_suicide, avg. reward: -2.424, 1.400 sec/game, 36.9 min. total, 667.7 MB
amendable_wisdom v20 1757 games, 1918671 moves, e=0.010, loss: 6.4, -, 19.7% elo% vs. random_no_suicide, avg. reward: -2.425, 1.387 sec/game, 36.9 min. total, 668.0 MB
amendable_wisdom v20 1758 games, 1919909 moves, e=0.010, loss: 6.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: -2.408, 1.394 sec/game, 36.9 min. total, 668.5 MB
amendable_wisdom v20 1759 games, 1921041 moves, e=0.010, loss: 6.6, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.398, 1.400 sec/game, 36.9 min. total, 668.5 MB
amendable_wisdom v20 1760 games, 1922386 moves, e=0.010, loss: 7.0, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.393, 1.394 sec/game, 37.0 min. total, 668.7 MB
amendable_wisdom v20 1761 games, 1923561 moves, e=0.010, loss: 6.7, +, 20.4% elo% vs. random_no_suicide, avg. reward: -2.388, 1.387 sec/game, 37.0 min. total, 668.8 MB
amendable_wisdom v20 1762 games, 1924824 moves, e=0.010, loss: 6.6, -, 19.8% elo% vs. random_no_suicide, avg. reward: -2.385, 1.382 sec/game, 37.0 min. total, 668.8 MB
