amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v17 1495 games, 1592917 moves, e=0.010, loss: 7.0, -, 16.7% elo% vs. random_no_suicide, avg. reward: -2.425, 1.508 sec/game, 30.6 min. total, 627.6 MB
amendable_wisdom v17 1496 games, 1594188 moves, e=0.010, loss: 6.9, -, 16.3% elo% vs. random_no_suicide, avg. reward: -2.422, 1.517 sec/game, 30.6 min. total, 627.6 MB
amendable_wisdom v17 1497 games, 1595523 moves, e=0.010, loss: 6.7, -, 15.9% elo% vs. random_no_suicide, avg. reward: -2.421, 1.522 sec/game, 30.7 min. total, 628.4 MB
amendable_wisdom v17 1498 games, 1596690 moves, e=0.010, loss: 6.7, -, 15.5% elo% vs. random_no_suicide, avg. reward: -2.424, 1.533 sec/game, 30.7 min. total, 628.8 MB
amendable_wisdom v17 1499 games, 1598009 moves, e=0.010, loss: 6.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -2.433, 1.538 sec/game, 30.7 min. total, 628.8 MB
amendable_wisdom v17 1500 games, 1599185 moves, e=0.010, loss: 6.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: -2.437, 1.519 sec/game, 30.7 min. total, 628.8 MB
amendable_wisdom v18 1501 games, 1600356 moves, e=0.010, loss: 7.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.443, 1.484 sec/game, 30.8 min. total, 629.3 MB
amendable_wisdom v18 1502 games, 1601702 moves, e=0.010, loss: 7.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.435, 1.473 sec/game, 30.8 min. total, 629.4 MB
amendable_wisdom v18 1503 games, 1603107 moves, e=0.010, loss: 7.2, +, 48.0% elo% vs. random_no_suicide, avg. reward: -2.427, 1.482 sec/game, 30.8 min. total, 629.4 MB
amendable_wisdom v18 1504 games, 1604321 moves, e=0.010, loss: 7.1, -, 45.8% elo% vs. random_no_suicide, avg. reward: -2.414, 1.475 sec/game, 30.8 min. total, 629.4 MB
amendable_wisdom v18 1505 games, 1605489 moves, e=0.010, loss: 7.0, -, 43.7% elo% vs. random_no_suicide, avg. reward: -2.412, 1.464 sec/game, 30.9 min. total, 630.1 MB
amendable_wisdom v18 1506 games, 1606694 moves, e=0.010, loss: 6.9, +, 46.3% elo% vs. random_no_suicide, avg. reward: -2.399, 1.466 sec/game, 30.9 min. total, 630.2 MB
amendable_wisdom v18 1507 games, 1608053 moves, e=0.010, loss: 7.0, -, 44.2% elo% vs. random_no_suicide, avg. reward: -2.393, 1.470 sec/game, 30.9 min. total, 630.4 MB
amendable_wisdom v18 1508 games, 1609197 moves, e=0.010, loss: 6.9, -, 42.2% elo% vs. random_no_suicide, avg. reward: -2.394, 1.462 sec/game, 30.9 min. total, 630.4 MB
amendable_wisdom v18 1509 games, 1610586 moves, e=0.010, loss: 6.9, -, 40.3% elo% vs. random_no_suicide, avg. reward: -2.384, 1.449 sec/game, 30.9 min. total, 630.4 MB
amendable_wisdom v18 1510 games, 1611825 moves, e=0.010, loss: 6.8, -, 38.5% elo% vs. random_no_suicide, avg. reward: -2.380, 1.445 sec/game, 31.0 min. total, 630.5 MB
amendable_wisdom v18 1511 games, 1613104 moves, e=0.010, loss: 6.8, -, 36.9% elo% vs. random_no_suicide, avg. reward: -2.384, 1.433 sec/game, 31.0 min. total, 630.5 MB
amendable_wisdom v18 1512 games, 1614080 moves, e=0.010, loss: 7.1, -, 35.3% elo% vs. random_no_suicide, avg. reward: -2.411, 1.417 sec/game, 31.0 min. total, 630.5 MB
amendable_wisdom v18 1513 games, 1615457 moves, e=0.010, loss: 7.2, -, 33.8% elo% vs. random_no_suicide, avg. reward: -2.409, 1.409 sec/game, 31.0 min. total, 630.7 MB
amendable_wisdom v18 1514 games, 1616811 moves, e=0.010, loss: 7.3, +, 36.6% elo% vs. random_no_suicide, avg. reward: -2.406, 1.415 sec/game, 31.1 min. total, 631.3 MB
amendable_wisdom v18 1515 games, 1618137 moves, e=0.010, loss: 7.4, -, 35.1% elo% vs. random_no_suicide, avg. reward: -2.408, 1.423 sec/game, 31.1 min. total, 631.4 MB
amendable_wisdom v18 1516 games, 1619518 moves, e=0.010, loss: 7.0, -, 33.6% elo% vs. random_no_suicide, avg. reward: -2.412, 1.423 sec/game, 31.1 min. total, 631.4 MB
amendable_wisdom v18 1517 games, 1620694 moves, e=0.010, loss: 7.4, -, 32.2% elo% vs. random_no_suicide, avg. reward: -2.400, 1.405 sec/game, 31.1 min. total, 631.5 MB
amendable_wisdom v18 1518 games, 1621923 moves, e=0.010, loss: 7.1, -, 30.9% elo% vs. random_no_suicide, avg. reward: -2.382, 1.400 sec/game, 31.2 min. total, 631.5 MB
amendable_wisdom v18 1519 games, 1623268 moves, e=0.010, loss: 7.1, -, 29.7% elo% vs. random_no_suicide, avg. reward: -2.373, 1.398 sec/game, 31.2 min. total, 631.5 MB
amendable_wisdom v18 1520 games, 1624634 moves, e=0.010, loss: 6.5, +, 32.5% elo% vs. random_no_suicide, avg. reward: -2.368, 1.410 sec/game, 31.2 min. total, 631.5 MB
amendable_wisdom v18 1521 games, 1625838 moves, e=0.010, loss: 6.5, -, 31.2% elo% vs. random_no_suicide, avg. reward: -2.363, 1.410 sec/game, 31.2 min. total, 631.6 MB
amendable_wisdom v18 1522 games, 1627002 moves, e=0.010, loss: 6.6, -, 30.0% elo% vs. random_no_suicide, avg. reward: -2.363, 1.395 sec/game, 31.3 min. total, 631.9 MB
amendable_wisdom v18 1523 games, 1628408 moves, e=0.010, loss: 6.6, -, 28.8% elo% vs. random_no_suicide, avg. reward: -2.359, 1.394 sec/game, 31.3 min. total, 633.2 MB
amendable_wisdom v18 1524 games, 1629794 moves, e=0.010, loss: 6.4, -, 27.8% elo% vs. random_no_suicide, avg. reward: -2.359, 1.415 sec/game, 31.3 min. total, 633.2 MB
amendable_wisdom v18 1525 games, 1631040 moves, e=0.010, loss: 6.5, -, 26.8% elo% vs. random_no_suicide, avg. reward: -2.367, 1.434 sec/game, 31.3 min. total, 633.3 MB
amendable_wisdom v18 1526 games, 1632322 moves, e=0.010, loss: 6.2, -, 25.8% elo% vs. random_no_suicide, avg. reward: -2.370, 1.439 sec/game, 31.4 min. total, 633.3 MB
amendable_wisdom v18 1527 games, 1633527 moves, e=0.010, loss: 7.0, -, 24.9% elo% vs. random_no_suicide, avg. reward: -2.376, 1.429 sec/game, 31.4 min. total, 633.4 MB
amendable_wisdom v18 1528 games, 1634781 moves, e=0.010, loss: 7.1, -, 24.1% elo% vs. random_no_suicide, avg. reward: -2.383, 1.434 sec/game, 31.4 min. total, 633.7 MB
amendable_wisdom v18 1529 games, 1636083 moves, e=0.010, loss: 7.2, -, 23.3% elo% vs. random_no_suicide, avg. reward: -2.375, 1.434 sec/game, 31.4 min. total, 633.8 MB
amendable_wisdom v18 1530 games, 1637324 moves, e=0.010, loss: 7.0, +, 25.9% elo% vs. random_no_suicide, avg. reward: -2.360, 1.443 sec/game, 31.5 min. total, 633.8 MB
amendable_wisdom v18 1531 games, 1638731 moves, e=0.010, loss: 6.9, ., 26.7% elo% vs. random_no_suicide, avg. reward: -2.358, 1.450 sec/game, 31.5 min. total, 633.9 MB
amendable_wisdom v18 1532 games, 1639920 moves, e=0.010, loss: 7.0, -, 25.8% elo% vs. random_no_suicide, avg. reward: -2.362, 1.469 sec/game, 31.5 min. total, 633.9 MB
amendable_wisdom v18 1533 games, 1641314 moves, e=0.010, loss: 7.2, -, 24.9% elo% vs. random_no_suicide, avg. reward: -2.365, 1.480 sec/game, 31.5 min. total, 633.9 MB
amendable_wisdom v18 1534 games, 1642290 moves, e=0.010, loss: 7.6, -, 24.0% elo% vs. random_no_suicide, avg. reward: -2.380, 1.464 sec/game, 31.6 min. total, 633.9 MB
amendable_wisdom v18 1535 games, 1643246 moves, e=0.010, loss: 7.8, -, 23.2% elo% vs. random_no_suicide, avg. reward: -2.405, 1.458 sec/game, 31.6 min. total, 633.9 MB
amendable_wisdom v18 1536 games, 1644332 moves, e=0.010, loss: 8.1, -, 22.5% elo% vs. random_no_suicide, avg. reward: -2.414, 1.461 sec/game, 31.6 min. total, 633.9 MB
amendable_wisdom v18 1537 games, 1645757 moves, e=0.010, loss: 8.4, -, 21.8% elo% vs. random_no_suicide, avg. reward: -2.423, 1.473 sec/game, 31.6 min. total, 634.0 MB
amendable_wisdom v18 1538 games, 1646907 moves, e=0.010, loss: 8.8, -, 21.1% elo% vs. random_no_suicide, avg. reward: -2.440, 1.467 sec/game, 31.7 min. total, 634.1 MB
amendable_wisdom v18 1539 games, 1648196 moves, e=0.010, loss: 8.6, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.449, 1.469 sec/game, 31.7 min. total, 634.7 MB
amendable_wisdom v18 1540 games, 1649517 moves, e=0.010, loss: 9.0, +, 22.9% elo% vs. random_no_suicide, avg. reward: -2.451, 1.479 sec/game, 31.7 min. total, 635.0 MB
amendable_wisdom v18 1541 games, 1650847 moves, e=0.010, loss: 9.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.448, 1.499 sec/game, 31.7 min. total, 635.1 MB
amendable_wisdom v18 1542 games, 1652158 moves, e=0.010, loss: 8.7, +, 24.8% elo% vs. random_no_suicide, avg. reward: -2.448, 1.506 sec/game, 31.8 min. total, 635.1 MB
amendable_wisdom v18 1543 games, 1653560 moves, e=0.010, loss: 7.7, ., 25.7% elo% vs. random_no_suicide, avg. reward: -2.429, 1.506 sec/game, 31.8 min. total, 635.1 MB
amendable_wisdom v18 1544 games, 1655020 moves, e=0.010, loss: 7.5, +, 28.3% elo% vs. random_no_suicide, avg. reward: -2.427, 1.497 sec/game, 31.8 min. total, 635.2 MB
amendable_wisdom v18 1545 games, 1656352 moves, e=0.010, loss: 7.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: -2.424, 1.488 sec/game, 31.8 min. total, 635.3 MB
amendable_wisdom v18 1546 games, 1657435 moves, e=0.010, loss: 6.5, -, 26.3% elo% vs. random_no_suicide, avg. reward: -2.441, 1.475 sec/game, 31.8 min. total, 635.3 MB
amendable_wisdom v18 1547 games, 1658632 moves, e=0.010, loss: 6.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: -2.445, 1.479 sec/game, 31.9 min. total, 636.7 MB
amendable_wisdom v18 1548 games, 1659893 moves, e=0.010, loss: 6.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: -2.429, 1.481 sec/game, 31.9 min. total, 637.0 MB
amendable_wisdom v18 1549 games, 1661093 moves, e=0.010, loss: 7.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: -2.422, 1.476 sec/game, 31.9 min. total, 637.0 MB
amendable_wisdom v18 1550 games, 1662391 moves, e=0.010, loss: 7.2, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.425, 1.477 sec/game, 31.9 min. total, 637.0 MB
amendable_wisdom v18 1551 games, 1663533 moves, e=0.010, loss: 7.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.427, 1.478 sec/game, 32.0 min. total, 637.3 MB
amendable_wisdom v18 1552 games, 1664681 moves, e=0.010, loss: 7.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: -2.432, 1.482 sec/game, 32.0 min. total, 637.3 MB
amendable_wisdom v18 1553 games, 1665811 moves, e=0.010, loss: 7.9, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.438, 1.481 sec/game, 32.0 min. total, 637.3 MB
amendable_wisdom v18 1554 games, 1667064 moves, e=0.010, loss: 7.6, +, 23.3% elo% vs. random_no_suicide, avg. reward: -2.440, 1.496 sec/game, 32.1 min. total, 637.4 MB
amendable_wisdom v18 1555 games, 1668246 moves, e=0.010, loss: 7.4, -, 22.6% elo% vs. random_no_suicide, avg. reward: -2.444, 1.486 sec/game, 32.1 min. total, 637.4 MB
amendable_wisdom v18 1556 games, 1669527 moves, e=0.010, loss: 7.6, -, 21.8% elo% vs. random_no_suicide, avg. reward: -2.440, 1.482 sec/game, 32.1 min. total, 637.7 MB
amendable_wisdom v18 1557 games, 1670881 moves, e=0.010, loss: 7.2, -, 21.2% elo% vs. random_no_suicide, avg. reward: -2.438, 1.490 sec/game, 32.1 min. total, 637.7 MB
amendable_wisdom v18 1558 games, 1672202 moves, e=0.010, loss: 7.4, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.418, 1.516 sec/game, 32.2 min. total, 637.7 MB
amendable_wisdom v18 1559 games, 1673562 moves, e=0.010, loss: 7.4, -, 19.9% elo% vs. random_no_suicide, avg. reward: -2.402, 1.527 sec/game, 32.2 min. total, 637.7 MB
amendable_wisdom v18 1560 games, 1674556 moves, e=0.010, loss: 7.7, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.401, 1.511 sec/game, 32.2 min. total, 637.7 MB
amendable_wisdom v18 1561 games, 1675717 moves, e=0.010, loss: 7.7, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.403, 1.498 sec/game, 32.2 min. total, 637.8 MB
amendable_wisdom v18 1562 games, 1676889 moves, e=0.010, loss: 7.1, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.407, 1.498 sec/game, 32.3 min. total, 637.8 MB
amendable_wisdom v18 1563 games, 1678009 moves, e=0.010, loss: 7.3, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.418, 1.494 sec/game, 32.3 min. total, 638.3 MB
amendable_wisdom v18 1564 games, 1679199 moves, e=0.010, loss: 7.7, +, 20.1% elo% vs. random_no_suicide, avg. reward: -2.423, 1.485 sec/game, 32.3 min. total, 639.6 MB
amendable_wisdom v18 1565 games, 1680414 moves, e=0.010, loss: 7.6, ., 21.0% elo% vs. random_no_suicide, avg. reward: -2.422, 1.507 sec/game, 32.3 min. total, 639.9 MB
amendable_wisdom v18 1566 games, 1681591 moves, e=0.010, loss: 7.8, -, 20.4% elo% vs. random_no_suicide, avg. reward: -2.423, 1.512 sec/game, 32.4 min. total, 639.9 MB
amendable_wisdom v18 1567 games, 1682798 moves, e=0.010, loss: 7.6, -, 19.7% elo% vs. random_no_suicide, avg. reward: -2.424, 1.506 sec/game, 32.4 min. total, 639.9 MB
amendable_wisdom v18 1568 games, 1684149 moves, e=0.010, loss: 7.9, -, 19.2% elo% vs. random_no_suicide, avg. reward: -2.427, 1.512 sec/game, 32.4 min. total, 640.0 MB
amendable_wisdom v18 1569 games, 1685476 moves, e=0.010, loss: 7.4, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.431, 1.509 sec/game, 32.4 min. total, 640.0 MB
amendable_wisdom v18 1570 games, 1686767 moves, e=0.010, loss: 7.6, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.424, 1.500 sec/game, 32.4 min. total, 640.0 MB
amendable_wisdom v18 1571 games, 1688194 moves, e=0.010, loss: 7.5, -, 17.6% elo% vs. random_no_suicide, avg. reward: -2.422, 1.504 sec/game, 32.5 min. total, 640.6 MB
amendable_wisdom v18 1572 games, 1689357 moves, e=0.010, loss: 7.0, -, 17.2% elo% vs. random_no_suicide, avg. reward: -2.417, 1.487 sec/game, 32.5 min. total, 640.6 MB
amendable_wisdom v18 1573 games, 1690801 moves, e=0.010, loss: 7.0, +, 19.4% elo% vs. random_no_suicide, avg. reward: -2.397, 1.488 sec/game, 32.5 min. total, 640.7 MB
amendable_wisdom v18 1574 games, 1692031 moves, e=0.010, loss: 6.7, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.380, 1.467 sec/game, 32.5 min. total, 640.7 MB
amendable_wisdom v18 1575 games, 1692948 moves, e=0.010, loss: 6.6, -, 18.4% elo% vs. random_no_suicide, avg. reward: -2.400, 1.451 sec/game, 32.6 min. total, 640.7 MB
amendable_wisdom v18 1576 games, 1693890 moves, e=0.010, loss: 6.7, -, 17.9% elo% vs. random_no_suicide, avg. reward: -2.420, 1.422 sec/game, 32.6 min. total, 640.7 MB
amendable_wisdom v18 1577 games, 1695192 moves, e=0.010, loss: 7.2, -, 17.4% elo% vs. random_no_suicide, avg. reward: -2.428, 1.408 sec/game, 32.6 min. total, 640.8 MB
amendable_wisdom v18 1578 games, 1696430 moves, e=0.010, loss: 7.1, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.423, 1.389 sec/game, 32.6 min. total, 640.8 MB
amendable_wisdom v18 1579 games, 1697781 moves, e=0.010, loss: 7.2, +, 19.2% elo% vs. random_no_suicide, avg. reward: -2.414, 1.379 sec/game, 32.6 min. total, 640.9 MB
amendable_wisdom v18 1580 games, 1699083 moves, e=0.010, loss: 7.5, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.419, 1.385 sec/game, 32.7 min. total, 641.9 MB
amendable_wisdom v18 1581 games, 1700396 moves, e=0.010, loss: 7.9, ., 19.5% elo% vs. random_no_suicide, avg. reward: -2.423, 1.383 sec/game, 32.7 min. total, 642.1 MB
amendable_wisdom v18 1582 games, 1701822 moves, e=0.010, loss: 7.5, +, 22.0% elo% vs. random_no_suicide, avg. reward: -2.418, 1.389 sec/game, 32.7 min. total, 642.1 MB
amendable_wisdom v18 1583 games, 1703185 moves, e=0.010, loss: 7.1, -, 21.3% elo% vs. random_no_suicide, avg. reward: -2.417, 1.401 sec/game, 32.7 min. total, 642.1 MB
amendable_wisdom v18 1584 games, 1704613 moves, e=0.010, loss: 6.7, -, 20.6% elo% vs. random_no_suicide, avg. reward: -2.415, 1.425 sec/game, 32.8 min. total, 642.1 MB
amendable_wisdom v18 1585 games, 1705968 moves, e=0.010, loss: 6.2, -, 20.0% elo% vs. random_no_suicide, avg. reward: -2.405, 1.403 sec/game, 32.8 min. total, 642.1 MB
amendable_wisdom v18 1586 games, 1707471 moves, e=0.010, loss: 6.0, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.396, 1.419 sec/game, 32.8 min. total, 642.1 MB
amendable_wisdom v18 1587 games, 1708517 moves, e=0.010, loss: 6.5, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.397, 1.412 sec/game, 32.8 min. total, 642.1 MB
amendable_wisdom v18 1588 games, 1709576 moves, e=0.010, loss: 6.4, -, 18.4% elo% vs. random_no_suicide, avg. reward: -2.406, 1.399 sec/game, 32.9 min. total, 642.1 MB
amendable_wisdom v18 1589 games, 1710711 moves, e=0.010, loss: 6.8, -, 17.9% elo% vs. random_no_suicide, avg. reward: -2.408, 1.390 sec/game, 32.9 min. total, 642.6 MB
amendable_wisdom v18 1590 games, 1711952 moves, e=0.010, loss: 6.9, -, 17.4% elo% vs. random_no_suicide, avg. reward: -2.409, 1.397 sec/game, 32.9 min. total, 642.8 MB
amendable_wisdom v18 1591 games, 1713172 moves, e=0.010, loss: 6.8, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.409, 1.388 sec/game, 32.9 min. total, 642.8 MB
amendable_wisdom v18 1592 games, 1714266 moves, e=0.010, loss: 6.8, -, 16.5% elo% vs. random_no_suicide, avg. reward: -2.414, 1.383 sec/game, 33.0 min. total, 642.8 MB
amendable_wisdom v18 1593 games, 1715544 moves, e=0.010, loss: 7.1, -, 16.1% elo% vs. random_no_suicide, avg. reward: -2.420, 1.373 sec/game, 33.0 min. total, 642.8 MB
amendable_wisdom v18 1594 games, 1716795 moves, e=0.010, loss: 7.3, +, 18.3% elo% vs. random_no_suicide, avg. reward: -2.419, 1.387 sec/game, 33.0 min. total, 642.9 MB
amendable_wisdom v18 1595 games, 1718162 moves, e=0.010, loss: 7.2, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.418, 1.413 sec/game, 33.0 min. total, 642.9 MB
amendable_wisdom v18 1596 games, 1719478 moves, e=0.010, loss: 6.8, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.417, 1.433 sec/game, 33.1 min. total, 643.0 MB
amendable_wisdom v18 1597 games, 1720812 moves, e=0.010, loss: 6.8, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.415, 1.438 sec/game, 33.1 min. total, 644.1 MB
amendable_wisdom v18 1598 games, 1722190 moves, e=0.010, loss: 6.9, -, 16.4% elo% vs. random_no_suicide, avg. reward: -2.413, 1.454 sec/game, 33.1 min. total, 644.3 MB
amendable_wisdom v18 1599 games, 1723202 moves, e=0.010, loss: 6.6, -, 16.0% elo% vs. random_no_suicide, avg. reward: -2.428, 1.443 sec/game, 33.1 min. total, 644.3 MB
amendable_wisdom v18 1600 games, 1724381 moves, e=0.010, loss: 7.1, -, 15.6% elo% vs. random_no_suicide, avg. reward: -2.436, 1.432 sec/game, 33.1 min. total, 644.3 MB
amendable_wisdom v19 1601 games, 1725525 moves, e=0.010, loss: 7.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.434, 1.429 sec/game, 33.2 min. total, 644.7 MB
amendable_wisdom v19 1602 games, 1726713 moves, e=0.010, loss: 7.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.441, 1.427 sec/game, 33.2 min. total, 644.8 MB
amendable_wisdom v19 1603 games, 1727894 moves, e=0.010, loss: 7.6, -, 43.4% elo% vs. random_no_suicide, avg. reward: -2.445, 1.419 sec/game, 33.2 min. total, 644.8 MB
amendable_wisdom v19 1604 games, 1729196 moves, e=0.010, loss: 7.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: -2.448, 1.402 sec/game, 33.2 min. total, 644.8 MB
amendable_wisdom v19 1605 games, 1730520 moves, e=0.010, loss: 7.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: -2.444, 1.401 sec/game, 33.3 min. total, 644.8 MB
amendable_wisdom v19 1606 games, 1731706 moves, e=0.010, loss: 7.7, -, 37.9% elo% vs. random_no_suicide, avg. reward: -2.448, 1.389 sec/game, 33.3 min. total, 646.1 MB
amendable_wisdom v19 1607 games, 1732935 moves, e=0.010, loss: 7.7, -, 36.3% elo% vs. random_no_suicide, avg. reward: -2.453, 1.406 sec/game, 33.3 min. total, 646.1 MB
amendable_wisdom v19 1608 games, 1734381 moves, e=0.010, loss: 7.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: -2.451, 1.423 sec/game, 33.3 min. total, 646.1 MB
amendable_wisdom v19 1609 games, 1735502 moves, e=0.010, loss: 7.1, -, 33.3% elo% vs. random_no_suicide, avg. reward: -2.461, 1.440 sec/game, 33.4 min. total, 646.2 MB
amendable_wisdom v19 1610 games, 1736776 moves, e=0.010, loss: 6.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: -2.465, 1.434 sec/game, 33.4 min. total, 646.2 MB
amendable_wisdom v19 1611 games, 1737992 moves, e=0.010, loss: 7.0, -, 30.7% elo% vs. random_no_suicide, avg. reward: -2.462, 1.433 sec/game, 33.4 min. total, 646.2 MB
amendable_wisdom v19 1612 games, 1739084 moves, e=0.010, loss: 7.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: -2.446, 1.434 sec/game, 33.4 min. total, 646.3 MB
amendable_wisdom v19 1613 games, 1740290 moves, e=0.010, loss: 7.2, +, 32.3% elo% vs. random_no_suicide, avg. reward: -2.452, 1.443 sec/game, 33.5 min. total, 646.7 MB
amendable_wisdom v19 1614 games, 1741469 moves, e=0.010, loss: 7.4, -, 31.0% elo% vs. random_no_suicide, avg. reward: -2.458, 1.435 sec/game, 33.5 min. total, 647.1 MB
amendable_wisdom v19 1615 games, 1742624 moves, e=0.010, loss: 7.3, -, 29.8% elo% vs. random_no_suicide, avg. reward: -2.467, 1.426 sec/game, 33.5 min. total, 647.4 MB
amendable_wisdom v19 1616 games, 1743888 moves, e=0.010, loss: 7.8, -, 28.7% elo% vs. random_no_suicide, avg. reward: -2.474, 1.430 sec/game, 33.5 min. total, 647.4 MB
amendable_wisdom v19 1617 games, 1745026 moves, e=0.010, loss: 7.7, -, 27.6% elo% vs. random_no_suicide, avg. reward: -2.480, 1.422 sec/game, 33.6 min. total, 647.4 MB
amendable_wisdom v19 1618 games, 1746379 moves, e=0.010, loss: 7.6, -, 26.6% elo% vs. random_no_suicide, avg. reward: -2.476, 1.408 sec/game, 33.6 min. total, 647.7 MB
amendable_wisdom v19 1619 games, 1747811 moves, e=0.010, loss: 7.4, +, 29.3% elo% vs. random_no_suicide, avg. reward: -2.474, 1.428 sec/game, 33.6 min. total, 647.7 MB
amendable_wisdom v19 1620 games, 1749161 moves, e=0.010, loss: 7.3, -, 28.2% elo% vs. random_no_suicide, avg. reward: -2.479, 1.441 sec/game, 33.6 min. total, 647.8 MB
amendable_wisdom v19 1621 games, 1750421 moves, e=0.010, loss: 7.3, -, 27.2% elo% vs. random_no_suicide, avg. reward: -2.486, 1.453 sec/game, 33.7 min. total, 647.8 MB
amendable_wisdom v19 1622 games, 1751643 moves, e=0.010, loss: 7.4, -, 26.2% elo% vs. random_no_suicide, avg. reward: -2.492, 1.446 sec/game, 33.7 min. total, 647.9 MB
amendable_wisdom v19 1623 games, 1752837 moves, e=0.010, loss: 7.3, -, 25.3% elo% vs. random_no_suicide, avg. reward: -2.499, 1.449 sec/game, 33.7 min. total, 648.1 MB
amendable_wisdom v19 1624 games, 1754043 moves, e=0.010, loss: 7.4, -, 24.4% elo% vs. random_no_suicide, avg. reward: -2.499, 1.444 sec/game, 33.7 min. total, 648.1 MB
amendable_wisdom v19 1625 games, 1755262 moves, e=0.010, loss: 7.0, -, 23.6% elo% vs. random_no_suicide, avg. reward: -2.494, 1.436 sec/game, 33.7 min. total, 648.1 MB
amendable_wisdom v19 1626 games, 1756538 moves, e=0.010, loss: 6.8, -, 22.8% elo% vs. random_no_suicide, avg. reward: -2.492, 1.441 sec/game, 33.8 min. total, 648.1 MB
amendable_wisdom v19 1627 games, 1757733 moves, e=0.010, loss: 7.0, -, 22.1% elo% vs. random_no_suicide, avg. reward: -2.489, 1.441 sec/game, 33.8 min. total, 648.1 MB
amendable_wisdom v19 1628 games, 1758992 moves, e=0.010, loss: 7.0, -, 21.4% elo% vs. random_no_suicide, avg. reward: -2.483, 1.435 sec/game, 33.8 min. total, 648.1 MB
amendable_wisdom v19 1629 games, 1760300 moves, e=0.010, loss: 6.6, -, 20.7% elo% vs. random_no_suicide, avg. reward: -2.484, 1.432 sec/game, 33.8 min. total, 648.1 MB
amendable_wisdom v19 1630 games, 1761351 moves, e=0.010, loss: 6.8, -, 20.1% elo% vs. random_no_suicide, avg. reward: -2.487, 1.423 sec/game, 33.9 min. total, 648.8 MB
amendable_wisdom v19 1631 games, 1762584 moves, e=0.010, loss: 6.5, -, 19.5% elo% vs. random_no_suicide, avg. reward: -2.490, 1.422 sec/game, 33.9 min. total, 649.4 MB
amendable_wisdom v19 1632 games, 1763742 moves, e=0.010, loss: 6.3, -, 19.0% elo% vs. random_no_suicide, avg. reward: -2.489, 1.431 sec/game, 33.9 min. total, 649.4 MB
amendable_wisdom v19 1633 games, 1764710 moves, e=0.010, loss: 6.3, -, 18.4% elo% vs. random_no_suicide, avg. reward: -2.496, 1.407 sec/game, 33.9 min. total, 649.5 MB
amendable_wisdom v19 1634 games, 1765852 moves, e=0.010, loss: 6.8, +, 20.8% elo% vs. random_no_suicide, avg. reward: -2.486, 1.408 sec/game, 33.9 min. total, 649.5 MB
amendable_wisdom v19 1635 games, 1767291 moves, e=0.010, loss: 6.8, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.462, 1.414 sec/game, 34.0 min. total, 649.5 MB
amendable_wisdom v19 1636 games, 1768618 moves, e=0.010, loss: 7.0, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.450, 1.414 sec/game, 34.0 min. total, 649.5 MB
amendable_wisdom v19 1637 games, 1769891 moves, e=0.010, loss: 7.2, -, 19.0% elo% vs. random_no_suicide, avg. reward: -2.447, 1.416 sec/game, 34.0 min. total, 649.6 MB
