smelting_pointy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 327.6 MB
smelting_pointy v17 1122 games, 1891173 moves, e=0.010, loss: 0.9, +, 39.7% elo% vs. v15, avg. reward: 0.922, 8.468 sec/game, 85.3 min. total, 1091.1 MB
smelting_pointy v17 1123 games, 1894283 moves, e=0.010, loss: 0.9, ., 40.1% elo% vs. v15, avg. reward: 0.923, 8.430 sec/game, 85.5 min. total, 1092.2 MB
smelting_pointy v17 1124 games, 1897193 moves, e=0.010, loss: 0.9, ., 40.6% elo% vs. v15, avg. reward: 0.924, 8.355 sec/game, 85.6 min. total, 1093.1 MB
smelting_pointy v17 1125 games, 1900523 moves, e=0.010, loss: 0.9, +, 43.2% elo% vs. v15, avg. reward: 0.924, 8.339 sec/game, 85.7 min. total, 1092.8 MB
smelting_pointy v17 1126 games, 1903554 moves, e=0.010, loss: 0.9, -, 41.3% elo% vs. v15, avg. reward: 0.925, 8.336 sec/game, 85.9 min. total, 1094.4 MB
smelting_pointy v17 1127 games, 1906711 moves, e=0.010, loss: 0.8, -, 39.5% elo% vs. v15, avg. reward: 0.927, 8.322 sec/game, 86.0 min. total, 1095.1 MB
smelting_pointy v17 1128 games, 1909571 moves, e=0.010, loss: 0.9, -, 37.7% elo% vs. v15, avg. reward: 0.928, 8.244 sec/game, 86.1 min. total, 1095.0 MB
smelting_pointy v17 1129 games, 1912961 moves, e=0.010, loss: 0.9, -, 36.1% elo% vs. v15, avg. reward: 0.929, 8.241 sec/game, 86.3 min. total, 1095.7 MB
smelting_pointy v17 1130 games, 1916256 moves, e=0.010, loss: 0.8, ., 36.7% elo% vs. v15, avg. reward: 0.928, 8.275 sec/game, 86.4 min. total, 1097.4 MB
smelting_pointy v17 1131 games, 1919638 moves, e=0.010, loss: 0.8, -, 35.2% elo% vs. v15, avg. reward: 0.928, 8.244 sec/game, 86.6 min. total, 1097.1 MB
smelting_pointy v17 1132 games, 1922956 moves, e=0.010, loss: 0.8, -, 33.7% elo% vs. v15, avg. reward: 0.928, 8.272 sec/game, 86.7 min. total, 1097.4 MB
smelting_pointy v17 1133 games, 1926247 moves, e=0.010, loss: 0.8, +, 36.5% elo% vs. v15, avg. reward: 0.928, 8.260 sec/game, 86.8 min. total, 1097.9 MB
smelting_pointy v17 1134 games, 1929462 moves, e=0.010, loss: 0.8, -, 34.9% elo% vs. v15, avg. reward: 0.929, 8.281 sec/game, 87.0 min. total, 1098.7 MB
smelting_pointy v17 1135 games, 1932599 moves, e=0.010, loss: 0.8, +, 37.7% elo% vs. v15, avg. reward: 0.931, 8.279 sec/game, 87.1 min. total, 1099.4 MB
smelting_pointy v17 1136 games, 1935608 moves, e=0.010, loss: 0.8, -, 36.1% elo% vs. v15, avg. reward: 0.932, 8.254 sec/game, 87.2 min. total, 1100.2 MB
smelting_pointy v17 1137 games, 1938748 moves, e=0.010, loss: 0.9, -, 34.6% elo% vs. v15, avg. reward: 0.933, 8.254 sec/game, 87.4 min. total, 1100.6 MB
smelting_pointy v17 1138 games, 1941859 moves, e=0.010, loss: 0.9, +, 37.3% elo% vs. v15, avg. reward: 0.934, 8.254 sec/game, 87.5 min. total, 1102.7 MB
smelting_pointy v17 1139 games, 1945286 moves, e=0.010, loss: 0.8, -, 35.7% elo% vs. v15, avg. reward: 0.934, 8.278 sec/game, 87.7 min. total, 1102.6 MB
smelting_pointy v17 1140 games, 1948704 moves, e=0.010, loss: 0.8, -, 34.2% elo% vs. v15, avg. reward: 0.931, 8.302 sec/game, 87.8 min. total, 1102.5 MB
smelting_pointy v17 1141 games, 1951781 moves, e=0.010, loss: 0.9, -, 32.8% elo% vs. v15, avg. reward: 0.930, 8.260 sec/game, 87.9 min. total, 1102.6 MB
smelting_pointy v17 1142 games, 1955017 moves, e=0.010, loss: 0.9, -, 31.5% elo% vs. v15, avg. reward: 0.929, 8.308 sec/game, 88.1 min. total, 1103.9 MB
smelting_pointy v17 1143 games, 1958106 moves, e=0.010, loss: 0.9, +, 34.3% elo% vs. v15, avg. reward: 0.929, 8.288 sec/game, 88.2 min. total, 1104.5 MB
smelting_pointy v17 1144 games, 1961068 moves, e=0.010, loss: 0.9, -, 32.9% elo% vs. v15, avg. reward: 0.929, 8.305 sec/game, 88.3 min. total, 1105.6 MB
smelting_pointy v17 1145 games, 1964196 moves, e=0.010, loss: 0.9, -, 31.6% elo% vs. v15, avg. reward: 0.928, 8.288 sec/game, 88.5 min. total, 1106.6 MB
smelting_pointy v17 1146 games, 1967403 moves, e=0.010, loss: 0.9, +, 34.4% elo% vs. v15, avg. reward: 0.928, 8.313 sec/game, 88.6 min. total, 1107.0 MB
smelting_pointy v17 1147 games, 1970653 moves, e=0.010, loss: 0.8, -, 32.9% elo% vs. v15, avg. reward: 0.929, 8.308 sec/game, 88.8 min. total, 1106.2 MB
smelting_pointy v17 1148 games, 1973787 moves, e=0.010, loss: 0.8, -, 31.6% elo% vs. v15, avg. reward: 0.930, 8.353 sec/game, 88.9 min. total, 1106.3 MB
smelting_pointy v17 1149 games, 1976961 moves, e=0.010, loss: 0.8, -, 30.4% elo% vs. v15, avg. reward: 0.931, 8.322 sec/game, 89.0 min. total, 1108.1 MB
smelting_pointy v17 1150 games, 1980247 moves, e=0.010, loss: 0.8, -, 29.2% elo% vs. v15, avg. reward: 0.931, 8.319 sec/game, 89.2 min. total, 1110.6 MB
smelting_pointy v17 1151 games, 1983396 moves, e=0.010, loss: 0.8, -, 28.1% elo% vs. v15, avg. reward: 0.931, 8.277 sec/game, 89.3 min. total, 1110.7 MB
smelting_pointy v17 1152 games, 1986781 moves, e=0.010, loss: 0.8, ., 28.9% elo% vs. v15, avg. reward: 0.932, 8.271 sec/game, 89.5 min. total, 1110.4 MB
smelting_pointy v17 1153 games, 1990442 moves, e=0.010, loss: 0.8, -, 27.8% elo% vs. v15, avg. reward: 0.932, 8.333 sec/game, 89.6 min. total, 1111.4 MB
smelting_pointy v17 1154 games, 1993682 moves, e=0.010, loss: 0.8, +, 30.6% elo% vs. v15, avg. reward: 0.932, 8.341 sec/game, 89.8 min. total, 1111.2 MB
smelting_pointy v17 1155 games, 1997067 moves, e=0.010, loss: 0.8, -, 29.4% elo% vs. v15, avg. reward: 0.932, 8.375 sec/game, 89.9 min. total, 1111.3 MB
smelting_pointy v17 1156 games, 2000383 moves, e=0.010, loss: 0.8, -, 28.3% elo% vs. v15, avg. reward: 0.932, 8.405 sec/game, 90.0 min. total, 1111.2 MB
smelting_pointy v17 1157 games, 2003601 moves, e=0.010, loss: 0.9, +, 31.0% elo% vs. v15, avg. reward: 0.932, 8.431 sec/game, 90.2 min. total, 1113.0 MB
smelting_pointy v17 1158 games, 2007016 moves, e=0.010, loss: 0.9, +, 33.8% elo% vs. v15, avg. reward: 0.930, 8.471 sec/game, 90.3 min. total, 1113.5 MB
smelting_pointy v17 1159 games, 2010062 moves, e=0.010, loss: 0.8, ., 34.5% elo% vs. v15, avg. reward: 0.931, 8.426 sec/game, 90.5 min. total, 1114.4 MB
smelting_pointy v17 1160 games, 2013272 moves, e=0.010, loss: 0.8, +, 37.3% elo% vs. v15, avg. reward: 0.928, 8.398 sec/game, 90.6 min. total, 1115.3 MB
smelting_pointy v17 1161 games, 2016759 moves, e=0.010, loss: 0.9, +, 40.0% elo% vs. v15, avg. reward: 0.925, 8.444 sec/game, 90.8 min. total, 1116.8 MB
smelting_pointy v17 1162 games, 2020197 moves, e=0.010, loss: 0.8, -, 38.3% elo% vs. v15, avg. reward: 0.921, 8.478 sec/game, 90.9 min. total, 1116.4 MB
smelting_pointy v17 1163 games, 2023405 moves, e=0.010, loss: 0.8, ., 38.8% elo% vs. v15, avg. reward: 0.916, 8.493 sec/game, 91.0 min. total, 1116.0 MB
smelting_pointy v17 1164 games, 2026726 moves, e=0.010, loss: 0.8, -, 37.1% elo% vs. v15, avg. reward: 0.912, 8.536 sec/game, 91.2 min. total, 1117.7 MB
smelting_pointy v17 1165 games, 2029939 moves, e=0.010, loss: 0.8, -, 35.5% elo% vs. v15, avg. reward: 0.910, 8.547 sec/game, 91.3 min. total, 1119.1 MB
smelting_pointy v17 1166 games, 2033287 moves, e=0.010, loss: 0.8, -, 34.0% elo% vs. v15, avg. reward: 0.905, 8.587 sec/game, 91.5 min. total, 1119.2 MB
smelting_pointy v17 1167 games, 2036982 moves, e=0.010, loss: 0.7, -, 32.6% elo% vs. v15, avg. reward: 0.901, 8.639 sec/game, 91.6 min. total, 1118.9 MB
smelting_pointy v17 1168 games, 2040288 moves, e=0.010, loss: 0.8, -, 31.3% elo% vs. v15, avg. reward: 0.898, 8.660 sec/game, 91.8 min. total, 1120.8 MB
smelting_pointy v17 1169 games, 2043856 moves, e=0.010, loss: 0.8, +, 34.1% elo% vs. v15, avg. reward: 0.896, 8.716 sec/game, 91.9 min. total, 1121.7 MB
smelting_pointy v17 1170 games, 2047496 moves, e=0.010, loss: 0.8, +, 36.9% elo% vs. v15, avg. reward: 0.894, 8.778 sec/game, 92.1 min. total, 1122.1 MB
smelting_pointy v17 1171 games, 2051207 moves, e=0.010, loss: 0.8, +, 39.6% elo% vs. v15, avg. reward: 0.893, 8.836 sec/game, 92.3 min. total, 1122.1 MB
smelting_pointy v17 1172 games, 2054714 moves, e=0.010, loss: 0.8, +, 42.3% elo% vs. v15, avg. reward: 0.891, 8.851 sec/game, 92.4 min. total, 1123.2 MB
smelting_pointy v17 1173 games, 2057771 moves, e=0.010, loss: 0.8, -, 40.4% elo% vs. v15, avg. reward: 0.892, 8.772 sec/game, 92.5 min. total, 1124.0 MB
smelting_pointy v17 1174 games, 2060839 moves, e=0.010, loss: 0.8, -, 38.7% elo% vs. v15, avg. reward: 0.891, 8.745 sec/game, 92.7 min. total, 1123.5 MB
smelting_pointy v17 1175 games, 2063840 moves, e=0.010, loss: 0.8, +, 41.4% elo% vs. v15, avg. reward: 0.891, 8.685 sec/game, 92.8 min. total, 1124.3 MB
smelting_pointy v17 1176 games, 2066927 moves, e=0.010, loss: 0.8, -, 39.5% elo% vs. v15, avg. reward: 0.890, 8.670 sec/game, 92.9 min. total, 1125.8 MB
smelting_pointy v17 1177 games, 2070129 moves, e=0.010, loss: 0.8, +, 42.2% elo% vs. v15, avg. reward: 0.888, 8.648 sec/game, 93.1 min. total, 1125.7 MB
smelting_pointy v17 1178 games, 2073300 moves, e=0.010, loss: 0.8, -, 40.3% elo% vs. v15, avg. reward: 0.886, 8.622 sec/game, 93.2 min. total, 1126.0 MB
smelting_pointy v17 1179 games, 2076786 moves, e=0.010, loss: 0.8, -, 38.6% elo% vs. v15, avg. reward: 0.884, 8.670 sec/game, 93.4 min. total, 1125.3 MB
smelting_pointy v17 1180 games, 2079593 moves, e=0.010, loss: 0.8, -, 36.9% elo% vs. v15, avg. reward: 0.884, 8.624 sec/game, 93.5 min. total, 1128.7 MB
smelting_pointy v17 1181 games, 2082948 moves, e=0.010, loss: 0.9, -, 35.3% elo% vs. v15, avg. reward: 0.882, 8.623 sec/game, 93.6 min. total, 1128.6 MB
smelting_pointy v17 1182 games, 2085988 moves, e=0.010, loss: 0.9, -, 33.9% elo% vs. v15, avg. reward: 0.881, 8.566 sec/game, 93.8 min. total, 1129.9 MB
smelting_pointy v17 1183 games, 2089200 moves, e=0.010, loss: 0.9, -, 32.5% elo% vs. v15, avg. reward: 0.880, 8.565 sec/game, 93.9 min. total, 1129.5 MB
smelting_pointy v17 1184 games, 2092585 moves, e=0.010, loss: 0.9, -, 31.2% elo% vs. v15, avg. reward: 0.880, 8.581 sec/game, 94.1 min. total, 1130.9 MB
smelting_pointy v17 1185 games, 2095727 moves, e=0.010, loss: 0.9, +, 34.0% elo% vs. v15, avg. reward: 0.879, 8.558 sec/game, 94.2 min. total, 1130.6 MB
smelting_pointy v17 1186 games, 2099255 moves, e=0.010, loss: 0.8, -, 32.6% elo% vs. v15, avg. reward: 0.878, 8.566 sec/game, 94.3 min. total, 1131.0 MB
smelting_pointy v17 1187 games, 2102621 moves, e=0.010, loss: 0.8, +, 35.4% elo% vs. v15, avg. reward: 0.878, 8.525 sec/game, 94.5 min. total, 1131.5 MB
smelting_pointy v17 1188 games, 2105952 moves, e=0.010, loss: 0.7, +, 38.1% elo% vs. v15, avg. reward: 0.879, 8.529 sec/game, 94.6 min. total, 1131.8 MB
smelting_pointy v17 1189 games, 2109254 moves, e=0.010, loss: 0.8, -, 36.5% elo% vs. v15, avg. reward: 0.879, 8.490 sec/game, 94.8 min. total, 1131.6 MB
smelting_pointy v17 1190 games, 2112343 moves, e=0.010, loss: 0.9, -, 34.9% elo% vs. v15, avg. reward: 0.881, 8.416 sec/game, 94.9 min. total, 1133.0 MB
smelting_pointy v17 1191 games, 2115519 moves, e=0.010, loss: 0.8, -, 33.5% elo% vs. v15, avg. reward: 0.883, 8.364 sec/game, 95.0 min. total, 1135.6 MB
smelting_pointy v17 1192 games, 2118796 moves, e=0.010, loss: 0.9, -, 32.1% elo% vs. v15, avg. reward: 0.884, 8.356 sec/game, 95.2 min. total, 1136.2 MB
smelting_pointy v17 1193 games, 2122087 moves, e=0.010, loss: 0.8, +, 34.9% elo% vs. v15, avg. reward: 0.884, 8.375 sec/game, 95.3 min. total, 1136.1 MB
smelting_pointy v17 1194 games, 2125604 moves, e=0.010, loss: 0.8, -, 33.5% elo% vs. v15, avg. reward: 0.885, 8.439 sec/game, 95.5 min. total, 1136.2 MB
smelting_pointy v17 1195 games, 2128972 moves, e=0.010, loss: 0.8, -, 32.1% elo% vs. v15, avg. reward: 0.887, 8.480 sec/game, 95.6 min. total, 1139.1 MB
smelting_pointy v17 1196 games, 2132257 moves, e=0.010, loss: 0.8, -, 30.8% elo% vs. v15, avg. reward: 0.887, 8.507 sec/game, 95.8 min. total, 1138.6 MB
smelting_pointy v17 1197 games, 2135150 moves, e=0.010, loss: 0.9, -, 29.6% elo% vs. v15, avg. reward: 0.891, 8.460 sec/game, 95.9 min. total, 1139.4 MB
smelting_pointy v17 1198 games, 2138295 moves, e=0.010, loss: 0.9, -, 28.5% elo% vs. v15, avg. reward: 0.891, 8.459 sec/game, 96.0 min. total, 1139.6 MB
smelting_pointy v17 1199 games, 2141482 moves, e=0.010, loss: 0.9, -, 27.4% elo% vs. v15, avg. reward: 0.893, 8.424 sec/game, 96.2 min. total, 1140.2 MB
smelting_pointy v17 1200 games, 2144363 moves, e=0.010, loss: 0.9, -, 26.5% elo% vs. v15, avg. reward: 0.896, 8.427 sec/game, 96.3 min. total, 1139.1 MB
smelting_pointy v17 1201 games, 2147344 moves, e=0.010, loss: 0.9, -, 25.5% elo% vs. v15, avg. reward: 0.898, 8.384 sec/game, 96.4 min. total, 1139.0 MB
smelting_pointy v17 1202 games, 2150642 moves, e=0.010, loss: 0.9, +, 28.2% elo% vs. v15, avg. reward: 0.900, 8.406 sec/game, 96.6 min. total, 1140.0 MB
smelting_pointy v17 1203 games, 2153751 moves, e=0.010, loss: 0.9, -, 27.2% elo% vs. v15, avg. reward: 0.902, 8.408 sec/game, 96.7 min. total, 1143.3 MB
smelting_pointy v17 1204 games, 2156878 moves, e=0.010, loss: 0.9, -, 26.2% elo% vs. v15, avg. reward: 0.903, 8.369 sec/game, 96.8 min. total, 1143.7 MB
smelting_pointy v17 1205 games, 2160027 moves, e=0.010, loss: 0.9, -, 25.3% elo% vs. v15, avg. reward: 0.904, 8.382 sec/game, 97.0 min. total, 1144.1 MB
smelting_pointy v17 1206 games, 2163177 moves, e=0.010, loss: 0.9, ., 26.1% elo% vs. v15, avg. reward: 0.904, 8.318 sec/game, 97.1 min. total, 1144.0 MB
smelting_pointy v17 1207 games, 2166552 moves, e=0.010, loss: 0.9, -, 25.2% elo% vs. v15, avg. reward: 0.905, 8.334 sec/game, 97.3 min. total, 1145.8 MB
smelting_pointy v17 1208 games, 2169912 moves, e=0.010, loss: 0.8, +, 27.9% elo% vs. v15, avg. reward: 0.906, 8.326 sec/game, 97.4 min. total, 1145.0 MB
smelting_pointy v17 1209 games, 2173411 moves, e=0.010, loss: 0.8, +, 30.7% elo% vs. v15, avg. reward: 0.906, 8.346 sec/game, 97.6 min. total, 1145.1 MB
smelting_pointy v17 1210 games, 2176410 moves, e=0.010, loss: 0.8, +, 33.4% elo% vs. v15, avg. reward: 0.907, 8.341 sec/game, 97.7 min. total, 1146.8 MB
smelting_pointy v17 1211 games, 2179820 moves, e=0.010, loss: 0.8, +, 36.2% elo% vs. v15, avg. reward: 0.908, 8.359 sec/game, 97.8 min. total, 1147.4 MB
smelting_pointy v17 1212 games, 2183174 moves, e=0.010, loss: 0.8, +, 39.0% elo% vs. v15, avg. reward: 0.908, 8.369 sec/game, 98.0 min. total, 1147.6 MB
smelting_pointy v17 1213 games, 2186383 moves, e=0.010, loss: 0.8, +, 41.7% elo% vs. v15, avg. reward: 0.908, 8.369 sec/game, 98.1 min. total, 1147.5 MB
smelting_pointy v17 1214 games, 2189292 moves, e=0.010, loss: 0.8, +, 44.3% elo% vs. v15, avg. reward: 0.908, 8.286 sec/game, 98.2 min. total, 1150.1 MB
smelting_pointy v17 1215 games, 2192215 moves, e=0.010, loss: 0.9, ., 44.6% elo% vs. v15, avg. reward: 0.910, 8.250 sec/game, 98.4 min. total, 1151.3 MB
smelting_pointy v17 1216 games, 2195533 moves, e=0.010, loss: 1.0, +, 47.1% elo% vs. v15, avg. reward: 0.909, 8.250 sec/game, 98.5 min. total, 1151.4 MB
smelting_pointy v17 1217 games, 2199348 moves, e=0.010, loss: 0.9, -, 44.9% elo% vs. v15, avg. reward: 0.907, 8.368 sec/game, 98.7 min. total, 1151.1 MB
smelting_pointy v17 1218 games, 2203003 moves, e=0.010, loss: 0.9, ., 45.2% elo% vs. v15, avg. reward: 0.906, 8.425 sec/game, 98.8 min. total, 1152.0 MB
smelting_pointy v17 1219 games, 2206389 moves, e=0.010, loss: 0.9, +, 47.7% elo% vs. v15, avg. reward: 0.905, 8.456 sec/game, 99.0 min. total, 1152.2 MB
smelting_pointy v17 1220 games, 2209716 moves, e=0.010, loss: 0.9, +, 50.1% elo% vs. v15, avg. reward: 0.904, 8.516 sec/game, 99.1 min. total, 1153.6 MB
smelting_pointy v17 1221 games, 2213171 moves, e=0.010, loss: 0.8, -, 47.8% elo% vs. v15, avg. reward: 0.903, 8.556 sec/game, 99.3 min. total, 1155.1 MB
smelting_pointy v17 1222 games, 2216433 moves, e=0.010, loss: 0.8, +, 50.2% elo% vs. v15, avg. reward: 0.903, 8.556 sec/game, 99.4 min. total, 1155.2 MB
smelting_pointy v17 1223 games, 2219790 moves, e=0.010, loss: 0.7, +, 52.5% elo% vs. v15, avg. reward: 0.903, 8.583 sec/game, 99.6 min. total, 1155.4 MB
smelting_pointy v17 1224 games, 2222758 moves, e=0.010, loss: 0.8, +, 54.7% elo% vs. v15, avg. reward: 0.901, 8.572 sec/game, 99.7 min. total, 1156.2 MB
smelting_pointy v17 1225 games, 2226128 moves, e=0.010, loss: 0.8, +, 56.7% elo% vs. v15, avg. reward: 0.902, 8.588 sec/game, 99.8 min. total, 1158.8 MB
smelting_pointy v17 1226 games, 2229234 moves, e=0.010, loss: 0.8, +, 58.7% elo% vs. v15, avg. reward: 0.903, 8.588 sec/game, 100.0 min. total, 1159.4 MB
smelting_pointy v17 1227 games, 2232227 moves, e=0.010, loss: 0.8, -, 56.0% elo% vs. v15, avg. reward: 0.904, 8.544 sec/game, 100.1 min. total, 1159.4 MB
smelting_pointy v17 1228 games, 2235380 moves, e=0.010, loss: 0.8, -, 53.5% elo% vs. v15, avg. reward: 0.903, 8.515 sec/game, 100.2 min. total, 1159.6 MB
smelting_pointy v17 1229 games, 2238595 moves, e=0.010, loss: 0.9, -, 51.0% elo% vs. v15, avg. reward: 0.904, 8.499 sec/game, 100.4 min. total, 1161.8 MB
smelting_pointy v17 1230 games, 2242138 moves, e=0.010, loss: 0.8, -, 48.7% elo% vs. v15, avg. reward: 0.904, 8.557 sec/game, 100.5 min. total, 1161.2 MB
smelting_pointy v17 1231 games, 2245308 moves, e=0.010, loss: 0.8, -, 46.4% elo% vs. v15, avg. reward: 0.906, 8.535 sec/game, 100.7 min. total, 1161.0 MB
smelting_pointy v17 1232 games, 2248422 moves, e=0.010, loss: 0.8, -, 44.3% elo% vs. v15, avg. reward: 0.906, 8.492 sec/game, 100.8 min. total, 1161.1 MB
smelting_pointy v17 1233 games, 2251022 moves, e=0.010, loss: 0.9, -, 42.3% elo% vs. v15, avg. reward: 0.908, 8.428 sec/game, 100.9 min. total, 1161.2 MB
smelting_pointy v17 1234 games, 2253801 moves, e=0.010, loss: 0.9, +, 44.9% elo% vs. v15, avg. reward: 0.909, 8.407 sec/game, 101.1 min. total, 1161.2 MB
smelting_pointy v17 1235 games, 2257066 moves, e=0.010, loss: 0.9, -, 42.9% elo% vs. v15, avg. reward: 0.910, 8.444 sec/game, 101.2 min. total, 1160.9 MB
smelting_pointy v17 1236 games, 2260250 moves, e=0.010, loss: 0.8, -, 41.0% elo% vs. v15, avg. reward: 0.910, 8.431 sec/game, 101.3 min. total, 1162.0 MB
smelting_pointy v17 1237 games, 2263593 moves, e=0.010, loss: 0.8, +, 43.6% elo% vs. v15, avg. reward: 0.910, 8.376 sec/game, 101.5 min. total, 1164.0 MB
smelting_pointy v17 1238 games, 2266484 moves, e=0.010, loss: 0.8, +, 46.2% elo% vs. v15, avg. reward: 0.911, 8.279 sec/game, 101.6 min. total, 1165.1 MB
smelting_pointy v17 1239 games, 2269633 moves, e=0.010, loss: 0.8, +, 48.7% elo% vs. v15, avg. reward: 0.911, 8.255 sec/game, 101.7 min. total, 1165.4 MB
smelting_pointy v17 1240 games, 2272355 moves, e=0.010, loss: 0.8, -, 46.4% elo% vs. v15, avg. reward: 0.914, 8.175 sec/game, 101.9 min. total, 1166.0 MB
smelting_pointy v17 1241 games, 2275476 moves, e=0.010, loss: 0.9, +, 48.9% elo% vs. v15, avg. reward: 0.914, 8.148 sec/game, 102.0 min. total, 1167.7 MB
smelting_pointy v17 1242 games, 2278640 moves, e=0.010, loss: 0.9, +, 51.2% elo% vs. v15, avg. reward: 0.915, 8.137 sec/game, 102.1 min. total, 1167.7 MB
smelting_pointy v17 1243 games, 2282247 moves, e=0.010, loss: 0.8, -, 48.9% elo% vs. v15, avg. reward: 0.914, 8.168 sec/game, 102.3 min. total, 1167.0 MB
smelting_pointy v17 1244 games, 2285618 moves, e=0.010, loss: 0.8, +, 51.2% elo% vs. v15, avg. reward: 0.912, 8.204 sec/game, 102.4 min. total, 1168.8 MB
smelting_pointy v17 1245 games, 2289129 moves, e=0.010, loss: 0.8, +, 53.5% elo% vs. v15, avg. reward: 0.911, 8.229 sec/game, 102.6 min. total, 1168.6 MB
smelting_pointy v17 1246 games, 2292730 moves, e=0.010, loss: 0.9, -, 51.0% elo% vs. v15, avg. reward: 0.911, 8.282 sec/game, 102.7 min. total, 1169.0 MB
smelting_pointy v17 1247 games, 2296204 moves, e=0.010, loss: 0.9, -, 48.7% elo% vs. v15, avg. reward: 0.910, 8.340 sec/game, 102.9 min. total, 1171.2 MB
smelting_pointy v17 1248 games, 2299652 moves, e=0.010, loss: 0.9, -, 46.4% elo% vs. v15, avg. reward: 0.907, 8.399 sec/game, 103.0 min. total, 1173.0 MB
smelting_pointy v17 1249 games, 2303018 moves, e=0.010, loss: 1.0, -, 44.3% elo% vs. v15, avg. reward: 0.905, 8.396 sec/game, 103.2 min. total, 1171.4 MB
smelting_pointy v17 1250 games, 2306852 moves, e=0.010, loss: 0.9, -, 42.3% elo% vs. v15, avg. reward: 0.902, 8.435 sec/game, 103.4 min. total, 1173.1 MB
smelting_pointy v17 1251 games, 2310492 moves, e=0.010, loss: 0.9, -, 40.4% elo% vs. v15, avg. reward: 0.899, 8.483 sec/game, 103.5 min. total, 1174.6 MB
smelting_pointy v17 1252 games, 2313886 moves, e=0.010, loss: 0.9, +, 43.1% elo% vs. v15, avg. reward: 0.898, 8.531 sec/game, 103.7 min. total, 1174.9 MB
smelting_pointy v17 1253 games, 2317302 moves, e=0.010, loss: 0.9, -, 41.1% elo% vs. v15, avg. reward: 0.897, 8.613 sec/game, 103.8 min. total, 1177.4 MB
smelting_pointy v17 1254 games, 2320717 moves, e=0.010, loss: 0.8, -, 39.3% elo% vs. v15, avg. reward: 0.895, 8.701 sec/game, 104.0 min. total, 1176.2 MB
smelting_pointy v17 1255 games, 2324533 moves, e=0.010, loss: 0.8, -, 37.6% elo% vs. v15, avg. reward: 0.893, 8.763 sec/game, 104.1 min. total, 1178.4 MB
smelting_pointy v17 1256 games, 2328201 moves, e=0.010, loss: 0.8, -, 36.0% elo% vs. v15, avg. reward: 0.890, 8.821 sec/game, 104.3 min. total, 1176.2 MB
smelting_pointy v17 1257 games, 2331609 moves, e=0.010, loss: 0.8, +, 38.8% elo% vs. v15, avg. reward: 0.890, 8.817 sec/game, 104.4 min. total, 1177.2 MB
smelting_pointy v17 1258 games, 2335121 moves, e=0.010, loss: 0.7, +, 41.5% elo% vs. v15, avg. reward: 0.890, 8.902 sec/game, 104.6 min. total, 1178.8 MB
smelting_pointy v17 1259 games, 2338580 moves, e=0.010, loss: 0.8, -, 39.6% elo% vs. v15, avg. reward: 0.887, 8.935 sec/game, 104.7 min. total, 1179.5 MB
smelting_pointy v17 1260 games, 2341935 moves, e=0.010, loss: 0.7, -, 37.9% elo% vs. v15, avg. reward: 0.887, 9.017 sec/game, 104.9 min. total, 1179.9 MB
smelting_pointy v17 1261 games, 2345443 moves, e=0.010, loss: 0.7, +, 40.6% elo% vs. v15, avg. reward: 0.887, 9.052 sec/game, 105.0 min. total, 1181.8 MB
smelting_pointy v17 1262 games, 2349066 moves, e=0.010, loss: 0.7, -, 38.8% elo% vs. v15, avg. reward: 0.886, 9.127 sec/game, 105.2 min. total, 1181.9 MB
smelting_pointy v17 1263 games, 2352059 moves, e=0.010, loss: 0.8, -, 37.1% elo% vs. v15, avg. reward: 0.885, 9.037 sec/game, 105.3 min. total, 1181.6 MB
smelting_pointy v17 1264 games, 2355112 moves, e=0.010, loss: 0.8, -, 35.6% elo% vs. v15, avg. reward: 0.885, 9.007 sec/game, 105.4 min. total, 1184.3 MB
smelting_pointy v17 1265 games, 2357973 moves, e=0.010, loss: 0.8, -, 34.1% elo% vs. v15, avg. reward: 0.886, 8.922 sec/game, 105.6 min. total, 1188.7 MB
