smelting_pointy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 327.6 MB
smelting_pointy v15 971 games, 1415426 moves, e=0.010, loss: 1.1, -, 49.9% elo% vs. v14, avg. reward: 1.031, 8.637 sec/game, 64.6 min. total, 994.7 MB
smelting_pointy v15 972 games, 1418870 moves, e=0.010, loss: 1.0, +, 52.2% elo% vs. v14, avg. reward: 1.028, 8.676 sec/game, 64.7 min. total, 996.1 MB
smelting_pointy v15 973 games, 1422119 moves, e=0.010, loss: 0.9, +, 54.4% elo% vs. v14, avg. reward: 1.025, 8.641 sec/game, 64.9 min. total, 996.4 MB
smelting_pointy v15 974 games, 1425403 moves, e=0.010, loss: 0.8, -, 51.9% elo% vs. v14, avg. reward: 1.021, 8.661 sec/game, 65.0 min. total, 996.4 MB
smelting_pointy v15 975 games, 1428531 moves, e=0.010, loss: 0.8, -, 49.5% elo% vs. v14, avg. reward: 1.018, 8.676 sec/game, 65.2 min. total, 997.6 MB
smelting_pointy v15 976 games, 1431471 moves, e=0.010, loss: 0.8, -, 47.2% elo% vs. v14, avg. reward: 1.015, 8.621 sec/game, 65.3 min. total, 998.5 MB
smelting_pointy v15 977 games, 1434380 moves, e=0.010, loss: 0.9, -, 45.1% elo% vs. v14, avg. reward: 1.011, 8.523 sec/game, 65.4 min. total, 1000.2 MB
smelting_pointy v15 978 games, 1437467 moves, e=0.010, loss: 0.9, -, 43.0% elo% vs. v14, avg. reward: 1.008, 8.469 sec/game, 65.6 min. total, 1000.8 MB
smelting_pointy v15 979 games, 1440785 moves, e=0.010, loss: 0.9, +, 45.6% elo% vs. v14, avg. reward: 1.005, 8.493 sec/game, 65.7 min. total, 1000.9 MB
smelting_pointy v15 980 games, 1443841 moves, e=0.010, loss: 0.8, -, 43.5% elo% vs. v14, avg. reward: 1.003, 8.478 sec/game, 65.8 min. total, 1000.4 MB
smelting_pointy v15 981 games, 1446560 moves, e=0.010, loss: 0.9, -, 41.6% elo% vs. v14, avg. reward: 1.004, 8.381 sec/game, 66.0 min. total, 999.7 MB
smelting_pointy v15 982 games, 1449192 moves, e=0.010, loss: 0.9, -, 39.7% elo% vs. v14, avg. reward: 1.006, 8.319 sec/game, 66.1 min. total, 1000.1 MB
smelting_pointy v15 983 games, 1451736 moves, e=0.010, loss: 0.9, +, 42.4% elo% vs. v14, avg. reward: 1.009, 8.228 sec/game, 66.2 min. total, 1002.4 MB
smelting_pointy v15 984 games, 1454218 moves, e=0.010, loss: 1.0, +, 45.0% elo% vs. v14, avg. reward: 1.013, 8.110 sec/game, 66.3 min. total, 1003.6 MB
smelting_pointy v15 985 games, 1456634 moves, e=0.010, loss: 1.0, +, 47.5% elo% vs. v14, avg. reward: 1.018, 7.977 sec/game, 66.4 min. total, 1003.0 MB
smelting_pointy v15 986 games, 1459234 moves, e=0.010, loss: 1.1, +, 50.0% elo% vs. v14, avg. reward: 1.020, 7.883 sec/game, 66.5 min. total, 1002.4 MB
smelting_pointy v15 987 games, 1462338 moves, e=0.010, loss: 1.1, -, 47.7% elo% vs. v14, avg. reward: 1.021, 7.863 sec/game, 66.7 min. total, 1003.5 MB
smelting_pointy v15 988 games, 1465272 moves, e=0.010, loss: 1.1, +, 50.1% elo% vs. v14, avg. reward: 1.024, 7.832 sec/game, 66.8 min. total, 1005.0 MB
smelting_pointy v15 989 games, 1468321 moves, e=0.010, loss: 1.0, -, 47.8% elo% vs. v14, avg. reward: 1.025, 7.811 sec/game, 66.9 min. total, 1005.5 MB
smelting_pointy v15 990 games, 1471443 moves, e=0.010, loss: 1.0, +, 50.2% elo% vs. v14, avg. reward: 1.027, 7.829 sec/game, 67.1 min. total, 1006.6 MB
smelting_pointy v15 991 games, 1474486 moves, e=0.010, loss: 0.9, +, 52.5% elo% vs. v14, avg. reward: 1.028, 7.798 sec/game, 67.2 min. total, 1007.7 MB
smelting_pointy v15 992 games, 1477440 moves, e=0.010, loss: 1.0, +, 54.6% elo% vs. v14, avg. reward: 1.030, 7.748 sec/game, 67.3 min. total, 1009.3 MB
smelting_pointy v15 993 games, 1480772 moves, e=0.010, loss: 0.9, +, 56.7% elo% vs. v14, avg. reward: 1.029, 7.752 sec/game, 67.5 min. total, 1009.1 MB
smelting_pointy v15 994 games, 1484134 moves, e=0.010, loss: 0.8, +, 58.6% elo% vs. v14, avg. reward: 1.027, 7.758 sec/game, 67.6 min. total, 1008.9 MB
smelting_pointy v15 995 games, 1487196 moves, e=0.010, loss: 0.7, +, 60.5% elo% vs. v14, avg. reward: 1.026, 7.756 sec/game, 67.7 min. total, 1008.6 MB
smelting_pointy v15 996 games, 1490177 moves, e=0.010, loss: 0.8, -, 57.8% elo% vs. v14, avg. reward: 1.024, 7.764 sec/game, 67.9 min. total, 1012.4 MB
smelting_pointy v15 997 games, 1493025 moves, e=0.010, loss: 0.9, +, 59.7% elo% vs. v14, avg. reward: 1.019, 7.747 sec/game, 68.0 min. total, 1013.2 MB
smelting_pointy v15 998 games, 1496107 moves, e=0.010, loss: 1.0, +, 61.4% elo% vs. v14, avg. reward: 1.016, 7.742 sec/game, 68.1 min. total, 1013.4 MB
smelting_pointy v15 999 games, 1498994 moves, e=0.010, loss: 1.0, -, 58.7% elo% vs. v14, avg. reward: 1.012, 7.678 sec/game, 68.3 min. total, 1014.2 MB
smelting_pointy v15 1000 games, 1501984 moves, e=0.010, loss: 1.0, -, 56.1% elo% vs. v14, avg. reward: 1.008, 7.644 sec/game, 68.4 min. total, 1014.5 MB
smelting_pointy v15 1001 games, 1504985 moves, e=0.010, loss: 0.9, +, 58.1% elo% vs. v14, avg. reward: 1.008, 7.663 sec/game, 68.5 min. total, 1014.2 MB
smelting_pointy v15 1002 games, 1508052 moves, e=0.010, loss: 0.8, -, 55.4% elo% vs. v14, avg. reward: 1.006, 7.729 sec/game, 68.7 min. total, 1014.4 MB
smelting_pointy v15 1003 games, 1511466 moves, e=0.010, loss: 0.9, +, 57.5% elo% vs. v14, avg. reward: 1.007, 7.838 sec/game, 68.8 min. total, 1015.5 MB
smelting_pointy v15 1004 games, 1514412 moves, e=0.010, loss: 0.9, -, 54.9% elo% vs. v14, avg. reward: 1.007, 7.886 sec/game, 68.9 min. total, 1017.3 MB
smelting_pointy v15 1005 games, 1517515 moves, e=0.010, loss: 0.9, +, 56.9% elo% vs. v14, avg. reward: 1.006, 7.981 sec/game, 69.1 min. total, 1017.6 MB
smelting_pointy v15 1006 games, 1520791 moves, e=0.010, loss: 0.9, -, 54.3% elo% vs. v14, avg. reward: 1.006, 8.060 sec/game, 69.2 min. total, 1017.4 MB
smelting_pointy v15 1007 games, 1523673 moves, e=0.010, loss: 0.9, +, 56.4% elo% vs. v14, avg. reward: 1.006, 8.022 sec/game, 69.3 min. total, 1017.8 MB
smelting_pointy v15 1008 games, 1527158 moves, e=0.010, loss: 0.9, +, 58.4% elo% vs. v14, avg. reward: 1.004, 8.078 sec/game, 69.5 min. total, 1019.4 MB
smelting_pointy v15 1009 games, 1530896 moves, e=0.010, loss: 0.8, +, 60.2% elo% vs. v14, avg. reward: 1.000, 8.160 sec/game, 69.6 min. total, 1019.6 MB
smelting_pointy v15 1010 games, 1533746 moves, e=0.010, loss: 0.9, +, 62.0% elo% vs. v14, avg. reward: 1.001, 8.126 sec/game, 69.8 min. total, 1019.8 MB
smelting_pointy v15 1011 games, 1536896 moves, e=0.010, loss: 0.9, -, 59.2% elo% vs. v14, avg. reward: 1.001, 8.147 sec/game, 69.9 min. total, 1020.9 MB
smelting_pointy v15 1012 games, 1539791 moves, e=0.010, loss: 0.9, +, 61.0% elo% vs. v14, avg. reward: 1.001, 8.137 sec/game, 70.0 min. total, 1021.6 MB
smelting_pointy v15 1013 games, 1542753 moves, e=0.010, loss: 0.9, +, 62.7% elo% vs. v14, avg. reward: 1.001, 8.095 sec/game, 70.2 min. total, 1022.1 MB
smelting_pointy v15 1014 games, 1545632 moves, e=0.010, loss: 0.9, -, 60.0% elo% vs. v14, avg. reward: 1.001, 8.050 sec/game, 70.3 min. total, 1022.8 MB
smelting_pointy v15 1015 games, 1548274 moves, e=0.010, loss: 0.9, -, 57.3% elo% vs. v14, avg. reward: 1.001, 7.977 sec/game, 70.4 min. total, 1021.8 MB
smelting_pointy v15 1016 games, 1551171 moves, e=0.010, loss: 0.9, -, 54.7% elo% vs. v14, avg. reward: 1.000, 7.962 sec/game, 70.5 min. total, 1022.9 MB
smelting_pointy v15 1017 games, 1554133 moves, e=0.010, loss: 0.9, +, 56.8% elo% vs. v14, avg. reward: 1.002, 7.984 sec/game, 70.7 min. total, 1022.7 MB
smelting_pointy v15 1018 games, 1557068 moves, e=0.010, loss: 0.9, -, 54.2% elo% vs. v14, avg. reward: 1.003, 7.971 sec/game, 70.8 min. total, 1023.0 MB
smelting_pointy v15 1019 games, 1560162 moves, e=0.010, loss: 0.9, ., 54.0% elo% vs. v14, avg. reward: 1.004, 7.996 sec/game, 70.9 min. total, 1024.4 MB
smelting_pointy v15 1020 games, 1562935 moves, e=0.010, loss: 0.9, -, 51.5% elo% vs. v14, avg. reward: 1.004, 7.969 sec/game, 71.1 min. total, 1025.2 MB
smelting_pointy v15 1021 games, 1566091 moves, e=0.010, loss: 0.9, +, 53.7% elo% vs. v14, avg. reward: 1.004, 8.004 sec/game, 71.2 min. total, 1024.3 MB
smelting_pointy v15 1022 games, 1569378 moves, e=0.010, loss: 1.0, +, 55.8% elo% vs. v14, avg. reward: 1.000, 8.016 sec/game, 71.3 min. total, 1024.9 MB
smelting_pointy v15 1023 games, 1572833 moves, e=0.010, loss: 0.9, +, 57.8% elo% vs. v14, avg. reward: 0.997, 8.013 sec/game, 71.5 min. total, 1024.5 MB
smelting_pointy v15 1024 games, 1575954 moves, e=0.010, loss: 1.0, -, 55.2% elo% vs. v14, avg. reward: 0.990, 8.045 sec/game, 71.6 min. total, 1027.8 MB
smelting_pointy v15 1025 games, 1579001 moves, e=0.010, loss: 1.0, ., 55.0% elo% vs. v14, avg. reward: 0.983, 8.038 sec/game, 71.7 min. total, 1028.3 MB
smelting_pointy v15 1026 games, 1582465 moves, e=0.010, loss: 1.0, -, 52.5% elo% vs. v14, avg. reward: 0.980, 8.074 sec/game, 71.9 min. total, 1029.0 MB
smelting_pointy v15 1027 games, 1586081 moves, e=0.010, loss: 0.9, +, 54.6% elo% vs. v14, avg. reward: 0.975, 8.168 sec/game, 72.1 min. total, 1029.7 MB
smelting_pointy v15 1028 games, 1589534 moves, e=0.010, loss: 0.9, +, 56.7% elo% vs. v14, avg. reward: 0.970, 8.176 sec/game, 72.2 min. total, 1030.8 MB
smelting_pointy v15 1029 games, 1593015 moves, e=0.010, loss: 0.9, +, 58.7% elo% vs. v14, avg. reward: 0.966, 8.139 sec/game, 72.4 min. total, 1030.7 MB
smelting_pointy v15 1030 games, 1596179 moves, e=0.010, loss: 0.9, -, 56.0% elo% vs. v14, avg. reward: 0.964, 8.185 sec/game, 72.5 min. total, 1031.4 MB
smelting_pointy v15 1031 games, 1599546 moves, e=0.010, loss: 0.9, +, 58.0% elo% vs. v14, avg. reward: 0.962, 8.196 sec/game, 72.6 min. total, 1032.5 MB
smelting_pointy v15 1032 games, 1602926 moves, e=0.010, loss: 0.9, +, 59.9% elo% vs. v14, avg. reward: 0.961, 8.259 sec/game, 72.8 min. total, 1033.7 MB
smelting_pointy v15 1033 games, 1606651 moves, e=0.010, loss: 0.8, +, 61.6% elo% vs. v14, avg. reward: 0.959, 8.343 sec/game, 72.9 min. total, 1033.6 MB
smelting_pointy v15 1034 games, 1610287 moves, e=0.010, loss: 0.8, +, 63.3% elo% vs. v14, avg. reward: 0.957, 8.432 sec/game, 73.1 min. total, 1033.8 MB
smelting_pointy v15 1035 games, 1614233 moves, e=0.010, loss: 0.8, +, 64.8% elo% vs. v14, avg. reward: 0.953, 8.604 sec/game, 73.3 min. total, 1033.9 MB
smelting_pointy v15 1036 games, 1617530 moves, e=0.010, loss: 1.0, -, 62.1% elo% vs. v14, avg. reward: 0.949, 8.640 sec/game, 73.4 min. total, 1034.2 MB
smelting_pointy v15 1037 games, 1620857 moves, e=0.010, loss: 1.0, +, 63.7% elo% vs. v14, avg. reward: 0.948, 8.683 sec/game, 73.6 min. total, 1035.4 MB
smelting_pointy v15 1038 games, 1624325 moves, e=0.010, loss: 1.0, +, 65.2% elo% vs. v14, avg. reward: 0.947, 8.760 sec/game, 73.7 min. total, 1037.5 MB
smelting_pointy v15 1039 games, 1627419 moves, e=0.010, loss: 1.0, +, 66.7% elo% vs. v14, avg. reward: 0.945, 8.766 sec/game, 73.8 min. total, 1036.8 MB
smelting_pointy v15 1040 games, 1630276 moves, e=0.010, loss: 0.9, +, 68.0% elo% vs. v14, avg. reward: 0.945, 8.768 sec/game, 74.0 min. total, 1037.1 MB
smelting_pointy v15 1041 games, 1633221 moves, e=0.010, loss: 0.9, +, 69.3% elo% vs. v14, avg. reward: 0.945, 8.735 sec/game, 74.1 min. total, 1037.8 MB
smelting_pointy v15 1042 games, 1636792 moves, e=0.010, loss: 0.9, +, 70.5% elo% vs. v14, avg. reward: 0.940, 8.780 sec/game, 74.3 min. total, 1040.8 MB
smelting_pointy v16 1043 games, 1640144 moves, e=0.010, loss: 0.8, +, 54.5% elo% vs. v15, avg. reward: 0.937, 8.795 sec/game, 74.4 min. total, 1061.5 MB
smelting_pointy v16 1044 games, 1643109 moves, e=0.010, loss: 0.9, +, 56.6% elo% vs. v15, avg. reward: 0.937, 8.790 sec/game, 74.5 min. total, 1061.8 MB
smelting_pointy v16 1045 games, 1646179 moves, e=0.010, loss: 0.9, -, 54.0% elo% vs. v15, avg. reward: 0.934, 8.804 sec/game, 74.7 min. total, 1065.9 MB
smelting_pointy v16 1046 games, 1649407 moves, e=0.010, loss: 0.9, -, 51.5% elo% vs. v15, avg. reward: 0.932, 8.768 sec/game, 74.8 min. total, 1045.4 MB
smelting_pointy v16 1047 games, 1652707 moves, e=0.010, loss: 0.9, +, 53.7% elo% vs. v15, avg. reward: 0.931, 8.739 sec/game, 75.0 min. total, 1045.2 MB
smelting_pointy v16 1048 games, 1656222 moves, e=0.010, loss: 0.9, -, 51.3% elo% vs. v15, avg. reward: 0.929, 8.743 sec/game, 75.1 min. total, 1045.0 MB
smelting_pointy v16 1049 games, 1659832 moves, e=0.010, loss: 0.9, -, 48.9% elo% vs. v15, avg. reward: 0.927, 8.754 sec/game, 75.3 min. total, 1045.3 MB
smelting_pointy v16 1050 games, 1663392 moves, e=0.010, loss: 0.8, -, 46.7% elo% vs. v15, avg. reward: 0.928, 8.800 sec/game, 75.4 min. total, 1045.0 MB
smelting_pointy v16 1051 games, 1666467 moves, e=0.010, loss: 0.9, -, 44.5% elo% vs. v15, avg. reward: 0.928, 8.769 sec/game, 75.6 min. total, 1045.6 MB
smelting_pointy v16 1052 games, 1669750 moves, e=0.010, loss: 0.9, -, 42.5% elo% vs. v15, avg. reward: 0.927, 8.745 sec/game, 75.7 min. total, 1046.1 MB
smelting_pointy v16 1053 games, 1673047 moves, e=0.010, loss: 0.9, ., 42.8% elo% vs. v15, avg. reward: 0.926, 8.707 sec/game, 75.8 min. total, 1049.7 MB
smelting_pointy v16 1054 games, 1676274 moves, e=0.010, loss: 0.8, +, 45.4% elo% vs. v15, avg. reward: 0.927, 8.645 sec/game, 76.0 min. total, 1047.3 MB
smelting_pointy v16 1055 games, 1679402 moves, e=0.010, loss: 0.9, +, 47.9% elo% vs. v15, avg. reward: 0.926, 8.545 sec/game, 76.1 min. total, 1048.4 MB
smelting_pointy v16 1056 games, 1682576 moves, e=0.010, loss: 1.0, -, 45.7% elo% vs. v15, avg. reward: 0.926, 8.539 sec/game, 76.3 min. total, 1051.7 MB
smelting_pointy v16 1057 games, 1685668 moves, e=0.010, loss: 1.0, -, 43.7% elo% vs. v15, avg. reward: 0.928, 8.514 sec/game, 76.4 min. total, 1051.2 MB
smelting_pointy v16 1058 games, 1688763 moves, e=0.010, loss: 0.9, -, 41.7% elo% vs. v15, avg. reward: 0.930, 8.450 sec/game, 76.5 min. total, 1050.6 MB
smelting_pointy v16 1059 games, 1691678 moves, e=0.010, loss: 0.9, +, 44.3% elo% vs. v15, avg. reward: 0.931, 8.433 sec/game, 76.7 min. total, 1051.0 MB
smelting_pointy v16 1060 games, 1694431 moves, e=0.010, loss: 0.9, +, 46.9% elo% vs. v15, avg. reward: 0.934, 8.418 sec/game, 76.8 min. total, 1051.4 MB
smelting_pointy v16 1061 games, 1697168 moves, e=0.010, loss: 0.9, -, 44.7% elo% vs. v15, avg. reward: 0.938, 8.400 sec/game, 76.9 min. total, 1052.0 MB
smelting_pointy v16 1062 games, 1699638 moves, e=0.010, loss: 0.9, -, 42.7% elo% vs. v15, avg. reward: 0.943, 8.260 sec/game, 77.0 min. total, 1051.8 MB
smelting_pointy v16 1063 games, 1701882 moves, e=0.010, loss: 1.0, +, 45.3% elo% vs. v15, avg. reward: 0.949, 8.107 sec/game, 77.1 min. total, 1051.5 MB
smelting_pointy v16 1064 games, 1704580 moves, e=0.010, loss: 0.9, -, 43.2% elo% vs. v15, avg. reward: 0.953, 8.056 sec/game, 77.2 min. total, 1052.7 MB
smelting_pointy v16 1065 games, 1707389 moves, e=0.010, loss: 1.0, -, 41.3% elo% vs. v15, avg. reward: 0.955, 8.009 sec/game, 77.4 min. total, 1053.6 MB
smelting_pointy v16 1066 games, 1709912 moves, e=0.010, loss: 1.0, -, 39.5% elo% vs. v15, avg. reward: 0.960, 7.916 sec/game, 77.5 min. total, 1053.0 MB
smelting_pointy v16 1067 games, 1712538 moves, e=0.010, loss: 1.0, -, 37.7% elo% vs. v15, avg. reward: 0.962, 7.832 sec/game, 77.6 min. total, 1053.7 MB
smelting_pointy v16 1068 games, 1715247 moves, e=0.010, loss: 1.0, -, 36.1% elo% vs. v15, avg. reward: 0.965, 7.723 sec/game, 77.7 min. total, 1054.9 MB
smelting_pointy v16 1069 games, 1718353 moves, e=0.010, loss: 1.1, -, 34.6% elo% vs. v15, avg. reward: 0.966, 7.662 sec/game, 77.8 min. total, 1058.4 MB
smelting_pointy v16 1070 games, 1721456 moves, e=0.010, loss: 1.0, ., 35.2% elo% vs. v15, avg. reward: 0.967, 7.605 sec/game, 78.0 min. total, 1058.6 MB
smelting_pointy v16 1071 games, 1724689 moves, e=0.010, loss: 0.9, -, 33.8% elo% vs. v15, avg. reward: 0.967, 7.638 sec/game, 78.1 min. total, 1058.3 MB
smelting_pointy v16 1072 games, 1727844 moves, e=0.010, loss: 0.9, -, 32.4% elo% vs. v15, avg. reward: 0.969, 7.629 sec/game, 78.2 min. total, 1058.9 MB
smelting_pointy v16 1073 games, 1731071 moves, e=0.010, loss: 0.9, -, 31.1% elo% vs. v15, avg. reward: 0.970, 7.610 sec/game, 78.4 min. total, 1060.1 MB
smelting_pointy v16 1074 games, 1734034 moves, e=0.010, loss: 0.9, -, 29.9% elo% vs. v15, avg. reward: 0.971, 7.595 sec/game, 78.5 min. total, 1060.3 MB
smelting_pointy v16 1075 games, 1737030 moves, e=0.010, loss: 0.9, +, 32.7% elo% vs. v15, avg. reward: 0.972, 7.565 sec/game, 78.6 min. total, 1060.4 MB
smelting_pointy v16 1076 games, 1739798 moves, e=0.010, loss: 0.9, +, 35.5% elo% vs. v15, avg. reward: 0.973, 7.519 sec/game, 78.8 min. total, 1061.0 MB
smelting_pointy v16 1077 games, 1742555 moves, e=0.010, loss: 1.0, +, 38.2% elo% vs. v15, avg. reward: 0.976, 7.467 sec/game, 78.9 min. total, 1062.0 MB
smelting_pointy v16 1078 games, 1745310 moves, e=0.010, loss: 1.0, -, 36.6% elo% vs. v15, avg. reward: 0.978, 7.433 sec/game, 79.0 min. total, 1062.4 MB
smelting_pointy v16 1079 games, 1748232 moves, e=0.010, loss: 1.0, +, 39.3% elo% vs. v15, avg. reward: 0.981, 7.429 sec/game, 79.1 min. total, 1062.6 MB
smelting_pointy v16 1080 games, 1751190 moves, e=0.010, loss: 0.9, +, 42.0% elo% vs. v15, avg. reward: 0.983, 7.455 sec/game, 79.3 min. total, 1062.3 MB
smelting_pointy v16 1081 games, 1754293 moves, e=0.010, loss: 1.0, -, 40.1% elo% vs. v15, avg. reward: 0.982, 7.485 sec/game, 79.4 min. total, 1064.3 MB
smelting_pointy v16 1082 games, 1757301 moves, e=0.010, loss: 1.0, +, 42.8% elo% vs. v15, avg. reward: 0.980, 7.556 sec/game, 79.5 min. total, 1064.2 MB
smelting_pointy v16 1083 games, 1760321 moves, e=0.010, loss: 0.9, -, 40.9% elo% vs. v15, avg. reward: 0.978, 7.653 sec/game, 79.7 min. total, 1063.9 MB
smelting_pointy v16 1084 games, 1763136 moves, e=0.010, loss: 0.9, -, 39.1% elo% vs. v15, avg. reward: 0.975, 7.658 sec/game, 79.8 min. total, 1064.6 MB
smelting_pointy v16 1085 games, 1766288 moves, e=0.010, loss: 1.0, -, 37.4% elo% vs. v15, avg. reward: 0.971, 7.712 sec/game, 79.9 min. total, 1067.5 MB
smelting_pointy v16 1086 games, 1769417 moves, e=0.010, loss: 0.9, -, 35.8% elo% vs. v15, avg. reward: 0.968, 7.781 sec/game, 80.1 min. total, 1068.2 MB
smelting_pointy v16 1087 games, 1772628 moves, e=0.010, loss: 0.9, -, 34.3% elo% vs. v15, avg. reward: 0.967, 7.853 sec/game, 80.2 min. total, 1068.0 MB
smelting_pointy v16 1088 games, 1775912 moves, e=0.010, loss: 0.9, -, 32.9% elo% vs. v15, avg. reward: 0.964, 7.936 sec/game, 80.3 min. total, 1068.1 MB
smelting_pointy v16 1089 games, 1779128 moves, e=0.010, loss: 1.0, -, 31.6% elo% vs. v15, avg. reward: 0.963, 7.949 sec/game, 80.5 min. total, 1069.9 MB
smelting_pointy v16 1090 games, 1782669 moves, e=0.010, loss: 0.9, -, 30.3% elo% vs. v15, avg. reward: 0.961, 8.010 sec/game, 80.6 min. total, 1069.3 MB
smelting_pointy v16 1091 games, 1786129 moves, e=0.010, loss: 0.9, -, 29.2% elo% vs. v15, avg. reward: 0.960, 8.022 sec/game, 80.8 min. total, 1069.9 MB
smelting_pointy v16 1092 games, 1789447 moves, e=0.010, loss: 0.8, +, 31.9% elo% vs. v15, avg. reward: 0.958, 8.045 sec/game, 80.9 min. total, 1070.3 MB
smelting_pointy v16 1093 games, 1792880 moves, e=0.010, loss: 0.9, +, 34.7% elo% vs. v15, avg. reward: 0.957, 8.059 sec/game, 81.1 min. total, 1071.4 MB
smelting_pointy v16 1094 games, 1796663 moves, e=0.010, loss: 0.9, +, 37.5% elo% vs. v15, avg. reward: 0.955, 8.151 sec/game, 81.2 min. total, 1071.8 MB
smelting_pointy v16 1095 games, 1800463 moves, e=0.010, loss: 0.8, ., 38.0% elo% vs. v15, avg. reward: 0.951, 8.265 sec/game, 81.4 min. total, 1071.6 MB
smelting_pointy v16 1096 games, 1803954 moves, e=0.010, loss: 0.9, +, 40.7% elo% vs. v15, avg. reward: 0.949, 8.349 sec/game, 81.6 min. total, 1073.8 MB
smelting_pointy v16 1097 games, 1807649 moves, e=0.010, loss: 0.8, +, 43.4% elo% vs. v15, avg. reward: 0.945, 8.465 sec/game, 81.7 min. total, 1074.5 MB
smelting_pointy v16 1098 games, 1811031 moves, e=0.010, loss: 0.9, +, 46.0% elo% vs. v15, avg. reward: 0.944, 8.531 sec/game, 81.9 min. total, 1074.8 MB
smelting_pointy v16 1099 games, 1814638 moves, e=0.010, loss: 0.9, +, 48.5% elo% vs. v15, avg. reward: 0.942, 8.607 sec/game, 82.0 min. total, 1075.8 MB
smelting_pointy v16 1100 games, 1818202 moves, e=0.010, loss: 0.9, -, 46.2% elo% vs. v15, avg. reward: 0.940, 8.702 sec/game, 82.2 min. total, 1077.6 MB
smelting_pointy v17 1101 games, 1822005 moves, e=0.010, loss: 0.9, ., 50.0% elo% vs. v15, avg. reward: 0.938, 8.794 sec/game, 82.3 min. total, 1076.9 MB
smelting_pointy v17 1102 games, 1825821 moves, e=0.010, loss: 0.8, +, 52.3% elo% vs. v15, avg. reward: 0.936, 8.890 sec/game, 82.5 min. total, 1076.9 MB
smelting_pointy v17 1103 games, 1829415 moves, e=0.010, loss: 0.8, -, 49.9% elo% vs. v15, avg. reward: 0.934, 8.948 sec/game, 82.6 min. total, 1079.3 MB
smelting_pointy v17 1104 games, 1832838 moves, e=0.010, loss: 0.9, -, 47.6% elo% vs. v15, avg. reward: 0.933, 9.021 sec/game, 82.8 min. total, 1079.8 MB
smelting_pointy v17 1105 games, 1836356 moves, e=0.010, loss: 0.9, +, 50.0% elo% vs. v15, avg. reward: 0.931, 9.052 sec/game, 82.9 min. total, 1080.4 MB
smelting_pointy v17 1106 games, 1839449 moves, e=0.010, loss: 0.9, -, 47.7% elo% vs. v15, avg. reward: 0.930, 9.046 sec/game, 83.1 min. total, 1080.4 MB
smelting_pointy v17 1107 games, 1842799 moves, e=0.010, loss: 1.0, -, 45.5% elo% vs. v15, avg. reward: 0.929, 9.061 sec/game, 83.2 min. total, 1083.7 MB
smelting_pointy v17 1108 games, 1846268 moves, e=0.010, loss: 0.8, -, 43.5% elo% vs. v15, avg. reward: 0.928, 9.071 sec/game, 83.4 min. total, 1082.2 MB
smelting_pointy v17 1109 games, 1849600 moves, e=0.010, loss: 0.9, -, 41.5% elo% vs. v15, avg. reward: 0.929, 9.105 sec/game, 83.5 min. total, 1082.2 MB
smelting_pointy v17 1110 games, 1852642 moves, e=0.010, loss: 0.9, -, 39.7% elo% vs. v15, avg. reward: 0.927, 9.026 sec/game, 83.6 min. total, 1084.7 MB
smelting_pointy v17 1111 games, 1856298 moves, e=0.010, loss: 0.8, -, 37.9% elo% vs. v15, avg. reward: 0.926, 9.067 sec/game, 83.8 min. total, 1083.8 MB
smelting_pointy v17 1112 games, 1859405 moves, e=0.010, loss: 0.8, +, 40.6% elo% vs. v15, avg. reward: 0.925, 9.045 sec/game, 83.9 min. total, 1084.5 MB
smelting_pointy v17 1113 games, 1862691 moves, e=0.010, loss: 0.8, -, 38.9% elo% vs. v15, avg. reward: 0.925, 9.043 sec/game, 84.1 min. total, 1084.0 MB
smelting_pointy v17 1114 games, 1865743 moves, e=0.010, loss: 0.8, -, 37.2% elo% vs. v15, avg. reward: 0.925, 8.948 sec/game, 84.2 min. total, 1085.7 MB
smelting_pointy v17 1115 games, 1868933 moves, e=0.010, loss: 0.9, -, 35.6% elo% vs. v15, avg. reward: 0.924, 8.866 sec/game, 84.4 min. total, 1087.4 MB
smelting_pointy v17 1116 games, 1872164 moves, e=0.010, loss: 0.9, -, 34.1% elo% vs. v15, avg. reward: 0.923, 8.828 sec/game, 84.5 min. total, 1088.5 MB
smelting_pointy v17 1117 games, 1875345 moves, e=0.010, loss: 0.9, +, 36.9% elo% vs. v15, avg. reward: 0.924, 8.769 sec/game, 84.6 min. total, 1088.4 MB
smelting_pointy v17 1118 games, 1878519 moves, e=0.010, loss: 0.9, ., 37.4% elo% vs. v15, avg. reward: 0.923, 8.736 sec/game, 84.8 min. total, 1089.2 MB
smelting_pointy v17 1119 games, 1881616 moves, e=0.010, loss: 0.8, -, 35.8% elo% vs. v15, avg. reward: 0.923, 8.695 sec/game, 84.9 min. total, 1088.7 MB
smelting_pointy v17 1120 games, 1884897 moves, e=0.010, loss: 0.8, +, 38.6% elo% vs. v15, avg. reward: 0.922, 8.637 sec/game, 85.0 min. total, 1089.0 MB
smelting_pointy v17 1121 games, 1888286 moves, e=0.010, loss: 0.8, -, 36.9% elo% vs. v15, avg. reward: 0.921, 8.589 sec/game, 85.2 min. total, 1089.1 MB
