demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v13 434 games, 355000 moves, e=0.649, loss: 3.1, +, 63.7% elo% vs. simple_bot, avg. reward: -6.183, 2.155 sec/game, 1.8 min. total, 477.8 MB
demeaning_prong v13 435 games, 355953 moves, e=0.648, loss: 3.3, +, 65.2% elo% vs. simple_bot, avg. reward: -6.184, 2.176 sec/game, 1.8 min. total, 478.0 MB
demeaning_prong v13 436 games, 356864 moves, e=0.647, loss: 3.3, +, 66.7% elo% vs. simple_bot, avg. reward: -6.196, 2.189 sec/game, 1.9 min. total, 478.3 MB
demeaning_prong v13 437 games, 357941 moves, e=0.646, loss: 3.6, +, 68.0% elo% vs. simple_bot, avg. reward: -6.182, 2.219 sec/game, 1.9 min. total, 478.6 MB
demeaning_prong v13 438 games, 359038 moves, e=0.645, loss: 3.4, +, 69.3% elo% vs. simple_bot, avg. reward: -6.166, 2.232 sec/game, 1.9 min. total, 478.8 MB
demeaning_prong v13 439 games, 360141 moves, e=0.643, loss: 3.2, +, 70.5% elo% vs. simple_bot, avg. reward: -6.149, 2.247 sec/game, 2.0 min. total, 481.0 MB
demeaning_prong v14 440 games, 361013 moves, e=0.643, loss: 3.3, +, 50.1% elo% vs. terrible_bot, avg. reward: -6.162, 2.245 sec/game, 2.0 min. total, 481.9 MB
demeaning_prong v14 441 games, 362010 moves, e=0.642, loss: 3.4, +, 52.4% elo% vs. terrible_bot, avg. reward: -6.158, 2.271 sec/game, 2.0 min. total, 482.2 MB
demeaning_prong v14 442 games, 362924 moves, e=0.641, loss: 3.4, +, 54.6% elo% vs. terrible_bot, avg. reward: -6.161, 2.269 sec/game, 2.1 min. total, 483.6 MB
demeaning_prong v14 443 games, 363959 moves, e=0.640, loss: 3.3, +, 56.6% elo% vs. terrible_bot, avg. reward: -6.157, 2.287 sec/game, 2.1 min. total, 482.7 MB
demeaning_prong v14 444 games, 364934 moves, e=0.639, loss: 3.0, +, 58.6% elo% vs. terrible_bot, avg. reward: -6.154, 2.295 sec/game, 2.2 min. total, 482.6 MB
demeaning_prong v14 445 games, 365879 moves, e=0.638, loss: 2.8, +, 60.4% elo% vs. terrible_bot, avg. reward: -6.153, 2.297 sec/game, 2.2 min. total, 483.9 MB
demeaning_prong v14 446 games, 367032 moves, e=0.637, loss: 2.7, +, 62.2% elo% vs. terrible_bot, avg. reward: -6.135, 2.330 sec/game, 2.2 min. total, 482.6 MB
demeaning_prong v14 447 games, 368082 moves, e=0.636, loss: 2.5, ., 61.6% elo% vs. terrible_bot, avg. reward: -6.126, 2.338 sec/game, 2.3 min. total, 487.3 MB
demeaning_prong v14 448 games, 369121 moves, e=0.635, loss: 2.5, +, 63.3% elo% vs. terrible_bot, avg. reward: -6.115, 2.356 sec/game, 2.3 min. total, 482.7 MB
demeaning_prong v14 449 games, 370010 moves, e=0.634, loss: 2.4, +, 64.8% elo% vs. terrible_bot, avg. reward: -6.119, 2.334 sec/game, 2.4 min. total, 487.5 MB
demeaning_prong v14 450 games, 371002 moves, e=0.633, loss: 2.5, +, 66.3% elo% vs. terrible_bot, avg. reward: -6.116, 2.335 sec/game, 2.4 min. total, 482.7 MB
demeaning_prong v14 451 games, 371935 moves, e=0.632, loss: 2.7, -, 63.5% elo% vs. terrible_bot, avg. reward: -6.118, 2.326 sec/game, 2.4 min. total, 483.3 MB
demeaning_prong v14 452 games, 372981 moves, e=0.631, loss: 2.9, +, 65.1% elo% vs. terrible_bot, avg. reward: -6.111, 2.329 sec/game, 2.5 min. total, 483.1 MB
demeaning_prong v14 453 games, 373873 moves, e=0.630, loss: 2.8, +, 66.5% elo% vs. terrible_bot, avg. reward: -6.118, 2.326 sec/game, 2.5 min. total, 483.3 MB
demeaning_prong v14 454 games, 374839 moves, e=0.629, loss: 3.0, +, 67.9% elo% vs. terrible_bot, avg. reward: -6.116, 2.320 sec/game, 2.6 min. total, 484.8 MB
demeaning_prong v14 455 games, 375793 moves, e=0.628, loss: 3.1, +, 69.2% elo% vs. terrible_bot, avg. reward: -6.115, 2.319 sec/game, 2.6 min. total, 485.5 MB
demeaning_prong v14 456 games, 376849 moves, e=0.627, loss: 3.3, +, 70.4% elo% vs. terrible_bot, avg. reward: -6.109, 2.330 sec/game, 2.6 min. total, 486.6 MB
demeaning_prong v15 457 games, 377948 moves, e=0.626, loss: 3.1, +, 54.5% elo% vs. supershibe, avg. reward: -6.099, 2.324 sec/game, 2.7 min. total, 486.7 MB
demeaning_prong v15 458 games, 379039 moves, e=0.625, loss: 3.0, +, 56.6% elo% vs. supershibe, avg. reward: -6.089, 2.337 sec/game, 2.7 min. total, 486.4 MB
demeaning_prong v15 459 games, 380161 moves, e=0.624, loss: 3.2, +, 58.5% elo% vs. supershibe, avg. reward: -6.078, 2.338 sec/game, 2.8 min. total, 488.0 MB
demeaning_prong v15 460 games, 381190 moves, e=0.623, loss: 2.9, +, 60.4% elo% vs. supershibe, avg. reward: -6.071, 2.364 sec/game, 2.8 min. total, 486.9 MB
demeaning_prong v15 461 games, 382306 moves, e=0.622, loss: 2.9, +, 62.1% elo% vs. supershibe, avg. reward: -6.061, 2.366 sec/game, 2.8 min. total, 487.3 MB
demeaning_prong v15 462 games, 383289 moves, e=0.621, loss: 2.7, +, 63.7% elo% vs. supershibe, avg. reward: -6.057, 2.378 sec/game, 2.9 min. total, 488.8 MB
demeaning_prong v15 463 games, 384178 moves, e=0.620, loss: 2.4, +, 65.2% elo% vs. supershibe, avg. reward: -6.063, 2.369 sec/game, 2.9 min. total, 488.8 MB
demeaning_prong v15 464 games, 385292 moves, e=0.619, loss: 2.3, +, 66.7% elo% vs. supershibe, avg. reward: -6.051, 2.384 sec/game, 3.0 min. total, 490.3 MB
demeaning_prong v15 465 games, 386199 moves, e=0.618, loss: 2.8, +, 68.0% elo% vs. supershibe, avg. reward: -6.058, 2.377 sec/game, 3.0 min. total, 491.5 MB
demeaning_prong v15 466 games, 387315 moves, e=0.617, loss: 2.8, -, 65.2% elo% vs. supershibe, avg. reward: -6.051, 2.371 sec/game, 3.0 min. total, 490.0 MB
demeaning_prong v15 467 games, 388345 moves, e=0.616, loss: 2.7, +, 66.7% elo% vs. supershibe, avg. reward: -6.046, 2.369 sec/game, 3.1 min. total, 490.1 MB
demeaning_prong v15 468 games, 389447 moves, e=0.614, loss: 2.7, +, 68.0% elo% vs. supershibe, avg. reward: -6.037, 2.368 sec/game, 3.1 min. total, 490.5 MB
demeaning_prong v15 469 games, 390453 moves, e=0.613, loss: 2.4, +, 69.3% elo% vs. supershibe, avg. reward: -6.034, 2.379 sec/game, 3.2 min. total, 490.6 MB
demeaning_prong v15 470 games, 391604 moves, e=0.612, loss: 2.5, +, 70.5% elo% vs. supershibe, avg. reward: -6.019, 2.385 sec/game, 3.2 min. total, 492.3 MB
demeaning_prong v16 471 games, 392679 moves, e=0.611, loss: 2.7, -, 49.9% elo% vs. gir, avg. reward: -6.010, 2.387 sec/game, 3.2 min. total, 493.6 MB
demeaning_prong v16 472 games, 393677 moves, e=0.610, loss: 2.4, -, 47.6% elo% vs. gir, avg. reward: -6.009, 2.383 sec/game, 3.3 min. total, 494.0 MB
demeaning_prong v16 473 games, 394803 moves, e=0.609, loss: 2.3, -, 45.4% elo% vs. gir, avg. reward: -5.999, 2.409 sec/game, 3.3 min. total, 494.0 MB
demeaning_prong v16 474 games, 395760 moves, e=0.608, loss: 2.3, -, 43.4% elo% vs. gir, avg. reward: -6.000, 2.388 sec/game, 3.3 min. total, 494.1 MB
demeaning_prong v16 475 games, 396936 moves, e=0.607, loss: 2.6, -, 41.4% elo% vs. gir, avg. reward: -5.988, 2.414 sec/game, 3.4 min. total, 494.4 MB
demeaning_prong v16 476 games, 397917 moves, e=0.606, loss: 2.3, -, 39.6% elo% vs. gir, avg. reward: -5.978, 2.385 sec/game, 3.4 min. total, 494.5 MB
demeaning_prong v16 477 games, 398962 moves, e=0.605, loss: 2.3, -, 37.8% elo% vs. gir, avg. reward: -5.975, 2.386 sec/game, 3.5 min. total, 495.5 MB
demeaning_prong v16 478 games, 400159 moves, e=0.604, loss: 2.3, -, 36.2% elo% vs. gir, avg. reward: -5.951, 2.385 sec/game, 3.5 min. total, 496.1 MB
demeaning_prong v16 479 games, 401303 moves, e=0.603, loss: 2.5, -, 34.7% elo% vs. gir, avg. reward: -5.928, 2.371 sec/game, 3.5 min. total, 496.0 MB
demeaning_prong v16 480 games, 402200 moves, e=0.602, loss: 2.4, -, 33.3% elo% vs. gir, avg. reward: -5.933, 2.347 sec/game, 3.6 min. total, 496.0 MB
demeaning_prong v16 481 games, 403179 moves, e=0.601, loss: 2.5, -, 31.9% elo% vs. gir, avg. reward: -5.933, 2.322 sec/game, 3.6 min. total, 496.3 MB
demeaning_prong v16 482 games, 403998 moves, e=0.600, loss: 2.5, -, 30.6% elo% vs. gir, avg. reward: -5.943, 2.299 sec/game, 3.6 min. total, 496.4 MB
demeaning_prong v16 483 games, 404893 moves, e=0.599, loss: 2.7, -, 29.5% elo% vs. gir, avg. reward: -5.949, 2.287 sec/game, 3.7 min. total, 501.2 MB
demeaning_prong v16 484 games, 405860 moves, e=0.598, loss: 2.8, -, 28.3% elo% vs. gir, avg. reward: -5.956, 2.252 sec/game, 3.7 min. total, 497.2 MB
demeaning_prong v16 485 games, 406827 moves, e=0.597, loss: 3.0, -, 27.3% elo% vs. gir, avg. reward: -5.954, 2.264 sec/game, 3.7 min. total, 497.0 MB
demeaning_prong v16 486 games, 407899 moves, e=0.596, loss: 3.1, -, 26.3% elo% vs. gir, avg. reward: -5.937, 2.249 sec/game, 3.8 min. total, 497.2 MB
demeaning_prong v16 487 games, 409040 moves, e=0.595, loss: 3.6, -, 25.4% elo% vs. gir, avg. reward: -5.929, 2.250 sec/game, 3.8 min. total, 497.2 MB
demeaning_prong v16 488 games, 409957 moves, e=0.594, loss: 3.9, -, 24.5% elo% vs. gir, avg. reward: -5.929, 2.219 sec/game, 3.9 min. total, 501.9 MB
demeaning_prong v16 489 games, 411141 moves, e=0.593, loss: 3.8, -, 23.7% elo% vs. gir, avg. reward: -5.921, 2.230 sec/game, 3.9 min. total, 497.5 MB
demeaning_prong v16 490 games, 412109 moves, e=0.592, loss: 3.8, -, 22.9% elo% vs. gir, avg. reward: -5.926, 2.201 sec/game, 3.9 min. total, 497.6 MB
demeaning_prong v16 491 games, 413335 moves, e=0.591, loss: 3.5, -, 22.2% elo% vs. gir, avg. reward: -5.912, 2.222 sec/game, 4.0 min. total, 499.8 MB
demeaning_prong v16 492 games, 414430 moves, e=0.590, loss: 4.1, -, 21.5% elo% vs. gir, avg. reward: -5.899, 2.222 sec/game, 4.0 min. total, 499.5 MB
demeaning_prong v16 493 games, 415407 moves, e=0.589, loss: 3.5, -, 20.8% elo% vs. gir, avg. reward: -5.891, 2.198 sec/game, 4.0 min. total, 499.5 MB
demeaning_prong v16 494 games, 416527 moves, e=0.588, loss: 3.2, -, 20.2% elo% vs. gir, avg. reward: -5.861, 2.220 sec/game, 4.1 min. total, 499.8 MB
demeaning_prong v16 495 games, 417705 moves, e=0.586, loss: 3.5, -, 19.6% elo% vs. gir, avg. reward: -5.842, 2.210 sec/game, 4.1 min. total, 500.2 MB
demeaning_prong v16 496 games, 418905 moves, e=0.585, loss: 3.3, -, 19.0% elo% vs. gir, avg. reward: -5.824, 2.231 sec/game, 4.2 min. total, 500.2 MB
demeaning_prong v16 497 games, 419927 moves, e=0.584, loss: 3.0, -, 18.5% elo% vs. gir, avg. reward: -5.820, 2.231 sec/game, 4.2 min. total, 500.9 MB
demeaning_prong v16 498 games, 421028 moves, e=0.583, loss: 3.1, +, 20.9% elo% vs. gir, avg. reward: -5.811, 2.222 sec/game, 4.2 min. total, 503.6 MB
demeaning_prong v16 499 games, 422352 moves, e=0.582, loss: 3.6, -, 20.2% elo% vs. gir, avg. reward: -5.795, 2.241 sec/game, 4.3 min. total, 506.8 MB
demeaning_prong v16 500 games, 423490 moves, e=0.581, loss: 3.6, -, 19.6% elo% vs. gir, avg. reward: -5.784, 2.279 sec/game, 4.3 min. total, 502.2 MB
demeaning_prong v17 501 games, 424491 moves, e=0.580, loss: 3.7, -, 47.7% elo% vs. gir, avg. reward: -5.779, 2.302 sec/game, 4.4 min. total, 502.5 MB
demeaning_prong v17 502 games, 425630 moves, e=0.579, loss: 3.8, -, 45.5% elo% vs. gir, avg. reward: -5.769, 2.347 sec/game, 4.4 min. total, 503.0 MB
demeaning_prong v17 503 games, 426569 moves, e=0.578, loss: 3.8, -, 43.4% elo% vs. gir, avg. reward: -5.764, 2.368 sec/game, 4.5 min. total, 507.2 MB
demeaning_prong v17 504 games, 427642 moves, e=0.577, loss: 4.0, -, 41.5% elo% vs. gir, avg. reward: -5.755, 2.395 sec/game, 4.5 min. total, 503.6 MB
demeaning_prong v17 505 games, 428814 moves, e=0.575, loss: 3.4, +, 44.1% elo% vs. gir, avg. reward: -5.734, 2.427 sec/game, 4.6 min. total, 505.8 MB
demeaning_prong v17 506 games, 429877 moves, e=0.574, loss: 3.2, -, 42.1% elo% vs. gir, avg. reward: -5.726, 2.443 sec/game, 4.6 min. total, 505.4 MB
demeaning_prong v17 507 games, 430962 moves, e=0.573, loss: 3.5, -, 40.3% elo% vs. gir, avg. reward: -5.723, 2.453 sec/game, 4.6 min. total, 505.6 MB
demeaning_prong v17 508 games, 432153 moves, e=0.572, loss: 3.0, -, 38.5% elo% vs. gir, avg. reward: -5.714, 2.497 sec/game, 4.7 min. total, 507.3 MB
demeaning_prong v17 509 games, 433189 moves, e=0.571, loss: 2.9, -, 36.8% elo% vs. gir, avg. reward: -5.690, 2.478 sec/game, 4.7 min. total, 507.4 MB
demeaning_prong v17 510 games, 434426 moves, e=0.570, loss: 2.9, -, 35.3% elo% vs. gir, avg. reward: -5.681, 2.505 sec/game, 4.8 min. total, 506.0 MB
demeaning_prong v17 511 games, 435436 moves, e=0.569, loss: 3.0, -, 33.8% elo% vs. gir, avg. reward: -5.677, 2.485 sec/game, 4.8 min. total, 507.3 MB
demeaning_prong v17 512 games, 436750 moves, e=0.568, loss: 2.8, -, 32.4% elo% vs. gir, avg. reward: -5.643, 2.516 sec/game, 4.8 min. total, 508.4 MB
demeaning_prong v17 513 games, 437943 moves, e=0.566, loss: 2.9, -, 31.1% elo% vs. gir, avg. reward: -5.621, 2.530 sec/game, 4.9 min. total, 508.3 MB
demeaning_prong v17 514 games, 439050 moves, e=0.565, loss: 3.0, +, 33.9% elo% vs. gir, avg. reward: -5.606, 2.533 sec/game, 4.9 min. total, 508.6 MB
demeaning_prong v17 515 games, 440160 moves, e=0.564, loss: 2.9, -, 32.5% elo% vs. gir, avg. reward: -5.587, 2.525 sec/game, 5.0 min. total, 508.6 MB
demeaning_prong v17 516 games, 441062 moves, e=0.563, loss: 2.9, -, 31.2% elo% vs. gir, avg. reward: -5.587, 2.514 sec/game, 5.0 min. total, 508.5 MB
demeaning_prong v17 517 games, 442046 moves, e=0.562, loss: 2.9, -, 30.0% elo% vs. gir, avg. reward: -5.573, 2.515 sec/game, 5.0 min. total, 508.7 MB
demeaning_prong v17 518 games, 443275 moves, e=0.561, loss: 2.9, -, 28.8% elo% vs. gir, avg. reward: -5.558, 2.527 sec/game, 5.1 min. total, 510.1 MB
demeaning_prong v17 519 games, 444409 moves, e=0.560, loss: 2.6, -, 27.8% elo% vs. gir, avg. reward: -5.554, 2.507 sec/game, 5.1 min. total, 509.8 MB
demeaning_prong v17 520 games, 445285 moves, e=0.559, loss: 2.9, -, 26.8% elo% vs. gir, avg. reward: -5.558, 2.471 sec/game, 5.2 min. total, 509.7 MB
demeaning_prong v17 521 games, 446394 moves, e=0.558, loss: 2.6, -, 25.8% elo% vs. gir, avg. reward: -5.541, 2.474 sec/game, 5.2 min. total, 511.2 MB
demeaning_prong v17 522 games, 447411 moves, e=0.557, loss: 2.8, -, 24.9% elo% vs. gir, avg. reward: -5.535, 2.443 sec/game, 5.2 min. total, 509.9 MB
demeaning_prong v17 523 games, 448595 moves, e=0.556, loss: 3.0, +, 27.6% elo% vs. gir, avg. reward: -5.519, 2.451 sec/game, 5.3 min. total, 511.6 MB
demeaning_prong v17 524 games, 449669 moves, e=0.555, loss: 3.5, +, 30.3% elo% vs. gir, avg. reward: -5.517, 2.448 sec/game, 5.3 min. total, 512.9 MB
demeaning_prong v17 525 games, 450823 moves, e=0.554, loss: 2.9, -, 29.2% elo% vs. gir, avg. reward: -5.508, 2.426 sec/game, 5.4 min. total, 511.8 MB
demeaning_prong v17 526 games, 451859 moves, e=0.553, loss: 3.0, +, 31.9% elo% vs. gir, avg. reward: -5.497, 2.414 sec/game, 5.4 min. total, 511.8 MB
demeaning_prong v17 527 games, 452945 moves, e=0.552, loss: 3.0, -, 30.7% elo% vs. gir, avg. reward: -5.492, 2.395 sec/game, 5.4 min. total, 511.6 MB
demeaning_prong v17 528 games, 454259 moves, e=0.550, loss: 3.1, -, 29.5% elo% vs. gir, avg. reward: -5.475, 2.393 sec/game, 5.5 min. total, 511.9 MB
demeaning_prong v17 529 games, 455412 moves, e=0.549, loss: 3.2, -, 28.4% elo% vs. gir, avg. reward: -5.475, 2.406 sec/game, 5.5 min. total, 511.9 MB
demeaning_prong v17 530 games, 456479 moves, e=0.548, loss: 3.0, -, 27.3% elo% vs. gir, avg. reward: -5.478, 2.402 sec/game, 5.6 min. total, 512.1 MB
demeaning_prong v17 531 games, 457621 moves, e=0.547, loss: 2.7, -, 26.3% elo% vs. gir, avg. reward: -5.476, 2.415 sec/game, 5.6 min. total, 513.9 MB
demeaning_prong v17 532 games, 458740 moves, e=0.546, loss: 2.7, -, 25.4% elo% vs. gir, avg. reward: -5.466, 2.381 sec/game, 5.6 min. total, 514.0 MB
demeaning_prong v17 533 games, 459715 moves, e=0.545, loss: 2.7, -, 24.5% elo% vs. gir, avg. reward: -5.462, 2.368 sec/game, 5.7 min. total, 513.9 MB
demeaning_prong v17 534 games, 460590 moves, e=0.544, loss: 2.8, -, 23.7% elo% vs. gir, avg. reward: -5.481, 2.345 sec/game, 5.7 min. total, 513.6 MB
demeaning_prong v17 535 games, 461726 moves, e=0.543, loss: 2.7, -, 22.9% elo% vs. gir, avg. reward: -5.468, 2.360 sec/game, 5.8 min. total, 513.7 MB
demeaning_prong v17 536 games, 462927 moves, e=0.542, loss: 2.9, -, 22.2% elo% vs. gir, avg. reward: -5.444, 2.375 sec/game, 5.8 min. total, 514.7 MB
demeaning_prong v17 537 games, 464152 moves, e=0.540, loss: 2.6, -, 21.5% elo% vs. gir, avg. reward: -5.434, 2.399 sec/game, 5.8 min. total, 518.7 MB
demeaning_prong v17 538 games, 465340 moves, e=0.539, loss: 3.0, -, 20.8% elo% vs. gir, avg. reward: -5.430, 2.396 sec/game, 5.9 min. total, 517.2 MB
demeaning_prong v17 539 games, 466430 moves, e=0.538, loss: 3.1, -, 20.2% elo% vs. gir, avg. reward: -5.431, 2.389 sec/game, 5.9 min. total, 517.4 MB
demeaning_prong v17 540 games, 467728 moves, e=0.537, loss: 3.3, -, 19.6% elo% vs. gir, avg. reward: -5.404, 2.435 sec/game, 6.0 min. total, 517.5 MB
demeaning_prong v17 541 games, 468806 moves, e=0.536, loss: 3.4, -, 19.0% elo% vs. gir, avg. reward: -5.399, 2.424 sec/game, 6.0 min. total, 517.6 MB
demeaning_prong v17 542 games, 470082 moves, e=0.535, loss: 3.1, -, 18.5% elo% vs. gir, avg. reward: -5.381, 2.456 sec/game, 6.1 min. total, 518.1 MB
demeaning_prong v17 543 games, 471282 moves, e=0.533, loss: 3.4, -, 18.0% elo% vs. gir, avg. reward: -5.368, 2.460 sec/game, 6.1 min. total, 522.8 MB
demeaning_prong v17 544 games, 472322 moves, e=0.532, loss: 3.4, -, 17.5% elo% vs. gir, avg. reward: -5.365, 2.464 sec/game, 6.1 min. total, 518.5 MB
demeaning_prong v17 545 games, 473414 moves, e=0.531, loss: 3.7, -, 17.0% elo% vs. gir, avg. reward: -5.353, 2.455 sec/game, 6.2 min. total, 518.2 MB
demeaning_prong v17 546 games, 474675 moves, e=0.530, loss: 3.4, -, 16.6% elo% vs. gir, avg. reward: -5.348, 2.485 sec/game, 6.2 min. total, 518.1 MB
demeaning_prong v17 547 games, 475902 moves, e=0.529, loss: 3.7, -, 16.2% elo% vs. gir, avg. reward: -5.337, 2.499 sec/game, 6.3 min. total, 518.5 MB
demeaning_prong v17 548 games, 477116 moves, e=0.528, loss: 3.9, -, 15.8% elo% vs. gir, avg. reward: -5.328, 2.499 sec/game, 6.3 min. total, 518.6 MB
demeaning_prong v17 549 games, 478480 moves, e=0.526, loss: 3.3, -, 15.4% elo% vs. gir, avg. reward: -5.303, 2.527 sec/game, 6.4 min. total, 519.3 MB
demeaning_prong v17 550 games, 479648 moves, e=0.525, loss: 3.4, -, 15.0% elo% vs. gir, avg. reward: -5.289, 2.532 sec/game, 6.4 min. total, 526.3 MB
demeaning_prong v17 551 games, 480856 moves, e=0.524, loss: 3.6, -, 14.7% elo% vs. gir, avg. reward: -5.272, 2.539 sec/game, 6.5 min. total, 523.1 MB
demeaning_prong v17 552 games, 481901 moves, e=0.523, loss: 3.5, -, 14.4% elo% vs. gir, avg. reward: -5.270, 2.541 sec/game, 6.5 min. total, 521.9 MB
demeaning_prong v17 553 games, 483131 moves, e=0.522, loss: 3.2, -, 14.0% elo% vs. gir, avg. reward: -5.252, 2.568 sec/game, 6.5 min. total, 521.7 MB
demeaning_prong v17 554 games, 484147 moves, e=0.521, loss: 3.1, +, 16.1% elo% vs. gir, avg. reward: -5.247, 2.582 sec/game, 6.6 min. total, 522.3 MB
demeaning_prong v17 555 games, 485326 moves, e=0.520, loss: 3.0, -, 15.7% elo% vs. gir, avg. reward: -5.236, 2.579 sec/game, 6.6 min. total, 522.3 MB
demeaning_prong v17 556 games, 486323 moves, e=0.519, loss: 3.1, -, 15.3% elo% vs. gir, avg. reward: -5.234, 2.567 sec/game, 6.7 min. total, 526.6 MB
demeaning_prong v17 557 games, 487375 moves, e=0.517, loss: 3.0, -, 14.9% elo% vs. gir, avg. reward: -5.236, 2.545 sec/game, 6.7 min. total, 523.5 MB
demeaning_prong v17 558 games, 488470 moves, e=0.516, loss: 3.1, -, 14.6% elo% vs. gir, avg. reward: -5.233, 2.536 sec/game, 6.7 min. total, 523.8 MB
demeaning_prong v17 559 games, 489657 moves, e=0.515, loss: 2.5, -, 14.2% elo% vs. gir, avg. reward: -5.230, 2.550 sec/game, 6.8 min. total, 525.3 MB
demeaning_prong v17 560 games, 490814 moves, e=0.514, loss: 2.7, -, 13.9% elo% vs. gir, avg. reward: -5.226, 2.535 sec/game, 6.8 min. total, 524.2 MB
demeaning_prong v17 561 games, 491882 moves, e=0.513, loss: 3.0, -, 13.6% elo% vs. gir, avg. reward: -5.231, 2.533 sec/game, 6.9 min. total, 524.7 MB
demeaning_prong v17 562 games, 493046 moves, e=0.512, loss: 2.8, -, 13.3% elo% vs. gir, avg. reward: -5.219, 2.516 sec/game, 6.9 min. total, 525.2 MB
demeaning_prong v17 563 games, 494350 moves, e=0.511, loss: 3.2, -, 13.0% elo% vs. gir, avg. reward: -5.194, 2.533 sec/game, 6.9 min. total, 526.5 MB
demeaning_prong v17 564 games, 495402 moves, e=0.510, loss: 3.7, -, 12.8% elo% vs. gir, avg. reward: -5.196, 2.520 sec/game, 7.0 min. total, 526.3 MB
demeaning_prong v17 565 games, 496513 moves, e=0.508, loss: 3.3, -, 12.5% elo% vs. gir, avg. reward: -5.178, 2.529 sec/game, 7.0 min. total, 526.4 MB
demeaning_prong v17 566 games, 497729 moves, e=0.507, loss: 3.7, -, 12.3% elo% vs. gir, avg. reward: -5.166, 2.512 sec/game, 7.1 min. total, 526.6 MB
demeaning_prong v17 567 games, 499132 moves, e=0.506, loss: 3.8, -, 12.0% elo% vs. gir, avg. reward: -5.146, 2.536 sec/game, 7.1 min. total, 526.5 MB
demeaning_prong v17 568 games, 500457 moves, e=0.505, loss: 4.0, -, 11.8% elo% vs. gir, avg. reward: -5.134, 2.536 sec/game, 7.2 min. total, 526.5 MB
demeaning_prong v17 569 games, 501720 moves, e=0.503, loss: 3.6, -, 11.6% elo% vs. gir, avg. reward: -5.119, 2.522 sec/game, 7.2 min. total, 528.2 MB
demeaning_prong v17 570 games, 502987 moves, e=0.502, loss: 3.8, -, 11.4% elo% vs. gir, avg. reward: -5.116, 2.530 sec/game, 7.3 min. total, 529.5 MB
demeaning_prong v17 571 games, 504377 moves, e=0.501, loss: 3.8, -, 11.1% elo% vs. gir, avg. reward: -5.102, 2.547 sec/game, 7.3 min. total, 529.8 MB
demeaning_prong v17 572 games, 505485 moves, e=0.500, loss: 4.2, -, 10.9% elo% vs. gir, avg. reward: -5.090, 2.562 sec/game, 7.3 min. total, 530.2 MB
