demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v18 622 games, 568165 moves, e=0.438, loss: 3.5, -, 30.4% elo% vs. gir, avg. reward: -4.593, 2.806 sec/game, 9.6 min. total, 552.5 MB
demeaning_prong v18 623 games, 569557 moves, e=0.436, loss: 3.4, -, 29.2% elo% vs. gir, avg. reward: -4.583, 2.801 sec/game, 9.6 min. total, 552.5 MB
demeaning_prong v18 624 games, 570823 moves, e=0.435, loss: 3.8, -, 28.1% elo% vs. gir, avg. reward: -4.571, 2.805 sec/game, 9.7 min. total, 547.9 MB
demeaning_prong v18 625 games, 572102 moves, e=0.434, loss: 3.7, -, 27.1% elo% vs. gir, avg. reward: -4.566, 2.809 sec/game, 9.7 min. total, 548.4 MB
demeaning_prong v18 626 games, 573468 moves, e=0.432, loss: 3.5, -, 26.1% elo% vs. gir, avg. reward: -4.551, 2.822 sec/game, 9.8 min. total, 548.4 MB
demeaning_prong v18 627 games, 574717 moves, e=0.431, loss: 3.7, -, 25.2% elo% vs. gir, avg. reward: -4.543, 2.809 sec/game, 9.8 min. total, 549.9 MB
demeaning_prong v18 628 games, 575886 moves, e=0.430, loss: 4.1, -, 24.3% elo% vs. gir, avg. reward: -4.545, 2.808 sec/game, 9.9 min. total, 550.5 MB
demeaning_prong v18 629 games, 577294 moves, e=0.428, loss: 4.0, -, 23.5% elo% vs. gir, avg. reward: -4.535, 2.816 sec/game, 9.9 min. total, 550.1 MB
demeaning_prong v18 630 games, 578551 moves, e=0.427, loss: 3.8, -, 22.7% elo% vs. gir, avg. reward: -4.526, 2.806 sec/game, 10.0 min. total, 550.2 MB
demeaning_prong v18 631 games, 580011 moves, e=0.426, loss: 3.9, -, 22.0% elo% vs. gir, avg. reward: -4.508, 2.827 sec/game, 10.0 min. total, 550.3 MB
demeaning_prong v18 632 games, 581391 moves, e=0.424, loss: 3.5, -, 21.3% elo% vs. gir, avg. reward: -4.495, 2.834 sec/game, 10.1 min. total, 550.3 MB
demeaning_prong v18 633 games, 582879 moves, e=0.423, loss: 3.2, -, 20.7% elo% vs. gir, avg. reward: -4.467, 2.857 sec/game, 10.1 min. total, 550.4 MB
demeaning_prong v18 634 games, 584374 moves, e=0.421, loss: 3.6, -, 20.1% elo% vs. gir, avg. reward: -4.431, 2.904 sec/game, 10.2 min. total, 553.1 MB
demeaning_prong v18 635 games, 585553 moves, e=0.420, loss: 3.4, -, 19.5% elo% vs. gir, avg. reward: -4.427, 2.887 sec/game, 10.2 min. total, 553.5 MB
demeaning_prong v18 636 games, 586893 moves, e=0.419, loss: 3.1, -, 18.9% elo% vs. gir, avg. reward: -4.421, 2.885 sec/game, 10.3 min. total, 553.6 MB
demeaning_prong v18 637 games, 588545 moves, e=0.417, loss: 3.5, -, 18.4% elo% vs. gir, avg. reward: -4.407, 2.890 sec/game, 10.3 min. total, 553.8 MB
demeaning_prong v18 638 games, 589768 moves, e=0.416, loss: 3.8, -, 17.9% elo% vs. gir, avg. reward: -4.403, 2.880 sec/game, 10.4 min. total, 553.8 MB
demeaning_prong v18 639 games, 591050 moves, e=0.415, loss: 3.6, -, 17.4% elo% vs. gir, avg. reward: -4.390, 2.893 sec/game, 10.4 min. total, 553.9 MB
demeaning_prong v18 640 games, 592200 moves, e=0.414, loss: 3.3, -, 17.0% elo% vs. gir, avg. reward: -4.394, 2.881 sec/game, 10.5 min. total, 556.3 MB
demeaning_prong v18 641 games, 593596 moves, e=0.412, loss: 3.7, +, 19.2% elo% vs. gir, avg. reward: -4.379, 2.891 sec/game, 10.5 min. total, 556.6 MB
demeaning_prong v18 642 games, 594989 moves, e=0.411, loss: 3.6, -, 18.7% elo% vs. gir, avg. reward: -4.369, 2.887 sec/game, 10.6 min. total, 555.4 MB
demeaning_prong v18 643 games, 596332 moves, e=0.410, loss: 3.4, -, 18.2% elo% vs. gir, avg. reward: -4.361, 2.882 sec/game, 10.6 min. total, 555.6 MB
demeaning_prong v18 644 games, 597572 moves, e=0.408, loss: 3.3, -, 17.7% elo% vs. gir, avg. reward: -4.348, 2.877 sec/game, 10.7 min. total, 555.8 MB
demeaning_prong v18 645 games, 598859 moves, e=0.407, loss: 2.9, ., 18.5% elo% vs. gir, avg. reward: -4.337, 2.877 sec/game, 10.7 min. total, 556.1 MB
demeaning_prong v18 646 games, 600434 moves, e=0.406, loss: 2.8, -, 18.0% elo% vs. gir, avg. reward: -4.324, 2.893 sec/game, 10.8 min. total, 557.1 MB
demeaning_prong v18 647 games, 602002 moves, e=0.404, loss: 2.8, -, 17.6% elo% vs. gir, avg. reward: -4.311, 2.942 sec/game, 10.8 min. total, 558.0 MB
demeaning_prong v18 648 games, 603375 moves, e=0.403, loss: 2.9, -, 17.1% elo% vs. gir, avg. reward: -4.305, 2.948 sec/game, 10.9 min. total, 557.9 MB
demeaning_prong v18 649 games, 604937 moves, e=0.401, loss: 2.8, +, 19.4% elo% vs. gir, avg. reward: -4.298, 2.971 sec/game, 10.9 min. total, 559.4 MB
demeaning_prong v18 650 games, 606420 moves, e=0.400, loss: 3.2, +, 21.8% elo% vs. gir, avg. reward: -4.286, 2.997 sec/game, 11.0 min. total, 558.1 MB
demeaning_prong v18 651 games, 607801 moves, e=0.398, loss: 3.2, +, 24.3% elo% vs. gir, avg. reward: -4.279, 2.984 sec/game, 11.0 min. total, 559.8 MB
demeaning_prong v18 652 games, 609315 moves, e=0.397, loss: 3.2, -, 23.5% elo% vs. gir, avg. reward: -4.256, 2.992 sec/game, 11.1 min. total, 560.9 MB
demeaning_prong v18 653 games, 610630 moves, e=0.395, loss: 2.6, -, 22.8% elo% vs. gir, avg. reward: -4.247, 2.977 sec/game, 11.1 min. total, 560.8 MB
demeaning_prong v18 654 games, 612050 moves, e=0.394, loss: 3.3, -, 22.0% elo% vs. gir, avg. reward: -4.229, 2.965 sec/game, 11.2 min. total, 560.8 MB
demeaning_prong v18 655 games, 613493 moves, e=0.393, loss: 3.4, -, 21.3% elo% vs. gir, avg. reward: -4.214, 2.983 sec/game, 11.2 min. total, 561.4 MB
demeaning_prong v18 656 games, 615010 moves, e=0.391, loss: 4.0, -, 20.7% elo% vs. gir, avg. reward: -4.190, 2.996 sec/game, 11.3 min. total, 561.5 MB
demeaning_prong v18 657 games, 616526 moves, e=0.390, loss: 3.7, -, 20.1% elo% vs. gir, avg. reward: -4.169, 2.990 sec/game, 11.3 min. total, 561.5 MB
demeaning_prong v18 658 games, 618181 moves, e=0.388, loss: 3.6, -, 19.5% elo% vs. gir, avg. reward: -4.147, 3.033 sec/game, 11.4 min. total, 562.8 MB
demeaning_prong v18 659 games, 619679 moves, e=0.387, loss: 4.1, -, 18.9% elo% vs. gir, avg. reward: -4.134, 3.057 sec/game, 11.4 min. total, 563.1 MB
demeaning_prong v18 660 games, 621097 moves, e=0.385, loss: 3.7, ., 19.8% elo% vs. gir, avg. reward: -4.121, 3.082 sec/game, 11.5 min. total, 563.6 MB
demeaning_prong v18 661 games, 622864 moves, e=0.383, loss: 3.0, -, 19.2% elo% vs. gir, avg. reward: -4.091, 3.106 sec/game, 11.5 min. total, 569.4 MB
demeaning_prong v18 662 games, 624182 moves, e=0.382, loss: 3.1, -, 18.7% elo% vs. gir, avg. reward: -4.084, 3.094 sec/game, 11.6 min. total, 564.1 MB
demeaning_prong v18 663 games, 625530 moves, e=0.381, loss: 3.4, -, 18.2% elo% vs. gir, avg. reward: -4.081, 3.088 sec/game, 11.6 min. total, 564.5 MB
demeaning_prong v18 664 games, 627241 moves, e=0.379, loss: 3.1, -, 17.7% elo% vs. gir, avg. reward: -4.057, 3.137 sec/game, 11.7 min. total, 564.7 MB
demeaning_prong v18 665 games, 628724 moves, e=0.378, loss: 3.3, +, 20.0% elo% vs. gir, avg. reward: -4.045, 3.148 sec/game, 11.8 min. total, 564.8 MB
demeaning_prong v18 666 games, 630231 moves, e=0.376, loss: 3.7, -, 19.4% elo% vs. gir, avg. reward: -4.035, 3.140 sec/game, 11.8 min. total, 564.6 MB
demeaning_prong v18 667 games, 631892 moves, e=0.374, loss: 3.2, +, 21.8% elo% vs. gir, avg. reward: -4.026, 3.134 sec/game, 11.9 min. total, 566.2 MB
demeaning_prong v18 668 games, 633163 moves, e=0.373, loss: 3.2, +, 24.4% elo% vs. gir, avg. reward: -4.028, 3.129 sec/game, 11.9 min. total, 565.9 MB
demeaning_prong v18 669 games, 634669 moves, e=0.372, loss: 3.3, -, 23.6% elo% vs. gir, avg. reward: -4.019, 3.116 sec/game, 12.0 min. total, 565.6 MB
demeaning_prong v18 670 games, 636155 moves, e=0.370, loss: 3.5, -, 22.8% elo% vs. gir, avg. reward: -4.008, 3.113 sec/game, 12.0 min. total, 566.0 MB
demeaning_prong v18 671 games, 637677 moves, e=0.369, loss: 3.2, -, 22.1% elo% vs. gir, avg. reward: -4.005, 3.123 sec/game, 12.1 min. total, 566.3 MB
demeaning_prong v18 672 games, 639080 moves, e=0.367, loss: 3.5, -, 21.4% elo% vs. gir, avg. reward: -3.993, 3.119 sec/game, 12.1 min. total, 566.3 MB
demeaning_prong v18 673 games, 640407 moves, e=0.366, loss: 3.3, -, 20.7% elo% vs. gir, avg. reward: -3.984, 3.131 sec/game, 12.2 min. total, 566.6 MB
demeaning_prong v18 674 games, 642034 moves, e=0.364, loss: 3.7, -, 20.1% elo% vs. gir, avg. reward: -3.967, 3.146 sec/game, 12.2 min. total, 569.0 MB
demeaning_prong v18 675 games, 643620 moves, e=0.363, loss: 3.7, -, 19.5% elo% vs. gir, avg. reward: -3.953, 3.172 sec/game, 12.3 min. total, 568.9 MB
demeaning_prong v18 676 games, 645177 moves, e=0.361, loss: 3.4, -, 19.0% elo% vs. gir, avg. reward: -3.941, 3.173 sec/game, 12.3 min. total, 569.0 MB
demeaning_prong v18 677 games, 646818 moves, e=0.360, loss: 3.9, -, 18.4% elo% vs. gir, avg. reward: -3.930, 3.180 sec/game, 12.4 min. total, 568.9 MB
demeaning_prong v18 678 games, 648170 moves, e=0.358, loss: 3.8, +, 20.8% elo% vs. gir, avg. reward: -3.917, 3.148 sec/game, 12.4 min. total, 569.3 MB
demeaning_prong v18 679 games, 649737 moves, e=0.357, loss: 3.3, -, 20.2% elo% vs. gir, avg. reward: -3.907, 3.158 sec/game, 12.5 min. total, 569.2 MB
demeaning_prong v18 680 games, 651165 moves, e=0.355, loss: 4.0, -, 19.6% elo% vs. gir, avg. reward: -3.892, 3.157 sec/game, 12.5 min. total, 571.1 MB
demeaning_prong v18 681 games, 652730 moves, e=0.354, loss: 3.8, +, 22.0% elo% vs. gir, avg. reward: -3.873, 3.146 sec/game, 12.6 min. total, 571.3 MB
demeaning_prong v18 682 games, 654110 moves, e=0.352, loss: 4.1, ., 22.9% elo% vs. gir, avg. reward: -3.863, 3.154 sec/game, 12.6 min. total, 571.1 MB
demeaning_prong v18 683 games, 655673 moves, e=0.351, loss: 4.0, +, 25.5% elo% vs. gir, avg. reward: -3.853, 3.181 sec/game, 12.7 min. total, 571.5 MB
demeaning_prong v18 684 games, 657521 moves, e=0.349, loss: 4.2, -, 24.6% elo% vs. gir, avg. reward: -3.827, 3.178 sec/game, 12.8 min. total, 571.7 MB
demeaning_prong v18 685 games, 658876 moves, e=0.348, loss: 4.2, -, 23.8% elo% vs. gir, avg. reward: -3.819, 3.174 sec/game, 12.8 min. total, 572.0 MB
demeaning_prong v18 686 games, 660438 moves, e=0.346, loss: 4.2, +, 26.4% elo% vs. gir, avg. reward: -3.806, 3.178 sec/game, 12.9 min. total, 575.7 MB
demeaning_prong v18 687 games, 661820 moves, e=0.345, loss: 4.0, -, 25.5% elo% vs. gir, avg. reward: -3.799, 3.155 sec/game, 12.9 min. total, 574.4 MB
demeaning_prong v18 688 games, 663260 moves, e=0.343, loss: 3.6, -, 24.6% elo% vs. gir, avg. reward: -3.780, 3.170 sec/game, 13.0 min. total, 574.3 MB
demeaning_prong v18 689 games, 664801 moves, e=0.342, loss: 3.4, -, 23.8% elo% vs. gir, avg. reward: -3.768, 3.173 sec/game, 13.0 min. total, 576.2 MB
demeaning_prong v18 690 games, 666347 moves, e=0.340, loss: 3.1, ., 24.7% elo% vs. gir, avg. reward: -3.754, 3.182 sec/game, 13.1 min. total, 574.9 MB
demeaning_prong v18 691 games, 668059 moves, e=0.339, loss: 3.0, -, 23.8% elo% vs. gir, avg. reward: -3.732, 3.205 sec/game, 13.1 min. total, 576.0 MB
demeaning_prong v18 692 games, 669543 moves, e=0.337, loss: 2.9, -, 23.1% elo% vs. gir, avg. reward: -3.724, 3.202 sec/game, 13.2 min. total, 576.8 MB
demeaning_prong v18 693 games, 670992 moves, e=0.336, loss: 3.1, -, 22.3% elo% vs. gir, avg. reward: -3.719, 3.212 sec/game, 13.2 min. total, 577.1 MB
demeaning_prong v18 694 games, 672576 moves, e=0.334, loss: 3.4, +, 24.9% elo% vs. gir, avg. reward: -3.707, 3.208 sec/game, 13.3 min. total, 578.6 MB
demeaning_prong v18 695 games, 674270 moves, e=0.332, loss: 3.2, -, 24.0% elo% vs. gir, avg. reward: -3.689, 3.202 sec/game, 13.3 min. total, 577.4 MB
demeaning_prong v18 696 games, 675978 moves, e=0.331, loss: 3.3, -, 23.2% elo% vs. gir, avg. reward: -3.678, 3.224 sec/game, 13.4 min. total, 578.3 MB
demeaning_prong v18 697 games, 677713 moves, e=0.329, loss: 3.0, -, 22.5% elo% vs. gir, avg. reward: -3.666, 3.225 sec/game, 13.5 min. total, 580.2 MB
demeaning_prong v18 698 games, 679347 moves, e=0.327, loss: 2.8, -, 21.8% elo% vs. gir, avg. reward: -3.651, 3.257 sec/game, 13.5 min. total, 578.6 MB
demeaning_prong v18 699 games, 680658 moves, e=0.326, loss: 2.7, -, 21.1% elo% vs. gir, avg. reward: -3.647, 3.225 sec/game, 13.6 min. total, 579.0 MB
demeaning_prong v18 700 games, 682218 moves, e=0.325, loss: 2.6, -, 20.5% elo% vs. gir, avg. reward: -3.626, 3.234 sec/game, 13.6 min. total, 579.7 MB
demeaning_prong v19 701 games, 683655 moves, e=0.323, loss: 3.3, -, 47.7% elo% vs. gir, avg. reward: -3.618, 3.225 sec/game, 13.7 min. total, 579.5 MB
demeaning_prong v19 702 games, 685309 moves, e=0.322, loss: 3.2, -, 45.5% elo% vs. gir, avg. reward: -3.610, 3.238 sec/game, 13.7 min. total, 581.1 MB
demeaning_prong v19 703 games, 686967 moves, e=0.320, loss: 3.3, -, 43.4% elo% vs. gir, avg. reward: -3.599, 3.247 sec/game, 13.8 min. total, 583.2 MB
demeaning_prong v19 704 games, 688641 moves, e=0.318, loss: 3.6, -, 41.5% elo% vs. gir, avg. reward: -3.587, 3.247 sec/game, 13.8 min. total, 583.6 MB
demeaning_prong v19 705 games, 690420 moves, e=0.316, loss: 4.1, -, 39.6% elo% vs. gir, avg. reward: -3.570, 3.275 sec/game, 13.9 min. total, 582.2 MB
demeaning_prong v19 706 games, 691948 moves, e=0.315, loss: 3.9, +, 42.3% elo% vs. gir, avg. reward: -3.562, 3.275 sec/game, 14.0 min. total, 584.0 MB
demeaning_prong v19 707 games, 693416 moves, e=0.314, loss: 4.0, -, 40.4% elo% vs. gir, avg. reward: -3.551, 3.286 sec/game, 14.0 min. total, 582.7 MB
demeaning_prong v19 708 games, 695246 moves, e=0.312, loss: 4.0, -, 38.7% elo% vs. gir, avg. reward: -3.537, 3.317 sec/game, 14.1 min. total, 584.4 MB
demeaning_prong v19 709 games, 696846 moves, e=0.310, loss: 3.3, -, 37.0% elo% vs. gir, avg. reward: -3.530, 3.328 sec/game, 14.1 min. total, 586.6 MB
demeaning_prong v19 710 games, 698354 moves, e=0.309, loss: 3.1, -, 35.4% elo% vs. gir, avg. reward: -3.518, 3.321 sec/game, 14.2 min. total, 585.1 MB
demeaning_prong v19 711 games, 699987 moves, e=0.307, loss: 2.9, -, 33.9% elo% vs. gir, avg. reward: -3.507, 3.319 sec/game, 14.2 min. total, 585.4 MB
demeaning_prong v19 712 games, 701522 moves, e=0.305, loss: 2.9, -, 32.5% elo% vs. gir, avg. reward: -3.498, 3.321 sec/game, 14.3 min. total, 585.0 MB
demeaning_prong v19 713 games, 703173 moves, e=0.304, loss: 2.8, -, 31.2% elo% vs. gir, avg. reward: -3.478, 3.332 sec/game, 14.3 min. total, 586.7 MB
demeaning_prong v19 714 games, 704776 moves, e=0.302, loss: 2.5, -, 30.0% elo% vs. gir, avg. reward: -3.456, 3.346 sec/game, 14.4 min. total, 584.6 MB
demeaning_prong v19 715 games, 706412 moves, e=0.301, loss: 2.5, +, 32.8% elo% vs. gir, avg. reward: -3.447, 3.336 sec/game, 14.5 min. total, 586.1 MB
demeaning_prong v19 716 games, 708031 moves, e=0.299, loss: 2.9, -, 31.5% elo% vs. gir, avg. reward: -3.438, 3.325 sec/game, 14.5 min. total, 586.5 MB
demeaning_prong v19 717 games, 709687 moves, e=0.297, loss: 2.7, +, 34.3% elo% vs. gir, avg. reward: -3.429, 3.327 sec/game, 14.6 min. total, 586.4 MB
demeaning_prong v19 718 games, 711351 moves, e=0.296, loss: 2.7, +, 37.0% elo% vs. gir, avg. reward: -3.415, 3.328 sec/game, 14.6 min. total, 586.4 MB
demeaning_prong v19 719 games, 713253 moves, e=0.294, loss: 2.4, -, 35.5% elo% vs. gir, avg. reward: -3.384, 3.383 sec/game, 14.7 min. total, 586.9 MB
demeaning_prong v19 720 games, 714787 moves, e=0.292, loss: 2.9, +, 38.2% elo% vs. gir, avg. reward: -3.371, 3.391 sec/game, 14.7 min. total, 588.9 MB
demeaning_prong v19 721 games, 716265 moves, e=0.291, loss: 3.1, +, 41.0% elo% vs. gir, avg. reward: -3.369, 3.378 sec/game, 14.8 min. total, 587.4 MB
demeaning_prong v19 722 games, 717839 moves, e=0.289, loss: 3.4, +, 43.6% elo% vs. gir, avg. reward: -3.365, 3.388 sec/game, 14.9 min. total, 588.8 MB
demeaning_prong v19 723 games, 719484 moves, e=0.288, loss: 3.5, -, 41.6% elo% vs. gir, avg. reward: -3.354, 3.378 sec/game, 14.9 min. total, 587.5 MB
demeaning_prong v19 724 games, 721209 moves, e=0.286, loss: 3.4, -, 39.8% elo% vs. gir, avg. reward: -3.340, 3.376 sec/game, 15.0 min. total, 588.3 MB
demeaning_prong v19 725 games, 723071 moves, e=0.284, loss: 3.0, -, 38.0% elo% vs. gir, avg. reward: -3.320, 3.385 sec/game, 15.0 min. total, 589.6 MB
demeaning_prong v19 726 games, 724830 moves, e=0.282, loss: 3.5, -, 36.4% elo% vs. gir, avg. reward: -3.307, 3.407 sec/game, 15.1 min. total, 589.5 MB
demeaning_prong v19 727 games, 726491 moves, e=0.281, loss: 3.3, -, 34.9% elo% vs. gir, avg. reward: -3.291, 3.419 sec/game, 15.1 min. total, 589.8 MB
demeaning_prong v19 728 games, 728161 moves, e=0.279, loss: 3.4, -, 33.4% elo% vs. gir, avg. reward: -3.277, 3.407 sec/game, 15.2 min. total, 590.1 MB
demeaning_prong v19 729 games, 729575 moves, e=0.278, loss: 3.3, -, 32.1% elo% vs. gir, avg. reward: -3.276, 3.383 sec/game, 15.3 min. total, 590.2 MB
demeaning_prong v19 730 games, 731249 moves, e=0.276, loss: 3.6, -, 30.8% elo% vs. gir, avg. reward: -3.263, 3.403 sec/game, 15.3 min. total, 592.0 MB
demeaning_prong v19 731 games, 732847 moves, e=0.274, loss: 4.0, +, 33.6% elo% vs. gir, avg. reward: -3.257, 3.399 sec/game, 15.4 min. total, 593.4 MB
demeaning_prong v19 732 games, 734771 moves, e=0.273, loss: 3.9, -, 32.2% elo% vs. gir, avg. reward: -3.239, 3.437 sec/game, 15.4 min. total, 592.5 MB
demeaning_prong v19 733 games, 736745 moves, e=0.271, loss: 3.6, -, 30.9% elo% vs. gir, avg. reward: -3.227, 3.463 sec/game, 15.5 min. total, 593.3 MB
demeaning_prong v19 734 games, 738873 moves, e=0.269, loss: 3.5, -, 29.7% elo% vs. gir, avg. reward: -3.210, 3.507 sec/game, 15.6 min. total, 595.0 MB
demeaning_prong v19 735 games, 740504 moves, e=0.267, loss: 2.8, -, 28.6% elo% vs. gir, avg. reward: -3.193, 3.516 sec/game, 15.6 min. total, 595.6 MB
demeaning_prong v19 736 games, 742276 moves, e=0.265, loss: 3.3, -, 27.5% elo% vs. gir, avg. reward: -3.178, 3.531 sec/game, 15.7 min. total, 598.2 MB
demeaning_prong v19 737 games, 744061 moves, e=0.263, loss: 3.1, +, 30.3% elo% vs. gir, avg. reward: -3.169, 3.537 sec/game, 15.8 min. total, 597.4 MB
demeaning_prong v19 738 games, 745867 moves, e=0.262, loss: 3.2, +, 33.1% elo% vs. gir, avg. reward: -3.148, 3.559 sec/game, 15.8 min. total, 598.9 MB
demeaning_prong v19 739 games, 747733 moves, e=0.260, loss: 2.8, -, 31.7% elo% vs. gir, avg. reward: -3.132, 3.557 sec/game, 15.9 min. total, 597.8 MB
demeaning_prong v19 740 games, 749573 moves, e=0.258, loss: 3.3, -, 30.5% elo% vs. gir, avg. reward: -3.110, 3.583 sec/game, 15.9 min. total, 597.0 MB
demeaning_prong v19 741 games, 751459 moves, e=0.256, loss: 3.2, -, 29.3% elo% vs. gir, avg. reward: -3.096, 3.619 sec/game, 16.0 min. total, 597.8 MB
demeaning_prong v19 742 games, 753259 moves, e=0.254, loss: 2.7, +, 32.1% elo% vs. gir, avg. reward: -3.087, 3.631 sec/game, 16.1 min. total, 597.9 MB
demeaning_prong v19 743 games, 755247 moves, e=0.252, loss: 3.0, -, 30.8% elo% vs. gir, avg. reward: -3.070, 3.672 sec/game, 16.1 min. total, 598.9 MB
demeaning_prong v19 744 games, 757014 moves, e=0.251, loss: 3.1, ., 31.5% elo% vs. gir, avg. reward: -3.053, 3.677 sec/game, 16.2 min. total, 599.0 MB
demeaning_prong v19 745 games, 759038 moves, e=0.249, loss: 3.4, -, 30.3% elo% vs. gir, avg. reward: -3.036, 3.692 sec/game, 16.3 min. total, 599.3 MB
demeaning_prong v19 746 games, 761000 moves, e=0.247, loss: 3.6, -, 29.1% elo% vs. gir, avg. reward: -3.026, 3.715 sec/game, 16.3 min. total, 601.8 MB
demeaning_prong v19 747 games, 762539 moves, e=0.245, loss: 3.2, -, 28.0% elo% vs. gir, avg. reward: -3.030, 3.711 sec/game, 16.4 min. total, 601.5 MB
demeaning_prong v19 748 games, 764533 moves, e=0.243, loss: 3.0, -, 27.0% elo% vs. gir, avg. reward: -3.012, 3.737 sec/game, 16.4 min. total, 601.8 MB
demeaning_prong v19 749 games, 766420 moves, e=0.241, loss: 3.1, +, 29.7% elo% vs. gir, avg. reward: -3.003, 3.783 sec/game, 16.5 min. total, 601.1 MB
demeaning_prong v19 750 games, 768405 moves, e=0.239, loss: 3.3, ., 30.5% elo% vs. gir, avg. reward: -2.992, 3.817 sec/game, 16.6 min. total, 601.6 MB
demeaning_prong v19 751 games, 770043 moves, e=0.238, loss: 3.1, -, 29.4% elo% vs. gir, avg. reward: -2.983, 3.803 sec/game, 16.6 min. total, 603.3 MB
demeaning_prong v19 752 games, 771972 moves, e=0.236, loss: 3.1, ., 30.1% elo% vs. gir, avg. reward: -2.975, 3.812 sec/game, 16.7 min. total, 602.7 MB
demeaning_prong v19 753 games, 773686 moves, e=0.234, loss: 3.1, +, 32.9% elo% vs. gir, avg. reward: -2.965, 3.786 sec/game, 16.8 min. total, 603.9 MB
demeaning_prong v19 754 games, 775821 moves, e=0.232, loss: 3.1, -, 31.6% elo% vs. gir, avg. reward: -2.947, 3.786 sec/game, 16.8 min. total, 603.7 MB
demeaning_prong v19 755 games, 777592 moves, e=0.230, loss: 3.4, -, 30.4% elo% vs. gir, avg. reward: -2.940, 3.794 sec/game, 16.9 min. total, 604.2 MB
demeaning_prong v19 756 games, 779422 moves, e=0.228, loss: 3.3, -, 29.2% elo% vs. gir, avg. reward: -2.934, 3.801 sec/game, 17.0 min. total, 605.4 MB
demeaning_prong v19 757 games, 781422 moves, e=0.226, loss: 3.9, -, 28.1% elo% vs. gir, avg. reward: -2.921, 3.816 sec/game, 17.0 min. total, 606.5 MB
demeaning_prong v19 758 games, 783323 moves, e=0.225, loss: 3.8, +, 30.8% elo% vs. gir, avg. reward: -2.915, 3.831 sec/game, 17.1 min. total, 607.8 MB
demeaning_prong v19 759 games, 785280 moves, e=0.223, loss: 3.6, -, 29.6% elo% vs. gir, avg. reward: -2.903, 3.850 sec/game, 17.2 min. total, 607.9 MB
demeaning_prong v19 760 games, 787431 moves, e=0.220, loss: 3.2, -, 28.5% elo% vs. gir, avg. reward: -2.883, 3.864 sec/game, 17.2 min. total, 606.5 MB
demeaning_prong v19 761 games, 789573 moves, e=0.218, loss: 2.8, +, 31.3% elo% vs. gir, avg. reward: -2.873, 3.896 sec/game, 17.3 min. total, 609.1 MB
demeaning_prong v19 762 games, 791541 moves, e=0.216, loss: 2.9, -, 30.0% elo% vs. gir, avg. reward: -2.856, 3.909 sec/game, 17.4 min. total, 610.2 MB
demeaning_prong v19 763 games, 793637 moves, e=0.214, loss: 2.9, -, 28.9% elo% vs. gir, avg. reward: -2.838, 3.922 sec/game, 17.4 min. total, 610.8 MB
demeaning_prong v19 764 games, 795458 moves, e=0.212, loss: 3.3, -, 27.8% elo% vs. gir, avg. reward: -2.832, 3.921 sec/game, 17.5 min. total, 610.9 MB
demeaning_prong v19 765 games, 797394 moves, e=0.211, loss: 3.3, -, 26.8% elo% vs. gir, avg. reward: -2.820, 3.936 sec/game, 17.6 min. total, 610.5 MB
demeaning_prong v19 766 games, 799616 moves, e=0.208, loss: 3.4, -, 25.8% elo% vs. gir, avg. reward: -2.803, 3.960 sec/game, 17.6 min. total, 610.9 MB
demeaning_prong v19 767 games, 801757 moves, e=0.206, loss: 3.5, -, 24.9% elo% vs. gir, avg. reward: -2.793, 4.005 sec/game, 17.7 min. total, 612.8 MB
demeaning_prong v19 768 games, 803951 moves, e=0.204, loss: 3.4, -, 24.1% elo% vs. gir, avg. reward: -2.772, 4.029 sec/game, 17.8 min. total, 614.0 MB
demeaning_prong v19 769 games, 806074 moves, e=0.202, loss: 2.7, -, 23.3% elo% vs. gir, avg. reward: -2.757, 4.053 sec/game, 17.9 min. total, 614.1 MB
demeaning_prong v19 770 games, 808133 moves, e=0.200, loss: 2.3, -, 22.5% elo% vs. gir, avg. reward: -2.745, 4.054 sec/game, 17.9 min. total, 614.4 MB
demeaning_prong v19 771 games, 810105 moves, e=0.198, loss: 2.5, +, 25.1% elo% vs. gir, avg. reward: -2.733, 4.091 sec/game, 18.0 min. total, 614.6 MB
demeaning_prong v19 772 games, 812344 moves, e=0.196, loss: 2.8, -, 24.3% elo% vs. gir, avg. reward: -2.714, 4.116 sec/game, 18.1 min. total, 616.2 MB
demeaning_prong v19 773 games, 814489 moves, e=0.194, loss: 2.5, -, 23.4% elo% vs. gir, avg. reward: -2.695, 4.164 sec/game, 18.1 min. total, 616.2 MB
demeaning_prong v19 774 games, 816673 moves, e=0.191, loss: 2.5, -, 22.7% elo% vs. gir, avg. reward: -2.683, 4.165 sec/game, 18.2 min. total, 618.4 MB
demeaning_prong v19 775 games, 818591 moves, e=0.190, loss: 2.3, -, 22.0% elo% vs. gir, avg. reward: -2.674, 4.181 sec/game, 18.3 min. total, 619.3 MB
demeaning_prong v19 776 games, 820524 moves, e=0.188, loss: 2.7, +, 24.5% elo% vs. gir, avg. reward: -2.661, 4.182 sec/game, 18.4 min. total, 618.8 MB
demeaning_prong v19 777 games, 822685 moves, e=0.186, loss: 2.5, -, 23.7% elo% vs. gir, avg. reward: -2.648, 4.206 sec/game, 18.4 min. total, 621.6 MB
