nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v27 2362 games, 1773149 moves, e=0.824, loss: 3.2, -, 8.9% elo% vs. gir, avg. reward: -7.459, 1.628 sec/game, 50.5 min. total, 899.6 MB
nutcase_devalue v27 2363 games, 1773955 moves, e=0.824, loss: 2.9, -, 8.8% elo% vs. gir, avg. reward: -7.454, 1.611 sec/game, 50.5 min. total, 899.8 MB
nutcase_devalue v27 2364 games, 1774948 moves, e=0.824, loss: 2.8, -, 8.6% elo% vs. gir, avg. reward: -7.440, 1.627 sec/game, 50.5 min. total, 899.7 MB
nutcase_devalue v27 2365 games, 1775769 moves, e=0.824, loss: 2.7, -, 8.5% elo% vs. gir, avg. reward: -7.434, 1.625 sec/game, 50.6 min. total, 899.7 MB
nutcase_devalue v27 2366 games, 1776591 moves, e=0.824, loss: 2.7, -, 8.4% elo% vs. gir, avg. reward: -7.444, 1.623 sec/game, 50.6 min. total, 899.9 MB
nutcase_devalue v27 2367 games, 1777626 moves, e=0.824, loss: 2.7, -, 8.3% elo% vs. gir, avg. reward: -7.433, 1.633 sec/game, 50.6 min. total, 899.7 MB
nutcase_devalue v27 2368 games, 1778586 moves, e=0.824, loss: 2.7, -, 8.1% elo% vs. gir, avg. reward: -7.405, 1.649 sec/game, 50.6 min. total, 899.8 MB
nutcase_devalue v27 2369 games, 1779525 moves, e=0.824, loss: 2.8, -, 8.0% elo% vs. gir, avg. reward: -7.392, 1.664 sec/game, 50.7 min. total, 900.2 MB
nutcase_devalue v27 2370 games, 1780404 moves, e=0.824, loss: 3.2, -, 7.9% elo% vs. gir, avg. reward: -7.391, 1.674 sec/game, 50.7 min. total, 902.4 MB
nutcase_devalue v27 2371 games, 1781217 moves, e=0.824, loss: 2.9, -, 7.8% elo% vs. gir, avg. reward: -7.409, 1.680 sec/game, 50.7 min. total, 903.0 MB
nutcase_devalue v27 2372 games, 1782048 moves, e=0.824, loss: 2.7, -, 7.7% elo% vs. gir, avg. reward: -7.399, 1.679 sec/game, 50.8 min. total, 902.0 MB
nutcase_devalue v27 2373 games, 1782960 moves, e=0.823, loss: 2.9, -, 7.6% elo% vs. gir, avg. reward: -7.391, 1.688 sec/game, 50.8 min. total, 904.2 MB
nutcase_devalue v27 2374 games, 1783842 moves, e=0.823, loss: 2.6, -, 7.5% elo% vs. gir, avg. reward: -7.371, 1.691 sec/game, 50.8 min. total, 902.2 MB
nutcase_devalue v27 2375 games, 1784681 moves, e=0.823, loss: 2.5, -, 7.4% elo% vs. gir, avg. reward: -7.355, 1.690 sec/game, 50.8 min. total, 902.0 MB
nutcase_devalue v27 2376 games, 1785534 moves, e=0.823, loss: 2.8, -, 7.3% elo% vs. gir, avg. reward: -7.352, 1.703 sec/game, 50.9 min. total, 904.5 MB
nutcase_devalue v27 2377 games, 1786265 moves, e=0.823, loss: 3.1, -, 7.2% elo% vs. gir, avg. reward: -7.360, 1.705 sec/game, 50.9 min. total, 902.2 MB
nutcase_devalue v27 2378 games, 1787102 moves, e=0.823, loss: 2.8, -, 7.2% elo% vs. gir, avg. reward: -7.354, 1.702 sec/game, 50.9 min. total, 902.6 MB
nutcase_devalue v27 2379 games, 1787907 moves, e=0.823, loss: 2.9, -, 7.1% elo% vs. gir, avg. reward: -7.345, 1.708 sec/game, 51.0 min. total, 903.3 MB
nutcase_devalue v27 2380 games, 1788734 moves, e=0.823, loss: 3.2, -, 7.0% elo% vs. gir, avg. reward: -7.362, 1.699 sec/game, 51.0 min. total, 903.3 MB
nutcase_devalue v27 2381 games, 1789529 moves, e=0.823, loss: 3.1, -, 6.9% elo% vs. gir, avg. reward: -7.366, 1.700 sec/game, 51.0 min. total, 903.9 MB
nutcase_devalue v27 2382 games, 1790319 moves, e=0.823, loss: 3.2, -, 6.8% elo% vs. gir, avg. reward: -7.379, 1.699 sec/game, 51.0 min. total, 903.9 MB
nutcase_devalue v27 2383 games, 1791103 moves, e=0.823, loss: 3.5, -, 6.7% elo% vs. gir, avg. reward: -7.379, 1.690 sec/game, 51.1 min. total, 906.1 MB
nutcase_devalue v27 2384 games, 1791917 moves, e=0.823, loss: 3.1, -, 6.7% elo% vs. gir, avg. reward: -7.378, 1.686 sec/game, 51.1 min. total, 906.5 MB
nutcase_devalue v27 2385 games, 1792798 moves, e=0.823, loss: 3.2, -, 6.6% elo% vs. gir, avg. reward: -7.374, 1.688 sec/game, 51.1 min. total, 904.1 MB
nutcase_devalue v27 2386 games, 1793688 moves, e=0.822, loss: 3.0, -, 6.5% elo% vs. gir, avg. reward: -7.360, 1.703 sec/game, 51.1 min. total, 904.4 MB
nutcase_devalue v27 2387 games, 1794668 moves, e=0.822, loss: 3.1, -, 6.4% elo% vs. gir, avg. reward: -7.353, 1.693 sec/game, 51.2 min. total, 906.7 MB
nutcase_devalue v27 2388 games, 1795584 moves, e=0.822, loss: 3.3, -, 6.4% elo% vs. gir, avg. reward: -7.348, 1.694 sec/game, 51.2 min. total, 906.3 MB
nutcase_devalue v27 2389 games, 1796521 moves, e=0.822, loss: 2.8, -, 6.3% elo% vs. gir, avg. reward: -7.348, 1.691 sec/game, 51.2 min. total, 906.4 MB
nutcase_devalue v27 2390 games, 1797426 moves, e=0.822, loss: 2.5, -, 6.2% elo% vs. gir, avg. reward: -7.332, 1.692 sec/game, 51.3 min. total, 906.6 MB
nutcase_devalue v27 2391 games, 1798203 moves, e=0.822, loss: 2.7, -, 6.2% elo% vs. gir, avg. reward: -7.344, 1.687 sec/game, 51.3 min. total, 906.3 MB
nutcase_devalue v27 2392 games, 1798979 moves, e=0.822, loss: 2.8, -, 6.1% elo% vs. gir, avg. reward: -7.347, 1.677 sec/game, 51.3 min. total, 906.8 MB
nutcase_devalue v27 2393 games, 1799805 moves, e=0.822, loss: 2.7, -, 6.0% elo% vs. gir, avg. reward: -7.326, 1.656 sec/game, 51.3 min. total, 907.0 MB
nutcase_devalue v27 2394 games, 1800536 moves, e=0.822, loss: 2.7, -, 6.0% elo% vs. gir, avg. reward: -7.341, 1.642 sec/game, 51.4 min. total, 907.8 MB
nutcase_devalue v27 2395 games, 1801334 moves, e=0.822, loss: 3.0, -, 5.9% elo% vs. gir, avg. reward: -7.344, 1.644 sec/game, 51.4 min. total, 908.4 MB
nutcase_devalue v27 2396 games, 1802183 moves, e=0.822, loss: 2.9, -, 5.8% elo% vs. gir, avg. reward: -7.337, 1.644 sec/game, 51.4 min. total, 908.5 MB
nutcase_devalue v27 2397 games, 1803075 moves, e=0.821, loss: 3.1, -, 5.8% elo% vs. gir, avg. reward: -7.317, 1.655 sec/game, 51.5 min. total, 908.3 MB
nutcase_devalue v27 2398 games, 1803929 moves, e=0.821, loss: 2.7, -, 5.7% elo% vs. gir, avg. reward: -7.291, 1.665 sec/game, 51.5 min. total, 908.7 MB
nutcase_devalue v27 2399 games, 1804790 moves, e=0.821, loss: 3.0, -, 5.7% elo% vs. gir, avg. reward: -7.276, 1.656 sec/game, 51.5 min. total, 909.1 MB
nutcase_devalue v27 2400 games, 1805575 moves, e=0.821, loss: 3.3, -, 5.6% elo% vs. gir, avg. reward: -7.259, 1.659 sec/game, 51.5 min. total, 909.1 MB
nutcase_devalue v28 2401 games, 1806405 moves, e=0.821, loss: 3.2, -, 47.7% elo% vs. gir, avg. reward: -7.261, 1.661 sec/game, 51.6 min. total, 909.3 MB
nutcase_devalue v28 2402 games, 1807218 moves, e=0.821, loss: 3.1, -, 45.5% elo% vs. gir, avg. reward: -7.241, 1.659 sec/game, 51.6 min. total, 912.4 MB
nutcase_devalue v28 2403 games, 1808020 moves, e=0.821, loss: 3.5, -, 43.4% elo% vs. gir, avg. reward: -7.245, 1.668 sec/game, 51.6 min. total, 911.0 MB
nutcase_devalue v28 2404 games, 1808845 moves, e=0.821, loss: 3.4, -, 41.5% elo% vs. gir, avg. reward: -7.243, 1.658 sec/game, 51.6 min. total, 911.3 MB
nutcase_devalue v28 2405 games, 1809629 moves, e=0.821, loss: 3.0, -, 39.6% elo% vs. gir, avg. reward: -7.248, 1.650 sec/game, 51.7 min. total, 910.9 MB
nutcase_devalue v28 2406 games, 1810319 moves, e=0.821, loss: 3.1, -, 37.9% elo% vs. gir, avg. reward: -7.261, 1.636 sec/game, 51.7 min. total, 910.9 MB
nutcase_devalue v28 2407 games, 1811215 moves, e=0.821, loss: 3.1, -, 36.3% elo% vs. gir, avg. reward: -7.254, 1.635 sec/game, 51.7 min. total, 911.4 MB
nutcase_devalue v28 2408 games, 1812106 moves, e=0.821, loss: 3.1, -, 34.8% elo% vs. gir, avg. reward: -7.260, 1.621 sec/game, 51.8 min. total, 911.0 MB
nutcase_devalue v28 2409 games, 1812922 moves, e=0.821, loss: 3.5, -, 33.3% elo% vs. gir, avg. reward: -7.246, 1.615 sec/game, 51.8 min. total, 911.2 MB
nutcase_devalue v28 2410 games, 1813756 moves, e=0.820, loss: 3.8, -, 32.0% elo% vs. gir, avg. reward: -7.236, 1.605 sec/game, 51.8 min. total, 913.4 MB
nutcase_devalue v28 2411 games, 1814475 moves, e=0.820, loss: 3.9, -, 30.7% elo% vs. gir, avg. reward: -7.253, 1.605 sec/game, 51.8 min. total, 912.1 MB
nutcase_devalue v28 2412 games, 1815261 moves, e=0.820, loss: 3.8, -, 29.5% elo% vs. gir, avg. reward: -7.259, 1.608 sec/game, 51.9 min. total, 913.0 MB
nutcase_devalue v28 2413 games, 1816118 moves, e=0.820, loss: 3.5, -, 28.4% elo% vs. gir, avg. reward: -7.262, 1.619 sec/game, 51.9 min. total, 913.3 MB
nutcase_devalue v28 2414 games, 1816910 moves, e=0.820, loss: 3.3, -, 27.3% elo% vs. gir, avg. reward: -7.272, 1.622 sec/game, 51.9 min. total, 913.2 MB
nutcase_devalue v28 2415 games, 1817718 moves, e=0.820, loss: 3.5, -, 26.4% elo% vs. gir, avg. reward: -7.277, 1.624 sec/game, 51.9 min. total, 912.8 MB
nutcase_devalue v28 2416 games, 1818491 moves, e=0.820, loss: 3.9, -, 25.4% elo% vs. gir, avg. reward: -7.292, 1.611 sec/game, 52.0 min. total, 913.3 MB
nutcase_devalue v28 2417 games, 1819279 moves, e=0.820, loss: 4.2, -, 24.5% elo% vs. gir, avg. reward: -7.287, 1.609 sec/game, 52.0 min. total, 913.2 MB
nutcase_devalue v28 2418 games, 1820059 moves, e=0.820, loss: 3.9, -, 23.7% elo% vs. gir, avg. reward: -7.293, 1.599 sec/game, 52.0 min. total, 913.2 MB
nutcase_devalue v28 2419 games, 1821033 moves, e=0.820, loss: 3.7, -, 22.9% elo% vs. gir, avg. reward: -7.275, 1.613 sec/game, 52.0 min. total, 913.6 MB
nutcase_devalue v28 2420 games, 1821938 moves, e=0.820, loss: 3.6, -, 22.2% elo% vs. gir, avg. reward: -7.256, 1.615 sec/game, 52.1 min. total, 914.5 MB
nutcase_devalue v28 2421 games, 1822774 moves, e=0.820, loss: 3.2, -, 21.5% elo% vs. gir, avg. reward: -7.253, 1.630 sec/game, 52.1 min. total, 914.8 MB
nutcase_devalue v28 2422 games, 1823815 moves, e=0.819, loss: 3.4, -, 20.8% elo% vs. gir, avg. reward: -7.234, 1.654 sec/game, 52.1 min. total, 914.7 MB
nutcase_devalue v28 2423 games, 1824595 moves, e=0.819, loss: 3.0, -, 20.2% elo% vs. gir, avg. reward: -7.242, 1.646 sec/game, 52.2 min. total, 914.7 MB
nutcase_devalue v28 2424 games, 1825405 moves, e=0.819, loss: 3.0, -, 19.6% elo% vs. gir, avg. reward: -7.249, 1.645 sec/game, 52.2 min. total, 914.7 MB
nutcase_devalue v28 2425 games, 1826243 moves, e=0.819, loss: 2.6, -, 19.1% elo% vs. gir, avg. reward: -7.255, 1.651 sec/game, 52.2 min. total, 914.6 MB
nutcase_devalue v28 2426 games, 1827200 moves, e=0.819, loss: 2.8, -, 18.5% elo% vs. gir, avg. reward: -7.237, 1.674 sec/game, 52.3 min. total, 914.9 MB
nutcase_devalue v28 2427 games, 1828053 moves, e=0.819, loss: 2.5, -, 18.0% elo% vs. gir, avg. reward: -7.245, 1.666 sec/game, 52.3 min. total, 915.3 MB
nutcase_devalue v28 2428 games, 1828787 moves, e=0.819, loss: 2.4, -, 17.5% elo% vs. gir, avg. reward: -7.260, 1.654 sec/game, 52.3 min. total, 915.6 MB
nutcase_devalue v28 2429 games, 1829708 moves, e=0.819, loss: 2.5, -, 17.1% elo% vs. gir, avg. reward: -7.246, 1.660 sec/game, 52.3 min. total, 916.3 MB
nutcase_devalue v28 2430 games, 1830547 moves, e=0.819, loss: 2.4, -, 16.6% elo% vs. gir, avg. reward: -7.243, 1.667 sec/game, 52.4 min. total, 916.2 MB
nutcase_devalue v28 2431 games, 1831388 moves, e=0.819, loss: 2.2, -, 16.2% elo% vs. gir, avg. reward: -7.235, 1.670 sec/game, 52.4 min. total, 916.2 MB
nutcase_devalue v28 2432 games, 1832270 moves, e=0.819, loss: 2.2, -, 15.8% elo% vs. gir, avg. reward: -7.229, 1.680 sec/game, 52.4 min. total, 919.1 MB
nutcase_devalue v28 2433 games, 1833161 moves, e=0.819, loss: 2.3, -, 15.4% elo% vs. gir, avg. reward: -7.216, 1.680 sec/game, 52.4 min. total, 916.8 MB
nutcase_devalue v28 2434 games, 1833993 moves, e=0.818, loss: 2.5, -, 15.1% elo% vs. gir, avg. reward: -7.226, 1.689 sec/game, 52.5 min. total, 916.8 MB
nutcase_devalue v28 2435 games, 1834740 moves, e=0.818, loss: 2.8, -, 14.7% elo% vs. gir, avg. reward: -7.225, 1.674 sec/game, 52.5 min. total, 917.0 MB
nutcase_devalue v28 2436 games, 1835476 moves, e=0.818, loss: 3.0, -, 14.4% elo% vs. gir, avg. reward: -7.238, 1.674 sec/game, 52.5 min. total, 918.4 MB
nutcase_devalue v28 2437 games, 1836217 moves, e=0.818, loss: 3.2, -, 14.0% elo% vs. gir, avg. reward: -7.246, 1.665 sec/game, 52.5 min. total, 920.1 MB
nutcase_devalue v28 2438 games, 1836927 moves, e=0.818, loss: 3.4, -, 13.7% elo% vs. gir, avg. reward: -7.263, 1.659 sec/game, 52.6 min. total, 921.8 MB
nutcase_devalue v28 2439 games, 1837684 moves, e=0.818, loss: 3.5, -, 13.4% elo% vs. gir, avg. reward: -7.278, 1.643 sec/game, 52.6 min. total, 919.8 MB
nutcase_devalue v28 2440 games, 1838555 moves, e=0.818, loss: 3.2, -, 13.1% elo% vs. gir, avg. reward: -7.275, 1.643 sec/game, 52.6 min. total, 919.6 MB
nutcase_devalue v28 2441 games, 1839265 moves, e=0.818, loss: 3.1, -, 12.9% elo% vs. gir, avg. reward: -7.298, 1.625 sec/game, 52.6 min. total, 919.5 MB
nutcase_devalue v28 2442 games, 1840107 moves, e=0.818, loss: 3.0, -, 12.6% elo% vs. gir, avg. reward: -7.304, 1.600 sec/game, 52.7 min. total, 919.3 MB
nutcase_devalue v28 2443 games, 1840865 moves, e=0.818, loss: 2.8, -, 12.4% elo% vs. gir, avg. reward: -7.325, 1.598 sec/game, 52.7 min. total, 919.6 MB
nutcase_devalue v28 2444 games, 1841650 moves, e=0.818, loss: 2.4, -, 12.1% elo% vs. gir, avg. reward: -7.316, 1.598 sec/game, 52.7 min. total, 919.4 MB
nutcase_devalue v28 2445 games, 1842519 moves, e=0.818, loss: 2.6, -, 11.9% elo% vs. gir, avg. reward: -7.322, 1.600 sec/game, 52.8 min. total, 920.1 MB
nutcase_devalue v28 2446 games, 1843405 moves, e=0.818, loss: 2.3, -, 11.7% elo% vs. gir, avg. reward: -7.317, 1.589 sec/game, 52.8 min. total, 921.7 MB
nutcase_devalue v28 2447 games, 1844176 moves, e=0.817, loss: 2.6, -, 11.4% elo% vs. gir, avg. reward: -7.331, 1.590 sec/game, 52.8 min. total, 921.4 MB
nutcase_devalue v28 2448 games, 1845045 moves, e=0.817, loss: 2.5, -, 11.2% elo% vs. gir, avg. reward: -7.329, 1.601 sec/game, 52.8 min. total, 921.7 MB
nutcase_devalue v28 2449 games, 1845976 moves, e=0.817, loss: 2.8, -, 11.0% elo% vs. gir, avg. reward: -7.309, 1.602 sec/game, 52.9 min. total, 921.6 MB
nutcase_devalue v28 2450 games, 1846785 moves, e=0.817, loss: 2.6, -, 10.8% elo% vs. gir, avg. reward: -7.312, 1.604 sec/game, 52.9 min. total, 921.9 MB
nutcase_devalue v28 2451 games, 1847640 moves, e=0.817, loss: 2.8, -, 10.6% elo% vs. gir, avg. reward: -7.298, 1.602 sec/game, 52.9 min. total, 921.5 MB
nutcase_devalue v28 2452 games, 1848379 moves, e=0.817, loss: 3.0, -, 10.4% elo% vs. gir, avg. reward: -7.314, 1.589 sec/game, 52.9 min. total, 921.9 MB
nutcase_devalue v28 2453 games, 1849142 moves, e=0.817, loss: 3.4, -, 10.3% elo% vs. gir, avg. reward: -7.325, 1.577 sec/game, 53.0 min. total, 921.6 MB
nutcase_devalue v28 2454 games, 1850077 moves, e=0.817, loss: 3.5, -, 10.1% elo% vs. gir, avg. reward: -7.319, 1.578 sec/game, 53.0 min. total, 922.2 MB
nutcase_devalue v28 2455 games, 1850706 moves, e=0.817, loss: 3.3, -, 9.9% elo% vs. gir, avg. reward: -7.342, 1.576 sec/game, 53.0 min. total, 925.4 MB
nutcase_devalue v28 2456 games, 1851697 moves, e=0.817, loss: 3.3, -, 9.8% elo% vs. gir, avg. reward: -7.317, 1.599 sec/game, 53.1 min. total, 922.9 MB
nutcase_devalue v28 2457 games, 1852466 moves, e=0.817, loss: 3.5, -, 9.6% elo% vs. gir, avg. reward: -7.317, 1.600 sec/game, 53.1 min. total, 923.4 MB
nutcase_devalue v28 2458 games, 1853248 moves, e=0.817, loss: 3.4, -, 9.5% elo% vs. gir, avg. reward: -7.315, 1.604 sec/game, 53.1 min. total, 923.6 MB
nutcase_devalue v28 2459 games, 1854072 moves, e=0.816, loss: 3.6, -, 9.3% elo% vs. gir, avg. reward: -7.317, 1.607 sec/game, 53.1 min. total, 923.5 MB
nutcase_devalue v28 2460 games, 1854892 moves, e=0.816, loss: 3.2, -, 9.2% elo% vs. gir, avg. reward: -7.327, 1.605 sec/game, 53.2 min. total, 923.5 MB
nutcase_devalue v28 2461 games, 1855693 moves, e=0.816, loss: 3.4, -, 9.0% elo% vs. gir, avg. reward: -7.326, 1.609 sec/game, 53.2 min. total, 924.2 MB
nutcase_devalue v28 2462 games, 1856563 moves, e=0.816, loss: 2.6, -, 8.9% elo% vs. gir, avg. reward: -7.314, 1.620 sec/game, 53.2 min. total, 925.6 MB
nutcase_devalue v28 2463 games, 1857341 moves, e=0.816, loss: 2.6, -, 8.8% elo% vs. gir, avg. reward: -7.323, 1.630 sec/game, 53.2 min. total, 925.9 MB
nutcase_devalue v28 2464 games, 1858154 moves, e=0.816, loss: 2.9, -, 8.6% elo% vs. gir, avg. reward: -7.337, 1.634 sec/game, 53.3 min. total, 925.7 MB
nutcase_devalue v28 2465 games, 1859057 moves, e=0.816, loss: 3.1, -, 8.5% elo% vs. gir, avg. reward: -7.331, 1.635 sec/game, 53.3 min. total, 926.1 MB
nutcase_devalue v28 2466 games, 1859726 moves, e=0.816, loss: 3.1, -, 8.4% elo% vs. gir, avg. reward: -7.349, 1.623 sec/game, 53.3 min. total, 926.3 MB
nutcase_devalue v28 2467 games, 1860563 moves, e=0.816, loss: 3.1, -, 8.3% elo% vs. gir, avg. reward: -7.362, 1.618 sec/game, 53.3 min. total, 926.2 MB
nutcase_devalue v28 2468 games, 1861392 moves, e=0.816, loss: 2.7, -, 8.1% elo% vs. gir, avg. reward: -7.372, 1.619 sec/game, 53.4 min. total, 926.1 MB
nutcase_devalue v28 2469 games, 1862193 moves, e=0.816, loss: 2.9, -, 8.0% elo% vs. gir, avg. reward: -7.383, 1.607 sec/game, 53.4 min. total, 926.4 MB
nutcase_devalue v28 2470 games, 1863095 moves, e=0.816, loss: 2.9, -, 7.9% elo% vs. gir, avg. reward: -7.381, 1.607 sec/game, 53.4 min. total, 927.5 MB
nutcase_devalue v28 2471 games, 1863891 moves, e=0.815, loss: 2.6, -, 7.8% elo% vs. gir, avg. reward: -7.382, 1.607 sec/game, 53.5 min. total, 929.9 MB
nutcase_devalue v28 2472 games, 1864587 moves, e=0.815, loss: 2.8, -, 7.7% elo% vs. gir, avg. reward: -7.402, 1.607 sec/game, 53.5 min. total, 927.4 MB
nutcase_devalue v28 2473 games, 1865294 moves, e=0.815, loss: 2.7, -, 7.6% elo% vs. gir, avg. reward: -7.423, 1.597 sec/game, 53.5 min. total, 927.6 MB
nutcase_devalue v28 2474 games, 1866011 moves, e=0.815, loss: 2.9, -, 7.5% elo% vs. gir, avg. reward: -7.439, 1.586 sec/game, 53.5 min. total, 928.2 MB
nutcase_devalue v28 2475 games, 1866737 moves, e=0.815, loss: 3.3, -, 7.4% elo% vs. gir, avg. reward: -7.451, 1.589 sec/game, 53.6 min. total, 928.2 MB
nutcase_devalue v28 2476 games, 1867604 moves, e=0.815, loss: 3.1, -, 7.3% elo% vs. gir, avg. reward: -7.450, 1.579 sec/game, 53.6 min. total, 927.9 MB
nutcase_devalue v28 2477 games, 1868438 moves, e=0.815, loss: 2.9, -, 7.2% elo% vs. gir, avg. reward: -7.438, 1.590 sec/game, 53.6 min. total, 928.4 MB
nutcase_devalue v28 2478 games, 1869378 moves, e=0.815, loss: 2.7, -, 7.2% elo% vs. gir, avg. reward: -7.427, 1.614 sec/game, 53.6 min. total, 930.7 MB
nutcase_devalue v28 2479 games, 1870314 moves, e=0.815, loss: 3.3, -, 7.1% elo% vs. gir, avg. reward: -7.416, 1.634 sec/game, 53.7 min. total, 930.4 MB
nutcase_devalue v28 2480 games, 1871171 moves, e=0.815, loss: 3.7, -, 7.0% elo% vs. gir, avg. reward: -7.412, 1.636 sec/game, 53.7 min. total, 930.9 MB
nutcase_devalue v28 2481 games, 1872028 moves, e=0.815, loss: 3.1, -, 6.9% elo% vs. gir, avg. reward: -7.409, 1.647 sec/game, 53.7 min. total, 930.9 MB
nutcase_devalue v28 2482 games, 1872828 moves, e=0.815, loss: 3.3, -, 6.8% elo% vs. gir, avg. reward: -7.411, 1.639 sec/game, 53.8 min. total, 931.2 MB
nutcase_devalue v28 2483 games, 1873630 moves, e=0.815, loss: 3.1, -, 6.7% elo% vs. gir, avg. reward: -7.412, 1.630 sec/game, 53.8 min. total, 930.9 MB
nutcase_devalue v28 2484 games, 1874262 moves, e=0.814, loss: 3.0, -, 6.7% elo% vs. gir, avg. reward: -7.436, 1.613 sec/game, 53.8 min. total, 931.3 MB
nutcase_devalue v28 2485 games, 1875234 moves, e=0.814, loss: 3.4, -, 6.6% elo% vs. gir, avg. reward: -7.426, 1.624 sec/game, 53.8 min. total, 931.5 MB
nutcase_devalue v28 2486 games, 1876141 moves, e=0.814, loss: 3.3, -, 6.5% elo% vs. gir, avg. reward: -7.424, 1.636 sec/game, 53.9 min. total, 931.2 MB
nutcase_devalue v28 2487 games, 1876984 moves, e=0.814, loss: 3.6, -, 6.4% elo% vs. gir, avg. reward: -7.432, 1.637 sec/game, 53.9 min. total, 932.1 MB
nutcase_devalue v28 2488 games, 1877818 moves, e=0.814, loss: 3.5, -, 6.4% elo% vs. gir, avg. reward: -7.441, 1.637 sec/game, 53.9 min. total, 932.2 MB
nutcase_devalue v28 2489 games, 1878630 moves, e=0.814, loss: 3.4, +, 7.5% elo% vs. gir, avg. reward: -7.452, 1.636 sec/game, 53.9 min. total, 932.3 MB
nutcase_devalue v28 2490 games, 1879469 moves, e=0.814, loss: 3.7, +, 8.7% elo% vs. gir, avg. reward: -7.462, 1.638 sec/game, 54.0 min. total, 932.3 MB
nutcase_devalue v28 2491 games, 1880328 moves, e=0.814, loss: 3.4, -, 8.6% elo% vs. gir, avg. reward: -7.454, 1.651 sec/game, 54.0 min. total, 932.1 MB
nutcase_devalue v28 2492 games, 1881176 moves, e=0.814, loss: 3.8, -, 8.5% elo% vs. gir, avg. reward: -7.444, 1.655 sec/game, 54.0 min. total, 932.3 MB
nutcase_devalue v28 2493 games, 1881986 moves, e=0.814, loss: 3.9, -, 8.4% elo% vs. gir, avg. reward: -7.443, 1.675 sec/game, 54.1 min. total, 932.3 MB
nutcase_devalue v28 2494 games, 1882781 moves, e=0.814, loss: 3.7, -, 8.3% elo% vs. gir, avg. reward: -7.433, 1.676 sec/game, 54.1 min. total, 933.2 MB
nutcase_devalue v28 2495 games, 1883585 moves, e=0.814, loss: 3.7, -, 8.1% elo% vs. gir, avg. reward: -7.436, 1.686 sec/game, 54.1 min. total, 934.1 MB
nutcase_devalue v28 2496 games, 1884300 moves, e=0.813, loss: 4.0, -, 8.0% elo% vs. gir, avg. reward: -7.453, 1.672 sec/game, 54.1 min. total, 933.9 MB
nutcase_devalue v28 2497 games, 1885118 moves, e=0.813, loss: 3.8, -, 7.9% elo% vs. gir, avg. reward: -7.460, 1.661 sec/game, 54.2 min. total, 934.3 MB
nutcase_devalue v28 2498 games, 1885987 moves, e=0.813, loss: 3.6, -, 7.8% elo% vs. gir, avg. reward: -7.456, 1.651 sec/game, 54.2 min. total, 934.1 MB
nutcase_devalue v28 2499 games, 1886745 moves, e=0.813, loss: 3.5, -, 7.7% elo% vs. gir, avg. reward: -7.469, 1.628 sec/game, 54.2 min. total, 934.0 MB
nutcase_devalue v28 2500 games, 1887434 moves, e=0.813, loss: 3.3, -, 7.6% elo% vs. gir, avg. reward: -7.479, 1.606 sec/game, 54.2 min. total, 934.6 MB
nutcase_devalue v29 2501 games, 1888395 moves, e=0.813, loss: 3.4, -, 47.7% elo% vs. gir, avg. reward: -7.467, 1.616 sec/game, 54.3 min. total, 934.4 MB
nutcase_devalue v29 2502 games, 1889209 moves, e=0.813, loss: 2.9, -, 45.5% elo% vs. gir, avg. reward: -7.465, 1.613 sec/game, 54.3 min. total, 936.1 MB
nutcase_devalue v29 2503 games, 1890045 moves, e=0.813, loss: 3.0, -, 43.4% elo% vs. gir, avg. reward: -7.464, 1.614 sec/game, 54.3 min. total, 936.4 MB
nutcase_devalue v29 2504 games, 1890911 moves, e=0.813, loss: 2.8, -, 41.5% elo% vs. gir, avg. reward: -7.459, 1.640 sec/game, 54.4 min. total, 936.4 MB
nutcase_devalue v29 2505 games, 1891712 moves, e=0.813, loss: 3.1, -, 39.6% elo% vs. gir, avg. reward: -7.456, 1.626 sec/game, 54.4 min. total, 936.8 MB
nutcase_devalue v29 2506 games, 1892517 moves, e=0.813, loss: 3.3, -, 37.9% elo% vs. gir, avg. reward: -7.439, 1.615 sec/game, 54.4 min. total, 937.0 MB
nutcase_devalue v29 2507 games, 1893441 moves, e=0.813, loss: 3.7, -, 36.3% elo% vs. gir, avg. reward: -7.442, 1.627 sec/game, 54.4 min. total, 936.9 MB
nutcase_devalue v29 2508 games, 1894247 moves, e=0.812, loss: 3.8, -, 34.8% elo% vs. gir, avg. reward: -7.454, 1.617 sec/game, 54.5 min. total, 936.9 MB
nutcase_devalue v29 2509 games, 1894877 moves, e=0.812, loss: 3.4, -, 33.3% elo% vs. gir, avg. reward: -7.476, 1.604 sec/game, 54.5 min. total, 936.8 MB
nutcase_devalue v29 2510 games, 1895655 moves, e=0.812, loss: 3.6, -, 32.0% elo% vs. gir, avg. reward: -7.481, 1.592 sec/game, 54.5 min. total, 937.7 MB
nutcase_devalue v29 2511 games, 1896474 moves, e=0.812, loss: 4.3, -, 30.7% elo% vs. gir, avg. reward: -7.472, 1.589 sec/game, 54.5 min. total, 937.5 MB
nutcase_devalue v29 2512 games, 1897256 moves, e=0.812, loss: 4.5, -, 29.5% elo% vs. gir, avg. reward: -7.469, 1.586 sec/game, 54.6 min. total, 937.6 MB
