nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v29 2513 games, 1898165 moves, e=0.812, loss: 3.8, -, 28.4% elo% vs. gir, avg. reward: -7.462, 1.597 sec/game, 54.6 min. total, 937.7 MB
nutcase_devalue v29 2514 games, 1899092 moves, e=0.812, loss: 4.2, -, 27.3% elo% vs. gir, avg. reward: -7.448, 1.610 sec/game, 54.6 min. total, 937.7 MB
nutcase_devalue v29 2515 games, 1899899 moves, e=0.812, loss: 3.8, -, 26.4% elo% vs. gir, avg. reward: -7.447, 1.612 sec/game, 54.7 min. total, 938.1 MB
nutcase_devalue v29 2516 games, 1900718 moves, e=0.812, loss: 4.3, -, 25.4% elo% vs. gir, avg. reward: -7.441, 1.624 sec/game, 54.7 min. total, 937.8 MB
nutcase_devalue v29 2517 games, 1901516 moves, e=0.812, loss: 4.0, -, 24.5% elo% vs. gir, avg. reward: -7.442, 1.623 sec/game, 54.7 min. total, 940.2 MB
nutcase_devalue v29 2518 games, 1902334 moves, e=0.812, loss: 3.5, -, 23.7% elo% vs. gir, avg. reward: -7.435, 1.614 sec/game, 54.7 min. total, 941.9 MB
nutcase_devalue v29 2519 games, 1903056 moves, e=0.812, loss: 3.2, -, 22.9% elo% vs. gir, avg. reward: -7.461, 1.615 sec/game, 54.8 min. total, 939.4 MB
nutcase_devalue v29 2520 games, 1903968 moves, e=0.812, loss: 2.9, -, 22.2% elo% vs. gir, avg. reward: -7.461, 1.639 sec/game, 54.8 min. total, 939.6 MB
nutcase_devalue v29 2521 games, 1904968 moves, e=0.811, loss: 2.8, -, 21.5% elo% vs. gir, avg. reward: -7.452, 1.641 sec/game, 54.8 min. total, 939.9 MB
nutcase_devalue v29 2522 games, 1905745 moves, e=0.811, loss: 3.3, -, 20.8% elo% vs. gir, avg. reward: -7.471, 1.642 sec/game, 54.8 min. total, 939.8 MB
nutcase_devalue v29 2523 games, 1906594 moves, e=0.811, loss: 3.5, -, 20.2% elo% vs. gir, avg. reward: -7.464, 1.658 sec/game, 54.9 min. total, 939.6 MB
nutcase_devalue v29 2524 games, 1907415 moves, e=0.811, loss: 3.5, -, 19.6% elo% vs. gir, avg. reward: -7.460, 1.646 sec/game, 54.9 min. total, 939.6 MB
nutcase_devalue v29 2525 games, 1908178 moves, e=0.811, loss: 3.4, -, 19.1% elo% vs. gir, avg. reward: -7.470, 1.637 sec/game, 54.9 min. total, 939.9 MB
nutcase_devalue v29 2526 games, 1908942 moves, e=0.811, loss: 3.8, -, 18.5% elo% vs. gir, avg. reward: -7.487, 1.637 sec/game, 55.0 min. total, 940.6 MB
nutcase_devalue v29 2527 games, 1909730 moves, e=0.811, loss: 4.0, -, 18.0% elo% vs. gir, avg. reward: -7.489, 1.624 sec/game, 55.0 min. total, 941.2 MB
nutcase_devalue v29 2528 games, 1910511 moves, e=0.811, loss: 3.7, -, 17.5% elo% vs. gir, avg. reward: -7.484, 1.624 sec/game, 55.0 min. total, 941.5 MB
nutcase_devalue v29 2529 games, 1911302 moves, e=0.811, loss: 4.1, -, 17.1% elo% vs. gir, avg. reward: -7.495, 1.647 sec/game, 55.0 min. total, 941.8 MB
nutcase_devalue v29 2530 games, 1912147 moves, e=0.811, loss: 3.7, -, 16.6% elo% vs. gir, avg. reward: -7.495, 1.648 sec/game, 55.1 min. total, 941.7 MB
nutcase_devalue v29 2531 games, 1913111 moves, e=0.811, loss: 3.7, -, 16.2% elo% vs. gir, avg. reward: -7.485, 1.663 sec/game, 55.1 min. total, 942.0 MB
nutcase_devalue v29 2532 games, 1913980 moves, e=0.811, loss: 3.9, -, 15.8% elo% vs. gir, avg. reward: -7.490, 1.667 sec/game, 55.1 min. total, 942.1 MB
nutcase_devalue v29 2533 games, 1914784 moves, e=0.810, loss: 4.5, -, 15.4% elo% vs. gir, avg. reward: -7.498, 1.657 sec/game, 55.1 min. total, 942.2 MB
nutcase_devalue v29 2534 games, 1915538 moves, e=0.810, loss: 4.8, -, 15.1% elo% vs. gir, avg. reward: -7.511, 1.644 sec/game, 55.2 min. total, 943.7 MB
nutcase_devalue v29 2535 games, 1916449 moves, e=0.810, loss: 4.6, -, 14.7% elo% vs. gir, avg. reward: -7.492, 1.654 sec/game, 55.2 min. total, 944.8 MB
nutcase_devalue v29 2536 games, 1917285 moves, e=0.810, loss: 4.8, -, 14.4% elo% vs. gir, avg. reward: -7.481, 1.645 sec/game, 55.2 min. total, 944.9 MB
nutcase_devalue v29 2537 games, 1918073 moves, e=0.810, loss: 5.2, -, 14.0% elo% vs. gir, avg. reward: -7.476, 1.644 sec/game, 55.3 min. total, 944.6 MB
nutcase_devalue v29 2538 games, 1918814 moves, e=0.810, loss: 5.4, -, 13.7% elo% vs. gir, avg. reward: -7.473, 1.640 sec/game, 55.3 min. total, 945.0 MB
nutcase_devalue v29 2539 games, 1919723 moves, e=0.810, loss: 4.9, ., 14.5% elo% vs. gir, avg. reward: -7.455, 1.652 sec/game, 55.3 min. total, 945.0 MB
nutcase_devalue v29 2540 games, 1920659 moves, e=0.810, loss: 5.4, -, 14.2% elo% vs. gir, avg. reward: -7.449, 1.661 sec/game, 55.3 min. total, 945.3 MB
nutcase_devalue v29 2541 games, 1921620 moves, e=0.810, loss: 4.8, -, 13.9% elo% vs. gir, avg. reward: -7.426, 1.651 sec/game, 55.4 min. total, 945.2 MB
nutcase_devalue v29 2542 games, 1922454 moves, e=0.810, loss: 4.7, -, 13.6% elo% vs. gir, avg. reward: -7.426, 1.661 sec/game, 55.4 min. total, 945.3 MB
nutcase_devalue v29 2543 games, 1923265 moves, e=0.810, loss: 4.6, -, 13.3% elo% vs. gir, avg. reward: -7.421, 1.648 sec/game, 55.4 min. total, 946.1 MB
nutcase_devalue v29 2544 games, 1924036 moves, e=0.810, loss: 4.6, -, 13.0% elo% vs. gir, avg. reward: -7.423, 1.649 sec/game, 55.5 min. total, 946.0 MB
nutcase_devalue v29 2545 games, 1924820 moves, e=0.809, loss: 4.4, -, 12.8% elo% vs. gir, avg. reward: -7.431, 1.650 sec/game, 55.5 min. total, 945.9 MB
nutcase_devalue v29 2546 games, 1925650 moves, e=0.809, loss: 4.1, -, 12.5% elo% vs. gir, avg. reward: -7.436, 1.659 sec/game, 55.5 min. total, 946.4 MB
nutcase_devalue v29 2547 games, 1926368 moves, e=0.809, loss: 4.1, -, 12.2% elo% vs. gir, avg. reward: -7.441, 1.649 sec/game, 55.5 min. total, 946.3 MB
nutcase_devalue v29 2548 games, 1927174 moves, e=0.809, loss: 4.2, -, 12.0% elo% vs. gir, avg. reward: -7.444, 1.657 sec/game, 55.6 min. total, 946.4 MB
nutcase_devalue v29 2549 games, 1928033 moves, e=0.809, loss: 4.0, ., 12.8% elo% vs. gir, avg. reward: -7.448, 1.650 sec/game, 55.6 min. total, 946.7 MB
nutcase_devalue v29 2550 games, 1928862 moves, e=0.809, loss: 3.7, -, 12.5% elo% vs. gir, avg. reward: -7.444, 1.658 sec/game, 55.6 min. total, 950.6 MB
nutcase_devalue v29 2551 games, 1929674 moves, e=0.809, loss: 4.2, ., 13.3% elo% vs. gir, avg. reward: -7.446, 1.633 sec/game, 55.6 min. total, 948.7 MB
nutcase_devalue v29 2552 games, 1930427 moves, e=0.809, loss: 4.2, -, 13.0% elo% vs. gir, avg. reward: -7.444, 1.627 sec/game, 55.7 min. total, 948.5 MB
nutcase_devalue v29 2553 games, 1931155 moves, e=0.809, loss: 4.8, -, 12.7% elo% vs. gir, avg. reward: -7.449, 1.615 sec/game, 55.7 min. total, 948.5 MB
nutcase_devalue v29 2554 games, 1931968 moves, e=0.809, loss: 5.2, -, 12.5% elo% vs. gir, avg. reward: -7.457, 1.617 sec/game, 55.7 min. total, 951.1 MB
nutcase_devalue v29 2555 games, 1932852 moves, e=0.809, loss: 5.4, -, 12.2% elo% vs. gir, avg. reward: -7.425, 1.613 sec/game, 55.7 min. total, 949.3 MB
nutcase_devalue v29 2556 games, 1933646 moves, e=0.809, loss: 5.4, -, 12.0% elo% vs. gir, avg. reward: -7.444, 1.611 sec/game, 55.8 min. total, 949.3 MB
nutcase_devalue v29 2557 games, 1934497 moves, e=0.808, loss: 5.0, -, 11.8% elo% vs. gir, avg. reward: -7.435, 1.622 sec/game, 55.8 min. total, 949.5 MB
nutcase_devalue v29 2558 games, 1935271 moves, e=0.808, loss: 4.5, +, 13.5% elo% vs. gir, avg. reward: -7.434, 1.624 sec/game, 55.8 min. total, 949.7 MB
nutcase_devalue v29 2559 games, 1936218 moves, e=0.808, loss: 4.7, -, 13.3% elo% vs. gir, avg. reward: -7.419, 1.625 sec/game, 55.8 min. total, 950.7 MB
nutcase_devalue v29 2560 games, 1937073 moves, e=0.808, loss: 4.3, -, 13.0% elo% vs. gir, avg. reward: -7.417, 1.613 sec/game, 55.9 min. total, 950.6 MB
nutcase_devalue v29 2561 games, 1938035 moves, e=0.808, loss: 4.2, -, 12.7% elo% vs. gir, avg. reward: -7.402, 1.613 sec/game, 55.9 min. total, 950.8 MB
nutcase_devalue v29 2562 games, 1938804 moves, e=0.808, loss: 3.9, -, 12.5% elo% vs. gir, avg. reward: -7.409, 1.601 sec/game, 55.9 min. total, 950.8 MB
nutcase_devalue v29 2563 games, 1939632 moves, e=0.808, loss: 4.3, -, 12.2% elo% vs. gir, avg. reward: -7.397, 1.608 sec/game, 56.0 min. total, 950.8 MB
nutcase_devalue v29 2564 games, 1940563 moves, e=0.808, loss: 3.9, +, 14.0% elo% vs. gir, avg. reward: -7.386, 1.617 sec/game, 56.0 min. total, 951.4 MB
nutcase_devalue v29 2565 games, 1941251 moves, e=0.808, loss: 3.8, -, 13.7% elo% vs. gir, avg. reward: -7.410, 1.613 sec/game, 56.0 min. total, 951.4 MB
nutcase_devalue v29 2566 games, 1942146 moves, e=0.808, loss: 3.5, -, 13.4% elo% vs. gir, avg. reward: -7.384, 1.615 sec/game, 56.0 min. total, 951.8 MB
nutcase_devalue v29 2567 games, 1942960 moves, e=0.808, loss: 3.9, -, 13.2% elo% vs. gir, avg. reward: -7.386, 1.629 sec/game, 56.1 min. total, 953.2 MB
nutcase_devalue v29 2568 games, 1943903 moves, e=0.808, loss: 3.9, -, 12.9% elo% vs. gir, avg. reward: -7.379, 1.632 sec/game, 56.1 min. total, 953.2 MB
nutcase_devalue v29 2569 games, 1944794 moves, e=0.807, loss: 4.4, -, 12.6% elo% vs. gir, avg. reward: -7.369, 1.639 sec/game, 56.1 min. total, 953.6 MB
nutcase_devalue v29 2570 games, 1945671 moves, e=0.807, loss: 4.6, -, 12.4% elo% vs. gir, avg. reward: -7.369, 1.645 sec/game, 56.2 min. total, 953.5 MB
nutcase_devalue v29 2571 games, 1946466 moves, e=0.807, loss: 5.0, -, 12.1% elo% vs. gir, avg. reward: -7.370, 1.647 sec/game, 56.2 min. total, 953.4 MB
nutcase_devalue v29 2572 games, 1947345 moves, e=0.807, loss: 4.5, -, 11.9% elo% vs. gir, avg. reward: -7.344, 1.660 sec/game, 56.2 min. total, 953.5 MB
nutcase_devalue v29 2573 games, 1948126 moves, e=0.807, loss: 4.4, -, 11.7% elo% vs. gir, avg. reward: -7.336, 1.666 sec/game, 56.2 min. total, 953.7 MB
nutcase_devalue v29 2574 games, 1949002 moves, e=0.807, loss: 4.2, -, 11.4% elo% vs. gir, avg. reward: -7.322, 1.676 sec/game, 56.3 min. total, 954.6 MB
nutcase_devalue v29 2575 games, 1949920 moves, e=0.807, loss: 4.1, -, 11.2% elo% vs. gir, avg. reward: -7.303, 1.677 sec/game, 56.3 min. total, 955.4 MB
nutcase_devalue v29 2576 games, 1950831 moves, e=0.807, loss: 4.1, -, 11.0% elo% vs. gir, avg. reward: -7.295, 1.697 sec/game, 56.3 min. total, 955.7 MB
nutcase_devalue v29 2577 games, 1951534 moves, e=0.807, loss: 4.0, ., 11.7% elo% vs. gir, avg. reward: -7.313, 1.685 sec/game, 56.4 min. total, 955.7 MB
nutcase_devalue v29 2578 games, 1952291 moves, e=0.807, loss: 4.0, -, 11.5% elo% vs. gir, avg. reward: -7.331, 1.681 sec/game, 56.4 min. total, 955.6 MB
nutcase_devalue v29 2579 games, 1953114 moves, e=0.807, loss: 4.3, -, 11.3% elo% vs. gir, avg. reward: -7.342, 1.671 sec/game, 56.4 min. total, 955.5 MB
nutcase_devalue v29 2580 games, 1954015 moves, e=0.807, loss: 4.2, +, 13.1% elo% vs. gir, avg. reward: -7.341, 1.672 sec/game, 56.4 min. total, 955.8 MB
nutcase_devalue v29 2581 games, 1954815 moves, e=0.806, loss: 4.1, -, 12.8% elo% vs. gir, avg. reward: -7.346, 1.660 sec/game, 56.5 min. total, 955.5 MB
nutcase_devalue v29 2582 games, 1955580 moves, e=0.806, loss: 4.1, -, 12.5% elo% vs. gir, avg. reward: -7.347, 1.663 sec/game, 56.5 min. total, 956.1 MB
nutcase_devalue v29 2583 games, 1956384 moves, e=0.806, loss: 3.9, -, 12.3% elo% vs. gir, avg. reward: -7.345, 1.662 sec/game, 56.5 min. total, 957.4 MB
nutcase_devalue v29 2584 games, 1957143 moves, e=0.806, loss: 3.9, -, 12.0% elo% vs. gir, avg. reward: -7.320, 1.652 sec/game, 56.5 min. total, 957.4 MB
nutcase_devalue v29 2585 games, 1958088 moves, e=0.806, loss: 3.8, -, 11.8% elo% vs. gir, avg. reward: -7.322, 1.667 sec/game, 56.6 min. total, 957.5 MB
nutcase_devalue v29 2586 games, 1959016 moves, e=0.806, loss: 3.5, -, 11.6% elo% vs. gir, avg. reward: -7.322, 1.668 sec/game, 56.6 min. total, 957.5 MB
nutcase_devalue v29 2587 games, 1959874 moves, e=0.806, loss: 3.3, -, 11.4% elo% vs. gir, avg. reward: -7.322, 1.674 sec/game, 56.6 min. total, 957.6 MB
nutcase_devalue v29 2588 games, 1960733 moves, e=0.806, loss: 3.3, -, 11.1% elo% vs. gir, avg. reward: -7.319, 1.674 sec/game, 56.7 min. total, 957.6 MB
nutcase_devalue v29 2589 games, 1961519 moves, e=0.806, loss: 3.3, -, 10.9% elo% vs. gir, avg. reward: -7.321, 1.663 sec/game, 56.7 min. total, 957.6 MB
nutcase_devalue v29 2590 games, 1962418 moves, e=0.806, loss: 3.6, -, 10.8% elo% vs. gir, avg. reward: -7.316, 1.661 sec/game, 56.7 min. total, 958.8 MB
nutcase_devalue v29 2591 games, 1963283 moves, e=0.806, loss: 3.8, -, 10.6% elo% vs. gir, avg. reward: -7.310, 1.670 sec/game, 56.7 min. total, 959.9 MB
nutcase_devalue v29 2592 games, 1964119 moves, e=0.806, loss: 3.8, -, 10.4% elo% vs. gir, avg. reward: -7.309, 1.660 sec/game, 56.8 min. total, 959.9 MB
nutcase_devalue v29 2593 games, 1965013 moves, e=0.805, loss: 3.5, -, 10.2% elo% vs. gir, avg. reward: -7.306, 1.667 sec/game, 56.8 min. total, 960.5 MB
nutcase_devalue v29 2594 games, 1965930 moves, e=0.805, loss: 3.7, -, 10.0% elo% vs. gir, avg. reward: -7.295, 1.671 sec/game, 56.8 min. total, 960.4 MB
nutcase_devalue v29 2595 games, 1966733 moves, e=0.805, loss: 3.9, -, 9.9% elo% vs. gir, avg. reward: -7.292, 1.669 sec/game, 56.9 min. total, 960.4 MB
nutcase_devalue v29 2596 games, 1967520 moves, e=0.805, loss: 3.8, -, 9.7% elo% vs. gir, avg. reward: -7.282, 1.655 sec/game, 56.9 min. total, 961.2 MB
nutcase_devalue v29 2597 games, 1968355 moves, e=0.805, loss: 3.8, -, 9.6% elo% vs. gir, avg. reward: -7.280, 1.665 sec/game, 56.9 min. total, 961.5 MB
nutcase_devalue v29 2598 games, 1969191 moves, e=0.805, loss: 3.2, -, 9.4% elo% vs. gir, avg. reward: -7.282, 1.678 sec/game, 56.9 min. total, 961.9 MB
nutcase_devalue v29 2599 games, 1970076 moves, e=0.805, loss: 3.2, -, 9.3% elo% vs. gir, avg. reward: -7.268, 1.687 sec/game, 57.0 min. total, 961.6 MB
nutcase_devalue v29 2600 games, 1970876 moves, e=0.805, loss: 3.1, -, 9.1% elo% vs. gir, avg. reward: -7.250, 1.676 sec/game, 57.0 min. total, 961.7 MB
nutcase_devalue v30 2601 games, 1971626 moves, e=0.805, loss: 3.2, -, 47.7% elo% vs. gir, avg. reward: -7.268, 1.675 sec/game, 57.0 min. total, 966.3 MB
nutcase_devalue v30 2602 games, 1972561 moves, e=0.805, loss: 3.3, -, 45.5% elo% vs. gir, avg. reward: -7.259, 1.687 sec/game, 57.0 min. total, 962.3 MB
nutcase_devalue v30 2603 games, 1973499 moves, e=0.805, loss: 3.8, -, 43.4% elo% vs. gir, avg. reward: -7.246, 1.690 sec/game, 57.1 min. total, 962.0 MB
nutcase_devalue v30 2604 games, 1974399 moves, e=0.805, loss: 4.1, -, 41.5% elo% vs. gir, avg. reward: -7.245, 1.701 sec/game, 57.1 min. total, 961.8 MB
nutcase_devalue v30 2605 games, 1975310 moves, e=0.804, loss: 3.8, -, 39.6% elo% vs. gir, avg. reward: -7.236, 1.711 sec/game, 57.1 min. total, 963.7 MB
nutcase_devalue v30 2606 games, 1976102 moves, e=0.804, loss: 3.9, -, 37.9% elo% vs. gir, avg. reward: -7.241, 1.701 sec/game, 57.2 min. total, 964.6 MB
nutcase_devalue v30 2607 games, 1977034 moves, e=0.804, loss: 3.9, -, 36.3% elo% vs. gir, avg. reward: -7.239, 1.702 sec/game, 57.2 min. total, 964.6 MB
nutcase_devalue v30 2608 games, 1977969 moves, e=0.804, loss: 3.8, -, 34.8% elo% vs. gir, avg. reward: -7.229, 1.703 sec/game, 57.2 min. total, 964.7 MB
nutcase_devalue v30 2609 games, 1978965 moves, e=0.804, loss: 3.9, -, 33.3% elo% vs. gir, avg. reward: -7.191, 1.728 sec/game, 57.3 min. total, 964.7 MB
nutcase_devalue v30 2610 games, 1979988 moves, e=0.804, loss: 3.8, -, 32.0% elo% vs. gir, avg. reward: -7.172, 1.741 sec/game, 57.3 min. total, 964.9 MB
nutcase_devalue v30 2611 games, 1980737 moves, e=0.804, loss: 3.9, -, 30.7% elo% vs. gir, avg. reward: -7.176, 1.729 sec/game, 57.3 min. total, 965.2 MB
nutcase_devalue v30 2612 games, 1981465 moves, e=0.804, loss: 3.9, -, 29.5% elo% vs. gir, avg. reward: -7.184, 1.727 sec/game, 57.3 min. total, 965.2 MB
nutcase_devalue v30 2613 games, 1982267 moves, e=0.804, loss: 4.4, -, 28.4% elo% vs. gir, avg. reward: -7.195, 1.715 sec/game, 57.4 min. total, 965.7 MB
nutcase_devalue v30 2614 games, 1983074 moves, e=0.804, loss: 4.2, -, 27.3% elo% vs. gir, avg. reward: -7.207, 1.700 sec/game, 57.4 min. total, 965.9 MB
nutcase_devalue v30 2615 games, 1983981 moves, e=0.804, loss: 4.1, -, 26.4% elo% vs. gir, avg. reward: -7.197, 1.705 sec/game, 57.4 min. total, 965.9 MB
nutcase_devalue v30 2616 games, 1984841 moves, e=0.804, loss: 4.0, -, 25.4% elo% vs. gir, avg. reward: -7.195, 1.712 sec/game, 57.5 min. total, 966.1 MB
nutcase_devalue v30 2617 games, 1985702 moves, e=0.803, loss: 3.7, -, 24.5% elo% vs. gir, avg. reward: -7.188, 1.714 sec/game, 57.5 min. total, 966.1 MB
nutcase_devalue v30 2618 games, 1986646 moves, e=0.803, loss: 3.8, -, 23.7% elo% vs. gir, avg. reward: -7.178, 1.716 sec/game, 57.5 min. total, 966.2 MB
nutcase_devalue v30 2619 games, 1987501 moves, e=0.803, loss: 3.6, -, 22.9% elo% vs. gir, avg. reward: -7.162, 1.717 sec/game, 57.5 min. total, 966.4 MB
nutcase_devalue v30 2620 games, 1988408 moves, e=0.803, loss: 3.8, -, 22.2% elo% vs. gir, avg. reward: -7.164, 1.729 sec/game, 57.6 min. total, 966.5 MB
nutcase_devalue v30 2621 games, 1989275 moves, e=0.803, loss: 3.6, -, 21.5% elo% vs. gir, avg. reward: -7.172, 1.740 sec/game, 57.6 min. total, 967.5 MB
nutcase_devalue v30 2622 games, 1990301 moves, e=0.803, loss: 3.6, -, 20.8% elo% vs. gir, avg. reward: -7.155, 1.750 sec/game, 57.6 min. total, 967.8 MB
nutcase_devalue v30 2623 games, 1991048 moves, e=0.803, loss: 3.4, -, 20.2% elo% vs. gir, avg. reward: -7.161, 1.737 sec/game, 57.7 min. total, 970.2 MB
nutcase_devalue v30 2624 games, 1991982 moves, e=0.803, loss: 3.7, -, 19.6% elo% vs. gir, avg. reward: -7.153, 1.739 sec/game, 57.7 min. total, 968.3 MB
nutcase_devalue v30 2625 games, 1992710 moves, e=0.803, loss: 3.4, -, 19.1% elo% vs. gir, avg. reward: -7.158, 1.714 sec/game, 57.7 min. total, 968.1 MB
nutcase_devalue v30 2626 games, 1993522 moves, e=0.803, loss: 3.4, -, 18.5% elo% vs. gir, avg. reward: -7.155, 1.713 sec/game, 57.7 min. total, 968.2 MB
nutcase_devalue v30 2627 games, 1994479 moves, e=0.803, loss: 3.6, -, 18.0% elo% vs. gir, avg. reward: -7.140, 1.716 sec/game, 57.8 min. total, 968.0 MB
nutcase_devalue v30 2628 games, 1995356 moves, e=0.802, loss: 3.5, -, 17.5% elo% vs. gir, avg. reward: -7.128, 1.715 sec/game, 57.8 min. total, 968.4 MB
nutcase_devalue v30 2629 games, 1996143 moves, e=0.802, loss: 3.6, -, 17.1% elo% vs. gir, avg. reward: -7.133, 1.689 sec/game, 57.8 min. total, 968.9 MB
nutcase_devalue v30 2630 games, 1996988 moves, e=0.802, loss: 3.5, -, 16.6% elo% vs. gir, avg. reward: -7.130, 1.673 sec/game, 57.8 min. total, 969.7 MB
nutcase_devalue v30 2631 games, 1997785 moves, e=0.802, loss: 3.7, -, 16.2% elo% vs. gir, avg. reward: -7.143, 1.677 sec/game, 57.9 min. total, 969.6 MB
nutcase_devalue v30 2632 games, 1998754 moves, e=0.802, loss: 4.0, -, 15.8% elo% vs. gir, avg. reward: -7.131, 1.701 sec/game, 57.9 min. total, 969.9 MB
nutcase_devalue v30 2633 games, 1999727 moves, e=0.802, loss: 3.9, -, 15.4% elo% vs. gir, avg. reward: -7.118, 1.713 sec/game, 57.9 min. total, 969.6 MB
nutcase_devalue v30 2634 games, 2000478 moves, e=0.802, loss: 3.6, -, 15.1% elo% vs. gir, avg. reward: -7.113, 1.713 sec/game, 58.0 min. total, 969.4 MB
nutcase_devalue v30 2635 games, 2001170 moves, e=0.802, loss: 4.1, -, 14.7% elo% vs. gir, avg. reward: -7.141, 1.697 sec/game, 58.0 min. total, 969.8 MB
nutcase_devalue v30 2636 games, 2002011 moves, e=0.802, loss: 3.8, -, 14.4% elo% vs. gir, avg. reward: -7.142, 1.689 sec/game, 58.0 min. total, 970.0 MB
nutcase_devalue v30 2637 games, 2002746 moves, e=0.802, loss: 4.0, -, 14.0% elo% vs. gir, avg. reward: -7.146, 1.682 sec/game, 58.0 min. total, 970.6 MB
nutcase_devalue v30 2638 games, 2003513 moves, e=0.802, loss: 3.9, -, 13.7% elo% vs. gir, avg. reward: -7.140, 1.671 sec/game, 58.1 min. total, 972.7 MB
nutcase_devalue v30 2639 games, 2004370 moves, e=0.802, loss: 4.2, -, 13.4% elo% vs. gir, avg. reward: -7.148, 1.675 sec/game, 58.1 min. total, 973.3 MB
nutcase_devalue v30 2640 games, 2005286 moves, e=0.801, loss: 4.4, -, 13.1% elo% vs. gir, avg. reward: -7.150, 1.677 sec/game, 58.1 min. total, 973.3 MB
nutcase_devalue v30 2641 games, 2006015 moves, e=0.801, loss: 4.2, -, 12.9% elo% vs. gir, avg. reward: -7.169, 1.656 sec/game, 58.2 min. total, 973.1 MB
nutcase_devalue v30 2642 games, 2007034 moves, e=0.801, loss: 4.6, -, 12.6% elo% vs. gir, avg. reward: -7.154, 1.653 sec/game, 58.2 min. total, 973.2 MB
nutcase_devalue v30 2643 games, 2007898 moves, e=0.801, loss: 4.5, -, 12.4% elo% vs. gir, avg. reward: -7.150, 1.664 sec/game, 58.2 min. total, 973.2 MB
nutcase_devalue v30 2644 games, 2008807 moves, e=0.801, loss: 3.8, -, 12.1% elo% vs. gir, avg. reward: -7.137, 1.665 sec/game, 58.2 min. total, 973.2 MB
nutcase_devalue v30 2645 games, 2009772 moves, e=0.801, loss: 3.3, -, 11.9% elo% vs. gir, avg. reward: -7.121, 1.689 sec/game, 58.3 min. total, 973.5 MB
nutcase_devalue v30 2646 games, 2010684 moves, e=0.801, loss: 3.5, -, 11.7% elo% vs. gir, avg. reward: -7.113, 1.706 sec/game, 58.3 min. total, 974.1 MB
nutcase_devalue v30 2647 games, 2011491 moves, e=0.801, loss: 3.6, -, 11.4% elo% vs. gir, avg. reward: -7.103, 1.698 sec/game, 58.3 min. total, 974.4 MB
nutcase_devalue v30 2648 games, 2012212 moves, e=0.801, loss: 3.8, -, 11.2% elo% vs. gir, avg. reward: -7.114, 1.686 sec/game, 58.4 min. total, 974.6 MB
nutcase_devalue v30 2649 games, 2012947 moves, e=0.801, loss: 3.4, -, 11.0% elo% vs. gir, avg. reward: -7.127, 1.685 sec/game, 58.4 min. total, 976.9 MB
nutcase_devalue v30 2650 games, 2013869 moves, e=0.801, loss: 3.2, -, 10.8% elo% vs. gir, avg. reward: -7.120, 1.690 sec/game, 58.4 min. total, 977.1 MB
nutcase_devalue v30 2651 games, 2014687 moves, e=0.801, loss: 3.2, -, 10.6% elo% vs. gir, avg. reward: -7.118, 1.688 sec/game, 58.4 min. total, 977.3 MB
nutcase_devalue v30 2652 games, 2015392 moves, e=0.800, loss: 3.4, -, 10.4% elo% vs. gir, avg. reward: -7.124, 1.662 sec/game, 58.5 min. total, 974.8 MB
nutcase_devalue v30 2653 games, 2016076 moves, e=0.800, loss: 3.2, -, 10.3% elo% vs. gir, avg. reward: -7.131, 1.640 sec/game, 58.5 min. total, 975.1 MB
nutcase_devalue v30 2654 games, 2016793 moves, e=0.800, loss: 3.7, -, 10.1% elo% vs. gir, avg. reward: -7.139, 1.638 sec/game, 58.5 min. total, 975.7 MB
nutcase_devalue v30 2655 games, 2017497 moves, e=0.800, loss: 3.9, -, 9.9% elo% vs. gir, avg. reward: -7.164, 1.630 sec/game, 58.5 min. total, 976.0 MB
nutcase_devalue v30 2656 games, 2018333 moves, e=0.800, loss: 4.5, -, 9.8% elo% vs. gir, avg. reward: -7.159, 1.638 sec/game, 58.6 min. total, 976.2 MB
