preseason_shawl v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
preseason_shawl v7 438 games, 355762 moves, e=0.648, loss: 5.7, -, 14.3% elo% vs. random_no_suicide, avg. reward: -7.419, 1.930 sec/game, 11.5 min. total, 533.7 MB
preseason_shawl v7 439 games, 356684 moves, e=0.647, loss: 5.8, -, 14.0% elo% vs. random_no_suicide, avg. reward: -7.410, 1.921 sec/game, 11.5 min. total, 535.4 MB
preseason_shawl v7 440 games, 357660 moves, e=0.646, loss: 5.4, -, 13.7% elo% vs. random_no_suicide, avg. reward: -7.383, 1.933 sec/game, 11.5 min. total, 536.5 MB
preseason_shawl v7 441 games, 358650 moves, e=0.645, loss: 5.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: -7.370, 1.951 sec/game, 11.6 min. total, 536.5 MB
preseason_shawl v7 442 games, 359476 moves, e=0.644, loss: 5.4, -, 13.1% elo% vs. random_no_suicide, avg. reward: -7.384, 1.949 sec/game, 11.6 min. total, 536.0 MB
preseason_shawl v7 443 games, 360528 moves, e=0.643, loss: 5.6, -, 12.8% elo% vs. random_no_suicide, avg. reward: -7.367, 1.953 sec/game, 11.6 min. total, 536.5 MB
preseason_shawl v7 444 games, 361428 moves, e=0.642, loss: 5.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: -7.369, 1.943 sec/game, 11.7 min. total, 536.7 MB
preseason_shawl v7 445 games, 362352 moves, e=0.641, loss: 5.3, -, 12.3% elo% vs. random_no_suicide, avg. reward: -7.368, 1.954 sec/game, 11.7 min. total, 536.6 MB
preseason_shawl v7 446 games, 363224 moves, e=0.640, loss: 5.3, -, 12.1% elo% vs. random_no_suicide, avg. reward: -7.370, 1.962 sec/game, 11.7 min. total, 536.7 MB
preseason_shawl v7 447 games, 364253 moves, e=0.639, loss: 5.0, -, 11.8% elo% vs. random_no_suicide, avg. reward: -7.347, 1.976 sec/game, 11.8 min. total, 536.8 MB
preseason_shawl v7 448 games, 365148 moves, e=0.639, loss: 5.0, -, 11.6% elo% vs. random_no_suicide, avg. reward: -7.326, 1.966 sec/game, 11.8 min. total, 537.5 MB
preseason_shawl v7 449 games, 366115 moves, e=0.638, loss: 5.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: -7.325, 1.972 sec/game, 11.8 min. total, 539.2 MB
preseason_shawl v7 450 games, 367048 moves, e=0.637, loss: 5.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: -7.325, 1.977 sec/game, 11.9 min. total, 539.2 MB
preseason_shawl v7 451 games, 368026 moves, e=0.636, loss: 5.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: -7.307, 1.990 sec/game, 11.9 min. total, 539.2 MB
preseason_shawl v7 452 games, 368984 moves, e=0.635, loss: 5.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: -7.313, 1.989 sec/game, 11.9 min. total, 538.9 MB
preseason_shawl v7 453 games, 369899 moves, e=0.634, loss: 5.3, -, 10.6% elo% vs. random_no_suicide, avg. reward: -7.306, 1.979 sec/game, 12.0 min. total, 539.3 MB
preseason_shawl v7 454 games, 370760 moves, e=0.633, loss: 5.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: -7.309, 1.967 sec/game, 12.0 min. total, 539.0 MB
preseason_shawl v7 455 games, 371703 moves, e=0.632, loss: 5.2, -, 10.2% elo% vs. random_no_suicide, avg. reward: -7.303, 1.962 sec/game, 12.0 min. total, 539.4 MB
preseason_shawl v7 456 games, 372782 moves, e=0.631, loss: 5.1, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.290, 1.984 sec/game, 12.1 min. total, 540.2 MB
preseason_shawl v7 457 games, 373703 moves, e=0.630, loss: 5.3, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.273, 1.984 sec/game, 12.1 min. total, 541.0 MB
preseason_shawl v7 458 games, 374655 moves, e=0.629, loss: 5.6, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.245, 1.984 sec/game, 12.1 min. total, 542.2 MB
preseason_shawl v7 459 games, 375514 moves, e=0.628, loss: 5.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.245, 1.982 sec/game, 12.2 min. total, 542.1 MB
preseason_shawl v7 460 games, 376557 moves, e=0.627, loss: 5.8, -, 9.4% elo% vs. random_no_suicide, avg. reward: -7.228, 1.984 sec/game, 12.2 min. total, 541.7 MB
preseason_shawl v7 461 games, 377527 moves, e=0.626, loss: 6.0, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.213, 1.978 sec/game, 12.2 min. total, 542.5 MB
preseason_shawl v7 462 games, 378567 moves, e=0.625, loss: 5.6, -, 9.1% elo% vs. random_no_suicide, avg. reward: -7.189, 1.993 sec/game, 12.3 min. total, 541.8 MB
preseason_shawl v7 463 games, 379506 moves, e=0.624, loss: 5.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.187, 1.990 sec/game, 12.3 min. total, 542.5 MB
preseason_shawl v7 464 games, 380517 moves, e=0.623, loss: 5.6, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.176, 2.001 sec/game, 12.3 min. total, 542.2 MB
preseason_shawl v7 465 games, 381376 moves, e=0.622, loss: 5.7, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.175, 2.003 sec/game, 12.4 min. total, 542.6 MB
preseason_shawl v7 466 games, 382348 moves, e=0.621, loss: 5.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.173, 2.018 sec/game, 12.4 min. total, 543.3 MB
preseason_shawl v7 467 games, 383435 moves, e=0.620, loss: 5.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.162, 2.020 sec/game, 12.4 min. total, 544.8 MB
preseason_shawl v7 468 games, 384365 moves, e=0.619, loss: 5.3, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.171, 2.020 sec/game, 12.5 min. total, 544.3 MB
preseason_shawl v7 469 games, 385392 moves, e=0.618, loss: 4.9, -, 8.2% elo% vs. random_no_suicide, avg. reward: -7.155, 2.012 sec/game, 12.5 min. total, 545.2 MB
preseason_shawl v7 470 games, 386479 moves, e=0.617, loss: 4.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: -7.146, 2.028 sec/game, 12.5 min. total, 545.3 MB
preseason_shawl v7 471 games, 387415 moves, e=0.616, loss: 5.2, -, 8.0% elo% vs. random_no_suicide, avg. reward: -7.145, 2.020 sec/game, 12.6 min. total, 545.0 MB
preseason_shawl v7 472 games, 388365 moves, e=0.616, loss: 5.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: -7.142, 2.025 sec/game, 12.6 min. total, 545.4 MB
preseason_shawl v7 473 games, 389334 moves, e=0.615, loss: 5.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: -7.136, 2.027 sec/game, 12.6 min. total, 544.8 MB
preseason_shawl v7 474 games, 390355 moves, e=0.614, loss: 5.2, -, 7.7% elo% vs. random_no_suicide, avg. reward: -7.128, 2.039 sec/game, 12.7 min. total, 544.8 MB
preseason_shawl v7 475 games, 391426 moves, e=0.612, loss: 5.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: -7.106, 2.053 sec/game, 12.7 min. total, 546.0 MB
preseason_shawl v7 476 games, 392380 moves, e=0.612, loss: 5.6, -, 7.5% elo% vs. random_no_suicide, avg. reward: -7.115, 2.033 sec/game, 12.7 min. total, 547.5 MB
preseason_shawl v7 477 games, 393398 moves, e=0.611, loss: 5.4, -, 7.4% elo% vs. random_no_suicide, avg. reward: -7.110, 2.046 sec/game, 12.8 min. total, 547.4 MB
preseason_shawl v7 478 games, 394435 moves, e=0.610, loss: 5.0, -, 7.3% elo% vs. random_no_suicide, avg. reward: -7.095, 2.048 sec/game, 12.8 min. total, 547.7 MB
preseason_shawl v7 479 games, 395445 moves, e=0.609, loss: 5.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.086, 2.060 sec/game, 12.9 min. total, 548.5 MB
preseason_shawl v7 480 games, 396509 moves, e=0.607, loss: 5.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: -7.086, 2.062 sec/game, 12.9 min. total, 548.8 MB
preseason_shawl v7 481 games, 397457 moves, e=0.607, loss: 5.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -7.073, 2.061 sec/game, 12.9 min. total, 548.4 MB
preseason_shawl v7 482 games, 398306 moves, e=0.606, loss: 5.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: -7.094, 2.039 sec/game, 13.0 min. total, 548.9 MB
preseason_shawl v7 483 games, 399235 moves, e=0.605, loss: 6.1, -, 6.9% elo% vs. random_no_suicide, avg. reward: -7.096, 2.039 sec/game, 13.0 min. total, 549.0 MB
preseason_shawl v7 484 games, 400321 moves, e=0.604, loss: 5.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: -7.092, 2.042 sec/game, 13.0 min. total, 548.6 MB
preseason_shawl v7 485 games, 401200 moves, e=0.603, loss: 5.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.101, 2.039 sec/game, 13.1 min. total, 551.5 MB
preseason_shawl v7 486 games, 402116 moves, e=0.602, loss: 6.0, -, 6.6% elo% vs. random_no_suicide, avg. reward: -7.105, 2.034 sec/game, 13.1 min. total, 551.0 MB
preseason_shawl v7 487 games, 403084 moves, e=0.601, loss: 6.0, -, 6.6% elo% vs. random_no_suicide, avg. reward: -7.105, 2.032 sec/game, 13.1 min. total, 550.8 MB
preseason_shawl v7 488 games, 404143 moves, e=0.600, loss: 6.1, -, 6.5% elo% vs. random_no_suicide, avg. reward: -7.082, 2.053 sec/game, 13.2 min. total, 551.2 MB
preseason_shawl v7 489 games, 405113 moves, e=0.599, loss: 6.1, -, 6.4% elo% vs. random_no_suicide, avg. reward: -7.076, 2.044 sec/game, 13.2 min. total, 551.2 MB
preseason_shawl v7 490 games, 406279 moves, e=0.598, loss: 6.2, -, 6.3% elo% vs. random_no_suicide, avg. reward: -7.050, 2.056 sec/game, 13.2 min. total, 551.4 MB
preseason_shawl v7 491 games, 407279 moves, e=0.597, loss: 6.1, -, 6.3% elo% vs. random_no_suicide, avg. reward: -7.040, 2.066 sec/game, 13.3 min. total, 551.3 MB
preseason_shawl v7 492 games, 408254 moves, e=0.596, loss: 5.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: -7.033, 2.067 sec/game, 13.3 min. total, 551.1 MB
preseason_shawl v7 493 games, 409228 moves, e=0.595, loss: 6.0, -, 6.1% elo% vs. random_no_suicide, avg. reward: -7.030, 2.075 sec/game, 13.3 min. total, 552.2 MB
preseason_shawl v7 494 games, 410149 moves, e=0.594, loss: 6.2, -, 6.1% elo% vs. random_no_suicide, avg. reward: -7.010, 2.064 sec/game, 13.4 min. total, 552.9 MB
preseason_shawl v7 495 games, 411029 moves, e=0.593, loss: 6.1, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.018, 2.043 sec/game, 13.4 min. total, 553.5 MB
preseason_shawl v7 496 games, 412046 moves, e=0.592, loss: 5.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.020, 2.062 sec/game, 13.4 min. total, 553.4 MB
preseason_shawl v7 497 games, 413024 moves, e=0.591, loss: 5.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: -7.027, 2.052 sec/game, 13.5 min. total, 553.6 MB
preseason_shawl v7 498 games, 413961 moves, e=0.590, loss: 5.7, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.026, 2.050 sec/game, 13.5 min. total, 553.2 MB
preseason_shawl v7 499 games, 414933 moves, e=0.589, loss: 5.6, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.018, 2.044 sec/game, 13.5 min. total, 553.4 MB
preseason_shawl v7 500 games, 415889 moves, e=0.588, loss: 5.3, -, 5.7% elo% vs. random_no_suicide, avg. reward: -7.018, 2.042 sec/game, 13.6 min. total, 553.6 MB
preseason_shawl v8 501 games, 416749 moves, e=0.587, loss: 5.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: -7.032, 2.028 sec/game, 13.6 min. total, 554.3 MB
preseason_shawl v8 502 games, 417810 moves, e=0.586, loss: 5.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -7.014, 2.065 sec/game, 13.6 min. total, 555.6 MB
preseason_shawl v8 503 games, 418622 moves, e=0.586, loss: 5.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: -7.030, 2.046 sec/game, 13.7 min. total, 557.3 MB
preseason_shawl v8 504 games, 419518 moves, e=0.585, loss: 5.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.033, 2.040 sec/game, 13.7 min. total, 557.5 MB
preseason_shawl v8 505 games, 420357 moves, e=0.584, loss: 5.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.049, 2.041 sec/game, 13.7 min. total, 557.1 MB
preseason_shawl v8 506 games, 421187 moves, e=0.583, loss: 5.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: -7.054, 2.025 sec/game, 13.8 min. total, 557.8 MB
preseason_shawl v8 507 games, 422344 moves, e=0.582, loss: 5.9, -, 36.3% elo% vs. random_no_suicide, avg. reward: -7.028, 2.037 sec/game, 13.8 min. total, 557.5 MB
preseason_shawl v8 508 games, 423345 moves, e=0.581, loss: 5.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: -7.027, 2.028 sec/game, 13.8 min. total, 557.3 MB
preseason_shawl v8 509 games, 424332 moves, e=0.580, loss: 5.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: -7.023, 2.036 sec/game, 13.9 min. total, 558.2 MB
preseason_shawl v8 510 games, 425195 moves, e=0.579, loss: 5.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: -7.027, 1.997 sec/game, 13.9 min. total, 558.0 MB
preseason_shawl v8 511 games, 426080 moves, e=0.578, loss: 5.8, -, 30.7% elo% vs. random_no_suicide, avg. reward: -7.023, 1.985 sec/game, 13.9 min. total, 557.9 MB
preseason_shawl v8 512 games, 427097 moves, e=0.577, loss: 6.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: -7.010, 1.989 sec/game, 14.0 min. total, 559.3 MB
preseason_shawl v8 513 games, 427968 moves, e=0.576, loss: 6.2, -, 28.4% elo% vs. random_no_suicide, avg. reward: -7.007, 1.985 sec/game, 14.0 min. total, 560.1 MB
preseason_shawl v8 514 games, 428893 moves, e=0.575, loss: 6.1, -, 27.3% elo% vs. random_no_suicide, avg. reward: -7.011, 1.986 sec/game, 14.0 min. total, 559.8 MB
preseason_shawl v8 515 games, 429860 moves, e=0.574, loss: 5.9, -, 26.4% elo% vs. random_no_suicide, avg. reward: -7.005, 1.997 sec/game, 14.1 min. total, 559.8 MB
preseason_shawl v8 516 games, 430818 moves, e=0.573, loss: 6.0, -, 25.4% elo% vs. random_no_suicide, avg. reward: -7.007, 1.979 sec/game, 14.1 min. total, 560.1 MB
preseason_shawl v8 517 games, 431919 moves, e=0.572, loss: 6.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: -6.990, 1.999 sec/game, 14.1 min. total, 560.3 MB
preseason_shawl v8 518 games, 432917 moves, e=0.571, loss: 6.2, -, 23.7% elo% vs. random_no_suicide, avg. reward: -6.987, 2.003 sec/game, 14.2 min. total, 560.3 MB
preseason_shawl v8 519 games, 433927 moves, e=0.570, loss: 6.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: -6.991, 2.010 sec/game, 14.2 min. total, 560.3 MB
preseason_shawl v8 520 games, 434741 moves, e=0.570, loss: 6.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: -7.007, 1.989 sec/game, 14.2 min. total, 561.1 MB
preseason_shawl v8 521 games, 435728 moves, e=0.569, loss: 5.8, -, 21.5% elo% vs. random_no_suicide, avg. reward: -7.002, 2.006 sec/game, 14.3 min. total, 562.9 MB
preseason_shawl v8 522 games, 436621 moves, e=0.568, loss: 6.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: -7.004, 1.979 sec/game, 14.3 min. total, 563.2 MB
preseason_shawl v8 523 games, 437473 moves, e=0.567, loss: 5.9, -, 20.2% elo% vs. random_no_suicide, avg. reward: -7.007, 1.987 sec/game, 14.3 min. total, 563.7 MB
preseason_shawl v8 524 games, 438445 moves, e=0.566, loss: 6.4, -, 19.6% elo% vs. random_no_suicide, avg. reward: -7.005, 1.993 sec/game, 14.4 min. total, 563.9 MB
preseason_shawl v8 525 games, 439322 moves, e=0.565, loss: 6.4, -, 19.1% elo% vs. random_no_suicide, avg. reward: -7.000, 1.992 sec/game, 14.4 min. total, 563.7 MB
preseason_shawl v8 526 games, 440227 moves, e=0.564, loss: 6.2, -, 18.5% elo% vs. random_no_suicide, avg. reward: -6.987, 2.004 sec/game, 14.4 min. total, 564.4 MB
preseason_shawl v8 527 games, 441285 moves, e=0.563, loss: 6.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: -6.969, 1.995 sec/game, 14.5 min. total, 563.8 MB
preseason_shawl v8 528 games, 442317 moves, e=0.562, loss: 6.5, -, 17.5% elo% vs. random_no_suicide, avg. reward: -6.965, 1.997 sec/game, 14.5 min. total, 563.9 MB
preseason_shawl v8 529 games, 443214 moves, e=0.561, loss: 6.2, -, 17.1% elo% vs. random_no_suicide, avg. reward: -6.975, 1.992 sec/game, 14.5 min. total, 564.7 MB
preseason_shawl v8 530 games, 444133 moves, e=0.560, loss: 6.2, -, 16.6% elo% vs. random_no_suicide, avg. reward: -6.973, 1.999 sec/game, 14.6 min. total, 564.5 MB
preseason_shawl v8 531 games, 445185 moves, e=0.559, loss: 6.9, -, 16.2% elo% vs. random_no_suicide, avg. reward: -6.956, 2.020 sec/game, 14.6 min. total, 566.6 MB
preseason_shawl v8 532 games, 446222 moves, e=0.558, loss: 6.5, -, 15.8% elo% vs. random_no_suicide, avg. reward: -6.948, 2.024 sec/game, 14.6 min. total, 566.2 MB
preseason_shawl v8 533 games, 447092 moves, e=0.557, loss: 6.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: -6.960, 2.009 sec/game, 14.7 min. total, 566.8 MB
preseason_shawl v8 534 games, 448183 moves, e=0.556, loss: 6.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: -6.957, 2.030 sec/game, 14.7 min. total, 566.8 MB
preseason_shawl v8 535 games, 449054 moves, e=0.555, loss: 6.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: -6.974, 2.020 sec/game, 14.7 min. total, 566.3 MB
preseason_shawl v8 536 games, 450131 moves, e=0.554, loss: 6.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: -6.951, 2.053 sec/game, 14.8 min. total, 567.0 MB
preseason_shawl v8 537 games, 451209 moves, e=0.553, loss: 6.3, -, 14.0% elo% vs. random_no_suicide, avg. reward: -6.943, 2.053 sec/game, 14.8 min. total, 566.6 MB
preseason_shawl v8 538 games, 452254 moves, e=0.552, loss: 6.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: -6.938, 2.056 sec/game, 14.9 min. total, 567.1 MB
preseason_shawl v8 539 games, 453298 moves, e=0.551, loss: 6.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: -6.930, 2.057 sec/game, 14.9 min. total, 567.6 MB
preseason_shawl v8 540 games, 454156 moves, e=0.550, loss: 6.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: -6.943, 2.067 sec/game, 14.9 min. total, 570.0 MB
preseason_shawl v8 541 games, 455130 moves, e=0.549, loss: 6.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: -6.943, 2.067 sec/game, 15.0 min. total, 569.1 MB
preseason_shawl v8 542 games, 456177 moves, e=0.548, loss: 6.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: -6.924, 2.079 sec/game, 15.0 min. total, 568.9 MB
preseason_shawl v8 543 games, 457077 moves, e=0.547, loss: 7.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: -6.936, 2.080 sec/game, 15.0 min. total, 569.4 MB
preseason_shawl v8 544 games, 458074 moves, e=0.547, loss: 6.8, -, 12.1% elo% vs. random_no_suicide, avg. reward: -6.927, 2.081 sec/game, 15.1 min. total, 569.5 MB
preseason_shawl v8 545 games, 458961 moves, e=0.546, loss: 6.4, -, 11.9% elo% vs. random_no_suicide, avg. reward: -6.928, 2.081 sec/game, 15.1 min. total, 569.8 MB
preseason_shawl v8 546 games, 460082 moves, e=0.545, loss: 6.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: -6.908, 2.101 sec/game, 15.1 min. total, 569.8 MB
preseason_shawl v8 547 games, 460997 moves, e=0.544, loss: 6.3, -, 11.4% elo% vs. random_no_suicide, avg. reward: -6.921, 2.090 sec/game, 15.2 min. total, 570.0 MB
preseason_shawl v8 548 games, 462081 moves, e=0.543, loss: 6.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: -6.909, 2.099 sec/game, 15.2 min. total, 571.1 MB
preseason_shawl v8 549 games, 463113 moves, e=0.542, loss: 6.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -6.904, 2.112 sec/game, 15.2 min. total, 572.6 MB
preseason_shawl v8 550 games, 464196 moves, e=0.540, loss: 6.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: -6.894, 2.133 sec/game, 15.3 min. total, 572.6 MB
preseason_shawl v8 551 games, 465150 moves, e=0.540, loss: 6.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: -6.898, 2.116 sec/game, 15.3 min. total, 572.2 MB
preseason_shawl v8 552 games, 466221 moves, e=0.538, loss: 6.1, -, 10.4% elo% vs. random_no_suicide, avg. reward: -6.886, 2.131 sec/game, 15.3 min. total, 572.2 MB
preseason_shawl v8 553 games, 467158 moves, e=0.538, loss: 6.5, -, 10.3% elo% vs. random_no_suicide, avg. reward: -6.883, 2.140 sec/game, 15.4 min. total, 572.8 MB
preseason_shawl v8 554 games, 468354 moves, e=0.536, loss: 6.1, -, 10.1% elo% vs. random_no_suicide, avg. reward: -6.859, 2.152 sec/game, 15.4 min. total, 573.0 MB
preseason_shawl v8 555 games, 469428 moves, e=0.535, loss: 5.9, -, 9.9% elo% vs. random_no_suicide, avg. reward: -6.848, 2.166 sec/game, 15.5 min. total, 572.9 MB
preseason_shawl v8 556 games, 470630 moves, e=0.534, loss: 5.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: -6.840, 2.159 sec/game, 15.5 min. total, 572.7 MB
preseason_shawl v8 557 games, 471574 moves, e=0.533, loss: 5.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: -6.839, 2.153 sec/game, 15.5 min. total, 574.6 MB
preseason_shawl v8 558 games, 472583 moves, e=0.532, loss: 6.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: -6.835, 2.152 sec/game, 15.6 min. total, 574.8 MB
preseason_shawl v8 559 games, 473648 moves, e=0.531, loss: 6.0, -, 9.3% elo% vs. random_no_suicide, avg. reward: -6.816, 2.156 sec/game, 15.6 min. total, 575.6 MB
preseason_shawl v8 560 games, 474546 moves, e=0.530, loss: 5.8, -, 9.2% elo% vs. random_no_suicide, avg. reward: -6.827, 2.160 sec/game, 15.6 min. total, 575.6 MB
preseason_shawl v8 561 games, 475552 moves, e=0.529, loss: 5.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: -6.819, 2.159 sec/game, 15.7 min. total, 575.7 MB
preseason_shawl v8 562 games, 476574 moves, e=0.528, loss: 5.6, -, 8.9% elo% vs. random_no_suicide, avg. reward: -6.818, 2.160 sec/game, 15.7 min. total, 575.3 MB
preseason_shawl v8 563 games, 477635 moves, e=0.527, loss: 5.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: -6.806, 2.173 sec/game, 15.7 min. total, 576.2 MB
preseason_shawl v8 564 games, 478842 moves, e=0.526, loss: 5.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: -6.794, 2.184 sec/game, 15.8 min. total, 576.2 MB
preseason_shawl v8 565 games, 479891 moves, e=0.525, loss: 5.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: -6.778, 2.205 sec/game, 15.8 min. total, 576.4 MB
