preseason_shawl v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
preseason_shawl v9 614 games, 532708 moves, e=0.473, loss: 5.5, -, 27.3% elo% vs. random_no_suicide, avg. reward: -6.358, 2.282 sec/game, 17.7 min. total, 592.8 MB
preseason_shawl v9 615 games, 533840 moves, e=0.471, loss: 5.5, -, 26.4% elo% vs. random_no_suicide, avg. reward: -6.345, 2.266 sec/game, 17.7 min. total, 593.8 MB
preseason_shawl v9 616 games, 535071 moves, e=0.470, loss: 5.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: -6.329, 2.286 sec/game, 17.7 min. total, 594.6 MB
preseason_shawl v9 617 games, 536074 moves, e=0.469, loss: 5.5, -, 24.5% elo% vs. random_no_suicide, avg. reward: -6.333, 2.287 sec/game, 17.8 min. total, 595.5 MB
preseason_shawl v9 618 games, 537298 moves, e=0.468, loss: 5.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: -6.322, 2.304 sec/game, 17.8 min. total, 596.5 MB
preseason_shawl v9 619 games, 538359 moves, e=0.467, loss: 5.7, -, 22.9% elo% vs. random_no_suicide, avg. reward: -6.316, 2.296 sec/game, 17.9 min. total, 596.4 MB
preseason_shawl v9 620 games, 539425 moves, e=0.466, loss: 5.8, -, 22.2% elo% vs. random_no_suicide, avg. reward: -6.288, 2.304 sec/game, 17.9 min. total, 596.0 MB
preseason_shawl v9 621 games, 540403 moves, e=0.465, loss: 5.9, -, 21.5% elo% vs. random_no_suicide, avg. reward: -6.290, 2.281 sec/game, 17.9 min. total, 596.8 MB
preseason_shawl v9 622 games, 541421 moves, e=0.464, loss: 6.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: -6.278, 2.271 sec/game, 18.0 min. total, 596.6 MB
preseason_shawl v9 623 games, 542534 moves, e=0.463, loss: 6.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: -6.261, 2.287 sec/game, 18.0 min. total, 596.9 MB
preseason_shawl v9 624 games, 543720 moves, e=0.462, loss: 5.8, -, 19.6% elo% vs. random_no_suicide, avg. reward: -6.248, 2.290 sec/game, 18.1 min. total, 596.9 MB
preseason_shawl v9 625 games, 544727 moves, e=0.461, loss: 6.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: -6.239, 2.280 sec/game, 18.1 min. total, 598.1 MB
preseason_shawl v9 626 games, 545761 moves, e=0.460, loss: 5.9, -, 18.5% elo% vs. random_no_suicide, avg. reward: -6.227, 2.267 sec/game, 18.1 min. total, 599.4 MB
preseason_shawl v9 627 games, 546763 moves, e=0.459, loss: 5.9, -, 18.0% elo% vs. random_no_suicide, avg. reward: -6.232, 2.266 sec/game, 18.2 min. total, 600.1 MB
preseason_shawl v9 628 games, 547937 moves, e=0.458, loss: 6.2, -, 17.5% elo% vs. random_no_suicide, avg. reward: -6.220, 2.268 sec/game, 18.2 min. total, 600.3 MB
preseason_shawl v9 629 games, 549151 moves, e=0.456, loss: 6.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: -6.199, 2.300 sec/game, 18.2 min. total, 600.1 MB
preseason_shawl v9 630 games, 550144 moves, e=0.455, loss: 6.0, -, 16.6% elo% vs. random_no_suicide, avg. reward: -6.191, 2.279 sec/game, 18.3 min. total, 600.4 MB
preseason_shawl v9 631 games, 551135 moves, e=0.454, loss: 6.0, -, 16.2% elo% vs. random_no_suicide, avg. reward: -6.196, 2.264 sec/game, 18.3 min. total, 600.7 MB
preseason_shawl v9 632 games, 552248 moves, e=0.453, loss: 5.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: -6.194, 2.266 sec/game, 18.3 min. total, 601.2 MB
preseason_shawl v9 633 games, 553355 moves, e=0.452, loss: 5.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: -6.170, 2.276 sec/game, 18.4 min. total, 600.9 MB
preseason_shawl v9 634 games, 554488 moves, e=0.451, loss: 5.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: -6.168, 2.276 sec/game, 18.4 min. total, 602.0 MB
preseason_shawl v9 635 games, 555555 moves, e=0.450, loss: 5.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: -6.154, 2.277 sec/game, 18.5 min. total, 602.9 MB
preseason_shawl v9 636 games, 556536 moves, e=0.449, loss: 6.0, -, 14.4% elo% vs. random_no_suicide, avg. reward: -6.166, 2.250 sec/game, 18.5 min. total, 603.0 MB
preseason_shawl v9 637 games, 557685 moves, e=0.448, loss: 6.2, -, 14.0% elo% vs. random_no_suicide, avg. reward: -6.161, 2.259 sec/game, 18.5 min. total, 602.8 MB
preseason_shawl v9 638 games, 558743 moves, e=0.447, loss: 6.1, -, 13.7% elo% vs. random_no_suicide, avg. reward: -6.158, 2.253 sec/game, 18.6 min. total, 602.8 MB
preseason_shawl v9 639 games, 559738 moves, e=0.446, loss: 6.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: -6.159, 2.245 sec/game, 18.6 min. total, 602.7 MB
preseason_shawl v9 640 games, 560851 moves, e=0.445, loss: 6.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: -6.137, 2.247 sec/game, 18.7 min. total, 603.2 MB
preseason_shawl v9 641 games, 562012 moves, e=0.444, loss: 6.1, -, 12.9% elo% vs. random_no_suicide, avg. reward: -6.129, 2.271 sec/game, 18.7 min. total, 602.8 MB
preseason_shawl v9 642 games, 563137 moves, e=0.442, loss: 6.2, -, 12.6% elo% vs. random_no_suicide, avg. reward: -6.125, 2.280 sec/game, 18.7 min. total, 603.5 MB
preseason_shawl v9 643 games, 564127 moves, e=0.442, loss: 6.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: -6.119, 2.268 sec/game, 18.8 min. total, 605.6 MB
preseason_shawl v9 644 games, 565346 moves, e=0.440, loss: 6.2, -, 12.1% elo% vs. random_no_suicide, avg. reward: -6.104, 2.269 sec/game, 18.8 min. total, 605.9 MB
preseason_shawl v9 645 games, 566491 moves, e=0.439, loss: 5.8, -, 11.9% elo% vs. random_no_suicide, avg. reward: -6.085, 2.281 sec/game, 18.8 min. total, 605.4 MB
preseason_shawl v9 646 games, 567612 moves, e=0.438, loss: 5.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: -6.082, 2.285 sec/game, 18.9 min. total, 605.4 MB
preseason_shawl v9 647 games, 568678 moves, e=0.437, loss: 5.8, -, 11.4% elo% vs. random_no_suicide, avg. reward: -6.067, 2.288 sec/game, 18.9 min. total, 605.8 MB
preseason_shawl v9 648 games, 569954 moves, e=0.436, loss: 5.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: -6.052, 2.301 sec/game, 19.0 min. total, 606.0 MB
preseason_shawl v9 649 games, 571112 moves, e=0.435, loss: 5.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: -6.042, 2.292 sec/game, 19.0 min. total, 605.9 MB
preseason_shawl v9 650 games, 572445 moves, e=0.433, loss: 5.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: -6.028, 2.325 sec/game, 19.1 min. total, 606.4 MB
preseason_shawl v9 651 games, 573728 moves, e=0.432, loss: 5.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: -6.005, 2.355 sec/game, 19.1 min. total, 607.9 MB
preseason_shawl v9 652 games, 574887 moves, e=0.431, loss: 5.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: -6.000, 2.357 sec/game, 19.1 min. total, 608.3 MB
preseason_shawl v9 653 games, 575904 moves, e=0.430, loss: 5.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: -5.990, 2.343 sec/game, 19.2 min. total, 608.8 MB
preseason_shawl v9 654 games, 577076 moves, e=0.429, loss: 5.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -5.987, 2.354 sec/game, 19.2 min. total, 608.1 MB
preseason_shawl v9 655 games, 578094 moves, e=0.428, loss: 6.1, -, 9.9% elo% vs. random_no_suicide, avg. reward: -5.990, 2.343 sec/game, 19.2 min. total, 609.1 MB
preseason_shawl v9 656 games, 579125 moves, e=0.427, loss: 6.1, -, 9.8% elo% vs. random_no_suicide, avg. reward: -6.000, 2.352 sec/game, 19.3 min. total, 609.1 MB
preseason_shawl v9 657 games, 580221 moves, e=0.426, loss: 6.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -5.986, 2.346 sec/game, 19.3 min. total, 609.0 MB
preseason_shawl v9 658 games, 581352 moves, e=0.424, loss: 6.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: -5.979, 2.343 sec/game, 19.4 min. total, 609.1 MB
preseason_shawl v9 659 games, 582494 moves, e=0.423, loss: 6.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: -5.975, 2.371 sec/game, 19.4 min. total, 610.1 MB
preseason_shawl v9 660 games, 583453 moves, e=0.422, loss: 6.7, -, 9.2% elo% vs. random_no_suicide, avg. reward: -5.969, 2.362 sec/game, 19.4 min. total, 611.5 MB
preseason_shawl v9 661 games, 584577 moves, e=0.421, loss: 7.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: -5.960, 2.366 sec/game, 19.5 min. total, 612.2 MB
preseason_shawl v9 662 games, 585512 moves, e=0.420, loss: 6.9, -, 8.9% elo% vs. random_no_suicide, avg. reward: -5.967, 2.349 sec/game, 19.5 min. total, 612.3 MB
preseason_shawl v9 663 games, 586531 moves, e=0.419, loss: 6.9, -, 8.8% elo% vs. random_no_suicide, avg. reward: -5.975, 2.344 sec/game, 19.5 min. total, 612.1 MB
preseason_shawl v9 664 games, 587738 moves, e=0.418, loss: 6.9, -, 8.6% elo% vs. random_no_suicide, avg. reward: -5.968, 2.341 sec/game, 19.6 min. total, 612.4 MB
preseason_shawl v9 665 games, 588885 moves, e=0.417, loss: 7.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -5.958, 2.341 sec/game, 19.6 min. total, 612.3 MB
preseason_shawl v9 666 games, 590067 moves, e=0.416, loss: 7.3, -, 8.4% elo% vs. random_no_suicide, avg. reward: -5.939, 2.351 sec/game, 19.7 min. total, 612.4 MB
preseason_shawl v9 667 games, 591350 moves, e=0.415, loss: 7.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: -5.927, 2.370 sec/game, 19.7 min. total, 612.9 MB
preseason_shawl v9 668 games, 592399 moves, e=0.414, loss: 6.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: -5.928, 2.357 sec/game, 19.8 min. total, 613.8 MB
preseason_shawl v9 669 games, 593426 moves, e=0.413, loss: 6.8, -, 8.0% elo% vs. random_no_suicide, avg. reward: -5.919, 2.347 sec/game, 19.8 min. total, 615.8 MB
preseason_shawl v9 670 games, 594396 moves, e=0.412, loss: 6.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: -5.933, 2.313 sec/game, 19.8 min. total, 615.5 MB
preseason_shawl v9 671 games, 595484 moves, e=0.410, loss: 6.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: -5.918, 2.302 sec/game, 19.9 min. total, 615.9 MB
preseason_shawl v9 672 games, 596672 moves, e=0.409, loss: 6.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: -5.915, 2.302 sec/game, 19.9 min. total, 615.8 MB
preseason_shawl v9 673 games, 597813 moves, e=0.408, loss: 6.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: -5.911, 2.317 sec/game, 19.9 min. total, 615.8 MB
preseason_shawl v9 674 games, 598922 moves, e=0.407, loss: 6.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: -5.908, 2.315 sec/game, 20.0 min. total, 615.4 MB
preseason_shawl v9 675 games, 600032 moves, e=0.406, loss: 6.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: -5.902, 2.317 sec/game, 20.0 min. total, 615.4 MB
preseason_shawl v9 676 games, 601180 moves, e=0.405, loss: 6.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: -5.900, 2.325 sec/game, 20.1 min. total, 616.9 MB
preseason_shawl v9 677 games, 602361 moves, e=0.404, loss: 6.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.884, 2.333 sec/game, 20.1 min. total, 618.9 MB
preseason_shawl v9 678 games, 603380 moves, e=0.403, loss: 6.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.889, 2.325 sec/game, 20.1 min. total, 618.6 MB
preseason_shawl v9 679 games, 604472 moves, e=0.402, loss: 6.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: -5.889, 2.316 sec/game, 20.2 min. total, 619.1 MB
preseason_shawl v9 680 games, 605867 moves, e=0.400, loss: 6.1, -, 7.0% elo% vs. random_no_suicide, avg. reward: -5.869, 2.352 sec/game, 20.2 min. total, 619.2 MB
preseason_shawl v9 681 games, 607159 moves, e=0.399, loss: 6.0, -, 6.9% elo% vs. random_no_suicide, avg. reward: -5.858, 2.356 sec/game, 20.3 min. total, 618.7 MB
preseason_shawl v9 682 games, 608449 moves, e=0.398, loss: 6.2, -, 6.8% elo% vs. random_no_suicide, avg. reward: -5.846, 2.387 sec/game, 20.3 min. total, 619.0 MB
preseason_shawl v9 683 games, 609684 moves, e=0.396, loss: 5.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.841, 2.408 sec/game, 20.4 min. total, 619.5 MB
preseason_shawl v9 684 games, 610928 moves, e=0.395, loss: 5.8, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.831, 2.409 sec/game, 20.4 min. total, 619.5 MB
preseason_shawl v9 685 games, 612243 moves, e=0.394, loss: 5.6, -, 6.6% elo% vs. random_no_suicide, avg. reward: -5.830, 2.440 sec/game, 20.4 min. total, 619.8 MB
preseason_shawl v9 686 games, 613434 moves, e=0.393, loss: 5.4, -, 6.5% elo% vs. random_no_suicide, avg. reward: -5.828, 2.434 sec/game, 20.5 min. total, 621.1 MB
preseason_shawl v9 687 games, 614673 moves, e=0.391, loss: 5.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.812, 2.435 sec/game, 20.5 min. total, 621.4 MB
preseason_shawl v9 688 games, 615832 moves, e=0.390, loss: 6.0, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.811, 2.435 sec/game, 20.6 min. total, 622.0 MB
preseason_shawl v9 689 games, 617100 moves, e=0.389, loss: 6.0, -, 6.3% elo% vs. random_no_suicide, avg. reward: -5.795, 2.456 sec/game, 20.6 min. total, 622.2 MB
preseason_shawl v9 690 games, 618182 moves, e=0.388, loss: 6.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.790, 2.459 sec/game, 20.6 min. total, 622.3 MB
preseason_shawl v9 691 games, 619229 moves, e=0.387, loss: 6.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.792, 2.448 sec/game, 20.7 min. total, 621.9 MB
preseason_shawl v9 692 games, 620338 moves, e=0.386, loss: 6.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: -5.787, 2.449 sec/game, 20.7 min. total, 623.0 MB
preseason_shawl v9 693 games, 621478 moves, e=0.385, loss: 6.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.775, 2.449 sec/game, 20.8 min. total, 622.5 MB
preseason_shawl v9 694 games, 622583 moves, e=0.384, loss: 6.8, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.773, 2.439 sec/game, 20.8 min. total, 623.2 MB
preseason_shawl v9 695 games, 623511 moves, e=0.383, loss: 7.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: -5.789, 2.434 sec/game, 20.8 min. total, 624.8 MB
preseason_shawl v9 696 games, 624615 moves, e=0.382, loss: 6.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.784, 2.432 sec/game, 20.9 min. total, 624.6 MB
preseason_shawl v9 697 games, 625772 moves, e=0.380, loss: 7.8, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.773, 2.432 sec/game, 20.9 min. total, 625.5 MB
preseason_shawl v9 698 games, 626873 moves, e=0.379, loss: 7.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.768, 2.441 sec/game, 20.9 min. total, 625.2 MB
preseason_shawl v9 699 games, 627970 moves, e=0.378, loss: 6.9, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.765, 2.439 sec/game, 21.0 min. total, 624.8 MB
preseason_shawl v9 700 games, 629097 moves, e=0.377, loss: 6.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: -5.765, 2.403 sec/game, 21.0 min. total, 625.3 MB
preseason_shawl v10 701 games, 630157 moves, e=0.376, loss: 7.0, -, 47.7% elo% vs. random_no_suicide, avg. reward: -5.768, 2.396 sec/game, 21.1 min. total, 625.6 MB
preseason_shawl v10 702 games, 631419 moves, e=0.375, loss: 6.9, -, 45.5% elo% vs. random_no_suicide, avg. reward: -5.753, 2.387 sec/game, 21.1 min. total, 626.1 MB
preseason_shawl v10 703 games, 632423 moves, e=0.374, loss: 6.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: -5.752, 2.366 sec/game, 21.1 min. total, 627.6 MB
preseason_shawl v10 704 games, 633684 moves, e=0.373, loss: 6.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: -5.745, 2.376 sec/game, 21.2 min. total, 629.3 MB
preseason_shawl v10 705 games, 635008 moves, e=0.371, loss: 6.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: -5.735, 2.377 sec/game, 21.2 min. total, 629.1 MB
preseason_shawl v10 706 games, 636119 moves, e=0.370, loss: 6.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: -5.740, 2.367 sec/game, 21.3 min. total, 628.9 MB
preseason_shawl v10 707 games, 637297 moves, e=0.369, loss: 6.7, -, 36.3% elo% vs. random_no_suicide, avg. reward: -5.736, 2.374 sec/game, 21.3 min. total, 629.1 MB
preseason_shawl v10 708 games, 638475 moves, e=0.368, loss: 6.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: -5.730, 2.385 sec/game, 21.4 min. total, 628.7 MB
preseason_shawl v10 709 games, 639698 moves, e=0.367, loss: 6.8, -, 33.3% elo% vs. random_no_suicide, avg. reward: -5.710, 2.380 sec/game, 21.4 min. total, 629.4 MB
preseason_shawl v10 710 games, 640910 moves, e=0.365, loss: 6.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: -5.705, 2.401 sec/game, 21.4 min. total, 629.2 MB
preseason_shawl v10 711 games, 642022 moves, e=0.364, loss: 6.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: -5.702, 2.402 sec/game, 21.5 min. total, 629.3 MB
preseason_shawl v10 712 games, 643125 moves, e=0.363, loss: 6.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: -5.698, 2.399 sec/game, 21.5 min. total, 630.8 MB
preseason_shawl v10 713 games, 644337 moves, e=0.362, loss: 6.3, -, 28.4% elo% vs. random_no_suicide, avg. reward: -5.691, 2.403 sec/game, 21.6 min. total, 630.3 MB
preseason_shawl v10 714 games, 645515 moves, e=0.361, loss: 6.6, -, 27.3% elo% vs. random_no_suicide, avg. reward: -5.683, 2.428 sec/game, 21.6 min. total, 630.2 MB
preseason_shawl v10 715 games, 646634 moves, e=0.360, loss: 6.5, -, 26.4% elo% vs. random_no_suicide, avg. reward: -5.682, 2.433 sec/game, 21.6 min. total, 630.5 MB
preseason_shawl v10 716 games, 647969 moves, e=0.359, loss: 6.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: -5.671, 2.461 sec/game, 21.7 min. total, 631.1 MB
preseason_shawl v10 717 games, 649034 moves, e=0.357, loss: 6.8, -, 24.5% elo% vs. random_no_suicide, avg. reward: -5.667, 2.451 sec/game, 21.7 min. total, 631.1 MB
preseason_shawl v10 718 games, 650210 moves, e=0.356, loss: 6.7, -, 23.7% elo% vs. random_no_suicide, avg. reward: -5.668, 2.453 sec/game, 21.8 min. total, 631.8 MB
preseason_shawl v10 719 games, 651225 moves, e=0.355, loss: 6.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: -5.668, 2.443 sec/game, 21.8 min. total, 633.6 MB
preseason_shawl v10 720 games, 652363 moves, e=0.354, loss: 6.6, -, 22.2% elo% vs. random_no_suicide, avg. reward: -5.661, 2.464 sec/game, 21.8 min. total, 634.6 MB
preseason_shawl v10 721 games, 653747 moves, e=0.353, loss: 6.8, -, 21.5% elo% vs. random_no_suicide, avg. reward: -5.637, 2.494 sec/game, 21.9 min. total, 634.7 MB
preseason_shawl v10 722 games, 655032 moves, e=0.352, loss: 6.6, -, 20.8% elo% vs. random_no_suicide, avg. reward: -5.621, 2.504 sec/game, 21.9 min. total, 634.8 MB
preseason_shawl v10 723 games, 656248 moves, e=0.350, loss: 6.9, -, 20.2% elo% vs. random_no_suicide, avg. reward: -5.615, 2.520 sec/game, 22.0 min. total, 634.8 MB
preseason_shawl v10 724 games, 657341 moves, e=0.349, loss: 6.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: -5.621, 2.509 sec/game, 22.0 min. total, 634.4 MB
preseason_shawl v10 725 games, 658728 moves, e=0.348, loss: 6.9, -, 19.1% elo% vs. random_no_suicide, avg. reward: -5.600, 2.507 sec/game, 22.1 min. total, 635.4 MB
preseason_shawl v10 726 games, 659923 moves, e=0.347, loss: 6.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: -5.593, 2.517 sec/game, 22.1 min. total, 635.7 MB
preseason_shawl v10 727 games, 661352 moves, e=0.345, loss: 6.5, -, 18.0% elo% vs. random_no_suicide, avg. reward: -5.569, 2.524 sec/game, 22.2 min. total, 636.8 MB
preseason_shawl v10 728 games, 662555 moves, e=0.344, loss: 6.1, -, 17.5% elo% vs. random_no_suicide, avg. reward: -5.568, 2.522 sec/game, 22.2 min. total, 636.3 MB
preseason_shawl v10 729 games, 663622 moves, e=0.343, loss: 6.2, -, 17.1% elo% vs. random_no_suicide, avg. reward: -5.574, 2.506 sec/game, 22.2 min. total, 637.4 MB
preseason_shawl v10 730 games, 664678 moves, e=0.342, loss: 6.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: -5.570, 2.485 sec/game, 22.3 min. total, 637.4 MB
preseason_shawl v10 731 games, 665779 moves, e=0.341, loss: 6.8, -, 16.2% elo% vs. random_no_suicide, avg. reward: -5.559, 2.495 sec/game, 22.3 min. total, 637.2 MB
preseason_shawl v10 732 games, 666840 moves, e=0.340, loss: 6.5, -, 15.8% elo% vs. random_no_suicide, avg. reward: -5.559, 2.487 sec/game, 22.3 min. total, 637.5 MB
preseason_shawl v10 733 games, 668041 moves, e=0.339, loss: 6.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: -5.558, 2.491 sec/game, 22.4 min. total, 637.5 MB
preseason_shawl v10 734 games, 669168 moves, e=0.338, loss: 6.8, ., 16.3% elo% vs. random_no_suicide, avg. reward: -5.555, 2.470 sec/game, 22.4 min. total, 637.6 MB
preseason_shawl v10 735 games, 670259 moves, e=0.336, loss: 7.0, -, 15.9% elo% vs. random_no_suicide, avg. reward: -5.548, 2.477 sec/game, 22.5 min. total, 638.9 MB
preseason_shawl v10 736 games, 671503 moves, e=0.335, loss: 6.8, -, 15.5% elo% vs. random_no_suicide, avg. reward: -5.528, 2.476 sec/game, 22.5 min. total, 641.2 MB
preseason_shawl v10 737 games, 672651 moves, e=0.334, loss: 6.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: -5.526, 2.526 sec/game, 22.6 min. total, 641.0 MB
preseason_shawl v10 738 games, 673711 moves, e=0.333, loss: 6.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: -5.523, 2.544 sec/game, 22.6 min. total, 641.3 MB
preseason_shawl v10 739 games, 675103 moves, e=0.332, loss: 6.8, -, 14.4% elo% vs. random_no_suicide, avg. reward: -5.503, 2.598 sec/game, 22.7 min. total, 640.7 MB
preseason_shawl v10 740 games, 676043 moves, e=0.331, loss: 6.8, -, 14.1% elo% vs. random_no_suicide, avg. reward: -5.510, 2.572 sec/game, 22.7 min. total, 641.1 MB
preseason_shawl v10 741 games, 677326 moves, e=0.329, loss: 7.0, -, 13.8% elo% vs. random_no_suicide, avg. reward: -5.500, 2.583 sec/game, 22.8 min. total, 641.4 MB
preseason_shawl v10 742 games, 678604 moves, e=0.328, loss: 6.3, -, 13.5% elo% vs. random_no_suicide, avg. reward: -5.489, 2.616 sec/game, 22.8 min. total, 641.8 MB
preseason_shawl v10 743 games, 679773 moves, e=0.327, loss: 6.3, -, 13.2% elo% vs. random_no_suicide, avg. reward: -5.475, 2.679 sec/game, 22.9 min. total, 475.1 MB
preseason_shawl v10 744 games, 680970 moves, e=0.326, loss: 6.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -5.477, 2.705 sec/game, 22.9 min. total, 476.8 MB
preseason_shawl v10 745 games, 682178 moves, e=0.325, loss: 6.3, -, 12.7% elo% vs. random_no_suicide, avg. reward: -5.471, 2.718 sec/game, 23.0 min. total, 483.1 MB
preseason_shawl v10 746 games, 683319 moves, e=0.324, loss: 6.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: -5.466, 2.735 sec/game, 23.0 min. total, 483.0 MB
preseason_shawl v10 747 games, 684698 moves, e=0.322, loss: 6.8, -, 12.2% elo% vs. random_no_suicide, avg. reward: -5.451, 2.761 sec/game, 23.1 min. total, 483.0 MB
preseason_shawl v10 748 games, 686198 moves, e=0.321, loss: 6.7, -, 11.9% elo% vs. random_no_suicide, avg. reward: -5.442, 2.782 sec/game, 23.1 min. total, 482.7 MB
preseason_shawl v10 749 games, 687509 moves, e=0.319, loss: 6.2, -, 11.7% elo% vs. random_no_suicide, avg. reward: -5.436, 2.825 sec/game, 23.2 min. total, 483.1 MB
preseason_shawl v10 750 games, 688825 moves, e=0.318, loss: 6.3, -, 11.5% elo% vs. random_no_suicide, avg. reward: -5.437, 2.861 sec/game, 23.2 min. total, 483.6 MB
preseason_shawl v10 751 games, 690011 moves, e=0.317, loss: 6.5, -, 11.3% elo% vs. random_no_suicide, avg. reward: -5.443, 2.864 sec/game, 23.3 min. total, 483.5 MB
preseason_shawl v10 752 games, 691232 moves, e=0.316, loss: 6.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: -5.441, 2.898 sec/game, 23.3 min. total, 485.1 MB
preseason_shawl v10 753 games, 692495 moves, e=0.314, loss: 6.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -5.432, 2.943 sec/game, 23.4 min. total, 461.8 MB
preseason_shawl v10 754 games, 693726 moves, e=0.313, loss: 5.8, -, 10.7% elo% vs. random_no_suicide, avg. reward: -5.431, 2.986 sec/game, 23.4 min. total, 461.6 MB
preseason_shawl v10 755 games, 694996 moves, e=0.312, loss: 6.0, -, 10.5% elo% vs. random_no_suicide, avg. reward: -5.414, 3.002 sec/game, 23.5 min. total, 462.2 MB
preseason_shawl v10 756 games, 695954 moves, e=0.311, loss: 6.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: -5.418, 2.969 sec/game, 23.5 min. total, 461.8 MB
preseason_shawl v10 757 games, 697053 moves, e=0.310, loss: 6.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: -5.420, 2.951 sec/game, 23.6 min. total, 462.1 MB
preseason_shawl v10 758 games, 698213 moves, e=0.309, loss: 6.7, -, 10.0% elo% vs. random_no_suicide, avg. reward: -5.417, 2.957 sec/game, 23.6 min. total, 462.3 MB
preseason_shawl v10 759 games, 699477 moves, e=0.308, loss: 6.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: -5.410, 2.936 sec/game, 23.6 min. total, 462.5 MB
preseason_shawl v10 760 games, 700724 moves, e=0.306, loss: 6.4, -, 9.6% elo% vs. random_no_suicide, avg. reward: -5.391, 2.999 sec/game, 23.7 min. total, 464.5 MB
preseason_shawl v10 761 games, 701935 moves, e=0.305, loss: 7.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: -5.385, 2.988 sec/game, 23.8 min. total, 465.3 MB
