nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v21 1767 games, 2140793 moves, e=0.010, loss: 4.1, -, 8.6% elo% vs. simple_bot, avg. reward: -2.017, 4.244 sec/game, 102.7 min. total, 910.5 MB
nemeses_unhappy v21 1768 games, 2142186 moves, e=0.010, loss: 3.8, -, 8.5% elo% vs. simple_bot, avg. reward: -2.017, 4.246 sec/game, 102.7 min. total, 910.4 MB
nemeses_unhappy v21 1769 games, 2143676 moves, e=0.010, loss: 3.9, -, 8.3% elo% vs. simple_bot, avg. reward: -2.018, 4.231 sec/game, 102.8 min. total, 910.1 MB
nemeses_unhappy v21 1770 games, 2145200 moves, e=0.010, loss: 4.0, -, 8.2% elo% vs. simple_bot, avg. reward: -2.018, 4.257 sec/game, 102.9 min. total, 910.8 MB
nemeses_unhappy v21 1771 games, 2146788 moves, e=0.010, loss: 3.9, -, 8.1% elo% vs. simple_bot, avg. reward: -2.022, 4.272 sec/game, 103.0 min. total, 910.9 MB
nemeses_unhappy v21 1772 games, 2148335 moves, e=0.010, loss: 4.1, -, 8.0% elo% vs. simple_bot, avg. reward: -2.023, 4.258 sec/game, 103.0 min. total, 912.9 MB
nemeses_unhappy v21 1773 games, 2149741 moves, e=0.010, loss: 4.1, -, 7.9% elo% vs. simple_bot, avg. reward: -2.021, 4.273 sec/game, 103.1 min. total, 913.2 MB
nemeses_unhappy v21 1774 games, 2151309 moves, e=0.010, loss: 4.1, -, 7.8% elo% vs. simple_bot, avg. reward: -2.022, 4.294 sec/game, 103.2 min. total, 913.4 MB
nemeses_unhappy v21 1775 games, 2152786 moves, e=0.010, loss: 3.8, -, 7.7% elo% vs. simple_bot, avg. reward: -2.023, 4.297 sec/game, 103.2 min. total, 913.4 MB
nemeses_unhappy v21 1776 games, 2154314 moves, e=0.010, loss: 3.8, -, 7.6% elo% vs. simple_bot, avg. reward: -2.019, 4.299 sec/game, 103.3 min. total, 913.9 MB
nemeses_unhappy v21 1777 games, 2156052 moves, e=0.010, loss: 3.8, -, 7.5% elo% vs. simple_bot, avg. reward: -2.023, 4.338 sec/game, 103.4 min. total, 914.2 MB
nemeses_unhappy v21 1778 games, 2157546 moves, e=0.010, loss: 3.7, -, 7.4% elo% vs. simple_bot, avg. reward: -2.025, 4.294 sec/game, 103.5 min. total, 914.4 MB
nemeses_unhappy v21 1779 games, 2158750 moves, e=0.010, loss: 3.8, -, 7.3% elo% vs. simple_bot, avg. reward: -2.025, 4.255 sec/game, 103.5 min. total, 915.0 MB
nemeses_unhappy v21 1780 games, 2160376 moves, e=0.010, loss: 3.8, -, 7.2% elo% vs. simple_bot, avg. reward: -2.026, 4.256 sec/game, 103.6 min. total, 915.4 MB
nemeses_unhappy v21 1781 games, 2161722 moves, e=0.010, loss: 3.8, -, 7.1% elo% vs. simple_bot, avg. reward: -2.027, 4.226 sec/game, 103.7 min. total, 915.2 MB
nemeses_unhappy v21 1782 games, 2163312 moves, e=0.010, loss: 3.8, -, 7.0% elo% vs. simple_bot, avg. reward: -2.025, 4.216 sec/game, 103.7 min. total, 915.1 MB
nemeses_unhappy v21 1783 games, 2164817 moves, e=0.010, loss: 3.8, -, 7.0% elo% vs. simple_bot, avg. reward: -2.028, 4.216 sec/game, 103.8 min. total, 915.3 MB
nemeses_unhappy v21 1784 games, 2166268 moves, e=0.010, loss: 3.8, -, 6.9% elo% vs. simple_bot, avg. reward: -2.030, 4.214 sec/game, 103.9 min. total, 915.8 MB
nemeses_unhappy v21 1785 games, 2167746 moves, e=0.010, loss: 3.7, -, 6.8% elo% vs. simple_bot, avg. reward: -2.033, 4.227 sec/game, 103.9 min. total, 917.6 MB
nemeses_unhappy v21 1786 games, 2169154 moves, e=0.010, loss: 3.5, -, 6.7% elo% vs. simple_bot, avg. reward: -2.032, 4.214 sec/game, 104.0 min. total, 917.6 MB
nemeses_unhappy v21 1787 games, 2170837 moves, e=0.010, loss: 3.5, -, 6.6% elo% vs. simple_bot, avg. reward: -2.032, 4.233 sec/game, 104.1 min. total, 921.3 MB
nemeses_unhappy v21 1788 games, 2172283 moves, e=0.010, loss: 3.8, -, 6.6% elo% vs. simple_bot, avg. reward: -2.033, 4.231 sec/game, 104.2 min. total, 917.6 MB
nemeses_unhappy v21 1789 games, 2174028 moves, e=0.010, loss: 3.9, -, 6.5% elo% vs. simple_bot, avg. reward: -2.036, 4.262 sec/game, 104.2 min. total, 918.0 MB
nemeses_unhappy v21 1790 games, 2175634 moves, e=0.010, loss: 3.9, -, 6.4% elo% vs. simple_bot, avg. reward: -2.037, 4.270 sec/game, 104.3 min. total, 918.3 MB
nemeses_unhappy v21 1791 games, 2177056 moves, e=0.010, loss: 4.0, -, 6.3% elo% vs. simple_bot, avg. reward: -2.041, 4.261 sec/game, 104.4 min. total, 920.6 MB
nemeses_unhappy v21 1792 games, 2178655 moves, e=0.010, loss: 3.9, -, 6.3% elo% vs. simple_bot, avg. reward: -2.045, 4.277 sec/game, 104.5 min. total, 920.7 MB
nemeses_unhappy v21 1793 games, 2180420 moves, e=0.010, loss: 3.9, -, 6.2% elo% vs. simple_bot, avg. reward: -2.054, 4.324 sec/game, 104.5 min. total, 920.8 MB
nemeses_unhappy v21 1794 games, 2182024 moves, e=0.010, loss: 3.8, -, 6.1% elo% vs. simple_bot, avg. reward: -2.060, 4.318 sec/game, 104.6 min. total, 920.7 MB
nemeses_unhappy v21 1795 games, 2183724 moves, e=0.010, loss: 4.3, -, 6.1% elo% vs. simple_bot, avg. reward: -2.070, 4.346 sec/game, 104.7 min. total, 920.7 MB
nemeses_unhappy v21 1796 games, 2185527 moves, e=0.010, loss: 4.0, -, 6.0% elo% vs. simple_bot, avg. reward: -2.070, 4.384 sec/game, 104.8 min. total, 920.9 MB
nemeses_unhappy v21 1797 games, 2186936 moves, e=0.010, loss: 4.3, -, 6.0% elo% vs. simple_bot, avg. reward: -2.072, 4.339 sec/game, 104.8 min. total, 922.6 MB
nemeses_unhappy v21 1798 games, 2188499 moves, e=0.010, loss: 4.2, -, 5.9% elo% vs. simple_bot, avg. reward: -2.074, 4.360 sec/game, 104.9 min. total, 922.8 MB
nemeses_unhappy v21 1799 games, 2190006 moves, e=0.010, loss: 4.2, -, 5.8% elo% vs. simple_bot, avg. reward: -2.075, 4.393 sec/game, 105.0 min. total, 923.1 MB
nemeses_unhappy v21 1800 games, 2191585 moves, e=0.010, loss: 4.3, -, 5.8% elo% vs. simple_bot, avg. reward: -2.075, 4.393 sec/game, 105.1 min. total, 923.2 MB
nemeses_unhappy v22 1801 games, 2192766 moves, e=0.010, loss: 4.2, -, 47.7% elo% vs. simple_bot, avg. reward: -2.070, 4.368 sec/game, 105.1 min. total, 923.2 MB
nemeses_unhappy v22 1802 games, 2194213 moves, e=0.010, loss: 4.1, -, 45.5% elo% vs. simple_bot, avg. reward: -2.069, 4.357 sec/game, 105.2 min. total, 923.0 MB
nemeses_unhappy v22 1803 games, 2195695 moves, e=0.010, loss: 4.2, -, 43.4% elo% vs. simple_bot, avg. reward: -2.067, 4.340 sec/game, 105.3 min. total, 924.6 MB
nemeses_unhappy v22 1804 games, 2197142 moves, e=0.010, loss: 4.1, -, 41.5% elo% vs. simple_bot, avg. reward: -2.069, 4.363 sec/game, 105.3 min. total, 924.8 MB
nemeses_unhappy v22 1805 games, 2198464 moves, e=0.010, loss: 4.2, -, 39.6% elo% vs. simple_bot, avg. reward: -2.070, 4.334 sec/game, 105.4 min. total, 924.9 MB
nemeses_unhappy v22 1806 games, 2199824 moves, e=0.010, loss: 3.9, -, 37.9% elo% vs. simple_bot, avg. reward: -2.071, 4.333 sec/game, 105.5 min. total, 925.1 MB
nemeses_unhappy v22 1807 games, 2201210 moves, e=0.010, loss: 3.9, -, 36.3% elo% vs. simple_bot, avg. reward: -2.066, 4.284 sec/game, 105.5 min. total, 925.0 MB
nemeses_unhappy v22 1808 games, 2202707 moves, e=0.010, loss: 3.9, -, 34.8% elo% vs. simple_bot, avg. reward: -2.064, 4.301 sec/game, 105.6 min. total, 925.2 MB
nemeses_unhappy v22 1809 games, 2204175 moves, e=0.010, loss: 3.8, -, 33.3% elo% vs. simple_bot, avg. reward: -2.060, 4.269 sec/game, 105.7 min. total, 925.2 MB
nemeses_unhappy v22 1810 games, 2205600 moves, e=0.010, loss: 3.8, -, 32.0% elo% vs. simple_bot, avg. reward: -2.061, 4.243 sec/game, 105.7 min. total, 931.1 MB
nemeses_unhappy v22 1811 games, 2207059 moves, e=0.010, loss: 3.7, -, 30.7% elo% vs. simple_bot, avg. reward: -2.061, 4.248 sec/game, 105.8 min. total, 927.3 MB
nemeses_unhappy v22 1812 games, 2208377 moves, e=0.010, loss: 3.8, -, 29.5% elo% vs. simple_bot, avg. reward: -2.055, 4.207 sec/game, 105.9 min. total, 927.5 MB
nemeses_unhappy v22 1813 games, 2209802 moves, e=0.010, loss: 3.8, -, 28.4% elo% vs. simple_bot, avg. reward: -2.054, 4.169 sec/game, 105.9 min. total, 927.5 MB
nemeses_unhappy v22 1814 games, 2211191 moves, e=0.010, loss: 3.7, -, 27.3% elo% vs. simple_bot, avg. reward: -2.057, 4.139 sec/game, 106.0 min. total, 931.7 MB
nemeses_unhappy v22 1815 games, 2212680 moves, e=0.010, loss: 3.9, -, 26.4% elo% vs. simple_bot, avg. reward: -2.061, 4.132 sec/game, 106.1 min. total, 928.3 MB
nemeses_unhappy v22 1816 games, 2214178 moves, e=0.010, loss: 3.8, -, 25.4% elo% vs. simple_bot, avg. reward: -2.064, 4.099 sec/game, 106.1 min. total, 930.7 MB
nemeses_unhappy v22 1817 games, 2215655 moves, e=0.010, loss: 3.9, -, 24.5% elo% vs. simple_bot, avg. reward: -2.066, 4.106 sec/game, 106.2 min. total, 930.5 MB
nemeses_unhappy v22 1818 games, 2217131 moves, e=0.010, loss: 4.0, -, 23.7% elo% vs. simple_bot, avg. reward: -2.067, 4.097 sec/game, 106.3 min. total, 930.6 MB
nemeses_unhappy v22 1819 games, 2218601 moves, e=0.010, loss: 3.9, -, 22.9% elo% vs. simple_bot, avg. reward: -2.068, 4.084 sec/game, 106.3 min. total, 930.8 MB
nemeses_unhappy v22 1820 games, 2220154 moves, e=0.010, loss: 3.8, -, 22.2% elo% vs. simple_bot, avg. reward: -2.072, 4.083 sec/game, 106.4 min. total, 930.8 MB
nemeses_unhappy v22 1821 games, 2221511 moves, e=0.010, loss: 4.1, -, 21.5% elo% vs. simple_bot, avg. reward: -2.071, 4.112 sec/game, 106.5 min. total, 931.5 MB
nemeses_unhappy v22 1822 games, 2222954 moves, e=0.010, loss: 3.9, -, 20.8% elo% vs. simple_bot, avg. reward: -2.074, 4.097 sec/game, 106.6 min. total, 932.2 MB
nemeses_unhappy v22 1823 games, 2224561 moves, e=0.010, loss: 4.0, -, 20.2% elo% vs. simple_bot, avg. reward: -2.081, 4.131 sec/game, 106.6 min. total, 932.5 MB
nemeses_unhappy v22 1824 games, 2225898 moves, e=0.010, loss: 4.0, -, 19.6% elo% vs. simple_bot, avg. reward: -2.079, 4.093 sec/game, 106.7 min. total, 932.7 MB
nemeses_unhappy v22 1825 games, 2227336 moves, e=0.010, loss: 4.1, -, 19.1% elo% vs. simple_bot, avg. reward: -2.077, 4.120 sec/game, 106.8 min. total, 932.9 MB
nemeses_unhappy v22 1826 games, 2228811 moves, e=0.010, loss: 4.0, -, 18.5% elo% vs. simple_bot, avg. reward: -2.073, 4.124 sec/game, 106.8 min. total, 932.7 MB
nemeses_unhappy v22 1827 games, 2230397 moves, e=0.010, loss: 4.1, -, 18.0% elo% vs. simple_bot, avg. reward: -2.079, 4.162 sec/game, 106.9 min. total, 933.7 MB
nemeses_unhappy v22 1828 games, 2231783 moves, e=0.010, loss: 4.1, -, 17.5% elo% vs. simple_bot, avg. reward: -2.076, 4.146 sec/game, 107.0 min. total, 935.4 MB
nemeses_unhappy v22 1829 games, 2233171 moves, e=0.010, loss: 3.9, -, 17.1% elo% vs. simple_bot, avg. reward: -2.075, 4.136 sec/game, 107.0 min. total, 935.7 MB
nemeses_unhappy v22 1830 games, 2234598 moves, e=0.010, loss: 3.9, -, 16.6% elo% vs. simple_bot, avg. reward: -2.073, 4.137 sec/game, 107.1 min. total, 935.7 MB
nemeses_unhappy v22 1831 games, 2236115 moves, e=0.010, loss: 4.0, -, 16.2% elo% vs. simple_bot, avg. reward: -2.070, 4.149 sec/game, 107.2 min. total, 935.7 MB
nemeses_unhappy v22 1832 games, 2237804 moves, e=0.010, loss: 4.0, -, 15.8% elo% vs. simple_bot, avg. reward: -2.067, 4.187 sec/game, 107.3 min. total, 936.0 MB
nemeses_unhappy v22 1833 games, 2239175 moves, e=0.010, loss: 4.1, -, 15.4% elo% vs. simple_bot, avg. reward: -2.062, 4.180 sec/game, 107.3 min. total, 936.2 MB
nemeses_unhappy v22 1834 games, 2240612 moves, e=0.010, loss: 4.1, -, 15.1% elo% vs. simple_bot, avg. reward: -2.067, 4.185 sec/game, 107.4 min. total, 936.8 MB
nemeses_unhappy v22 1835 games, 2241919 moves, e=0.010, loss: 4.0, -, 14.7% elo% vs. simple_bot, avg. reward: -2.066, 4.151 sec/game, 107.5 min. total, 937.5 MB
nemeses_unhappy v22 1836 games, 2243350 moves, e=0.010, loss: 4.1, -, 14.4% elo% vs. simple_bot, avg. reward: -2.065, 4.150 sec/game, 107.5 min. total, 937.3 MB
nemeses_unhappy v22 1837 games, 2244720 moves, e=0.010, loss: 4.1, -, 14.0% elo% vs. simple_bot, avg. reward: -2.064, 4.139 sec/game, 107.6 min. total, 937.7 MB
nemeses_unhappy v22 1838 games, 2246525 moves, e=0.010, loss: 4.1, -, 13.7% elo% vs. simple_bot, avg. reward: -2.059, 4.179 sec/game, 107.7 min. total, 938.5 MB
nemeses_unhappy v22 1839 games, 2247850 moves, e=0.010, loss: 4.1, -, 13.4% elo% vs. simple_bot, avg. reward: -2.057, 4.179 sec/game, 107.7 min. total, 938.6 MB
nemeses_unhappy v22 1840 games, 2249273 moves, e=0.010, loss: 4.1, -, 13.1% elo% vs. simple_bot, avg. reward: -2.058, 4.167 sec/game, 107.8 min. total, 940.9 MB
nemeses_unhappy v22 1841 games, 2250913 moves, e=0.010, loss: 4.0, -, 12.9% elo% vs. simple_bot, avg. reward: -2.055, 4.197 sec/game, 107.9 min. total, 939.6 MB
nemeses_unhappy v22 1842 games, 2252528 moves, e=0.010, loss: 3.9, +, 14.8% elo% vs. simple_bot, avg. reward: -2.055, 4.213 sec/game, 108.0 min. total, 941.4 MB
nemeses_unhappy v22 1843 games, 2253871 moves, e=0.010, loss: 4.0, -, 14.4% elo% vs. simple_bot, avg. reward: -2.050, 4.178 sec/game, 108.0 min. total, 941.5 MB
nemeses_unhappy v22 1844 games, 2255308 moves, e=0.010, loss: 4.0, -, 14.1% elo% vs. simple_bot, avg. reward: -2.053, 4.192 sec/game, 108.1 min. total, 941.0 MB
nemeses_unhappy v22 1845 games, 2256801 moves, e=0.010, loss: 4.1, -, 13.8% elo% vs. simple_bot, avg. reward: -2.055, 4.196 sec/game, 108.2 min. total, 940.4 MB
nemeses_unhappy v22 1846 games, 2258147 moves, e=0.010, loss: 4.2, -, 13.5% elo% vs. simple_bot, avg. reward: -2.051, 4.178 sec/game, 108.2 min. total, 941.1 MB
nemeses_unhappy v22 1847 games, 2259557 moves, e=0.010, loss: 4.0, +, 15.5% elo% vs. simple_bot, avg. reward: -2.047, 4.150 sec/game, 108.3 min. total, 941.1 MB
nemeses_unhappy v22 1848 games, 2260884 moves, e=0.010, loss: 4.0, -, 15.1% elo% vs. simple_bot, avg. reward: -2.047, 4.145 sec/game, 108.4 min. total, 943.0 MB
nemeses_unhappy v22 1849 games, 2262640 moves, e=0.010, loss: 4.0, -, 14.8% elo% vs. simple_bot, avg. reward: -2.048, 4.183 sec/game, 108.4 min. total, 943.6 MB
nemeses_unhappy v22 1850 games, 2264131 moves, e=0.010, loss: 3.9, -, 14.4% elo% vs. simple_bot, avg. reward: -2.047, 4.202 sec/game, 108.5 min. total, 943.7 MB
nemeses_unhappy v22 1851 games, 2265597 moves, e=0.010, loss: 3.9, -, 14.1% elo% vs. simple_bot, avg. reward: -2.042, 4.181 sec/game, 108.6 min. total, 943.7 MB
nemeses_unhappy v22 1852 games, 2267124 moves, e=0.010, loss: 3.8, -, 13.8% elo% vs. simple_bot, avg. reward: -2.042, 4.174 sec/game, 108.6 min. total, 944.4 MB
nemeses_unhappy v22 1853 games, 2268667 moves, e=0.010, loss: 4.0, -, 13.5% elo% vs. simple_bot, avg. reward: -2.040, 4.191 sec/game, 108.7 min. total, 944.6 MB
nemeses_unhappy v22 1854 games, 2270159 moves, e=0.010, loss: 3.8, -, 13.2% elo% vs. simple_bot, avg. reward: -2.040, 4.208 sec/game, 108.8 min. total, 945.1 MB
nemeses_unhappy v22 1855 games, 2271572 moves, e=0.010, loss: 4.0, -, 12.9% elo% vs. simple_bot, avg. reward: -2.034, 4.224 sec/game, 108.9 min. total, 945.6 MB
nemeses_unhappy v22 1856 games, 2273012 moves, e=0.010, loss: 3.8, -, 12.7% elo% vs. simple_bot, avg. reward: -2.029, 4.210 sec/game, 108.9 min. total, 945.8 MB
nemeses_unhappy v22 1857 games, 2274663 moves, e=0.010, loss: 3.9, -, 12.4% elo% vs. simple_bot, avg. reward: -2.026, 4.246 sec/game, 109.0 min. total, 946.3 MB
nemeses_unhappy v22 1858 games, 2276079 moves, e=0.010, loss: 4.1, -, 12.2% elo% vs. simple_bot, avg. reward: -2.023, 4.194 sec/game, 109.1 min. total, 946.4 MB
nemeses_unhappy v22 1859 games, 2277536 moves, e=0.010, loss: 3.9, -, 11.9% elo% vs. simple_bot, avg. reward: -2.021, 4.205 sec/game, 109.1 min. total, 946.7 MB
nemeses_unhappy v22 1860 games, 2279060 moves, e=0.010, loss: 4.0, -, 11.7% elo% vs. simple_bot, avg. reward: -2.016, 4.218 sec/game, 109.2 min. total, 947.8 MB
nemeses_unhappy v22 1861 games, 2280698 moves, e=0.010, loss: 3.9, -, 11.5% elo% vs. simple_bot, avg. reward: -2.014, 4.214 sec/game, 109.3 min. total, 948.2 MB
nemeses_unhappy v22 1862 games, 2282141 moves, e=0.010, loss: 4.2, -, 11.3% elo% vs. simple_bot, avg. reward: -2.015, 4.213 sec/game, 109.4 min. total, 948.2 MB
nemeses_unhappy v22 1863 games, 2283843 moves, e=0.010, loss: 4.3, -, 11.0% elo% vs. simple_bot, avg. reward: -2.011, 4.245 sec/game, 109.4 min. total, 948.6 MB
nemeses_unhappy v22 1864 games, 2285425 moves, e=0.010, loss: 4.3, -, 10.9% elo% vs. simple_bot, avg. reward: -2.009, 4.262 sec/game, 109.5 min. total, 948.4 MB
nemeses_unhappy v22 1865 games, 2286933 moves, e=0.010, loss: 4.2, -, 10.7% elo% vs. simple_bot, avg. reward: -2.005, 4.259 sec/game, 109.6 min. total, 948.5 MB
nemeses_unhappy v22 1866 games, 2288579 moves, e=0.010, loss: 4.3, -, 10.5% elo% vs. simple_bot, avg. reward: -2.004, 4.303 sec/game, 109.7 min. total, 949.1 MB
nemeses_unhappy v22 1867 games, 2289988 moves, e=0.010, loss: 4.2, -, 10.3% elo% vs. simple_bot, avg. reward: -2.003, 4.301 sec/game, 109.7 min. total, 950.4 MB
nemeses_unhappy v22 1868 games, 2291349 moves, e=0.010, loss: 4.2, -, 10.1% elo% vs. simple_bot, avg. reward: -1.998, 4.303 sec/game, 109.8 min. total, 950.4 MB
nemeses_unhappy v22 1869 games, 2292808 moves, e=0.010, loss: 4.1, -, 10.0% elo% vs. simple_bot, avg. reward: -1.999, 4.264 sec/game, 109.9 min. total, 950.5 MB
nemeses_unhappy v22 1870 games, 2294444 moves, e=0.010, loss: 3.8, -, 9.8% elo% vs. simple_bot, avg. reward: -1.997, 4.270 sec/game, 109.9 min. total, 951.0 MB
nemeses_unhappy v22 1871 games, 2295948 moves, e=0.010, loss: 4.0, -, 9.6% elo% vs. simple_bot, avg. reward: -1.996, 4.282 sec/game, 110.0 min. total, 951.1 MB
nemeses_unhappy v22 1872 games, 2297592 moves, e=0.010, loss: 4.1, -, 9.5% elo% vs. simple_bot, avg. reward: -1.998, 4.277 sec/game, 110.1 min. total, 951.5 MB
nemeses_unhappy v22 1873 games, 2299325 moves, e=0.010, loss: 4.1, -, 9.3% elo% vs. simple_bot, avg. reward: -1.995, 4.311 sec/game, 110.2 min. total, 954.0 MB
nemeses_unhappy v22 1874 games, 2300969 moves, e=0.010, loss: 3.8, -, 9.2% elo% vs. simple_bot, avg. reward: -1.996, 4.324 sec/game, 110.2 min. total, 954.0 MB
nemeses_unhappy v22 1875 games, 2302313 moves, e=0.010, loss: 3.8, -, 9.0% elo% vs. simple_bot, avg. reward: -1.999, 4.310 sec/game, 110.3 min. total, 953.9 MB
nemeses_unhappy v22 1876 games, 2303948 moves, e=0.010, loss: 4.0, -, 8.9% elo% vs. simple_bot, avg. reward: -2.000, 4.338 sec/game, 110.4 min. total, 954.1 MB
nemeses_unhappy v22 1877 games, 2305484 moves, e=0.010, loss: 4.2, -, 8.8% elo% vs. simple_bot, avg. reward: -1.997, 4.320 sec/game, 110.4 min. total, 954.3 MB
nemeses_unhappy v22 1878 games, 2306917 moves, e=0.010, loss: 4.2, -, 8.6% elo% vs. simple_bot, avg. reward: -1.997, 4.322 sec/game, 110.5 min. total, 954.4 MB
nemeses_unhappy v22 1879 games, 2308259 moves, e=0.010, loss: 4.0, -, 8.5% elo% vs. simple_bot, avg. reward: -2.001, 4.318 sec/game, 110.6 min. total, 955.5 MB
nemeses_unhappy v22 1880 games, 2309724 moves, e=0.010, loss: 4.0, -, 8.4% elo% vs. simple_bot, avg. reward: -1.997, 4.305 sec/game, 110.6 min. total, 956.1 MB
nemeses_unhappy v22 1881 games, 2311197 moves, e=0.010, loss: 4.1, -, 8.3% elo% vs. simple_bot, avg. reward: -1.996, 4.292 sec/game, 110.7 min. total, 956.2 MB
nemeses_unhappy v22 1882 games, 2312595 moves, e=0.010, loss: 4.0, -, 8.2% elo% vs. simple_bot, avg. reward: -1.998, 4.283 sec/game, 110.8 min. total, 956.3 MB
nemeses_unhappy v22 1883 games, 2314197 moves, e=0.010, loss: 4.0, -, 8.1% elo% vs. simple_bot, avg. reward: -1.999, 4.279 sec/game, 110.9 min. total, 956.4 MB
nemeses_unhappy v22 1884 games, 2315568 moves, e=0.010, loss: 4.0, -, 7.9% elo% vs. simple_bot, avg. reward: -1.997, 4.265 sec/game, 110.9 min. total, 956.6 MB
nemeses_unhappy v22 1885 games, 2317094 moves, e=0.010, loss: 4.0, -, 7.8% elo% vs. simple_bot, avg. reward: -1.996, 4.270 sec/game, 111.0 min. total, 956.7 MB
nemeses_unhappy v22 1886 games, 2318477 moves, e=0.010, loss: 3.9, -, 7.7% elo% vs. simple_bot, avg. reward: -1.995, 4.238 sec/game, 111.1 min. total, 957.6 MB
nemeses_unhappy v22 1887 games, 2320024 moves, e=0.010, loss: 4.1, -, 7.6% elo% vs. simple_bot, avg. reward: -1.993, 4.255 sec/game, 111.1 min. total, 959.1 MB
nemeses_unhappy v22 1888 games, 2321516 moves, e=0.010, loss: 4.0, -, 7.5% elo% vs. simple_bot, avg. reward: -1.991, 4.263 sec/game, 111.2 min. total, 957.8 MB
nemeses_unhappy v22 1889 games, 2322958 moves, e=0.010, loss: 3.8, -, 7.4% elo% vs. simple_bot, avg. reward: -1.986, 4.274 sec/game, 111.3 min. total, 958.2 MB
nemeses_unhappy v22 1890 games, 2324576 moves, e=0.010, loss: 3.8, -, 7.3% elo% vs. simple_bot, avg. reward: -1.984, 4.260 sec/game, 111.4 min. total, 958.1 MB
nemeses_unhappy v22 1891 games, 2326071 moves, e=0.010, loss: 3.8, -, 7.3% elo% vs. simple_bot, avg. reward: -1.988, 4.263 sec/game, 111.4 min. total, 959.3 MB
nemeses_unhappy v22 1892 games, 2327592 moves, e=0.010, loss: 3.7, -, 7.2% elo% vs. simple_bot, avg. reward: -1.983, 4.261 sec/game, 111.5 min. total, 959.8 MB
nemeses_unhappy v22 1893 games, 2329055 moves, e=0.010, loss: 3.7, -, 7.1% elo% vs. simple_bot, avg. reward: -1.975, 4.206 sec/game, 111.6 min. total, 960.0 MB
nemeses_unhappy v22 1894 games, 2330470 moves, e=0.010, loss: 3.8, -, 7.0% elo% vs. simple_bot, avg. reward: -1.969, 4.172 sec/game, 111.6 min. total, 960.1 MB
nemeses_unhappy v22 1895 games, 2331838 moves, e=0.010, loss: 3.8, -, 6.9% elo% vs. simple_bot, avg. reward: -1.959, 4.181 sec/game, 111.7 min. total, 959.9 MB
nemeses_unhappy v22 1896 games, 2333242 moves, e=0.010, loss: 3.7, -, 6.8% elo% vs. simple_bot, avg. reward: -1.959, 4.151 sec/game, 111.8 min. total, 960.2 MB
nemeses_unhappy v22 1897 games, 2334794 moves, e=0.010, loss: 3.8, -, 6.7% elo% vs. simple_bot, avg. reward: -1.961, 4.155 sec/game, 111.8 min. total, 960.7 MB
nemeses_unhappy v22 1898 games, 2336314 moves, e=0.010, loss: 3.7, -, 6.7% elo% vs. simple_bot, avg. reward: -1.961, 4.173 sec/game, 111.9 min. total, 962.7 MB
nemeses_unhappy v22 1899 games, 2337569 moves, e=0.010, loss: 3.9, -, 6.6% elo% vs. simple_bot, avg. reward: -1.960, 4.146 sec/game, 112.0 min. total, 962.9 MB
nemeses_unhappy v22 1900 games, 2339125 moves, e=0.010, loss: 4.1, -, 6.5% elo% vs. simple_bot, avg. reward: -1.962, 4.162 sec/game, 112.0 min. total, 962.8 MB
nemeses_unhappy v23 1901 games, 2340880 moves, e=0.010, loss: 4.2, -, 47.7% elo% vs. simple_bot, avg. reward: -1.973, 4.205 sec/game, 112.1 min. total, 963.1 MB
nemeses_unhappy v23 1902 games, 2342493 moves, e=0.010, loss: 4.2, -, 45.5% elo% vs. simple_bot, avg. reward: -1.976, 4.220 sec/game, 112.2 min. total, 963.3 MB
nemeses_unhappy v23 1903 games, 2344347 moves, e=0.010, loss: 4.0, -, 43.4% elo% vs. simple_bot, avg. reward: -1.980, 4.253 sec/game, 112.3 min. total, 964.9 MB
