nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v15 1133 games, 1208196 moves, e=0.010, loss: 4.5, -, 20.6% elo% vs. simple_bot, avg. reward: -2.197, 3.913 sec/game, 58.2 min. total, 768.9 MB
nemeses_unhappy v15 1134 games, 1209534 moves, e=0.010, loss: 4.3, -, 20.0% elo% vs. simple_bot, avg. reward: -2.195, 3.881 sec/game, 58.3 min. total, 765.6 MB
nemeses_unhappy v15 1135 games, 1210911 moves, e=0.010, loss: 4.0, -, 19.4% elo% vs. simple_bot, avg. reward: -2.195, 3.882 sec/game, 58.4 min. total, 765.6 MB
nemeses_unhappy v15 1136 games, 1212473 moves, e=0.010, loss: 4.0, -, 18.8% elo% vs. simple_bot, avg. reward: -2.199, 3.938 sec/game, 58.5 min. total, 765.6 MB
nemeses_unhappy v15 1137 games, 1213807 moves, e=0.010, loss: 4.1, -, 18.3% elo% vs. simple_bot, avg. reward: -2.203, 3.942 sec/game, 58.5 min. total, 771.1 MB
nemeses_unhappy v15 1138 games, 1215133 moves, e=0.010, loss: 3.8, -, 17.8% elo% vs. simple_bot, avg. reward: -2.200, 3.964 sec/game, 58.6 min. total, 769.8 MB
nemeses_unhappy v15 1139 games, 1216430 moves, e=0.010, loss: 4.0, -, 17.3% elo% vs. simple_bot, avg. reward: -2.199, 3.959 sec/game, 58.6 min. total, 769.3 MB
nemeses_unhappy v15 1140 games, 1217691 moves, e=0.010, loss: 3.9, +, 19.6% elo% vs. simple_bot, avg. reward: -2.196, 3.955 sec/game, 58.7 min. total, 773.1 MB
nemeses_unhappy v15 1141 games, 1219054 moves, e=0.010, loss: 4.1, -, 19.1% elo% vs. simple_bot, avg. reward: -2.198, 3.932 sec/game, 58.8 min. total, 771.8 MB
nemeses_unhappy v15 1142 games, 1220443 moves, e=0.010, loss: 4.1, -, 18.5% elo% vs. simple_bot, avg. reward: -2.189, 3.958 sec/game, 58.8 min. total, 769.7 MB
nemeses_unhappy v15 1143 games, 1221726 moves, e=0.010, loss: 4.0, -, 18.0% elo% vs. simple_bot, avg. reward: -2.185, 3.907 sec/game, 58.9 min. total, 772.6 MB
nemeses_unhappy v15 1144 games, 1223200 moves, e=0.010, loss: 3.9, ., 18.9% elo% vs. simple_bot, avg. reward: -2.181, 3.925 sec/game, 59.0 min. total, 770.2 MB
nemeses_unhappy v15 1145 games, 1224594 moves, e=0.010, loss: 4.1, -, 18.4% elo% vs. simple_bot, avg. reward: -2.183, 3.925 sec/game, 59.0 min. total, 770.9 MB
nemeses_unhappy v15 1146 games, 1225969 moves, e=0.010, loss: 4.3, -, 17.9% elo% vs. simple_bot, avg. reward: -2.182, 3.908 sec/game, 59.1 min. total, 771.7 MB
nemeses_unhappy v15 1147 games, 1227320 moves, e=0.010, loss: 4.5, -, 17.4% elo% vs. simple_bot, avg. reward: -2.178, 3.920 sec/game, 59.2 min. total, 771.9 MB
nemeses_unhappy v15 1148 games, 1228718 moves, e=0.010, loss: 4.5, -, 16.9% elo% vs. simple_bot, avg. reward: -2.171, 3.927 sec/game, 59.2 min. total, 774.3 MB
nemeses_unhappy v15 1149 games, 1230136 moves, e=0.010, loss: 4.6, -, 16.5% elo% vs. simple_bot, avg. reward: -2.171, 3.963 sec/game, 59.3 min. total, 772.2 MB
nemeses_unhappy v15 1150 games, 1231686 moves, e=0.010, loss: 4.6, -, 16.1% elo% vs. simple_bot, avg. reward: -2.173, 3.993 sec/game, 59.4 min. total, 772.5 MB
nemeses_unhappy v15 1151 games, 1233162 moves, e=0.010, loss: 4.7, -, 15.7% elo% vs. simple_bot, avg. reward: -2.175, 4.006 sec/game, 59.4 min. total, 775.8 MB
nemeses_unhappy v15 1152 games, 1234576 moves, e=0.010, loss: 4.8, -, 15.3% elo% vs. simple_bot, avg. reward: -2.169, 3.991 sec/game, 59.5 min. total, 773.3 MB
nemeses_unhappy v15 1153 games, 1236013 moves, e=0.010, loss: 4.5, -, 14.9% elo% vs. simple_bot, avg. reward: -2.162, 3.975 sec/game, 59.6 min. total, 774.3 MB
nemeses_unhappy v15 1154 games, 1237479 moves, e=0.010, loss: 4.5, -, 14.6% elo% vs. simple_bot, avg. reward: -2.155, 3.990 sec/game, 59.6 min. total, 776.4 MB
nemeses_unhappy v15 1155 games, 1238898 moves, e=0.010, loss: 4.5, -, 14.3% elo% vs. simple_bot, avg. reward: -2.149, 3.990 sec/game, 59.7 min. total, 777.5 MB
nemeses_unhappy v15 1156 games, 1240314 moves, e=0.010, loss: 4.5, -, 14.0% elo% vs. simple_bot, avg. reward: -2.146, 3.966 sec/game, 59.8 min. total, 774.3 MB
nemeses_unhappy v15 1157 games, 1241731 moves, e=0.010, loss: 4.3, -, 13.6% elo% vs. simple_bot, avg. reward: -2.145, 3.989 sec/game, 59.8 min. total, 776.6 MB
nemeses_unhappy v15 1158 games, 1243181 moves, e=0.010, loss: 4.3, -, 13.4% elo% vs. simple_bot, avg. reward: -2.145, 3.984 sec/game, 59.9 min. total, 777.9 MB
nemeses_unhappy v15 1159 games, 1244610 moves, e=0.010, loss: 4.1, -, 13.1% elo% vs. simple_bot, avg. reward: -2.141, 3.990 sec/game, 60.0 min. total, 776.3 MB
nemeses_unhappy v15 1160 games, 1245880 moves, e=0.010, loss: 3.9, -, 12.8% elo% vs. simple_bot, avg. reward: -2.142, 3.991 sec/game, 60.0 min. total, 781.1 MB
nemeses_unhappy v15 1161 games, 1247312 moves, e=0.010, loss: 4.1, -, 12.5% elo% vs. simple_bot, avg. reward: -2.147, 4.019 sec/game, 60.1 min. total, 777.7 MB
nemeses_unhappy v15 1162 games, 1248735 moves, e=0.010, loss: 4.2, -, 12.3% elo% vs. simple_bot, avg. reward: -2.147, 4.017 sec/game, 60.2 min. total, 780.3 MB
nemeses_unhappy v15 1163 games, 1250424 moves, e=0.010, loss: 4.4, -, 12.0% elo% vs. simple_bot, avg. reward: -2.150, 4.063 sec/game, 60.3 min. total, 778.5 MB
nemeses_unhappy v15 1164 games, 1251904 moves, e=0.010, loss: 4.6, -, 11.8% elo% vs. simple_bot, avg. reward: -2.152, 4.057 sec/game, 60.3 min. total, 780.9 MB
nemeses_unhappy v15 1165 games, 1253352 moves, e=0.010, loss: 4.6, -, 11.6% elo% vs. simple_bot, avg. reward: -2.147, 4.061 sec/game, 60.4 min. total, 781.9 MB
nemeses_unhappy v15 1166 games, 1254774 moves, e=0.010, loss: 4.8, -, 11.4% elo% vs. simple_bot, avg. reward: -2.152, 4.076 sec/game, 60.5 min. total, 782.2 MB
nemeses_unhappy v15 1167 games, 1256223 moves, e=0.010, loss: 4.7, -, 11.2% elo% vs. simple_bot, avg. reward: -2.152, 4.090 sec/game, 60.5 min. total, 780.5 MB
nemeses_unhappy v15 1168 games, 1257541 moves, e=0.010, loss: 4.4, -, 11.0% elo% vs. simple_bot, avg. reward: -2.154, 4.073 sec/game, 60.6 min. total, 780.2 MB
nemeses_unhappy v15 1169 games, 1258943 moves, e=0.010, loss: 4.4, -, 10.8% elo% vs. simple_bot, avg. reward: -2.154, 4.083 sec/game, 60.7 min. total, 780.1 MB
nemeses_unhappy v15 1170 games, 1260379 moves, e=0.010, loss: 4.7, -, 10.6% elo% vs. simple_bot, avg. reward: -2.156, 4.071 sec/game, 60.7 min. total, 783.6 MB
nemeses_unhappy v15 1171 games, 1262073 moves, e=0.010, loss: 4.5, -, 10.4% elo% vs. simple_bot, avg. reward: -2.153, 4.091 sec/game, 60.8 min. total, 780.7 MB
nemeses_unhappy v15 1172 games, 1263551 moves, e=0.010, loss: 4.0, -, 10.2% elo% vs. simple_bot, avg. reward: -2.147, 4.116 sec/game, 60.9 min. total, 784.4 MB
nemeses_unhappy v15 1173 games, 1265078 moves, e=0.010, loss: 4.0, -, 10.0% elo% vs. simple_bot, avg. reward: -2.147, 4.135 sec/game, 61.0 min. total, 784.3 MB
nemeses_unhappy v15 1174 games, 1266564 moves, e=0.010, loss: 4.0, -, 9.9% elo% vs. simple_bot, avg. reward: -2.143, 4.148 sec/game, 61.0 min. total, 783.6 MB
nemeses_unhappy v15 1175 games, 1267999 moves, e=0.010, loss: 4.2, -, 9.7% elo% vs. simple_bot, avg. reward: -2.146, 4.148 sec/game, 61.1 min. total, 785.7 MB
nemeses_unhappy v15 1176 games, 1269503 moves, e=0.010, loss: 4.1, -, 9.6% elo% vs. simple_bot, avg. reward: -2.143, 4.149 sec/game, 61.2 min. total, 783.4 MB
nemeses_unhappy v15 1177 games, 1270881 moves, e=0.010, loss: 4.1, -, 9.4% elo% vs. simple_bot, avg. reward: -2.138, 4.136 sec/game, 61.2 min. total, 788.0 MB
nemeses_unhappy v15 1178 games, 1272305 moves, e=0.010, loss: 4.0, -, 9.3% elo% vs. simple_bot, avg. reward: -2.137, 4.135 sec/game, 61.3 min. total, 788.0 MB
nemeses_unhappy v15 1179 games, 1273674 moves, e=0.010, loss: 4.1, -, 9.1% elo% vs. simple_bot, avg. reward: -2.135, 4.132 sec/game, 61.4 min. total, 786.6 MB
nemeses_unhappy v15 1180 games, 1275065 moves, e=0.010, loss: 3.9, -, 9.0% elo% vs. simple_bot, avg. reward: -2.136, 4.147 sec/game, 61.4 min. total, 785.2 MB
nemeses_unhappy v15 1181 games, 1276738 moves, e=0.010, loss: 4.0, -, 8.8% elo% vs. simple_bot, avg. reward: -2.128, 4.168 sec/game, 61.5 min. total, 785.4 MB
nemeses_unhappy v15 1182 games, 1278107 moves, e=0.010, loss: 3.8, -, 8.7% elo% vs. simple_bot, avg. reward: -2.129, 4.166 sec/game, 61.6 min. total, 788.8 MB
nemeses_unhappy v15 1183 games, 1279522 moves, e=0.010, loss: 3.7, -, 8.6% elo% vs. simple_bot, avg. reward: -2.123, 4.133 sec/game, 61.6 min. total, 785.5 MB
nemeses_unhappy v15 1184 games, 1280987 moves, e=0.010, loss: 3.8, -, 8.5% elo% vs. simple_bot, avg. reward: -2.124, 4.117 sec/game, 61.7 min. total, 789.6 MB
nemeses_unhappy v15 1185 games, 1282603 moves, e=0.010, loss: 4.2, -, 8.3% elo% vs. simple_bot, avg. reward: -2.117, 4.146 sec/game, 61.8 min. total, 785.9 MB
nemeses_unhappy v15 1186 games, 1284063 moves, e=0.010, loss: 4.2, -, 8.2% elo% vs. simple_bot, avg. reward: -2.119, 4.155 sec/game, 61.8 min. total, 786.7 MB
nemeses_unhappy v15 1187 games, 1285403 moves, e=0.010, loss: 4.2, -, 8.1% elo% vs. simple_bot, avg. reward: -2.120, 4.140 sec/game, 61.9 min. total, 790.3 MB
nemeses_unhappy v15 1188 games, 1286906 moves, e=0.010, loss: 4.1, -, 8.0% elo% vs. simple_bot, avg. reward: -2.124, 4.150 sec/game, 62.0 min. total, 789.1 MB
nemeses_unhappy v15 1189 games, 1288273 moves, e=0.010, loss: 4.1, -, 7.9% elo% vs. simple_bot, avg. reward: -2.123, 4.134 sec/game, 62.0 min. total, 789.4 MB
nemeses_unhappy v15 1190 games, 1289830 moves, e=0.010, loss: 4.2, -, 7.8% elo% vs. simple_bot, avg. reward: -2.126, 4.157 sec/game, 62.1 min. total, 791.6 MB
nemeses_unhappy v15 1191 games, 1291333 moves, e=0.010, loss: 4.2, -, 7.7% elo% vs. simple_bot, avg. reward: -2.131, 4.140 sec/game, 62.2 min. total, 789.5 MB
nemeses_unhappy v15 1192 games, 1292708 moves, e=0.010, loss: 4.0, -, 7.6% elo% vs. simple_bot, avg. reward: -2.135, 4.116 sec/game, 62.3 min. total, 789.8 MB
nemeses_unhappy v15 1193 games, 1293871 moves, e=0.010, loss: 4.0, -, 7.5% elo% vs. simple_bot, avg. reward: -2.130, 4.072 sec/game, 62.3 min. total, 789.6 MB
nemeses_unhappy v15 1194 games, 1295328 moves, e=0.010, loss: 3.9, -, 7.4% elo% vs. simple_bot, avg. reward: -2.129, 4.061 sec/game, 62.4 min. total, 793.2 MB
nemeses_unhappy v15 1195 games, 1296719 moves, e=0.010, loss: 3.9, -, 7.3% elo% vs. simple_bot, avg. reward: -2.125, 4.082 sec/game, 62.4 min. total, 789.3 MB
nemeses_unhappy v15 1196 games, 1298051 moves, e=0.010, loss: 4.1, -, 7.2% elo% vs. simple_bot, avg. reward: -2.124, 4.090 sec/game, 62.5 min. total, 789.6 MB
nemeses_unhappy v15 1197 games, 1299300 moves, e=0.010, loss: 4.2, -, 7.1% elo% vs. simple_bot, avg. reward: -2.118, 4.066 sec/game, 62.6 min. total, 787.4 MB
nemeses_unhappy v15 1198 games, 1300639 moves, e=0.010, loss: 4.2, -, 7.0% elo% vs. simple_bot, avg. reward: -2.116, 4.067 sec/game, 62.6 min. total, 787.3 MB
nemeses_unhappy v15 1199 games, 1301948 moves, e=0.010, loss: 4.1, -, 7.0% elo% vs. simple_bot, avg. reward: -2.114, 4.054 sec/game, 62.7 min. total, 790.7 MB
nemeses_unhappy v15 1200 games, 1303416 moves, e=0.010, loss: 3.9, -, 6.9% elo% vs. simple_bot, avg. reward: -2.108, 4.058 sec/game, 62.8 min. total, 787.9 MB
nemeses_unhappy v16 1201 games, 1304839 moves, e=0.010, loss: 4.1, -, 47.7% elo% vs. simple_bot, avg. reward: -2.107, 4.037 sec/game, 62.8 min. total, 792.6 MB
nemeses_unhappy v16 1202 games, 1306247 moves, e=0.010, loss: 4.1, -, 45.5% elo% vs. simple_bot, avg. reward: -2.102, 4.039 sec/game, 62.9 min. total, 794.4 MB
nemeses_unhappy v16 1203 games, 1307644 moves, e=0.010, loss: 3.8, -, 43.4% elo% vs. simple_bot, avg. reward: -2.097, 4.031 sec/game, 63.0 min. total, 794.2 MB
nemeses_unhappy v16 1204 games, 1309070 moves, e=0.010, loss: 3.6, -, 41.5% elo% vs. simple_bot, avg. reward: -2.092, 4.075 sec/game, 63.1 min. total, 794.3 MB
nemeses_unhappy v16 1205 games, 1310318 moves, e=0.010, loss: 3.8, -, 39.6% elo% vs. simple_bot, avg. reward: -2.092, 4.011 sec/game, 63.1 min. total, 790.8 MB
nemeses_unhappy v16 1206 games, 1311637 moves, e=0.010, loss: 4.1, +, 42.3% elo% vs. simple_bot, avg. reward: -2.086, 4.008 sec/game, 63.2 min. total, 791.0 MB
nemeses_unhappy v16 1207 games, 1312928 moves, e=0.010, loss: 3.9, -, 40.4% elo% vs. simple_bot, avg. reward: -2.087, 3.996 sec/game, 63.2 min. total, 794.6 MB
nemeses_unhappy v16 1208 games, 1314395 moves, e=0.010, loss: 4.0, -, 38.7% elo% vs. simple_bot, avg. reward: -2.089, 3.996 sec/game, 63.3 min. total, 791.4 MB
nemeses_unhappy v16 1209 games, 1315651 moves, e=0.010, loss: 3.9, -, 37.0% elo% vs. simple_bot, avg. reward: -2.091, 3.984 sec/game, 63.4 min. total, 797.0 MB
nemeses_unhappy v16 1210 games, 1317166 moves, e=0.010, loss: 4.1, -, 35.4% elo% vs. simple_bot, avg. reward: -2.091, 3.976 sec/game, 63.4 min. total, 793.7 MB
nemeses_unhappy v16 1211 games, 1318717 moves, e=0.010, loss: 4.3, -, 33.9% elo% vs. simple_bot, avg. reward: -2.088, 3.977 sec/game, 63.5 min. total, 797.2 MB
nemeses_unhappy v16 1212 games, 1320090 moves, e=0.010, loss: 4.3, -, 32.5% elo% vs. simple_bot, avg. reward: -2.086, 3.978 sec/game, 63.6 min. total, 796.6 MB
nemeses_unhappy v16 1213 games, 1321435 moves, e=0.010, loss: 4.4, -, 31.2% elo% vs. simple_bot, avg. reward: -2.083, 3.993 sec/game, 63.6 min. total, 794.4 MB
nemeses_unhappy v16 1214 games, 1322913 moves, e=0.010, loss: 4.2, -, 30.0% elo% vs. simple_bot, avg. reward: -2.082, 4.003 sec/game, 63.7 min. total, 796.4 MB
nemeses_unhappy v16 1215 games, 1324289 moves, e=0.010, loss: 4.6, -, 28.9% elo% vs. simple_bot, avg. reward: -2.082, 3.984 sec/game, 63.8 min. total, 796.5 MB
nemeses_unhappy v16 1216 games, 1325589 moves, e=0.010, loss: 4.5, -, 27.8% elo% vs. simple_bot, avg. reward: -2.078, 3.965 sec/game, 63.8 min. total, 797.3 MB
nemeses_unhappy v16 1217 games, 1326869 moves, e=0.010, loss: 4.8, -, 26.8% elo% vs. simple_bot, avg. reward: -2.082, 3.973 sec/game, 63.9 min. total, 796.7 MB
nemeses_unhappy v16 1218 games, 1328258 moves, e=0.010, loss: 4.6, -, 25.8% elo% vs. simple_bot, avg. reward: -2.077, 3.975 sec/game, 64.0 min. total, 799.8 MB
nemeses_unhappy v16 1219 games, 1329753 moves, e=0.010, loss: 4.6, -, 24.9% elo% vs. simple_bot, avg. reward: -2.077, 4.002 sec/game, 64.0 min. total, 798.5 MB
nemeses_unhappy v16 1220 games, 1331200 moves, e=0.010, loss: 4.5, -, 24.1% elo% vs. simple_bot, avg. reward: -2.081, 4.026 sec/game, 64.1 min. total, 799.9 MB
nemeses_unhappy v16 1221 games, 1332800 moves, e=0.010, loss: 4.1, -, 23.3% elo% vs. simple_bot, avg. reward: -2.080, 4.038 sec/game, 64.2 min. total, 796.4 MB
nemeses_unhappy v16 1222 games, 1334129 moves, e=0.010, loss: 4.0, -, 22.5% elo% vs. simple_bot, avg. reward: -2.076, 4.037 sec/game, 64.3 min. total, 796.4 MB
nemeses_unhappy v16 1223 games, 1335571 moves, e=0.010, loss: 3.9, -, 21.8% elo% vs. simple_bot, avg. reward: -2.072, 4.068 sec/game, 64.3 min. total, 799.9 MB
nemeses_unhappy v16 1224 games, 1336843 moves, e=0.010, loss: 3.9, -, 21.1% elo% vs. simple_bot, avg. reward: -2.070, 4.017 sec/game, 64.4 min. total, 801.7 MB
nemeses_unhappy v16 1225 games, 1338242 moves, e=0.010, loss: 3.9, -, 20.5% elo% vs. simple_bot, avg. reward: -2.068, 4.097 sec/game, 64.5 min. total, 801.8 MB
nemeses_unhappy v16 1226 games, 1339689 moves, e=0.010, loss: 4.1, -, 19.9% elo% vs. simple_bot, avg. reward: -2.062, 4.129 sec/game, 64.6 min. total, 799.5 MB
nemeses_unhappy v16 1227 games, 1341160 moves, e=0.010, loss: 4.0, -, 19.3% elo% vs. simple_bot, avg. reward: -2.064, 4.195 sec/game, 64.6 min. total, 786.8 MB
nemeses_unhappy v16 1228 games, 1342598 moves, e=0.010, loss: 4.1, ., 20.2% elo% vs. simple_bot, avg. reward: -2.059, 4.260 sec/game, 64.7 min. total, 790.3 MB
nemeses_unhappy v16 1229 games, 1344173 moves, e=0.010, loss: 4.1, -, 19.6% elo% vs. simple_bot, avg. reward: -2.063, 4.342 sec/game, 64.8 min. total, 789.1 MB
nemeses_unhappy v16 1230 games, 1345570 moves, e=0.010, loss: 4.1, -, 19.0% elo% vs. simple_bot, avg. reward: -2.062, 4.365 sec/game, 64.9 min. total, 788.0 MB
nemeses_unhappy v16 1231 games, 1346894 moves, e=0.010, loss: 3.9, -, 18.5% elo% vs. simple_bot, avg. reward: -2.062, 4.367 sec/game, 65.0 min. total, 789.0 MB
nemeses_unhappy v16 1232 games, 1348190 moves, e=0.010, loss: 4.0, -, 18.0% elo% vs. simple_bot, avg. reward: -2.061, 4.380 sec/game, 65.0 min. total, 790.3 MB
nemeses_unhappy v16 1233 games, 1349614 moves, e=0.010, loss: 4.1, -, 17.5% elo% vs. simple_bot, avg. reward: -2.066, 4.424 sec/game, 65.1 min. total, 792.4 MB
nemeses_unhappy v16 1234 games, 1350892 moves, e=0.010, loss: 4.0, -, 17.1% elo% vs. simple_bot, avg. reward: -2.064, 4.427 sec/game, 65.2 min. total, 790.2 MB
nemeses_unhappy v16 1235 games, 1352268 moves, e=0.010, loss: 3.9, -, 16.6% elo% vs. simple_bot, avg. reward: -2.061, 4.455 sec/game, 65.3 min. total, 792.4 MB
nemeses_unhappy v16 1236 games, 1353776 moves, e=0.010, loss: 4.0, -, 16.2% elo% vs. simple_bot, avg. reward: -2.058, 4.498 sec/game, 65.3 min. total, 790.6 MB
nemeses_unhappy v16 1237 games, 1355203 moves, e=0.010, loss: 3.8, -, 15.8% elo% vs. simple_bot, avg. reward: -2.054, 4.531 sec/game, 65.4 min. total, 790.5 MB
nemeses_unhappy v16 1238 games, 1356746 moves, e=0.010, loss: 4.0, -, 15.4% elo% vs. simple_bot, avg. reward: -2.058, 4.556 sec/game, 65.5 min. total, 795.3 MB
nemeses_unhappy v16 1239 games, 1358118 moves, e=0.010, loss: 3.9, -, 15.0% elo% vs. simple_bot, avg. reward: -2.056, 4.557 sec/game, 65.6 min. total, 791.7 MB
nemeses_unhappy v16 1240 games, 1359531 moves, e=0.010, loss: 4.2, -, 14.7% elo% vs. simple_bot, avg. reward: -2.058, 4.533 sec/game, 65.6 min. total, 791.6 MB
nemeses_unhappy v16 1241 games, 1360941 moves, e=0.010, loss: 4.1, -, 14.4% elo% vs. simple_bot, avg. reward: -2.051, 4.517 sec/game, 65.7 min. total, 792.1 MB
nemeses_unhappy v16 1242 games, 1362448 moves, e=0.010, loss: 4.1, -, 14.0% elo% vs. simple_bot, avg. reward: -2.055, 4.548 sec/game, 65.8 min. total, 792.0 MB
nemeses_unhappy v16 1243 games, 1363837 moves, e=0.010, loss: 4.0, -, 13.7% elo% vs. simple_bot, avg. reward: -2.053, 4.519 sec/game, 65.8 min. total, 795.5 MB
nemeses_unhappy v16 1244 games, 1365208 moves, e=0.010, loss: 4.0, -, 13.4% elo% vs. simple_bot, avg. reward: -2.052, 4.528 sec/game, 65.9 min. total, 793.2 MB
nemeses_unhappy v16 1245 games, 1366667 moves, e=0.010, loss: 4.2, -, 13.1% elo% vs. simple_bot, avg. reward: -2.048, 4.494 sec/game, 66.0 min. total, 795.2 MB
nemeses_unhappy v16 1246 games, 1368002 moves, e=0.010, loss: 4.1, -, 12.9% elo% vs. simple_bot, avg. reward: -2.048, 4.446 sec/game, 66.0 min. total, 795.3 MB
nemeses_unhappy v16 1247 games, 1369375 moves, e=0.010, loss: 4.2, -, 12.6% elo% vs. simple_bot, avg. reward: -2.048, 4.399 sec/game, 66.1 min. total, 798.7 MB
nemeses_unhappy v16 1248 games, 1370722 moves, e=0.010, loss: 4.4, -, 12.4% elo% vs. simple_bot, avg. reward: -2.053, 4.323 sec/game, 66.2 min. total, 797.6 MB
nemeses_unhappy v16 1249 games, 1372224 moves, e=0.010, loss: 4.4, -, 12.1% elo% vs. simple_bot, avg. reward: -2.056, 4.281 sec/game, 66.2 min. total, 795.4 MB
nemeses_unhappy v16 1250 games, 1373690 moves, e=0.010, loss: 4.6, -, 11.9% elo% vs. simple_bot, avg. reward: -2.050, 4.252 sec/game, 66.3 min. total, 797.3 MB
nemeses_unhappy v16 1251 games, 1375107 moves, e=0.010, loss: 4.5, +, 13.7% elo% vs. simple_bot, avg. reward: -2.047, 4.256 sec/game, 66.4 min. total, 797.9 MB
nemeses_unhappy v16 1252 games, 1376483 moves, e=0.010, loss: 4.2, -, 13.4% elo% vs. simple_bot, avg. reward: -2.048, 4.238 sec/game, 66.5 min. total, 799.3 MB
nemeses_unhappy v16 1253 games, 1377921 moves, e=0.010, loss: 3.9, -, 13.1% elo% vs. simple_bot, avg. reward: -2.051, 4.229 sec/game, 66.5 min. total, 798.9 MB
nemeses_unhappy v16 1254 games, 1379365 moves, e=0.010, loss: 4.0, +, 15.0% elo% vs. simple_bot, avg. reward: -2.062, 4.224 sec/game, 66.6 min. total, 801.3 MB
nemeses_unhappy v16 1255 games, 1380746 moves, e=0.010, loss: 4.2, -, 14.7% elo% vs. simple_bot, avg. reward: -2.064, 4.205 sec/game, 66.7 min. total, 801.2 MB
nemeses_unhappy v16 1256 games, 1382131 moves, e=0.010, loss: 4.2, -, 14.3% elo% vs. simple_bot, avg. reward: -2.063, 4.176 sec/game, 66.7 min. total, 802.3 MB
nemeses_unhappy v16 1257 games, 1383585 moves, e=0.010, loss: 4.2, -, 14.0% elo% vs. simple_bot, avg. reward: -2.066, 4.195 sec/game, 66.8 min. total, 799.4 MB
nemeses_unhappy v16 1258 games, 1385035 moves, e=0.010, loss: 4.1, -, 13.7% elo% vs. simple_bot, avg. reward: -2.066, 4.182 sec/game, 66.9 min. total, 803.2 MB
nemeses_unhappy v16 1259 games, 1386421 moves, e=0.010, loss: 4.2, -, 13.4% elo% vs. simple_bot, avg. reward: -2.070, 4.182 sec/game, 67.0 min. total, 799.8 MB
nemeses_unhappy v16 1260 games, 1388244 moves, e=0.010, loss: 4.4, -, 13.1% elo% vs. simple_bot, avg. reward: -2.073, 4.242 sec/game, 67.0 min. total, 779.5 MB
nemeses_unhappy v16 1261 games, 1389710 moves, e=0.010, loss: 4.1, -, 12.9% elo% vs. simple_bot, avg. reward: -2.067, 4.269 sec/game, 67.1 min. total, 756.4 MB
nemeses_unhappy v16 1262 games, 1391284 moves, e=0.010, loss: 4.2, -, 12.6% elo% vs. simple_bot, avg. reward: -2.067, 4.285 sec/game, 67.2 min. total, 703.2 MB
nemeses_unhappy v16 1263 games, 1392785 moves, e=0.010, loss: 4.2, -, 12.3% elo% vs. simple_bot, avg. reward: -2.067, 4.312 sec/game, 67.3 min. total, 703.0 MB
nemeses_unhappy v16 1264 games, 1394294 moves, e=0.010, loss: 4.3, -, 12.1% elo% vs. simple_bot, avg. reward: -2.077, 4.320 sec/game, 67.3 min. total, 706.1 MB
nemeses_unhappy v16 1265 games, 1395729 moves, e=0.010, loss: 4.1, -, 11.9% elo% vs. simple_bot, avg. reward: -2.079, 4.331 sec/game, 67.4 min. total, 703.6 MB
nemeses_unhappy v16 1266 games, 1397220 moves, e=0.010, loss: 3.9, -, 11.6% elo% vs. simple_bot, avg. reward: -2.076, 4.345 sec/game, 67.5 min. total, 707.6 MB
nemeses_unhappy v16 1267 games, 1398598 moves, e=0.010, loss: 4.0, -, 11.4% elo% vs. simple_bot, avg. reward: -2.075, 4.337 sec/game, 67.5 min. total, 705.2 MB
nemeses_unhappy v16 1268 games, 1399914 moves, e=0.010, loss: 4.2, -, 11.2% elo% vs. simple_bot, avg. reward: -2.073, 4.328 sec/game, 67.6 min. total, 705.0 MB
nemeses_unhappy v16 1269 games, 1401428 moves, e=0.010, loss: 4.2, -, 11.0% elo% vs. simple_bot, avg. reward: -2.072, 4.307 sec/game, 67.7 min. total, 704.9 MB
nemeses_unhappy v16 1270 games, 1403003 moves, e=0.010, loss: 4.1, -, 10.8% elo% vs. simple_bot, avg. reward: -2.070, 4.325 sec/game, 67.8 min. total, 707.3 MB
nemeses_unhappy v16 1271 games, 1404344 moves, e=0.010, loss: 4.1, -, 10.6% elo% vs. simple_bot, avg. reward: -2.072, 4.312 sec/game, 67.8 min. total, 705.3 MB
nemeses_unhappy v16 1272 games, 1405808 moves, e=0.010, loss: 4.3, +, 12.3% elo% vs. simple_bot, avg. reward: -2.079, 4.324 sec/game, 67.9 min. total, 708.8 MB
nemeses_unhappy v16 1273 games, 1407209 moves, e=0.010, loss: 4.3, -, 12.0% elo% vs. simple_bot, avg. reward: -2.075, 4.313 sec/game, 68.0 min. total, 707.5 MB
nemeses_unhappy v16 1274 games, 1408578 moves, e=0.010, loss: 4.4, -, 11.8% elo% vs. simple_bot, avg. reward: -2.076, 4.317 sec/game, 68.0 min. total, 708.7 MB
nemeses_unhappy v16 1275 games, 1410113 moves, e=0.010, loss: 4.2, -, 11.6% elo% vs. simple_bot, avg. reward: -2.071, 4.333 sec/game, 68.1 min. total, 711.5 MB
nemeses_unhappy v16 1276 games, 1411562 moves, e=0.010, loss: 4.2, -, 11.4% elo% vs. simple_bot, avg. reward: -2.069, 4.344 sec/game, 68.2 min. total, 708.4 MB
