primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v14 717 games, 723300 moves, e=0.284, loss: 4.7, -, 31.8% elo% vs. gir, avg. reward: -3.891, 3.405 sec/game, 24.7 min. total, 688.5 MB
primal_author v14 718 games, 725145 moves, e=0.282, loss: 4.7, ., 32.5% elo% vs. gir, avg. reward: -3.876, 3.415 sec/game, 24.8 min. total, 688.6 MB
primal_author v14 719 games, 726683 moves, e=0.281, loss: 4.7, -, 31.2% elo% vs. gir, avg. reward: -3.869, 3.429 sec/game, 24.8 min. total, 689.8 MB
primal_author v14 720 games, 728350 moves, e=0.279, loss: 4.6, -, 30.0% elo% vs. gir, avg. reward: -3.851, 3.410 sec/game, 24.9 min. total, 687.9 MB
primal_author v14 721 games, 730116 moves, e=0.277, loss: 4.8, -, 28.9% elo% vs. gir, avg. reward: -3.838, 3.413 sec/game, 24.9 min. total, 688.8 MB
primal_author v14 722 games, 731681 moves, e=0.276, loss: 4.9, ., 29.7% elo% vs. gir, avg. reward: -3.819, 3.407 sec/game, 25.0 min. total, 690.7 MB
primal_author v14 723 games, 733379 moves, e=0.274, loss: 4.5, -, 28.5% elo% vs. gir, avg. reward: -3.807, 3.410 sec/game, 25.0 min. total, 690.8 MB
primal_author v14 724 games, 734917 moves, e=0.272, loss: 4.8, +, 31.3% elo% vs. gir, avg. reward: -3.803, 3.390 sec/game, 25.1 min. total, 692.3 MB
primal_author v14 725 games, 736653 moves, e=0.271, loss: 4.8, -, 30.1% elo% vs. gir, avg. reward: -3.796, 3.422 sec/game, 25.2 min. total, 691.0 MB
primal_author v14 726 games, 738611 moves, e=0.269, loss: 5.0, -, 28.9% elo% vs. gir, avg. reward: -3.777, 3.456 sec/game, 25.2 min. total, 691.6 MB
primal_author v14 727 games, 740496 moves, e=0.267, loss: 5.3, -, 27.8% elo% vs. gir, avg. reward: -3.764, 3.478 sec/game, 25.3 min. total, 691.6 MB
primal_author v14 728 games, 742395 moves, e=0.265, loss: 4.9, -, 26.8% elo% vs. gir, avg. reward: -3.755, 3.469 sec/game, 25.3 min. total, 691.8 MB
primal_author v14 729 games, 744420 moves, e=0.263, loss: 4.3, -, 25.9% elo% vs. gir, avg. reward: -3.744, 3.501 sec/game, 25.4 min. total, 693.9 MB
primal_author v14 730 games, 746052 moves, e=0.261, loss: 4.5, +, 28.6% elo% vs. gir, avg. reward: -3.728, 3.517 sec/game, 25.5 min. total, 695.5 MB
primal_author v14 731 games, 747878 moves, e=0.260, loss: 4.2, -, 27.5% elo% vs. gir, avg. reward: -3.719, 3.513 sec/game, 25.5 min. total, 694.5 MB
primal_author v14 732 games, 749705 moves, e=0.258, loss: 4.4, -, 26.5% elo% vs. gir, avg. reward: -3.703, 3.529 sec/game, 25.6 min. total, 694.9 MB
primal_author v14 733 games, 751629 moves, e=0.256, loss: 4.4, -, 25.6% elo% vs. gir, avg. reward: -3.695, 3.562 sec/game, 25.7 min. total, 695.6 MB
primal_author v14 734 games, 753473 moves, e=0.254, loss: 4.4, +, 28.3% elo% vs. gir, avg. reward: -3.670, 3.530 sec/game, 25.7 min. total, 697.3 MB
primal_author v14 735 games, 755592 moves, e=0.252, loss: 3.9, ., 29.1% elo% vs. gir, avg. reward: -3.644, 3.562 sec/game, 25.8 min. total, 695.7 MB
primal_author v14 736 games, 757607 moves, e=0.250, loss: 3.4, -, 28.0% elo% vs. gir, avg. reward: -3.622, 3.562 sec/game, 25.8 min. total, 695.4 MB
primal_author v14 737 games, 759552 moves, e=0.248, loss: 3.8, -, 27.0% elo% vs. gir, avg. reward: -3.606, 3.621 sec/game, 25.9 min. total, 696.5 MB
primal_author v14 738 games, 761646 moves, e=0.246, loss: 3.7, +, 29.7% elo% vs. gir, avg. reward: -3.591, 3.635 sec/game, 26.0 min. total, 701.3 MB
primal_author v14 739 games, 763628 moves, e=0.244, loss: 3.9, -, 28.6% elo% vs. gir, avg. reward: -3.570, 3.665 sec/game, 26.0 min. total, 699.2 MB
primal_author v14 740 games, 765629 moves, e=0.242, loss: 3.7, -, 27.5% elo% vs. gir, avg. reward: -3.549, 3.697 sec/game, 26.1 min. total, 697.7 MB
primal_author v14 741 games, 767224 moves, e=0.240, loss: 3.9, -, 26.5% elo% vs. gir, avg. reward: -3.540, 3.666 sec/game, 26.2 min. total, 697.2 MB
primal_author v14 742 games, 769091 moves, e=0.239, loss: 4.3, -, 25.6% elo% vs. gir, avg. reward: -3.528, 3.695 sec/game, 26.2 min. total, 698.6 MB
primal_author v14 743 games, 771174 moves, e=0.237, loss: 4.2, -, 24.7% elo% vs. gir, avg. reward: -3.510, 3.726 sec/game, 26.3 min. total, 701.5 MB
primal_author v14 744 games, 773037 moves, e=0.235, loss: 4.5, -, 23.8% elo% vs. gir, avg. reward: -3.505, 3.755 sec/game, 26.3 min. total, 699.9 MB
primal_author v14 745 games, 775043 moves, e=0.233, loss: 4.2, ., 24.7% elo% vs. gir, avg. reward: -3.491, 3.775 sec/game, 26.4 min. total, 700.5 MB
primal_author v14 746 games, 776841 moves, e=0.231, loss: 4.1, -, 23.9% elo% vs. gir, avg. reward: -3.474, 3.763 sec/game, 26.5 min. total, 700.8 MB
primal_author v14 747 games, 778775 moves, e=0.229, loss: 3.8, -, 23.1% elo% vs. gir, avg. reward: -3.450, 3.761 sec/game, 26.5 min. total, 702.2 MB
primal_author v14 748 games, 780759 moves, e=0.227, loss: 3.6, +, 25.7% elo% vs. gir, avg. reward: -3.431, 3.777 sec/game, 26.6 min. total, 703.8 MB
primal_author v14 749 games, 782897 moves, e=0.225, loss: 3.4, +, 28.4% elo% vs. gir, avg. reward: -3.406, 3.790 sec/game, 26.7 min. total, 705.8 MB
primal_author v14 750 games, 784927 moves, e=0.223, loss: 3.7, -, 27.4% elo% vs. gir, avg. reward: -3.387, 3.824 sec/game, 26.7 min. total, 706.2 MB
primal_author v14 751 games, 786987 moves, e=0.221, loss: 3.2, -, 26.4% elo% vs. gir, avg. reward: -3.370, 3.839 sec/game, 26.8 min. total, 707.8 MB
primal_author v14 752 games, 788772 moves, e=0.219, loss: 3.7, +, 29.1% elo% vs. gir, avg. reward: -3.364, 3.840 sec/game, 26.9 min. total, 707.1 MB
primal_author v14 753 games, 790680 moves, e=0.217, loss: 3.7, -, 28.0% elo% vs. gir, avg. reward: -3.355, 3.840 sec/game, 26.9 min. total, 706.7 MB
primal_author v14 754 games, 792768 moves, e=0.215, loss: 3.9, -, 27.0% elo% vs. gir, avg. reward: -3.340, 3.866 sec/game, 27.0 min. total, 707.9 MB
primal_author v14 755 games, 794733 moves, e=0.213, loss: 4.4, -, 26.0% elo% vs. gir, avg. reward: -3.323, 3.847 sec/game, 27.1 min. total, 705.7 MB
primal_author v14 756 games, 796808 moves, e=0.211, loss: 4.2, -, 25.1% elo% vs. gir, avg. reward: -3.298, 3.870 sec/game, 27.1 min. total, 706.5 MB
primal_author v14 757 games, 798839 moves, e=0.209, loss: 4.2, -, 24.2% elo% vs. gir, avg. reward: -3.277, 3.864 sec/game, 27.2 min. total, 708.2 MB
primal_author v14 758 games, 800942 moves, e=0.207, loss: 4.0, +, 26.9% elo% vs. gir, avg. reward: -3.256, 3.877 sec/game, 27.3 min. total, 709.0 MB
primal_author v14 759 games, 802933 moves, e=0.205, loss: 3.8, ., 27.7% elo% vs. gir, avg. reward: -3.237, 3.878 sec/game, 27.3 min. total, 708.2 MB
primal_author v14 760 games, 804780 moves, e=0.203, loss: 4.1, -, 26.7% elo% vs. gir, avg. reward: -3.227, 3.868 sec/game, 27.4 min. total, 707.9 MB
primal_author v14 761 games, 806842 moves, e=0.201, loss: 3.4, -, 25.8% elo% vs. gir, avg. reward: -3.210, 3.914 sec/game, 27.5 min. total, 706.4 MB
primal_author v14 762 games, 808600 moves, e=0.199, loss: 3.5, +, 28.5% elo% vs. gir, avg. reward: -3.199, 3.906 sec/game, 27.5 min. total, 709.5 MB
primal_author v14 763 games, 810803 moves, e=0.197, loss: 3.7, -, 27.4% elo% vs. gir, avg. reward: -3.182, 3.919 sec/game, 27.6 min. total, 710.1 MB
primal_author v14 764 games, 812902 moves, e=0.195, loss: 3.4, +, 30.1% elo% vs. gir, avg. reward: -3.166, 3.930 sec/game, 27.7 min. total, 710.5 MB
primal_author v14 765 games, 814839 moves, e=0.193, loss: 3.7, -, 29.0% elo% vs. gir, avg. reward: -3.148, 3.923 sec/game, 27.7 min. total, 710.3 MB
primal_author v14 766 games, 816662 moves, e=0.192, loss: 4.0, -, 27.9% elo% vs. gir, avg. reward: -3.134, 3.933 sec/game, 27.8 min. total, 712.6 MB
primal_author v14 767 games, 818641 moves, e=0.190, loss: 4.4, +, 30.7% elo% vs. gir, avg. reward: -3.121, 3.935 sec/game, 27.8 min. total, 713.2 MB
primal_author v14 768 games, 820843 moves, e=0.187, loss: 4.7, -, 29.5% elo% vs. gir, avg. reward: -3.106, 3.955 sec/game, 27.9 min. total, 711.9 MB
primal_author v14 769 games, 822810 moves, e=0.185, loss: 4.6, -, 28.4% elo% vs. gir, avg. reward: -3.094, 3.944 sec/game, 28.0 min. total, 712.8 MB
primal_author v14 770 games, 824860 moves, e=0.183, loss: 4.6, +, 31.1% elo% vs. gir, avg. reward: -3.082, 3.955 sec/game, 28.1 min. total, 713.6 MB
primal_author v14 771 games, 826966 moves, e=0.181, loss: 4.1, ., 31.9% elo% vs. gir, avg. reward: -3.065, 3.957 sec/game, 28.1 min. total, 715.3 MB
primal_author v14 772 games, 829050 moves, e=0.179, loss: 4.2, -, 30.6% elo% vs. gir, avg. reward: -3.048, 3.974 sec/game, 28.2 min. total, 717.3 MB
primal_author v14 773 games, 830851 moves, e=0.177, loss: 4.4, -, 29.4% elo% vs. gir, avg. reward: -3.032, 3.981 sec/game, 28.3 min. total, 716.4 MB
primal_author v14 774 games, 832953 moves, e=0.175, loss: 4.7, -, 28.3% elo% vs. gir, avg. reward: -3.012, 3.981 sec/game, 28.3 min. total, 718.0 MB
primal_author v14 775 games, 835364 moves, e=0.173, loss: 4.8, -, 27.3% elo% vs. gir, avg. reward: -2.992, 4.023 sec/game, 28.4 min. total, 719.0 MB
primal_author v14 776 games, 838001 moves, e=0.170, loss: 5.1, -, 26.3% elo% vs. gir, avg. reward: -2.965, 4.062 sec/game, 28.5 min. total, 724.8 MB
primal_author v14 777 games, 840153 moves, e=0.168, loss: 4.1, -, 25.3% elo% vs. gir, avg. reward: -2.945, 4.092 sec/game, 28.6 min. total, 724.1 MB
primal_author v14 778 games, 842582 moves, e=0.166, loss: 3.7, +, 28.0% elo% vs. gir, avg. reward: -2.919, 4.113 sec/game, 28.6 min. total, 727.1 MB
primal_author v14 779 games, 844879 moves, e=0.164, loss: 3.5, -, 27.0% elo% vs. gir, avg. reward: -2.898, 4.147 sec/game, 28.7 min. total, 727.3 MB
primal_author v14 780 games, 847111 moves, e=0.161, loss: 3.1, -, 26.0% elo% vs. gir, avg. reward: -2.885, 4.182 sec/game, 28.8 min. total, 724.7 MB
primal_author v14 781 games, 849620 moves, e=0.159, loss: 2.3, -, 25.1% elo% vs. gir, avg. reward: -2.866, 4.219 sec/game, 28.9 min. total, 726.7 MB
primal_author v14 782 games, 852029 moves, e=0.156, loss: 2.8, +, 27.8% elo% vs. gir, avg. reward: -2.841, 4.279 sec/game, 28.9 min. total, 728.4 MB
primal_author v14 783 games, 854318 moves, e=0.154, loss: 3.2, -, 26.8% elo% vs. gir, avg. reward: -2.817, 4.285 sec/game, 29.0 min. total, 727.0 MB
primal_author v14 784 games, 856741 moves, e=0.152, loss: 4.0, -, 25.8% elo% vs. gir, avg. reward: -2.791, 4.325 sec/game, 29.1 min. total, 729.0 MB
primal_author v14 785 games, 858945 moves, e=0.150, loss: 3.9, -, 24.9% elo% vs. gir, avg. reward: -2.770, 4.352 sec/game, 29.2 min. total, 728.5 MB
primal_author v14 786 games, 861679 moves, e=0.147, loss: 4.1, -, 24.1% elo% vs. gir, avg. reward: -2.750, 4.429 sec/game, 29.3 min. total, 730.0 MB
primal_author v14 787 games, 864239 moves, e=0.144, loss: 4.3, +, 26.7% elo% vs. gir, avg. reward: -2.728, 4.506 sec/game, 29.4 min. total, 732.1 MB
primal_author v14 788 games, 866550 moves, e=0.142, loss: 4.3, -, 25.8% elo% vs. gir, avg. reward: -2.708, 4.526 sec/game, 29.4 min. total, 731.1 MB
primal_author v14 789 games, 868841 moves, e=0.140, loss: 4.7, ., 26.6% elo% vs. gir, avg. reward: -2.693, 4.560 sec/game, 29.5 min. total, 731.2 MB
primal_author v14 790 games, 871473 moves, e=0.137, loss: 4.4, -, 25.7% elo% vs. gir, avg. reward: -2.674, 4.621 sec/game, 29.6 min. total, 734.5 MB
primal_author v14 791 games, 873841 moves, e=0.135, loss: 4.4, -, 24.8% elo% vs. gir, avg. reward: -2.652, 4.653 sec/game, 29.7 min. total, 733.5 MB
primal_author v14 792 games, 876499 moves, e=0.132, loss: 4.6, +, 27.5% elo% vs. gir, avg. reward: -2.627, 4.705 sec/game, 29.8 min. total, 735.3 MB
primal_author v14 793 games, 878897 moves, e=0.130, loss: 4.0, -, 26.5% elo% vs. gir, avg. reward: -2.618, 4.741 sec/game, 29.8 min. total, 736.3 MB
primal_author v14 794 games, 881531 moves, e=0.127, loss: 3.9, -, 25.5% elo% vs. gir, avg. reward: -2.599, 4.790 sec/game, 29.9 min. total, 736.5 MB
primal_author v14 795 games, 883922 moves, e=0.125, loss: 4.0, -, 24.7% elo% vs. gir, avg. reward: -2.582, 4.800 sec/game, 30.0 min. total, 738.3 MB
primal_author v14 796 games, 886411 moves, e=0.122, loss: 3.7, -, 23.8% elo% vs. gir, avg. reward: -2.564, 4.798 sec/game, 30.1 min. total, 735.7 MB
primal_author v14 797 games, 889212 moves, e=0.120, loss: 3.3, +, 26.5% elo% vs. gir, avg. reward: -2.543, 4.842 sec/game, 30.2 min. total, 739.6 MB
primal_author v14 798 games, 891545 moves, e=0.117, loss: 3.7, -, 25.5% elo% vs. gir, avg. reward: -2.530, 4.839 sec/game, 30.3 min. total, 736.1 MB
primal_author v14 799 games, 894117 moves, e=0.115, loss: 3.8, -, 24.6% elo% vs. gir, avg. reward: -2.509, 4.865 sec/game, 30.3 min. total, 742.4 MB
primal_author v14 800 games, 896707 moves, e=0.112, loss: 3.6, ., 25.5% elo% vs. gir, avg. reward: -2.490, 4.900 sec/game, 30.4 min. total, 742.8 MB
primal_author v15 801 games, 899477 moves, e=0.110, loss: 3.7, -, 47.7% elo% vs. gir, avg. reward: -2.478, 4.933 sec/game, 30.5 min. total, 742.6 MB
primal_author v15 802 games, 902134 moves, e=0.107, loss: 4.0, +, 50.1% elo% vs. gir, avg. reward: -2.458, 4.940 sec/game, 30.6 min. total, 746.7 MB
primal_author v15 803 games, 904840 moves, e=0.104, loss: 3.2, -, 47.8% elo% vs. gir, avg. reward: -2.441, 4.986 sec/game, 30.7 min. total, 745.5 MB
primal_author v15 804 games, 907532 moves, e=0.102, loss: 3.6, +, 50.2% elo% vs. gir, avg. reward: -2.427, 5.009 sec/game, 30.8 min. total, 745.5 MB
primal_author v15 805 games, 910392 moves, e=0.099, loss: 3.1, +, 52.5% elo% vs. gir, avg. reward: -2.399, 5.063 sec/game, 30.9 min. total, 748.1 MB
primal_author v15 806 games, 913318 moves, e=0.096, loss: 2.6, +, 54.7% elo% vs. gir, avg. reward: -2.376, 5.085 sec/game, 31.0 min. total, 750.2 MB
primal_author v15 807 games, 916216 moves, e=0.093, loss: 2.8, -, 52.2% elo% vs. gir, avg. reward: -2.356, 5.084 sec/game, 31.0 min. total, 753.0 MB
primal_author v15 808 games, 919364 moves, e=0.090, loss: 2.8, -, 49.8% elo% vs. gir, avg. reward: -2.339, 5.162 sec/game, 31.2 min. total, 752.8 MB
primal_author v15 809 games, 922214 moves, e=0.087, loss: 3.0, -, 47.5% elo% vs. gir, avg. reward: -2.314, 5.197 sec/game, 31.2 min. total, 754.2 MB
primal_author v15 810 games, 925402 moves, e=0.084, loss: 3.3, -, 45.3% elo% vs. gir, avg. reward: -2.281, 5.234 sec/game, 31.3 min. total, 755.3 MB
primal_author v15 811 games, 928520 moves, e=0.081, loss: 3.4, -, 43.2% elo% vs. gir, avg. reward: -2.263, 5.304 sec/game, 31.4 min. total, 754.8 MB
primal_author v15 812 games, 931678 moves, e=0.078, loss: 2.5, +, 45.8% elo% vs. gir, avg. reward: -2.239, 5.346 sec/game, 31.5 min. total, 757.1 MB
primal_author v15 813 games, 934799 moves, e=0.075, loss: 2.6, -, 43.7% elo% vs. gir, avg. reward: -2.215, 5.418 sec/game, 31.6 min. total, 756.2 MB
primal_author v15 814 games, 938108 moves, e=0.071, loss: 2.8, ., 44.0% elo% vs. gir, avg. reward: -2.194, 5.471 sec/game, 31.7 min. total, 756.5 MB
primal_author v15 815 games, 941095 moves, e=0.068, loss: 2.9, +, 46.6% elo% vs. gir, avg. reward: -2.179, 5.530 sec/game, 31.8 min. total, 758.3 MB
primal_author v15 816 games, 944487 moves, e=0.065, loss: 3.1, ., 46.7% elo% vs. gir, avg. reward: -2.158, 5.602 sec/game, 32.0 min. total, 759.8 MB
primal_author v15 817 games, 947797 moves, e=0.062, loss: 3.6, +, 49.2% elo% vs. gir, avg. reward: -2.125, 5.657 sec/game, 32.1 min. total, 758.1 MB
primal_author v15 818 games, 951032 moves, e=0.058, loss: 3.5, -, 46.9% elo% vs. gir, avg. reward: -2.103, 5.734 sec/game, 32.2 min. total, 758.7 MB
primal_author v15 819 games, 953981 moves, e=0.056, loss: 3.6, -, 44.8% elo% vs. gir, avg. reward: -2.081, 5.770 sec/game, 32.3 min. total, 760.3 MB
primal_author v15 820 games, 957102 moves, e=0.052, loss: 3.6, ., 45.0% elo% vs. gir, avg. reward: -2.058, 5.822 sec/game, 32.4 min. total, 760.9 MB
primal_author v15 821 games, 959994 moves, e=0.050, loss: 4.3, -, 43.0% elo% vs. gir, avg. reward: -2.037, 5.823 sec/game, 32.5 min. total, 759.4 MB
primal_author v15 822 games, 962922 moves, e=0.047, loss: 4.0, +, 45.6% elo% vs. gir, avg. reward: -2.013, 5.852 sec/game, 32.5 min. total, 760.0 MB
primal_author v15 823 games, 966029 moves, e=0.044, loss: 4.6, -, 43.5% elo% vs. gir, avg. reward: -1.988, 5.886 sec/game, 32.6 min. total, 762.1 MB
primal_author v15 824 games, 969387 moves, e=0.040, loss: 4.2, -, 41.5% elo% vs. gir, avg. reward: -1.956, 5.939 sec/game, 32.7 min. total, 762.9 MB
primal_author v15 825 games, 972879 moves, e=0.037, loss: 3.1, -, 39.7% elo% vs. gir, avg. reward: -1.928, 5.993 sec/game, 32.9 min. total, 763.9 MB
primal_author v15 826 games, 976371 moves, e=0.033, loss: 2.6, -, 37.9% elo% vs. gir, avg. reward: -1.908, 6.033 sec/game, 33.0 min. total, 766.4 MB
primal_author v15 827 games, 980051 moves, e=0.030, loss: 2.8, -, 36.3% elo% vs. gir, avg. reward: -1.884, 6.111 sec/game, 33.1 min. total, 769.9 MB
primal_author v15 828 games, 984097 moves, e=0.026, loss: 2.7, -, 34.8% elo% vs. gir, avg. reward: -1.862, 6.175 sec/game, 33.2 min. total, 769.0 MB
primal_author v15 829 games, 987219 moves, e=0.023, loss: 3.4, +, 37.6% elo% vs. gir, avg. reward: -1.844, 6.203 sec/game, 33.3 min. total, 769.8 MB
primal_author v15 830 games, 990524 moves, e=0.019, loss: 3.6, +, 40.3% elo% vs. gir, avg. reward: -1.816, 6.210 sec/game, 33.4 min. total, 770.4 MB
primal_author v15 831 games, 994252 moves, e=0.016, loss: 3.1, -, 38.5% elo% vs. gir, avg. reward: -1.790, 6.259 sec/game, 33.5 min. total, 768.3 MB
primal_author v15 832 games, 997747 moves, e=0.012, loss: 3.2, ., 39.0% elo% vs. gir, avg. reward: -1.763, 6.291 sec/game, 33.6 min. total, 770.6 MB
primal_author v15 833 games, 1000996 moves, e=0.010, loss: 3.9, -, 37.3% elo% vs. gir, avg. reward: -1.741, 6.301 sec/game, 33.7 min. total, 770.1 MB
primal_author v15 834 games, 1004760 moves, e=0.010, loss: 3.9, -, 35.7% elo% vs. gir, avg. reward: -1.718, 6.352 sec/game, 33.9 min. total, 770.2 MB
primal_author v15 835 games, 1007919 moves, e=0.010, loss: 4.2, +, 38.5% elo% vs. gir, avg. reward: -1.699, 6.356 sec/game, 34.0 min. total, 768.3 MB
primal_author v15 836 games, 1011815 moves, e=0.010, loss: 3.2, +, 41.2% elo% vs. gir, avg. reward: -1.677, 6.397 sec/game, 34.1 min. total, 770.5 MB
primal_author v15 837 games, 1015442 moves, e=0.010, loss: 3.0, +, 43.9% elo% vs. gir, avg. reward: -1.657, 6.421 sec/game, 34.2 min. total, 772.5 MB
primal_author v15 838 games, 1018993 moves, e=0.010, loss: 3.3, +, 46.4% elo% vs. gir, avg. reward: -1.637, 6.442 sec/game, 34.3 min. total, 772.5 MB
primal_author v15 839 games, 1022243 moves, e=0.010, loss: 3.9, ., 46.6% elo% vs. gir, avg. reward: -1.617, 6.468 sec/game, 34.4 min. total, 772.2 MB
primal_author v15 840 games, 1025961 moves, e=0.010, loss: 3.6, ., 46.7% elo% vs. gir, avg. reward: -1.594, 6.507 sec/game, 34.5 min. total, 772.8 MB
primal_author v15 841 games, 1029789 moves, e=0.010, loss: 3.4, -, 44.6% elo% vs. gir, avg. reward: -1.561, 6.596 sec/game, 34.7 min. total, 774.5 MB
primal_author v15 842 games, 1033569 moves, e=0.010, loss: 2.9, +, 47.1% elo% vs. gir, avg. reward: -1.538, 6.665 sec/game, 34.8 min. total, 775.3 MB
primal_author v15 843 games, 1037073 moves, e=0.010, loss: 2.8, +, 49.6% elo% vs. gir, avg. reward: -1.518, 6.706 sec/game, 34.9 min. total, 776.1 MB
primal_author v15 844 games, 1040897 moves, e=0.010, loss: 2.8, -, 47.3% elo% vs. gir, avg. reward: -1.494, 6.750 sec/game, 35.0 min. total, 777.4 MB
primal_author v15 845 games, 1044265 moves, e=0.010, loss: 3.3, -, 45.1% elo% vs. gir, avg. reward: -1.475, 6.742 sec/game, 35.1 min. total, 776.4 MB
primal_author v15 846 games, 1047418 moves, e=0.010, loss: 3.8, -, 43.1% elo% vs. gir, avg. reward: -1.453, 6.718 sec/game, 35.2 min. total, 775.8 MB
primal_author v15 847 games, 1050797 moves, e=0.010, loss: 4.7, -, 41.1% elo% vs. gir, avg. reward: -1.432, 6.693 sec/game, 35.3 min. total, 775.2 MB
primal_author v15 848 games, 1054072 moves, e=0.010, loss: 4.3, +, 43.8% elo% vs. gir, avg. reward: -1.412, 6.629 sec/game, 35.4 min. total, 777.4 MB
primal_author v15 849 games, 1057282 moves, e=0.010, loss: 4.0, -, 41.8% elo% vs. gir, avg. reward: -1.398, 6.645 sec/game, 35.5 min. total, 776.0 MB
primal_author v15 850 games, 1060669 moves, e=0.010, loss: 4.0, +, 44.4% elo% vs. gir, avg. reward: -1.379, 6.649 sec/game, 35.6 min. total, 778.4 MB
primal_author v15 851 games, 1064249 moves, e=0.010, loss: 3.6, -, 42.4% elo% vs. gir, avg. reward: -1.360, 6.632 sec/game, 35.7 min. total, 782.0 MB
primal_author v15 852 games, 1068606 moves, e=0.010, loss: 2.8, +, 45.0% elo% vs. gir, avg. reward: -1.334, 6.714 sec/game, 35.9 min. total, 781.9 MB
primal_author v15 853 games, 1072274 moves, e=0.010, loss: 2.0, +, 47.6% elo% vs. gir, avg. reward: -1.310, 6.746 sec/game, 36.0 min. total, 781.5 MB
primal_author v15 854 games, 1075934 moves, e=0.010, loss: 2.0, +, 50.0% elo% vs. gir, avg. reward: -1.291, 6.730 sec/game, 36.1 min. total, 781.3 MB
primal_author v15 855 games, 1079751 moves, e=0.010, loss: 3.3, +, 52.3% elo% vs. gir, avg. reward: -1.271, 6.790 sec/game, 36.2 min. total, 782.5 MB
primal_author v15 856 games, 1083717 moves, e=0.010, loss: 3.1, +, 54.5% elo% vs. gir, avg. reward: -1.253, 6.798 sec/game, 36.4 min. total, 782.0 MB
primal_author v15 857 games, 1087394 moves, e=0.010, loss: 3.5, +, 56.5% elo% vs. gir, avg. reward: -1.233, 6.797 sec/game, 36.5 min. total, 782.9 MB
