primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v27 1459 games, 3455084 moves, e=0.010, loss: 5.2, -, 2.2% elo% vs. btr, avg. reward: -0.342, 7.078 sec/game, 111.1 min. total, 1150.4 MB
primal_author v27 1460 games, 3458274 moves, e=0.010, loss: 5.0, -, 2.2% elo% vs. btr, avg. reward: -0.344, 7.020 sec/game, 111.2 min. total, 1151.8 MB
primal_author v27 1461 games, 3461890 moves, e=0.010, loss: 6.3, -, 2.1% elo% vs. btr, avg. reward: -0.345, 7.008 sec/game, 111.3 min. total, 1153.1 MB
primal_author v27 1462 games, 3465915 moves, e=0.010, loss: 6.1, -, 2.1% elo% vs. btr, avg. reward: -0.345, 7.034 sec/game, 111.4 min. total, 1153.9 MB
primal_author v27 1463 games, 3469902 moves, e=0.010, loss: 4.7, -, 2.1% elo% vs. btr, avg. reward: -0.345, 7.049 sec/game, 111.6 min. total, 1152.4 MB
primal_author v27 1464 games, 3473814 moves, e=0.010, loss: 4.2, -, 2.1% elo% vs. btr, avg. reward: -0.346, 7.089 sec/game, 111.7 min. total, 1152.5 MB
primal_author v27 1465 games, 3477540 moves, e=0.010, loss: 4.6, -, 2.1% elo% vs. btr, avg. reward: -0.345, 7.095 sec/game, 111.8 min. total, 1152.3 MB
primal_author v27 1466 games, 3481331 moves, e=0.010, loss: 5.1, -, 2.1% elo% vs. btr, avg. reward: -0.345, 7.093 sec/game, 111.9 min. total, 1152.9 MB
primal_author v27 1467 games, 3484980 moves, e=0.010, loss: 5.6, -, 2.1% elo% vs. btr, avg. reward: -0.347, 7.062 sec/game, 112.0 min. total, 1156.0 MB
primal_author v27 1468 games, 3488628 moves, e=0.010, loss: 7.3, -, 2.1% elo% vs. btr, avg. reward: -0.347, 7.063 sec/game, 112.2 min. total, 1157.6 MB
primal_author v27 1469 games, 3492289 moves, e=0.010, loss: 7.5, -, 2.1% elo% vs. btr, avg. reward: -0.347, 7.043 sec/game, 112.3 min. total, 1158.4 MB
primal_author v27 1470 games, 3495972 moves, e=0.010, loss: 8.3, -, 2.1% elo% vs. btr, avg. reward: -0.347, 7.041 sec/game, 112.4 min. total, 1163.4 MB
primal_author v27 1471 games, 3499523 moves, e=0.010, loss: 8.4, -, 2.1% elo% vs. btr, avg. reward: -0.349, 7.001 sec/game, 112.5 min. total, 1160.0 MB
primal_author v27 1472 games, 3503386 moves, e=0.010, loss: 8.0, -, 2.1% elo% vs. btr, avg. reward: -0.347, 6.993 sec/game, 112.6 min. total, 1159.4 MB
primal_author v27 1473 games, 3507295 moves, e=0.010, loss: 8.1, -, 2.1% elo% vs. btr, avg. reward: -0.346, 7.027 sec/game, 112.7 min. total, 1159.0 MB
primal_author v27 1474 games, 3511025 moves, e=0.010, loss: 9.0, -, 2.0% elo% vs. btr, avg. reward: -0.345, 7.001 sec/game, 112.9 min. total, 1160.9 MB
primal_author v27 1475 games, 3514685 moves, e=0.010, loss: 9.5, -, 2.0% elo% vs. btr, avg. reward: -0.345, 6.984 sec/game, 113.0 min. total, 1160.8 MB
primal_author v27 1476 games, 3518381 moves, e=0.010, loss: 10.5, -, 2.0% elo% vs. btr, avg. reward: -0.346, 6.984 sec/game, 113.1 min. total, 1161.1 MB
primal_author v27 1477 games, 3522026 moves, e=0.010, loss: 9.9, -, 2.0% elo% vs. btr, avg. reward: -0.345, 6.967 sec/game, 113.2 min. total, 1161.4 MB
primal_author v27 1478 games, 3525891 moves, e=0.010, loss: 10.1, -, 2.0% elo% vs. btr, avg. reward: -0.346, 6.971 sec/game, 113.3 min. total, 1162.0 MB
primal_author v27 1479 games, 3529453 moves, e=0.010, loss: 12.3, -, 2.0% elo% vs. btr, avg. reward: -0.347, 6.991 sec/game, 113.4 min. total, 1162.4 MB
primal_author v27 1480 games, 3533390 moves, e=0.010, loss: 11.5, -, 2.0% elo% vs. btr, avg. reward: -0.347, 7.054 sec/game, 113.6 min. total, 1162.2 MB
primal_author v27 1481 games, 3536971 moves, e=0.010, loss: 12.1, -, 2.0% elo% vs. btr, avg. reward: -0.347, 7.048 sec/game, 113.7 min. total, 1163.9 MB
primal_author v27 1482 games, 3540811 moves, e=0.010, loss: 10.6, -, 2.0% elo% vs. btr, avg. reward: -0.348, 7.044 sec/game, 113.8 min. total, 1164.4 MB
primal_author v27 1483 games, 3544644 moves, e=0.010, loss: 14.7, -, 2.0% elo% vs. btr, avg. reward: -0.347, 7.028 sec/game, 113.9 min. total, 1165.7 MB
primal_author v27 1484 games, 3548434 moves, e=0.010, loss: 13.9, -, 2.0% elo% vs. btr, avg. reward: -0.347, 7.017 sec/game, 114.0 min. total, 1165.6 MB
primal_author v27 1485 games, 3552089 moves, e=0.010, loss: 15.5, -, 2.0% elo% vs. btr, avg. reward: -0.347, 7.018 sec/game, 114.1 min. total, 1167.9 MB
primal_author v27 1486 games, 3555604 moves, e=0.010, loss: 16.4, -, 2.0% elo% vs. btr, avg. reward: -0.349, 6.998 sec/game, 114.3 min. total, 1168.7 MB
primal_author v27 1487 games, 3559469 moves, e=0.010, loss: 15.3, -, 2.0% elo% vs. btr, avg. reward: -0.350, 7.006 sec/game, 114.4 min. total, 1168.5 MB
primal_author v27 1488 games, 3563377 moves, e=0.010, loss: 16.0, -, 1.9% elo% vs. btr, avg. reward: -0.352, 7.017 sec/game, 114.5 min. total, 1168.4 MB
primal_author v27 1489 games, 3567138 moves, e=0.010, loss: 16.4, -, 1.9% elo% vs. btr, avg. reward: -0.352, 7.030 sec/game, 114.6 min. total, 1170.4 MB
primal_author v27 1490 games, 3570736 moves, e=0.010, loss: 16.8, -, 1.9% elo% vs. btr, avg. reward: -0.355, 7.024 sec/game, 114.7 min. total, 1168.4 MB
primal_author v27 1491 games, 3574548 moves, e=0.010, loss: 16.1, -, 1.9% elo% vs. btr, avg. reward: -0.355, 7.046 sec/game, 114.9 min. total, 1169.8 MB
primal_author v27 1492 games, 3578195 moves, e=0.010, loss: 17.3, -, 1.9% elo% vs. btr, avg. reward: -0.357, 7.030 sec/game, 115.0 min. total, 1171.9 MB
primal_author v27 1493 games, 3581986 moves, e=0.010, loss: 16.4, -, 1.9% elo% vs. btr, avg. reward: -0.358, 7.038 sec/game, 115.1 min. total, 1171.2 MB
primal_author v27 1494 games, 3585626 moves, e=0.010, loss: 15.7, -, 1.9% elo% vs. btr, avg. reward: -0.357, 7.031 sec/game, 115.2 min. total, 1171.6 MB
primal_author v27 1495 games, 3589454 moves, e=0.010, loss: 15.7, -, 1.9% elo% vs. btr, avg. reward: -0.359, 7.036 sec/game, 115.3 min. total, 1171.5 MB
primal_author v27 1496 games, 3592986 moves, e=0.010, loss: 16.9, -, 1.9% elo% vs. btr, avg. reward: -0.360, 7.023 sec/game, 115.4 min. total, 1173.1 MB
primal_author v27 1497 games, 3596590 moves, e=0.010, loss: 19.5, -, 1.9% elo% vs. btr, avg. reward: -0.360, 7.027 sec/game, 115.5 min. total, 1176.1 MB
primal_author v27 1498 games, 3600240 moves, e=0.010, loss: 18.9, -, 1.9% elo% vs. btr, avg. reward: -0.361, 6.992 sec/game, 115.7 min. total, 1174.5 MB
primal_author v27 1499 games, 3603904 moves, e=0.010, loss: 17.3, -, 1.9% elo% vs. btr, avg. reward: -0.363, 7.022 sec/game, 115.8 min. total, 1176.0 MB
primal_author v27 1500 games, 3607833 moves, e=0.010, loss: 17.0, -, 1.9% elo% vs. btr, avg. reward: -0.363, 7.029 sec/game, 115.9 min. total, 1175.4 MB
primal_author v27 1501 games, 3611796 moves, e=0.010, loss: 17.8, -, 1.9% elo% vs. btr, avg. reward: -0.364, 7.059 sec/game, 116.0 min. total, 1175.3 MB
primal_author v27 1502 games, 3615678 moves, e=0.010, loss: 18.8, -, 1.9% elo% vs. btr, avg. reward: -0.366, 7.045 sec/game, 116.1 min. total, 1181.9 MB
primal_author v27 1503 games, 3619308 moves, e=0.010, loss: 19.1, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.028 sec/game, 116.3 min. total, 1176.8 MB
primal_author v27 1504 games, 3623074 moves, e=0.010, loss: 18.9, -, 1.8% elo% vs. btr, avg. reward: -0.368, 7.026 sec/game, 116.4 min. total, 1177.2 MB
primal_author v27 1505 games, 3626614 moves, e=0.010, loss: 16.1, -, 1.8% elo% vs. btr, avg. reward: -0.369, 7.007 sec/game, 116.5 min. total, 1179.4 MB
primal_author v27 1506 games, 3630360 moves, e=0.010, loss: 17.0, -, 1.8% elo% vs. btr, avg. reward: -0.369, 7.044 sec/game, 116.6 min. total, 1178.3 MB
primal_author v27 1507 games, 3634206 moves, e=0.010, loss: 15.2, -, 1.8% elo% vs. btr, avg. reward: -0.370, 7.047 sec/game, 116.7 min. total, 1181.1 MB
primal_author v27 1508 games, 3637952 moves, e=0.010, loss: 16.8, -, 1.8% elo% vs. btr, avg. reward: -0.368, 7.047 sec/game, 116.8 min. total, 1179.0 MB
primal_author v27 1509 games, 3641731 moves, e=0.010, loss: 15.5, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.042 sec/game, 117.0 min. total, 1181.7 MB
primal_author v27 1510 games, 3645497 moves, e=0.010, loss: 15.9, -, 1.8% elo% vs. btr, avg. reward: -0.366, 7.048 sec/game, 117.1 min. total, 1181.3 MB
primal_author v27 1511 games, 3649142 moves, e=0.010, loss: 17.9, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.030 sec/game, 117.2 min. total, 1186.2 MB
primal_author v27 1512 games, 3652835 moves, e=0.010, loss: 15.8, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.045 sec/game, 117.3 min. total, 1182.2 MB
primal_author v27 1513 games, 3656683 moves, e=0.010, loss: 17.3, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.045 sec/game, 117.4 min. total, 1183.3 MB
primal_author v27 1514 games, 3660404 moves, e=0.010, loss: 18.0, -, 1.8% elo% vs. btr, avg. reward: -0.368, 7.055 sec/game, 117.5 min. total, 1184.5 MB
primal_author v27 1515 games, 3664177 moves, e=0.010, loss: 18.5, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.061 sec/game, 117.7 min. total, 1185.0 MB
primal_author v27 1516 games, 3667989 moves, e=0.010, loss: 20.5, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.085 sec/game, 117.8 min. total, 1186.3 MB
primal_author v27 1517 games, 3671642 moves, e=0.010, loss: 19.3, -, 1.8% elo% vs. btr, avg. reward: -0.368, 7.084 sec/game, 117.9 min. total, 1186.2 MB
primal_author v27 1518 games, 3675494 moves, e=0.010, loss: 17.2, -, 1.8% elo% vs. btr, avg. reward: -0.367, 7.109 sec/game, 118.0 min. total, 1186.3 MB
primal_author v27 1519 games, 3679101 moves, e=0.010, loss: 17.2, -, 1.8% elo% vs. btr, avg. reward: -0.368, 7.091 sec/game, 118.1 min. total, 1187.9 MB
primal_author v27 1520 games, 3682679 moves, e=0.010, loss: 19.0, -, 1.7% elo% vs. btr, avg. reward: -0.370, 7.059 sec/game, 118.3 min. total, 1187.6 MB
primal_author v27 1521 games, 3686446 moves, e=0.010, loss: 19.3, -, 1.7% elo% vs. btr, avg. reward: -0.371, 7.046 sec/game, 118.4 min. total, 1188.4 MB
primal_author v27 1522 games, 3690312 moves, e=0.010, loss: 17.5, -, 1.7% elo% vs. btr, avg. reward: -0.374, 7.045 sec/game, 118.5 min. total, 1187.9 MB
primal_author v27 1523 games, 3694076 moves, e=0.010, loss: 17.9, -, 1.7% elo% vs. btr, avg. reward: -0.373, 7.051 sec/game, 118.6 min. total, 1190.2 MB
primal_author v27 1524 games, 3697860 moves, e=0.010, loss: 18.5, -, 1.7% elo% vs. btr, avg. reward: -0.374, 7.055 sec/game, 118.7 min. total, 1190.2 MB
primal_author v27 1525 games, 3701910 moves, e=0.010, loss: 17.1, -, 1.7% elo% vs. btr, avg. reward: -0.375, 7.105 sec/game, 118.9 min. total, 1190.1 MB
primal_author v27 1526 games, 3705754 moves, e=0.010, loss: 18.8, -, 1.7% elo% vs. btr, avg. reward: -0.376, 7.098 sec/game, 119.0 min. total, 1189.6 MB
primal_author v27 1527 games, 3709606 moves, e=0.010, loss: 19.6, -, 1.7% elo% vs. btr, avg. reward: -0.377, 7.111 sec/game, 119.1 min. total, 1190.8 MB
primal_author v27 1528 games, 3713449 moves, e=0.010, loss: 19.7, -, 1.7% elo% vs. btr, avg. reward: -0.379, 7.115 sec/game, 119.2 min. total, 1194.0 MB
primal_author v27 1529 games, 3717023 moves, e=0.010, loss: 22.1, -, 1.7% elo% vs. btr, avg. reward: -0.381, 7.096 sec/game, 119.3 min. total, 1192.5 MB
primal_author v27 1530 games, 3720902 moves, e=0.010, loss: 22.8, -, 1.7% elo% vs. btr, avg. reward: -0.381, 7.110 sec/game, 119.5 min. total, 1194.1 MB
primal_author v27 1531 games, 3724850 moves, e=0.010, loss: 24.2, -, 1.7% elo% vs. btr, avg. reward: -0.382, 7.153 sec/game, 119.6 min. total, 1193.9 MB
primal_author v27 1532 games, 3728382 moves, e=0.010, loss: 21.8, -, 1.7% elo% vs. btr, avg. reward: -0.381, 7.132 sec/game, 119.7 min. total, 1194.0 MB
primal_author v27 1533 games, 3732123 moves, e=0.010, loss: 19.3, -, 1.7% elo% vs. btr, avg. reward: -0.381, 7.123 sec/game, 119.8 min. total, 1195.2 MB
primal_author v27 1534 games, 3735943 moves, e=0.010, loss: 18.2, -, 1.7% elo% vs. btr, avg. reward: -0.383, 7.133 sec/game, 119.9 min. total, 1201.7 MB
primal_author v27 1535 games, 3739713 moves, e=0.010, loss: 16.7, -, 1.7% elo% vs. btr, avg. reward: -0.383, 7.120 sec/game, 120.0 min. total, 1196.1 MB
primal_author v27 1536 games, 3743467 moves, e=0.010, loss: 16.2, -, 1.7% elo% vs. btr, avg. reward: -0.383, 7.099 sec/game, 120.2 min. total, 1198.8 MB
primal_author v27 1537 games, 3747238 moves, e=0.010, loss: 16.2, -, 1.7% elo% vs. btr, avg. reward: -0.382, 7.113 sec/game, 120.3 min. total, 1200.7 MB
primal_author v27 1538 games, 3751029 moves, e=0.010, loss: 15.1, -, 1.7% elo% vs. btr, avg. reward: -0.383, 7.103 sec/game, 120.4 min. total, 1198.9 MB
primal_author v27 1539 games, 3754737 moves, e=0.010, loss: 14.7, -, 1.6% elo% vs. btr, avg. reward: -0.385, 7.128 sec/game, 120.5 min. total, 1199.5 MB
primal_author v27 1540 games, 3758372 moves, e=0.010, loss: 16.8, -, 1.6% elo% vs. btr, avg. reward: -0.388, 7.129 sec/game, 120.6 min. total, 1199.9 MB
primal_author v27 1541 games, 3762036 moves, e=0.010, loss: 15.7, -, 1.6% elo% vs. btr, avg. reward: -0.389, 7.111 sec/game, 120.7 min. total, 1201.0 MB
primal_author v27 1542 games, 3765346 moves, e=0.010, loss: 16.5, -, 1.6% elo% vs. btr, avg. reward: -0.391, 7.088 sec/game, 120.9 min. total, 1200.3 MB
primal_author v27 1543 games, 3768560 moves, e=0.010, loss: 18.5, -, 1.6% elo% vs. btr, avg. reward: -0.393, 7.054 sec/game, 121.0 min. total, 1200.1 MB
primal_author v27 1544 games, 3771883 moves, e=0.010, loss: 18.7, -, 1.6% elo% vs. btr, avg. reward: -0.394, 7.009 sec/game, 121.1 min. total, 1205.4 MB
primal_author v27 1545 games, 3775245 moves, e=0.010, loss: 18.2, -, 1.6% elo% vs. btr, avg. reward: -0.395, 6.955 sec/game, 121.2 min. total, 1202.0 MB
primal_author v27 1546 games, 3778601 moves, e=0.010, loss: 16.2, -, 1.6% elo% vs. btr, avg. reward: -0.396, 6.910 sec/game, 121.3 min. total, 1201.4 MB
primal_author v27 1547 games, 3782522 moves, e=0.010, loss: 14.7, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.897 sec/game, 121.4 min. total, 1202.3 MB
primal_author v27 1548 games, 3785800 moves, e=0.010, loss: 12.5, -, 1.6% elo% vs. btr, avg. reward: -0.396, 6.853 sec/game, 121.5 min. total, 1202.7 MB
primal_author v27 1549 games, 3789433 moves, e=0.010, loss: 15.2, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.859 sec/game, 121.6 min. total, 1203.1 MB
primal_author v27 1550 games, 3793249 moves, e=0.010, loss: 13.7, -, 1.6% elo% vs. btr, avg. reward: -0.396, 6.855 sec/game, 121.7 min. total, 1203.6 MB
primal_author v27 1551 games, 3796802 moves, e=0.010, loss: 12.2, -, 1.6% elo% vs. btr, avg. reward: -0.396, 6.815 sec/game, 121.9 min. total, 1203.5 MB
primal_author v27 1552 games, 3800616 moves, e=0.010, loss: 10.6, -, 1.6% elo% vs. btr, avg. reward: -0.394, 6.841 sec/game, 122.0 min. total, 1205.4 MB
primal_author v27 1553 games, 3803922 moves, e=0.010, loss: 12.2, -, 1.6% elo% vs. btr, avg. reward: -0.393, 6.803 sec/game, 122.1 min. total, 1205.5 MB
primal_author v27 1554 games, 3807233 moves, e=0.010, loss: 13.6, -, 1.6% elo% vs. btr, avg. reward: -0.394, 6.759 sec/game, 122.2 min. total, 1206.3 MB
primal_author v27 1555 games, 3810575 moves, e=0.010, loss: 13.6, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.728 sec/game, 122.3 min. total, 1206.9 MB
primal_author v27 1556 games, 3813844 moves, e=0.010, loss: 15.4, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.688 sec/game, 122.4 min. total, 1208.4 MB
primal_author v27 1557 games, 3817307 moves, e=0.010, loss: 15.9, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.658 sec/game, 122.5 min. total, 1209.4 MB
primal_author v27 1558 games, 3820962 moves, e=0.010, loss: 15.4, -, 1.6% elo% vs. btr, avg. reward: -0.398, 6.658 sec/game, 122.6 min. total, 1209.8 MB
primal_author v27 1559 games, 3824331 moves, e=0.010, loss: 13.3, -, 1.6% elo% vs. btr, avg. reward: -0.397, 6.621 sec/game, 122.7 min. total, 1211.4 MB
primal_author v27 1560 games, 3827898 moves, e=0.010, loss: 13.4, -, 1.6% elo% vs. btr, avg. reward: -0.398, 6.623 sec/game, 122.8 min. total, 1210.7 MB
primal_author v27 1561 games, 3831481 moves, e=0.010, loss: 12.0, -, 1.5% elo% vs. btr, avg. reward: -0.397, 6.626 sec/game, 123.0 min. total, 1211.4 MB
primal_author v27 1562 games, 3835029 moves, e=0.010, loss: 11.8, -, 1.5% elo% vs. btr, avg. reward: -0.398, 6.641 sec/game, 123.1 min. total, 1211.5 MB
primal_author v27 1563 games, 3838817 moves, e=0.010, loss: 11.1, -, 1.5% elo% vs. btr, avg. reward: -0.398, 6.680 sec/game, 123.2 min. total, 1212.4 MB
primal_author v27 1564 games, 3842261 moves, e=0.010, loss: 12.2, -, 1.5% elo% vs. btr, avg. reward: -0.399, 6.686 sec/game, 123.3 min. total, 1213.2 MB
primal_author v27 1565 games, 3845863 moves, e=0.010, loss: 12.1, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.696 sec/game, 123.4 min. total, 1215.5 MB
primal_author v27 1566 games, 3849330 moves, e=0.010, loss: 14.1, -, 1.5% elo% vs. btr, avg. reward: -0.403, 6.705 sec/game, 123.5 min. total, 1213.2 MB
primal_author v27 1567 games, 3852952 moves, e=0.010, loss: 15.0, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.695 sec/game, 123.6 min. total, 1214.1 MB
primal_author v27 1568 games, 3856271 moves, e=0.010, loss: 14.5, -, 1.5% elo% vs. btr, avg. reward: -0.400, 6.698 sec/game, 123.7 min. total, 1214.6 MB
primal_author v27 1569 games, 3859385 moves, e=0.010, loss: 18.5, -, 1.5% elo% vs. btr, avg. reward: -0.400, 6.674 sec/game, 123.8 min. total, 1214.8 MB
primal_author v27 1570 games, 3862657 moves, e=0.010, loss: 19.7, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.636 sec/game, 123.9 min. total, 1216.1 MB
primal_author v27 1571 games, 3866301 moves, e=0.010, loss: 18.4, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.652 sec/game, 124.1 min. total, 1216.4 MB
primal_author v27 1572 games, 3869635 moves, e=0.010, loss: 14.7, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.620 sec/game, 124.2 min. total, 1217.4 MB
primal_author v27 1573 games, 3873119 moves, e=0.010, loss: 12.6, -, 1.5% elo% vs. btr, avg. reward: -0.403, 6.627 sec/game, 124.3 min. total, 1219.2 MB
primal_author v27 1574 games, 3876947 moves, e=0.010, loss: 12.6, -, 1.5% elo% vs. btr, avg. reward: -0.402, 6.673 sec/game, 124.4 min. total, 1218.9 MB
primal_author v27 1575 games, 3880424 moves, e=0.010, loss: 13.8, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.683 sec/game, 124.5 min. total, 1219.0 MB
primal_author v27 1576 games, 3883818 moves, e=0.010, loss: 14.2, -, 1.5% elo% vs. btr, avg. reward: -0.401, 6.701 sec/game, 124.6 min. total, 1219.3 MB
primal_author v27 1577 games, 3887370 moves, e=0.010, loss: 15.2, -, 1.5% elo% vs. btr, avg. reward: -0.402, 6.718 sec/game, 124.7 min. total, 1220.8 MB
primal_author v27 1578 games, 3890802 moves, e=0.010, loss: 13.9, -, 1.5% elo% vs. btr, avg. reward: -0.403, 6.691 sec/game, 124.8 min. total, 1221.0 MB
primal_author v27 1579 games, 3894364 moves, e=0.010, loss: 14.4, -, 1.5% elo% vs. btr, avg. reward: -0.404, 6.713 sec/game, 125.0 min. total, 1221.6 MB
primal_author v27 1580 games, 3897907 moves, e=0.010, loss: 14.3, -, 1.5% elo% vs. btr, avg. reward: -0.405, 6.706 sec/game, 125.1 min. total, 1221.6 MB
primal_author v27 1581 games, 3901395 moves, e=0.010, loss: 15.6, -, 1.5% elo% vs. btr, avg. reward: -0.404, 6.698 sec/game, 125.2 min. total, 1221.7 MB
primal_author v27 1582 games, 3904260 moves, e=0.010, loss: 15.4, -, 1.5% elo% vs. btr, avg. reward: -0.404, 6.631 sec/game, 125.3 min. total, 1219.8 MB
primal_author v27 1583 games, 3907413 moves, e=0.010, loss: 17.5, -, 1.5% elo% vs. btr, avg. reward: -0.405, 6.574 sec/game, 125.4 min. total, 1220.5 MB
primal_author v27 1584 games, 3910778 moves, e=0.010, loss: 17.0, -, 1.5% elo% vs. btr, avg. reward: -0.405, 6.571 sec/game, 125.5 min. total, 1222.2 MB
primal_author v27 1585 games, 3914069 moves, e=0.010, loss: 15.5, -, 1.4% elo% vs. btr, avg. reward: -0.405, 6.562 sec/game, 125.6 min. total, 1223.7 MB
primal_author v27 1586 games, 3917358 moves, e=0.010, loss: 17.6, -, 1.4% elo% vs. btr, avg. reward: -0.403, 6.548 sec/game, 125.7 min. total, 1223.4 MB
primal_author v27 1587 games, 3920903 moves, e=0.010, loss: 17.2, -, 1.4% elo% vs. btr, avg. reward: -0.403, 6.536 sec/game, 125.8 min. total, 1224.6 MB
primal_author v27 1588 games, 3924593 moves, e=0.010, loss: 17.3, -, 1.4% elo% vs. btr, avg. reward: -0.402, 6.563 sec/game, 125.9 min. total, 1225.0 MB
primal_author v27 1589 games, 3928043 moves, e=0.010, loss: 13.7, -, 1.4% elo% vs. btr, avg. reward: -0.403, 6.570 sec/game, 126.0 min. total, 1225.6 MB
primal_author v27 1590 games, 3931715 moves, e=0.010, loss: 18.1, -, 1.4% elo% vs. btr, avg. reward: -0.402, 6.599 sec/game, 126.1 min. total, 1226.1 MB
primal_author v27 1591 games, 3935295 moves, e=0.010, loss: 19.4, -, 1.4% elo% vs. btr, avg. reward: -0.402, 6.581 sec/game, 126.3 min. total, 1229.7 MB
primal_author v27 1592 games, 3939007 moves, e=0.010, loss: 17.4, -, 1.4% elo% vs. btr, avg. reward: -0.400, 6.613 sec/game, 126.4 min. total, 1229.4 MB
primal_author v27 1593 games, 3942475 moves, e=0.010, loss: 18.0, -, 1.4% elo% vs. btr, avg. reward: -0.399, 6.614 sec/game, 126.5 min. total, 1230.2 MB
primal_author v27 1594 games, 3946356 moves, e=0.010, loss: 16.4, -, 1.4% elo% vs. btr, avg. reward: -0.398, 6.616 sec/game, 126.6 min. total, 1229.4 MB
primal_author v27 1595 games, 3950151 moves, e=0.010, loss: 18.8, -, 1.4% elo% vs. btr, avg. reward: -0.398, 6.647 sec/game, 126.7 min. total, 1231.3 MB
primal_author v27 1596 games, 3953805 moves, e=0.010, loss: 18.9, -, 1.4% elo% vs. btr, avg. reward: -0.398, 6.674 sec/game, 126.8 min. total, 1231.0 MB
primal_author v27 1597 games, 3957226 moves, e=0.010, loss: 22.1, -, 1.4% elo% vs. btr, avg. reward: -0.399, 6.645 sec/game, 127.0 min. total, 1232.7 MB
primal_author v27 1598 games, 3960968 moves, e=0.010, loss: 21.0, -, 1.4% elo% vs. btr, avg. reward: -0.399, 6.681 sec/game, 127.1 min. total, 1232.9 MB
primal_author v27 1599 games, 3964888 moves, e=0.010, loss: 18.5, -, 1.4% elo% vs. btr, avg. reward: -0.398, 6.701 sec/game, 127.2 min. total, 1232.3 MB
primal_author v27 1600 games, 3968876 moves, e=0.010, loss: 16.3, -, 1.4% elo% vs. btr, avg. reward: -0.399, 6.739 sec/game, 127.3 min. total, 1230.9 MB
primal_author v27 1601 games, 3972694 moves, e=0.010, loss: 16.2, -, 1.4% elo% vs. btr, avg. reward: -0.399, 6.765 sec/game, 127.4 min. total, 1230.7 MB
primal_author v27 1602 games, 3976482 moves, e=0.010, loss: 17.4, -, 1.4% elo% vs. btr, avg. reward: -0.398, 6.839 sec/game, 127.6 min. total, 1234.9 MB
primal_author v27 1603 games, 3980375 moves, e=0.010, loss: 17.4, -, 1.4% elo% vs. btr, avg. reward: -0.397, 6.905 sec/game, 127.7 min. total, 1235.6 MB
primal_author v27 1604 games, 3984300 moves, e=0.010, loss: 19.1, -, 1.4% elo% vs. btr, avg. reward: -0.395, 6.959 sec/game, 127.8 min. total, 1236.3 MB
primal_author v27 1605 games, 3987817 moves, e=0.010, loss: 17.6, -, 1.4% elo% vs. btr, avg. reward: -0.396, 6.962 sec/game, 127.9 min. total, 1237.2 MB
primal_author v27 1606 games, 3991545 moves, e=0.010, loss: 19.2, -, 1.4% elo% vs. btr, avg. reward: -0.396, 7.105 sec/game, 128.1 min. total, 1176.4 MB
primal_author v27 1607 games, 3995273 moves, e=0.010, loss: 21.3, -, 1.4% elo% vs. btr, avg. reward: -0.396, 7.161 sec/game, 128.2 min. total, 1176.2 MB
primal_author v27 1608 games, 3998789 moves, e=0.010, loss: 22.6, -, 1.4% elo% vs. btr, avg. reward: -0.398, 7.152 sec/game, 128.3 min. total, 1181.5 MB
primal_author v27 1609 games, 4002560 moves, e=0.010, loss: 22.2, -, 1.4% elo% vs. btr, avg. reward: -0.399, 7.194 sec/game, 128.4 min. total, 1178.4 MB
primal_author v27 1610 games, 4006158 moves, e=0.010, loss: 23.3, -, 1.4% elo% vs. btr, avg. reward: -0.400, 7.190 sec/game, 128.5 min. total, 1178.2 MB
primal_author v27 1611 games, 4009996 moves, e=0.010, loss: 19.6, -, 1.4% elo% vs. btr, avg. reward: -0.399, 7.222 sec/game, 128.7 min. total, 1177.4 MB
primal_author v27 1612 games, 4013907 moves, e=0.010, loss: 18.3, -, 1.4% elo% vs. btr, avg. reward: -0.399, 7.235 sec/game, 128.8 min. total, 1178.7 MB
primal_author v27 1613 games, 4017687 moves, e=0.010, loss: 17.3, -, 1.3% elo% vs. btr, avg. reward: -0.398, 7.278 sec/game, 128.9 min. total, 1180.2 MB
primal_author v27 1614 games, 4021383 moves, e=0.010, loss: 18.0, -, 1.3% elo% vs. btr, avg. reward: -0.398, 7.280 sec/game, 129.0 min. total, 1185.1 MB
