bullfight_antiviral v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
bullfight_antiviral v6 282 games, 215554 moves, e=0.787, loss: 4.7, -, 6.8% elo% vs. simple_bot, avg. reward: -5.480, 1.879 sec/game, 6.8 min. total, 495.8 MB
bullfight_antiviral v6 283 games, 216397 moves, e=0.786, loss: 4.9, -, 6.7% elo% vs. simple_bot, avg. reward: -5.472, 1.886 sec/game, 6.9 min. total, 495.5 MB
bullfight_antiviral v6 284 games, 217352 moves, e=0.785, loss: 4.7, -, 6.7% elo% vs. simple_bot, avg. reward: -5.449, 1.927 sec/game, 6.9 min. total, 495.8 MB
bullfight_antiviral v6 285 games, 218338 moves, e=0.784, loss: 4.8, -, 6.6% elo% vs. simple_bot, avg. reward: -5.430, 1.946 sec/game, 6.9 min. total, 495.6 MB
bullfight_antiviral v6 286 games, 219279 moves, e=0.783, loss: 4.5, -, 6.5% elo% vs. simple_bot, avg. reward: -5.417, 1.968 sec/game, 7.0 min. total, 496.1 MB
bullfight_antiviral v6 287 games, 220242 moves, e=0.782, loss: 4.5, -, 6.4% elo% vs. simple_bot, avg. reward: -5.396, 1.982 sec/game, 7.0 min. total, 496.4 MB
bullfight_antiviral v6 288 games, 220986 moves, e=0.781, loss: 4.7, -, 6.4% elo% vs. simple_bot, avg. reward: -5.398, 1.949 sec/game, 7.0 min. total, 496.7 MB
bullfight_antiviral v6 289 games, 221804 moves, e=0.780, loss: 4.6, -, 6.3% elo% vs. simple_bot, avg. reward: -5.398, 1.943 sec/game, 7.1 min. total, 496.6 MB
bullfight_antiviral v6 290 games, 222888 moves, e=0.779, loss: 4.8, -, 6.2% elo% vs. simple_bot, avg. reward: -5.378, 1.944 sec/game, 7.1 min. total, 496.7 MB
bullfight_antiviral v6 291 games, 223757 moves, e=0.778, loss: 4.8, -, 6.2% elo% vs. simple_bot, avg. reward: -5.373, 1.910 sec/game, 7.1 min. total, 496.7 MB
bullfight_antiviral v6 292 games, 224494 moves, e=0.778, loss: 4.8, -, 6.1% elo% vs. simple_bot, avg. reward: -5.359, 1.864 sec/game, 7.2 min. total, 496.7 MB
bullfight_antiviral v6 293 games, 225534 moves, e=0.777, loss: 4.8, -, 6.0% elo% vs. simple_bot, avg. reward: -5.340, 1.869 sec/game, 7.2 min. total, 498.1 MB
bullfight_antiviral v6 294 games, 226460 moves, e=0.776, loss: 4.8, -, 6.0% elo% vs. simple_bot, avg. reward: -5.333, 1.877 sec/game, 7.2 min. total, 499.0 MB
bullfight_antiviral v6 295 games, 227288 moves, e=0.775, loss: 5.0, -, 5.9% elo% vs. simple_bot, avg. reward: -5.320, 1.879 sec/game, 7.3 min. total, 500.1 MB
bullfight_antiviral v6 296 games, 228106 moves, e=0.774, loss: 4.9, -, 5.8% elo% vs. simple_bot, avg. reward: -5.304, 1.898 sec/game, 7.3 min. total, 499.2 MB
bullfight_antiviral v6 297 games, 229100 moves, e=0.773, loss: 4.9, -, 5.8% elo% vs. simple_bot, avg. reward: -5.294, 1.886 sec/game, 7.3 min. total, 499.2 MB
bullfight_antiviral v6 298 games, 229992 moves, e=0.772, loss: 4.9, -, 5.7% elo% vs. simple_bot, avg. reward: -5.289, 1.882 sec/game, 7.4 min. total, 500.0 MB
bullfight_antiviral v6 299 games, 230878 moves, e=0.771, loss: 5.0, -, 5.7% elo% vs. simple_bot, avg. reward: -5.272, 1.918 sec/game, 7.4 min. total, 499.6 MB
bullfight_antiviral v6 300 games, 231790 moves, e=0.771, loss: 4.7, -, 5.6% elo% vs. simple_bot, avg. reward: -5.262, 1.923 sec/game, 7.4 min. total, 500.1 MB
bullfight_antiviral v7 301 games, 232463 moves, e=0.770, loss: 4.4, -, 47.7% elo% vs. simple_bot, avg. reward: -5.277, 1.917 sec/game, 7.5 min. total, 502.0 MB
bullfight_antiviral v7 302 games, 233467 moves, e=0.769, loss: 4.6, -, 45.5% elo% vs. simple_bot, avg. reward: -5.271, 1.924 sec/game, 7.5 min. total, 502.3 MB
bullfight_antiviral v7 303 games, 234384 moves, e=0.768, loss: 4.7, -, 43.4% elo% vs. simple_bot, avg. reward: -5.260, 1.933 sec/game, 7.5 min. total, 502.3 MB
bullfight_antiviral v7 304 games, 235375 moves, e=0.767, loss: 4.6, -, 41.5% elo% vs. simple_bot, avg. reward: -5.247, 1.904 sec/game, 7.6 min. total, 502.2 MB
bullfight_antiviral v7 305 games, 236234 moves, e=0.766, loss: 5.0, -, 39.6% elo% vs. simple_bot, avg. reward: -5.236, 1.895 sec/game, 7.6 min. total, 502.6 MB
bullfight_antiviral v7 306 games, 237193 moves, e=0.765, loss: 4.6, -, 37.9% elo% vs. simple_bot, avg. reward: -5.228, 1.894 sec/game, 7.6 min. total, 502.4 MB
bullfight_antiviral v7 307 games, 238090 moves, e=0.764, loss: 4.7, -, 36.3% elo% vs. simple_bot, avg. reward: -5.217, 1.886 sec/game, 7.6 min. total, 502.7 MB
bullfight_antiviral v7 308 games, 238838 moves, e=0.764, loss: 4.5, -, 34.8% elo% vs. simple_bot, avg. reward: -5.225, 1.877 sec/game, 7.7 min. total, 502.9 MB
bullfight_antiviral v7 309 games, 239543 moves, e=0.763, loss: 4.5, -, 33.3% elo% vs. simple_bot, avg. reward: -5.231, 1.872 sec/game, 7.7 min. total, 503.9 MB
bullfight_antiviral v7 310 games, 240334 moves, e=0.762, loss: 4.8, -, 32.0% elo% vs. simple_bot, avg. reward: -5.220, 1.838 sec/game, 7.7 min. total, 504.4 MB
bullfight_antiviral v7 311 games, 241273 moves, e=0.761, loss: 5.0, -, 30.7% elo% vs. simple_bot, avg. reward: -5.219, 1.839 sec/game, 7.7 min. total, 504.4 MB
bullfight_antiviral v7 312 games, 242022 moves, e=0.760, loss: 5.1, -, 29.5% elo% vs. simple_bot, avg. reward: -5.219, 1.849 sec/game, 7.8 min. total, 503.9 MB
bullfight_antiviral v7 313 games, 243095 moves, e=0.759, loss: 5.0, -, 28.4% elo% vs. simple_bot, avg. reward: -5.201, 1.857 sec/game, 7.8 min. total, 504.0 MB
bullfight_antiviral v7 314 games, 243850 moves, e=0.759, loss: 5.0, -, 27.3% elo% vs. simple_bot, avg. reward: -5.204, 1.821 sec/game, 7.8 min. total, 504.1 MB
bullfight_antiviral v7 315 games, 244887 moves, e=0.758, loss: 5.1, -, 26.4% elo% vs. simple_bot, avg. reward: -5.190, 1.837 sec/game, 7.9 min. total, 505.3 MB
bullfight_antiviral v7 316 games, 245767 moves, e=0.757, loss: 5.0, -, 25.4% elo% vs. simple_bot, avg. reward: -5.181, 1.827 sec/game, 7.9 min. total, 505.7 MB
bullfight_antiviral v7 317 games, 246689 moves, e=0.756, loss: 5.0, -, 24.5% elo% vs. simple_bot, avg. reward: -5.171, 1.815 sec/game, 7.9 min. total, 505.8 MB
bullfight_antiviral v7 318 games, 247507 moves, e=0.755, loss: 5.3, -, 23.7% elo% vs. simple_bot, avg. reward: -5.169, 1.785 sec/game, 8.0 min. total, 505.7 MB
bullfight_antiviral v7 319 games, 248457 moves, e=0.754, loss: 5.3, -, 22.9% elo% vs. simple_bot, avg. reward: -5.148, 1.788 sec/game, 8.0 min. total, 505.7 MB
bullfight_antiviral v7 320 games, 249293 moves, e=0.753, loss: 5.4, -, 22.2% elo% vs. simple_bot, avg. reward: -5.143, 1.771 sec/game, 8.0 min. total, 505.7 MB
bullfight_antiviral v7 321 games, 250122 moves, e=0.752, loss: 5.4, -, 21.5% elo% vs. simple_bot, avg. reward: -5.143, 1.809 sec/game, 8.1 min. total, 506.8 MB
bullfight_antiviral v7 322 games, 251183 moves, e=0.751, loss: 5.3, -, 20.8% elo% vs. simple_bot, avg. reward: -5.121, 1.826 sec/game, 8.1 min. total, 506.3 MB
bullfight_antiviral v7 323 games, 252028 moves, e=0.750, loss: 5.3, -, 20.2% elo% vs. simple_bot, avg. reward: -5.103, 1.814 sec/game, 8.1 min. total, 506.9 MB
bullfight_antiviral v7 324 games, 252941 moves, e=0.750, loss: 5.3, -, 19.6% elo% vs. simple_bot, avg. reward: -5.094, 1.832 sec/game, 8.2 min. total, 507.7 MB
bullfight_antiviral v7 325 games, 253762 moves, e=0.749, loss: 5.5, -, 19.1% elo% vs. simple_bot, avg. reward: -5.095, 1.830 sec/game, 8.2 min. total, 508.4 MB
bullfight_antiviral v7 326 games, 254570 moves, e=0.748, loss: 5.8, -, 18.5% elo% vs. simple_bot, avg. reward: -5.102, 1.811 sec/game, 8.2 min. total, 509.0 MB
bullfight_antiviral v7 327 games, 255417 moves, e=0.747, loss: 5.7, -, 18.0% elo% vs. simple_bot, avg. reward: -5.105, 1.819 sec/game, 8.2 min. total, 508.3 MB
bullfight_antiviral v7 328 games, 256387 moves, e=0.746, loss: 5.7, -, 17.5% elo% vs. simple_bot, avg. reward: -5.074, 1.853 sec/game, 8.3 min. total, 508.3 MB
bullfight_antiviral v7 329 games, 257326 moves, e=0.745, loss: 5.4, -, 17.1% elo% vs. simple_bot, avg. reward: -5.063, 1.877 sec/game, 8.3 min. total, 508.8 MB
bullfight_antiviral v7 330 games, 258280 moves, e=0.744, loss: 5.4, -, 16.6% elo% vs. simple_bot, avg. reward: -5.055, 1.898 sec/game, 8.4 min. total, 508.3 MB
bullfight_antiviral v7 331 games, 259158 moves, e=0.743, loss: 5.8, -, 16.2% elo% vs. simple_bot, avg. reward: -5.057, 1.906 sec/game, 8.4 min. total, 509.6 MB
bullfight_antiviral v7 332 games, 259921 moves, e=0.743, loss: 5.9, -, 15.8% elo% vs. simple_bot, avg. reward: -5.067, 1.923 sec/game, 8.4 min. total, 510.0 MB
bullfight_antiviral v7 333 games, 260757 moves, e=0.742, loss: 5.8, -, 15.4% elo% vs. simple_bot, avg. reward: -5.059, 1.906 sec/game, 8.4 min. total, 510.1 MB
bullfight_antiviral v7 334 games, 261562 moves, e=0.741, loss: 5.4, -, 15.1% elo% vs. simple_bot, avg. reward: -5.057, 1.909 sec/game, 8.5 min. total, 509.7 MB
bullfight_antiviral v7 335 games, 262379 moves, e=0.740, loss: 5.6, -, 14.7% elo% vs. simple_bot, avg. reward: -5.058, 1.883 sec/game, 8.5 min. total, 510.2 MB
bullfight_antiviral v7 336 games, 263223 moves, e=0.739, loss: 5.2, -, 14.4% elo% vs. simple_bot, avg. reward: -5.055, 1.890 sec/game, 8.5 min. total, 510.2 MB
bullfight_antiviral v7 337 games, 264188 moves, e=0.738, loss: 5.6, -, 14.0% elo% vs. simple_bot, avg. reward: -5.048, 1.894 sec/game, 8.6 min. total, 511.0 MB
bullfight_antiviral v7 338 games, 265135 moves, e=0.738, loss: 5.9, -, 13.7% elo% vs. simple_bot, avg. reward: -5.039, 1.923 sec/game, 8.6 min. total, 510.3 MB
bullfight_antiviral v7 339 games, 266060 moves, e=0.737, loss: 5.5, -, 13.4% elo% vs. simple_bot, avg. reward: -5.035, 1.922 sec/game, 8.6 min. total, 512.7 MB
bullfight_antiviral v7 340 games, 267114 moves, e=0.736, loss: 5.8, -, 13.1% elo% vs. simple_bot, avg. reward: -5.018, 1.963 sec/game, 8.7 min. total, 512.6 MB
bullfight_antiviral v7 341 games, 267955 moves, e=0.735, loss: 5.9, -, 12.9% elo% vs. simple_bot, avg. reward: -5.012, 1.939 sec/game, 8.7 min. total, 512.3 MB
bullfight_antiviral v7 342 games, 268864 moves, e=0.734, loss: 5.9, -, 12.6% elo% vs. simple_bot, avg. reward: -5.003, 1.914 sec/game, 8.7 min. total, 512.3 MB
bullfight_antiviral v7 343 games, 269653 moves, e=0.733, loss: 6.0, -, 12.4% elo% vs. simple_bot, avg. reward: -5.006, 1.908 sec/game, 8.8 min. total, 512.3 MB
bullfight_antiviral v7 344 games, 270518 moves, e=0.732, loss: 5.9, -, 12.1% elo% vs. simple_bot, avg. reward: -5.005, 1.888 sec/game, 8.8 min. total, 512.5 MB
bullfight_antiviral v7 345 games, 271429 moves, e=0.731, loss: 5.8, -, 11.9% elo% vs. simple_bot, avg. reward: -5.006, 1.891 sec/game, 8.8 min. total, 512.5 MB
bullfight_antiviral v7 346 games, 272167 moves, e=0.731, loss: 5.6, -, 11.7% elo% vs. simple_bot, avg. reward: -5.017, 1.888 sec/game, 8.8 min. total, 512.7 MB
bullfight_antiviral v7 347 games, 273138 moves, e=0.730, loss: 5.5, -, 11.4% elo% vs. simple_bot, avg. reward: -5.012, 1.891 sec/game, 8.9 min. total, 513.5 MB
bullfight_antiviral v7 348 games, 274023 moves, e=0.729, loss: 5.8, -, 11.2% elo% vs. simple_bot, avg. reward: -4.999, 1.882 sec/game, 8.9 min. total, 514.1 MB
bullfight_antiviral v7 349 games, 274988 moves, e=0.728, loss: 5.5, -, 11.0% elo% vs. simple_bot, avg. reward: -4.999, 1.890 sec/game, 8.9 min. total, 513.8 MB
bullfight_antiviral v7 350 games, 276060 moves, e=0.727, loss: 5.8, -, 10.8% elo% vs. simple_bot, avg. reward: -4.982, 1.905 sec/game, 9.0 min. total, 514.0 MB
bullfight_antiviral v7 351 games, 277005 moves, e=0.726, loss: 6.3, -, 10.6% elo% vs. simple_bot, avg. reward: -4.973, 1.916 sec/game, 9.0 min. total, 514.4 MB
bullfight_antiviral v7 352 games, 278095 moves, e=0.725, loss: 6.1, -, 10.4% elo% vs. simple_bot, avg. reward: -4.945, 1.933 sec/game, 9.1 min. total, 514.0 MB
bullfight_antiviral v7 353 games, 278990 moves, e=0.724, loss: 5.9, -, 10.3% elo% vs. simple_bot, avg. reward: -4.945, 1.960 sec/game, 9.1 min. total, 514.7 MB
bullfight_antiviral v7 354 games, 279899 moves, e=0.723, loss: 6.1, -, 10.1% elo% vs. simple_bot, avg. reward: -4.941, 1.976 sec/game, 9.1 min. total, 516.2 MB
bullfight_antiviral v7 355 games, 280943 moves, e=0.722, loss: 6.1, -, 9.9% elo% vs. simple_bot, avg. reward: -4.930, 2.007 sec/game, 9.2 min. total, 516.4 MB
bullfight_antiviral v7 356 games, 281868 moves, e=0.721, loss: 5.8, -, 9.8% elo% vs. simple_bot, avg. reward: -4.909, 2.018 sec/game, 9.2 min. total, 516.5 MB
bullfight_antiviral v7 357 games, 282610 moves, e=0.720, loss: 5.9, -, 9.6% elo% vs. simple_bot, avg. reward: -4.892, 1.994 sec/game, 9.2 min. total, 517.1 MB
bullfight_antiviral v7 358 games, 283534 moves, e=0.719, loss: 5.9, -, 9.5% elo% vs. simple_bot, avg. reward: -4.886, 1.988 sec/game, 9.3 min. total, 516.6 MB
bullfight_antiviral v7 359 games, 284415 moves, e=0.718, loss: 5.6, -, 9.3% elo% vs. simple_bot, avg. reward: -4.884, 1.974 sec/game, 9.3 min. total, 516.7 MB
bullfight_antiviral v7 360 games, 285240 moves, e=0.718, loss: 5.4, -, 9.2% elo% vs. simple_bot, avg. reward: -4.875, 1.953 sec/game, 9.3 min. total, 517.3 MB
bullfight_antiviral v7 361 games, 286144 moves, e=0.717, loss: 5.7, -, 9.0% elo% vs. simple_bot, avg. reward: -4.875, 1.954 sec/game, 9.4 min. total, 517.2 MB
bullfight_antiviral v7 362 games, 286940 moves, e=0.716, loss: 5.8, -, 8.9% elo% vs. simple_bot, avg. reward: -4.873, 1.951 sec/game, 9.4 min. total, 518.9 MB
bullfight_antiviral v7 363 games, 287925 moves, e=0.715, loss: 5.5, -, 8.8% elo% vs. simple_bot, avg. reward: -4.867, 1.979 sec/game, 9.4 min. total, 519.5 MB
bullfight_antiviral v7 364 games, 288982 moves, e=0.714, loss: 5.8, -, 8.6% elo% vs. simple_bot, avg. reward: -4.855, 1.999 sec/game, 9.5 min. total, 519.1 MB
bullfight_antiviral v7 365 games, 290051 moves, e=0.713, loss: 5.7, -, 8.5% elo% vs. simple_bot, avg. reward: -4.829, 2.027 sec/game, 9.5 min. total, 519.3 MB
bullfight_antiviral v7 366 games, 291041 moves, e=0.712, loss: 5.7, -, 8.4% elo% vs. simple_bot, avg. reward: -4.820, 2.052 sec/game, 9.5 min. total, 519.5 MB
bullfight_antiviral v7 367 games, 291964 moves, e=0.711, loss: 5.8, -, 8.3% elo% vs. simple_bot, avg. reward: -4.807, 2.063 sec/game, 9.6 min. total, 519.5 MB
bullfight_antiviral v7 368 games, 292934 moves, e=0.710, loss: 5.8, -, 8.1% elo% vs. simple_bot, avg. reward: -4.801, 2.081 sec/game, 9.6 min. total, 519.6 MB
bullfight_antiviral v7 369 games, 293893 moves, e=0.709, loss: 5.9, -, 8.0% elo% vs. simple_bot, avg. reward: -4.789, 2.081 sec/game, 9.6 min. total, 520.4 MB
bullfight_antiviral v7 370 games, 294733 moves, e=0.708, loss: 5.6, -, 7.9% elo% vs. simple_bot, avg. reward: -4.797, 2.051 sec/game, 9.7 min. total, 520.7 MB
bullfight_antiviral v7 371 games, 295730 moves, e=0.707, loss: 5.6, -, 7.8% elo% vs. simple_bot, avg. reward: -4.794, 2.053 sec/game, 9.7 min. total, 521.4 MB
bullfight_antiviral v7 372 games, 296743 moves, e=0.706, loss: 5.8, -, 7.7% elo% vs. simple_bot, avg. reward: -4.781, 2.054 sec/game, 9.7 min. total, 521.1 MB
bullfight_antiviral v7 373 games, 297545 moves, e=0.705, loss: 5.9, -, 7.6% elo% vs. simple_bot, avg. reward: -4.786, 2.023 sec/game, 9.8 min. total, 521.0 MB
bullfight_antiviral v7 374 games, 298456 moves, e=0.705, loss: 6.3, -, 7.5% elo% vs. simple_bot, avg. reward: -4.769, 2.021 sec/game, 9.8 min. total, 521.2 MB
bullfight_antiviral v7 375 games, 299477 moves, e=0.704, loss: 6.3, -, 7.4% elo% vs. simple_bot, avg. reward: -4.751, 2.013 sec/game, 9.8 min. total, 521.8 MB
bullfight_antiviral v7 376 games, 300338 moves, e=0.703, loss: 6.6, -, 7.3% elo% vs. simple_bot, avg. reward: -4.739, 1.998 sec/game, 9.9 min. total, 522.1 MB
bullfight_antiviral v7 377 games, 301387 moves, e=0.702, loss: 6.2, -, 7.2% elo% vs. simple_bot, avg. reward: -4.739, 2.034 sec/game, 9.9 min. total, 522.8 MB
bullfight_antiviral v7 378 games, 302220 moves, e=0.701, loss: 6.5, -, 7.2% elo% vs. simple_bot, avg. reward: -4.736, 2.030 sec/game, 9.9 min. total, 523.1 MB
bullfight_antiviral v7 379 games, 302981 moves, e=0.700, loss: 6.3, -, 7.1% elo% vs. simple_bot, avg. reward: -4.727, 2.028 sec/game, 10.0 min. total, 523.1 MB
bullfight_antiviral v7 380 games, 303929 moves, e=0.699, loss: 6.2, -, 7.0% elo% vs. simple_bot, avg. reward: -4.715, 2.028 sec/game, 10.0 min. total, 523.1 MB
bullfight_antiviral v7 381 games, 304968 moves, e=0.698, loss: 6.4, -, 6.9% elo% vs. simple_bot, avg. reward: -4.695, 2.048 sec/game, 10.0 min. total, 523.7 MB
bullfight_antiviral v7 382 games, 306038 moves, e=0.697, loss: 6.3, -, 6.8% elo% vs. simple_bot, avg. reward: -4.681, 2.079 sec/game, 10.1 min. total, 523.7 MB
bullfight_antiviral v7 383 games, 307010 moves, e=0.696, loss: 6.3, -, 6.7% elo% vs. simple_bot, avg. reward: -4.666, 2.078 sec/game, 10.1 min. total, 524.9 MB
bullfight_antiviral v7 384 games, 307887 moves, e=0.695, loss: 6.2, -, 6.7% elo% vs. simple_bot, avg. reward: -4.667, 2.068 sec/game, 10.1 min. total, 526.5 MB
bullfight_antiviral v7 385 games, 308827 moves, e=0.694, loss: 5.8, -, 6.6% elo% vs. simple_bot, avg. reward: -4.670, 2.055 sec/game, 10.2 min. total, 526.3 MB
bullfight_antiviral v7 386 games, 309819 moves, e=0.693, loss: 5.4, -, 6.5% elo% vs. simple_bot, avg. reward: -4.667, 2.054 sec/game, 10.2 min. total, 526.2 MB
bullfight_antiviral v7 387 games, 310554 moves, e=0.693, loss: 5.6, -, 6.4% elo% vs. simple_bot, avg. reward: -4.681, 2.030 sec/game, 10.2 min. total, 526.4 MB
bullfight_antiviral v7 388 games, 311623 moves, e=0.691, loss: 5.8, -, 6.4% elo% vs. simple_bot, avg. reward: -4.661, 2.021 sec/game, 10.3 min. total, 526.6 MB
bullfight_antiviral v7 389 games, 312642 moves, e=0.690, loss: 5.7, -, 6.3% elo% vs. simple_bot, avg. reward: -4.649, 2.019 sec/game, 10.3 min. total, 527.4 MB
bullfight_antiviral v7 390 games, 313560 moves, e=0.690, loss: 6.1, -, 6.2% elo% vs. simple_bot, avg. reward: -4.655, 2.030 sec/game, 10.3 min. total, 527.4 MB
bullfight_antiviral v7 391 games, 314530 moves, e=0.689, loss: 5.9, -, 6.2% elo% vs. simple_bot, avg. reward: -4.645, 2.022 sec/game, 10.4 min. total, 527.1 MB
bullfight_antiviral v7 392 games, 315575 moves, e=0.688, loss: 6.0, -, 6.1% elo% vs. simple_bot, avg. reward: -4.624, 2.023 sec/game, 10.4 min. total, 528.1 MB
bullfight_antiviral v7 393 games, 316597 moves, e=0.687, loss: 6.1, -, 6.0% elo% vs. simple_bot, avg. reward: -4.620, 2.044 sec/game, 10.5 min. total, 528.8 MB
bullfight_antiviral v7 394 games, 317534 moves, e=0.686, loss: 5.9, -, 6.0% elo% vs. simple_bot, avg. reward: -4.617, 2.042 sec/game, 10.5 min. total, 528.7 MB
bullfight_antiviral v7 395 games, 318491 moves, e=0.685, loss: 6.4, -, 5.9% elo% vs. simple_bot, avg. reward: -4.603, 2.043 sec/game, 10.5 min. total, 528.3 MB
bullfight_antiviral v7 396 games, 319660 moves, e=0.684, loss: 6.6, -, 5.8% elo% vs. simple_bot, avg. reward: -4.580, 2.066 sec/game, 10.6 min. total, 528.5 MB
bullfight_antiviral v7 397 games, 320483 moves, e=0.683, loss: 6.4, -, 5.8% elo% vs. simple_bot, avg. reward: -4.587, 2.043 sec/game, 10.6 min. total, 529.0 MB
bullfight_antiviral v7 398 games, 321402 moves, e=0.682, loss: 6.1, -, 5.7% elo% vs. simple_bot, avg. reward: -4.581, 2.038 sec/game, 10.6 min. total, 529.2 MB
bullfight_antiviral v7 399 games, 322446 moves, e=0.681, loss: 5.9, -, 5.7% elo% vs. simple_bot, avg. reward: -4.570, 2.071 sec/game, 10.7 min. total, 531.0 MB
bullfight_antiviral v7 400 games, 323429 moves, e=0.680, loss: 5.8, -, 5.6% elo% vs. simple_bot, avg. reward: -4.565, 2.071 sec/game, 10.7 min. total, 531.2 MB
bullfight_antiviral v8 401 games, 324298 moves, e=0.679, loss: 5.8, -, 47.7% elo% vs. simple_bot, avg. reward: -4.547, 2.050 sec/game, 10.7 min. total, 530.7 MB
bullfight_antiviral v8 402 games, 325037 moves, e=0.678, loss: 6.4, -, 45.5% elo% vs. simple_bot, avg. reward: -4.563, 2.012 sec/game, 10.7 min. total, 530.8 MB
bullfight_antiviral v8 403 games, 325904 moves, e=0.677, loss: 6.5, -, 43.4% elo% vs. simple_bot, avg. reward: -4.569, 1.995 sec/game, 10.8 min. total, 530.9 MB
bullfight_antiviral v8 404 games, 326899 moves, e=0.676, loss: 6.6, -, 41.5% elo% vs. simple_bot, avg. reward: -4.559, 1.992 sec/game, 10.8 min. total, 530.9 MB
bullfight_antiviral v8 405 games, 327854 moves, e=0.675, loss: 6.6, -, 39.6% elo% vs. simple_bot, avg. reward: -4.558, 1.990 sec/game, 10.8 min. total, 531.2 MB
bullfight_antiviral v8 406 games, 328753 moves, e=0.675, loss: 6.7, -, 37.9% elo% vs. simple_bot, avg. reward: -4.561, 1.980 sec/game, 10.9 min. total, 532.5 MB
bullfight_antiviral v8 407 games, 329902 moves, e=0.673, loss: 6.7, -, 36.3% elo% vs. simple_bot, avg. reward: -4.542, 2.018 sec/game, 10.9 min. total, 531.7 MB
bullfight_antiviral v8 408 games, 330991 moves, e=0.672, loss: 6.9, -, 34.8% elo% vs. simple_bot, avg. reward: -4.515, 2.020 sec/game, 11.0 min. total, 531.7 MB
bullfight_antiviral v8 409 games, 331976 moves, e=0.671, loss: 6.8, +, 37.5% elo% vs. simple_bot, avg. reward: -4.492, 2.019 sec/game, 11.0 min. total, 531.9 MB
bullfight_antiviral v8 410 games, 332900 moves, e=0.670, loss: 7.0, -, 35.9% elo% vs. simple_bot, avg. reward: -4.478, 2.028 sec/game, 11.0 min. total, 532.0 MB
bullfight_antiviral v8 411 games, 333819 moves, e=0.670, loss: 6.9, -, 34.4% elo% vs. simple_bot, avg. reward: -4.475, 2.024 sec/game, 11.1 min. total, 532.1 MB
bullfight_antiviral v8 412 games, 334632 moves, e=0.669, loss: 6.6, -, 33.0% elo% vs. simple_bot, avg. reward: -4.467, 2.005 sec/game, 11.1 min. total, 532.5 MB
bullfight_antiviral v8 413 games, 335525 moves, e=0.668, loss: 6.5, -, 31.7% elo% vs. simple_bot, avg. reward: -4.471, 1.991 sec/game, 11.1 min. total, 534.9 MB
bullfight_antiviral v8 414 games, 336544 moves, e=0.667, loss: 6.3, -, 30.4% elo% vs. simple_bot, avg. reward: -4.449, 2.014 sec/game, 11.2 min. total, 534.4 MB
bullfight_antiviral v8 415 games, 337545 moves, e=0.666, loss: 6.6, -, 29.2% elo% vs. simple_bot, avg. reward: -4.443, 2.020 sec/game, 11.2 min. total, 534.4 MB
bullfight_antiviral v8 416 games, 338508 moves, e=0.665, loss: 6.6, -, 28.1% elo% vs. simple_bot, avg. reward: -4.434, 2.023 sec/game, 11.2 min. total, 535.6 MB
bullfight_antiviral v8 417 games, 339544 moves, e=0.664, loss: 6.8, -, 27.1% elo% vs. simple_bot, avg. reward: -4.427, 2.058 sec/game, 11.3 min. total, 534.7 MB
bullfight_antiviral v8 418 games, 340436 moves, e=0.663, loss: 7.0, -, 26.1% elo% vs. simple_bot, avg. reward: -4.419, 2.069 sec/game, 11.3 min. total, 536.0 MB
bullfight_antiviral v8 419 games, 341364 moves, e=0.662, loss: 6.9, -, 25.2% elo% vs. simple_bot, avg. reward: -4.424, 2.050 sec/game, 11.3 min. total, 535.6 MB
bullfight_antiviral v8 420 games, 342311 moves, e=0.661, loss: 6.8, -, 24.3% elo% vs. simple_bot, avg. reward: -4.416, 2.054 sec/game, 11.4 min. total, 536.0 MB
bullfight_antiviral v8 421 games, 343256 moves, e=0.660, loss: 6.9, -, 23.5% elo% vs. simple_bot, avg. reward: -4.410, 2.072 sec/game, 11.4 min. total, 537.2 MB
bullfight_antiviral v8 422 games, 344282 moves, e=0.659, loss: 6.8, -, 22.8% elo% vs. simple_bot, avg. reward: -4.413, 2.107 sec/game, 11.5 min. total, 537.8 MB
bullfight_antiviral v8 423 games, 345236 moves, e=0.658, loss: 7.0, -, 22.0% elo% vs. simple_bot, avg. reward: -4.408, 2.154 sec/game, 11.5 min. total, 537.8 MB
bullfight_antiviral v8 424 games, 346246 moves, e=0.657, loss: 6.7, -, 21.3% elo% vs. simple_bot, avg. reward: -4.401, 2.177 sec/game, 11.5 min. total, 537.4 MB
bullfight_antiviral v8 425 games, 347191 moves, e=0.656, loss: 6.9, -, 20.7% elo% vs. simple_bot, avg. reward: -4.390, 2.166 sec/game, 11.6 min. total, 537.3 MB
bullfight_antiviral v8 426 games, 348076 moves, e=0.655, loss: 6.4, -, 20.1% elo% vs. simple_bot, avg. reward: -4.381, 2.169 sec/game, 11.6 min. total, 537.4 MB
bullfight_antiviral v8 427 games, 348942 moves, e=0.655, loss: 6.7, -, 19.5% elo% vs. simple_bot, avg. reward: -4.381, 2.137 sec/game, 11.6 min. total, 538.8 MB
bullfight_antiviral v8 428 games, 349996 moves, e=0.654, loss: 6.7, -, 18.9% elo% vs. simple_bot, avg. reward: -4.376, 2.142 sec/game, 11.7 min. total, 540.5 MB
bullfight_antiviral v8 429 games, 351154 moves, e=0.652, loss: 6.2, -, 18.4% elo% vs. simple_bot, avg. reward: -4.362, 2.157 sec/game, 11.7 min. total, 540.7 MB
