water_affection v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.9 MB
water_affection v29 2920 games, 7900273 moves, e=0.010, loss: 9979399.7, -, 0.7% elo% vs. v27, avg. reward: -7.952, 2.503 sec/game, 205.4 min. total, 1402.8 MB
water_affection v29 2921 games, 7901460 moves, e=0.010, loss: 10421990.1, -, 0.7% elo% vs. v27, avg. reward: -7.919, 2.533 sec/game, 205.5 min. total, 1404.8 MB
water_affection v29 2922 games, 7902624 moves, e=0.010, loss: 10374847.2, -, 0.7% elo% vs. v27, avg. reward: -7.886, 2.547 sec/game, 205.5 min. total, 1402.5 MB
water_affection v29 2923 games, 7903791 moves, e=0.010, loss: 10359736.8, -, 0.7% elo% vs. v27, avg. reward: -7.842, 2.576 sec/game, 205.6 min. total, 1402.5 MB
water_affection v29 2924 games, 7904979 moves, e=0.010, loss: 10315035.3, -, 0.7% elo% vs. v27, avg. reward: -7.802, 2.604 sec/game, 205.6 min. total, 1402.6 MB
water_affection v29 2925 games, 7906262 moves, e=0.010, loss: 10683706.4, -, 0.7% elo% vs. v27, avg. reward: -7.754, 2.642 sec/game, 205.7 min. total, 1404.8 MB
water_affection v29 2926 games, 7907523 moves, e=0.010, loss: 9970316.1, -, 0.7% elo% vs. v27, avg. reward: -7.714, 2.669 sec/game, 205.7 min. total, 1403.6 MB
water_affection v29 2927 games, 7908722 moves, e=0.010, loss: 9968353.4, -, 0.7% elo% vs. v27, avg. reward: -7.677, 2.698 sec/game, 205.8 min. total, 1408.0 MB
water_affection v29 2928 games, 7909996 moves, e=0.010, loss: 10441593.2, -, 0.7% elo% vs. v27, avg. reward: -7.634, 2.723 sec/game, 205.8 min. total, 1408.1 MB
water_affection v29 2929 games, 7911345 moves, e=0.010, loss: 10742537.5, -, 0.7% elo% vs. v27, avg. reward: -7.589, 2.750 sec/game, 205.9 min. total, 1406.3 MB
water_affection v29 2930 games, 7912650 moves, e=0.010, loss: 9949087.3, -, 0.7% elo% vs. v27, avg. reward: -7.549, 2.765 sec/game, 205.9 min. total, 1406.2 MB
water_affection v29 2931 games, 7914179 moves, e=0.010, loss: 9290402.1, -, 0.7% elo% vs. v27, avg. reward: -7.506, 2.806 sec/game, 206.0 min. total, 1406.7 MB
water_affection v29 2932 games, 7915679 moves, e=0.010, loss: 10167376.3, -, 0.7% elo% vs. v27, avg. reward: -7.473, 2.847 sec/game, 206.0 min. total, 1407.5 MB
water_affection v29 2933 games, 7917127 moves, e=0.010, loss: 10184588.2, -, 0.7% elo% vs. v27, avg. reward: -7.429, 2.874 sec/game, 206.1 min. total, 1411.8 MB
water_affection v29 2934 games, 7918580 moves, e=0.010, loss: 9728549.7, -, 0.6% elo% vs. v27, avg. reward: -7.385, 2.910 sec/game, 206.1 min. total, 1410.8 MB
water_affection v29 2935 games, 7920147 moves, e=0.010, loss: 9672460.7, -, 0.6% elo% vs. v27, avg. reward: -7.335, 2.961 sec/game, 206.2 min. total, 1411.5 MB
water_affection v29 2936 games, 7921955 moves, e=0.010, loss: 10939381.1, -, 0.6% elo% vs. v27, avg. reward: -7.276, 3.028 sec/game, 206.3 min. total, 1412.8 MB
water_affection v29 2937 games, 7923663 moves, e=0.010, loss: 11781201.3, -, 0.6% elo% vs. v27, avg. reward: -7.227, 3.064 sec/game, 206.3 min. total, 1413.3 MB
water_affection v29 2938 games, 7925730 moves, e=0.010, loss: 12685880.2, -, 0.6% elo% vs. v27, avg. reward: -7.170, 3.168 sec/game, 206.4 min. total, 1417.8 MB
water_affection v29 2939 games, 7927678 moves, e=0.010, loss: 12506053.9, -, 0.6% elo% vs. v27, avg. reward: -7.115, 3.249 sec/game, 206.5 min. total, 1419.6 MB
water_affection v29 2940 games, 7929848 moves, e=0.010, loss: 12106258.8, -, 0.6% elo% vs. v27, avg. reward: -7.057, 3.361 sec/game, 206.6 min. total, 1423.6 MB
water_affection v29 2941 games, 7932033 moves, e=0.010, loss: 11614321.3, -, 0.6% elo% vs. v27, avg. reward: -7.000, 3.458 sec/game, 206.6 min. total, 1424.7 MB
water_affection v29 2942 games, 7934081 moves, e=0.010, loss: 9009842.0, -, 0.6% elo% vs. v27, avg. reward: -6.939, 3.555 sec/game, 206.7 min. total, 1423.9 MB
water_affection v29 2943 games, 7936192 moves, e=0.010, loss: 8267968.1, -, 0.6% elo% vs. v27, avg. reward: -6.867, 3.647 sec/game, 206.8 min. total, 1423.9 MB
water_affection v29 2944 games, 7938163 moves, e=0.010, loss: 8093428.0, -, 0.6% elo% vs. v27, avg. reward: -6.822, 3.725 sec/game, 206.9 min. total, 1425.1 MB
water_affection v29 2945 games, 7940352 moves, e=0.010, loss: 7156952.8, -, 0.6% elo% vs. v27, avg. reward: -6.762, 3.837 sec/game, 207.0 min. total, 1425.0 MB
water_affection v29 2946 games, 7942349 moves, e=0.010, loss: 8226271.9, -, 0.6% elo% vs. v27, avg. reward: -6.711, 3.904 sec/game, 207.0 min. total, 1424.6 MB
water_affection v29 2947 games, 7944264 moves, e=0.010, loss: 8542869.1, -, 0.6% elo% vs. v27, avg. reward: -6.666, 3.982 sec/game, 207.1 min. total, 1424.3 MB
water_affection v29 2948 games, 7946323 moves, e=0.010, loss: 9298282.8, -, 0.6% elo% vs. v27, avg. reward: -6.601, 4.062 sec/game, 207.2 min. total, 1424.4 MB
water_affection v29 2949 games, 7948428 moves, e=0.010, loss: 9458366.3, -, 0.6% elo% vs. v27, avg. reward: -6.547, 4.137 sec/game, 207.3 min. total, 1428.0 MB
water_affection v29 2950 games, 7950474 moves, e=0.010, loss: 8429765.7, -, 0.6% elo% vs. v27, avg. reward: -6.502, 4.221 sec/game, 207.3 min. total, 1428.5 MB
water_affection v29 2951 games, 7952546 moves, e=0.010, loss: 7723412.9, -, 0.6% elo% vs. v27, avg. reward: -6.436, 4.272 sec/game, 207.4 min. total, 1429.4 MB
water_affection v29 2952 games, 7954632 moves, e=0.010, loss: 7354807.1, -, 0.6% elo% vs. v27, avg. reward: -6.385, 4.327 sec/game, 207.5 min. total, 1430.5 MB
water_affection v29 2953 games, 7956794 moves, e=0.010, loss: 7011620.2, -, 0.6% elo% vs. v27, avg. reward: -6.333, 4.402 sec/game, 207.6 min. total, 1433.3 MB
water_affection v29 2954 games, 7958981 moves, e=0.010, loss: 7327193.7, -, 0.6% elo% vs. v27, avg. reward: -6.277, 4.480 sec/game, 207.6 min. total, 1433.7 MB
water_affection v29 2955 games, 7961302 moves, e=0.010, loss: 6856349.9, -, 0.6% elo% vs. v27, avg. reward: -6.212, 4.554 sec/game, 207.7 min. total, 1434.8 MB
water_affection v29 2956 games, 7963459 moves, e=0.010, loss: 6670638.2, -, 0.6% elo% vs. v27, avg. reward: -6.160, 4.592 sec/game, 207.8 min. total, 1437.5 MB
water_affection v29 2957 games, 7965300 moves, e=0.010, loss: 6458178.7, -, 0.6% elo% vs. v27, avg. reward: -6.105, 4.608 sec/game, 207.9 min. total, 1434.0 MB
water_affection v29 2958 games, 7967499 moves, e=0.010, loss: 6924990.5, -, 0.6% elo% vs. v27, avg. reward: -6.052, 4.633 sec/game, 208.0 min. total, 1434.8 MB
water_affection v29 2959 games, 7969654 moves, e=0.010, loss: 6891605.6, -, 0.6% elo% vs. v27, avg. reward: -5.989, 4.645 sec/game, 208.0 min. total, 1438.1 MB
water_affection v29 2960 games, 7971829 moves, e=0.010, loss: 7049431.1, -, 0.6% elo% vs. v27, avg. reward: -5.932, 4.654 sec/game, 208.1 min. total, 1437.3 MB
water_affection v29 2961 games, 7974092 moves, e=0.010, loss: 7085077.9, -, 0.6% elo% vs. v27, avg. reward: -5.875, 4.654 sec/game, 208.2 min. total, 1437.5 MB
water_affection v29 2962 games, 7976248 moves, e=0.010, loss: 7616277.6, -, 0.6% elo% vs. v27, avg. reward: -5.814, 4.666 sec/game, 208.3 min. total, 1436.5 MB
water_affection v29 2963 games, 7978551 moves, e=0.010, loss: 7093283.6, -, 0.6% elo% vs. v27, avg. reward: -5.751, 4.692 sec/game, 208.4 min. total, 1435.8 MB
water_affection v29 2964 games, 7980831 moves, e=0.010, loss: 6823034.2, -, 0.6% elo% vs. v27, avg. reward: -5.703, 4.730 sec/game, 208.4 min. total, 1438.5 MB
water_affection v29 2965 games, 7983061 moves, e=0.010, loss: 6841640.9, -, 0.6% elo% vs. v27, avg. reward: -5.646, 4.712 sec/game, 208.5 min. total, 1438.8 MB
water_affection v29 2966 games, 7985246 moves, e=0.010, loss: 6355111.9, -, 0.6% elo% vs. v27, avg. reward: -5.592, 4.737 sec/game, 208.6 min. total, 1439.5 MB
water_affection v29 2967 games, 7987448 moves, e=0.010, loss: 6673409.8, -, 0.6% elo% vs. v27, avg. reward: -5.543, 4.762 sec/game, 208.7 min. total, 1439.8 MB
water_affection v29 2968 games, 7989529 moves, e=0.010, loss: 6197334.8, -, 0.6% elo% vs. v27, avg. reward: -5.501, 4.772 sec/game, 208.8 min. total, 1443.2 MB
water_affection v29 2969 games, 7991720 moves, e=0.010, loss: 6530898.7, -, 0.6% elo% vs. v27, avg. reward: -5.457, 4.776 sec/game, 208.8 min. total, 1442.7 MB
water_affection v29 2970 games, 7993870 moves, e=0.010, loss: 7701365.5, -, 0.6% elo% vs. v27, avg. reward: -5.409, 4.783 sec/game, 208.9 min. total, 1441.5 MB
water_affection v29 2971 games, 7996199 moves, e=0.010, loss: 8748663.1, -, 0.6% elo% vs. v27, avg. reward: -5.350, 4.809 sec/game, 209.0 min. total, 1442.3 MB
water_affection v29 2972 games, 7998313 moves, e=0.010, loss: 8764390.9, -, 0.6% elo% vs. v27, avg. reward: -5.307, 4.807 sec/game, 209.1 min. total, 1440.3 MB
water_affection v29 2973 games, 8000642 moves, e=0.010, loss: 6914040.9, -, 0.6% elo% vs. v27, avg. reward: -5.258, 4.831 sec/game, 209.2 min. total, 1440.4 MB
water_affection v29 2974 games, 8003022 moves, e=0.010, loss: 7311890.1, -, 0.6% elo% vs. v27, avg. reward: -5.206, 4.844 sec/game, 209.3 min. total, 1442.1 MB
water_affection v29 2975 games, 8005504 moves, e=0.010, loss: 9191503.6, -, 0.6% elo% vs. v27, avg. reward: -5.157, 4.859 sec/game, 209.3 min. total, 1445.6 MB
water_affection v29 2976 games, 8007898 moves, e=0.010, loss: 9549393.8, -, 0.6% elo% vs. v27, avg. reward: -5.113, 4.877 sec/game, 209.4 min. total, 1446.3 MB
water_affection v29 2977 games, 8010314 moves, e=0.010, loss: 10533260.3, -, 0.6% elo% vs. v27, avg. reward: -5.065, 4.944 sec/game, 209.5 min. total, 1446.4 MB
water_affection v29 2978 games, 8012677 moves, e=0.010, loss: 11898352.1, -, 0.6% elo% vs. v27, avg. reward: -5.021, 4.955 sec/game, 209.6 min. total, 1448.2 MB
water_affection v29 2979 games, 8015287 moves, e=0.010, loss: 10895565.5, -, 0.6% elo% vs. v27, avg. reward: -4.967, 5.005 sec/game, 209.7 min. total, 1444.6 MB
water_affection v29 2980 games, 8017664 moves, e=0.010, loss: 9814771.5, -, 0.6% elo% vs. v27, avg. reward: -4.912, 5.023 sec/game, 209.8 min. total, 1444.2 MB
water_affection v29 2981 games, 8020137 moves, e=0.010, loss: 9539275.7, -, 0.6% elo% vs. v27, avg. reward: -4.876, 5.038 sec/game, 209.9 min. total, 1442.7 MB
water_affection v29 2982 games, 8022770 moves, e=0.010, loss: 9327779.2, -, 0.6% elo% vs. v27, avg. reward: -4.828, 5.073 sec/game, 210.0 min. total, 1446.5 MB
water_affection v29 2983 games, 8025399 moves, e=0.010, loss: 9811866.1, -, 0.6% elo% vs. v27, avg. reward: -4.778, 5.112 sec/game, 210.1 min. total, 1446.3 MB
water_affection v29 2984 games, 8027913 moves, e=0.010, loss: 10533608.9, -, 0.6% elo% vs. v27, avg. reward: -4.735, 5.135 sec/game, 210.2 min. total, 1447.4 MB
water_affection v29 2985 games, 8030608 moves, e=0.010, loss: 11099144.7, -, 0.6% elo% vs. v27, avg. reward: -4.690, 5.184 sec/game, 210.3 min. total, 1449.1 MB
water_affection v29 2986 games, 8033265 moves, e=0.010, loss: 11935479.8, -, 0.6% elo% vs. v27, avg. reward: -4.646, 5.223 sec/game, 210.3 min. total, 1449.6 MB
water_affection v29 2987 games, 8035648 moves, e=0.010, loss: 10496383.0, -, 0.6% elo% vs. v27, avg. reward: -4.590, 5.252 sec/game, 210.4 min. total, 1448.2 MB
water_affection v29 2988 games, 8038025 moves, e=0.010, loss: 10458310.8, -, 0.6% elo% vs. v27, avg. reward: -4.541, 5.277 sec/game, 210.5 min. total, 1447.1 MB
water_affection v29 2989 games, 8040170 moves, e=0.010, loss: 8772068.0, -, 0.6% elo% vs. v27, avg. reward: -4.485, 5.268 sec/game, 210.6 min. total, 1443.8 MB
water_affection v29 2990 games, 8042375 moves, e=0.010, loss: 8954016.5, -, 0.6% elo% vs. v27, avg. reward: -4.436, 5.278 sec/game, 210.7 min. total, 1443.5 MB
water_affection v29 2991 games, 8044725 moves, e=0.010, loss: 8280716.5, -, 0.6% elo% vs. v27, avg. reward: -4.385, 5.276 sec/game, 210.8 min. total, 1446.6 MB
water_affection v29 2992 games, 8046925 moves, e=0.010, loss: 9574912.0, -, 0.6% elo% vs. v27, avg. reward: -4.332, 5.293 sec/game, 210.8 min. total, 1446.2 MB
water_affection v29 2993 games, 8049187 moves, e=0.010, loss: 9720894.1, -, 0.6% elo% vs. v27, avg. reward: -4.289, 5.287 sec/game, 210.9 min. total, 1450.2 MB
water_affection v29 2994 games, 8051265 moves, e=0.010, loss: 9199827.4, -, 0.6% elo% vs. v27, avg. reward: -4.241, 5.265 sec/game, 211.0 min. total, 1447.8 MB
water_affection v29 2995 games, 8053483 moves, e=0.010, loss: 9439797.2, -, 0.6% elo% vs. v27, avg. reward: -4.195, 5.229 sec/game, 211.1 min. total, 1447.8 MB
water_affection v29 2996 games, 8055611 moves, e=0.010, loss: 8889531.9, -, 0.6% elo% vs. v27, avg. reward: -4.152, 5.212 sec/game, 211.2 min. total, 1447.6 MB
water_affection v29 2997 games, 8057679 moves, e=0.010, loss: 9925473.8, -, 0.6% elo% vs. v27, avg. reward: -4.109, 5.166 sec/game, 211.2 min. total, 1447.8 MB
water_affection v29 2998 games, 8059861 moves, e=0.010, loss: 10398893.3, -, 0.6% elo% vs. v27, avg. reward: -4.056, 5.148 sec/game, 211.3 min. total, 1447.3 MB
water_affection v29 2999 games, 8061876 moves, e=0.010, loss: 9612853.6, -, 0.6% elo% vs. v27, avg. reward: -4.018, 5.110 sec/game, 211.4 min. total, 1447.6 MB
water_affection v29 3000 games, 8063989 moves, e=0.010, loss: 9873541.2, -, 0.6% elo% vs. v27, avg. reward: -3.979, 5.074 sec/game, 211.5 min. total, 1449.1 MB
water_affection v29 3001 games, 8066115 moves, e=0.010, loss: 11919822.4, -, 0.6% elo% vs. v27, avg. reward: -3.939, 5.057 sec/game, 211.6 min. total, 1451.0 MB
water_affection v29 3002 games, 8068056 moves, e=0.010, loss: 11713199.5, -, 0.6% elo% vs. v27, avg. reward: -3.900, 4.993 sec/game, 211.6 min. total, 1450.6 MB
water_affection v29 3003 games, 8070206 moves, e=0.010, loss: 12620248.1, -, 0.6% elo% vs. v27, avg. reward: -3.853, 4.937 sec/game, 211.7 min. total, 1451.7 MB
water_affection v29 3004 games, 8072346 moves, e=0.010, loss: 12505058.8, -, 0.6% elo% vs. v27, avg. reward: -3.805, 4.904 sec/game, 211.8 min. total, 1452.8 MB
water_affection v29 3005 games, 8074568 moves, e=0.010, loss: 12228797.0, -, 0.6% elo% vs. v27, avg. reward: -3.755, 4.853 sec/game, 211.9 min. total, 1457.1 MB
water_affection v29 3006 games, 8076699 moves, e=0.010, loss: 13921245.7, -, 0.6% elo% vs. v27, avg. reward: -3.711, 4.823 sec/game, 212.0 min. total, 1454.9 MB
water_affection v29 3007 games, 8078781 moves, e=0.010, loss: 13236107.7, -, 0.6% elo% vs. v27, avg. reward: -3.660, 4.785 sec/game, 212.0 min. total, 1456.7 MB
water_affection v29 3008 games, 8080861 moves, e=0.010, loss: 12773316.4, -, 0.6% elo% vs. v27, avg. reward: -3.627, 4.748 sec/game, 212.1 min. total, 1453.9 MB
water_affection v29 3009 games, 8082816 moves, e=0.010, loss: 13799389.2, -, 0.6% elo% vs. v27, avg. reward: -3.594, 4.750 sec/game, 212.2 min. total, 1453.8 MB
water_affection v29 3010 games, 8084807 moves, e=0.010, loss: 13621769.3, -, 0.6% elo% vs. v27, avg. reward: -3.561, 4.716 sec/game, 212.3 min. total, 1453.6 MB
water_affection v29 3011 games, 8086846 moves, e=0.010, loss: 12397160.9, -, 0.6% elo% vs. v27, avg. reward: -3.532, 4.693 sec/game, 212.3 min. total, 1455.1 MB
water_affection v29 3012 games, 8088886 moves, e=0.010, loss: 12416333.4, -, 0.6% elo% vs. v27, avg. reward: -3.502, 4.674 sec/game, 212.4 min. total, 1456.0 MB
water_affection v29 3013 games, 8090860 moves, e=0.010, loss: 11121202.8, -, 0.6% elo% vs. v27, avg. reward: -3.476, 4.633 sec/game, 212.5 min. total, 1456.3 MB
water_affection v29 3014 games, 8092822 moves, e=0.010, loss: 11369064.2, -, 0.6% elo% vs. v27, avg. reward: -3.441, 4.630 sec/game, 212.6 min. total, 1457.5 MB
water_affection v29 3015 games, 8094637 moves, e=0.010, loss: 11005124.6, -, 0.6% elo% vs. v27, avg. reward: -3.413, 4.594 sec/game, 212.6 min. total, 1457.2 MB
water_affection v29 3016 games, 8096345 moves, e=0.010, loss: 10867261.2, -, 0.6% elo% vs. v27, avg. reward: -3.388, 4.547 sec/game, 212.7 min. total, 1460.1 MB
water_affection v29 3017 games, 8098255 moves, e=0.010, loss: 10999832.8, -, 0.6% elo% vs. v27, avg. reward: -3.368, 4.542 sec/game, 212.8 min. total, 1456.6 MB
water_affection v29 3018 games, 8100016 moves, e=0.010, loss: 11296686.1, -, 0.6% elo% vs. v27, avg. reward: -3.341, 4.500 sec/game, 212.8 min. total, 1455.5 MB
water_affection v29 3019 games, 8101812 moves, e=0.010, loss: 13665031.0, -, 0.6% elo% vs. v27, avg. reward: -3.315, 4.470 sec/game, 212.9 min. total, 1456.8 MB
water_affection v29 3020 games, 8103592 moves, e=0.010, loss: 16097724.8, -, 0.6% elo% vs. v27, avg. reward: -3.291, 4.444 sec/game, 213.0 min. total, 1454.2 MB
water_affection v29 3021 games, 8105689 moves, e=0.010, loss: 16336197.7, -, 0.6% elo% vs. v27, avg. reward: -3.265, 4.424 sec/game, 213.0 min. total, 1456.0 MB
water_affection v29 3022 games, 8107716 moves, e=0.010, loss: 15809722.7, -, 0.6% elo% vs. v27, avg. reward: -3.237, 4.442 sec/game, 213.1 min. total, 1458.2 MB
water_affection v29 3023 games, 8109728 moves, e=0.010, loss: 17664664.6, -, 0.6% elo% vs. v27, avg. reward: -3.209, 4.435 sec/game, 213.2 min. total, 1459.6 MB
water_affection v29 3024 games, 8111886 moves, e=0.010, loss: 15724943.9, -, 0.6% elo% vs. v27, avg. reward: -3.180, 4.437 sec/game, 213.3 min. total, 1462.6 MB
water_affection v29 3025 games, 8113837 moves, e=0.010, loss: 13785041.1, -, 0.6% elo% vs. v27, avg. reward: -3.160, 4.412 sec/game, 213.3 min. total, 1463.4 MB
water_affection v29 3026 games, 8115840 moves, e=0.010, loss: 15726793.6, -, 0.6% elo% vs. v27, avg. reward: -3.137, 4.390 sec/game, 213.4 min. total, 1466.2 MB
water_affection v29 3027 games, 8117934 moves, e=0.010, loss: 14672631.2, -, 0.6% elo% vs. v27, avg. reward: -3.111, 4.394 sec/game, 213.5 min. total, 1466.1 MB
water_affection v29 3028 games, 8120155 moves, e=0.010, loss: 13879780.2, -, 0.6% elo% vs. v27, avg. reward: -3.088, 4.407 sec/game, 213.6 min. total, 1469.8 MB
water_affection v29 3029 games, 8122264 moves, e=0.010, loss: 13380358.8, -, 0.6% elo% vs. v27, avg. reward: -3.069, 4.417 sec/game, 213.7 min. total, 1467.9 MB
water_affection v29 3030 games, 8124243 moves, e=0.010, loss: 14018891.9, -, 0.6% elo% vs. v27, avg. reward: -3.048, 4.415 sec/game, 213.7 min. total, 1468.6 MB
water_affection v29 3031 games, 8126072 moves, e=0.010, loss: 14460750.0, -, 0.6% elo% vs. v27, avg. reward: -3.037, 4.389 sec/game, 213.8 min. total, 1472.1 MB
water_affection v29 3032 games, 8128058 moves, e=0.010, loss: 13341127.9, -, 0.6% elo% vs. v27, avg. reward: -3.023, 4.395 sec/game, 213.9 min. total, 1470.1 MB
water_affection v29 3033 games, 8130027 moves, e=0.010, loss: 14745073.1, -, 0.6% elo% vs. v27, avg. reward: -3.008, 4.396 sec/game, 213.9 min. total, 1469.8 MB
water_affection v29 3034 games, 8131917 moves, e=0.010, loss: 14635543.6, -, 0.6% elo% vs. v27, avg. reward: -2.995, 4.385 sec/game, 214.0 min. total, 1467.9 MB
water_affection v29 3035 games, 8134028 moves, e=0.010, loss: 16601928.4, -, 0.6% elo% vs. v27, avg. reward: -2.981, 4.421 sec/game, 214.1 min. total, 1467.5 MB
water_affection v29 3036 games, 8136158 moves, e=0.010, loss: 14954072.7, -, 0.6% elo% vs. v27, avg. reward: -2.978, 4.458 sec/game, 214.2 min. total, 1470.7 MB
water_affection v29 3037 games, 8138150 moves, e=0.010, loss: 15501874.5, -, 0.6% elo% vs. v27, avg. reward: -2.973, 4.470 sec/game, 214.2 min. total, 1470.0 MB
water_affection v29 3038 games, 8140407 moves, e=0.010, loss: 16510489.2, -, 0.6% elo% vs. v27, avg. reward: -2.972, 4.513 sec/game, 214.3 min. total, 1471.2 MB
water_affection v29 3039 games, 8142592 moves, e=0.010, loss: 13554009.7, -, 0.6% elo% vs. v27, avg. reward: -2.969, 4.560 sec/game, 214.4 min. total, 1473.0 MB
water_affection v29 3040 games, 8144791 moves, e=0.010, loss: 14130968.1, -, 0.6% elo% vs. v27, avg. reward: -2.969, 4.598 sec/game, 214.5 min. total, 1473.7 MB
water_affection v29 3041 games, 8146919 moves, e=0.010, loss: 15880303.1, -, 0.6% elo% vs. v27, avg. reward: -2.971, 4.598 sec/game, 214.6 min. total, 1475.5 MB
water_affection v29 3042 games, 8149065 moves, e=0.010, loss: 15535591.2, -, 0.6% elo% vs. v27, avg. reward: -2.971, 4.603 sec/game, 214.6 min. total, 1475.9 MB
water_affection v29 3043 games, 8151230 moves, e=0.010, loss: 16870690.3, -, 0.6% elo% vs. v27, avg. reward: -2.969, 4.612 sec/game, 214.7 min. total, 1476.4 MB
water_affection v29 3044 games, 8153484 moves, e=0.010, loss: 18219764.1, -, 0.6% elo% vs. v27, avg. reward: -2.964, 4.628 sec/game, 214.8 min. total, 1475.9 MB
water_affection v29 3045 games, 8155614 moves, e=0.010, loss: 20544358.6, -, 0.6% elo% vs. v27, avg. reward: -2.965, 4.641 sec/game, 214.9 min. total, 1475.8 MB
water_affection v29 3046 games, 8157634 moves, e=0.010, loss: 20884861.7, -, 0.6% elo% vs. v27, avg. reward: -2.963, 4.646 sec/game, 215.0 min. total, 1478.0 MB
water_affection v29 3047 games, 8159820 moves, e=0.010, loss: 19752825.0, -, 0.6% elo% vs. v27, avg. reward: -2.960, 4.653 sec/game, 215.0 min. total, 1479.8 MB
