many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v17 1341 games, 3223223 moves, e=0.010, loss: 1.6, +, 40.3% elo% vs. terrible_bot, avg. reward: -0.342, 7.821 sec/game, 105.1 min. total, 1101.6 MB
many_mutilated v17 1342 games, 3227101 moves, e=0.010, loss: 1.8, +, 42.9% elo% vs. terrible_bot, avg. reward: -0.343, 7.826 sec/game, 105.2 min. total, 1102.8 MB
many_mutilated v17 1343 games, 3231292 moves, e=0.010, loss: 1.5, -, 41.0% elo% vs. terrible_bot, avg. reward: -0.343, 7.789 sec/game, 105.3 min. total, 1102.5 MB
many_mutilated v17 1344 games, 3235067 moves, e=0.010, loss: 1.2, -, 39.2% elo% vs. terrible_bot, avg. reward: -0.344, 7.741 sec/game, 105.5 min. total, 1103.1 MB
many_mutilated v17 1345 games, 3239064 moves, e=0.010, loss: 1.0, -, 37.5% elo% vs. terrible_bot, avg. reward: -0.342, 7.747 sec/game, 105.6 min. total, 1104.2 MB
many_mutilated v17 1346 games, 3242982 moves, e=0.010, loss: 0.9, -, 35.9% elo% vs. terrible_bot, avg. reward: -0.341, 7.744 sec/game, 105.7 min. total, 1105.2 MB
many_mutilated v17 1347 games, 3247211 moves, e=0.010, loss: 0.9, -, 34.4% elo% vs. terrible_bot, avg. reward: -0.342, 7.770 sec/game, 105.8 min. total, 1105.7 MB
many_mutilated v17 1348 games, 3251487 moves, e=0.010, loss: 1.1, ., 35.0% elo% vs. terrible_bot, avg. reward: -0.340, 7.783 sec/game, 106.0 min. total, 1105.8 MB
many_mutilated v17 1349 games, 3255242 moves, e=0.010, loss: 1.6, +, 37.8% elo% vs. terrible_bot, avg. reward: -0.340, 7.739 sec/game, 106.1 min. total, 1105.7 MB
many_mutilated v17 1350 games, 3259069 moves, e=0.010, loss: 1.8, +, 40.5% elo% vs. terrible_bot, avg. reward: -0.340, 7.721 sec/game, 106.2 min. total, 1105.8 MB
many_mutilated v17 1351 games, 3262872 moves, e=0.010, loss: 1.8, -, 38.7% elo% vs. terrible_bot, avg. reward: -0.341, 7.680 sec/game, 106.3 min. total, 1108.2 MB
many_mutilated v17 1352 games, 3267096 moves, e=0.010, loss: 1.5, -, 37.1% elo% vs. terrible_bot, avg. reward: -0.340, 7.709 sec/game, 106.5 min. total, 1106.9 MB
many_mutilated v17 1353 games, 3271431 moves, e=0.010, loss: 1.5, -, 35.5% elo% vs. terrible_bot, avg. reward: -0.338, 7.729 sec/game, 106.6 min. total, 1107.5 MB
many_mutilated v17 1354 games, 3275672 moves, e=0.010, loss: 1.4, -, 34.0% elo% vs. terrible_bot, avg. reward: -0.337, 7.731 sec/game, 106.7 min. total, 1109.6 MB
many_mutilated v17 1355 games, 3279945 moves, e=0.010, loss: 1.5, +, 36.8% elo% vs. terrible_bot, avg. reward: -0.335, 7.737 sec/game, 106.9 min. total, 1110.8 MB
many_mutilated v17 1356 games, 3284281 moves, e=0.010, loss: 1.5, ., 37.3% elo% vs. terrible_bot, avg. reward: -0.334, 7.715 sec/game, 107.0 min. total, 1110.8 MB
many_mutilated v17 1357 games, 3288617 moves, e=0.010, loss: 1.0, -, 35.8% elo% vs. terrible_bot, avg. reward: -0.335, 7.721 sec/game, 107.1 min. total, 1111.8 MB
many_mutilated v17 1358 games, 3292831 moves, e=0.010, loss: 1.2, +, 38.5% elo% vs. terrible_bot, avg. reward: -0.337, 7.736 sec/game, 107.3 min. total, 1112.9 MB
many_mutilated v17 1359 games, 3296923 moves, e=0.010, loss: 1.4, +, 41.2% elo% vs. terrible_bot, avg. reward: -0.338, 7.709 sec/game, 107.4 min. total, 1112.4 MB
many_mutilated v17 1360 games, 3300901 moves, e=0.010, loss: 1.4, -, 39.4% elo% vs. terrible_bot, avg. reward: -0.338, 7.698 sec/game, 107.5 min. total, 1113.4 MB
many_mutilated v17 1361 games, 3305020 moves, e=0.010, loss: 1.3, -, 37.7% elo% vs. terrible_bot, avg. reward: -0.339, 7.702 sec/game, 107.7 min. total, 1113.2 MB
many_mutilated v17 1362 games, 3309308 moves, e=0.010, loss: 1.6, -, 36.1% elo% vs. terrible_bot, avg. reward: -0.340, 7.733 sec/game, 107.8 min. total, 1114.2 MB
many_mutilated v17 1363 games, 3313732 moves, e=0.010, loss: 1.3, -, 34.6% elo% vs. terrible_bot, avg. reward: -0.340, 7.761 sec/game, 107.9 min. total, 1114.9 MB
many_mutilated v17 1364 games, 3317976 moves, e=0.010, loss: 1.2, -, 33.1% elo% vs. terrible_bot, avg. reward: -0.340, 7.815 sec/game, 108.1 min. total, 1116.9 MB
many_mutilated v17 1365 games, 3322121 moves, e=0.010, loss: 1.0, +, 35.9% elo% vs. terrible_bot, avg. reward: -0.341, 7.826 sec/game, 108.2 min. total, 1117.0 MB
many_mutilated v17 1366 games, 3326512 moves, e=0.010, loss: 0.9, ., 36.5% elo% vs. terrible_bot, avg. reward: -0.339, 7.864 sec/game, 108.3 min. total, 1116.8 MB
many_mutilated v17 1367 games, 3330625 moves, e=0.010, loss: 0.9, +, 39.3% elo% vs. terrible_bot, avg. reward: -0.337, 7.856 sec/game, 108.5 min. total, 1118.3 MB
many_mutilated v17 1368 games, 3335209 moves, e=0.010, loss: 1.0, -, 37.5% elo% vs. terrible_bot, avg. reward: -0.335, 7.878 sec/game, 108.6 min. total, 1117.9 MB
many_mutilated v17 1369 games, 3339266 moves, e=0.010, loss: 1.7, -, 35.9% elo% vs. terrible_bot, avg. reward: -0.336, 7.897 sec/game, 108.7 min. total, 1118.4 MB
many_mutilated v17 1370 games, 3342838 moves, e=0.010, loss: 1.9, -, 34.4% elo% vs. terrible_bot, avg. reward: -0.338, 7.859 sec/game, 108.8 min. total, 1120.2 MB
many_mutilated v17 1371 games, 3346766 moves, e=0.010, loss: 1.9, -, 33.0% elo% vs. terrible_bot, avg. reward: -0.339, 7.857 sec/game, 109.0 min. total, 1118.9 MB
many_mutilated v17 1372 games, 3350757 moves, e=0.010, loss: 1.8, ., 33.7% elo% vs. terrible_bot, avg. reward: -0.339, 7.827 sec/game, 109.1 min. total, 1121.3 MB
many_mutilated v17 1373 games, 3354758 moves, e=0.010, loss: 1.6, -, 32.3% elo% vs. terrible_bot, avg. reward: -0.341, 7.802 sec/game, 109.2 min. total, 1121.4 MB
many_mutilated v17 1374 games, 3358729 moves, e=0.010, loss: 1.8, -, 31.0% elo% vs. terrible_bot, avg. reward: -0.341, 7.782 sec/game, 109.3 min. total, 1121.3 MB
many_mutilated v17 1375 games, 3362870 moves, e=0.010, loss: 1.7, -, 29.8% elo% vs. terrible_bot, avg. reward: -0.342, 7.767 sec/game, 109.5 min. total, 1122.0 MB
many_mutilated v16 1200 games, 2640418 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 307.9 MB
many_mutilated v17 1201 games, 2644348 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.290, 1.839 sec/game, 0.0 min. total, 330.0 MB
many_mutilated v17 1202 games, 2648544 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.311, 1.827 sec/game, 0.1 min. total, 346.8 MB
many_mutilated v17 1203 games, 2652613 moves, e=0.010, loss: 1.7, +, 56.6% elo% vs. random_bot, avg. reward: -0.268, 3.176 sec/game, 0.2 min. total, 376.4 MB
many_mutilated v17 1204 games, 2657108 moves, e=0.010, loss: 1.2, +, 58.5% elo% vs. random_bot, avg. reward: -0.240, 4.692 sec/game, 0.3 min. total, 381.3 MB
many_mutilated v17 1205 games, 2661089 moves, e=0.010, loss: 0.9, +, 60.4% elo% vs. random_bot, avg. reward: -0.265, 5.303 sec/game, 0.4 min. total, 384.9 MB
many_mutilated v17 1206 games, 2665557 moves, e=0.010, loss: 1.0, +, 62.1% elo% vs. random_bot, avg. reward: -0.256, 6.133 sec/game, 0.6 min. total, 390.7 MB
many_mutilated v17 1207 games, 2670136 moves, e=0.010, loss: 1.1, +, 63.7% elo% vs. random_bot, avg. reward: -0.255, 6.650 sec/game, 0.8 min. total, 391.1 MB
many_mutilated v17 1208 games, 2674255 moves, e=0.010, loss: 1.2, +, 65.2% elo% vs. random_bot, avg. reward: -0.268, 6.971 sec/game, 0.9 min. total, 393.5 MB
many_mutilated v17 1209 games, 2678546 moves, e=0.010, loss: 1.6, +, 66.7% elo% vs. random_bot, avg. reward: -0.272, 7.223 sec/game, 1.1 min. total, 393.8 MB
many_mutilated v17 1210 games, 2682990 moves, e=0.010, loss: 1.7, +, 68.0% elo% vs. random_bot, avg. reward: -0.272, 7.415 sec/game, 1.2 min. total, 392.8 MB
many_mutilated v17 1211 games, 2687420 moves, e=0.010, loss: 1.4, +, 69.3% elo% vs. random_bot, avg. reward: -0.273, 7.568 sec/game, 1.4 min. total, 393.1 MB
many_mutilated v17 1212 games, 2691390 moves, e=0.010, loss: 1.3, +, 70.5% elo% vs. random_bot, avg. reward: -0.287, 7.616 sec/game, 1.5 min. total, 393.3 MB
many_mutilated v18 1213 games, 2695297 moves, e=0.010, loss: 1.7, +, 54.5% elo% vs. guard_bot, avg. reward: -0.299, 7.600 sec/game, 1.6 min. total, 451.5 MB
many_mutilated v18 1214 games, 2699045 moves, e=0.010, loss: 1.7, +, 56.6% elo% vs. guard_bot, avg. reward: -0.318, 7.557 sec/game, 1.8 min. total, 458.4 MB
many_mutilated v18 1215 games, 2703128 moves, e=0.010, loss: 1.7, +, 58.5% elo% vs. guard_bot, avg. reward: -0.325, 7.558 sec/game, 1.9 min. total, 462.9 MB
many_mutilated v18 1216 games, 2707845 moves, e=0.010, loss: 1.5, +, 60.4% elo% vs. guard_bot, avg. reward: -0.322, 7.624 sec/game, 2.0 min. total, 463.4 MB
many_mutilated v18 1217 games, 2712399 moves, e=0.010, loss: 1.2, +, 62.1% elo% vs. guard_bot, avg. reward: -0.319, 7.661 sec/game, 2.2 min. total, 464.6 MB
many_mutilated v18 1218 games, 2716803 moves, e=0.010, loss: 1.2, +, 63.7% elo% vs. guard_bot, avg. reward: -0.315, 7.690 sec/game, 2.3 min. total, 468.9 MB
many_mutilated v18 1219 games, 2721219 moves, e=0.010, loss: 1.2, +, 65.2% elo% vs. guard_bot, avg. reward: -0.308, 7.709 sec/game, 2.4 min. total, 467.6 MB
many_mutilated v18 1220 games, 2725826 moves, e=0.010, loss: 0.9, +, 66.7% elo% vs. guard_bot, avg. reward: -0.304, 7.754 sec/game, 2.6 min. total, 467.8 MB
many_mutilated v18 1221 games, 2730012 moves, e=0.010, loss: 1.0, +, 68.0% elo% vs. guard_bot, avg. reward: -0.302, 8.051 sec/game, 2.7 min. total, 469.3 MB
many_mutilated v18 1222 games, 2734073 moves, e=0.010, loss: 1.0, +, 69.3% elo% vs. guard_bot, avg. reward: -0.303, 8.329 sec/game, 2.8 min. total, 469.0 MB
many_mutilated v18 1223 games, 2738133 moves, e=0.010, loss: 1.3, +, 70.5% elo% vs. guard_bot, avg. reward: -0.305, 8.412 sec/game, 3.0 min. total, 469.1 MB
many_mutilated v19 1224 games, 2741880 moves, e=0.010, loss: 1.6, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.314, 8.301 sec/game, 3.1 min. total, 471.6 MB
many_mutilated v19 1225 games, 2746287 moves, e=0.010, loss: 1.7, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.309, 8.337 sec/game, 3.2 min. total, 472.1 MB
many_mutilated v19 1226 games, 2750863 moves, e=0.010, loss: 1.4, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.308, 8.247 sec/game, 3.4 min. total, 473.4 MB
many_mutilated v19 1227 games, 2755068 moves, e=0.010, loss: 1.4, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.312, 8.187 sec/game, 3.5 min. total, 475.7 MB
many_mutilated v19 1228 games, 2759362 moves, e=0.010, loss: 1.4, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.310, 8.197 sec/game, 3.7 min. total, 475.6 MB
many_mutilated v19 1229 games, 2763218 moves, e=0.010, loss: 1.3, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.315, 8.136 sec/game, 3.8 min. total, 475.4 MB
many_mutilated v19 1230 games, 2766995 moves, e=0.010, loss: 1.4, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.317, 8.098 sec/game, 3.9 min. total, 477.0 MB
many_mutilated v19 1231 games, 2771138 moves, e=0.010, loss: 1.3, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.317, 8.098 sec/game, 4.1 min. total, 477.2 MB
many_mutilated v19 1232 games, 2775241 moves, e=0.010, loss: 1.3, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.315, 8.125 sec/game, 4.2 min. total, 477.9 MB
many_mutilated v19 1233 games, 2779268 moves, e=0.010, loss: 1.3, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.319, 8.201 sec/game, 4.4 min. total, 477.5 MB
many_mutilated v19 1234 games, 2783936 moves, e=0.010, loss: 1.3, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.318, 8.334 sec/game, 4.5 min. total, 479.4 MB
many_mutilated v20 1235 games, 2788398 moves, e=0.010, loss: 0.9, +, 54.5% elo% vs. simple_bot, avg. reward: -0.315, 8.432 sec/game, 4.7 min. total, 483.8 MB
many_mutilated v20 1236 games, 2792417 moves, e=0.010, loss: 1.2, +, 56.6% elo% vs. simple_bot, avg. reward: -0.316, 8.431 sec/game, 4.8 min. total, 484.0 MB
many_mutilated v20 1237 games, 2796813 moves, e=0.010, loss: 1.1, +, 58.5% elo% vs. simple_bot, avg. reward: -0.315, 8.475 sec/game, 5.0 min. total, 483.0 MB
many_mutilated v20 1238 games, 2800788 moves, e=0.010, loss: 1.4, +, 60.4% elo% vs. simple_bot, avg. reward: -0.316, 8.491 sec/game, 5.1 min. total, 483.5 MB
many_mutilated v20 1239 games, 2805287 moves, e=0.010, loss: 1.6, +, 62.1% elo% vs. simple_bot, avg. reward: -0.314, 8.558 sec/game, 5.3 min. total, 484.5 MB
many_mutilated v20 1240 games, 2809841 moves, e=0.010, loss: 1.0, +, 63.7% elo% vs. simple_bot, avg. reward: -0.312, 8.589 sec/game, 5.4 min. total, 485.6 MB
many_mutilated v20 1241 games, 2813917 moves, e=0.010, loss: 1.2, +, 65.2% elo% vs. simple_bot, avg. reward: -0.312, 8.624 sec/game, 5.6 min. total, 484.9 MB
many_mutilated v20 1242 games, 2817572 moves, e=0.010, loss: 1.4, +, 66.7% elo% vs. simple_bot, avg. reward: -0.314, 8.653 sec/game, 5.7 min. total, 484.5 MB
many_mutilated v20 1243 games, 2821922 moves, e=0.010, loss: 1.3, +, 68.0% elo% vs. simple_bot, avg. reward: -0.313, 8.726 sec/game, 5.9 min. total, 485.6 MB
many_mutilated v20 1244 games, 2825646 moves, e=0.010, loss: 1.5, -, 65.2% elo% vs. simple_bot, avg. reward: -0.317, 8.780 sec/game, 6.0 min. total, 486.7 MB
many_mutilated v20 1245 games, 2829733 moves, e=0.010, loss: 1.7, +, 66.7% elo% vs. simple_bot, avg. reward: -0.318, 8.785 sec/game, 6.1 min. total, 488.0 MB
many_mutilated v20 1246 games, 2833377 moves, e=0.010, loss: 1.8, -, 63.9% elo% vs. simple_bot, avg. reward: -0.322, 8.733 sec/game, 6.3 min. total, 489.6 MB
many_mutilated v20 1247 games, 2837820 moves, e=0.010, loss: 1.5, +, 65.4% elo% vs. simple_bot, avg. reward: -0.321, 8.779 sec/game, 6.4 min. total, 489.9 MB
many_mutilated v20 1248 games, 2841894 moves, e=0.010, loss: 1.4, +, 66.8% elo% vs. simple_bot, avg. reward: -0.322, 8.739 sec/game, 6.6 min. total, 490.7 MB
many_mutilated v20 1249 games, 2845612 moves, e=0.010, loss: 1.9, +, 68.2% elo% vs. simple_bot, avg. reward: -0.327, 8.721 sec/game, 6.7 min. total, 490.3 MB
many_mutilated v20 1250 games, 2849682 moves, e=0.010, loss: 1.7, +, 69.4% elo% vs. simple_bot, avg. reward: -0.326, 8.733 sec/game, 6.8 min. total, 490.5 MB
many_mutilated v20 1251 games, 2853954 moves, e=0.010, loss: 1.4, -, 66.7% elo% vs. simple_bot, avg. reward: -0.326, 8.717 sec/game, 7.0 min. total, 490.9 MB
many_mutilated v20 1252 games, 2857944 moves, e=0.010, loss: 1.2, -, 63.9% elo% vs. simple_bot, avg. reward: -0.328, 8.686 sec/game, 7.1 min. total, 491.7 MB
many_mutilated v20 1253 games, 2862021 moves, e=0.010, loss: 1.2, +, 65.4% elo% vs. simple_bot, avg. reward: -0.329, 8.672 sec/game, 7.3 min. total, 494.2 MB
many_mutilated v20 1254 games, 2865903 moves, e=0.010, loss: 1.4, -, 62.6% elo% vs. simple_bot, avg. reward: -0.330, 8.587 sec/game, 7.4 min. total, 494.6 MB
many_mutilated v20 1255 games, 2870341 moves, e=0.010, loss: 0.9, +, 64.2% elo% vs. simple_bot, avg. reward: -0.328, 8.569 sec/game, 7.6 min. total, 494.3 MB
many_mutilated v20 1256 games, 2874618 moves, e=0.010, loss: 0.8, +, 65.7% elo% vs. simple_bot, avg. reward: -0.328, 8.579 sec/game, 7.7 min. total, 494.6 MB
many_mutilated v20 1257 games, 2878912 moves, e=0.010, loss: 1.2, +, 67.1% elo% vs. simple_bot, avg. reward: -0.327, 8.574 sec/game, 7.9 min. total, 495.5 MB
many_mutilated v20 1258 games, 2883021 moves, e=0.010, loss: 1.5, +, 68.5% elo% vs. simple_bot, avg. reward: -0.329, 8.564 sec/game, 8.0 min. total, 494.6 MB
many_mutilated v20 1259 games, 2887438 moves, e=0.010, loss: 1.5, +, 69.7% elo% vs. simple_bot, avg. reward: -0.328, 8.549 sec/game, 8.1 min. total, 496.4 MB
many_mutilated v20 1260 games, 2891521 moves, e=0.010, loss: 1.4, +, 70.9% elo% vs. simple_bot, avg. reward: -0.327, 8.524 sec/game, 8.3 min. total, 496.3 MB
many_mutilated v21 1261 games, 2895141 moves, e=0.010, loss: 1.4, -, 49.9% elo% vs. terrible_bot, avg. reward: -0.329, 8.494 sec/game, 8.4 min. total, 498.4 MB
many_mutilated v21 1262 games, 2899320 moves, e=0.010, loss: 1.2, -, 47.6% elo% vs. terrible_bot, avg. reward: -0.329, 8.525 sec/game, 8.6 min. total, 503.1 MB
many_mutilated v21 1263 games, 2903521 moves, e=0.010, loss: 0.9, ., 47.7% elo% vs. terrible_bot, avg. reward: -0.327, 8.503 sec/game, 8.7 min. total, 502.4 MB
many_mutilated v21 1264 games, 2907932 moves, e=0.010, loss: 0.8, +, 50.1% elo% vs. terrible_bot, avg. reward: -0.325, 8.560 sec/game, 8.9 min. total, 502.9 MB
many_mutilated v21 1265 games, 2912427 moves, e=0.010, loss: 0.8, -, 47.8% elo% vs. terrible_bot, avg. reward: -0.324, 8.605 sec/game, 9.0 min. total, 502.6 MB
many_mutilated v21 1266 games, 2917005 moves, e=0.010, loss: 0.6, +, 50.2% elo% vs. terrible_bot, avg. reward: -0.322, 8.697 sec/game, 9.2 min. total, 502.2 MB
many_mutilated v21 1267 games, 2921151 moves, e=0.010, loss: 0.9, -, 47.9% elo% vs. terrible_bot, avg. reward: -0.321, 8.638 sec/game, 9.3 min. total, 502.5 MB
many_mutilated v21 1268 games, 2925477 moves, e=0.010, loss: 0.9, -, 45.7% elo% vs. terrible_bot, avg. reward: -0.322, 8.655 sec/game, 9.5 min. total, 504.4 MB
many_mutilated v21 1269 games, 2929435 moves, e=0.010, loss: 1.3, +, 48.2% elo% vs. terrible_bot, avg. reward: -0.323, 8.676 sec/game, 9.6 min. total, 505.3 MB
many_mutilated v21 1270 games, 2933330 moves, e=0.010, loss: 1.7, -, 46.0% elo% vs. terrible_bot, avg. reward: -0.325, 8.638 sec/game, 9.7 min. total, 505.6 MB
many_mutilated v21 1271 games, 2937250 moves, e=0.010, loss: 1.5, +, 48.5% elo% vs. terrible_bot, avg. reward: -0.324, 8.610 sec/game, 9.9 min. total, 505.8 MB
many_mutilated v21 1272 games, 2940947 moves, e=0.010, loss: 1.8, +, 50.8% elo% vs. terrible_bot, avg. reward: -0.329, 8.593 sec/game, 10.0 min. total, 507.2 MB
many_mutilated v21 1273 games, 2944801 moves, e=0.010, loss: 1.9, +, 53.1% elo% vs. terrible_bot, avg. reward: -0.332, 8.558 sec/game, 10.1 min. total, 508.0 MB
many_mutilated v21 1274 games, 2948950 moves, e=0.010, loss: 2.0, -, 50.7% elo% vs. terrible_bot, avg. reward: -0.334, 8.581 sec/game, 10.3 min. total, 507.1 MB
many_mutilated v21 1275 games, 2952979 moves, e=0.010, loss: 1.6, +, 52.9% elo% vs. terrible_bot, avg. reward: -0.334, 8.549 sec/game, 10.4 min. total, 506.7 MB
many_mutilated v21 1276 games, 2956449 moves, e=0.010, loss: 1.3, +, 55.1% elo% vs. terrible_bot, avg. reward: -0.334, 8.459 sec/game, 10.5 min. total, 506.4 MB
many_mutilated v21 1277 games, 2960169 moves, e=0.010, loss: 1.0, -, 52.6% elo% vs. terrible_bot, avg. reward: -0.333, 8.394 sec/game, 10.7 min. total, 509.9 MB
many_mutilated v21 1278 games, 2964303 moves, e=0.010, loss: 1.0, +, 54.7% elo% vs. terrible_bot, avg. reward: -0.334, 8.408 sec/game, 10.8 min. total, 511.6 MB
many_mutilated v21 1279 games, 2968073 moves, e=0.010, loss: 0.9, -, 52.2% elo% vs. terrible_bot, avg. reward: -0.335, 8.338 sec/game, 10.9 min. total, 510.2 MB
many_mutilated v21 1280 games, 2971439 moves, e=0.010, loss: 1.5, -, 49.8% elo% vs. terrible_bot, avg. reward: -0.340, 8.257 sec/game, 11.0 min. total, 510.8 MB
many_mutilated v21 1281 games, 2974723 moves, e=0.010, loss: 2.0, -, 47.5% elo% vs. terrible_bot, avg. reward: -0.346, 8.215 sec/game, 11.2 min. total, 511.9 MB
many_mutilated v21 1282 games, 2978071 moves, e=0.010, loss: 2.6, +, 49.9% elo% vs. terrible_bot, avg. reward: -0.348, 8.127 sec/game, 11.3 min. total, 512.2 MB
many_mutilated v21 1283 games, 2981300 moves, e=0.010, loss: 2.7, -, 47.6% elo% vs. terrible_bot, avg. reward: -0.352, 8.038 sec/game, 11.4 min. total, 512.8 MB
many_mutilated v21 1284 games, 2984978 moves, e=0.010, loss: 2.3, -, 45.5% elo% vs. terrible_bot, avg. reward: -0.354, 7.960 sec/game, 11.5 min. total, 515.0 MB
many_mutilated v21 1285 games, 2988590 moves, e=0.010, loss: 1.9, ., 45.7% elo% vs. terrible_bot, avg. reward: -0.356, 7.856 sec/game, 11.6 min. total, 516.4 MB
many_mutilated v21 1286 games, 2992271 moves, e=0.010, loss: 1.5, +, 48.2% elo% vs. terrible_bot, avg. reward: -0.357, 7.775 sec/game, 11.8 min. total, 515.7 MB
many_mutilated v21 1287 games, 2995370 moves, e=0.010, loss: 1.5, -, 45.9% elo% vs. terrible_bot, avg. reward: -0.356, 7.678 sec/game, 11.9 min. total, 513.8 MB
many_mutilated v21 1288 games, 2999199 moves, e=0.010, loss: 1.4, +, 48.4% elo% vs. terrible_bot, avg. reward: -0.356, 7.630 sec/game, 12.0 min. total, 513.6 MB
many_mutilated v21 1289 games, 3002952 moves, e=0.010, loss: 1.2, -, 46.2% elo% vs. terrible_bot, avg. reward: -0.358, 7.602 sec/game, 12.1 min. total, 514.7 MB
many_mutilated v21 1290 games, 3006781 moves, e=0.010, loss: 1.0, ., 46.4% elo% vs. terrible_bot, avg. reward: -0.358, 7.598 sec/game, 12.3 min. total, 515.7 MB
many_mutilated v21 1291 games, 3010466 moves, e=0.010, loss: 1.4, -, 44.3% elo% vs. terrible_bot, avg. reward: -0.359, 7.590 sec/game, 12.4 min. total, 517.5 MB
many_mutilated v21 1292 games, 3014260 moves, e=0.010, loss: 1.3, +, 46.8% elo% vs. terrible_bot, avg. reward: -0.360, 7.582 sec/game, 12.5 min. total, 517.8 MB
many_mutilated v21 1293 games, 3017647 moves, e=0.010, loss: 1.3, +, 49.3% elo% vs. terrible_bot, avg. reward: -0.361, 7.546 sec/game, 12.6 min. total, 519.0 MB
many_mutilated v21 1294 games, 3021449 moves, e=0.010, loss: 1.3, -, 47.0% elo% vs. terrible_bot, avg. reward: -0.361, 7.520 sec/game, 12.8 min. total, 520.4 MB
many_mutilated v21 1295 games, 3025183 moves, e=0.010, loss: 1.6, +, 49.4% elo% vs. terrible_bot, avg. reward: -0.362, 7.479 sec/game, 12.9 min. total, 520.8 MB
many_mutilated v21 1296 games, 3028575 moves, e=0.010, loss: 1.8, ., 49.5% elo% vs. terrible_bot, avg. reward: -0.365, 7.473 sec/game, 13.0 min. total, 521.3 MB
many_mutilated v21 1297 games, 3032212 moves, e=0.010, loss: 2.1, -, 47.2% elo% vs. terrible_bot, avg. reward: -0.365, 7.460 sec/game, 13.1 min. total, 522.9 MB
many_mutilated v21 1298 games, 3035892 moves, e=0.010, loss: 2.0, +, 49.6% elo% vs. terrible_bot, avg. reward: -0.365, 7.413 sec/game, 13.3 min. total, 523.0 MB
many_mutilated v21 1299 games, 3039606 moves, e=0.010, loss: 1.9, +, 51.9% elo% vs. terrible_bot, avg. reward: -0.368, 7.403 sec/game, 13.4 min. total, 522.5 MB
many_mutilated v21 1300 games, 3043170 moves, e=0.010, loss: 2.5, -, 49.5% elo% vs. terrible_bot, avg. reward: -0.370, 7.412 sec/game, 13.5 min. total, 523.1 MB
many_mutilated v21 1301 games, 3046954 moves, e=0.010, loss: 1.8, -, 47.3% elo% vs. terrible_bot, avg. reward: -0.371, 7.449 sec/game, 13.6 min. total, 523.5 MB
many_mutilated v21 1302 games, 3050586 moves, e=0.010, loss: 2.1, +, 49.7% elo% vs. terrible_bot, avg. reward: -0.374, 7.477 sec/game, 13.8 min. total, 524.1 MB
many_mutilated v21 1303 games, 3054249 moves, e=0.010, loss: 1.6, ., 49.7% elo% vs. terrible_bot, avg. reward: -0.376, 7.519 sec/game, 13.9 min. total, 523.5 MB
many_mutilated v21 1304 games, 3058348 moves, e=0.010, loss: 1.5, +, 52.0% elo% vs. terrible_bot, avg. reward: -0.378, 7.549 sec/game, 14.0 min. total, 525.1 MB
many_mutilated v21 1305 games, 3062302 moves, e=0.010, loss: 1.2, +, 54.2% elo% vs. terrible_bot, avg. reward: -0.378, 7.589 sec/game, 14.2 min. total, 525.3 MB
many_mutilated v21 1306 games, 3065828 moves, e=0.010, loss: 1.2, ., 54.0% elo% vs. terrible_bot, avg. reward: -0.380, 7.559 sec/game, 14.3 min. total, 525.4 MB
many_mutilated v21 1307 games, 3069506 moves, e=0.010, loss: 1.6, -, 51.5% elo% vs. terrible_bot, avg. reward: -0.382, 7.630 sec/game, 14.4 min. total, 526.1 MB
many_mutilated v21 1308 games, 3073535 moves, e=0.010, loss: 1.0, +, 53.8% elo% vs. terrible_bot, avg. reward: -0.383, 7.636 sec/game, 14.5 min. total, 528.0 MB
many_mutilated v21 1309 games, 3077678 moves, e=0.010, loss: 1.2, -, 51.3% elo% vs. terrible_bot, avg. reward: -0.383, 7.690 sec/game, 14.7 min. total, 526.0 MB
many_mutilated v21 1310 games, 3081481 moves, e=0.010, loss: 1.5, +, 53.5% elo% vs. terrible_bot, avg. reward: -0.386, 7.697 sec/game, 14.8 min. total, 527.7 MB
many_mutilated v21 1311 games, 3085538 moves, e=0.010, loss: 1.6, +, 55.7% elo% vs. terrible_bot, avg. reward: -0.388, 7.682 sec/game, 15.0 min. total, 528.9 MB
many_mutilated v21 1312 games, 3089452 moves, e=0.010, loss: 1.9, +, 57.7% elo% vs. terrible_bot, avg. reward: -0.389, 7.722 sec/game, 15.1 min. total, 528.8 MB
