many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v9 509 games, 464858 moves, e=0.540, loss: 6.4, +, 45.5% elo% vs. simple_bot, avg. reward: -5.155, 2.689 sec/game, 15.5 min. total, 605.4 MB
many_mutilated v9 510 games, 466137 moves, e=0.539, loss: 5.7, +, 48.0% elo% vs. simple_bot, avg. reward: -5.153, 2.688 sec/game, 15.5 min. total, 605.8 MB
many_mutilated v9 511 games, 467416 moves, e=0.537, loss: 5.2, -, 45.8% elo% vs. simple_bot, avg. reward: -5.145, 2.686 sec/game, 15.6 min. total, 605.6 MB
many_mutilated v9 512 games, 468812 moves, e=0.536, loss: 5.4, ., 46.0% elo% vs. simple_bot, avg. reward: -5.125, 2.689 sec/game, 15.6 min. total, 605.9 MB
many_mutilated v9 513 games, 470014 moves, e=0.535, loss: 4.8, -, 43.9% elo% vs. simple_bot, avg. reward: -5.125, 2.691 sec/game, 15.7 min. total, 606.1 MB
many_mutilated v9 514 games, 471271 moves, e=0.533, loss: 4.8, -, 41.9% elo% vs. simple_bot, avg. reward: -5.121, 2.702 sec/game, 15.7 min. total, 607.5 MB
many_mutilated v9 515 games, 472643 moves, e=0.532, loss: 5.0, ., 42.3% elo% vs. simple_bot, avg. reward: -5.102, 2.723 sec/game, 15.8 min. total, 606.2 MB
many_mutilated v9 516 games, 474037 moves, e=0.531, loss: 4.7, +, 44.9% elo% vs. simple_bot, avg. reward: -5.079, 2.711 sec/game, 15.8 min. total, 606.0 MB
many_mutilated v9 517 games, 475423 moves, e=0.529, loss: 5.0, -, 42.9% elo% vs. simple_bot, avg. reward: -5.058, 2.762 sec/game, 15.9 min. total, 606.2 MB
many_mutilated v9 518 games, 476650 moves, e=0.528, loss: 5.7, -, 40.9% elo% vs. simple_bot, avg. reward: -5.043, 2.803 sec/game, 15.9 min. total, 608.0 MB
many_mutilated v9 519 games, 478021 moves, e=0.527, loss: 5.3, -, 39.1% elo% vs. simple_bot, avg. reward: -5.023, 2.853 sec/game, 16.0 min. total, 596.8 MB
many_mutilated v9 520 games, 479422 moves, e=0.525, loss: 4.6, -, 37.4% elo% vs. simple_bot, avg. reward: -5.008, 2.936 sec/game, 16.1 min. total, 599.5 MB
many_mutilated v9 521 games, 480717 moves, e=0.524, loss: 5.1, -, 35.8% elo% vs. simple_bot, avg. reward: -5.005, 2.962 sec/game, 16.1 min. total, 601.1 MB
many_mutilated v9 522 games, 481972 moves, e=0.523, loss: 5.2, -, 34.3% elo% vs. simple_bot, avg. reward: -4.997, 2.985 sec/game, 16.2 min. total, 600.0 MB
many_mutilated v9 523 games, 483582 moves, e=0.521, loss: 4.6, -, 32.9% elo% vs. simple_bot, avg. reward: -4.982, 3.037 sec/game, 16.2 min. total, 600.1 MB
many_mutilated v9 524 games, 484752 moves, e=0.520, loss: 4.6, -, 31.6% elo% vs. simple_bot, avg. reward: -4.977, 3.049 sec/game, 16.3 min. total, 600.4 MB
many_mutilated v9 525 games, 486243 moves, e=0.519, loss: 4.3, -, 30.3% elo% vs. simple_bot, avg. reward: -4.958, 3.090 sec/game, 16.3 min. total, 602.0 MB
many_mutilated v9 526 games, 487561 moves, e=0.517, loss: 3.8, +, 33.1% elo% vs. simple_bot, avg. reward: -4.951, 3.197 sec/game, 16.4 min. total, 601.9 MB
many_mutilated v9 527 games, 488979 moves, e=0.516, loss: 3.9, -, 31.8% elo% vs. simple_bot, avg. reward: -4.938, 3.262 sec/game, 16.5 min. total, 602.4 MB
many_mutilated v9 528 games, 490550 moves, e=0.514, loss: 3.8, -, 30.5% elo% vs. simple_bot, avg. reward: -4.917, 3.281 sec/game, 16.5 min. total, 602.7 MB
many_mutilated v9 529 games, 492027 moves, e=0.513, loss: 3.7, -, 29.3% elo% vs. simple_bot, avg. reward: -4.892, 3.321 sec/game, 16.6 min. total, 602.9 MB
many_mutilated v9 530 games, 493274 moves, e=0.512, loss: 3.5, -, 28.2% elo% vs. simple_bot, avg. reward: -4.879, 3.350 sec/game, 16.7 min. total, 603.0 MB
many_mutilated v9 531 games, 494531 moves, e=0.510, loss: 4.5, +, 31.0% elo% vs. simple_bot, avg. reward: -4.870, 3.381 sec/game, 16.7 min. total, 603.2 MB
many_mutilated v9 532 games, 495879 moves, e=0.509, loss: 4.6, -, 29.8% elo% vs. simple_bot, avg. reward: -4.854, 3.403 sec/game, 16.8 min. total, 603.2 MB
many_mutilated v9 533 games, 497333 moves, e=0.508, loss: 4.3, -, 28.7% elo% vs. simple_bot, avg. reward: -4.838, 3.462 sec/game, 16.8 min. total, 604.1 MB
many_mutilated v9 534 games, 498662 moves, e=0.506, loss: 4.0, -, 27.6% elo% vs. simple_bot, avg. reward: -4.827, 3.496 sec/game, 16.9 min. total, 609.1 MB
many_mutilated v9 535 games, 500097 moves, e=0.505, loss: 4.3, -, 26.6% elo% vs. simple_bot, avg. reward: -4.814, 3.529 sec/game, 17.0 min. total, 604.5 MB
many_mutilated v9 536 games, 501549 moves, e=0.503, loss: 4.3, -, 25.6% elo% vs. simple_bot, avg. reward: -4.802, 3.574 sec/game, 17.0 min. total, 606.0 MB
many_mutilated v9 537 games, 502858 moves, e=0.502, loss: 4.6, -, 24.7% elo% vs. simple_bot, avg. reward: -4.797, 3.584 sec/game, 17.1 min. total, 604.6 MB
many_mutilated v9 538 games, 504299 moves, e=0.501, loss: 4.2, -, 23.9% elo% vs. simple_bot, avg. reward: -4.785, 3.608 sec/game, 17.1 min. total, 605.8 MB
many_mutilated v9 539 games, 505687 moves, e=0.499, loss: 4.4, -, 23.1% elo% vs. simple_bot, avg. reward: -4.775, 3.595 sec/game, 17.2 min. total, 607.8 MB
many_mutilated v9 540 games, 507204 moves, e=0.498, loss: 3.8, +, 25.7% elo% vs. simple_bot, avg. reward: -4.765, 3.593 sec/game, 17.3 min. total, 609.0 MB
many_mutilated v9 541 games, 508527 moves, e=0.497, loss: 4.1, +, 28.4% elo% vs. simple_bot, avg. reward: -4.746, 3.588 sec/game, 17.3 min. total, 609.2 MB
many_mutilated v9 542 games, 509944 moves, e=0.495, loss: 3.7, -, 27.4% elo% vs. simple_bot, avg. reward: -4.740, 3.616 sec/game, 17.4 min. total, 609.0 MB
many_mutilated v9 543 games, 511233 moves, e=0.494, loss: 3.4, -, 26.4% elo% vs. simple_bot, avg. reward: -4.729, 3.605 sec/game, 17.4 min. total, 608.3 MB
many_mutilated v9 544 games, 512767 moves, e=0.492, loss: 3.5, -, 25.4% elo% vs. simple_bot, avg. reward: -4.713, 3.629 sec/game, 17.5 min. total, 610.5 MB
many_mutilated v9 545 games, 514242 moves, e=0.491, loss: 4.0, -, 24.6% elo% vs. simple_bot, avg. reward: -4.697, 3.660 sec/game, 17.6 min. total, 611.0 MB
many_mutilated v9 546 games, 515666 moves, e=0.489, loss: 3.8, -, 23.7% elo% vs. simple_bot, avg. reward: -4.694, 3.580 sec/game, 17.6 min. total, 611.1 MB
many_mutilated v9 547 games, 517136 moves, e=0.488, loss: 4.3, -, 23.0% elo% vs. simple_bot, avg. reward: -4.679, 3.610 sec/game, 17.7 min. total, 611.0 MB
many_mutilated v9 548 games, 518404 moves, e=0.487, loss: 4.0, -, 22.2% elo% vs. simple_bot, avg. reward: -4.672, 3.603 sec/game, 17.7 min. total, 613.4 MB
many_mutilated v9 549 games, 519719 moves, e=0.485, loss: 3.8, -, 21.5% elo% vs. simple_bot, avg. reward: -4.664, 3.569 sec/game, 17.8 min. total, 614.1 MB
many_mutilated v9 550 games, 521349 moves, e=0.484, loss: 3.8, -, 20.9% elo% vs. simple_bot, avg. reward: -4.647, 3.584 sec/game, 17.9 min. total, 614.9 MB
many_mutilated v9 551 games, 522833 moves, e=0.482, loss: 4.0, -, 20.2% elo% vs. simple_bot, avg. reward: -4.625, 3.573 sec/game, 17.9 min. total, 615.9 MB
many_mutilated v9 552 games, 524133 moves, e=0.481, loss: 4.2, -, 19.6% elo% vs. simple_bot, avg. reward: -4.610, 3.541 sec/game, 18.0 min. total, 615.7 MB
many_mutilated v9 553 games, 525474 moves, e=0.480, loss: 5.2, -, 19.1% elo% vs. simple_bot, avg. reward: -4.596, 3.514 sec/game, 18.0 min. total, 617.0 MB
many_mutilated v9 554 games, 527018 moves, e=0.478, loss: 5.6, -, 18.5% elo% vs. simple_bot, avg. reward: -4.584, 3.550 sec/game, 18.1 min. total, 615.7 MB
many_mutilated v9 555 games, 528591 moves, e=0.477, loss: 6.2, -, 18.0% elo% vs. simple_bot, avg. reward: -4.567, 3.567 sec/game, 18.1 min. total, 616.3 MB
many_mutilated v9 556 games, 529863 moves, e=0.475, loss: 6.7, -, 17.5% elo% vs. simple_bot, avg. reward: -4.561, 3.538 sec/game, 18.2 min. total, 616.4 MB
many_mutilated v9 557 games, 531312 moves, e=0.474, loss: 7.5, -, 17.1% elo% vs. simple_bot, avg. reward: -4.551, 3.539 sec/game, 18.3 min. total, 620.1 MB
many_mutilated v9 558 games, 532794 moves, e=0.473, loss: 7.6, -, 16.6% elo% vs. simple_bot, avg. reward: -4.536, 3.530 sec/game, 18.3 min. total, 617.7 MB
many_mutilated v9 559 games, 534136 moves, e=0.471, loss: 7.2, -, 16.2% elo% vs. simple_bot, avg. reward: -4.519, 3.506 sec/game, 18.4 min. total, 617.6 MB
many_mutilated v9 560 games, 535382 moves, e=0.470, loss: 6.4, ., 17.1% elo% vs. simple_bot, avg. reward: -4.515, 3.458 sec/game, 18.4 min. total, 619.2 MB
many_mutilated v9 561 games, 536838 moves, e=0.469, loss: 6.4, -, 16.6% elo% vs. simple_bot, avg. reward: -4.502, 3.457 sec/game, 18.5 min. total, 618.0 MB
many_mutilated v9 562 games, 538295 moves, e=0.467, loss: 6.4, -, 16.2% elo% vs. simple_bot, avg. reward: -4.485, 3.423 sec/game, 18.5 min. total, 619.3 MB
many_mutilated v9 563 games, 539652 moves, e=0.466, loss: 7.0, -, 15.8% elo% vs. simple_bot, avg. reward: -4.479, 3.402 sec/game, 18.6 min. total, 620.6 MB
many_mutilated v9 564 games, 540842 moves, e=0.465, loss: 6.9, -, 15.4% elo% vs. simple_bot, avg. reward: -4.485, 3.345 sec/game, 18.6 min. total, 620.0 MB
many_mutilated v9 565 games, 542482 moves, e=0.463, loss: 6.6, -, 15.1% elo% vs. simple_bot, avg. reward: -4.470, 3.319 sec/game, 18.7 min. total, 620.0 MB
many_mutilated v9 566 games, 543833 moves, e=0.462, loss: 7.2, -, 14.7% elo% vs. simple_bot, avg. reward: -4.465, 3.274 sec/game, 18.7 min. total, 620.2 MB
many_mutilated v9 567 games, 545285 moves, e=0.460, loss: 6.6, -, 14.4% elo% vs. simple_bot, avg. reward: -4.453, 3.217 sec/game, 18.8 min. total, 621.1 MB
many_mutilated v9 568 games, 546887 moves, e=0.459, loss: 6.4, -, 14.1% elo% vs. simple_bot, avg. reward: -4.434, 3.221 sec/game, 18.8 min. total, 621.5 MB
many_mutilated v9 569 games, 548364 moves, e=0.457, loss: 6.2, -, 13.7% elo% vs. simple_bot, avg. reward: -4.422, 3.216 sec/game, 18.9 min. total, 624.5 MB
many_mutilated v9 570 games, 549973 moves, e=0.456, loss: 5.5, -, 13.4% elo% vs. simple_bot, avg. reward: -4.406, 3.201 sec/game, 18.9 min. total, 623.4 MB
many_mutilated v9 571 games, 551671 moves, e=0.454, loss: 5.1, -, 13.2% elo% vs. simple_bot, avg. reward: -4.398, 3.218 sec/game, 19.0 min. total, 623.1 MB
many_mutilated v9 572 games, 553426 moves, e=0.452, loss: 3.9, -, 12.9% elo% vs. simple_bot, avg. reward: -4.387, 3.265 sec/game, 19.0 min. total, 623.6 MB
many_mutilated v9 573 games, 554781 moves, e=0.451, loss: 4.1, -, 12.6% elo% vs. simple_bot, avg. reward: -4.386, 3.254 sec/game, 19.1 min. total, 623.5 MB
many_mutilated v9 574 games, 556138 moves, e=0.449, loss: 4.5, -, 12.4% elo% vs. simple_bot, avg. reward: -4.380, 3.188 sec/game, 19.1 min. total, 625.0 MB
many_mutilated v9 575 games, 557672 moves, e=0.448, loss: 4.0, -, 12.1% elo% vs. simple_bot, avg. reward: -4.366, 3.153 sec/game, 19.2 min. total, 625.2 MB
many_mutilated v9 576 games, 559089 moves, e=0.447, loss: 3.9, -, 11.9% elo% vs. simple_bot, avg. reward: -4.357, 3.150 sec/game, 19.2 min. total, 625.2 MB
many_mutilated v9 577 games, 560623 moves, e=0.445, loss: 4.3, -, 11.7% elo% vs. simple_bot, avg. reward: -4.352, 3.144 sec/game, 19.3 min. total, 625.3 MB
many_mutilated v9 578 games, 562042 moves, e=0.444, loss: 5.0, -, 11.4% elo% vs. simple_bot, avg. reward: -4.337, 3.115 sec/game, 19.3 min. total, 625.5 MB
many_mutilated v9 579 games, 563589 moves, e=0.442, loss: 5.1, -, 11.2% elo% vs. simple_bot, avg. reward: -4.326, 3.127 sec/game, 19.4 min. total, 625.1 MB
many_mutilated v9 580 games, 565037 moves, e=0.441, loss: 4.8, -, 11.0% elo% vs. simple_bot, avg. reward: -4.316, 3.122 sec/game, 19.5 min. total, 625.6 MB
many_mutilated v9 581 games, 566466 moves, e=0.439, loss: 5.3, -, 10.8% elo% vs. simple_bot, avg. reward: -4.304, 3.105 sec/game, 19.5 min. total, 626.6 MB
many_mutilated v9 582 games, 568015 moves, e=0.438, loss: 5.0, -, 10.6% elo% vs. simple_bot, avg. reward: -4.296, 3.117 sec/game, 19.6 min. total, 626.4 MB
many_mutilated v9 583 games, 569538 moves, e=0.436, loss: 5.2, -, 10.5% elo% vs. simple_bot, avg. reward: -4.278, 3.130 sec/game, 19.6 min. total, 626.7 MB
many_mutilated v9 584 games, 571230 moves, e=0.434, loss: 5.1, +, 12.1% elo% vs. simple_bot, avg. reward: -4.271, 3.174 sec/game, 19.7 min. total, 628.1 MB
many_mutilated v9 585 games, 572882 moves, e=0.433, loss: 5.3, -, 11.9% elo% vs. simple_bot, avg. reward: -4.255, 3.179 sec/game, 19.7 min. total, 628.2 MB
many_mutilated v9 586 games, 574579 moves, e=0.431, loss: 5.0, -, 11.6% elo% vs. simple_bot, avg. reward: -4.246, 3.214 sec/game, 19.8 min. total, 628.4 MB
many_mutilated v9 587 games, 575873 moves, e=0.430, loss: 5.9, -, 11.4% elo% vs. simple_bot, avg. reward: -4.251, 3.203 sec/game, 19.8 min. total, 633.8 MB
many_mutilated v9 588 games, 577416 moves, e=0.428, loss: 5.6, -, 11.2% elo% vs. simple_bot, avg. reward: -4.239, 3.208 sec/game, 19.9 min. total, 629.2 MB
many_mutilated v9 589 games, 578684 moves, e=0.427, loss: 6.0, -, 11.0% elo% vs. simple_bot, avg. reward: -4.235, 3.175 sec/game, 19.9 min. total, 630.6 MB
many_mutilated v9 590 games, 580331 moves, e=0.425, loss: 6.4, -, 10.8% elo% vs. simple_bot, avg. reward: -4.227, 3.186 sec/game, 20.0 min. total, 630.6 MB
many_mutilated v9 591 games, 581918 moves, e=0.424, loss: 6.5, -, 10.6% elo% vs. simple_bot, avg. reward: -4.216, 3.187 sec/game, 20.0 min. total, 631.2 MB
many_mutilated v9 592 games, 583651 moves, e=0.422, loss: 6.1, ., 11.3% elo% vs. simple_bot, avg. reward: -4.204, 3.179 sec/game, 20.1 min. total, 631.8 MB
many_mutilated v9 593 games, 585241 moves, e=0.421, loss: 5.4, -, 11.1% elo% vs. simple_bot, avg. reward: -4.183, 3.208 sec/game, 20.2 min. total, 630.9 MB
many_mutilated v9 594 games, 586894 moves, e=0.419, loss: 5.4, -, 10.9% elo% vs. simple_bot, avg. reward: -4.162, 3.242 sec/game, 20.2 min. total, 632.0 MB
many_mutilated v9 595 games, 588456 moves, e=0.417, loss: 4.6, -, 10.7% elo% vs. simple_bot, avg. reward: -4.145, 3.241 sec/game, 20.3 min. total, 633.6 MB
many_mutilated v9 596 games, 589928 moves, e=0.416, loss: 4.9, -, 10.5% elo% vs. simple_bot, avg. reward: -4.146, 3.232 sec/game, 20.3 min. total, 633.7 MB
many_mutilated v9 597 games, 591396 moves, e=0.415, loss: 5.2, -, 10.4% elo% vs. simple_bot, avg. reward: -4.130, 3.226 sec/game, 20.4 min. total, 632.6 MB
many_mutilated v9 598 games, 592916 moves, e=0.413, loss: 5.7, -, 10.2% elo% vs. simple_bot, avg. reward: -4.117, 3.237 sec/game, 20.4 min. total, 635.3 MB
many_mutilated v9 599 games, 594392 moves, e=0.412, loss: 5.5, +, 11.8% elo% vs. simple_bot, avg. reward: -4.109, 3.219 sec/game, 20.5 min. total, 635.3 MB
many_mutilated v9 600 games, 595989 moves, e=0.410, loss: 6.2, -, 11.6% elo% vs. simple_bot, avg. reward: -4.083, 3.241 sec/game, 20.5 min. total, 636.8 MB
many_mutilated v10 601 games, 597417 moves, e=0.409, loss: 6.4, -, 47.7% elo% vs. simple_bot, avg. reward: -4.075, 3.242 sec/game, 20.6 min. total, 634.9 MB
many_mutilated v10 602 games, 599075 moves, e=0.407, loss: 6.6, -, 45.5% elo% vs. simple_bot, avg. reward: -4.061, 3.250 sec/game, 20.6 min. total, 634.8 MB
many_mutilated v10 603 games, 600808 moves, e=0.405, loss: 6.4, -, 43.4% elo% vs. simple_bot, avg. reward: -4.040, 3.261 sec/game, 20.7 min. total, 635.9 MB
many_mutilated v10 604 games, 602940 moves, e=0.403, loss: 5.5, -, 41.5% elo% vs. simple_bot, avg. reward: -4.016, 3.314 sec/game, 20.8 min. total, 636.8 MB
many_mutilated v10 605 games, 604757 moves, e=0.401, loss: 5.4, -, 39.6% elo% vs. simple_bot, avg. reward: -3.992, 3.323 sec/game, 20.8 min. total, 637.0 MB
many_mutilated v10 606 games, 606761 moves, e=0.399, loss: 4.9, -, 37.9% elo% vs. simple_bot, avg. reward: -3.983, 3.354 sec/game, 20.9 min. total, 638.3 MB
many_mutilated v10 607 games, 608444 moves, e=0.398, loss: 4.4, -, 36.3% elo% vs. simple_bot, avg. reward: -3.961, 3.383 sec/game, 21.0 min. total, 638.2 MB
many_mutilated v10 608 games, 610126 moves, e=0.396, loss: 4.5, -, 34.8% elo% vs. simple_bot, avg. reward: -3.949, 3.390 sec/game, 21.0 min. total, 641.3 MB
many_mutilated v10 609 games, 611855 moves, e=0.394, loss: 3.5, -, 33.3% elo% vs. simple_bot, avg. reward: -3.945, 3.445 sec/game, 21.1 min. total, 643.0 MB
many_mutilated v10 610 games, 613628 moves, e=0.393, loss: 3.4, -, 32.0% elo% vs. simple_bot, avg. reward: -3.929, 3.451 sec/game, 21.1 min. total, 643.6 MB
many_mutilated v10 611 games, 615529 moves, e=0.391, loss: 3.3, -, 30.7% elo% vs. simple_bot, avg. reward: -3.906, 3.472 sec/game, 21.2 min. total, 642.2 MB
many_mutilated v10 612 games, 617449 moves, e=0.389, loss: 2.7, +, 33.5% elo% vs. simple_bot, avg. reward: -3.890, 3.493 sec/game, 21.3 min. total, 642.8 MB
many_mutilated v10 613 games, 619223 moves, e=0.387, loss: 2.5, -, 32.1% elo% vs. simple_bot, avg. reward: -3.863, 3.502 sec/game, 21.3 min. total, 641.4 MB
many_mutilated v10 614 games, 621029 moves, e=0.385, loss: 2.6, -, 30.8% elo% vs. simple_bot, avg. reward: -3.842, 3.515 sec/game, 21.4 min. total, 643.8 MB
many_mutilated v10 615 games, 622649 moves, e=0.384, loss: 2.9, -, 29.6% elo% vs. simple_bot, avg. reward: -3.837, 3.526 sec/game, 21.4 min. total, 641.7 MB
many_mutilated v10 616 games, 624364 moves, e=0.382, loss: 3.6, -, 28.5% elo% vs. simple_bot, avg. reward: -3.828, 3.549 sec/game, 21.5 min. total, 642.1 MB
many_mutilated v10 617 games, 626144 moves, e=0.380, loss: 4.4, -, 27.5% elo% vs. simple_bot, avg. reward: -3.820, 3.572 sec/game, 21.6 min. total, 642.6 MB
many_mutilated v10 618 games, 627676 moves, e=0.379, loss: 5.9, -, 26.5% elo% vs. simple_bot, avg. reward: -3.805, 3.573 sec/game, 21.6 min. total, 642.5 MB
many_mutilated v10 619 games, 629404 moves, e=0.377, loss: 5.8, -, 25.5% elo% vs. simple_bot, avg. reward: -3.792, 3.600 sec/game, 21.7 min. total, 642.9 MB
many_mutilated v10 620 games, 630935 moves, e=0.375, loss: 6.1, -, 24.6% elo% vs. simple_bot, avg. reward: -3.788, 3.594 sec/game, 21.7 min. total, 646.4 MB
many_mutilated v10 621 games, 632437 moves, e=0.374, loss: 6.7, -, 23.8% elo% vs. simple_bot, avg. reward: -3.782, 3.603 sec/game, 21.8 min. total, 644.7 MB
many_mutilated v10 622 games, 634207 moves, e=0.372, loss: 6.4, -, 23.0% elo% vs. simple_bot, avg. reward: -3.758, 3.615 sec/game, 21.8 min. total, 645.0 MB
many_mutilated v10 623 games, 635877 moves, e=0.370, loss: 6.4, -, 22.3% elo% vs. simple_bot, avg. reward: -3.756, 3.615 sec/game, 21.9 min. total, 644.1 MB
many_mutilated v10 624 games, 637461 moves, e=0.369, loss: 6.4, -, 21.6% elo% vs. simple_bot, avg. reward: -3.733, 3.562 sec/game, 22.0 min. total, 645.6 MB
many_mutilated v10 625 games, 639263 moves, e=0.367, loss: 5.8, -, 20.9% elo% vs. simple_bot, avg. reward: -3.723, 3.559 sec/game, 22.0 min. total, 644.2 MB
many_mutilated v10 626 games, 641028 moves, e=0.365, loss: 6.1, -, 20.3% elo% vs. simple_bot, avg. reward: -3.710, 3.538 sec/game, 22.1 min. total, 645.3 MB
many_mutilated v10 627 games, 642696 moves, e=0.364, loss: 6.0, -, 19.7% elo% vs. simple_bot, avg. reward: -3.703, 3.536 sec/game, 22.1 min. total, 645.6 MB
many_mutilated v10 628 games, 644347 moves, e=0.362, loss: 6.3, -, 19.1% elo% vs. simple_bot, avg. reward: -3.698, 3.527 sec/game, 22.2 min. total, 645.8 MB
many_mutilated v10 629 games, 645761 moves, e=0.361, loss: 6.3, ., 20.0% elo% vs. simple_bot, avg. reward: -3.701, 3.503 sec/game, 22.2 min. total, 647.1 MB
many_mutilated v10 630 games, 647742 moves, e=0.359, loss: 5.8, -, 19.4% elo% vs. simple_bot, avg. reward: -3.678, 3.522 sec/game, 22.3 min. total, 646.9 MB
many_mutilated v10 631 games, 649410 moves, e=0.357, loss: 5.0, -, 18.9% elo% vs. simple_bot, avg. reward: -3.663, 3.502 sec/game, 22.4 min. total, 650.7 MB
many_mutilated v10 632 games, 651353 moves, e=0.355, loss: 4.7, -, 18.3% elo% vs. simple_bot, avg. reward: -3.650, 3.509 sec/game, 22.4 min. total, 650.6 MB
many_mutilated v10 633 games, 653295 moves, e=0.353, loss: 4.9, -, 17.8% elo% vs. simple_bot, avg. reward: -3.640, 3.519 sec/game, 22.5 min. total, 649.8 MB
many_mutilated v10 634 games, 655000 moves, e=0.352, loss: 4.4, -, 17.4% elo% vs. simple_bot, avg. reward: -3.629, 3.517 sec/game, 22.6 min. total, 649.4 MB
many_mutilated v10 635 games, 656729 moves, e=0.350, loss: 4.5, -, 16.9% elo% vs. simple_bot, avg. reward: -3.618, 3.524 sec/game, 22.6 min. total, 649.7 MB
many_mutilated v10 636 games, 658627 moves, e=0.348, loss: 4.3, -, 16.5% elo% vs. simple_bot, avg. reward: -3.603, 3.545 sec/game, 22.7 min. total, 649.7 MB
many_mutilated v10 637 games, 660233 moves, e=0.346, loss: 4.2, -, 16.1% elo% vs. simple_bot, avg. reward: -3.592, 3.532 sec/game, 22.7 min. total, 651.4 MB
many_mutilated v10 638 games, 661832 moves, e=0.345, loss: 4.5, -, 15.7% elo% vs. simple_bot, avg. reward: -3.585, 3.535 sec/game, 22.8 min. total, 651.3 MB
many_mutilated v10 639 games, 663640 moves, e=0.343, loss: 4.8, -, 15.3% elo% vs. simple_bot, avg. reward: -3.571, 3.537 sec/game, 22.9 min. total, 651.0 MB
many_mutilated v10 640 games, 665430 moves, e=0.341, loss: 4.9, -, 14.9% elo% vs. simple_bot, avg. reward: -3.559, 3.556 sec/game, 22.9 min. total, 650.8 MB
many_mutilated v10 641 games, 667340 moves, e=0.339, loss: 5.2, -, 14.6% elo% vs. simple_bot, avg. reward: -3.541, 3.589 sec/game, 23.0 min. total, 652.6 MB
many_mutilated v10 642 games, 669129 moves, e=0.338, loss: 5.9, -, 14.3% elo% vs. simple_bot, avg. reward: -3.530, 3.591 sec/game, 23.0 min. total, 652.0 MB
many_mutilated v10 643 games, 670984 moves, e=0.336, loss: 4.8, -, 13.9% elo% vs. simple_bot, avg. reward: -3.511, 3.619 sec/game, 23.1 min. total, 652.6 MB
many_mutilated v10 644 games, 672651 moves, e=0.334, loss: 5.0, -, 13.6% elo% vs. simple_bot, avg. reward: -3.510, 3.623 sec/game, 23.2 min. total, 653.8 MB
many_mutilated v10 645 games, 674625 moves, e=0.332, loss: 4.8, -, 13.3% elo% vs. simple_bot, avg. reward: -3.497, 3.635 sec/game, 23.2 min. total, 654.2 MB
