moocher_shakable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.0 MB
moocher_shakable v18 2418 games, 5905872 moves, e=0.010, loss: 1028919399.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.776, 7.816 sec/game, 309.0 min. total, 1382.3 MB
moocher_shakable v18 2419 games, 5908408 moves, e=0.010, loss: 967634583.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.777, 7.833 sec/game, 309.1 min. total, 1381.4 MB
moocher_shakable v18 2420 games, 5910866 moves, e=0.010, loss: 885957835.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.836 sec/game, 309.2 min. total, 1380.8 MB
moocher_shakable v18 2421 games, 5913304 moves, e=0.010, loss: 895823890.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.786 sec/game, 309.3 min. total, 1381.3 MB
moocher_shakable v18 2422 games, 5915855 moves, e=0.010, loss: 957181482.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.793 sec/game, 309.5 min. total, 1365.8 MB
moocher_shakable v18 2423 games, 5918195 moves, e=0.010, loss: 907370871.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.738 sec/game, 309.6 min. total, 1365.5 MB
moocher_shakable v18 2424 games, 5920705 moves, e=0.010, loss: 920135191.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 7.741 sec/game, 309.7 min. total, 1339.5 MB
moocher_shakable v18 2425 games, 5923234 moves, e=0.010, loss: 894429761.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.786, 7.757 sec/game, 309.9 min. total, 1340.7 MB
moocher_shakable v18 2426 games, 5925770 moves, e=0.010, loss: 927298093.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.751 sec/game, 310.0 min. total, 1336.6 MB
moocher_shakable v18 2427 games, 5928349 moves, e=0.010, loss: 830395932.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.791 sec/game, 310.1 min. total, 1340.5 MB
moocher_shakable v18 2428 games, 5930924 moves, e=0.010, loss: 790591372.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.786, 7.820 sec/game, 310.3 min. total, 1340.8 MB
moocher_shakable v18 2429 games, 5933489 moves, e=0.010, loss: 752670943.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.843 sec/game, 310.4 min. total, 1341.8 MB
moocher_shakable v18 2430 games, 5936062 moves, e=0.010, loss: 741794904.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.841 sec/game, 310.5 min. total, 1342.5 MB
moocher_shakable v18 2431 games, 5938466 moves, e=0.010, loss: 817679681.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.790, 7.860 sec/game, 310.7 min. total, 1340.7 MB
moocher_shakable v18 2432 games, 5940968 moves, e=0.010, loss: 839567122.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.791, 7.863 sec/game, 310.8 min. total, 1339.7 MB
moocher_shakable v18 2433 games, 5943576 moves, e=0.010, loss: 871082134.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.788, 7.867 sec/game, 310.9 min. total, 1340.2 MB
moocher_shakable v18 2434 games, 5946193 moves, e=0.010, loss: 912856030.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.890 sec/game, 311.1 min. total, 1341.2 MB
moocher_shakable v18 2435 games, 5948844 moves, e=0.010, loss: 839218302.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.790, 7.888 sec/game, 311.2 min. total, 1344.6 MB
moocher_shakable v18 2436 games, 5951321 moves, e=0.010, loss: 826213152.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.792, 7.882 sec/game, 311.3 min. total, 1347.6 MB
moocher_shakable v18 2437 games, 5953785 moves, e=0.010, loss: 915039224.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.793, 7.866 sec/game, 311.4 min. total, 1345.4 MB
moocher_shakable v18 2438 games, 5956451 moves, e=0.010, loss: 926916569.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.790, 7.875 sec/game, 311.6 min. total, 1345.4 MB
moocher_shakable v18 2439 games, 5959039 moves, e=0.010, loss: 880004255.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.874 sec/game, 311.7 min. total, 1344.2 MB
moocher_shakable v18 2440 games, 5961571 moves, e=0.010, loss: 847951979.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.879 sec/game, 311.8 min. total, 1344.5 MB
moocher_shakable v18 2441 games, 5964089 moves, e=0.010, loss: 829870596.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 7.902 sec/game, 312.0 min. total, 1346.7 MB
moocher_shakable v18 2442 games, 5966692 moves, e=0.010, loss: 799721795.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.784, 7.907 sec/game, 312.1 min. total, 1347.0 MB
moocher_shakable v18 2443 games, 5969294 moves, e=0.010, loss: 838736884.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.965 sec/game, 312.3 min. total, 1347.7 MB
moocher_shakable v18 2444 games, 5971757 moves, e=0.010, loss: 802325837.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.951 sec/game, 312.4 min. total, 1347.3 MB
moocher_shakable v18 2445 games, 5974206 moves, e=0.010, loss: 913516666.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.782, 7.937 sec/game, 312.5 min. total, 1348.2 MB
moocher_shakable v18 2446 games, 5976733 moves, e=0.010, loss: 925927075.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.945 sec/game, 312.6 min. total, 1347.3 MB
moocher_shakable v18 2447 games, 5979240 moves, e=0.010, loss: 952746343.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.905 sec/game, 312.8 min. total, 1346.3 MB
moocher_shakable v18 2448 games, 5981779 moves, e=0.010, loss: 984221736.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.788, 7.906 sec/game, 312.9 min. total, 1347.4 MB
moocher_shakable v18 2449 games, 5984176 moves, e=0.010, loss: 1066829429.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.793, 7.884 sec/game, 313.0 min. total, 1346.7 MB
moocher_shakable v18 2450 games, 5986759 moves, e=0.010, loss: 1061452695.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.796, 7.871 sec/game, 313.2 min. total, 1349.3 MB
moocher_shakable v18 2451 games, 5989283 moves, e=0.010, loss: 1043474000.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.800, 7.888 sec/game, 313.3 min. total, 1349.0 MB
moocher_shakable v18 2452 games, 5991906 moves, e=0.010, loss: 1064050796.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.802, 7.918 sec/game, 313.4 min. total, 1351.0 MB
moocher_shakable v18 2453 games, 5994697 moves, e=0.010, loss: 953087074.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.803, 7.940 sec/game, 313.6 min. total, 1357.4 MB
moocher_shakable v18 2454 games, 5997260 moves, e=0.010, loss: 964688490.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.800, 7.930 sec/game, 313.7 min. total, 1357.1 MB
moocher_shakable v18 2455 games, 5999856 moves, e=0.010, loss: 967487622.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.798, 7.922 sec/game, 313.8 min. total, 1360.7 MB
moocher_shakable v18 2456 games, 6002597 moves, e=0.010, loss: 956557854.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.796, 7.976 sec/game, 314.0 min. total, 1362.3 MB
moocher_shakable v18 2457 games, 6005161 moves, e=0.010, loss: 1041719845.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.794, 8.005 sec/game, 314.1 min. total, 1359.7 MB
moocher_shakable v18 2458 games, 6007691 moves, e=0.010, loss: 1109039794.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.795, 7.994 sec/game, 314.3 min. total, 1359.5 MB
moocher_shakable v18 2459 games, 6010240 moves, e=0.010, loss: 1037086593.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.794, 7.995 sec/game, 314.4 min. total, 1359.1 MB
moocher_shakable v18 2460 games, 6012934 moves, e=0.010, loss: 1002692657.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.793, 8.027 sec/game, 314.5 min. total, 1359.0 MB
moocher_shakable v18 2461 games, 6015591 moves, e=0.010, loss: 985728441.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.791, 8.024 sec/game, 314.7 min. total, 1360.0 MB
moocher_shakable v18 2462 games, 6018063 moves, e=0.010, loss: 1016696086.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.795, 8.016 sec/game, 314.8 min. total, 1352.7 MB
moocher_shakable v18 2463 games, 6020525 moves, e=0.010, loss: 946755481.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.795, 7.991 sec/game, 314.9 min. total, 1353.7 MB
moocher_shakable v18 2464 games, 6023199 moves, e=0.010, loss: 985413573.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.794, 8.029 sec/game, 315.1 min. total, 1353.5 MB
moocher_shakable v18 2465 games, 6025719 moves, e=0.010, loss: 1008883011.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.794, 8.029 sec/game, 315.2 min. total, 1351.6 MB
moocher_shakable v18 2466 games, 6028222 moves, e=0.010, loss: 1015984322.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.794, 8.025 sec/game, 315.3 min. total, 1352.7 MB
moocher_shakable v18 2467 games, 6030837 moves, e=0.010, loss: 1038363815.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.792, 8.049 sec/game, 315.5 min. total, 1355.2 MB
moocher_shakable v18 2468 games, 6033351 moves, e=0.010, loss: 1088417401.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.793, 8.043 sec/game, 315.6 min. total, 1353.8 MB
moocher_shakable v18 2469 games, 6035920 moves, e=0.010, loss: 1126437248.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.790, 8.078 sec/game, 315.7 min. total, 1355.1 MB
moocher_shakable v18 2470 games, 6038513 moves, e=0.010, loss: 1044864401.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.788, 8.081 sec/game, 315.9 min. total, 1355.9 MB
moocher_shakable v18 2471 games, 6040926 moves, e=0.010, loss: 1078597349.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.790, 8.060 sec/game, 316.0 min. total, 1352.7 MB
moocher_shakable v18 2472 games, 6043538 moves, e=0.010, loss: 1076300549.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.788, 8.067 sec/game, 316.1 min. total, 1354.8 MB
moocher_shakable v18 2473 games, 6046260 moves, e=0.010, loss: 1021480610.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 8.063 sec/game, 316.3 min. total, 1358.1 MB
moocher_shakable v18 2474 games, 6048867 moves, e=0.010, loss: 1103385533.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 8.081 sec/game, 316.4 min. total, 1326.4 MB
moocher_shakable v18 2475 games, 6051578 moves, e=0.010, loss: 997740257.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 8.105 sec/game, 316.5 min. total, 1316.8 MB
moocher_shakable v18 2476 games, 6054167 moves, e=0.010, loss: 1131871123.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 8.095 sec/game, 316.7 min. total, 1318.1 MB
moocher_shakable v18 2477 games, 6056652 moves, e=0.010, loss: 1062091703.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.784, 8.084 sec/game, 316.8 min. total, 1314.9 MB
moocher_shakable v18 2478 games, 6059282 moves, e=0.010, loss: 1081883535.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.782, 8.107 sec/game, 317.0 min. total, 1315.8 MB
moocher_shakable v18 2479 games, 6061992 moves, e=0.010, loss: 985396738.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.780, 8.145 sec/game, 317.1 min. total, 1315.0 MB
moocher_shakable v18 2480 games, 6064447 moves, e=0.010, loss: 1037978760.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.780, 8.108 sec/game, 317.2 min. total, 1313.2 MB
moocher_shakable v18 2481 games, 6067055 moves, e=0.010, loss: 1068580068.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.777, 8.112 sec/game, 317.4 min. total, 1314.8 MB
moocher_shakable v18 2482 games, 6069598 moves, e=0.010, loss: 1029588229.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.775, 8.131 sec/game, 317.5 min. total, 1310.5 MB
moocher_shakable v18 2483 games, 6072111 moves, e=0.010, loss: 1136414072.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.774, 8.146 sec/game, 317.6 min. total, 1307.1 MB
moocher_shakable v18 2484 games, 6074610 moves, e=0.010, loss: 1269384547.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.773, 8.112 sec/game, 317.8 min. total, 1307.2 MB
moocher_shakable v18 2485 games, 6077084 moves, e=0.010, loss: 1266057176.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.771, 8.130 sec/game, 317.9 min. total, 1306.6 MB
moocher_shakable v18 2486 games, 6079683 moves, e=0.010, loss: 1300802967.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.769, 8.131 sec/game, 318.0 min. total, 1308.8 MB
moocher_shakable v18 2487 games, 6082126 moves, e=0.010, loss: 1263184927.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.768, 8.108 sec/game, 318.2 min. total, 1309.8 MB
moocher_shakable v18 2488 games, 6084639 moves, e=0.010, loss: 1287157803.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.770, 8.109 sec/game, 318.3 min. total, 1310.9 MB
moocher_shakable v18 2489 games, 6087240 moves, e=0.010, loss: 1165411854.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.766, 8.101 sec/game, 318.4 min. total, 1311.9 MB
moocher_shakable v18 2490 games, 6089743 moves, e=0.010, loss: 1226486576.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.768, 8.096 sec/game, 318.6 min. total, 1311.1 MB
moocher_shakable v18 2491 games, 6092209 moves, e=0.010, loss: 1226901322.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.769, 8.099 sec/game, 318.7 min. total, 1312.9 MB
moocher_shakable v18 2492 games, 6094612 moves, e=0.010, loss: 1209870587.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.772, 8.067 sec/game, 318.8 min. total, 1312.2 MB
moocher_shakable v18 2493 games, 6097099 moves, e=0.010, loss: 1192672547.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.775, 8.018 sec/game, 318.9 min. total, 1311.2 MB
moocher_shakable v18 2494 games, 6099544 moves, e=0.010, loss: 1264650718.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.777, 7.986 sec/game, 319.1 min. total, 1309.7 MB
moocher_shakable v18 2495 games, 6102168 moves, e=0.010, loss: 1159327686.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.969 sec/game, 319.2 min. total, 1311.9 MB
moocher_shakable v18 2496 games, 6104600 moves, e=0.010, loss: 1246095326.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.929 sec/game, 319.3 min. total, 1312.0 MB
moocher_shakable v18 2497 games, 6106997 moves, e=0.010, loss: 1200523787.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.782, 7.902 sec/game, 319.4 min. total, 1311.6 MB
moocher_shakable v18 2498 games, 6109353 moves, e=0.010, loss: 1346201944.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.858 sec/game, 319.6 min. total, 1311.5 MB
moocher_shakable v18 2499 games, 6111864 moves, e=0.010, loss: 1326925478.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.780, 7.807 sec/game, 319.7 min. total, 1311.5 MB
moocher_shakable v18 2500 games, 6114395 moves, e=0.010, loss: 1244763719.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.825 sec/game, 319.8 min. total, 1312.7 MB
moocher_shakable v18 2501 games, 6116890 moves, e=0.010, loss: 1192497097.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.784, 7.813 sec/game, 320.0 min. total, 1315.5 MB
moocher_shakable v18 2502 games, 6119471 moves, e=0.010, loss: 1156414499.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.793 sec/game, 320.1 min. total, 1318.2 MB
moocher_shakable v18 2503 games, 6122065 moves, e=0.010, loss: 1074431849.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.783, 7.800 sec/game, 320.2 min. total, 1319.5 MB
moocher_shakable v18 2504 games, 6124572 moves, e=0.010, loss: 1153906009.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.782, 7.809 sec/game, 320.4 min. total, 1319.0 MB
moocher_shakable v18 2505 games, 6127072 moves, e=0.010, loss: 1054700066.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.792 sec/game, 320.5 min. total, 1319.6 MB
moocher_shakable v18 2506 games, 6129591 moves, e=0.010, loss: 1064026885.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.793 sec/game, 320.6 min. total, 1317.3 MB
moocher_shakable v18 2507 games, 6132145 moves, e=0.010, loss: 1267150429.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.810 sec/game, 320.8 min. total, 1317.4 MB
moocher_shakable v18 2508 games, 6134618 moves, e=0.010, loss: 1247933244.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.776, 7.784 sec/game, 320.9 min. total, 1318.6 MB
moocher_shakable v18 2509 games, 6137086 moves, e=0.010, loss: 1340931774.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.759 sec/game, 321.0 min. total, 1319.4 MB
moocher_shakable v18 2510 games, 6139654 moves, e=0.010, loss: 1312947066.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.791 sec/game, 321.2 min. total, 1320.4 MB
moocher_shakable v18 2511 games, 6142090 moves, e=0.010, loss: 1346875595.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.777, 7.789 sec/game, 321.3 min. total, 1319.3 MB
moocher_shakable v18 2512 games, 6144637 moves, e=0.010, loss: 1392461898.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.777, 7.788 sec/game, 321.4 min. total, 1319.1 MB
moocher_shakable v18 2513 games, 6147044 moves, e=0.010, loss: 1369580645.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.780, 7.788 sec/game, 321.5 min. total, 1319.2 MB
moocher_shakable v18 2514 games, 6149528 moves, e=0.010, loss: 1422868020.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.779, 7.806 sec/game, 321.7 min. total, 1322.9 MB
moocher_shakable v18 2515 games, 6151966 moves, e=0.010, loss: 1349700123.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.781, 7.778 sec/game, 321.8 min. total, 1322.9 MB
moocher_shakable v18 2516 games, 6154482 moves, e=0.010, loss: 1453489161.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.780, 7.775 sec/game, 321.9 min. total, 1324.5 MB
moocher_shakable v18 2517 games, 6156769 moves, e=0.010, loss: 1473730455.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.781 sec/game, 322.0 min. total, 1323.3 MB
moocher_shakable v18 2518 games, 6159232 moves, e=0.010, loss: 1472679766.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.798 sec/game, 322.2 min. total, 1321.7 MB
moocher_shakable v18 2519 games, 6161750 moves, e=0.010, loss: 1437969162.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.787, 7.793 sec/game, 322.3 min. total, 1324.2 MB
moocher_shakable v18 2520 games, 6164217 moves, e=0.010, loss: 1522628008.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 7.773 sec/game, 322.4 min. total, 1322.7 MB
moocher_shakable v18 2521 games, 6166609 moves, e=0.010, loss: 1450723572.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.785, 7.756 sec/game, 322.6 min. total, 1324.2 MB
moocher_shakable v18 2522 games, 6169054 moves, e=0.010, loss: 1416801335.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.788, 7.735 sec/game, 322.7 min. total, 1325.9 MB
moocher_shakable v18 2523 games, 6171415 moves, e=0.010, loss: 1580413352.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.789, 7.698 sec/game, 322.8 min. total, 1324.3 MB
moocher_shakable v18 2524 games, 6173761 moves, e=0.010, loss: 1512829199.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.791, 7.671 sec/game, 322.9 min. total, 1326.1 MB
moocher_shakable v18 2525 games, 6176091 moves, e=0.010, loss: 1544221883.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.793, 7.655 sec/game, 323.0 min. total, 1325.3 MB
moocher_shakable v18 2526 games, 6178473 moves, e=0.010, loss: 1586924830.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.796, 7.632 sec/game, 323.2 min. total, 1324.5 MB
moocher_shakable v18 2527 games, 6180994 moves, e=0.010, loss: 1493706687.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.799, 7.629 sec/game, 323.3 min. total, 1325.7 MB
moocher_shakable v18 2528 games, 6183498 moves, e=0.010, loss: 1496233374.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.800, 7.635 sec/game, 323.4 min. total, 1326.5 MB
moocher_shakable v18 2529 games, 6185909 moves, e=0.010, loss: 1488497632.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.802, 7.633 sec/game, 323.6 min. total, 1328.2 MB
moocher_shakable v18 2530 games, 6188239 moves, e=0.010, loss: 1562080761.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.804, 7.579 sec/game, 323.7 min. total, 1328.4 MB
moocher_shakable v18 2531 games, 6190493 moves, e=0.010, loss: 1646210579.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.804, 7.561 sec/game, 323.8 min. total, 1327.0 MB
moocher_shakable v18 2532 games, 6192807 moves, e=0.010, loss: 1674111828.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.806, 7.538 sec/game, 323.9 min. total, 1325.2 MB
moocher_shakable v18 2533 games, 6195216 moves, e=0.010, loss: 1827117131.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.809, 7.533 sec/game, 324.0 min. total, 1325.4 MB
moocher_shakable v18 2534 games, 6197650 moves, e=0.010, loss: 1819268807.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.813, 7.510 sec/game, 324.2 min. total, 1327.1 MB
moocher_shakable v18 2535 games, 6200132 moves, e=0.010, loss: 1543060678.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.815, 7.509 sec/game, 324.3 min. total, 1328.2 MB
moocher_shakable v18 2536 games, 6202438 moves, e=0.010, loss: 1498070497.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.817, 7.488 sec/game, 324.4 min. total, 1327.9 MB
moocher_shakable v18 2537 games, 6204830 moves, e=0.010, loss: 1526388654.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.819, 7.494 sec/game, 324.5 min. total, 1328.3 MB
moocher_shakable v18 2538 games, 6207182 moves, e=0.010, loss: 1562560871.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.823, 7.457 sec/game, 324.7 min. total, 1329.6 MB
moocher_shakable v18 2539 games, 6209579 moves, e=0.010, loss: 1545459086.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.827, 7.458 sec/game, 324.8 min. total, 1330.1 MB
moocher_shakable v18 2540 games, 6212053 moves, e=0.010, loss: 1605811626.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.826, 7.451 sec/game, 324.9 min. total, 1331.4 MB
