marrow_each v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 319.3 MB
marrow_each v18 2689 games, 6498422 moves, e=0.010, loss: 47238153276.3, -, 0.4% elo% vs. v16, avg. reward: -1.626, 7.408 sec/game, 334.3 min. total, 1170.4 MB
marrow_each v18 2690 games, 6500654 moves, e=0.010, loss: 46910826880.1, -, 0.4% elo% vs. v16, avg. reward: -1.631, 7.403 sec/game, 334.4 min. total, 1171.4 MB
marrow_each v18 2691 games, 6503051 moves, e=0.010, loss: 48521497565.2, -, 0.4% elo% vs. v16, avg. reward: -1.631, 7.391 sec/game, 334.6 min. total, 1172.1 MB
marrow_each v18 2692 games, 6505402 moves, e=0.010, loss: 48191517307.5, -, 0.4% elo% vs. v16, avg. reward: -1.635, 7.362 sec/game, 334.7 min. total, 1174.4 MB
marrow_each v18 2693 games, 6507709 moves, e=0.010, loss: 49780497224.3, -, 0.4% elo% vs. v16, avg. reward: -1.640, 7.354 sec/game, 334.8 min. total, 1174.1 MB
marrow_each v18 2694 games, 6510011 moves, e=0.010, loss: 50479229468.4, -, 0.4% elo% vs. v16, avg. reward: -1.640, 7.368 sec/game, 334.9 min. total, 1171.9 MB
marrow_each v18 2695 games, 6512247 moves, e=0.010, loss: 51285427356.9, -, 0.4% elo% vs. v16, avg. reward: -1.642, 7.333 sec/game, 335.0 min. total, 1171.3 MB
marrow_each v18 2696 games, 6514540 moves, e=0.010, loss: 53968956099.1, -, 0.4% elo% vs. v16, avg. reward: -1.642, 7.334 sec/game, 335.1 min. total, 1170.9 MB
marrow_each v18 2697 games, 6516864 moves, e=0.010, loss: 54437912451.4, -, 0.4% elo% vs. v16, avg. reward: -1.646, 7.305 sec/game, 335.3 min. total, 1173.7 MB
marrow_each v18 2698 games, 6519252 moves, e=0.010, loss: 51394365108.4, -, 0.4% elo% vs. v16, avg. reward: -1.646, 7.277 sec/game, 335.4 min. total, 1174.6 MB
marrow_each v18 2699 games, 6521540 moves, e=0.010, loss: 49002635670.1, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.264 sec/game, 335.5 min. total, 1176.0 MB
marrow_each v18 2700 games, 6523722 moves, e=0.010, loss: 49900569914.4, -, 0.4% elo% vs. v16, avg. reward: -1.652, 7.206 sec/game, 335.6 min. total, 1173.3 MB
marrow_each v18 2701 games, 6526031 moves, e=0.010, loss: 45872877801.6, -, 0.4% elo% vs. v16, avg. reward: -1.655, 7.177 sec/game, 335.7 min. total, 1173.4 MB
marrow_each v18 2702 games, 6528516 moves, e=0.010, loss: 45374645011.1, -, 0.4% elo% vs. v16, avg. reward: -1.653, 7.199 sec/game, 335.9 min. total, 1175.4 MB
marrow_each v18 2703 games, 6530984 moves, e=0.010, loss: 45046478510.2, -, 0.4% elo% vs. v16, avg. reward: -1.653, 7.197 sec/game, 336.0 min. total, 1176.1 MB
marrow_each v18 2704 games, 6533443 moves, e=0.010, loss: 45324496949.7, -, 0.4% elo% vs. v16, avg. reward: -1.652, 7.236 sec/game, 336.1 min. total, 1176.4 MB
marrow_each v18 2705 games, 6535960 moves, e=0.010, loss: 47129433723.1, -, 0.4% elo% vs. v16, avg. reward: -1.650, 7.254 sec/game, 336.2 min. total, 1177.3 MB
marrow_each v18 2706 games, 6538513 moves, e=0.010, loss: 46646582657.8, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.306 sec/game, 336.4 min. total, 1177.2 MB
marrow_each v18 2707 games, 6541058 moves, e=0.010, loss: 48468302821.2, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.337 sec/game, 336.5 min. total, 1175.6 MB
marrow_each v18 2708 games, 6543632 moves, e=0.010, loss: 48650738128.5, -, 0.4% elo% vs. v16, avg. reward: -1.646, 7.353 sec/game, 336.6 min. total, 1178.5 MB
marrow_each v18 2709 games, 6546030 moves, e=0.010, loss: 48023051382.8, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.355 sec/game, 336.8 min. total, 1178.3 MB
marrow_each v18 2710 games, 6548466 moves, e=0.010, loss: 47532249861.8, -, 0.4% elo% vs. v16, avg. reward: -1.650, 7.365 sec/game, 336.9 min. total, 1177.6 MB
marrow_each v18 2711 games, 6550909 moves, e=0.010, loss: 49233082020.4, -, 0.4% elo% vs. v16, avg. reward: -1.652, 7.360 sec/game, 337.0 min. total, 1178.3 MB
marrow_each v18 2712 games, 6553266 moves, e=0.010, loss: 50406044742.3, -, 0.4% elo% vs. v16, avg. reward: -1.655, 7.384 sec/game, 337.1 min. total, 1179.1 MB
marrow_each v18 2713 games, 6555637 moves, e=0.010, loss: 50100252311.7, -, 0.4% elo% vs. v16, avg. reward: -1.655, 7.387 sec/game, 337.3 min. total, 1181.3 MB
marrow_each v18 2714 games, 6558130 moves, e=0.010, loss: 48751565009.0, -, 0.4% elo% vs. v16, avg. reward: -1.655, 7.419 sec/game, 337.4 min. total, 1180.8 MB
marrow_each v18 2715 games, 6560603 moves, e=0.010, loss: 48255107871.2, -, 0.4% elo% vs. v16, avg. reward: -1.651, 7.452 sec/game, 337.5 min. total, 1182.1 MB
marrow_each v18 2716 games, 6563027 moves, e=0.010, loss: 47901465696.3, -, 0.4% elo% vs. v16, avg. reward: -1.651, 7.478 sec/game, 337.6 min. total, 1183.3 MB
marrow_each v18 2717 games, 6565420 moves, e=0.010, loss: 49589351258.9, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.482 sec/game, 337.8 min. total, 1182.7 MB
marrow_each v18 2718 games, 6567743 moves, e=0.010, loss: 50484211131.1, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.474 sec/game, 337.9 min. total, 1182.5 MB
marrow_each v18 2719 games, 6570099 moves, e=0.010, loss: 50192689218.8, -, 0.4% elo% vs. v16, avg. reward: -1.648, 7.471 sec/game, 338.0 min. total, 1185.2 MB
marrow_each v18 2720 games, 6572413 moves, e=0.010, loss: 52188562534.8, -, 0.4% elo% vs. v16, avg. reward: -1.649, 7.493 sec/game, 338.1 min. total, 1184.6 MB
marrow_each v18 2721 games, 6574590 moves, e=0.010, loss: 53650389131.0, -, 0.4% elo% vs. v16, avg. reward: -1.652, 7.468 sec/game, 338.2 min. total, 1183.9 MB
marrow_each v18 2722 games, 6576822 moves, e=0.010, loss: 55074416082.6, -, 0.4% elo% vs. v16, avg. reward: -1.654, 7.428 sec/game, 338.3 min. total, 1183.2 MB
marrow_each v18 2723 games, 6579130 moves, e=0.010, loss: 59505807816.9, -, 0.4% elo% vs. v16, avg. reward: -1.657, 7.407 sec/game, 338.5 min. total, 1183.9 MB
marrow_each v18 2724 games, 6581317 moves, e=0.010, loss: 58177560832.0, -, 0.4% elo% vs. v16, avg. reward: -1.659, 7.374 sec/game, 338.6 min. total, 1183.3 MB
marrow_each v18 2725 games, 6583574 moves, e=0.010, loss: 64153359705.3, -, 0.4% elo% vs. v16, avg. reward: -1.660, 7.335 sec/game, 338.7 min. total, 1184.4 MB
marrow_each v18 2726 games, 6586016 moves, e=0.010, loss: 61605956587.2, -, 0.4% elo% vs. v16, avg. reward: -1.658, 7.330 sec/game, 338.8 min. total, 1186.1 MB
marrow_each v18 2727 games, 6588213 moves, e=0.010, loss: 62394613450.2, -, 0.4% elo% vs. v16, avg. reward: -1.658, 7.278 sec/game, 338.9 min. total, 1188.1 MB
marrow_each v18 2728 games, 6590564 moves, e=0.010, loss: 63619483344.9, -, 0.4% elo% vs. v16, avg. reward: -1.658, 7.249 sec/game, 339.1 min. total, 1190.1 MB
marrow_each v18 2729 games, 6592992 moves, e=0.010, loss: 60279624745.4, -, 0.4% elo% vs. v16, avg. reward: -1.662, 7.264 sec/game, 339.2 min. total, 1190.6 MB
marrow_each v18 2730 games, 6595617 moves, e=0.010, loss: 61000194883.6, -, 0.4% elo% vs. v16, avg. reward: -1.661, 7.305 sec/game, 339.3 min. total, 1193.4 MB
marrow_each v18 2731 games, 6598017 moves, e=0.010, loss: 61244062984.8, -, 0.4% elo% vs. v16, avg. reward: -1.661, 7.313 sec/game, 339.4 min. total, 1193.9 MB
marrow_each v18 2732 games, 6600429 moves, e=0.010, loss: 59106249193.4, -, 0.4% elo% vs. v16, avg. reward: -1.664, 7.299 sec/game, 339.6 min. total, 1175.2 MB
marrow_each v18 2733 games, 6602632 moves, e=0.010, loss: 63142560654.2, -, 0.4% elo% vs. v16, avg. reward: -1.669, 7.291 sec/game, 339.7 min. total, 1174.3 MB
marrow_each v18 2734 games, 6604973 moves, e=0.010, loss: 63236497372.0, -, 0.4% elo% vs. v16, avg. reward: -1.670, 7.275 sec/game, 339.8 min. total, 1176.9 MB
marrow_each v18 2735 games, 6607224 moves, e=0.010, loss: 64239191847.3, -, 0.4% elo% vs. v16, avg. reward: -1.672, 7.260 sec/game, 339.9 min. total, 1139.5 MB
marrow_each v18 2736 games, 6609536 moves, e=0.010, loss: 66837730456.5, -, 0.4% elo% vs. v16, avg. reward: -1.673, 7.261 sec/game, 340.1 min. total, 1138.7 MB
marrow_each v18 2737 games, 6611995 moves, e=0.010, loss: 62380141281.8, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.269 sec/game, 340.2 min. total, 1139.9 MB
marrow_each v18 2738 games, 6614368 moves, e=0.010, loss: 63778118497.2, -, 0.4% elo% vs. v16, avg. reward: -1.674, 7.288 sec/game, 340.3 min. total, 1141.1 MB
marrow_each v18 2739 games, 6616749 moves, e=0.010, loss: 62270824560.9, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.332 sec/game, 340.4 min. total, 1140.4 MB
marrow_each v18 2740 games, 6618976 moves, e=0.010, loss: 61956732331.6, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.342 sec/game, 340.6 min. total, 1141.5 MB
marrow_each v18 2741 games, 6621273 moves, e=0.010, loss: 61969936175.0, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.397 sec/game, 340.7 min. total, 1143.6 MB
marrow_each v18 2742 games, 6623599 moves, e=0.010, loss: 62256210215.3, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.419 sec/game, 340.8 min. total, 1145.8 MB
marrow_each v18 2743 games, 6625917 moves, e=0.010, loss: 64598062346.9, -, 0.4% elo% vs. v16, avg. reward: -1.675, 7.437 sec/game, 340.9 min. total, 1130.1 MB
marrow_each v18 2744 games, 6628187 moves, e=0.010, loss: 66067214624.0, -, 0.4% elo% vs. v16, avg. reward: -1.677, 7.462 sec/game, 341.1 min. total, 1128.0 MB
marrow_each v18 2745 games, 6630504 moves, e=0.010, loss: 64910372945.8, -, 0.4% elo% vs. v16, avg. reward: -1.678, 7.468 sec/game, 341.2 min. total, 1129.3 MB
marrow_each v18 2746 games, 6632850 moves, e=0.010, loss: 65186719923.6, -, 0.4% elo% vs. v16, avg. reward: -1.678, 7.472 sec/game, 341.3 min. total, 1128.6 MB
marrow_each v18 2747 games, 6635246 moves, e=0.010, loss: 63550442424.4, -, 0.4% elo% vs. v16, avg. reward: -1.678, 7.496 sec/game, 341.4 min. total, 1127.6 MB
marrow_each v18 2748 games, 6637786 moves, e=0.010, loss: 60851299591.2, -, 0.4% elo% vs. v16, avg. reward: -1.679, 7.528 sec/game, 341.6 min. total, 1129.9 MB
marrow_each v18 2749 games, 6640161 moves, e=0.010, loss: 60776952346.0, -, 0.4% elo% vs. v16, avg. reward: -1.679, 7.536 sec/game, 341.7 min. total, 1135.1 MB
marrow_each v18 2750 games, 6642530 moves, e=0.010, loss: 58680013364.8, -, 0.4% elo% vs. v16, avg. reward: -1.682, 7.484 sec/game, 341.8 min. total, 1134.6 MB
marrow_each v18 2751 games, 6644846 moves, e=0.010, loss: 59954075447.9, -, 0.4% elo% vs. v16, avg. reward: -1.685, 7.465 sec/game, 341.9 min. total, 1134.5 MB
marrow_each v18 2752 games, 6647196 moves, e=0.010, loss: 59486200207.0, -, 0.3% elo% vs. v16, avg. reward: -1.685, 7.478 sec/game, 342.1 min. total, 1133.8 MB
marrow_each v18 2753 games, 6649468 moves, e=0.010, loss: 60613094368.3, -, 0.3% elo% vs. v16, avg. reward: -1.687, 7.467 sec/game, 342.2 min. total, 1131.4 MB
marrow_each v18 2754 games, 6651730 moves, e=0.010, loss: 63503227360.9, -, 0.3% elo% vs. v16, avg. reward: -1.688, 7.451 sec/game, 342.3 min. total, 1131.3 MB
marrow_each v18 2755 games, 6654143 moves, e=0.010, loss: 64729266947.8, -, 0.3% elo% vs. v16, avg. reward: -1.685, 7.474 sec/game, 342.4 min. total, 1131.6 MB
marrow_each v18 2756 games, 6656504 moves, e=0.010, loss: 67281957292.1, -, 0.3% elo% vs. v16, avg. reward: -1.685, 7.449 sec/game, 342.5 min. total, 1135.5 MB
marrow_each v18 2757 games, 6658779 moves, e=0.010, loss: 67693119382.2, -, 0.3% elo% vs. v16, avg. reward: -1.682, 7.423 sec/game, 342.7 min. total, 1137.8 MB
marrow_each v18 2758 games, 6661066 moves, e=0.010, loss: 67250255429.0, -, 0.3% elo% vs. v16, avg. reward: -1.682, 7.405 sec/game, 342.8 min. total, 1137.1 MB
marrow_each v18 2759 games, 6663345 moves, e=0.010, loss: 65503888747.7, -, 0.3% elo% vs. v16, avg. reward: -1.678, 7.360 sec/game, 342.9 min. total, 1136.6 MB
marrow_each v18 2760 games, 6665561 moves, e=0.010, loss: 66030848129.1, -, 0.3% elo% vs. v16, avg. reward: -1.679, 7.332 sec/game, 343.0 min. total, 1135.6 MB
marrow_each v18 2761 games, 6667783 moves, e=0.010, loss: 72496843484.2, -, 0.3% elo% vs. v16, avg. reward: -1.682, 7.293 sec/game, 343.1 min. total, 1135.0 MB
marrow_each v18 2762 games, 6670062 moves, e=0.010, loss: 72234989667.1, -, 0.3% elo% vs. v16, avg. reward: -1.686, 7.253 sec/game, 343.2 min. total, 1137.0 MB
marrow_each v18 2763 games, 6672418 moves, e=0.010, loss: 72621073499.5, -, 0.3% elo% vs. v16, avg. reward: -1.688, 7.254 sec/game, 343.4 min. total, 1140.2 MB
marrow_each v18 2764 games, 6674642 moves, e=0.010, loss: 73486940060.3, -, 0.3% elo% vs. v16, avg. reward: -1.689, 7.226 sec/game, 343.5 min. total, 1141.2 MB
marrow_each v18 2765 games, 6677055 moves, e=0.010, loss: 78434123476.3, -, 0.3% elo% vs. v16, avg. reward: -1.690, 7.242 sec/game, 343.6 min. total, 1145.3 MB
marrow_each v18 2766 games, 6679436 moves, e=0.010, loss: 81137372834.4, -, 0.3% elo% vs. v16, avg. reward: -1.689, 7.241 sec/game, 343.7 min. total, 1145.4 MB
marrow_each v18 2767 games, 6681896 moves, e=0.010, loss: 81000358496.7, -, 0.3% elo% vs. v16, avg. reward: -1.686, 7.254 sec/game, 343.9 min. total, 1145.3 MB
marrow_each v18 2768 games, 6684229 moves, e=0.010, loss: 78096534057.1, -, 0.3% elo% vs. v16, avg. reward: -1.687, 7.220 sec/game, 344.0 min. total, 1147.4 MB
marrow_each v18 2769 games, 6686670 moves, e=0.010, loss: 76388147016.9, -, 0.3% elo% vs. v16, avg. reward: -1.687, 7.215 sec/game, 344.1 min. total, 1145.9 MB
marrow_each v18 2770 games, 6688998 moves, e=0.010, loss: 75443835309.5, -, 0.3% elo% vs. v16, avg. reward: -1.687, 7.213 sec/game, 344.2 min. total, 1147.7 MB
marrow_each v18 2771 games, 6691328 moves, e=0.010, loss: 72249919843.1, -, 0.3% elo% vs. v16, avg. reward: -1.688, 7.232 sec/game, 344.3 min. total, 1145.7 MB
marrow_each v18 2772 games, 6693653 moves, e=0.010, loss: 71675847152.0, -, 0.3% elo% vs. v16, avg. reward: -1.689, 7.221 sec/game, 344.5 min. total, 1145.2 MB
marrow_each v18 2773 games, 6696016 moves, e=0.010, loss: 70187778133.0, -, 0.3% elo% vs. v16, avg. reward: -1.685, 7.235 sec/game, 344.6 min. total, 1145.1 MB
marrow_each v18 2774 games, 6698410 moves, e=0.010, loss: 70074417706.0, -, 0.3% elo% vs. v16, avg. reward: -1.684, 7.248 sec/game, 344.7 min. total, 1148.6 MB
marrow_each v18 2775 games, 6700862 moves, e=0.010, loss: 72523507050.0, -, 0.3% elo% vs. v16, avg. reward: -1.680, 7.248 sec/game, 344.8 min. total, 1148.0 MB
marrow_each v18 2776 games, 6703467 moves, e=0.010, loss: 71715765646.7, -, 0.3% elo% vs. v16, avg. reward: -1.676, 7.310 sec/game, 345.0 min. total, 1150.5 MB
marrow_each v18 2777 games, 6705943 moves, e=0.010, loss: 70959159186.6, -, 0.3% elo% vs. v16, avg. reward: -1.677, 7.341 sec/game, 345.1 min. total, 1151.2 MB
marrow_each v18 2778 games, 6708352 moves, e=0.010, loss: 73067851948.6, -, 0.3% elo% vs. v16, avg. reward: -1.679, 7.365 sec/game, 345.2 min. total, 1154.3 MB
marrow_each v18 2779 games, 6710779 moves, e=0.010, loss: 69005557037.9, -, 0.3% elo% vs. v16, avg. reward: -1.679, 7.372 sec/game, 345.3 min. total, 1156.4 MB
marrow_each v18 2780 games, 6713144 moves, e=0.010, loss: 65155200198.1, -, 0.3% elo% vs. v16, avg. reward: -1.677, 7.403 sec/game, 345.5 min. total, 1153.5 MB
marrow_each v18 2781 games, 6715503 moves, e=0.010, loss: 67998061277.8, -, 0.3% elo% vs. v16, avg. reward: -1.675, 7.408 sec/game, 345.6 min. total, 1156.1 MB
marrow_each v18 2782 games, 6717877 moves, e=0.010, loss: 67337685716.3, -, 0.3% elo% vs. v16, avg. reward: -1.676, 7.472 sec/game, 345.7 min. total, 1156.0 MB
marrow_each v18 2783 games, 6720384 moves, e=0.010, loss: 68782488032.0, -, 0.3% elo% vs. v16, avg. reward: -1.675, 7.518 sec/game, 345.9 min. total, 1156.7 MB
marrow_each v18 2784 games, 6722747 moves, e=0.010, loss: 70347208114.2, -, 0.3% elo% vs. v16, avg. reward: -1.672, 7.539 sec/game, 346.0 min. total, 1158.2 MB
marrow_each v18 2785 games, 6724922 moves, e=0.010, loss: 68281082213.4, -, 0.3% elo% vs. v16, avg. reward: -1.673, 7.500 sec/game, 346.1 min. total, 1155.8 MB
marrow_each v18 2786 games, 6727318 moves, e=0.010, loss: 66923630395.8, -, 0.3% elo% vs. v16, avg. reward: -1.672, 7.492 sec/game, 346.2 min. total, 1155.9 MB
marrow_each v18 2787 games, 6729703 moves, e=0.010, loss: 69754754388.3, -, 0.3% elo% vs. v16, avg. reward: -1.669, 7.478 sec/game, 346.3 min. total, 1155.4 MB
marrow_each v18 2788 games, 6732123 moves, e=0.010, loss: 73330693031.5, -, 0.3% elo% vs. v16, avg. reward: -1.670, 7.494 sec/game, 346.5 min. total, 1155.7 MB
marrow_each v18 2789 games, 6734553 moves, e=0.010, loss: 74044327643.4, -, 0.3% elo% vs. v16, avg. reward: -1.667, 7.491 sec/game, 346.6 min. total, 1159.9 MB
marrow_each v18 2790 games, 6737009 moves, e=0.010, loss: 74329330594.6, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.514 sec/game, 346.7 min. total, 1160.4 MB
marrow_each v18 2791 games, 6739385 moves, e=0.010, loss: 78667995693.9, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.508 sec/game, 346.8 min. total, 1161.1 MB
marrow_each v18 2792 games, 6741666 moves, e=0.010, loss: 77506106688.8, -, 0.3% elo% vs. v16, avg. reward: -1.662, 7.507 sec/game, 347.0 min. total, 1161.9 MB
marrow_each v18 2793 games, 6743862 moves, e=0.010, loss: 79916816518.5, -, 0.3% elo% vs. v16, avg. reward: -1.661, 7.501 sec/game, 347.1 min. total, 1161.8 MB
marrow_each v18 2794 games, 6746229 moves, e=0.010, loss: 82871847966.0, -, 0.3% elo% vs. v16, avg. reward: -1.659, 7.496 sec/game, 347.2 min. total, 1159.6 MB
marrow_each v18 2795 games, 6748481 moves, e=0.010, loss: 88052564331.2, -, 0.3% elo% vs. v16, avg. reward: -1.659, 7.472 sec/game, 347.3 min. total, 1158.8 MB
marrow_each v18 2796 games, 6750736 moves, e=0.010, loss: 90313124763.3, -, 0.3% elo% vs. v16, avg. reward: -1.661, 7.408 sec/game, 347.4 min. total, 1159.7 MB
marrow_each v18 2797 games, 6753083 moves, e=0.010, loss: 94268393291.2, -, 0.3% elo% vs. v16, avg. reward: -1.660, 7.378 sec/game, 347.6 min. total, 1162.3 MB
marrow_each v18 2798 games, 6755506 moves, e=0.010, loss: 86812430965.8, -, 0.3% elo% vs. v16, avg. reward: -1.658, 7.388 sec/game, 347.7 min. total, 1163.7 MB
marrow_each v18 2799 games, 6757952 moves, e=0.010, loss: 89528069275.8, -, 0.3% elo% vs. v16, avg. reward: -1.655, 7.412 sec/game, 347.8 min. total, 1164.2 MB
marrow_each v18 2800 games, 6760310 moves, e=0.010, loss: 87936921339.7, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.393 sec/game, 347.9 min. total, 1164.6 MB
marrow_each v18 2801 games, 6762675 moves, e=0.010, loss: 87315935689.0, -, 0.3% elo% vs. v16, avg. reward: -1.650, 7.416 sec/game, 348.1 min. total, 1167.7 MB
marrow_each v18 2802 games, 6764958 moves, e=0.010, loss: 91349088780.0, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.374 sec/game, 348.2 min. total, 1167.3 MB
marrow_each v18 2803 games, 6767262 moves, e=0.010, loss: 91406453230.6, -, 0.3% elo% vs. v16, avg. reward: -1.653, 7.313 sec/game, 348.3 min. total, 1165.1 MB
marrow_each v18 2804 games, 6769475 moves, e=0.010, loss: 95809041123.0, -, 0.3% elo% vs. v16, avg. reward: -1.655, 7.287 sec/game, 348.4 min. total, 1167.4 MB
marrow_each v18 2805 games, 6771846 moves, e=0.010, loss: 96559430607.4, -, 0.3% elo% vs. v16, avg. reward: -1.659, 7.326 sec/game, 348.5 min. total, 1167.1 MB
marrow_each v18 2806 games, 6774317 moves, e=0.010, loss: 97745345772.8, -, 0.3% elo% vs. v16, avg. reward: -1.659, 7.323 sec/game, 348.7 min. total, 1166.6 MB
marrow_each v18 2807 games, 6776542 moves, e=0.010, loss: 97634029887.5, -, 0.3% elo% vs. v16, avg. reward: -1.661, 7.300 sec/game, 348.8 min. total, 1167.0 MB
marrow_each v18 2808 games, 6778749 moves, e=0.010, loss: 94820011699.4, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.262 sec/game, 348.9 min. total, 1167.8 MB
marrow_each v18 2809 games, 6781117 moves, e=0.010, loss: 90797192845.5, -, 0.3% elo% vs. v16, avg. reward: -1.662, 7.264 sec/game, 349.0 min. total, 1169.1 MB
marrow_each v18 2810 games, 6783446 moves, e=0.010, loss: 93629517799.9, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.240 sec/game, 349.1 min. total, 1169.6 MB
marrow_each v18 2811 games, 6785856 moves, e=0.010, loss: 91480497158.5, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.237 sec/game, 349.3 min. total, 1171.1 MB
marrow_each v18 2812 games, 6788140 moves, e=0.010, loss: 90216227588.5, -, 0.3% elo% vs. v16, avg. reward: -1.663, 7.235 sec/game, 349.4 min. total, 1172.1 MB
marrow_each v18 2813 games, 6790500 moves, e=0.010, loss: 87684220952.9, -, 0.3% elo% vs. v16, avg. reward: -1.662, 7.240 sec/game, 349.5 min. total, 1171.7 MB
marrow_each v18 2814 games, 6792896 moves, e=0.010, loss: 87710692680.4, -, 0.3% elo% vs. v16, avg. reward: -1.664, 7.247 sec/game, 349.6 min. total, 1172.8 MB
marrow_each v18 2815 games, 6795283 moves, e=0.010, loss: 88451446109.7, -, 0.3% elo% vs. v16, avg. reward: -1.668, 7.266 sec/game, 349.7 min. total, 1175.2 MB
marrow_each v18 2816 games, 6797741 moves, e=0.010, loss: 86458687990.6, -, 0.3% elo% vs. v16, avg. reward: -1.668, 7.304 sec/game, 349.9 min. total, 1177.0 MB
marrow_each v18 2817 games, 6800220 moves, e=0.010, loss: 92301628760.2, -, 0.3% elo% vs. v16, avg. reward: -1.668, 7.321 sec/game, 350.0 min. total, 1178.0 MB
marrow_each v18 2818 games, 6802697 moves, e=0.010, loss: 90734499216.7, -, 0.3% elo% vs. v16, avg. reward: -1.665, 7.325 sec/game, 350.1 min. total, 1179.1 MB
marrow_each v18 2819 games, 6805146 moves, e=0.010, loss: 90303585698.6, -, 0.3% elo% vs. v16, avg. reward: -1.664, 7.317 sec/game, 350.3 min. total, 1182.1 MB
marrow_each v18 2820 games, 6807549 moves, e=0.010, loss: 89370800233.8, -, 0.3% elo% vs. v16, avg. reward: -1.661, 7.330 sec/game, 350.4 min. total, 1180.3 MB
marrow_each v18 2821 games, 6809940 moves, e=0.010, loss: 87198805608.4, -, 0.3% elo% vs. v16, avg. reward: -1.657, 7.328 sec/game, 350.5 min. total, 1179.7 MB
marrow_each v18 2822 games, 6812207 moves, e=0.010, loss: 93971388496.0, -, 0.3% elo% vs. v16, avg. reward: -1.656, 7.323 sec/game, 350.6 min. total, 1178.0 MB
marrow_each v18 2823 games, 6814454 moves, e=0.010, loss: 101408229396.3, -, 0.3% elo% vs. v16, avg. reward: -1.655, 7.310 sec/game, 350.7 min. total, 1176.9 MB
marrow_each v18 2824 games, 6816723 moves, e=0.010, loss: 106336143697.2, -, 0.3% elo% vs. v16, avg. reward: -1.653, 7.339 sec/game, 350.9 min. total, 1178.8 MB
marrow_each v18 2825 games, 6819070 moves, e=0.010, loss: 114955385608.8, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.320 sec/game, 351.0 min. total, 1177.1 MB
marrow_each v18 2826 games, 6821440 moves, e=0.010, loss: 121264555360.0, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.321 sec/game, 351.1 min. total, 1182.2 MB
marrow_each v18 2827 games, 6823725 moves, e=0.010, loss: 123105751441.6, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.341 sec/game, 351.2 min. total, 1180.8 MB
marrow_each v18 2828 games, 6826003 moves, e=0.010, loss: 128027367642.1, -, 0.3% elo% vs. v16, avg. reward: -1.655, 7.361 sec/game, 351.3 min. total, 1182.1 MB
marrow_each v18 2829 games, 6828519 moves, e=0.010, loss: 127194497167.6, -, 0.3% elo% vs. v16, avg. reward: -1.650, 7.356 sec/game, 351.5 min. total, 1183.7 MB
marrow_each v18 2830 games, 6830815 moves, e=0.010, loss: 125539338622.4, -, 0.3% elo% vs. v16, avg. reward: -1.652, 7.353 sec/game, 351.6 min. total, 1183.3 MB
marrow_each v18 2831 games, 6833235 moves, e=0.010, loss: 114956248549.1, -, 0.3% elo% vs. v16, avg. reward: -1.651, 7.349 sec/game, 351.7 min. total, 1185.5 MB
marrow_each v18 2832 games, 6835700 moves, e=0.010, loss: 106295276991.0, -, 0.3% elo% vs. v16, avg. reward: -1.650, 7.364 sec/game, 351.8 min. total, 1185.0 MB
marrow_each v18 2833 games, 6838059 moves, e=0.010, loss: 104171423767.1, -, 0.3% elo% vs. v16, avg. reward: -1.647, 7.384 sec/game, 352.0 min. total, 1188.6 MB
marrow_each v18 2834 games, 6840421 moves, e=0.010, loss: 97375303293.0, -, 0.3% elo% vs. v16, avg. reward: -1.647, 7.372 sec/game, 352.1 min. total, 1190.8 MB
marrow_each v18 2835 games, 6842720 moves, e=0.010, loss: 102110892386.0, -, 0.3% elo% vs. v16, avg. reward: -1.647, 7.353 sec/game, 352.2 min. total, 1188.6 MB
marrow_each v18 2836 games, 6844858 moves, e=0.010, loss: 111530284179.9, -, 0.3% elo% vs. v16, avg. reward: -1.651, 7.300 sec/game, 352.3 min. total, 1188.1 MB
marrow_each v18 2837 games, 6847093 moves, e=0.010, loss: 113554095714.4, -, 0.3% elo% vs. v16, avg. reward: -1.653, 7.263 sec/game, 352.4 min. total, 1187.5 MB
