justness_pawing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
justness_pawing v23 1754 games, 3967606 moves, e=0.010, loss: 2028.8, -, 21.6% elo% vs. random_no_suicide, avg. reward: 3.279, 4.816 sec/game, 28.3 min. total, 635.9 MB
justness_pawing v23 1755 games, 3970120 moves, e=0.010, loss: 1835.3, -, 20.9% elo% vs. random_no_suicide, avg. reward: 3.279, 4.811 sec/game, 28.4 min. total, 637.9 MB
justness_pawing v23 1756 games, 3972680 moves, e=0.010, loss: 1829.0, ., 21.8% elo% vs. random_no_suicide, avg. reward: 3.279, 4.819 sec/game, 28.5 min. total, 639.9 MB
justness_pawing v23 1757 games, 3975096 moves, e=0.010, loss: 1973.8, +, 24.3% elo% vs. random_no_suicide, avg. reward: 3.279, 4.827 sec/game, 28.6 min. total, 638.0 MB
justness_pawing v23 1758 games, 3977562 moves, e=0.010, loss: 2280.1, ., 25.2% elo% vs. random_no_suicide, avg. reward: 3.279, 4.827 sec/game, 28.6 min. total, 638.3 MB
justness_pawing v23 1759 games, 3979958 moves, e=0.010, loss: 2620.2, -, 24.4% elo% vs. random_no_suicide, avg. reward: 3.277, 4.829 sec/game, 28.7 min. total, 638.6 MB
justness_pawing v23 1760 games, 3982471 moves, e=0.010, loss: 2583.3, -, 23.5% elo% vs. random_no_suicide, avg. reward: 3.278, 4.837 sec/game, 28.8 min. total, 636.8 MB
justness_pawing v23 1761 games, 3985045 moves, e=0.010, loss: 2611.6, ., 24.4% elo% vs. random_no_suicide, avg. reward: 3.280, 4.841 sec/game, 28.9 min. total, 641.9 MB
justness_pawing v23 1762 games, 3987582 moves, e=0.010, loss: 2652.5, -, 23.6% elo% vs. random_no_suicide, avg. reward: 3.281, 4.847 sec/game, 29.0 min. total, 643.8 MB
justness_pawing v23 1763 games, 3990133 moves, e=0.010, loss: 2883.3, -, 22.8% elo% vs. random_no_suicide, avg. reward: 3.281, 4.857 sec/game, 29.1 min. total, 646.0 MB
justness_pawing v23 1764 games, 3992652 moves, e=0.010, loss: 2413.3, +, 25.4% elo% vs. random_no_suicide, avg. reward: 3.284, 4.874 sec/game, 29.1 min. total, 648.0 MB
justness_pawing v23 1765 games, 3995039 moves, e=0.010, loss: 2310.1, -, 24.6% elo% vs. random_no_suicide, avg. reward: 3.283, 4.881 sec/game, 29.2 min. total, 646.1 MB
justness_pawing v23 1766 games, 3997474 moves, e=0.010, loss: 2615.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: 3.281, 4.882 sec/game, 29.3 min. total, 644.6 MB
justness_pawing v23 1767 games, 3999890 moves, e=0.010, loss: 3269.0, +, 26.4% elo% vs. random_no_suicide, avg. reward: 3.280, 4.870 sec/game, 29.4 min. total, 642.9 MB
justness_pawing v23 1768 games, 4002372 moves, e=0.010, loss: 3799.7, +, 29.1% elo% vs. random_no_suicide, avg. reward: 3.277, 4.859 sec/game, 29.5 min. total, 641.8 MB
justness_pawing v23 1769 games, 4004820 moves, e=0.010, loss: 3818.6, -, 28.0% elo% vs. random_no_suicide, avg. reward: 3.277, 4.838 sec/game, 29.5 min. total, 641.1 MB
justness_pawing v23 1770 games, 4007257 moves, e=0.010, loss: 3139.6, -, 27.0% elo% vs. random_no_suicide, avg. reward: 3.280, 4.839 sec/game, 29.6 min. total, 640.6 MB
justness_pawing v23 1771 games, 4009660 moves, e=0.010, loss: 2659.2, -, 26.0% elo% vs. random_no_suicide, avg. reward: 3.281, 4.841 sec/game, 29.7 min. total, 643.1 MB
justness_pawing v23 1772 games, 4012185 moves, e=0.010, loss: 2799.0, -, 25.1% elo% vs. random_no_suicide, avg. reward: 3.283, 4.860 sec/game, 29.8 min. total, 642.9 MB
justness_pawing v23 1773 games, 4014683 moves, e=0.010, loss: 2744.9, +, 27.8% elo% vs. random_no_suicide, avg. reward: 3.283, 4.836 sec/game, 29.9 min. total, 643.7 MB
justness_pawing v23 1774 games, 4017279 moves, e=0.010, loss: 2653.3, -, 26.8% elo% vs. random_no_suicide, avg. reward: 3.286, 4.845 sec/game, 29.9 min. total, 647.7 MB
justness_pawing v23 1775 games, 4019796 moves, e=0.010, loss: 2577.0, +, 29.5% elo% vs. random_no_suicide, avg. reward: 3.287, 4.847 sec/game, 30.0 min. total, 648.6 MB
justness_pawing v23 1776 games, 4022249 moves, e=0.010, loss: 2820.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: 3.288, 4.840 sec/game, 30.1 min. total, 648.1 MB
justness_pawing v23 1777 games, 4024746 moves, e=0.010, loss: 2668.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 3.290, 4.861 sec/game, 30.2 min. total, 647.3 MB
justness_pawing v23 1778 games, 4027196 moves, e=0.010, loss: 2558.7, -, 26.3% elo% vs. random_no_suicide, avg. reward: 3.290, 4.867 sec/game, 30.3 min. total, 647.1 MB
justness_pawing v23 1779 games, 4029565 moves, e=0.010, loss: 3200.9, +, 29.0% elo% vs. random_no_suicide, avg. reward: 3.286, 4.854 sec/game, 30.3 min. total, 647.1 MB
justness_pawing v23 1780 games, 4031982 moves, e=0.010, loss: 2944.4, +, 31.8% elo% vs. random_no_suicide, avg. reward: 3.286, 4.839 sec/game, 30.4 min. total, 648.0 MB
justness_pawing v23 1781 games, 4034449 moves, e=0.010, loss: 3439.9, -, 30.5% elo% vs. random_no_suicide, avg. reward: 3.288, 4.843 sec/game, 30.5 min. total, 649.7 MB
justness_pawing v23 1782 games, 4036891 moves, e=0.010, loss: 3857.6, -, 29.4% elo% vs. random_no_suicide, avg. reward: 3.288, 4.839 sec/game, 30.6 min. total, 648.0 MB
justness_pawing v23 1783 games, 4039397 moves, e=0.010, loss: 3164.1, +, 32.1% elo% vs. random_no_suicide, avg. reward: 3.289, 4.833 sec/game, 30.7 min. total, 649.1 MB
justness_pawing v23 1784 games, 4041867 moves, e=0.010, loss: 3401.6, -, 30.9% elo% vs. random_no_suicide, avg. reward: 3.288, 4.828 sec/game, 30.7 min. total, 648.6 MB
justness_pawing v23 1785 games, 4044289 moves, e=0.010, loss: 2922.4, -, 29.7% elo% vs. random_no_suicide, avg. reward: 3.285, 4.822 sec/game, 30.8 min. total, 650.5 MB
justness_pawing v23 1786 games, 4046854 moves, e=0.010, loss: 2678.1, ., 30.4% elo% vs. random_no_suicide, avg. reward: 3.286, 4.866 sec/game, 30.9 min. total, 652.1 MB
justness_pawing v23 1787 games, 4049378 moves, e=0.010, loss: 2502.7, -, 29.3% elo% vs. random_no_suicide, avg. reward: 3.286, 4.875 sec/game, 31.0 min. total, 652.0 MB
justness_pawing v23 1788 games, 4052091 moves, e=0.010, loss: 2275.8, ., 30.1% elo% vs. random_no_suicide, avg. reward: 3.287, 4.898 sec/game, 31.1 min. total, 655.7 MB
justness_pawing v23 1789 games, 4054600 moves, e=0.010, loss: 2327.4, -, 28.9% elo% vs. random_no_suicide, avg. reward: 3.285, 4.909 sec/game, 31.2 min. total, 655.4 MB
justness_pawing v23 1790 games, 4057048 moves, e=0.010, loss: 2366.5, -, 27.8% elo% vs. random_no_suicide, avg. reward: 3.289, 4.916 sec/game, 31.2 min. total, 657.0 MB
justness_pawing v23 1791 games, 4059519 moves, e=0.010, loss: 2625.8, +, 30.6% elo% vs. random_no_suicide, avg. reward: 3.290, 4.922 sec/game, 31.3 min. total, 656.5 MB
justness_pawing v23 1792 games, 4061942 moves, e=0.010, loss: 2682.8, -, 29.4% elo% vs. random_no_suicide, avg. reward: 3.290, 4.902 sec/game, 31.4 min. total, 653.7 MB
justness_pawing v23 1793 games, 4064407 moves, e=0.010, loss: 2322.5, -, 28.3% elo% vs. random_no_suicide, avg. reward: 3.287, 4.912 sec/game, 31.5 min. total, 652.5 MB
justness_pawing v23 1794 games, 4066947 moves, e=0.010, loss: 2309.0, -, 27.2% elo% vs. random_no_suicide, avg. reward: 3.287, 4.909 sec/game, 31.6 min. total, 654.5 MB
justness_pawing v23 1795 games, 4069509 moves, e=0.010, loss: 2327.6, -, 26.3% elo% vs. random_no_suicide, avg. reward: 3.285, 4.917 sec/game, 31.7 min. total, 655.0 MB
justness_pawing v23 1796 games, 4071918 moves, e=0.010, loss: 2566.4, -, 25.3% elo% vs. random_no_suicide, avg. reward: 3.285, 4.913 sec/game, 31.7 min. total, 657.0 MB
justness_pawing v23 1797 games, 4074327 moves, e=0.010, loss: 2693.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: 3.282, 4.896 sec/game, 31.8 min. total, 657.3 MB
justness_pawing v23 1798 games, 4076782 moves, e=0.010, loss: 2897.0, -, 23.6% elo% vs. random_no_suicide, avg. reward: 3.278, 4.893 sec/game, 31.9 min. total, 654.8 MB
justness_pawing v23 1799 games, 4079204 moves, e=0.010, loss: 3001.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: 3.275, 4.903 sec/game, 32.0 min. total, 653.6 MB
justness_pawing v23 1800 games, 4081679 moves, e=0.010, loss: 3037.0, ., 23.8% elo% vs. random_no_suicide, avg. reward: 3.273, 4.917 sec/game, 32.1 min. total, 655.4 MB
justness_pawing v23 1801 games, 4084134 moves, e=0.010, loss: 2799.8, ., 24.6% elo% vs. random_no_suicide, avg. reward: 3.271, 4.912 sec/game, 32.1 min. total, 655.4 MB
justness_pawing v23 1802 games, 4086539 moves, e=0.010, loss: 2983.4, -, 23.8% elo% vs. random_no_suicide, avg. reward: 3.269, 4.914 sec/game, 32.2 min. total, 655.8 MB
justness_pawing v23 1803 games, 4088967 moves, e=0.010, loss: 3539.0, -, 23.0% elo% vs. random_no_suicide, avg. reward: 3.268, 4.909 sec/game, 32.3 min. total, 656.5 MB
justness_pawing v23 1804 games, 4091419 moves, e=0.010, loss: 3876.0, -, 22.3% elo% vs. random_no_suicide, avg. reward: 3.268, 4.899 sec/game, 32.4 min. total, 656.1 MB
justness_pawing v23 1805 games, 4093910 moves, e=0.010, loss: 4128.2, -, 21.6% elo% vs. random_no_suicide, avg. reward: 3.269, 4.905 sec/game, 32.5 min. total, 658.8 MB
justness_pawing v23 1806 games, 4096435 moves, e=0.010, loss: 3817.5, +, 24.1% elo% vs. random_no_suicide, avg. reward: 3.267, 4.882 sec/game, 32.5 min. total, 660.8 MB
justness_pawing v23 1807 games, 4098882 moves, e=0.010, loss: 3659.1, -, 23.3% elo% vs. random_no_suicide, avg. reward: 3.267, 4.878 sec/game, 32.6 min. total, 661.6 MB
justness_pawing v23 1808 games, 4101464 moves, e=0.010, loss: 3107.1, -, 22.6% elo% vs. random_no_suicide, avg. reward: 3.268, 4.867 sec/game, 32.7 min. total, 663.1 MB
justness_pawing v23 1809 games, 4103967 moves, e=0.010, loss: 3083.8, ., 23.5% elo% vs. random_no_suicide, avg. reward: 3.269, 4.865 sec/game, 32.8 min. total, 663.1 MB
justness_pawing v23 1810 games, 4106426 moves, e=0.010, loss: 3330.0, -, 22.7% elo% vs. random_no_suicide, avg. reward: 3.268, 4.865 sec/game, 32.9 min. total, 662.6 MB
justness_pawing v23 1811 games, 4108911 moves, e=0.010, loss: 3294.9, ., 23.6% elo% vs. random_no_suicide, avg. reward: 3.268, 4.855 sec/game, 32.9 min. total, 662.3 MB
justness_pawing v23 1812 games, 4111281 moves, e=0.010, loss: 3226.1, -, 22.8% elo% vs. random_no_suicide, avg. reward: 3.265, 4.857 sec/game, 33.0 min. total, 662.5 MB
justness_pawing v23 1813 games, 4113746 moves, e=0.010, loss: 3857.4, -, 22.1% elo% vs. random_no_suicide, avg. reward: 3.263, 4.845 sec/game, 33.1 min. total, 666.2 MB
justness_pawing v23 1814 games, 4116325 moves, e=0.010, loss: 3561.4, +, 24.6% elo% vs. random_no_suicide, avg. reward: 3.265, 4.842 sec/game, 33.2 min. total, 663.5 MB
justness_pawing v23 1815 games, 4118849 moves, e=0.010, loss: 3432.9, ., 25.5% elo% vs. random_no_suicide, avg. reward: 3.263, 4.836 sec/game, 33.3 min. total, 665.9 MB
justness_pawing v23 1816 games, 4121204 moves, e=0.010, loss: 3482.9, ., 26.4% elo% vs. random_no_suicide, avg. reward: 3.260, 4.827 sec/game, 33.3 min. total, 664.3 MB
justness_pawing v23 1817 games, 4123626 moves, e=0.010, loss: 3345.6, +, 29.1% elo% vs. random_no_suicide, avg. reward: 3.257, 4.823 sec/game, 33.4 min. total, 664.6 MB
justness_pawing v23 1818 games, 4126122 moves, e=0.010, loss: 3074.3, -, 28.0% elo% vs. random_no_suicide, avg. reward: 3.256, 4.839 sec/game, 33.5 min. total, 664.3 MB
justness_pawing v23 1819 games, 4128602 moves, e=0.010, loss: 3276.6, +, 30.8% elo% vs. random_no_suicide, avg. reward: 3.255, 4.842 sec/game, 33.6 min. total, 665.3 MB
justness_pawing v23 1820 games, 4131117 moves, e=0.010, loss: 3124.5, ., 31.5% elo% vs. random_no_suicide, avg. reward: 3.257, 4.851 sec/game, 33.7 min. total, 667.1 MB
justness_pawing v23 1821 games, 4133531 moves, e=0.010, loss: 2824.0, -, 30.3% elo% vs. random_no_suicide, avg. reward: 3.257, 4.848 sec/game, 33.8 min. total, 666.7 MB
justness_pawing v23 1822 games, 4135948 moves, e=0.010, loss: 2766.9, -, 29.1% elo% vs. random_no_suicide, avg. reward: 3.256, 4.844 sec/game, 33.8 min. total, 668.0 MB
justness_pawing v23 1823 games, 4138460 moves, e=0.010, loss: 3006.9, -, 28.0% elo% vs. random_no_suicide, avg. reward: 3.254, 4.852 sec/game, 33.9 min. total, 667.9 MB
justness_pawing v23 1824 games, 4140965 moves, e=0.010, loss: 2957.2, -, 27.0% elo% vs. random_no_suicide, avg. reward: 3.255, 4.868 sec/game, 34.0 min. total, 671.4 MB
justness_pawing v23 1825 games, 4143533 moves, e=0.010, loss: 3202.4, -, 26.0% elo% vs. random_no_suicide, avg. reward: 3.256, 4.880 sec/game, 34.1 min. total, 672.2 MB
justness_pawing v23 1826 games, 4146012 moves, e=0.010, loss: 2778.8, +, 28.7% elo% vs. random_no_suicide, avg. reward: 3.255, 4.866 sec/game, 34.2 min. total, 672.2 MB
justness_pawing v23 1827 games, 4148524 moves, e=0.010, loss: 2386.0, -, 27.7% elo% vs. random_no_suicide, avg. reward: 3.253, 4.874 sec/game, 34.2 min. total, 671.6 MB
justness_pawing v23 1828 games, 4151037 moves, e=0.010, loss: 2242.4, -, 26.7% elo% vs. random_no_suicide, avg. reward: 3.253, 4.871 sec/game, 34.3 min. total, 671.6 MB
justness_pawing v23 1829 games, 4153502 moves, e=0.010, loss: 2153.2, +, 29.4% elo% vs. random_no_suicide, avg. reward: 3.250, 4.872 sec/game, 34.4 min. total, 672.1 MB
justness_pawing v23 1830 games, 4155919 moves, e=0.010, loss: 2545.3, -, 28.3% elo% vs. random_no_suicide, avg. reward: 3.249, 4.868 sec/game, 34.5 min. total, 671.3 MB
justness_pawing v23 1831 games, 4158325 moves, e=0.010, loss: 2875.7, -, 27.2% elo% vs. random_no_suicide, avg. reward: 3.246, 4.857 sec/game, 34.6 min. total, 670.6 MB
justness_pawing v23 1832 games, 4160746 moves, e=0.010, loss: 3175.8, -, 26.2% elo% vs. random_no_suicide, avg. reward: 3.243, 4.858 sec/game, 34.6 min. total, 670.9 MB
justness_pawing v23 1833 games, 4163242 moves, e=0.010, loss: 2948.2, -, 25.3% elo% vs. random_no_suicide, avg. reward: 3.243, 4.872 sec/game, 34.7 min. total, 673.2 MB
justness_pawing v23 1834 games, 4165609 moves, e=0.010, loss: 2794.2, -, 24.4% elo% vs. random_no_suicide, avg. reward: 3.242, 4.851 sec/game, 34.8 min. total, 677.2 MB
justness_pawing v23 1835 games, 4168011 moves, e=0.010, loss: 2725.1, -, 23.6% elo% vs. random_no_suicide, avg. reward: 3.241, 4.842 sec/game, 34.9 min. total, 678.1 MB
justness_pawing v23 1836 games, 4170540 moves, e=0.010, loss: 2722.1, -, 22.8% elo% vs. random_no_suicide, avg. reward: 3.244, 4.862 sec/game, 35.0 min. total, 677.3 MB
justness_pawing v23 1837 games, 4173043 moves, e=0.010, loss: 2803.9, -, 22.1% elo% vs. random_no_suicide, avg. reward: 3.244, 4.864 sec/game, 35.0 min. total, 676.0 MB
justness_pawing v23 1838 games, 4175429 moves, e=0.010, loss: 3059.5, -, 21.4% elo% vs. random_no_suicide, avg. reward: 3.245, 4.844 sec/game, 35.1 min. total, 674.8 MB
justness_pawing v23 1839 games, 4177869 moves, e=0.010, loss: 3134.6, -, 20.8% elo% vs. random_no_suicide, avg. reward: 3.245, 4.847 sec/game, 35.2 min. total, 676.3 MB
justness_pawing v23 1840 games, 4180319 moves, e=0.010, loss: 2864.4, -, 20.1% elo% vs. random_no_suicide, avg. reward: 3.244, 4.840 sec/game, 35.3 min. total, 678.6 MB
justness_pawing v23 1841 games, 4182787 moves, e=0.010, loss: 3118.4, -, 19.6% elo% vs. random_no_suicide, avg. reward: 3.242, 4.849 sec/game, 35.4 min. total, 677.7 MB
justness_pawing v23 1842 games, 4185189 moves, e=0.010, loss: 2977.9, -, 19.0% elo% vs. random_no_suicide, avg. reward: 3.240, 4.838 sec/game, 35.4 min. total, 677.6 MB
justness_pawing v23 1843 games, 4187677 moves, e=0.010, loss: 3420.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: 3.239, 4.844 sec/game, 35.5 min. total, 678.7 MB
justness_pawing v23 1844 games, 4190154 moves, e=0.010, loss: 3074.1, -, 18.0% elo% vs. random_no_suicide, avg. reward: 3.238, 4.829 sec/game, 35.6 min. total, 678.0 MB
justness_pawing v23 1845 games, 4192570 moves, e=0.010, loss: 3491.8, -, 17.5% elo% vs. random_no_suicide, avg. reward: 3.236, 4.818 sec/game, 35.7 min. total, 677.9 MB
justness_pawing v23 1846 games, 4194976 moves, e=0.010, loss: 3601.7, -, 17.0% elo% vs. random_no_suicide, avg. reward: 3.235, 4.814 sec/game, 35.8 min. total, 679.5 MB
justness_pawing v23 1847 games, 4197308 moves, e=0.010, loss: 3763.9, -, 16.6% elo% vs. random_no_suicide, avg. reward: 3.232, 4.795 sec/game, 35.8 min. total, 678.2 MB
justness_pawing v23 1848 games, 4199739 moves, e=0.010, loss: 4002.4, +, 18.8% elo% vs. random_no_suicide, avg. reward: 3.230, 4.789 sec/game, 35.9 min. total, 678.7 MB
justness_pawing v23 1849 games, 4202219 moves, e=0.010, loss: 3773.4, +, 21.2% elo% vs. random_no_suicide, avg. reward: 3.228, 4.778 sec/game, 36.0 min. total, 680.9 MB
justness_pawing v23 1850 games, 4204678 moves, e=0.010, loss: 3800.5, -, 20.6% elo% vs. random_no_suicide, avg. reward: 3.226, 4.794 sec/game, 36.1 min. total, 680.9 MB
justness_pawing v23 1851 games, 4207281 moves, e=0.010, loss: 3239.5, -, 19.9% elo% vs. random_no_suicide, avg. reward: 3.228, 4.822 sec/game, 36.2 min. total, 683.4 MB
justness_pawing v23 1852 games, 4209832 moves, e=0.010, loss: 3127.5, -, 19.4% elo% vs. random_no_suicide, avg. reward: 3.231, 4.833 sec/game, 36.3 min. total, 685.1 MB
justness_pawing v23 1853 games, 4212224 moves, e=0.010, loss: 3008.7, +, 21.8% elo% vs. random_no_suicide, avg. reward: 3.229, 4.822 sec/game, 36.3 min. total, 683.9 MB
justness_pawing v23 1854 games, 4214804 moves, e=0.010, loss: 2768.3, -, 21.1% elo% vs. random_no_suicide, avg. reward: 3.229, 4.843 sec/game, 36.4 min. total, 688.5 MB
justness_pawing v23 1855 games, 4217192 moves, e=0.010, loss: 2619.6, -, 20.5% elo% vs. random_no_suicide, avg. reward: 3.226, 4.826 sec/game, 36.5 min. total, 686.0 MB
justness_pawing v23 1856 games, 4219678 moves, e=0.010, loss: 2626.3, -, 19.9% elo% vs. random_no_suicide, avg. reward: 3.227, 4.828 sec/game, 36.6 min. total, 684.0 MB
justness_pawing v23 1857 games, 4222073 moves, e=0.010, loss: 2750.7, -, 19.3% elo% vs. random_no_suicide, avg. reward: 3.227, 4.816 sec/game, 36.6 min. total, 683.4 MB
justness_pawing v23 1858 games, 4224510 moves, e=0.010, loss: 3135.2, -, 18.7% elo% vs. random_no_suicide, avg. reward: 3.226, 4.817 sec/game, 36.7 min. total, 681.5 MB
justness_pawing v23 1859 games, 4226984 moves, e=0.010, loss: 2908.8, +, 21.1% elo% vs. random_no_suicide, avg. reward: 3.229, 4.821 sec/game, 36.8 min. total, 684.7 MB
justness_pawing v23 1860 games, 4229501 moves, e=0.010, loss: 3018.6, -, 20.5% elo% vs. random_no_suicide, avg. reward: 3.228, 4.813 sec/game, 36.9 min. total, 686.3 MB
justness_pawing v23 1861 games, 4231955 moves, e=0.010, loss: 3104.3, +, 23.0% elo% vs. random_no_suicide, avg. reward: 3.227, 4.810 sec/game, 37.0 min. total, 687.0 MB
justness_pawing v23 1862 games, 4234407 moves, e=0.010, loss: 2816.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: 3.226, 4.818 sec/game, 37.1 min. total, 687.7 MB
justness_pawing v23 1863 games, 4236947 moves, e=0.010, loss: 3392.9, -, 21.5% elo% vs. random_no_suicide, avg. reward: 3.226, 4.813 sec/game, 37.1 min. total, 688.3 MB
justness_pawing v23 1864 games, 4239307 moves, e=0.010, loss: 3980.4, -, 20.9% elo% vs. random_no_suicide, avg. reward: 3.223, 4.804 sec/game, 37.2 min. total, 687.8 MB
justness_pawing v23 1865 games, 4241793 moves, e=0.010, loss: 4013.1, ., 21.8% elo% vs. random_no_suicide, avg. reward: 3.222, 4.821 sec/game, 37.3 min. total, 689.1 MB
justness_pawing v23 1866 games, 4244194 moves, e=0.010, loss: 3610.3, -, 21.1% elo% vs. random_no_suicide, avg. reward: 3.222, 4.812 sec/game, 37.4 min. total, 688.8 MB
justness_pawing v23 1867 games, 4246745 moves, e=0.010, loss: 3093.2, -, 20.5% elo% vs. random_no_suicide, avg. reward: 3.223, 4.830 sec/game, 37.5 min. total, 688.1 MB
justness_pawing v23 1868 games, 4249169 moves, e=0.010, loss: 2982.8, ., 21.4% elo% vs. random_no_suicide, avg. reward: 3.225, 4.829 sec/game, 37.5 min. total, 689.5 MB
justness_pawing v23 1869 games, 4251616 moves, e=0.010, loss: 3236.3, -, 20.7% elo% vs. random_no_suicide, avg. reward: 3.223, 4.838 sec/game, 37.6 min. total, 687.6 MB
justness_pawing v23 1870 games, 4254050 moves, e=0.010, loss: 3743.6, +, 23.2% elo% vs. random_no_suicide, avg. reward: 3.220, 4.823 sec/game, 37.7 min. total, 688.9 MB
justness_pawing v23 1871 games, 4256494 moves, e=0.010, loss: 4384.1, -, 22.5% elo% vs. random_no_suicide, avg. reward: 3.219, 4.806 sec/game, 37.8 min. total, 688.8 MB
justness_pawing v23 1872 games, 4258957 moves, e=0.010, loss: 4601.6, -, 21.7% elo% vs. random_no_suicide, avg. reward: 3.218, 4.806 sec/game, 37.9 min. total, 690.5 MB
justness_pawing v23 1873 games, 4261370 moves, e=0.010, loss: 4431.3, -, 21.1% elo% vs. random_no_suicide, avg. reward: 3.217, 4.794 sec/game, 37.9 min. total, 692.9 MB
justness_pawing v23 1874 games, 4263789 moves, e=0.010, loss: 4817.8, -, 20.4% elo% vs. random_no_suicide, avg. reward: 3.215, 4.784 sec/game, 38.0 min. total, 692.3 MB
justness_pawing v23 1875 games, 4266259 moves, e=0.010, loss: 4576.6, +, 22.9% elo% vs. random_no_suicide, avg. reward: 3.215, 4.806 sec/game, 38.1 min. total, 692.6 MB
