corny_hush v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.8 MB
corny_hush v11 768 games, 762255 moves, e=0.245, loss: 5.9, -, 8.1% elo% vs. simple_bot, avg. reward: -2.952, 3.539 sec/game, 28.8 min. total, 701.3 MB
corny_hush v11 769 games, 764030 moves, e=0.244, loss: 5.4, -, 8.0% elo% vs. simple_bot, avg. reward: -2.942, 3.543 sec/game, 28.9 min. total, 700.9 MB
corny_hush v11 770 games, 765486 moves, e=0.242, loss: 5.5, -, 7.9% elo% vs. simple_bot, avg. reward: -2.937, 3.558 sec/game, 28.9 min. total, 701.1 MB
corny_hush v11 771 games, 767280 moves, e=0.240, loss: 5.2, -, 7.8% elo% vs. simple_bot, avg. reward: -2.924, 3.568 sec/game, 29.0 min. total, 702.0 MB
corny_hush v11 772 games, 769252 moves, e=0.238, loss: 4.5, -, 7.7% elo% vs. simple_bot, avg. reward: -2.900, 3.619 sec/game, 29.0 min. total, 703.1 MB
corny_hush v11 773 games, 771396 moves, e=0.236, loss: 4.0, -, 7.6% elo% vs. simple_bot, avg. reward: -2.872, 3.683 sec/game, 29.1 min. total, 704.4 MB
corny_hush v11 774 games, 773560 moves, e=0.234, loss: 3.5, -, 7.5% elo% vs. simple_bot, avg. reward: -2.853, 3.728 sec/game, 29.2 min. total, 705.7 MB
corny_hush v11 775 games, 775405 moves, e=0.232, loss: 3.9, -, 7.4% elo% vs. simple_bot, avg. reward: -2.833, 3.746 sec/game, 29.3 min. total, 707.6 MB
corny_hush v11 776 games, 777179 moves, e=0.231, loss: 3.4, -, 7.3% elo% vs. simple_bot, avg. reward: -2.817, 3.759 sec/game, 29.3 min. total, 707.4 MB
corny_hush v11 777 games, 779320 moves, e=0.228, loss: 3.7, -, 7.2% elo% vs. simple_bot, avg. reward: -2.792, 3.827 sec/game, 29.4 min. total, 709.6 MB
corny_hush v11 778 games, 780927 moves, e=0.227, loss: 3.9, -, 7.2% elo% vs. simple_bot, avg. reward: -2.778, 3.804 sec/game, 29.5 min. total, 708.3 MB
corny_hush v11 779 games, 782682 moves, e=0.225, loss: 4.6, -, 7.1% elo% vs. simple_bot, avg. reward: -2.760, 3.880 sec/game, 29.5 min. total, 707.0 MB
corny_hush v11 780 games, 784512 moves, e=0.223, loss: 4.2, -, 7.0% elo% vs. simple_bot, avg. reward: -2.734, 3.938 sec/game, 29.6 min. total, 707.4 MB
corny_hush v11 781 games, 786480 moves, e=0.221, loss: 3.9, -, 6.9% elo% vs. simple_bot, avg. reward: -2.724, 3.987 sec/game, 29.7 min. total, 710.0 MB
corny_hush v11 782 games, 788334 moves, e=0.220, loss: 3.6, -, 6.8% elo% vs. simple_bot, avg. reward: -2.713, 4.017 sec/game, 29.8 min. total, 707.5 MB
corny_hush v11 783 games, 790247 moves, e=0.218, loss: 3.7, -, 6.7% elo% vs. simple_bot, avg. reward: -2.693, 4.074 sec/game, 29.9 min. total, 710.1 MB
corny_hush v11 784 games, 791905 moves, e=0.216, loss: 3.6, -, 6.7% elo% vs. simple_bot, avg. reward: -2.686, 4.110 sec/game, 29.9 min. total, 710.1 MB
corny_hush v11 785 games, 794128 moves, e=0.214, loss: 3.9, -, 6.6% elo% vs. simple_bot, avg. reward: -2.666, 4.172 sec/game, 30.0 min. total, 714.4 MB
corny_hush v11 786 games, 795907 moves, e=0.212, loss: 3.6, -, 6.5% elo% vs. simple_bot, avg. reward: -2.652, 4.211 sec/game, 30.1 min. total, 713.7 MB
corny_hush v11 787 games, 797987 moves, e=0.210, loss: 4.2, -, 6.4% elo% vs. simple_bot, avg. reward: -2.639, 4.234 sec/game, 30.1 min. total, 712.6 MB
corny_hush v11 788 games, 799436 moves, e=0.209, loss: 4.9, -, 6.4% elo% vs. simple_bot, avg. reward: -2.628, 4.241 sec/game, 30.2 min. total, 714.2 MB
corny_hush v11 789 games, 801251 moves, e=0.207, loss: 5.0, -, 6.3% elo% vs. simple_bot, avg. reward: -2.619, 4.257 sec/game, 30.3 min. total, 714.6 MB
corny_hush v11 790 games, 802959 moves, e=0.205, loss: 5.4, -, 6.2% elo% vs. simple_bot, avg. reward: -2.607, 4.289 sec/game, 30.3 min. total, 713.0 MB
corny_hush v11 791 games, 804788 moves, e=0.203, loss: 5.1, -, 6.2% elo% vs. simple_bot, avg. reward: -2.594, 4.306 sec/game, 30.4 min. total, 711.8 MB
corny_hush v11 792 games, 807006 moves, e=0.201, loss: 5.1, -, 6.1% elo% vs. simple_bot, avg. reward: -2.580, 4.345 sec/game, 30.5 min. total, 712.4 MB
corny_hush v11 793 games, 809024 moves, e=0.199, loss: 4.8, -, 6.0% elo% vs. simple_bot, avg. reward: -2.564, 4.342 sec/game, 30.6 min. total, 718.1 MB
corny_hush v11 794 games, 811049 moves, e=0.197, loss: 4.2, -, 6.0% elo% vs. simple_bot, avg. reward: -2.549, 4.336 sec/game, 30.6 min. total, 719.5 MB
corny_hush v11 795 games, 813533 moves, e=0.195, loss: 3.3, -, 5.9% elo% vs. simple_bot, avg. reward: -2.531, 4.402 sec/game, 30.7 min. total, 723.2 MB
corny_hush v11 796 games, 815525 moves, e=0.193, loss: 3.2, -, 5.8% elo% vs. simple_bot, avg. reward: -2.519, 4.427 sec/game, 30.8 min. total, 723.9 MB
corny_hush v11 797 games, 817514 moves, e=0.191, loss: 3.2, -, 5.8% elo% vs. simple_bot, avg. reward: -2.510, 4.405 sec/game, 30.9 min. total, 723.8 MB
corny_hush v11 798 games, 819454 moves, e=0.189, loss: 2.9, -, 5.7% elo% vs. simple_bot, avg. reward: -2.495, 4.445 sec/game, 30.9 min. total, 722.4 MB
corny_hush v11 799 games, 821586 moves, e=0.187, loss: 3.0, -, 5.7% elo% vs. simple_bot, avg. reward: -2.478, 4.432 sec/game, 31.0 min. total, 723.5 MB
corny_hush v11 800 games, 823227 moves, e=0.185, loss: 3.4, -, 5.6% elo% vs. simple_bot, avg. reward: -2.468, 4.374 sec/game, 31.1 min. total, 719.9 MB
corny_hush v12 801 games, 825390 moves, e=0.183, loss: 4.3, -, 47.7% elo% vs. simple_bot, avg. reward: -2.454, 4.373 sec/game, 31.2 min. total, 720.7 MB
corny_hush v12 802 games, 827510 moves, e=0.181, loss: 4.9, -, 45.5% elo% vs. simple_bot, avg. reward: -2.446, 4.382 sec/game, 31.2 min. total, 722.6 MB
corny_hush v12 803 games, 829644 moves, e=0.179, loss: 5.2, -, 43.4% elo% vs. simple_bot, avg. reward: -2.433, 4.394 sec/game, 31.3 min. total, 725.0 MB
corny_hush v12 804 games, 831383 moves, e=0.177, loss: 5.4, -, 41.5% elo% vs. simple_bot, avg. reward: -2.429, 4.399 sec/game, 31.4 min. total, 721.8 MB
corny_hush v12 805 games, 833478 moves, e=0.175, loss: 5.7, -, 39.6% elo% vs. simple_bot, avg. reward: -2.413, 4.387 sec/game, 31.5 min. total, 726.8 MB
corny_hush v12 806 games, 835188 moves, e=0.173, loss: 5.7, -, 37.9% elo% vs. simple_bot, avg. reward: -2.409, 4.374 sec/game, 31.5 min. total, 724.3 MB
corny_hush v12 807 games, 837716 moves, e=0.171, loss: 5.5, -, 36.3% elo% vs. simple_bot, avg. reward: -2.392, 4.413 sec/game, 31.6 min. total, 725.8 MB
corny_hush v12 808 games, 839459 moves, e=0.169, loss: 5.8, -, 34.8% elo% vs. simple_bot, avg. reward: -2.387, 4.451 sec/game, 31.7 min. total, 726.0 MB
corny_hush v12 809 games, 841515 moves, e=0.167, loss: 5.2, -, 33.3% elo% vs. simple_bot, avg. reward: -2.374, 4.476 sec/game, 31.8 min. total, 728.0 MB
corny_hush v12 810 games, 843817 moves, e=0.165, loss: 4.9, +, 36.1% elo% vs. simple_bot, avg. reward: -2.354, 4.540 sec/game, 31.9 min. total, 728.1 MB
corny_hush v12 811 games, 846288 moves, e=0.162, loss: 3.9, -, 34.6% elo% vs. simple_bot, avg. reward: -2.342, 4.600 sec/game, 31.9 min. total, 731.7 MB
corny_hush v12 812 games, 848774 moves, e=0.160, loss: 3.8, -, 33.2% elo% vs. simple_bot, avg. reward: -2.332, 4.629 sec/game, 32.0 min. total, 732.7 MB
corny_hush v12 813 games, 850300 moves, e=0.158, loss: 3.8, -, 31.8% elo% vs. simple_bot, avg. reward: -2.338, 4.568 sec/game, 32.1 min. total, 732.4 MB
corny_hush v12 814 games, 852488 moves, e=0.156, loss: 4.2, -, 30.6% elo% vs. simple_bot, avg. reward: -2.322, 4.591 sec/game, 32.2 min. total, 731.0 MB
corny_hush v12 815 games, 854692 moves, e=0.154, loss: 5.2, -, 29.4% elo% vs. simple_bot, avg. reward: -2.312, 4.567 sec/game, 32.3 min. total, 732.8 MB
corny_hush v12 816 games, 856766 moves, e=0.152, loss: 4.7, -, 28.3% elo% vs. simple_bot, avg. reward: -2.297, 4.569 sec/game, 32.3 min. total, 730.6 MB
corny_hush v12 817 games, 859462 moves, e=0.149, loss: 4.6, -, 27.2% elo% vs. simple_bot, avg. reward: -2.277, 4.644 sec/game, 32.4 min. total, 732.3 MB
corny_hush v12 818 games, 861273 moves, e=0.147, loss: 3.6, -, 26.2% elo% vs. simple_bot, avg. reward: -2.258, 4.628 sec/game, 32.5 min. total, 732.8 MB
corny_hush v12 819 games, 863689 moves, e=0.145, loss: 3.3, -, 25.3% elo% vs. simple_bot, avg. reward: -2.241, 4.649 sec/game, 32.6 min. total, 736.3 MB
corny_hush v12 820 games, 865924 moves, e=0.143, loss: 3.2, ., 26.2% elo% vs. simple_bot, avg. reward: -2.229, 4.705 sec/game, 32.7 min. total, 736.7 MB
corny_hush v12 821 games, 868195 moves, e=0.140, loss: 2.6, -, 25.3% elo% vs. simple_bot, avg. reward: -2.214, 4.718 sec/game, 32.7 min. total, 737.4 MB
corny_hush v12 822 games, 870388 moves, e=0.138, loss: 3.1, +, 27.9% elo% vs. simple_bot, avg. reward: -2.203, 4.743 sec/game, 32.8 min. total, 735.7 MB
corny_hush v12 823 games, 873028 moves, e=0.136, loss: 2.9, -, 26.9% elo% vs. simple_bot, avg. reward: -2.182, 4.795 sec/game, 32.9 min. total, 741.6 MB
corny_hush v12 824 games, 875795 moves, e=0.133, loss: 2.6, -, 26.0% elo% vs. simple_bot, avg. reward: -2.161, 4.903 sec/game, 33.0 min. total, 743.1 MB
corny_hush v12 825 games, 878222 moves, e=0.131, loss: 2.9, -, 25.1% elo% vs. simple_bot, avg. reward: -2.143, 4.937 sec/game, 33.1 min. total, 743.7 MB
corny_hush v12 826 games, 880537 moves, e=0.128, loss: 2.7, -, 24.2% elo% vs. simple_bot, avg. reward: -2.129, 5.006 sec/game, 33.2 min. total, 745.0 MB
corny_hush v12 827 games, 882927 moves, e=0.126, loss: 2.7, -, 23.4% elo% vs. simple_bot, avg. reward: -2.103, 4.991 sec/game, 33.3 min. total, 744.0 MB
corny_hush v12 828 games, 885140 moves, e=0.124, loss: 3.0, -, 22.6% elo% vs. simple_bot, avg. reward: -2.083, 5.037 sec/game, 33.4 min. total, 740.9 MB
corny_hush v12 829 games, 887472 moves, e=0.121, loss: 3.1, -, 21.9% elo% vs. simple_bot, avg. reward: -2.044, 5.059 sec/game, 33.4 min. total, 742.9 MB
corny_hush v12 830 games, 889629 moves, e=0.119, loss: 4.2, -, 21.2% elo% vs. simple_bot, avg. reward: -2.033, 5.032 sec/game, 33.5 min. total, 743.2 MB
corny_hush v12 831 games, 892009 moves, e=0.117, loss: 4.5, -, 20.6% elo% vs. simple_bot, avg. reward: -2.023, 5.013 sec/game, 33.6 min. total, 743.9 MB
corny_hush v12 832 games, 894517 moves, e=0.114, loss: 4.2, -, 20.0% elo% vs. simple_bot, avg. reward: -2.006, 5.014 sec/game, 33.7 min. total, 743.0 MB
corny_hush v12 833 games, 897252 moves, e=0.112, loss: 3.8, -, 19.4% elo% vs. simple_bot, avg. reward: -1.991, 5.140 sec/game, 33.8 min. total, 748.0 MB
corny_hush v12 834 games, 899761 moves, e=0.109, loss: 3.8, -, 18.8% elo% vs. simple_bot, avg. reward: -1.977, 5.167 sec/game, 33.9 min. total, 749.2 MB
corny_hush v12 835 games, 902460 moves, e=0.107, loss: 4.0, -, 18.3% elo% vs. simple_bot, avg. reward: -1.959, 5.218 sec/game, 34.0 min. total, 752.6 MB
corny_hush v12 836 games, 904762 moves, e=0.104, loss: 4.1, -, 17.8% elo% vs. simple_bot, avg. reward: -1.941, 5.245 sec/game, 34.1 min. total, 752.9 MB
corny_hush v12 837 games, 907616 moves, e=0.101, loss: 3.9, -, 17.3% elo% vs. simple_bot, avg. reward: -1.920, 5.264 sec/game, 34.2 min. total, 753.3 MB
corny_hush v12 838 games, 909905 moves, e=0.099, loss: 3.8, -, 16.9% elo% vs. simple_bot, avg. reward: -1.898, 5.313 sec/game, 34.3 min. total, 751.1 MB
corny_hush v12 839 games, 912250 moves, e=0.097, loss: 4.4, -, 16.4% elo% vs. simple_bot, avg. reward: -1.886, 5.298 sec/game, 34.3 min. total, 747.1 MB
corny_hush v12 840 games, 914988 moves, e=0.094, loss: 4.0, -, 16.0% elo% vs. simple_bot, avg. reward: -1.870, 5.356 sec/game, 34.4 min. total, 751.6 MB
corny_hush v12 841 games, 917739 moves, e=0.091, loss: 4.2, -, 15.6% elo% vs. simple_bot, avg. reward: -1.849, 5.400 sec/game, 34.5 min. total, 750.0 MB
corny_hush v12 842 games, 920378 moves, e=0.089, loss: 3.5, -, 15.3% elo% vs. simple_bot, avg. reward: -1.826, 5.447 sec/game, 34.6 min. total, 756.9 MB
corny_hush v12 843 games, 923282 moves, e=0.086, loss: 2.8, -, 14.9% elo% vs. simple_bot, avg. reward: -1.808, 5.472 sec/game, 34.7 min. total, 759.0 MB
corny_hush v12 844 games, 924906 moves, e=0.084, loss: 3.6, -, 14.6% elo% vs. simple_bot, avg. reward: -1.797, 5.351 sec/game, 34.8 min. total, 751.6 MB
corny_hush v12 845 games, 927829 moves, e=0.081, loss: 3.8, -, 14.2% elo% vs. simple_bot, avg. reward: -1.774, 5.404 sec/game, 34.9 min. total, 753.2 MB
corny_hush v12 846 games, 930697 moves, e=0.079, loss: 4.7, -, 13.9% elo% vs. simple_bot, avg. reward: -1.763, 5.457 sec/game, 35.0 min. total, 757.3 MB
corny_hush v12 847 games, 933978 moves, e=0.075, loss: 4.0, -, 13.6% elo% vs. simple_bot, avg. reward: -1.750, 5.533 sec/game, 35.1 min. total, 759.6 MB
corny_hush v12 848 games, 936855 moves, e=0.073, loss: 2.8, +, 15.6% elo% vs. simple_bot, avg. reward: -1.738, 5.595 sec/game, 35.2 min. total, 763.0 MB
corny_hush v12 849 games, 939741 moves, e=0.070, loss: 2.2, -, 15.2% elo% vs. simple_bot, avg. reward: -1.718, 5.650 sec/game, 35.3 min. total, 762.1 MB
corny_hush v12 850 games, 942139 moves, e=0.067, loss: 3.1, -, 14.9% elo% vs. simple_bot, avg. reward: -1.701, 5.678 sec/game, 35.4 min. total, 762.1 MB
corny_hush v12 851 games, 945364 moves, e=0.064, loss: 3.7, -, 14.5% elo% vs. simple_bot, avg. reward: -1.685, 5.759 sec/game, 35.5 min. total, 760.6 MB
corny_hush v12 852 games, 948528 moves, e=0.061, loss: 3.0, +, 16.6% elo% vs. simple_bot, avg. reward: -1.665, 5.819 sec/game, 35.6 min. total, 760.8 MB
corny_hush v12 853 games, 951108 moves, e=0.058, loss: 3.5, -, 16.2% elo% vs. simple_bot, avg. reward: -1.652, 5.801 sec/game, 35.7 min. total, 764.3 MB
corny_hush v12 854 games, 953406 moves, e=0.056, loss: 3.5, +, 18.4% elo% vs. simple_bot, avg. reward: -1.643, 5.782 sec/game, 35.8 min. total, 761.7 MB
corny_hush v12 855 games, 956062 moves, e=0.053, loss: 4.2, -, 17.9% elo% vs. simple_bot, avg. reward: -1.633, 5.777 sec/game, 35.9 min. total, 759.1 MB
corny_hush v12 856 games, 958978 moves, e=0.051, loss: 4.7, -, 17.4% elo% vs. simple_bot, avg. reward: -1.619, 5.839 sec/game, 36.0 min. total, 763.6 MB
corny_hush v12 857 games, 961795 moves, e=0.048, loss: 4.8, +, 19.7% elo% vs. simple_bot, avg. reward: -1.601, 5.829 sec/game, 36.1 min. total, 766.0 MB
corny_hush v12 858 games, 964757 moves, e=0.045, loss: 4.1, -, 19.1% elo% vs. simple_bot, avg. reward: -1.590, 5.906 sec/game, 36.2 min. total, 769.4 MB
corny_hush v12 859 games, 967779 moves, e=0.042, loss: 3.9, -, 18.6% elo% vs. simple_bot, avg. reward: -1.575, 5.968 sec/game, 36.3 min. total, 769.0 MB
corny_hush v12 860 games, 970480 moves, e=0.039, loss: 3.9, -, 18.1% elo% vs. simple_bot, avg. reward: -1.558, 5.945 sec/game, 36.4 min. total, 765.7 MB
corny_hush v12 861 games, 973719 moves, e=0.036, loss: 3.6, -, 17.6% elo% vs. simple_bot, avg. reward: -1.542, 6.009 sec/game, 36.5 min. total, 769.2 MB
corny_hush v12 862 games, 976879 moves, e=0.033, loss: 3.3, -, 17.1% elo% vs. simple_bot, avg. reward: -1.523, 6.050 sec/game, 36.7 min. total, 766.4 MB
corny_hush v12 863 games, 979587 moves, e=0.030, loss: 3.5, -, 16.7% elo% vs. simple_bot, avg. reward: -1.506, 6.029 sec/game, 36.8 min. total, 767.3 MB
corny_hush v12 864 games, 981874 moves, e=0.028, loss: 3.9, -, 16.2% elo% vs. simple_bot, avg. reward: -1.489, 6.084 sec/game, 36.8 min. total, 763.3 MB
corny_hush v12 865 games, 984724 moves, e=0.025, loss: 4.8, -, 15.8% elo% vs. simple_bot, avg. reward: -1.474, 6.078 sec/game, 36.9 min. total, 769.0 MB
corny_hush v12 866 games, 987564 moves, e=0.022, loss: 5.4, -, 15.5% elo% vs. simple_bot, avg. reward: -1.456, 6.073 sec/game, 37.0 min. total, 770.9 MB
corny_hush v12 867 games, 990689 moves, e=0.019, loss: 5.5, -, 15.1% elo% vs. simple_bot, avg. reward: -1.441, 6.064 sec/game, 37.1 min. total, 773.6 MB
corny_hush v12 868 games, 992982 moves, e=0.017, loss: 5.1, +, 17.2% elo% vs. simple_bot, avg. reward: -1.430, 6.002 sec/game, 37.2 min. total, 772.4 MB
corny_hush v12 869 games, 995917 moves, e=0.014, loss: 5.1, -, 16.8% elo% vs. simple_bot, avg. reward: -1.416, 6.010 sec/game, 37.3 min. total, 769.6 MB
corny_hush v12 870 games, 997445 moves, e=0.013, loss: 5.1, -, 16.3% elo% vs. simple_bot, avg. reward: -1.413, 5.918 sec/game, 37.4 min. total, 766.9 MB
corny_hush v12 871 games, 999111 moves, e=0.011, loss: 5.5, -, 15.9% elo% vs. simple_bot, avg. reward: -1.415, 5.777 sec/game, 37.5 min. total, 766.3 MB
corny_hush v12 872 games, 1001448 moves, e=0.010, loss: 7.0, -, 15.5% elo% vs. simple_bot, avg. reward: -1.412, 5.692 sec/game, 37.5 min. total, 765.1 MB
corny_hush v12 873 games, 1004009 moves, e=0.010, loss: 6.7, -, 15.2% elo% vs. simple_bot, avg. reward: -1.404, 5.690 sec/game, 37.6 min. total, 765.7 MB
corny_hush v12 874 games, 1007287 moves, e=0.010, loss: 5.6, -, 14.8% elo% vs. simple_bot, avg. reward: -1.391, 5.782 sec/game, 37.7 min. total, 768.2 MB
corny_hush v12 875 games, 1010041 moves, e=0.010, loss: 4.2, -, 14.5% elo% vs. simple_bot, avg. reward: -1.379, 5.783 sec/game, 37.8 min. total, 775.8 MB
corny_hush v12 876 games, 1012725 moves, e=0.010, loss: 3.6, -, 14.1% elo% vs. simple_bot, avg. reward: -1.362, 5.760 sec/game, 37.9 min. total, 778.5 MB
corny_hush v12 877 games, 1015157 moves, e=0.010, loss: 3.7, -, 13.8% elo% vs. simple_bot, avg. reward: -1.357, 5.726 sec/game, 38.0 min. total, 777.8 MB
corny_hush v12 878 games, 1018195 moves, e=0.010, loss: 3.8, -, 13.5% elo% vs. simple_bot, avg. reward: -1.343, 5.724 sec/game, 38.1 min. total, 776.5 MB
corny_hush v12 879 games, 1021082 moves, e=0.010, loss: 3.9, -, 13.2% elo% vs. simple_bot, avg. reward: -1.331, 5.718 sec/game, 38.2 min. total, 780.0 MB
corny_hush v12 880 games, 1023996 moves, e=0.010, loss: 3.5, -, 13.0% elo% vs. simple_bot, avg. reward: -1.317, 5.746 sec/game, 38.3 min. total, 779.7 MB
corny_hush v12 881 games, 1026685 moves, e=0.010, loss: 3.3, -, 12.7% elo% vs. simple_bot, avg. reward: -1.309, 5.677 sec/game, 38.4 min. total, 776.1 MB
corny_hush v12 882 games, 1029363 moves, e=0.010, loss: 3.8, -, 12.4% elo% vs. simple_bot, avg. reward: -1.296, 5.635 sec/game, 38.5 min. total, 778.0 MB
corny_hush v12 883 games, 1032359 moves, e=0.010, loss: 4.0, -, 12.2% elo% vs. simple_bot, avg. reward: -1.282, 5.666 sec/game, 38.6 min. total, 780.2 MB
corny_hush v12 884 games, 1035151 moves, e=0.010, loss: 3.8, -, 12.0% elo% vs. simple_bot, avg. reward: -1.268, 5.728 sec/game, 38.7 min. total, 780.0 MB
corny_hush v12 885 games, 1038272 moves, e=0.010, loss: 3.4, -, 11.7% elo% vs. simple_bot, avg. reward: -1.258, 5.744 sec/game, 38.9 min. total, 780.1 MB
corny_hush v12 886 games, 1041622 moves, e=0.010, loss: 3.7, -, 11.5% elo% vs. simple_bot, avg. reward: -1.241, 5.791 sec/game, 39.0 min. total, 779.5 MB
corny_hush v12 887 games, 1044280 moves, e=0.010, loss: 3.0, -, 11.3% elo% vs. simple_bot, avg. reward: -1.232, 5.757 sec/game, 39.1 min. total, 779.2 MB
corny_hush v12 888 games, 1047265 moves, e=0.010, loss: 3.5, -, 11.1% elo% vs. simple_bot, avg. reward: -1.210, 5.820 sec/game, 39.2 min. total, 781.8 MB
corny_hush v12 889 games, 1050293 moves, e=0.010, loss: 3.6, -, 10.9% elo% vs. simple_bot, avg. reward: -1.197, 5.831 sec/game, 39.3 min. total, 780.0 MB
corny_hush v12 890 games, 1053334 moves, e=0.010, loss: 3.6, -, 10.7% elo% vs. simple_bot, avg. reward: -1.184, 5.984 sec/game, 39.4 min. total, 783.6 MB
corny_hush v12 891 games, 1056726 moves, e=0.010, loss: 3.0, -, 10.5% elo% vs. simple_bot, avg. reward: -1.170, 6.138 sec/game, 39.5 min. total, 783.3 MB
corny_hush v12 892 games, 1060168 moves, e=0.010, loss: 2.7, -, 10.3% elo% vs. simple_bot, avg. reward: -1.160, 6.256 sec/game, 39.6 min. total, 784.7 MB
corny_hush v12 893 games, 1063409 moves, e=0.010, loss: 2.5, -, 10.1% elo% vs. simple_bot, avg. reward: -1.151, 6.319 sec/game, 39.7 min. total, 785.8 MB
corny_hush v12 894 games, 1066807 moves, e=0.010, loss: 2.5, -, 10.0% elo% vs. simple_bot, avg. reward: -1.143, 6.335 sec/game, 39.9 min. total, 786.4 MB
corny_hush v12 895 games, 1069570 moves, e=0.010, loss: 3.1, -, 9.8% elo% vs. simple_bot, avg. reward: -1.137, 6.351 sec/game, 40.0 min. total, 785.9 MB
corny_hush v12 896 games, 1072354 moves, e=0.010, loss: 2.8, -, 9.7% elo% vs. simple_bot, avg. reward: -1.127, 6.347 sec/game, 40.1 min. total, 783.4 MB
corny_hush v12 897 games, 1075418 moves, e=0.010, loss: 2.7, -, 9.5% elo% vs. simple_bot, avg. reward: -1.115, 6.412 sec/game, 40.2 min. total, 783.9 MB
corny_hush v12 898 games, 1078963 moves, e=0.010, loss: 2.7, +, 11.0% elo% vs. simple_bot, avg. reward: -1.104, 6.464 sec/game, 40.3 min. total, 789.0 MB
corny_hush v12 899 games, 1082381 moves, e=0.010, loss: 3.2, ., 11.8% elo% vs. simple_bot, avg. reward: -1.095, 6.520 sec/game, 40.4 min. total, 789.3 MB
corny_hush v12 900 games, 1085981 moves, e=0.010, loss: 3.3, +, 13.6% elo% vs. simple_bot, avg. reward: -1.079, 6.590 sec/game, 40.5 min. total, 791.1 MB
corny_hush v13 901 games, 1089524 moves, e=0.010, loss: 2.7, -, 47.7% elo% vs. simple_bot, avg. reward: -1.064, 6.666 sec/game, 40.7 min. total, 791.3 MB
corny_hush v13 902 games, 1092763 moves, e=0.010, loss: 2.6, -, 45.5% elo% vs. simple_bot, avg. reward: -1.053, 6.720 sec/game, 40.8 min. total, 793.4 MB
corny_hush v13 903 games, 1095694 moves, e=0.010, loss: 2.2, -, 43.4% elo% vs. simple_bot, avg. reward: -1.041, 6.728 sec/game, 40.9 min. total, 792.6 MB
corny_hush v13 904 games, 1098674 moves, e=0.010, loss: 2.8, -, 41.5% elo% vs. simple_bot, avg. reward: -1.024, 6.758 sec/game, 41.0 min. total, 791.2 MB
corny_hush v13 905 games, 1100924 moves, e=0.010, loss: 3.8, -, 39.6% elo% vs. simple_bot, avg. reward: -1.018, 6.665 sec/game, 41.1 min. total, 790.7 MB
corny_hush v13 906 games, 1103693 moves, e=0.010, loss: 4.3, -, 37.9% elo% vs. simple_bot, avg. reward: -1.002, 6.627 sec/game, 41.2 min. total, 791.4 MB
corny_hush v13 907 games, 1106702 moves, e=0.010, loss: 4.0, -, 36.3% elo% vs. simple_bot, avg. reward: -0.998, 6.650 sec/game, 41.3 min. total, 790.2 MB
corny_hush v13 908 games, 1109519 moves, e=0.010, loss: 3.9, -, 34.8% elo% vs. simple_bot, avg. reward: -0.984, 6.664 sec/game, 41.4 min. total, 790.7 MB
