suffix_guts v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.7 MB
suffix_guts v5 294 games, 225815 moves, e=0.776, loss: 33778.1, +, 15.9% elo% vs. random_no_suicide, avg. reward: 26.793, 2.124 sec/game, 8.6 min. total, 562.3 MB
suffix_guts v5 295 games, 226728 moves, e=0.776, loss: 31167.1, -, 15.6% elo% vs. random_no_suicide, avg. reward: 26.761, 2.152 sec/game, 8.7 min. total, 563.6 MB
suffix_guts v5 296 games, 227542 moves, e=0.775, loss: 27873.2, -, 15.2% elo% vs. random_no_suicide, avg. reward: 26.410, 2.136 sec/game, 8.7 min. total, 562.4 MB
suffix_guts v5 297 games, 228514 moves, e=0.774, loss: 28731.2, -, 14.8% elo% vs. random_no_suicide, avg. reward: 26.565, 2.149 sec/game, 8.7 min. total, 562.1 MB
suffix_guts v5 298 games, 229467 moves, e=0.773, loss: 33845.3, -, 14.5% elo% vs. random_no_suicide, avg. reward: 26.339, 2.145 sec/game, 8.8 min. total, 562.4 MB
suffix_guts v5 299 games, 230196 moves, e=0.772, loss: 33017.1, -, 14.2% elo% vs. random_no_suicide, avg. reward: 26.219, 2.135 sec/game, 8.8 min. total, 563.7 MB
suffix_guts v5 300 games, 231114 moves, e=0.771, loss: 33163.6, -, 13.8% elo% vs. random_no_suicide, avg. reward: 26.509, 2.160 sec/game, 8.9 min. total, 563.8 MB
suffix_guts v6 301 games, 231941 moves, e=0.770, loss: 27521.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: 26.361, 2.173 sec/game, 8.9 min. total, 563.3 MB
suffix_guts v6 302 games, 232743 moves, e=0.770, loss: 30789.1, +, 50.1% elo% vs. random_no_suicide, avg. reward: 26.479, 2.173 sec/game, 8.9 min. total, 563.1 MB
suffix_guts v6 303 games, 233493 moves, e=0.769, loss: 31502.6, -, 47.8% elo% vs. random_no_suicide, avg. reward: 26.275, 2.161 sec/game, 9.0 min. total, 563.5 MB
suffix_guts v6 304 games, 234471 moves, e=0.768, loss: 36477.2, -, 45.6% elo% vs. random_no_suicide, avg. reward: 26.443, 2.168 sec/game, 9.0 min. total, 563.9 MB
suffix_guts v6 305 games, 235235 moves, e=0.767, loss: 36670.0, -, 43.5% elo% vs. random_no_suicide, avg. reward: 25.837, 2.185 sec/game, 9.0 min. total, 565.6 MB
suffix_guts v6 306 games, 236136 moves, e=0.766, loss: 39567.2, -, 41.6% elo% vs. random_no_suicide, avg. reward: 25.638, 2.197 sec/game, 9.1 min. total, 565.8 MB
suffix_guts v6 307 games, 237005 moves, e=0.765, loss: 35643.4, +, 44.2% elo% vs. random_no_suicide, avg. reward: 25.648, 2.199 sec/game, 9.1 min. total, 564.8 MB
suffix_guts v6 308 games, 237774 moves, e=0.765, loss: 31029.9, -, 42.2% elo% vs. random_no_suicide, avg. reward: 25.913, 2.200 sec/game, 9.1 min. total, 565.7 MB
suffix_guts v6 309 games, 238615 moves, e=0.764, loss: 35308.1, -, 40.3% elo% vs. random_no_suicide, avg. reward: 26.060, 2.196 sec/game, 9.2 min. total, 564.8 MB
suffix_guts v6 310 games, 239378 moves, e=0.763, loss: 33389.9, -, 38.6% elo% vs. random_no_suicide, avg. reward: 26.097, 2.196 sec/game, 9.2 min. total, 564.5 MB
suffix_guts v6 311 games, 240193 moves, e=0.762, loss: 35007.8, -, 36.9% elo% vs. random_no_suicide, avg. reward: 26.171, 2.182 sec/game, 9.2 min. total, 565.2 MB
suffix_guts v6 312 games, 241187 moves, e=0.761, loss: 37377.1, -, 35.3% elo% vs. random_no_suicide, avg. reward: 26.801, 2.212 sec/game, 9.3 min. total, 567.1 MB
suffix_guts v6 313 games, 242004 moves, e=0.760, loss: 40704.2, -, 33.8% elo% vs. random_no_suicide, avg. reward: 26.277, 2.199 sec/game, 9.3 min. total, 568.2 MB
suffix_guts v6 314 games, 243000 moves, e=0.759, loss: 38839.3, +, 36.6% elo% vs. random_no_suicide, avg. reward: 26.036, 2.199 sec/game, 9.4 min. total, 569.5 MB
suffix_guts v6 315 games, 243873 moves, e=0.759, loss: 42450.5, -, 35.1% elo% vs. random_no_suicide, avg. reward: 25.745, 2.186 sec/game, 9.4 min. total, 569.5 MB
suffix_guts v6 316 games, 244678 moves, e=0.758, loss: 43946.6, -, 33.6% elo% vs. random_no_suicide, avg. reward: 25.637, 2.187 sec/game, 9.4 min. total, 568.5 MB
suffix_guts v6 317 games, 245491 moves, e=0.757, loss: 36152.6, -, 32.2% elo% vs. random_no_suicide, avg. reward: 25.787, 2.161 sec/game, 9.5 min. total, 570.1 MB
suffix_guts v6 318 games, 246264 moves, e=0.756, loss: 36147.3, -, 31.0% elo% vs. random_no_suicide, avg. reward: 25.761, 2.144 sec/game, 9.5 min. total, 568.5 MB
suffix_guts v6 319 games, 247111 moves, e=0.755, loss: 42700.4, -, 29.8% elo% vs. random_no_suicide, avg. reward: 26.490, 2.152 sec/game, 9.5 min. total, 569.1 MB
suffix_guts v6 320 games, 247916 moves, e=0.755, loss: 41847.4, -, 28.6% elo% vs. random_no_suicide, avg. reward: 25.996, 2.138 sec/game, 9.6 min. total, 568.8 MB
suffix_guts v6 321 games, 248759 moves, e=0.754, loss: 41976.0, -, 27.6% elo% vs. random_no_suicide, avg. reward: 25.881, 2.137 sec/game, 9.6 min. total, 568.9 MB
suffix_guts v6 322 games, 249510 moves, e=0.753, loss: 35634.3, -, 26.6% elo% vs. random_no_suicide, avg. reward: 25.624, 2.133 sec/game, 9.6 min. total, 572.0 MB
suffix_guts v6 323 games, 250294 moves, e=0.752, loss: 38258.9, -, 25.6% elo% vs. random_no_suicide, avg. reward: 25.505, 2.139 sec/game, 9.7 min. total, 571.5 MB
suffix_guts v6 324 games, 251249 moves, e=0.751, loss: 34010.4, -, 24.7% elo% vs. random_no_suicide, avg. reward: 25.386, 2.136 sec/game, 9.7 min. total, 571.9 MB
suffix_guts v6 325 games, 252004 moves, e=0.751, loss: 33112.1, -, 23.9% elo% vs. random_no_suicide, avg. reward: 24.646, 2.136 sec/game, 9.7 min. total, 570.7 MB
suffix_guts v6 326 games, 252858 moves, e=0.750, loss: 36310.9, -, 23.1% elo% vs. random_no_suicide, avg. reward: 24.616, 2.132 sec/game, 9.8 min. total, 572.1 MB
suffix_guts v6 327 games, 253650 moves, e=0.749, loss: 35961.7, -, 22.4% elo% vs. random_no_suicide, avg. reward: 24.601, 2.119 sec/game, 9.8 min. total, 571.7 MB
suffix_guts v6 328 games, 254679 moves, e=0.748, loss: 33573.2, -, 21.6% elo% vs. random_no_suicide, avg. reward: 24.224, 2.151 sec/game, 9.9 min. total, 571.0 MB
suffix_guts v6 329 games, 255411 moves, e=0.747, loss: 34426.7, -, 21.0% elo% vs. random_no_suicide, avg. reward: 24.230, 2.134 sec/game, 9.9 min. total, 572.4 MB
suffix_guts v6 330 games, 256323 moves, e=0.746, loss: 30558.1, -, 20.3% elo% vs. random_no_suicide, avg. reward: 24.243, 2.150 sec/game, 9.9 min. total, 572.1 MB
suffix_guts v6 331 games, 257076 moves, e=0.745, loss: 34894.4, -, 19.7% elo% vs. random_no_suicide, avg. reward: 24.238, 2.151 sec/game, 10.0 min. total, 574.7 MB
suffix_guts v6 332 games, 257885 moves, e=0.745, loss: 29156.8, -, 19.2% elo% vs. random_no_suicide, avg. reward: 24.209, 2.123 sec/game, 10.0 min. total, 572.8 MB
suffix_guts v6 333 games, 258934 moves, e=0.744, loss: 32538.7, +, 21.6% elo% vs. random_no_suicide, avg. reward: 23.734, 2.151 sec/game, 10.0 min. total, 573.4 MB
suffix_guts v6 334 games, 259663 moves, e=0.743, loss: 31871.2, -, 20.9% elo% vs. random_no_suicide, avg. reward: 23.898, 2.120 sec/game, 10.1 min. total, 572.9 MB
suffix_guts v6 335 games, 260586 moves, e=0.742, loss: 34511.8, -, 20.3% elo% vs. random_no_suicide, avg. reward: 24.008, 2.123 sec/game, 10.1 min. total, 573.4 MB
suffix_guts v6 336 games, 261387 moves, e=0.741, loss: 39639.5, -, 19.7% elo% vs. random_no_suicide, avg. reward: 24.522, 2.135 sec/game, 10.1 min. total, 573.4 MB
suffix_guts v6 337 games, 262308 moves, e=0.740, loss: 35881.5, -, 19.1% elo% vs. random_no_suicide, avg. reward: 24.165, 2.150 sec/game, 10.2 min. total, 573.5 MB
suffix_guts v6 338 games, 263208 moves, e=0.739, loss: 31921.7, -, 18.6% elo% vs. random_no_suicide, avg. reward: 24.229, 2.165 sec/game, 10.2 min. total, 573.5 MB
suffix_guts v6 339 games, 264062 moves, e=0.739, loss: 33642.3, -, 18.1% elo% vs. random_no_suicide, avg. reward: 24.206, 2.156 sec/game, 10.3 min. total, 574.7 MB
suffix_guts v6 340 games, 264962 moves, e=0.738, loss: 33824.7, -, 17.6% elo% vs. random_no_suicide, avg. reward: 24.420, 2.184 sec/game, 10.3 min. total, 576.3 MB
suffix_guts v6 341 games, 265800 moves, e=0.737, loss: 35721.9, -, 17.1% elo% vs. random_no_suicide, avg. reward: 24.564, 2.171 sec/game, 10.3 min. total, 576.2 MB
suffix_guts v6 342 games, 266683 moves, e=0.736, loss: 41839.2, -, 16.7% elo% vs. random_no_suicide, avg. reward: 25.149, 2.187 sec/game, 10.4 min. total, 576.3 MB
suffix_guts v6 343 games, 267672 moves, e=0.735, loss: 41169.7, -, 16.3% elo% vs. random_no_suicide, avg. reward: 24.653, 2.212 sec/game, 10.4 min. total, 577.0 MB
suffix_guts v6 344 games, 268551 moves, e=0.734, loss: 40550.0, -, 15.9% elo% vs. random_no_suicide, avg. reward: 25.462, 2.208 sec/game, 10.4 min. total, 578.4 MB
suffix_guts v6 345 games, 269447 moves, e=0.733, loss: 44944.2, -, 15.5% elo% vs. random_no_suicide, avg. reward: 25.181, 2.224 sec/game, 10.5 min. total, 577.4 MB
suffix_guts v6 346 games, 270361 moves, e=0.732, loss: 42696.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: 25.495, 2.228 sec/game, 10.5 min. total, 578.8 MB
suffix_guts v6 347 games, 271285 moves, e=0.731, loss: 44164.3, -, 14.7% elo% vs. random_no_suicide, avg. reward: 25.939, 2.243 sec/game, 10.6 min. total, 577.4 MB
suffix_guts v6 348 games, 272043 moves, e=0.731, loss: 46272.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: 25.955, 2.210 sec/game, 10.6 min. total, 578.4 MB
suffix_guts v6 349 games, 272894 moves, e=0.730, loss: 43298.9, +, 16.5% elo% vs. random_no_suicide, avg. reward: 25.615, 2.213 sec/game, 10.6 min. total, 578.5 MB
suffix_guts v6 350 games, 273865 moves, e=0.729, loss: 45174.4, -, 16.0% elo% vs. random_no_suicide, avg. reward: 25.128, 2.230 sec/game, 10.7 min. total, 579.8 MB
suffix_guts v6 351 games, 274760 moves, e=0.728, loss: 49243.1, -, 15.7% elo% vs. random_no_suicide, avg. reward: 25.299, 2.246 sec/game, 10.7 min. total, 579.9 MB
suffix_guts v6 352 games, 275649 moves, e=0.727, loss: 46141.5, -, 15.3% elo% vs. random_no_suicide, avg. reward: 25.185, 2.260 sec/game, 10.7 min. total, 579.8 MB
suffix_guts v6 353 games, 276503 moves, e=0.726, loss: 44391.3, -, 14.9% elo% vs. random_no_suicide, avg. reward: 25.256, 2.245 sec/game, 10.8 min. total, 578.7 MB
suffix_guts v6 354 games, 277593 moves, e=0.725, loss: 43225.4, +, 17.0% elo% vs. random_no_suicide, avg. reward: 24.825, 2.279 sec/game, 10.8 min. total, 580.3 MB
suffix_guts v6 355 games, 278422 moves, e=0.724, loss: 39585.9, +, 19.3% elo% vs. random_no_suicide, avg. reward: 24.967, 2.276 sec/game, 10.9 min. total, 579.2 MB
suffix_guts v6 356 games, 279326 moves, e=0.723, loss: 39490.5, -, 18.7% elo% vs. random_no_suicide, avg. reward: 25.062, 2.278 sec/game, 10.9 min. total, 580.6 MB
suffix_guts v6 357 games, 280335 moves, e=0.722, loss: 41133.0, -, 18.2% elo% vs. random_no_suicide, avg. reward: 25.335, 2.294 sec/game, 10.9 min. total, 580.6 MB
suffix_guts v6 358 games, 281191 moves, e=0.722, loss: 39453.3, -, 17.7% elo% vs. random_no_suicide, avg. reward: 25.208, 2.281 sec/game, 11.0 min. total, 581.8 MB
suffix_guts v6 359 games, 281979 moves, e=0.721, loss: 41497.4, -, 17.3% elo% vs. random_no_suicide, avg. reward: 25.846, 2.287 sec/game, 11.0 min. total, 583.3 MB
suffix_guts v6 360 games, 282857 moves, e=0.720, loss: 35317.7, -, 16.8% elo% vs. random_no_suicide, avg. reward: 25.900, 2.277 sec/game, 11.1 min. total, 583.0 MB
suffix_guts v6 361 games, 283787 moves, e=0.719, loss: 33798.7, -, 16.4% elo% vs. random_no_suicide, avg. reward: 25.865, 2.305 sec/game, 11.1 min. total, 582.1 MB
suffix_guts v6 362 games, 284618 moves, e=0.718, loss: 39562.5, -, 16.0% elo% vs. random_no_suicide, avg. reward: 25.577, 2.293 sec/game, 11.1 min. total, 582.0 MB
suffix_guts v6 363 games, 285556 moves, e=0.717, loss: 40508.8, -, 15.6% elo% vs. random_no_suicide, avg. reward: 25.780, 2.281 sec/game, 11.2 min. total, 582.1 MB
suffix_guts v6 364 games, 286410 moves, e=0.716, loss: 43879.9, +, 17.7% elo% vs. random_no_suicide, avg. reward: 26.150, 2.283 sec/game, 11.2 min. total, 582.5 MB
suffix_guts v6 365 games, 287427 moves, e=0.715, loss: 51108.8, -, 17.3% elo% vs. random_no_suicide, avg. reward: 25.711, 2.298 sec/game, 11.3 min. total, 582.5 MB
suffix_guts v6 366 games, 288301 moves, e=0.715, loss: 46775.5, -, 16.8% elo% vs. random_no_suicide, avg. reward: 25.694, 2.296 sec/game, 11.3 min. total, 584.1 MB
suffix_guts v6 367 games, 289208 moves, e=0.714, loss: 53004.2, -, 16.4% elo% vs. random_no_suicide, avg. reward: 25.052, 2.297 sec/game, 11.3 min. total, 584.9 MB
suffix_guts v6 368 games, 290049 moves, e=0.713, loss: 43548.5, -, 16.0% elo% vs. random_no_suicide, avg. reward: 25.029, 2.318 sec/game, 11.4 min. total, 586.1 MB
suffix_guts v6 369 games, 290849 moves, e=0.712, loss: 38948.3, ., 16.8% elo% vs. random_no_suicide, avg. reward: 24.908, 2.319 sec/game, 11.4 min. total, 585.4 MB
suffix_guts v6 370 games, 291729 moves, e=0.711, loss: 42911.8, ., 17.7% elo% vs. random_no_suicide, avg. reward: 24.413, 2.304 sec/game, 11.4 min. total, 586.3 MB
suffix_guts v6 371 games, 292703 moves, e=0.710, loss: 41050.2, -, 17.2% elo% vs. random_no_suicide, avg. reward: 24.376, 2.306 sec/game, 11.5 min. total, 585.2 MB
suffix_guts v6 372 games, 293624 moves, e=0.709, loss: 37420.4, -, 16.8% elo% vs. random_no_suicide, avg. reward: 24.784, 2.308 sec/game, 11.5 min. total, 585.3 MB
suffix_guts v6 373 games, 294611 moves, e=0.708, loss: 35143.5, -, 16.4% elo% vs. random_no_suicide, avg. reward: 24.734, 2.322 sec/game, 11.6 min. total, 585.5 MB
suffix_guts v6 374 games, 295515 moves, e=0.707, loss: 37453.0, +, 18.6% elo% vs. random_no_suicide, avg. reward: 24.519, 2.308 sec/game, 11.6 min. total, 585.8 MB
suffix_guts v6 375 games, 296393 moves, e=0.707, loss: 36946.8, -, 18.1% elo% vs. random_no_suicide, avg. reward: 24.598, 2.316 sec/game, 11.6 min. total, 586.2 MB
suffix_guts v6 376 games, 297302 moves, e=0.706, loss: 35390.1, +, 20.4% elo% vs. random_no_suicide, avg. reward: 24.594, 2.354 sec/game, 11.7 min. total, 588.2 MB
suffix_guts v6 377 games, 298244 moves, e=0.705, loss: 35383.7, -, 19.8% elo% vs. random_no_suicide, avg. reward: 25.017, 2.389 sec/game, 11.7 min. total, 588.6 MB
suffix_guts v6 378 games, 299197 moves, e=0.704, loss: 40011.2, -, 19.2% elo% vs. random_no_suicide, avg. reward: 25.430, 2.432 sec/game, 11.8 min. total, 588.5 MB
suffix_guts v6 379 games, 300115 moves, e=0.703, loss: 42846.5, -, 18.7% elo% vs. random_no_suicide, avg. reward: 25.980, 2.483 sec/game, 11.8 min. total, 588.2 MB
suffix_guts v6 380 games, 301060 moves, e=0.702, loss: 47717.4, -, 18.2% elo% vs. random_no_suicide, avg. reward: 25.724, 2.546 sec/game, 11.9 min. total, 589.8 MB
suffix_guts v6 381 games, 301891 moves, e=0.701, loss: 47853.4, +, 20.5% elo% vs. random_no_suicide, avg. reward: 25.702, 2.546 sec/game, 11.9 min. total, 588.7 MB
suffix_guts v6 382 games, 302822 moves, e=0.700, loss: 48857.6, -, 19.9% elo% vs. random_no_suicide, avg. reward: 25.788, 2.599 sec/game, 12.0 min. total, 589.8 MB
suffix_guts v6 383 games, 303626 moves, e=0.699, loss: 43866.3, -, 19.3% elo% vs. random_no_suicide, avg. reward: 25.915, 2.615 sec/game, 12.0 min. total, 590.1 MB
suffix_guts v6 384 games, 304500 moves, e=0.699, loss: 44563.8, -, 18.8% elo% vs. random_no_suicide, avg. reward: 26.255, 2.661 sec/game, 12.1 min. total, 589.6 MB
suffix_guts v6 385 games, 305396 moves, e=0.698, loss: 53680.8, -, 18.3% elo% vs. random_no_suicide, avg. reward: 26.288, 2.737 sec/game, 12.2 min. total, 591.3 MB
suffix_guts v6 386 games, 306268 moves, e=0.697, loss: 45912.6, -, 17.8% elo% vs. random_no_suicide, avg. reward: 26.136, 2.833 sec/game, 12.2 min. total, 592.0 MB
suffix_guts v6 387 games, 307211 moves, e=0.696, loss: 38402.4, -, 17.3% elo% vs. random_no_suicide, avg. reward: 25.777, 2.938 sec/game, 12.3 min. total, 591.8 MB
suffix_guts v6 388 games, 308106 moves, e=0.695, loss: 34116.7, +, 19.6% elo% vs. random_no_suicide, avg. reward: 26.236, 2.950 sec/game, 12.4 min. total, 592.2 MB
suffix_guts v6 389 games, 309077 moves, e=0.694, loss: 34511.4, -, 19.0% elo% vs. random_no_suicide, avg. reward: 26.872, 2.982 sec/game, 12.4 min. total, 592.2 MB
suffix_guts v6 390 games, 310109 moves, e=0.693, loss: 34667.8, -, 18.5% elo% vs. random_no_suicide, avg. reward: 27.120, 3.005 sec/game, 12.4 min. total, 592.3 MB
suffix_guts v6 391 games, 311033 moves, e=0.692, loss: 35914.0, -, 18.0% elo% vs. random_no_suicide, avg. reward: 26.780, 3.020 sec/game, 12.5 min. total, 593.4 MB
suffix_guts v6 392 games, 312031 moves, e=0.691, loss: 39422.7, -, 17.5% elo% vs. random_no_suicide, avg. reward: 26.535, 3.044 sec/game, 12.5 min. total, 592.0 MB
suffix_guts v6 393 games, 312963 moves, e=0.690, loss: 32386.4, -, 17.0% elo% vs. random_no_suicide, avg. reward: 26.327, 3.053 sec/game, 12.6 min. total, 594.5 MB
suffix_guts v6 394 games, 313875 moves, e=0.689, loss: 29626.7, -, 16.6% elo% vs. random_no_suicide, avg. reward: 26.323, 3.076 sec/game, 12.6 min. total, 594.5 MB
suffix_guts v6 395 games, 314728 moves, e=0.688, loss: 30732.0, -, 16.2% elo% vs. random_no_suicide, avg. reward: 26.345, 3.066 sec/game, 12.7 min. total, 595.0 MB
suffix_guts v6 396 games, 315696 moves, e=0.687, loss: 29731.8, -, 15.8% elo% vs. random_no_suicide, avg. reward: 26.981, 3.054 sec/game, 12.7 min. total, 595.2 MB
suffix_guts v6 397 games, 316525 moves, e=0.687, loss: 34660.3, -, 15.4% elo% vs. random_no_suicide, avg. reward: 27.060, 3.000 sec/game, 12.7 min. total, 595.1 MB
suffix_guts v6 398 games, 317561 moves, e=0.686, loss: 32664.7, -, 15.0% elo% vs. random_no_suicide, avg. reward: 27.140, 3.012 sec/game, 12.8 min. total, 595.5 MB
suffix_guts v6 399 games, 318477 moves, e=0.685, loss: 35075.4, +, 17.1% elo% vs. random_no_suicide, avg. reward: 26.749, 2.998 sec/game, 12.8 min. total, 595.6 MB
suffix_guts v6 400 games, 319448 moves, e=0.684, loss: 33947.7, -, 16.7% elo% vs. random_no_suicide, avg. reward: 26.723, 2.946 sec/game, 12.9 min. total, 595.6 MB
suffix_guts v7 401 games, 320415 moves, e=0.683, loss: 31837.8, -, 47.7% elo% vs. random_no_suicide, avg. reward: 27.120, 2.968 sec/game, 12.9 min. total, 595.4 MB
suffix_guts v7 402 games, 321323 moves, e=0.682, loss: 33713.5, +, 50.1% elo% vs. random_no_suicide, avg. reward: 27.340, 2.937 sec/game, 13.0 min. total, 596.0 MB
suffix_guts v7 403 games, 322421 moves, e=0.681, loss: 34225.6, -, 47.8% elo% vs. random_no_suicide, avg. reward: 27.479, 2.949 sec/game, 13.0 min. total, 597.4 MB
suffix_guts v7 404 games, 323369 moves, e=0.680, loss: 39818.7, -, 45.6% elo% vs. random_no_suicide, avg. reward: 27.493, 2.932 sec/game, 13.1 min. total, 598.6 MB
suffix_guts v7 405 games, 324154 moves, e=0.679, loss: 46704.9, -, 43.5% elo% vs. random_no_suicide, avg. reward: 27.496, 2.840 sec/game, 13.1 min. total, 598.3 MB
suffix_guts v7 406 games, 325081 moves, e=0.678, loss: 46877.4, -, 41.6% elo% vs. random_no_suicide, avg. reward: 27.489, 2.753 sec/game, 13.2 min. total, 598.9 MB
suffix_guts v7 407 games, 325944 moves, e=0.677, loss: 46002.5, -, 39.7% elo% vs. random_no_suicide, avg. reward: 28.184, 2.659 sec/game, 13.2 min. total, 597.7 MB
suffix_guts v7 408 games, 326934 moves, e=0.676, loss: 46753.0, -, 38.0% elo% vs. random_no_suicide, avg. reward: 28.221, 2.663 sec/game, 13.2 min. total, 598.1 MB
suffix_guts v7 409 games, 327773 moves, e=0.676, loss: 48426.9, -, 36.4% elo% vs. random_no_suicide, avg. reward: 28.343, 2.638 sec/game, 13.3 min. total, 598.2 MB
suffix_guts v7 410 games, 328765 moves, e=0.675, loss: 47106.9, -, 34.8% elo% vs. random_no_suicide, avg. reward: 28.343, 2.640 sec/game, 13.3 min. total, 598.4 MB
suffix_guts v7 411 games, 329582 moves, e=0.674, loss: 49615.3, -, 33.4% elo% vs. random_no_suicide, avg. reward: 28.344, 2.624 sec/game, 13.4 min. total, 598.4 MB
suffix_guts v7 412 games, 330539 moves, e=0.673, loss: 53437.8, +, 36.2% elo% vs. random_no_suicide, avg. reward: 28.261, 2.619 sec/game, 13.4 min. total, 601.4 MB
suffix_guts v7 413 games, 331559 moves, e=0.672, loss: 46722.9, +, 38.9% elo% vs. random_no_suicide, avg. reward: 28.970, 2.626 sec/game, 13.5 min. total, 600.2 MB
suffix_guts v7 414 games, 332311 moves, e=0.671, loss: 53184.3, -, 37.2% elo% vs. random_no_suicide, avg. reward: 29.345, 2.595 sec/game, 13.5 min. total, 600.2 MB
suffix_guts v7 415 games, 333253 moves, e=0.670, loss: 49441.5, -, 35.6% elo% vs. random_no_suicide, avg. reward: 29.650, 2.622 sec/game, 13.5 min. total, 600.1 MB
suffix_guts v7 416 games, 334095 moves, e=0.669, loss: 52436.6, -, 34.1% elo% vs. random_no_suicide, avg. reward: 30.007, 2.606 sec/game, 13.6 min. total, 601.3 MB
suffix_guts v7 417 games, 334896 moves, e=0.668, loss: 52852.1, -, 32.7% elo% vs. random_no_suicide, avg. reward: 30.013, 2.607 sec/game, 13.6 min. total, 601.3 MB
suffix_guts v7 418 games, 335891 moves, e=0.667, loss: 53156.9, -, 31.4% elo% vs. random_no_suicide, avg. reward: 30.153, 2.599 sec/game, 13.7 min. total, 601.5 MB
suffix_guts v7 419 games, 336816 moves, e=0.667, loss: 60898.3, -, 30.2% elo% vs. random_no_suicide, avg. reward: 30.102, 2.590 sec/game, 13.7 min. total, 600.5 MB
suffix_guts v7 420 games, 337649 moves, e=0.666, loss: 58450.2, -, 29.0% elo% vs. random_no_suicide, avg. reward: 30.466, 2.576 sec/game, 13.7 min. total, 602.6 MB
suffix_guts v7 421 games, 338628 moves, e=0.665, loss: 63501.2, -, 27.9% elo% vs. random_no_suicide, avg. reward: 30.990, 2.573 sec/game, 13.8 min. total, 604.4 MB
suffix_guts v7 422 games, 339568 moves, e=0.664, loss: 57651.4, -, 26.9% elo% vs. random_no_suicide, avg. reward: 31.389, 2.593 sec/game, 13.8 min. total, 604.2 MB
suffix_guts v7 423 games, 340500 moves, e=0.663, loss: 66774.4, -, 26.0% elo% vs. random_no_suicide, avg. reward: 31.582, 2.601 sec/game, 13.9 min. total, 604.6 MB
suffix_guts v7 424 games, 341590 moves, e=0.662, loss: 63424.1, -, 25.1% elo% vs. random_no_suicide, avg. reward: 30.960, 2.609 sec/game, 13.9 min. total, 604.4 MB
suffix_guts v7 425 games, 342524 moves, e=0.661, loss: 52517.3, -, 24.2% elo% vs. random_no_suicide, avg. reward: 31.297, 2.625 sec/game, 14.0 min. total, 605.6 MB
suffix_guts v7 426 games, 343442 moves, e=0.660, loss: 51572.0, -, 23.4% elo% vs. random_no_suicide, avg. reward: 31.498, 2.651 sec/game, 14.0 min. total, 605.0 MB
suffix_guts v7 427 games, 344326 moves, e=0.659, loss: 47947.6, -, 22.6% elo% vs. random_no_suicide, avg. reward: 31.961, 2.668 sec/game, 14.1 min. total, 604.9 MB
suffix_guts v7 428 games, 345274 moves, e=0.658, loss: 51532.0, -, 21.9% elo% vs. random_no_suicide, avg. reward: 31.761, 2.672 sec/game, 14.1 min. total, 604.9 MB
suffix_guts v7 429 games, 346074 moves, e=0.657, loss: 49128.4, -, 21.2% elo% vs. random_no_suicide, avg. reward: 31.359, 2.679 sec/game, 14.2 min. total, 605.0 MB
suffix_guts v7 430 games, 347004 moves, e=0.656, loss: 45625.8, +, 23.7% elo% vs. random_no_suicide, avg. reward: 31.572, 2.673 sec/game, 14.2 min. total, 606.8 MB
suffix_guts v7 431 games, 347915 moves, e=0.656, loss: 49406.4, -, 23.0% elo% vs. random_no_suicide, avg. reward: 32.027, 2.704 sec/game, 14.3 min. total, 607.6 MB
suffix_guts v7 432 games, 348860 moves, e=0.655, loss: 48434.5, -, 22.2% elo% vs. random_no_suicide, avg. reward: 32.074, 2.700 sec/game, 14.3 min. total, 606.1 MB
suffix_guts v7 433 games, 349778 moves, e=0.654, loss: 40069.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: 32.388, 2.689 sec/game, 14.3 min. total, 606.5 MB
suffix_guts v7 434 games, 350641 moves, e=0.653, loss: 35277.2, -, 20.9% elo% vs. random_no_suicide, avg. reward: 32.433, 2.710 sec/game, 14.4 min. total, 607.9 MB
suffix_guts v7 435 games, 351476 moves, e=0.652, loss: 34813.8, -, 20.2% elo% vs. random_no_suicide, avg. reward: 32.347, 2.689 sec/game, 14.4 min. total, 608.4 MB
suffix_guts v7 436 games, 352333 moves, e=0.651, loss: 35419.3, -, 19.6% elo% vs. random_no_suicide, avg. reward: 32.437, 2.691 sec/game, 14.5 min. total, 608.1 MB
suffix_guts v7 437 games, 353199 moves, e=0.650, loss: 45917.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: 33.013, 2.715 sec/game, 14.5 min. total, 607.1 MB
suffix_guts v7 438 games, 354003 moves, e=0.650, loss: 44176.4, ., 20.0% elo% vs. random_no_suicide, avg. reward: 32.670, 2.679 sec/game, 14.6 min. total, 607.6 MB
suffix_guts v7 439 games, 354999 moves, e=0.649, loss: 44823.1, +, 22.4% elo% vs. random_no_suicide, avg. reward: 32.498, 2.681 sec/game, 14.6 min. total, 611.4 MB
suffix_guts v7 440 games, 355992 moves, e=0.648, loss: 50505.8, -, 21.7% elo% vs. random_no_suicide, avg. reward: 32.352, 2.717 sec/game, 14.6 min. total, 609.8 MB
suffix_guts v7 441 games, 356908 moves, e=0.647, loss: 45873.6, -, 21.0% elo% vs. random_no_suicide, avg. reward: 32.408, 2.698 sec/game, 14.7 min. total, 609.7 MB
