suffix_guts v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.7 MB
suffix_guts v8 590 games, 506227 moves, e=0.499, loss: 40565.6, -, 15.5% elo% vs. random_no_suicide, avg. reward: 38.458, 2.823 sec/game, 21.4 min. total, 660.1 MB
suffix_guts v8 591 games, 507238 moves, e=0.498, loss: 43391.8, -, 15.2% elo% vs. random_no_suicide, avg. reward: 38.640, 2.812 sec/game, 21.4 min. total, 661.4 MB
suffix_guts v8 592 games, 508454 moves, e=0.497, loss: 45485.1, -, 14.8% elo% vs. random_no_suicide, avg. reward: 38.465, 2.846 sec/game, 21.5 min. total, 662.4 MB
suffix_guts v8 593 games, 509542 moves, e=0.496, loss: 59429.2, +, 16.9% elo% vs. random_no_suicide, avg. reward: 38.316, 2.871 sec/game, 21.6 min. total, 662.1 MB
suffix_guts v8 594 games, 510648 moves, e=0.494, loss: 53315.1, -, 16.5% elo% vs. random_no_suicide, avg. reward: 37.752, 2.886 sec/game, 21.6 min. total, 661.8 MB
suffix_guts v8 595 games, 511684 moves, e=0.493, loss: 46814.6, -, 16.0% elo% vs. random_no_suicide, avg. reward: 37.052, 2.878 sec/game, 21.7 min. total, 662.1 MB
suffix_guts v8 596 games, 512852 moves, e=0.492, loss: 39512.6, -, 15.6% elo% vs. random_no_suicide, avg. reward: 36.647, 2.911 sec/game, 21.7 min. total, 663.3 MB
suffix_guts v8 597 games, 513950 moves, e=0.491, loss: 38394.4, -, 15.3% elo% vs. random_no_suicide, avg. reward: 36.536, 2.935 sec/game, 21.8 min. total, 662.3 MB
suffix_guts v8 598 games, 515094 moves, e=0.490, loss: 35354.2, +, 17.4% elo% vs. random_no_suicide, avg. reward: 36.515, 2.958 sec/game, 21.8 min. total, 662.8 MB
suffix_guts v8 599 games, 516126 moves, e=0.489, loss: 39309.8, +, 19.7% elo% vs. random_no_suicide, avg. reward: 36.969, 2.967 sec/game, 21.9 min. total, 662.8 MB
suffix_guts v8 600 games, 517242 moves, e=0.488, loss: 40507.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: 37.004, 3.008 sec/game, 21.9 min. total, 664.0 MB
suffix_guts v9 601 games, 518423 moves, e=0.487, loss: 41330.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 37.350, 3.063 sec/game, 22.0 min. total, 667.0 MB
suffix_guts v9 602 games, 519604 moves, e=0.486, loss: 44153.9, -, 45.5% elo% vs. random_no_suicide, avg. reward: 37.215, 3.102 sec/game, 22.0 min. total, 667.4 MB
suffix_guts v9 603 games, 520569 moves, e=0.485, loss: 39434.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: 37.122, 3.068 sec/game, 22.1 min. total, 667.6 MB
suffix_guts v9 604 games, 521740 moves, e=0.483, loss: 39989.2, -, 41.5% elo% vs. random_no_suicide, avg. reward: 37.130, 3.115 sec/game, 22.1 min. total, 668.7 MB
suffix_guts v9 605 games, 522785 moves, e=0.482, loss: 41531.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: 36.763, 3.125 sec/game, 22.2 min. total, 668.6 MB
suffix_guts v9 606 games, 523881 moves, e=0.481, loss: 44560.3, -, 37.9% elo% vs. random_no_suicide, avg. reward: 36.840, 3.115 sec/game, 22.2 min. total, 667.9 MB
suffix_guts v9 607 games, 524940 moves, e=0.480, loss: 47619.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: 37.026, 3.114 sec/game, 22.3 min. total, 668.1 MB
suffix_guts v9 608 games, 526131 moves, e=0.479, loss: 50177.7, -, 34.8% elo% vs. random_no_suicide, avg. reward: 37.135, 3.130 sec/game, 22.3 min. total, 670.8 MB
suffix_guts v9 609 games, 527254 moves, e=0.478, loss: 50931.5, -, 33.3% elo% vs. random_no_suicide, avg. reward: 36.985, 3.130 sec/game, 22.4 min. total, 671.0 MB
suffix_guts v9 610 games, 528387 moves, e=0.477, loss: 56124.0, -, 32.0% elo% vs. random_no_suicide, avg. reward: 37.017, 3.156 sec/game, 22.5 min. total, 670.5 MB
suffix_guts v9 611 games, 529489 moves, e=0.476, loss: 59674.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: 36.602, 3.194 sec/game, 22.5 min. total, 670.4 MB
suffix_guts v9 612 games, 530766 moves, e=0.475, loss: 49709.8, +, 33.5% elo% vs. random_no_suicide, avg. reward: 36.912, 3.232 sec/game, 22.6 min. total, 671.4 MB
suffix_guts v9 613 games, 531974 moves, e=0.473, loss: 50920.6, -, 32.1% elo% vs. random_no_suicide, avg. reward: 37.064, 3.311 sec/game, 22.7 min. total, 672.3 MB
suffix_guts v9 614 games, 533372 moves, e=0.472, loss: 56180.3, -, 30.8% elo% vs. random_no_suicide, avg. reward: 36.873, 3.356 sec/game, 22.7 min. total, 671.3 MB
suffix_guts v9 615 games, 534648 moves, e=0.471, loss: 55820.3, +, 33.6% elo% vs. random_no_suicide, avg. reward: 37.182, 3.405 sec/game, 22.8 min. total, 672.7 MB
suffix_guts v9 616 games, 535773 moves, e=0.470, loss: 50866.0, -, 32.3% elo% vs. random_no_suicide, avg. reward: 37.327, 3.406 sec/game, 22.8 min. total, 673.3 MB
suffix_guts v9 617 games, 536879 moves, e=0.468, loss: 52625.0, -, 31.0% elo% vs. random_no_suicide, avg. reward: 37.970, 3.423 sec/game, 22.9 min. total, 675.2 MB
suffix_guts v9 618 games, 537917 moves, e=0.467, loss: 60518.1, -, 29.8% elo% vs. random_no_suicide, avg. reward: 38.575, 3.451 sec/game, 23.0 min. total, 674.6 MB
suffix_guts v9 619 games, 538974 moves, e=0.466, loss: 61191.4, +, 32.5% elo% vs. random_no_suicide, avg. reward: 38.579, 3.467 sec/game, 23.0 min. total, 676.2 MB
suffix_guts v9 620 games, 540112 moves, e=0.465, loss: 56999.7, -, 31.2% elo% vs. random_no_suicide, avg. reward: 38.076, 3.487 sec/game, 23.1 min. total, 676.0 MB
suffix_guts v9 621 games, 541205 moves, e=0.464, loss: 53131.4, -, 30.0% elo% vs. random_no_suicide, avg. reward: 38.535, 3.472 sec/game, 23.1 min. total, 674.6 MB
suffix_guts v9 622 games, 542276 moves, e=0.463, loss: 51331.8, -, 28.9% elo% vs. random_no_suicide, avg. reward: 38.499, 3.449 sec/game, 23.2 min. total, 676.2 MB
suffix_guts v9 623 games, 543459 moves, e=0.462, loss: 51360.8, +, 31.6% elo% vs. random_no_suicide, avg. reward: 38.614, 3.484 sec/game, 23.3 min. total, 676.4 MB
suffix_guts v9 624 games, 544612 moves, e=0.461, loss: 53999.1, -, 30.4% elo% vs. random_no_suicide, avg. reward: 37.958, 3.468 sec/game, 23.3 min. total, 676.2 MB
suffix_guts v9 625 games, 545745 moves, e=0.460, loss: 40459.6, -, 29.2% elo% vs. random_no_suicide, avg. reward: 38.001, 3.487 sec/game, 23.4 min. total, 677.4 MB
suffix_guts v9 626 games, 546643 moves, e=0.459, loss: 45356.3, +, 32.0% elo% vs. random_no_suicide, avg. reward: 37.615, 3.475 sec/game, 23.4 min. total, 676.7 MB
suffix_guts v9 627 games, 547837 moves, e=0.458, loss: 38887.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: 36.994, 3.496 sec/game, 23.5 min. total, 677.1 MB
suffix_guts v9 628 games, 549079 moves, e=0.456, loss: 40620.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: 36.243, 3.525 sec/game, 23.5 min. total, 677.2 MB
suffix_guts v9 629 games, 550201 moves, e=0.455, loss: 41370.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: 35.692, 3.526 sec/game, 23.6 min. total, 676.8 MB
suffix_guts v9 630 games, 551202 moves, e=0.454, loss: 33969.7, -, 27.4% elo% vs. random_no_suicide, avg. reward: 35.220, 3.505 sec/game, 23.6 min. total, 677.1 MB
suffix_guts v9 631 games, 552372 moves, e=0.453, loss: 34281.2, -, 26.4% elo% vs. random_no_suicide, avg. reward: 35.659, 3.488 sec/game, 23.7 min. total, 678.4 MB
suffix_guts v9 632 games, 553574 moves, e=0.452, loss: 30005.8, -, 25.4% elo% vs. random_no_suicide, avg. reward: 36.254, 3.431 sec/game, 23.7 min. total, 677.9 MB
suffix_guts v9 633 games, 554739 moves, e=0.451, loss: 35355.6, -, 24.6% elo% vs. random_no_suicide, avg. reward: 35.675, 3.377 sec/game, 23.8 min. total, 679.4 MB
suffix_guts v9 634 games, 555942 moves, e=0.450, loss: 30539.9, -, 23.7% elo% vs. random_no_suicide, avg. reward: 35.603, 3.365 sec/game, 23.8 min. total, 680.7 MB
suffix_guts v9 635 games, 556990 moves, e=0.449, loss: 32851.4, ., 24.6% elo% vs. random_no_suicide, avg. reward: 36.085, 3.324 sec/game, 23.9 min. total, 679.7 MB
suffix_guts v9 636 games, 558112 moves, e=0.447, loss: 38446.6, -, 23.8% elo% vs. random_no_suicide, avg. reward: 36.154, 3.335 sec/game, 24.0 min. total, 679.6 MB
suffix_guts v9 637 games, 559276 moves, e=0.446, loss: 39511.8, -, 23.0% elo% vs. random_no_suicide, avg. reward: 36.232, 3.328 sec/game, 24.0 min. total, 679.3 MB
suffix_guts v9 638 games, 560329 moves, e=0.445, loss: 42242.3, -, 22.3% elo% vs. random_no_suicide, avg. reward: 35.523, 3.294 sec/game, 24.1 min. total, 681.3 MB
suffix_guts v9 639 games, 561560 moves, e=0.444, loss: 38036.2, -, 21.6% elo% vs. random_no_suicide, avg. reward: 35.657, 3.312 sec/game, 24.1 min. total, 682.4 MB
suffix_guts v9 640 games, 562727 moves, e=0.443, loss: 42866.3, -, 20.9% elo% vs. random_no_suicide, avg. reward: 35.957, 3.282 sec/game, 24.2 min. total, 683.9 MB
suffix_guts v9 641 games, 563928 moves, e=0.442, loss: 44724.5, +, 23.4% elo% vs. random_no_suicide, avg. reward: 35.644, 3.268 sec/game, 24.2 min. total, 683.0 MB
suffix_guts v9 642 games, 564993 moves, e=0.441, loss: 50178.0, -, 22.6% elo% vs. random_no_suicide, avg. reward: 35.237, 3.272 sec/game, 24.3 min. total, 682.8 MB
suffix_guts v9 643 games, 566177 moves, e=0.439, loss: 43593.4, -, 21.9% elo% vs. random_no_suicide, avg. reward: 35.188, 3.264 sec/game, 24.3 min. total, 684.6 MB
suffix_guts v9 644 games, 567478 moves, e=0.438, loss: 44546.9, -, 21.2% elo% vs. random_no_suicide, avg. reward: 35.197, 3.282 sec/game, 24.4 min. total, 683.6 MB
suffix_guts v9 645 games, 568473 moves, e=0.437, loss: 51893.9, -, 20.6% elo% vs. random_no_suicide, avg. reward: 35.027, 3.255 sec/game, 24.4 min. total, 683.6 MB
suffix_guts v9 646 games, 569576 moves, e=0.436, loss: 46166.1, -, 20.0% elo% vs. random_no_suicide, avg. reward: 34.816, 3.272 sec/game, 24.5 min. total, 684.7 MB
suffix_guts v9 647 games, 570652 moves, e=0.435, loss: 39158.6, -, 19.4% elo% vs. random_no_suicide, avg. reward: 34.344, 3.267 sec/game, 24.5 min. total, 685.2 MB
suffix_guts v9 648 games, 571847 moves, e=0.434, loss: 43448.4, -, 18.8% elo% vs. random_no_suicide, avg. reward: 34.628, 3.256 sec/game, 24.6 min. total, 685.4 MB
suffix_guts v9 649 games, 572932 moves, e=0.433, loss: 41176.6, -, 18.3% elo% vs. random_no_suicide, avg. reward: 35.199, 3.299 sec/game, 24.7 min. total, 686.7 MB
suffix_guts v9 650 games, 573986 moves, e=0.432, loss: 41643.6, -, 17.8% elo% vs. random_no_suicide, avg. reward: 35.154, 3.316 sec/game, 24.7 min. total, 686.0 MB
suffix_guts v9 651 games, 574970 moves, e=0.431, loss: 48065.8, -, 17.3% elo% vs. random_no_suicide, avg. reward: 34.640, 3.303 sec/game, 24.8 min. total, 687.0 MB
suffix_guts v9 652 games, 575923 moves, e=0.430, loss: 42434.6, -, 16.9% elo% vs. random_no_suicide, avg. reward: 33.808, 3.289 sec/game, 24.8 min. total, 687.7 MB
suffix_guts v9 653 games, 577022 moves, e=0.429, loss: 38393.6, -, 16.5% elo% vs. random_no_suicide, avg. reward: 33.262, 3.281 sec/game, 24.9 min. total, 686.6 MB
suffix_guts v9 654 games, 578115 moves, e=0.428, loss: 41669.6, -, 16.0% elo% vs. random_no_suicide, avg. reward: 33.597, 3.265 sec/game, 24.9 min. total, 686.3 MB
suffix_guts v9 655 games, 579478 moves, e=0.426, loss: 34223.8, -, 15.6% elo% vs. random_no_suicide, avg. reward: 34.031, 3.321 sec/game, 25.0 min. total, 688.0 MB
suffix_guts v9 656 games, 580494 moves, e=0.425, loss: 42884.8, -, 15.3% elo% vs. random_no_suicide, avg. reward: 34.135, 3.304 sec/game, 25.1 min. total, 689.0 MB
suffix_guts v9 657 games, 581573 moves, e=0.424, loss: 49213.2, +, 17.4% elo% vs. random_no_suicide, avg. reward: 34.218, 3.298 sec/game, 25.1 min. total, 689.5 MB
suffix_guts v9 658 games, 582703 moves, e=0.423, loss: 51916.8, -, 16.9% elo% vs. random_no_suicide, avg. reward: 34.170, 3.322 sec/game, 25.2 min. total, 689.1 MB
suffix_guts v9 659 games, 583854 moves, e=0.422, loss: 51418.2, -, 16.5% elo% vs. random_no_suicide, avg. reward: 34.536, 3.329 sec/game, 25.2 min. total, 690.6 MB
suffix_guts v9 660 games, 585026 moves, e=0.421, loss: 53983.6, +, 18.7% elo% vs. random_no_suicide, avg. reward: 35.059, 3.361 sec/game, 25.3 min. total, 689.8 MB
suffix_guts v9 661 games, 586009 moves, e=0.420, loss: 51707.3, -, 18.2% elo% vs. random_no_suicide, avg. reward: 35.124, 3.340 sec/game, 25.3 min. total, 690.0 MB
suffix_guts v9 662 games, 587266 moves, e=0.419, loss: 58020.7, -, 17.7% elo% vs. random_no_suicide, avg. reward: 35.144, 3.355 sec/game, 25.4 min. total, 691.7 MB
suffix_guts v9 663 games, 588357 moves, e=0.418, loss: 63164.8, -, 17.3% elo% vs. random_no_suicide, avg. reward: 34.925, 3.342 sec/game, 25.5 min. total, 691.8 MB
suffix_guts v9 664 games, 589587 moves, e=0.416, loss: 58446.7, +, 19.5% elo% vs. random_no_suicide, avg. reward: 35.426, 3.340 sec/game, 25.5 min. total, 691.9 MB
suffix_guts v9 665 games, 590883 moves, e=0.415, loss: 50692.4, +, 22.0% elo% vs. random_no_suicide, avg. reward: 35.356, 3.381 sec/game, 25.6 min. total, 693.2 MB
suffix_guts v9 666 games, 592075 moves, e=0.414, loss: 54398.6, -, 21.3% elo% vs. random_no_suicide, avg. reward: 35.452, 3.402 sec/game, 25.6 min. total, 692.0 MB
suffix_guts v9 667 games, 593251 moves, e=0.413, loss: 60100.8, -, 20.6% elo% vs. random_no_suicide, avg. reward: 36.053, 3.407 sec/game, 25.7 min. total, 693.2 MB
suffix_guts v9 668 games, 594544 moves, e=0.411, loss: 54101.9, -, 20.0% elo% vs. random_no_suicide, avg. reward: 36.757, 3.449 sec/game, 25.8 min. total, 692.9 MB
suffix_guts v9 669 games, 595664 moves, e=0.410, loss: 58146.5, -, 19.4% elo% vs. random_no_suicide, avg. reward: 36.352, 3.424 sec/game, 25.8 min. total, 692.9 MB
suffix_guts v9 670 games, 596934 moves, e=0.409, loss: 54491.6, -, 18.9% elo% vs. random_no_suicide, avg. reward: 36.415, 3.469 sec/game, 25.9 min. total, 692.4 MB
suffix_guts v9 671 games, 598075 moves, e=0.408, loss: 53066.5, -, 18.4% elo% vs. random_no_suicide, avg. reward: 36.489, 3.493 sec/game, 25.9 min. total, 693.3 MB
suffix_guts v9 672 games, 599359 moves, e=0.407, loss: 57542.0, -, 17.9% elo% vs. random_no_suicide, avg. reward: 36.585, 3.534 sec/game, 26.0 min. total, 696.1 MB
suffix_guts v9 673 games, 600628 moves, e=0.405, loss: 52740.4, -, 17.4% elo% vs. random_no_suicide, avg. reward: 36.723, 3.563 sec/game, 26.1 min. total, 694.6 MB
suffix_guts v9 674 games, 601771 moves, e=0.404, loss: 53057.3, -, 16.9% elo% vs. random_no_suicide, avg. reward: 36.685, 3.567 sec/game, 26.1 min. total, 695.2 MB
suffix_guts v9 675 games, 602882 moves, e=0.403, loss: 52759.4, -, 16.5% elo% vs. random_no_suicide, avg. reward: 36.967, 3.550 sec/game, 26.2 min. total, 694.3 MB
suffix_guts v9 676 games, 603993 moves, e=0.402, loss: 56625.9, -, 16.1% elo% vs. random_no_suicide, avg. reward: 36.451, 3.543 sec/game, 26.2 min. total, 695.7 MB
suffix_guts v9 677 games, 604953 moves, e=0.401, loss: 51900.6, -, 15.7% elo% vs. random_no_suicide, avg. reward: 35.805, 3.523 sec/game, 26.3 min. total, 694.1 MB
suffix_guts v9 678 games, 606033 moves, e=0.400, loss: 56479.3, -, 15.3% elo% vs. random_no_suicide, avg. reward: 35.670, 3.525 sec/game, 26.3 min. total, 696.3 MB
suffix_guts v9 679 games, 607208 moves, e=0.399, loss: 52339.1, -, 14.9% elo% vs. random_no_suicide, avg. reward: 35.655, 3.493 sec/game, 26.4 min. total, 696.0 MB
suffix_guts v9 680 games, 608423 moves, e=0.398, loss: 50477.1, -, 14.6% elo% vs. random_no_suicide, avg. reward: 35.808, 3.470 sec/game, 26.5 min. total, 699.3 MB
suffix_guts v9 681 games, 609615 moves, e=0.396, loss: 56254.6, -, 14.3% elo% vs. random_no_suicide, avg. reward: 35.634, 3.481 sec/game, 26.5 min. total, 698.2 MB
suffix_guts v9 682 games, 610650 moves, e=0.395, loss: 52742.7, -, 13.9% elo% vs. random_no_suicide, avg. reward: 35.640, 3.451 sec/game, 26.6 min. total, 699.1 MB
suffix_guts v9 683 games, 611720 moves, e=0.394, loss: 49956.3, -, 13.6% elo% vs. random_no_suicide, avg. reward: 35.799, 3.462 sec/game, 26.6 min. total, 698.5 MB
suffix_guts v9 684 games, 612792 moves, e=0.393, loss: 48202.0, -, 13.3% elo% vs. random_no_suicide, avg. reward: 35.972, 3.474 sec/game, 26.7 min. total, 698.5 MB
suffix_guts v9 685 games, 613982 moves, e=0.392, loss: 42778.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: 36.160, 3.446 sec/game, 26.7 min. total, 698.4 MB
suffix_guts v9 686 games, 614964 moves, e=0.391, loss: 49436.2, -, 12.8% elo% vs. random_no_suicide, avg. reward: 36.419, 97.715 sec/game, 58.2 min. total, 153.9 MB
suffix_guts v9 687 games, 616112 moves, e=0.390, loss: 54911.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: 36.439, 97.710 sec/game, 58.3 min. total, 170.2 MB
suffix_guts v9 688 games, 617312 moves, e=0.389, loss: 60109.1, -, 12.3% elo% vs. random_no_suicide, avg. reward: 36.365, 241.449 sec/game, 106.2 min. total, 102.8 MB
suffix_guts v9 689 games, 618519 moves, e=0.388, loss: 63317.3, -, 12.0% elo% vs. random_no_suicide, avg. reward: 36.865, 241.589 sec/game, 106.3 min. total, 280.6 MB
suffix_guts v9 690 games, 619841 moves, e=0.386, loss: 57508.9, -, 11.8% elo% vs. random_no_suicide, avg. reward: 36.733, 241.585 sec/game, 106.4 min. total, 282.1 MB
suffix_guts v9 691 games, 621025 moves, e=0.385, loss: 55233.0, -, 11.6% elo% vs. random_no_suicide, avg. reward: 36.659, 241.624 sec/game, 106.5 min. total, 283.3 MB
suffix_guts v9 692 games, 622217 moves, e=0.384, loss: 59383.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: 36.247, 241.641 sec/game, 106.5 min. total, 283.9 MB
suffix_guts v9 693 games, 623611 moves, e=0.383, loss: 57683.9, -, 11.2% elo% vs. random_no_suicide, avg. reward: 36.163, 241.690 sec/game, 106.6 min. total, 285.9 MB
suffix_guts v9 694 games, 624901 moves, e=0.381, loss: 52348.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: 36.717, 241.761 sec/game, 106.7 min. total, 289.5 MB
suffix_guts v9 695 games, 626108 moves, e=0.380, loss: 49066.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: 37.226, 241.792 sec/game, 106.8 min. total, 290.7 MB
suffix_guts v9 696 games, 627261 moves, e=0.379, loss: 47017.4, -, 10.6% elo% vs. random_no_suicide, avg. reward: 37.749, 241.853 sec/game, 106.9 min. total, 291.7 MB
suffix_guts v9 697 games, 628283 moves, e=0.378, loss: 44329.3, +, 12.2% elo% vs. random_no_suicide, avg. reward: 37.488, 241.896 sec/game, 106.9 min. total, 291.9 MB
suffix_guts v9 698 games, 629371 moves, e=0.377, loss: 44946.3, -, 12.0% elo% vs. random_no_suicide, avg. reward: 37.692, 241.895 sec/game, 107.0 min. total, 292.0 MB
suffix_guts v9 699 games, 630683 moves, e=0.376, loss: 44815.3, -, 11.8% elo% vs. random_no_suicide, avg. reward: 37.028, 241.958 sec/game, 107.1 min. total, 292.2 MB
suffix_guts v9 700 games, 631743 moves, e=0.375, loss: 43132.6, -, 11.5% elo% vs. random_no_suicide, avg. reward: 37.056, 241.955 sec/game, 107.1 min. total, 292.2 MB
suffix_guts v10 701 games, 632965 moves, e=0.373, loss: 50670.1, ., 50.0% elo% vs. random_no_suicide, avg. reward: 36.722, 241.997 sec/game, 107.2 min. total, 295.3 MB
suffix_guts v10 702 games, 634246 moves, e=0.372, loss: 50569.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: 36.774, 242.091 sec/game, 107.3 min. total, 296.2 MB
suffix_guts v10 703 games, 635479 moves, e=0.371, loss: 45487.5, -, 45.5% elo% vs. random_no_suicide, avg. reward: 37.188, 242.121 sec/game, 107.3 min. total, 298.7 MB
suffix_guts v10 704 games, 636523 moves, e=0.370, loss: 44861.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: 37.165, 242.114 sec/game, 107.4 min. total, 297.2 MB
suffix_guts v10 705 games, 637672 moves, e=0.369, loss: 45748.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 36.789, 242.137 sec/game, 107.4 min. total, 297.3 MB
suffix_guts v10 706 games, 639015 moves, e=0.367, loss: 48672.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: 36.684, 147.924 sec/game, 107.5 min. total, 298.1 MB
suffix_guts v10 707 games, 640209 moves, e=0.366, loss: 47546.4, -, 37.9% elo% vs. random_no_suicide, avg. reward: 36.625, 147.946 sec/game, 107.6 min. total, 298.2 MB
suffix_guts v10 708 games, 641292 moves, e=0.365, loss: 46137.7, -, 36.3% elo% vs. random_no_suicide, avg. reward: 36.755, 4.200 sec/game, 107.6 min. total, 298.1 MB
suffix_guts v10 709 games, 642480 moves, e=0.364, loss: 50443.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: 36.733, 4.077 sec/game, 107.7 min. total, 298.1 MB
suffix_guts v10 710 games, 643671 moves, e=0.363, loss: 53400.3, +, 37.5% elo% vs. random_no_suicide, avg. reward: 36.797, 4.058 sec/game, 107.8 min. total, 299.9 MB
suffix_guts v10 711 games, 644798 moves, e=0.362, loss: 50493.0, -, 35.9% elo% vs. random_no_suicide, avg. reward: 37.149, 4.031 sec/game, 107.8 min. total, 302.1 MB
suffix_guts v10 712 games, 645907 moves, e=0.361, loss: 53704.9, -, 34.4% elo% vs. random_no_suicide, avg. reward: 37.064, 4.010 sec/game, 107.9 min. total, 301.1 MB
suffix_guts v10 713 games, 646974 moves, e=0.359, loss: 53843.8, -, 33.0% elo% vs. random_no_suicide, avg. reward: 36.945, 3.930 sec/game, 107.9 min. total, 302.8 MB
suffix_guts v10 714 games, 648116 moves, e=0.358, loss: 55050.6, -, 31.7% elo% vs. random_no_suicide, avg. reward: 36.924, 3.865 sec/game, 108.0 min. total, 301.7 MB
suffix_guts v10 715 games, 649291 moves, e=0.357, loss: 55407.1, -, 30.4% elo% vs. random_no_suicide, avg. reward: 36.210, 3.838 sec/game, 108.1 min. total, 300.7 MB
suffix_guts v10 716 games, 650612 moves, e=0.356, loss: 47566.6, -, 29.2% elo% vs. random_no_suicide, avg. reward: 36.218, 3.819 sec/game, 108.1 min. total, 301.0 MB
suffix_guts v10 717 games, 651825 moves, e=0.355, loss: 52174.5, -, 28.1% elo% vs. random_no_suicide, avg. reward: 36.170, 3.825 sec/game, 108.2 min. total, 300.7 MB
suffix_guts v10 718 games, 653002 moves, e=0.354, loss: 52363.6, -, 27.1% elo% vs. random_no_suicide, avg. reward: 35.599, 3.822 sec/game, 108.3 min. total, 301.7 MB
suffix_guts v10 719 games, 654207 moves, e=0.352, loss: 48988.8, -, 26.1% elo% vs. random_no_suicide, avg. reward: 35.384, 3.787 sec/game, 108.3 min. total, 301.8 MB
suffix_guts v10 720 games, 655405 moves, e=0.351, loss: 47117.2, +, 28.8% elo% vs. random_no_suicide, avg. reward: 36.058, 3.820 sec/game, 108.4 min. total, 303.9 MB
suffix_guts v10 721 games, 656801 moves, e=0.350, loss: 47615.9, -, 27.8% elo% vs. random_no_suicide, avg. reward: 36.339, 3.841 sec/game, 108.5 min. total, 304.1 MB
suffix_guts v10 722 games, 657957 moves, e=0.349, loss: 51185.2, -, 26.7% elo% vs. random_no_suicide, avg. reward: 36.484, 3.801 sec/game, 108.5 min. total, 304.3 MB
suffix_guts v10 723 games, 659017 moves, e=0.348, loss: 54461.3, -, 25.8% elo% vs. random_no_suicide, avg. reward: 36.536, 3.778 sec/game, 108.6 min. total, 304.4 MB
suffix_guts v10 724 games, 660231 moves, e=0.346, loss: 60580.3, -, 24.9% elo% vs. random_no_suicide, avg. reward: 37.204, 3.797 sec/game, 108.6 min. total, 304.7 MB
suffix_guts v10 725 games, 661343 moves, e=0.345, loss: 55130.1, -, 24.0% elo% vs. random_no_suicide, avg. reward: 36.582, 3.787 sec/game, 108.7 min. total, 304.5 MB
suffix_guts v10 726 games, 662658 moves, e=0.344, loss: 50689.3, -, 23.2% elo% vs. random_no_suicide, avg. reward: 37.069, 3.778 sec/game, 108.8 min. total, 304.8 MB
suffix_guts v10 727 games, 663959 moves, e=0.343, loss: 49946.5, -, 22.5% elo% vs. random_no_suicide, avg. reward: 37.693, 3.784 sec/game, 108.8 min. total, 308.8 MB
suffix_guts v10 728 games, 665381 moves, e=0.341, loss: 52228.4, -, 21.8% elo% vs. random_no_suicide, avg. reward: 37.702, 3.807 sec/game, 108.9 min. total, 309.7 MB
suffix_guts v10 729 games, 666771 moves, e=0.340, loss: 50072.1, -, 21.1% elo% vs. random_no_suicide, avg. reward: 38.074, 3.830 sec/game, 109.0 min. total, 309.1 MB
suffix_guts v10 730 games, 667918 moves, e=0.339, loss: 53912.5, -, 20.5% elo% vs. random_no_suicide, avg. reward: 37.584, 3.841 sec/game, 109.0 min. total, 309.4 MB
suffix_guts v10 731 games, 669251 moves, e=0.337, loss: 44507.0, -, 19.9% elo% vs. random_no_suicide, avg. reward: 37.843, 3.857 sec/game, 109.1 min. total, 309.5 MB
suffix_guts v10 732 games, 670502 moves, e=0.336, loss: 43713.0, -, 19.3% elo% vs. random_no_suicide, avg. reward: 37.260, 3.869 sec/game, 109.2 min. total, 310.7 MB
suffix_guts v10 733 games, 671852 moves, e=0.335, loss: 37889.8, -, 18.7% elo% vs. random_no_suicide, avg. reward: 37.938, 3.909 sec/game, 109.2 min. total, 309.7 MB
suffix_guts v10 734 games, 673251 moves, e=0.333, loss: 40321.8, -, 18.2% elo% vs. random_no_suicide, avg. reward: 37.451, 3.958 sec/game, 109.3 min. total, 311.3 MB
suffix_guts v10 735 games, 674805 moves, e=0.332, loss: 35621.8, -, 17.7% elo% vs. random_no_suicide, avg. reward: 37.449, 4.002 sec/game, 109.4 min. total, 312.5 MB
suffix_guts v10 736 games, 676246 moves, e=0.331, loss: 35124.1, -, 17.2% elo% vs. random_no_suicide, avg. reward: 37.669, 4.040 sec/game, 109.5 min. total, 312.4 MB
suffix_guts v10 737 games, 677600 moves, e=0.329, loss: 40928.7, -, 16.8% elo% vs. random_no_suicide, avg. reward: 37.508, 4.046 sec/game, 109.5 min. total, 312.3 MB
