dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v10 640 games, 677779 moves, e=0.329, loss: 5.5, -, 13.9% elo% vs. simple_bot, avg. reward: -3.530, 3.431 sec/game, 24.0 min. total, 663.5 MB
dragging_probation v10 641 games, 679654 moves, e=0.327, loss: 5.1, -, 13.6% elo% vs. simple_bot, avg. reward: -3.518, 3.442 sec/game, 24.1 min. total, 665.1 MB
dragging_probation v10 642 games, 681387 moves, e=0.325, loss: 4.6, -, 13.3% elo% vs. simple_bot, avg. reward: -3.509, 3.456 sec/game, 24.1 min. total, 665.1 MB
dragging_probation v10 643 games, 682929 moves, e=0.324, loss: 4.7, -, 13.0% elo% vs. simple_bot, avg. reward: -3.508, 3.436 sec/game, 24.2 min. total, 665.0 MB
dragging_probation v10 644 games, 684672 moves, e=0.322, loss: 4.3, -, 12.7% elo% vs. simple_bot, avg. reward: -3.491, 3.445 sec/game, 24.2 min. total, 665.4 MB
dragging_probation v10 645 games, 686585 moves, e=0.320, loss: 4.9, -, 12.5% elo% vs. simple_bot, avg. reward: -3.483, 3.451 sec/game, 24.3 min. total, 666.3 MB
dragging_probation v10 646 games, 688465 moves, e=0.318, loss: 5.2, -, 12.2% elo% vs. simple_bot, avg. reward: -3.464, 3.476 sec/game, 24.4 min. total, 666.8 MB
dragging_probation v10 647 games, 690278 moves, e=0.317, loss: 4.9, -, 12.0% elo% vs. simple_bot, avg. reward: -3.452, 3.467 sec/game, 24.4 min. total, 668.9 MB
dragging_probation v10 648 games, 692310 moves, e=0.315, loss: 4.9, -, 11.7% elo% vs. simple_bot, avg. reward: -3.440, 3.494 sec/game, 24.5 min. total, 669.5 MB
dragging_probation v10 649 games, 694007 moves, e=0.313, loss: 4.7, -, 11.5% elo% vs. simple_bot, avg. reward: -3.424, 3.485 sec/game, 24.6 min. total, 669.9 MB
dragging_probation v10 650 games, 695932 moves, e=0.311, loss: 4.9, -, 11.3% elo% vs. simple_bot, avg. reward: -3.412, 3.487 sec/game, 24.6 min. total, 669.1 MB
dragging_probation v10 651 games, 697539 moves, e=0.309, loss: 4.9, -, 11.1% elo% vs. simple_bot, avg. reward: -3.405, 3.488 sec/game, 24.7 min. total, 668.9 MB
dragging_probation v10 652 games, 699412 moves, e=0.308, loss: 4.8, -, 10.9% elo% vs. simple_bot, avg. reward: -3.387, 3.522 sec/game, 24.7 min. total, 669.8 MB
dragging_probation v10 653 games, 701373 moves, e=0.306, loss: 4.7, -, 10.7% elo% vs. simple_bot, avg. reward: -3.376, 3.558 sec/game, 24.8 min. total, 672.5 MB
dragging_probation v10 654 games, 703077 moves, e=0.304, loss: 4.5, -, 10.5% elo% vs. simple_bot, avg. reward: -3.375, 3.558 sec/game, 24.9 min. total, 670.5 MB
dragging_probation v10 655 games, 705010 moves, e=0.302, loss: 4.7, -, 10.3% elo% vs. simple_bot, avg. reward: -3.367, 3.594 sec/game, 24.9 min. total, 671.2 MB
dragging_probation v10 656 games, 706837 moves, e=0.300, loss: 5.4, -, 10.2% elo% vs. simple_bot, avg. reward: -3.355, 3.613 sec/game, 25.0 min. total, 671.2 MB
dragging_probation v10 657 games, 708598 moves, e=0.298, loss: 4.8, -, 10.0% elo% vs. simple_bot, avg. reward: -3.351, 3.627 sec/game, 25.0 min. total, 671.4 MB
dragging_probation v10 658 games, 710408 moves, e=0.297, loss: 4.9, -, 9.8% elo% vs. simple_bot, avg. reward: -3.336, 3.627 sec/game, 25.1 min. total, 672.6 MB
dragging_probation v10 659 games, 712297 moves, e=0.295, loss: 4.4, -, 9.7% elo% vs. simple_bot, avg. reward: -3.321, 3.633 sec/game, 25.2 min. total, 672.6 MB
dragging_probation v10 660 games, 714031 moves, e=0.293, loss: 4.6, -, 9.5% elo% vs. simple_bot, avg. reward: -3.319, 3.644 sec/game, 25.2 min. total, 672.3 MB
dragging_probation v10 661 games, 716073 moves, e=0.291, loss: 4.2, -, 9.4% elo% vs. simple_bot, avg. reward: -3.302, 3.665 sec/game, 25.3 min. total, 672.8 MB
dragging_probation v10 662 games, 717906 moves, e=0.289, loss: 5.2, -, 9.2% elo% vs. simple_bot, avg. reward: -3.288, 3.664 sec/game, 25.4 min. total, 673.9 MB
dragging_probation v10 663 games, 719822 moves, e=0.287, loss: 5.0, -, 9.1% elo% vs. simple_bot, avg. reward: -3.277, 3.704 sec/game, 25.4 min. total, 674.1 MB
dragging_probation v10 664 games, 721492 moves, e=0.286, loss: 5.4, -, 8.9% elo% vs. simple_bot, avg. reward: -3.275, 3.693 sec/game, 25.5 min. total, 673.8 MB
dragging_probation v10 665 games, 723111 moves, e=0.284, loss: 5.9, -, 8.8% elo% vs. simple_bot, avg. reward: -3.273, 3.678 sec/game, 25.5 min. total, 674.0 MB
dragging_probation v10 666 games, 725007 moves, e=0.282, loss: 5.3, -, 8.7% elo% vs. simple_bot, avg. reward: -3.259, 3.677 sec/game, 25.6 min. total, 674.9 MB
dragging_probation v10 667 games, 726830 moves, e=0.280, loss: 5.9, -, 8.6% elo% vs. simple_bot, avg. reward: -3.252, 3.678 sec/game, 25.7 min. total, 675.9 MB
dragging_probation v10 668 games, 729015 moves, e=0.278, loss: 5.6, -, 8.4% elo% vs. simple_bot, avg. reward: -3.229, 3.687 sec/game, 25.7 min. total, 678.8 MB
dragging_probation v10 669 games, 730976 moves, e=0.276, loss: 5.5, -, 8.3% elo% vs. simple_bot, avg. reward: -3.211, 3.711 sec/game, 25.8 min. total, 678.0 MB
dragging_probation v10 670 games, 732735 moves, e=0.275, loss: 5.4, -, 8.2% elo% vs. simple_bot, avg. reward: -3.201, 3.698 sec/game, 25.9 min. total, 677.9 MB
dragging_probation v10 671 games, 734490 moves, e=0.273, loss: 4.9, -, 8.1% elo% vs. simple_bot, avg. reward: -3.195, 3.710 sec/game, 25.9 min. total, 680.6 MB
dragging_probation v10 672 games, 736742 moves, e=0.271, loss: 4.1, -, 8.0% elo% vs. simple_bot, avg. reward: -3.174, 3.734 sec/game, 26.0 min. total, 682.7 MB
dragging_probation v10 673 games, 738832 moves, e=0.269, loss: 4.1, -, 7.9% elo% vs. simple_bot, avg. reward: -3.154, 3.759 sec/game, 26.1 min. total, 682.4 MB
dragging_probation v10 674 games, 740872 moves, e=0.267, loss: 4.5, -, 7.8% elo% vs. simple_bot, avg. reward: -3.135, 3.792 sec/game, 26.1 min. total, 682.4 MB
dragging_probation v10 675 games, 742636 moves, e=0.265, loss: 4.2, -, 7.7% elo% vs. simple_bot, avg. reward: -3.124, 3.769 sec/game, 26.2 min. total, 684.0 MB
dragging_probation v10 676 games, 744417 moves, e=0.263, loss: 4.0, -, 7.6% elo% vs. simple_bot, avg. reward: -3.113, 3.760 sec/game, 26.2 min. total, 684.2 MB
dragging_probation v10 677 games, 746310 moves, e=0.261, loss: 4.2, -, 7.5% elo% vs. simple_bot, avg. reward: -3.104, 3.779 sec/game, 26.3 min. total, 682.5 MB
dragging_probation v10 678 games, 748305 moves, e=0.259, loss: 5.0, -, 7.4% elo% vs. simple_bot, avg. reward: -3.096, 3.790 sec/game, 26.4 min. total, 684.1 MB
dragging_probation v10 679 games, 750109 moves, e=0.257, loss: 4.7, -, 7.3% elo% vs. simple_bot, avg. reward: -3.086, 3.794 sec/game, 26.4 min. total, 685.3 MB
dragging_probation v10 680 games, 752261 moves, e=0.255, loss: 4.5, -, 7.2% elo% vs. simple_bot, avg. reward: -3.074, 3.823 sec/game, 26.5 min. total, 684.9 MB
dragging_probation v10 681 games, 754284 moves, e=0.253, loss: 4.4, -, 7.1% elo% vs. simple_bot, avg. reward: -3.055, 3.812 sec/game, 26.6 min. total, 685.4 MB
dragging_probation v10 682 games, 756418 moves, e=0.251, loss: 3.9, -, 7.0% elo% vs. simple_bot, avg. reward: -3.039, 3.845 sec/game, 26.6 min. total, 688.5 MB
dragging_probation v10 683 games, 758513 moves, e=0.249, loss: 4.0, -, 6.9% elo% vs. simple_bot, avg. reward: -3.031, 3.854 sec/game, 26.7 min. total, 686.2 MB
dragging_probation v10 684 games, 760496 moves, e=0.247, loss: 4.0, ., 7.5% elo% vs. simple_bot, avg. reward: -3.019, 3.886 sec/game, 26.8 min. total, 688.2 MB
dragging_probation v10 685 games, 762786 moves, e=0.245, loss: 3.9, -, 7.4% elo% vs. simple_bot, avg. reward: -3.006, 3.940 sec/game, 26.8 min. total, 688.3 MB
dragging_probation v10 686 games, 764745 moves, e=0.243, loss: 3.5, -, 7.3% elo% vs. simple_bot, avg. reward: -2.996, 3.939 sec/game, 26.9 min. total, 688.5 MB
dragging_probation v10 687 games, 766601 moves, e=0.241, loss: 4.1, -, 7.2% elo% vs. simple_bot, avg. reward: -2.992, 3.946 sec/game, 27.0 min. total, 689.8 MB
dragging_probation v10 688 games, 768451 moves, e=0.239, loss: 4.3, -, 7.1% elo% vs. simple_bot, avg. reward: -2.985, 3.919 sec/game, 27.0 min. total, 688.7 MB
dragging_probation v10 689 games, 770503 moves, e=0.237, loss: 4.4, -, 7.0% elo% vs. simple_bot, avg. reward: -2.966, 3.925 sec/game, 27.1 min. total, 690.4 MB
dragging_probation v10 690 games, 772599 moves, e=0.235, loss: 5.0, -, 6.9% elo% vs. simple_bot, avg. reward: -2.950, 3.949 sec/game, 27.2 min. total, 689.1 MB
dragging_probation v10 691 games, 774707 moves, e=0.233, loss: 5.4, -, 6.8% elo% vs. simple_bot, avg. reward: -2.932, 3.979 sec/game, 27.2 min. total, 690.2 MB
dragging_probation v10 692 games, 776572 moves, e=0.231, loss: 5.0, -, 6.8% elo% vs. simple_bot, avg. reward: -2.917, 3.947 sec/game, 27.3 min. total, 691.1 MB
dragging_probation v10 693 games, 778703 moves, e=0.229, loss: 4.9, -, 6.7% elo% vs. simple_bot, avg. reward: -2.906, 3.945 sec/game, 27.4 min. total, 691.6 MB
dragging_probation v10 694 games, 781053 moves, e=0.227, loss: 5.2, -, 6.6% elo% vs. simple_bot, avg. reward: -2.891, 3.967 sec/game, 27.4 min. total, 692.6 MB
dragging_probation v10 695 games, 783346 moves, e=0.224, loss: 5.0, -, 6.5% elo% vs. simple_bot, avg. reward: -2.882, 4.025 sec/game, 27.5 min. total, 695.4 MB
dragging_probation v10 696 games, 785687 moves, e=0.222, loss: 4.2, -, 6.5% elo% vs. simple_bot, avg. reward: -2.867, 4.080 sec/game, 27.6 min. total, 698.6 MB
dragging_probation v10 697 games, 787960 moves, e=0.220, loss: 3.8, -, 6.4% elo% vs. simple_bot, avg. reward: -2.852, 4.105 sec/game, 27.7 min. total, 700.2 MB
dragging_probation v10 698 games, 790122 moves, e=0.218, loss: 3.8, -, 6.3% elo% vs. simple_bot, avg. reward: -2.834, 4.115 sec/game, 27.7 min. total, 699.7 MB
dragging_probation v10 699 games, 792155 moves, e=0.216, loss: 3.2, -, 6.3% elo% vs. simple_bot, avg. reward: -2.831, 4.134 sec/game, 27.8 min. total, 697.4 MB
dragging_probation v10 700 games, 794173 moves, e=0.214, loss: 3.1, -, 6.2% elo% vs. simple_bot, avg. reward: -2.813, 4.124 sec/game, 27.9 min. total, 698.2 MB
dragging_probation v11 701 games, 796712 moves, e=0.211, loss: 2.9, -, 47.7% elo% vs. simple_bot, avg. reward: -2.792, 4.182 sec/game, 28.0 min. total, 698.0 MB
dragging_probation v11 702 games, 798813 moves, e=0.209, loss: 3.5, -, 45.5% elo% vs. simple_bot, avg. reward: -2.787, 4.170 sec/game, 28.0 min. total, 697.3 MB
dragging_probation v11 703 games, 801100 moves, e=0.207, loss: 3.3, -, 43.4% elo% vs. simple_bot, avg. reward: -2.776, 4.187 sec/game, 28.1 min. total, 697.9 MB
dragging_probation v11 704 games, 803326 moves, e=0.205, loss: 3.5, -, 41.5% elo% vs. simple_bot, avg. reward: -2.767, 4.203 sec/game, 28.2 min. total, 700.8 MB
dragging_probation v11 705 games, 805491 moves, e=0.203, loss: 3.5, -, 39.6% elo% vs. simple_bot, avg. reward: -2.761, 4.195 sec/game, 28.2 min. total, 700.1 MB
dragging_probation v11 706 games, 807242 moves, e=0.201, loss: 3.7, -, 37.9% elo% vs. simple_bot, avg. reward: -2.743, 4.183 sec/game, 28.3 min. total, 698.1 MB
dragging_probation v11 707 games, 809631 moves, e=0.198, loss: 3.6, -, 36.3% elo% vs. simple_bot, avg. reward: -2.725, 4.231 sec/game, 28.4 min. total, 701.1 MB
dragging_probation v11 708 games, 811888 moves, e=0.196, loss: 3.7, -, 34.8% elo% vs. simple_bot, avg. reward: -2.708, 4.261 sec/game, 28.5 min. total, 700.9 MB
dragging_probation v11 709 games, 814564 moves, e=0.194, loss: 4.1, -, 33.3% elo% vs. simple_bot, avg. reward: -2.691, 4.318 sec/game, 28.5 min. total, 704.9 MB
dragging_probation v11 710 games, 817268 moves, e=0.191, loss: 3.5, -, 32.0% elo% vs. simple_bot, avg. reward: -2.674, 4.377 sec/game, 28.6 min. total, 709.1 MB
dragging_probation v11 711 games, 819902 moves, e=0.188, loss: 2.9, -, 30.7% elo% vs. simple_bot, avg. reward: -2.656, 4.423 sec/game, 28.7 min. total, 714.2 MB
dragging_probation v11 712 games, 822832 moves, e=0.185, loss: 2.0, -, 29.5% elo% vs. simple_bot, avg. reward: -2.638, 4.526 sec/game, 28.8 min. total, 717.3 MB
dragging_probation v11 713 games, 825618 moves, e=0.183, loss: 2.0, -, 28.4% elo% vs. simple_bot, avg. reward: -2.616, 4.580 sec/game, 28.9 min. total, 717.7 MB
dragging_probation v11 714 games, 828254 moves, e=0.180, loss: 2.0, -, 27.3% elo% vs. simple_bot, avg. reward: -2.602, 4.605 sec/game, 29.0 min. total, 718.7 MB
dragging_probation v11 715 games, 830665 moves, e=0.178, loss: 2.3, -, 26.4% elo% vs. simple_bot, avg. reward: -2.583, 4.615 sec/game, 29.1 min. total, 716.5 MB
dragging_probation v11 716 games, 833363 moves, e=0.175, loss: 2.6, -, 25.4% elo% vs. simple_bot, avg. reward: -2.563, 4.649 sec/game, 29.1 min. total, 717.6 MB
dragging_probation v11 717 games, 835414 moves, e=0.173, loss: 3.2, -, 24.5% elo% vs. simple_bot, avg. reward: -2.557, 4.638 sec/game, 29.2 min. total, 714.2 MB
dragging_probation v11 718 games, 837613 moves, e=0.171, loss: 4.0, -, 23.7% elo% vs. simple_bot, avg. reward: -2.544, 4.638 sec/game, 29.3 min. total, 714.6 MB
dragging_probation v11 719 games, 840244 moves, e=0.168, loss: 3.3, -, 22.9% elo% vs. simple_bot, avg. reward: -2.533, 4.696 sec/game, 29.4 min. total, 714.1 MB
dragging_probation v11 720 games, 842594 moves, e=0.166, loss: 3.8, -, 22.2% elo% vs. simple_bot, avg. reward: -2.522, 4.720 sec/game, 29.4 min. total, 716.3 MB
dragging_probation v11 721 games, 845237 moves, e=0.163, loss: 3.1, +, 24.8% elo% vs. simple_bot, avg. reward: -2.505, 4.741 sec/game, 29.5 min. total, 718.2 MB
dragging_probation v11 722 games, 847881 moves, e=0.161, loss: 2.7, +, 27.4% elo% vs. simple_bot, avg. reward: -2.487, 4.799 sec/game, 29.6 min. total, 720.6 MB
dragging_probation v11 723 games, 850858 moves, e=0.158, loss: 2.4, -, 26.4% elo% vs. simple_bot, avg. reward: -2.464, 4.856 sec/game, 29.7 min. total, 723.5 MB
dragging_probation v11 724 games, 853493 moves, e=0.155, loss: 2.6, -, 25.5% elo% vs. simple_bot, avg. reward: -2.448, 4.888 sec/game, 29.8 min. total, 725.9 MB
dragging_probation v11 725 games, 856735 moves, e=0.152, loss: 2.5, -, 24.6% elo% vs. simple_bot, avg. reward: -2.432, 4.997 sec/game, 29.9 min. total, 727.9 MB
dragging_probation v11 726 games, 859632 moves, e=0.149, loss: 2.8, -, 23.8% elo% vs. simple_bot, avg. reward: -2.415, 5.090 sec/game, 30.0 min. total, 727.5 MB
dragging_probation v11 727 games, 862254 moves, e=0.146, loss: 2.5, -, 23.0% elo% vs. simple_bot, avg. reward: -2.405, 5.112 sec/game, 30.1 min. total, 727.1 MB
dragging_probation v11 728 games, 865300 moves, e=0.143, loss: 2.4, -, 22.3% elo% vs. simple_bot, avg. reward: -2.386, 5.191 sec/game, 30.2 min. total, 731.2 MB
dragging_probation v11 729 games, 868347 moves, e=0.140, loss: 2.4, +, 24.8% elo% vs. simple_bot, avg. reward: -2.369, 5.222 sec/game, 30.3 min. total, 731.0 MB
dragging_probation v11 730 games, 871405 moves, e=0.137, loss: 2.1, -, 24.0% elo% vs. simple_bot, avg. reward: -2.353, 5.256 sec/game, 30.4 min. total, 730.0 MB
dragging_probation v11 731 games, 874192 moves, e=0.135, loss: 2.0, -, 23.2% elo% vs. simple_bot, avg. reward: -2.333, 5.269 sec/game, 30.5 min. total, 729.9 MB
dragging_probation v11 732 games, 877194 moves, e=0.132, loss: 2.5, -, 22.4% elo% vs. simple_bot, avg. reward: -2.312, 5.276 sec/game, 30.6 min. total, 730.7 MB
dragging_probation v11 733 games, 879903 moves, e=0.129, loss: 2.6, -, 21.7% elo% vs. simple_bot, avg. reward: -2.293, 5.272 sec/game, 30.7 min. total, 730.5 MB
dragging_probation v11 734 games, 882883 moves, e=0.126, loss: 3.0, -, 21.1% elo% vs. simple_bot, avg. reward: -2.275, 5.312 sec/game, 30.8 min. total, 731.4 MB
dragging_probation v11 735 games, 885847 moves, e=0.123, loss: 3.0, -, 20.4% elo% vs. simple_bot, avg. reward: -2.256, 5.357 sec/game, 30.8 min. total, 733.0 MB
dragging_probation v11 736 games, 888706 moves, e=0.120, loss: 2.9, -, 19.8% elo% vs. simple_bot, avg. reward: -2.231, 5.367 sec/game, 30.9 min. total, 731.7 MB
dragging_probation v11 737 games, 891455 moves, e=0.117, loss: 3.0, -, 19.2% elo% vs. simple_bot, avg. reward: -2.204, 5.436 sec/game, 31.0 min. total, 733.6 MB
dragging_probation v11 738 games, 894030 moves, e=0.115, loss: 2.6, +, 21.7% elo% vs. simple_bot, avg. reward: -2.192, 5.472 sec/game, 31.1 min. total, 732.8 MB
dragging_probation v11 739 games, 896762 moves, e=0.112, loss: 2.8, -, 21.0% elo% vs. simple_bot, avg. reward: -2.174, 5.474 sec/game, 31.2 min. total, 731.6 MB
dragging_probation v11 740 games, 899679 moves, e=0.109, loss: 3.0, -, 20.4% elo% vs. simple_bot, avg. reward: -2.153, 5.529 sec/game, 31.3 min. total, 733.3 MB
dragging_probation v11 741 games, 903151 moves, e=0.106, loss: 2.8, -, 19.8% elo% vs. simple_bot, avg. reward: -2.136, 5.593 sec/game, 31.4 min. total, 734.9 MB
dragging_probation v11 742 games, 906078 moves, e=0.103, loss: 3.0, +, 22.2% elo% vs. simple_bot, avg. reward: -2.117, 5.621 sec/game, 31.5 min. total, 736.9 MB
dragging_probation v11 743 games, 909519 moves, e=0.100, loss: 2.8, -, 21.5% elo% vs. simple_bot, avg. reward: -2.093, 5.666 sec/game, 31.6 min. total, 736.8 MB
dragging_probation v11 744 games, 912248 moves, e=0.097, loss: 3.2, -, 20.8% elo% vs. simple_bot, avg. reward: -2.080, 5.681 sec/game, 31.7 min. total, 736.4 MB
dragging_probation v11 745 games, 915224 moves, e=0.094, loss: 3.4, -, 20.2% elo% vs. simple_bot, avg. reward: -2.062, 5.655 sec/game, 31.8 min. total, 738.2 MB
dragging_probation v11 746 games, 918350 moves, e=0.091, loss: 3.6, -, 19.6% elo% vs. simple_bot, avg. reward: -2.048, 5.678 sec/game, 31.9 min. total, 738.4 MB
dragging_probation v11 747 games, 921408 moves, e=0.088, loss: 3.9, -, 19.1% elo% vs. simple_bot, avg. reward: -2.029, 5.714 sec/game, 32.0 min. total, 740.3 MB
dragging_probation v11 748 games, 924720 moves, e=0.085, loss: 3.4, -, 18.5% elo% vs. simple_bot, avg. reward: -2.016, 5.737 sec/game, 32.1 min. total, 741.2 MB
dragging_probation v11 749 games, 927624 moves, e=0.082, loss: 3.8, -, 18.0% elo% vs. simple_bot, avg. reward: -1.995, 5.735 sec/game, 32.2 min. total, 740.4 MB
dragging_probation v11 750 games, 930531 moves, e=0.079, loss: 3.9, -, 17.5% elo% vs. simple_bot, avg. reward: -1.982, 5.713 sec/game, 32.3 min. total, 743.2 MB
dragging_probation v11 751 games, 933525 moves, e=0.076, loss: 3.4, -, 17.1% elo% vs. simple_bot, avg. reward: -1.960, 5.735 sec/game, 32.4 min. total, 741.5 MB
dragging_probation v11 752 games, 936597 moves, e=0.073, loss: 2.7, -, 16.6% elo% vs. simple_bot, avg. reward: -1.946, 5.736 sec/game, 32.5 min. total, 742.3 MB
dragging_probation v11 753 games, 939707 moves, e=0.070, loss: 2.8, -, 16.2% elo% vs. simple_bot, avg. reward: -1.929, 5.783 sec/game, 32.6 min. total, 743.1 MB
dragging_probation v11 754 games, 943306 moves, e=0.066, loss: 2.7, -, 15.8% elo% vs. simple_bot, avg. reward: -1.906, 5.834 sec/game, 32.7 min. total, 743.4 MB
dragging_probation v11 755 games, 946591 moves, e=0.063, loss: 2.9, +, 18.0% elo% vs. simple_bot, avg. reward: -1.888, 5.872 sec/game, 32.8 min. total, 743.9 MB
dragging_probation v11 756 games, 950300 moves, e=0.059, loss: 2.9, -, 17.5% elo% vs. simple_bot, avg. reward: -1.865, 5.941 sec/game, 32.9 min. total, 748.2 MB
dragging_probation v11 757 games, 953417 moves, e=0.056, loss: 2.7, -, 17.0% elo% vs. simple_bot, avg. reward: -1.844, 5.964 sec/game, 33.0 min. total, 746.8 MB
dragging_probation v11 758 games, 956897 moves, e=0.053, loss: 2.5, -, 16.6% elo% vs. simple_bot, avg. reward: -1.824, 6.041 sec/game, 33.1 min. total, 747.0 MB
dragging_probation v11 759 games, 960616 moves, e=0.049, loss: 2.3, -, 16.2% elo% vs. simple_bot, avg. reward: -1.804, 6.128 sec/game, 33.2 min. total, 746.2 MB
dragging_probation v11 760 games, 964232 moves, e=0.045, loss: 2.2, -, 15.8% elo% vs. simple_bot, avg. reward: -1.782, 6.202 sec/game, 33.4 min. total, 749.9 MB
dragging_probation v11 761 games, 967922 moves, e=0.042, loss: 2.5, -, 15.4% elo% vs. simple_bot, avg. reward: -1.764, 6.208 sec/game, 33.5 min. total, 747.7 MB
dragging_probation v11 762 games, 971297 moves, e=0.038, loss: 2.3, -, 15.0% elo% vs. simple_bot, avg. reward: -1.746, 6.247 sec/game, 33.6 min. total, 750.0 MB
dragging_probation v11 763 games, 974505 moves, e=0.035, loss: 2.2, -, 14.7% elo% vs. simple_bot, avg. reward: -1.727, 6.223 sec/game, 33.7 min. total, 749.7 MB
dragging_probation v11 764 games, 977994 moves, e=0.032, loss: 2.4, -, 14.3% elo% vs. simple_bot, avg. reward: -1.704, 6.297 sec/game, 33.8 min. total, 750.1 MB
dragging_probation v11 765 games, 981826 moves, e=0.028, loss: 1.9, ., 15.2% elo% vs. simple_bot, avg. reward: -1.679, 6.358 sec/game, 33.9 min. total, 752.5 MB
dragging_probation v11 766 games, 985639 moves, e=0.024, loss: 1.9, +, 17.3% elo% vs. simple_bot, avg. reward: -1.659, 6.423 sec/game, 34.0 min. total, 754.0 MB
dragging_probation v11 767 games, 989551 moves, e=0.020, loss: 2.3, -, 16.8% elo% vs. simple_bot, avg. reward: -1.638, 6.493 sec/game, 34.2 min. total, 751.6 MB
dragging_probation v11 768 games, 992817 moves, e=0.017, loss: 2.3, -, 16.4% elo% vs. simple_bot, avg. reward: -1.624, 6.491 sec/game, 34.3 min. total, 751.3 MB
dragging_probation v11 769 games, 995976 moves, e=0.014, loss: 2.4, -, 16.0% elo% vs. simple_bot, avg. reward: -1.605, 6.515 sec/game, 34.4 min. total, 750.9 MB
dragging_probation v11 770 games, 999280 moves, e=0.011, loss: 2.4, -, 15.6% elo% vs. simple_bot, avg. reward: -1.583, 6.548 sec/game, 34.5 min. total, 752.3 MB
dragging_probation v11 771 games, 1003056 moves, e=0.010, loss: 2.1, -, 15.2% elo% vs. simple_bot, avg. reward: -1.561, 6.621 sec/game, 34.6 min. total, 754.2 MB
dragging_probation v11 772 games, 1006607 moves, e=0.010, loss: 1.8, -, 14.9% elo% vs. simple_bot, avg. reward: -1.546, 6.668 sec/game, 34.7 min. total, 757.9 MB
dragging_probation v11 773 games, 1010361 moves, e=0.010, loss: 2.0, +, 17.0% elo% vs. simple_bot, avg. reward: -1.526, 6.707 sec/game, 34.8 min. total, 759.3 MB
dragging_probation v11 774 games, 1014035 moves, e=0.010, loss: 2.0, -, 16.5% elo% vs. simple_bot, avg. reward: -1.505, 6.720 sec/game, 34.9 min. total, 758.7 MB
dragging_probation v11 775 games, 1017521 moves, e=0.010, loss: 1.9, -, 16.1% elo% vs. simple_bot, avg. reward: -1.480, 6.728 sec/game, 35.0 min. total, 758.0 MB
dragging_probation v11 776 games, 1021078 moves, e=0.010, loss: 2.1, -, 15.7% elo% vs. simple_bot, avg. reward: -1.456, 6.716 sec/game, 35.2 min. total, 759.7 MB
dragging_probation v11 777 games, 1024529 moves, e=0.010, loss: 2.3, -, 15.3% elo% vs. simple_bot, avg. reward: -1.433, 6.752 sec/game, 35.3 min. total, 762.6 MB
dragging_probation v11 778 games, 1027874 moves, e=0.010, loss: 2.5, ., 16.2% elo% vs. simple_bot, avg. reward: -1.413, 6.747 sec/game, 35.4 min. total, 762.3 MB
dragging_probation v11 779 games, 1031149 moves, e=0.010, loss: 2.3, -, 15.8% elo% vs. simple_bot, avg. reward: -1.388, 6.704 sec/game, 35.5 min. total, 760.9 MB
dragging_probation v11 780 games, 1034320 moves, e=0.010, loss: 2.5, -, 15.4% elo% vs. simple_bot, avg. reward: -1.371, 6.657 sec/game, 35.6 min. total, 761.7 MB
dragging_probation v11 781 games, 1037496 moves, e=0.010, loss: 2.3, -, 15.0% elo% vs. simple_bot, avg. reward: -1.354, 6.622 sec/game, 35.7 min. total, 763.3 MB
dragging_probation v11 782 games, 1041159 moves, e=0.010, loss: 2.5, ., 15.9% elo% vs. simple_bot, avg. reward: -1.337, 6.646 sec/game, 35.8 min. total, 762.5 MB
dragging_probation v11 783 games, 1044961 moves, e=0.010, loss: 2.7, -, 15.5% elo% vs. simple_bot, avg. reward: -1.313, 6.692 sec/game, 35.9 min. total, 763.4 MB
dragging_probation v11 784 games, 1048028 moves, e=0.010, loss: 2.4, -, 15.1% elo% vs. simple_bot, avg. reward: -1.291, 6.651 sec/game, 36.0 min. total, 761.8 MB
dragging_probation v11 785 games, 1051207 moves, e=0.010, loss: 2.4, -, 14.8% elo% vs. simple_bot, avg. reward: -1.275, 6.606 sec/game, 36.1 min. total, 763.8 MB
dragging_probation v11 786 games, 1054541 moves, e=0.010, loss: 2.6, -, 14.4% elo% vs. simple_bot, avg. reward: -1.254, 6.565 sec/game, 36.2 min. total, 762.8 MB
dragging_probation v11 787 games, 1057580 moves, e=0.010, loss: 2.8, -, 14.1% elo% vs. simple_bot, avg. reward: -1.237, 6.492 sec/game, 36.3 min. total, 762.6 MB
dragging_probation v11 788 games, 1060701 moves, e=0.010, loss: 2.8, -, 13.8% elo% vs. simple_bot, avg. reward: -1.219, 6.473 sec/game, 36.4 min. total, 764.3 MB
dragging_probation v11 789 games, 1063803 moves, e=0.010, loss: 2.7, -, 13.5% elo% vs. simple_bot, avg. reward: -1.205, 6.462 sec/game, 36.5 min. total, 766.2 MB
dragging_probation v11 790 games, 1067289 moves, e=0.010, loss: 2.5, -, 13.2% elo% vs. simple_bot, avg. reward: -1.189, 6.495 sec/game, 36.6 min. total, 765.3 MB
dragging_probation v11 791 games, 1070260 moves, e=0.010, loss: 2.2, +, 15.2% elo% vs. simple_bot, avg. reward: -1.171, 6.413 sec/game, 36.7 min. total, 766.0 MB
