dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v11 792 games, 1074206 moves, e=0.010, loss: 2.3, -, 14.8% elo% vs. simple_bot, avg. reward: -1.150, 6.443 sec/game, 36.8 min. total, 768.2 MB
dragging_probation v11 793 games, 1077639 moves, e=0.010, loss: 2.1, -, 14.5% elo% vs. simple_bot, avg. reward: -1.132, 6.424 sec/game, 37.0 min. total, 766.8 MB
dragging_probation v11 794 games, 1081288 moves, e=0.010, loss: 1.7, -, 14.1% elo% vs. simple_bot, avg. reward: -1.115, 6.415 sec/game, 37.1 min. total, 766.2 MB
dragging_probation v11 795 games, 1084719 moves, e=0.010, loss: 2.0, -, 13.8% elo% vs. simple_bot, avg. reward: -1.099, 6.416 sec/game, 37.2 min. total, 767.9 MB
dragging_probation v11 796 games, 1087999 moves, e=0.010, loss: 1.7, -, 13.5% elo% vs. simple_bot, avg. reward: -1.084, 6.387 sec/game, 37.3 min. total, 769.7 MB
dragging_probation v11 797 games, 1091320 moves, e=0.010, loss: 1.6, ., 14.3% elo% vs. simple_bot, avg. reward: -1.068, 6.376 sec/game, 37.4 min. total, 769.3 MB
dragging_probation v11 798 games, 1094667 moves, e=0.010, loss: 1.5, -, 14.0% elo% vs. simple_bot, avg. reward: -1.050, 6.381 sec/game, 37.5 min. total, 768.3 MB
dragging_probation v11 799 games, 1098410 moves, e=0.010, loss: 1.5, +, 16.0% elo% vs. simple_bot, avg. reward: -1.029, 6.422 sec/game, 37.6 min. total, 772.1 MB
dragging_probation v11 800 games, 1101958 moves, e=0.010, loss: 1.7, -, 15.6% elo% vs. simple_bot, avg. reward: -1.011, 6.460 sec/game, 37.7 min. total, 773.8 MB
dragging_probation v12 801 games, 1105525 moves, e=0.010, loss: 2.2, -, 47.7% elo% vs. simple_bot, avg. reward: -1.000, 6.483 sec/game, 37.8 min. total, 772.6 MB
dragging_probation v12 802 games, 1109190 moves, e=0.010, loss: 2.2, -, 45.5% elo% vs. simple_bot, avg. reward: -0.980, 6.488 sec/game, 38.0 min. total, 772.6 MB
dragging_probation v12 803 games, 1113104 moves, e=0.010, loss: 1.8, -, 43.4% elo% vs. simple_bot, avg. reward: -0.968, 6.508 sec/game, 38.1 min. total, 773.4 MB
dragging_probation v12 804 games, 1116537 moves, e=0.010, loss: 1.7, -, 41.5% elo% vs. simple_bot, avg. reward: -0.952, 6.531 sec/game, 38.2 min. total, 774.1 MB
dragging_probation v12 805 games, 1119957 moves, e=0.010, loss: 2.1, -, 39.6% elo% vs. simple_bot, avg. reward: -0.933, 6.555 sec/game, 38.3 min. total, 773.2 MB
dragging_probation v12 806 games, 1123386 moves, e=0.010, loss: 2.2, -, 37.9% elo% vs. simple_bot, avg. reward: -0.913, 6.571 sec/game, 38.4 min. total, 774.2 MB
dragging_probation v12 807 games, 1126311 moves, e=0.010, loss: 2.5, +, 40.6% elo% vs. simple_bot, avg. reward: -0.902, 6.562 sec/game, 38.5 min. total, 776.9 MB
dragging_probation v12 808 games, 1129803 moves, e=0.010, loss: 2.4, +, 43.3% elo% vs. simple_bot, avg. reward: -0.886, 6.596 sec/game, 38.6 min. total, 775.8 MB
dragging_probation v12 809 games, 1133224 moves, e=0.010, loss: 2.4, -, 41.4% elo% vs. simple_bot, avg. reward: -0.876, 6.623 sec/game, 38.7 min. total, 779.0 MB
dragging_probation v12 810 games, 1136591 moves, e=0.010, loss: 2.0, +, 44.0% elo% vs. simple_bot, avg. reward: -0.865, 6.606 sec/game, 38.8 min. total, 779.9 MB
dragging_probation v12 811 games, 1140035 moves, e=0.010, loss: 2.1, +, 46.6% elo% vs. simple_bot, avg. reward: -0.853, 6.658 sec/game, 38.9 min. total, 778.5 MB
dragging_probation v12 812 games, 1143848 moves, e=0.010, loss: 1.6, -, 44.4% elo% vs. simple_bot, avg. reward: -0.844, 6.647 sec/game, 39.1 min. total, 778.3 MB
dragging_probation v12 813 games, 1147176 moves, e=0.010, loss: 1.4, -, 42.4% elo% vs. simple_bot, avg. reward: -0.835, 6.634 sec/game, 39.2 min. total, 777.1 MB
dragging_probation v12 814 games, 1150201 moves, e=0.010, loss: 2.0, -, 40.5% elo% vs. simple_bot, avg. reward: -0.825, 6.577 sec/game, 39.3 min. total, 778.2 MB
dragging_probation v12 815 games, 1153207 moves, e=0.010, loss: 2.7, -, 38.7% elo% vs. simple_bot, avg. reward: -0.814, 6.571 sec/game, 39.4 min. total, 779.0 MB
dragging_probation v12 816 games, 1156180 moves, e=0.010, loss: 2.5, -, 37.1% elo% vs. simple_bot, avg. reward: -0.808, 6.573 sec/game, 39.5 min. total, 780.2 MB
dragging_probation v12 817 games, 1159783 moves, e=0.010, loss: 2.7, +, 39.8% elo% vs. simple_bot, avg. reward: -0.790, 6.611 sec/game, 39.6 min. total, 780.4 MB
dragging_probation v12 818 games, 1163731 moves, e=0.010, loss: 2.4, +, 42.5% elo% vs. simple_bot, avg. reward: -0.776, 6.677 sec/game, 39.7 min. total, 782.3 MB
dragging_probation v12 819 games, 1167101 moves, e=0.010, loss: 1.8, ., 42.8% elo% vs. simple_bot, avg. reward: -0.761, 6.656 sec/game, 39.8 min. total, 783.2 MB
dragging_probation v12 820 games, 1171030 moves, e=0.010, loss: 1.4, -, 40.9% elo% vs. simple_bot, avg. reward: -0.748, 6.684 sec/game, 40.0 min. total, 782.6 MB
dragging_probation v12 821 games, 1174969 moves, e=0.010, loss: 1.2, ., 41.3% elo% vs. simple_bot, avg. reward: -0.735, 6.727 sec/game, 40.1 min. total, 783.4 MB
dragging_probation v12 822 games, 1178799 moves, e=0.010, loss: 1.1, -, 39.5% elo% vs. simple_bot, avg. reward: -0.724, 6.743 sec/game, 40.2 min. total, 782.5 MB
dragging_probation v12 823 games, 1182460 moves, e=0.010, loss: 1.5, -, 37.8% elo% vs. simple_bot, avg. reward: -0.719, 6.716 sec/game, 40.3 min. total, 782.0 MB
dragging_probation v12 824 games, 1185792 moves, e=0.010, loss: 1.8, -, 36.1% elo% vs. simple_bot, avg. reward: -0.710, 6.725 sec/game, 40.4 min. total, 783.1 MB
dragging_probation v12 825 games, 1189200 moves, e=0.010, loss: 2.1, -, 34.6% elo% vs. simple_bot, avg. reward: -0.703, 6.704 sec/game, 40.5 min. total, 786.0 MB
dragging_probation v12 826 games, 1192898 moves, e=0.010, loss: 1.7, ., 35.3% elo% vs. simple_bot, avg. reward: -0.691, 6.720 sec/game, 40.7 min. total, 787.5 MB
dragging_probation v12 827 games, 1196382 moves, e=0.010, loss: 1.7, +, 38.0% elo% vs. simple_bot, avg. reward: -0.677, 6.767 sec/game, 40.8 min. total, 787.9 MB
dragging_probation v12 828 games, 1200095 moves, e=0.010, loss: 1.3, -, 36.4% elo% vs. simple_bot, avg. reward: -0.669, 6.788 sec/game, 40.9 min. total, 788.0 MB
dragging_probation v12 829 games, 1204055 moves, e=0.010, loss: 1.3, -, 34.8% elo% vs. simple_bot, avg. reward: -0.661, 6.838 sec/game, 41.0 min. total, 788.8 MB
dragging_probation v12 830 games, 1207283 moves, e=0.010, loss: 1.7, -, 33.4% elo% vs. simple_bot, avg. reward: -0.655, 6.823 sec/game, 41.1 min. total, 788.6 MB
dragging_probation v12 831 games, 1211218 moves, e=0.010, loss: 1.5, +, 36.2% elo% vs. simple_bot, avg. reward: -0.643, 6.858 sec/game, 41.2 min. total, 788.8 MB
dragging_probation v12 832 games, 1215372 moves, e=0.010, loss: 1.4, +, 38.9% elo% vs. simple_bot, avg. reward: -0.632, 6.895 sec/game, 41.4 min. total, 789.3 MB
dragging_probation v12 833 games, 1219207 moves, e=0.010, loss: 1.0, -, 37.3% elo% vs. simple_bot, avg. reward: -0.619, 6.936 sec/game, 41.5 min. total, 788.1 MB
dragging_probation v12 834 games, 1222601 moves, e=0.010, loss: 1.1, +, 40.0% elo% vs. simple_bot, avg. reward: -0.608, 6.969 sec/game, 41.6 min. total, 788.8 MB
dragging_probation v12 835 games, 1226449 moves, e=0.010, loss: 1.4, +, 42.7% elo% vs. simple_bot, avg. reward: -0.598, 7.015 sec/game, 41.7 min. total, 791.1 MB
dragging_probation v12 836 games, 1230441 moves, e=0.010, loss: 1.6, +, 45.3% elo% vs. simple_bot, avg. reward: -0.589, 7.077 sec/game, 41.8 min. total, 791.6 MB
dragging_probation v12 837 games, 1234302 moves, e=0.010, loss: 2.1, -, 43.2% elo% vs. simple_bot, avg. reward: -0.583, 7.081 sec/game, 42.0 min. total, 791.7 MB
dragging_probation v12 838 games, 1237916 moves, e=0.010, loss: 2.0, +, 45.8% elo% vs. simple_bot, avg. reward: -0.571, 7.244 sec/game, 42.1 min. total, 784.8 MB
dragging_probation v12 839 games, 1240902 moves, e=0.010, loss: 2.1, -, 43.7% elo% vs. simple_bot, avg. reward: -0.562, 7.214 sec/game, 42.2 min. total, 785.0 MB
dragging_probation v12 840 games, 1244252 moves, e=0.010, loss: 2.2, ., 44.0% elo% vs. simple_bot, avg. reward: -0.556, 7.170 sec/game, 42.3 min. total, 784.4 MB
dragging_probation v12 841 games, 1247105 moves, e=0.010, loss: 2.2, -, 42.0% elo% vs. simple_bot, avg. reward: -0.552, 7.084 sec/game, 42.4 min. total, 784.8 MB
dragging_probation v12 842 games, 1250477 moves, e=0.010, loss: 2.1, -, 40.1% elo% vs. simple_bot, avg. reward: -0.545, 7.038 sec/game, 42.6 min. total, 785.1 MB
dragging_probation v12 843 games, 1253990 moves, e=0.010, loss: 1.8, -, 38.4% elo% vs. simple_bot, avg. reward: -0.539, 7.026 sec/game, 42.7 min. total, 786.5 MB
dragging_probation v12 844 games, 1257376 moves, e=0.010, loss: 1.8, -, 36.7% elo% vs. simple_bot, avg. reward: -0.531, 7.024 sec/game, 42.8 min. total, 786.9 MB
dragging_probation v12 845 games, 1260588 moves, e=0.010, loss: 2.2, +, 39.5% elo% vs. simple_bot, avg. reward: -0.526, 7.014 sec/game, 42.9 min. total, 789.6 MB
dragging_probation v12 846 games, 1263966 moves, e=0.010, loss: 2.0, -, 37.7% elo% vs. simple_bot, avg. reward: -0.519, 6.990 sec/game, 43.0 min. total, 790.2 MB
dragging_probation v12 847 games, 1267778 moves, e=0.010, loss: 1.9, -, 36.1% elo% vs. simple_bot, avg. reward: -0.511, 7.020 sec/game, 43.1 min. total, 790.3 MB
dragging_probation v12 848 games, 1271706 moves, e=0.010, loss: 1.9, +, 38.9% elo% vs. simple_bot, avg. reward: -0.504, 7.036 sec/game, 43.2 min. total, 789.6 MB
dragging_probation v12 849 games, 1275368 moves, e=0.010, loss: 1.6, ., 39.4% elo% vs. simple_bot, avg. reward: -0.494, 7.000 sec/game, 43.3 min. total, 790.4 MB
dragging_probation v12 850 games, 1279061 moves, e=0.010, loss: 1.6, +, 42.1% elo% vs. simple_bot, avg. reward: -0.485, 7.042 sec/game, 43.5 min. total, 791.9 MB
dragging_probation v12 851 games, 1282627 moves, e=0.010, loss: 1.8, -, 40.2% elo% vs. simple_bot, avg. reward: -0.477, 7.012 sec/game, 43.6 min. total, 792.4 MB
dragging_probation v12 852 games, 1286501 moves, e=0.010, loss: 1.4, -, 38.4% elo% vs. simple_bot, avg. reward: -0.468, 6.975 sec/game, 43.7 min. total, 791.3 MB
dragging_probation v12 853 games, 1290170 moves, e=0.010, loss: 1.1, -, 36.8% elo% vs. simple_bot, avg. reward: -0.462, 6.972 sec/game, 43.8 min. total, 790.9 MB
dragging_probation v12 854 games, 1293436 moves, e=0.010, loss: 1.1, +, 39.5% elo% vs. simple_bot, avg. reward: -0.458, 6.959 sec/game, 43.9 min. total, 792.2 MB
dragging_probation v12 855 games, 1297031 moves, e=0.010, loss: 1.2, +, 42.2% elo% vs. simple_bot, avg. reward: -0.452, 6.954 sec/game, 44.0 min. total, 793.7 MB
dragging_probation v12 856 games, 1300283 moves, e=0.010, loss: 1.3, -, 40.3% elo% vs. simple_bot, avg. reward: -0.451, 6.898 sec/game, 44.1 min. total, 794.5 MB
dragging_probation v12 857 games, 1303812 moves, e=0.010, loss: 1.4, -, 38.5% elo% vs. simple_bot, avg. reward: -0.446, 6.880 sec/game, 44.2 min. total, 795.2 MB
dragging_probation v12 858 games, 1307320 moves, e=0.010, loss: 1.6, +, 41.3% elo% vs. simple_bot, avg. reward: -0.443, 6.653 sec/game, 44.4 min. total, 796.4 MB
dragging_probation v12 859 games, 1311036 moves, e=0.010, loss: 1.3, -, 39.4% elo% vs. simple_bot, avg. reward: -0.440, 6.703 sec/game, 44.5 min. total, 797.6 MB
dragging_probation v12 860 games, 1314373 moves, e=0.010, loss: 1.5, -, 37.7% elo% vs. simple_bot, avg. reward: -0.434, 6.696 sec/game, 44.6 min. total, 796.1 MB
dragging_probation v12 861 games, 1317974 moves, e=0.010, loss: 1.4, -, 36.1% elo% vs. simple_bot, avg. reward: -0.432, 6.748 sec/game, 44.7 min. total, 797.2 MB
dragging_probation v12 862 games, 1321448 moves, e=0.010, loss: 1.5, -, 34.6% elo% vs. simple_bot, avg. reward: -0.427, 6.748 sec/game, 44.8 min. total, 797.1 MB
dragging_probation v12 863 games, 1324908 moves, e=0.010, loss: 1.3, +, 37.3% elo% vs. simple_bot, avg. reward: -0.423, 6.756 sec/game, 44.9 min. total, 799.3 MB
dragging_probation v12 864 games, 1328345 moves, e=0.010, loss: 1.5, ., 37.9% elo% vs. simple_bot, avg. reward: -0.420, 6.791 sec/game, 45.0 min. total, 799.2 MB
dragging_probation v12 865 games, 1331698 moves, e=0.010, loss: 1.5, +, 40.6% elo% vs. simple_bot, avg. reward: -0.417, 6.838 sec/game, 45.2 min. total, 800.4 MB
dragging_probation v12 866 games, 1335296 moves, e=0.010, loss: 1.7, -, 38.8% elo% vs. simple_bot, avg. reward: -0.416, 6.894 sec/game, 45.3 min. total, 801.2 MB
dragging_probation v12 867 games, 1339296 moves, e=0.010, loss: 1.4, -, 37.1% elo% vs. simple_bot, avg. reward: -0.414, 6.953 sec/game, 45.4 min. total, 800.8 MB
dragging_probation v12 868 games, 1342447 moves, e=0.010, loss: 2.1, -, 35.6% elo% vs. simple_bot, avg. reward: -0.413, 6.908 sec/game, 45.5 min. total, 802.6 MB
dragging_probation v12 869 games, 1345677 moves, e=0.010, loss: 2.1, -, 34.1% elo% vs. simple_bot, avg. reward: -0.412, 6.908 sec/game, 45.6 min. total, 802.6 MB
dragging_probation v12 870 games, 1348955 moves, e=0.010, loss: 1.9, +, 36.9% elo% vs. simple_bot, avg. reward: -0.410, 6.895 sec/game, 45.8 min. total, 804.2 MB
dragging_probation v12 871 games, 1352655 moves, e=0.010, loss: 1.8, +, 39.6% elo% vs. simple_bot, avg. reward: -0.409, 6.928 sec/game, 45.9 min. total, 804.4 MB
dragging_probation v12 872 games, 1356430 moves, e=0.010, loss: 1.3, +, 42.3% elo% vs. simple_bot, avg. reward: -0.406, 6.949 sec/game, 46.0 min. total, 805.7 MB
dragging_probation v12 873 games, 1359971 moves, e=0.010, loss: 1.3, ., 42.6% elo% vs. simple_bot, avg. reward: -0.406, 6.923 sec/game, 46.1 min. total, 805.9 MB
dragging_probation v12 874 games, 1363548 moves, e=0.010, loss: 1.4, +, 45.2% elo% vs. simple_bot, avg. reward: -0.407, 6.960 sec/game, 46.2 min. total, 805.0 MB
dragging_probation v12 875 games, 1366740 moves, e=0.010, loss: 1.6, +, 47.7% elo% vs. simple_bot, avg. reward: -0.408, 6.901 sec/game, 46.3 min. total, 806.7 MB
dragging_probation v12 876 games, 1369911 moves, e=0.010, loss: 1.6, +, 50.2% elo% vs. simple_bot, avg. reward: -0.410, 6.892 sec/game, 46.4 min. total, 806.5 MB
dragging_probation v12 877 games, 1373597 moves, e=0.010, loss: 1.5, +, 52.4% elo% vs. simple_bot, avg. reward: -0.409, 6.897 sec/game, 46.5 min. total, 807.5 MB
dragging_probation v12 878 games, 1377496 moves, e=0.010, loss: 1.4, +, 54.6% elo% vs. simple_bot, avg. reward: -0.405, 6.935 sec/game, 46.7 min. total, 809.3 MB
dragging_probation v12 879 games, 1381134 moves, e=0.010, loss: 1.4, +, 56.7% elo% vs. simple_bot, avg. reward: -0.404, 6.934 sec/game, 46.8 min. total, 808.0 MB
dragging_probation v12 880 games, 1384951 moves, e=0.010, loss: 1.5, -, 54.1% elo% vs. simple_bot, avg. reward: -0.401, 6.966 sec/game, 46.9 min. total, 807.7 MB
dragging_probation v12 881 games, 1388632 moves, e=0.010, loss: 1.8, +, 56.2% elo% vs. simple_bot, avg. reward: -0.400, 6.980 sec/game, 47.0 min. total, 808.6 MB
dragging_probation v12 882 games, 1392104 moves, e=0.010, loss: 1.6, +, 58.2% elo% vs. simple_bot, avg. reward: -0.399, 6.982 sec/game, 47.1 min. total, 809.7 MB
dragging_probation v12 883 games, 1395754 moves, e=0.010, loss: 1.7, +, 60.0% elo% vs. simple_bot, avg. reward: -0.400, 6.995 sec/game, 47.2 min. total, 810.2 MB
dragging_probation v12 884 games, 1399916 moves, e=0.010, loss: 1.7, -, 57.4% elo% vs. simple_bot, avg. reward: -0.397, 7.026 sec/game, 47.4 min. total, 810.7 MB
dragging_probation v12 885 games, 1403643 moves, e=0.010, loss: 1.7, +, 59.3% elo% vs. simple_bot, avg. reward: -0.397, 7.019 sec/game, 47.5 min. total, 809.7 MB
dragging_probation v12 886 games, 1407343 moves, e=0.010, loss: 1.8, -, 56.6% elo% vs. simple_bot, avg. reward: -0.396, 6.985 sec/game, 47.6 min. total, 809.4 MB
dragging_probation v12 887 games, 1411481 moves, e=0.010, loss: 1.4, +, 58.6% elo% vs. simple_bot, avg. reward: -0.391, 6.961 sec/game, 47.7 min. total, 813.4 MB
dragging_probation v12 888 games, 1415549 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. simple_bot, avg. reward: -0.385, 7.012 sec/game, 47.9 min. total, 813.3 MB
dragging_probation v12 889 games, 1419331 moves, e=0.010, loss: 1.7, +, 62.1% elo% vs. simple_bot, avg. reward: -0.382, 7.029 sec/game, 48.0 min. total, 813.1 MB
dragging_probation v12 890 games, 1423096 moves, e=0.010, loss: 1.7, +, 63.8% elo% vs. simple_bot, avg. reward: -0.380, 7.042 sec/game, 48.1 min. total, 812.8 MB
dragging_probation v12 891 games, 1426709 moves, e=0.010, loss: 2.1, +, 65.3% elo% vs. simple_bot, avg. reward: -0.379, 7.020 sec/game, 48.2 min. total, 814.2 MB
dragging_probation v12 892 games, 1430707 moves, e=0.010, loss: 1.7, +, 66.7% elo% vs. simple_bot, avg. reward: -0.380, 7.009 sec/game, 48.3 min. total, 814.9 MB
dragging_probation v12 893 games, 1434488 moves, e=0.010, loss: 2.0, +, 68.1% elo% vs. simple_bot, avg. reward: -0.380, 7.027 sec/game, 48.5 min. total, 815.1 MB
dragging_probation v12 894 games, 1438221 moves, e=0.010, loss: 1.5, +, 69.3% elo% vs. simple_bot, avg. reward: -0.379, 7.045 sec/game, 48.6 min. total, 816.2 MB
dragging_probation v12 895 games, 1441969 moves, e=0.010, loss: 1.3, +, 70.5% elo% vs. simple_bot, avg. reward: -0.377, 7.096 sec/game, 48.7 min. total, 817.3 MB
dragging_probation v13 896 games, 1445637 moves, e=0.010, loss: 1.4, -, 49.9% elo% vs. terrible_bot, avg. reward: -0.377, 7.161 sec/game, 48.8 min. total, 831.9 MB
dragging_probation v13 897 games, 1449525 moves, e=0.010, loss: 1.3, +, 52.2% elo% vs. terrible_bot, avg. reward: -0.378, 7.177 sec/game, 48.9 min. total, 832.3 MB
dragging_probation v13 898 games, 1453435 moves, e=0.010, loss: 1.9, +, 54.4% elo% vs. terrible_bot, avg. reward: -0.380, 7.192 sec/game, 49.1 min. total, 831.9 MB
dragging_probation v13 899 games, 1457174 moves, e=0.010, loss: 1.5, +, 56.5% elo% vs. terrible_bot, avg. reward: -0.378, 7.227 sec/game, 49.2 min. total, 831.3 MB
dragging_probation v13 900 games, 1461510 moves, e=0.010, loss: 1.5, +, 58.4% elo% vs. terrible_bot, avg. reward: -0.376, 7.280 sec/game, 49.3 min. total, 832.9 MB
dragging_probation v14 901 games, 1465699 moves, e=0.010, loss: 1.1, +, 52.3% elo% vs. terrible_bot, avg. reward: -0.372, 7.343 sec/game, 49.5 min. total, 832.6 MB
dragging_probation v14 902 games, 1469107 moves, e=0.010, loss: 1.4, +, 54.5% elo% vs. terrible_bot, avg. reward: -0.373, 7.371 sec/game, 49.6 min. total, 833.8 MB
dragging_probation v14 903 games, 1473134 moves, e=0.010, loss: 1.6, ., 54.3% elo% vs. terrible_bot, avg. reward: -0.371, 7.397 sec/game, 49.7 min. total, 834.2 MB
dragging_probation v14 904 games, 1476785 moves, e=0.010, loss: 2.0, +, 56.4% elo% vs. terrible_bot, avg. reward: -0.372, 7.364 sec/game, 49.8 min. total, 834.1 MB
dragging_probation v14 905 games, 1480689 moves, e=0.010, loss: 2.5, -, 53.8% elo% vs. terrible_bot, avg. reward: -0.375, 7.379 sec/game, 50.0 min. total, 832.7 MB
dragging_probation v14 906 games, 1484456 moves, e=0.010, loss: 2.7, -, 51.3% elo% vs. terrible_bot, avg. reward: -0.374, 7.427 sec/game, 50.1 min. total, 834.2 MB
dragging_probation v14 907 games, 1488448 moves, e=0.010, loss: 2.4, +, 53.6% elo% vs. terrible_bot, avg. reward: -0.372, 7.448 sec/game, 50.2 min. total, 835.2 MB
dragging_probation v14 908 games, 1492580 moves, e=0.010, loss: 2.2, -, 51.1% elo% vs. terrible_bot, avg. reward: -0.373, 7.478 sec/game, 50.4 min. total, 835.1 MB
dragging_probation v14 909 games, 1496666 moves, e=0.010, loss: 1.6, +, 53.3% elo% vs. terrible_bot, avg. reward: -0.372, 7.518 sec/game, 50.5 min. total, 835.1 MB
dragging_probation v14 910 games, 1501206 moves, e=0.010, loss: 1.2, +, 55.5% elo% vs. terrible_bot, avg. reward: -0.371, 7.618 sec/game, 50.6 min. total, 837.1 MB
dragging_probation v14 911 games, 1505469 moves, e=0.010, loss: 0.9, +, 57.5% elo% vs. terrible_bot, avg. reward: -0.370, 7.680 sec/game, 50.8 min. total, 836.8 MB
dragging_probation v14 912 games, 1509932 moves, e=0.010, loss: 0.9, +, 59.4% elo% vs. terrible_bot, avg. reward: -0.369, 7.746 sec/game, 50.9 min. total, 838.0 MB
dragging_probation v14 913 games, 1513824 moves, e=0.010, loss: 1.4, +, 61.2% elo% vs. terrible_bot, avg. reward: -0.368, 7.776 sec/game, 51.0 min. total, 840.0 MB
dragging_probation v14 914 games, 1517911 moves, e=0.010, loss: 1.6, ., 60.7% elo% vs. terrible_bot, avg. reward: -0.364, 7.814 sec/game, 51.2 min. total, 840.0 MB
dragging_probation v14 915 games, 1521951 moves, e=0.010, loss: 1.5, +, 62.4% elo% vs. terrible_bot, avg. reward: -0.361, 7.855 sec/game, 51.3 min. total, 839.8 MB
dragging_probation v14 916 games, 1525644 moves, e=0.010, loss: 1.4, -, 59.7% elo% vs. terrible_bot, avg. reward: -0.358, 7.855 sec/game, 51.4 min. total, 840.8 MB
dragging_probation v14 917 games, 1529373 moves, e=0.010, loss: 1.9, -, 57.0% elo% vs. terrible_bot, avg. reward: -0.357, 7.854 sec/game, 51.6 min. total, 841.4 MB
dragging_probation v14 918 games, 1533207 moves, e=0.010, loss: 2.0, -, 54.4% elo% vs. terrible_bot, avg. reward: -0.357, 7.860 sec/game, 51.7 min. total, 841.5 MB
