cocoa_revisable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.2 MB
cocoa_revisable v4 305 games, 235515 moves, e=0.767, loss: 1700.7, -, 39.6% elo% vs. v1, avg. reward: 11.735, 2.268 sec/game, 8.8 min. total, 582.8 MB
cocoa_revisable v4 306 games, 236526 moves, e=0.766, loss: 1720.0, -, 37.9% elo% vs. v1, avg. reward: 11.902, 2.310 sec/game, 8.8 min. total, 584.7 MB
cocoa_revisable v4 307 games, 237485 moves, e=0.765, loss: 1630.7, +, 40.6% elo% vs. v1, avg. reward: 12.019, 2.326 sec/game, 8.9 min. total, 582.9 MB
cocoa_revisable v4 308 games, 238263 moves, e=0.764, loss: 1608.4, -, 38.8% elo% vs. v1, avg. reward: 11.974, 2.338 sec/game, 8.9 min. total, 583.0 MB
cocoa_revisable v4 309 games, 239158 moves, e=0.763, loss: 1733.6, -, 37.2% elo% vs. v1, avg. reward: 11.934, 2.355 sec/game, 8.9 min. total, 585.5 MB
cocoa_revisable v4 310 games, 240028 moves, e=0.762, loss: 1766.2, -, 35.6% elo% vs. v1, avg. reward: 11.910, 2.369 sec/game, 9.0 min. total, 583.7 MB
cocoa_revisable v4 311 games, 240947 moves, e=0.761, loss: 1701.3, +, 38.3% elo% vs. v1, avg. reward: 11.849, 2.401 sec/game, 9.0 min. total, 587.5 MB
cocoa_revisable v4 312 games, 241790 moves, e=0.761, loss: 1764.3, +, 41.1% elo% vs. v1, avg. reward: 11.586, 2.373 sec/game, 9.1 min. total, 589.6 MB
cocoa_revisable v4 313 games, 242746 moves, e=0.760, loss: 1759.4, -, 39.2% elo% vs. v1, avg. reward: 11.526, 2.423 sec/game, 9.1 min. total, 587.5 MB
cocoa_revisable v4 314 games, 243510 moves, e=0.759, loss: 1712.8, -, 37.5% elo% vs. v1, avg. reward: 11.538, 2.409 sec/game, 9.1 min. total, 587.5 MB
cocoa_revisable v4 315 games, 244383 moves, e=0.758, loss: 1827.0, -, 35.9% elo% vs. v1, avg. reward: 11.574, 2.418 sec/game, 9.2 min. total, 589.4 MB
cocoa_revisable v4 316 games, 245292 moves, e=0.757, loss: 1715.1, -, 34.4% elo% vs. v1, avg. reward: 11.455, 2.430 sec/game, 9.2 min. total, 587.5 MB
cocoa_revisable v4 317 games, 246176 moves, e=0.756, loss: 1658.0, +, 37.2% elo% vs. v1, avg. reward: 11.483, 2.411 sec/game, 9.2 min. total, 587.5 MB
cocoa_revisable v4 318 games, 247082 moves, e=0.755, loss: 1714.2, -, 35.6% elo% vs. v1, avg. reward: 11.452, 2.367 sec/game, 9.3 min. total, 589.4 MB
cocoa_revisable v4 319 games, 248027 moves, e=0.754, loss: 1676.2, -, 34.1% elo% vs. v1, avg. reward: 11.486, 2.364 sec/game, 9.3 min. total, 590.6 MB
cocoa_revisable v4 320 games, 248770 moves, e=0.754, loss: 1643.8, -, 32.7% elo% vs. v1, avg. reward: 11.503, 2.332 sec/game, 9.3 min. total, 590.9 MB
cocoa_revisable v4 321 games, 249685 moves, e=0.753, loss: 1631.7, -, 31.4% elo% vs. v1, avg. reward: 11.472, 2.308 sec/game, 9.4 min. total, 591.1 MB
cocoa_revisable v4 322 games, 250620 moves, e=0.752, loss: 1663.8, -, 30.2% elo% vs. v1, avg. reward: 11.492, 2.301 sec/game, 9.4 min. total, 591.0 MB
cocoa_revisable v4 323 games, 251563 moves, e=0.751, loss: 1640.4, -, 29.0% elo% vs. v1, avg. reward: 11.537, 2.284 sec/game, 9.5 min. total, 593.1 MB
cocoa_revisable v4 324 games, 252513 moves, e=0.750, loss: 1551.3, -, 27.9% elo% vs. v1, avg. reward: 11.456, 2.265 sec/game, 9.5 min. total, 591.1 MB
cocoa_revisable v4 325 games, 253373 moves, e=0.749, loss: 1660.7, -, 26.9% elo% vs. v1, avg. reward: 11.394, 2.268 sec/game, 9.5 min. total, 591.1 MB
cocoa_revisable v4 326 games, 254207 moves, e=0.748, loss: 1542.7, -, 25.9% elo% vs. v1, avg. reward: 11.387, 2.229 sec/game, 9.6 min. total, 592.8 MB
cocoa_revisable v4 327 games, 255094 moves, e=0.747, loss: 1595.5, -, 25.0% elo% vs. v1, avg. reward: 11.377, 2.203 sec/game, 9.6 min. total, 592.4 MB
cocoa_revisable v4 328 games, 255970 moves, e=0.747, loss: 1809.0, -, 24.2% elo% vs. v1, avg. reward: 11.354, 2.211 sec/game, 9.6 min. total, 592.0 MB
cocoa_revisable v4 329 games, 256772 moves, e=0.746, loss: 1635.5, -, 23.4% elo% vs. v1, avg. reward: 11.380, 2.194 sec/game, 9.7 min. total, 594.5 MB
cocoa_revisable v4 330 games, 257585 moves, e=0.745, loss: 1637.2, -, 22.6% elo% vs. v1, avg. reward: 11.351, 2.172 sec/game, 9.7 min. total, 594.8 MB
cocoa_revisable v4 331 games, 258517 moves, e=0.744, loss: 1683.0, +, 25.2% elo% vs. v1, avg. reward: 11.314, 2.161 sec/game, 9.7 min. total, 595.0 MB
cocoa_revisable v4 332 games, 259440 moves, e=0.743, loss: 1650.8, -, 24.3% elo% vs. v1, avg. reward: 11.361, 2.164 sec/game, 9.8 min. total, 595.0 MB
cocoa_revisable v4 333 games, 260327 moves, e=0.742, loss: 1823.6, -, 23.5% elo% vs. v1, avg. reward: 11.473, 2.141 sec/game, 9.8 min. total, 584.5 MB
cocoa_revisable v4 334 games, 261359 moves, e=0.741, loss: 1738.9, -, 22.7% elo% vs. v1, avg. reward: 11.477, 2.180 sec/game, 9.9 min. total, 585.4 MB
cocoa_revisable v4 335 games, 262217 moves, e=0.740, loss: 1726.0, +, 25.3% elo% vs. v1, avg. reward: 11.555, 2.183 sec/game, 9.9 min. total, 584.5 MB
cocoa_revisable v4 336 games, 263003 moves, e=0.740, loss: 1683.1, -, 24.5% elo% vs. v1, avg. reward: 11.615, 2.176 sec/game, 9.9 min. total, 584.4 MB
cocoa_revisable v4 337 games, 263895 moves, e=0.739, loss: 1630.5, -, 23.6% elo% vs. v1, avg. reward: 11.652, 2.182 sec/game, 10.0 min. total, 586.7 MB
cocoa_revisable v4 338 games, 264727 moves, e=0.738, loss: 1532.7, -, 22.9% elo% vs. v1, avg. reward: 11.753, 2.186 sec/game, 10.0 min. total, 584.2 MB
cocoa_revisable v4 339 games, 265626 moves, e=0.737, loss: 1520.2, -, 22.1% elo% vs. v1, avg. reward: 11.747, 2.189 sec/game, 10.0 min. total, 584.2 MB
cocoa_revisable v4 340 games, 266551 moves, e=0.736, loss: 1478.6, -, 21.4% elo% vs. v1, avg. reward: 11.682, 2.209 sec/game, 10.1 min. total, 586.3 MB
cocoa_revisable v4 341 games, 267451 moves, e=0.735, loss: 1529.8, -, 20.8% elo% vs. v1, avg. reward: 11.829, 2.211 sec/game, 10.1 min. total, 586.5 MB
cocoa_revisable v4 342 games, 268252 moves, e=0.734, loss: 1462.6, -, 20.2% elo% vs. v1, avg. reward: 11.890, 2.201 sec/game, 10.2 min. total, 587.2 MB
cocoa_revisable v4 343 games, 269168 moves, e=0.734, loss: 1493.2, -, 19.6% elo% vs. v1, avg. reward: 11.800, 2.193 sec/game, 10.2 min. total, 588.7 MB
cocoa_revisable v4 344 games, 270034 moves, e=0.733, loss: 1566.0, -, 19.0% elo% vs. v1, avg. reward: 11.789, 2.198 sec/game, 10.2 min. total, 589.3 MB
cocoa_revisable v4 345 games, 270846 moves, e=0.732, loss: 1502.1, +, 21.4% elo% vs. v1, avg. reward: 11.771, 2.189 sec/game, 10.3 min. total, 587.4 MB
cocoa_revisable v4 346 games, 271732 moves, e=0.731, loss: 1422.0, -, 20.8% elo% vs. v1, avg. reward: 11.800, 2.209 sec/game, 10.3 min. total, 589.1 MB
cocoa_revisable v4 347 games, 272750 moves, e=0.730, loss: 1408.9, -, 20.1% elo% vs. v1, avg. reward: 11.719, 2.233 sec/game, 10.3 min. total, 589.4 MB
cocoa_revisable v4 348 games, 273737 moves, e=0.729, loss: 1474.7, -, 19.5% elo% vs. v1, avg. reward: 11.623, 2.249 sec/game, 10.4 min. total, 589.6 MB
cocoa_revisable v4 349 games, 274648 moves, e=0.728, loss: 1591.6, -, 19.0% elo% vs. v1, avg. reward: 11.642, 2.258 sec/game, 10.4 min. total, 588.0 MB
cocoa_revisable v4 350 games, 275626 moves, e=0.727, loss: 1621.2, -, 18.5% elo% vs. v1, avg. reward: 11.660, 2.291 sec/game, 10.5 min. total, 590.6 MB
cocoa_revisable v4 351 games, 276563 moves, e=0.726, loss: 1535.5, +, 20.8% elo% vs. v1, avg. reward: 11.667, 2.294 sec/game, 10.5 min. total, 592.6 MB
cocoa_revisable v4 352 games, 277506 moves, e=0.725, loss: 1652.4, +, 23.3% elo% vs. v1, avg. reward: 11.686, 2.331 sec/game, 10.6 min. total, 590.1 MB
cocoa_revisable v4 353 games, 278302 moves, e=0.724, loss: 1654.0, +, 25.9% elo% vs. v1, avg. reward: 11.658, 2.315 sec/game, 10.6 min. total, 589.5 MB
cocoa_revisable v4 354 games, 279161 moves, e=0.724, loss: 1711.3, -, 25.0% elo% vs. v1, avg. reward: 11.635, 2.285 sec/game, 10.6 min. total, 590.1 MB
cocoa_revisable v4 355 games, 280043 moves, e=0.723, loss: 1671.4, -, 24.2% elo% vs. v1, avg. reward: 11.651, 2.284 sec/game, 10.7 min. total, 592.2 MB
cocoa_revisable v4 356 games, 280912 moves, e=0.722, loss: 1654.4, +, 26.8% elo% vs. v1, avg. reward: 11.593, 2.295 sec/game, 10.7 min. total, 590.1 MB
cocoa_revisable v4 357 games, 281728 moves, e=0.721, loss: 1602.3, -, 25.9% elo% vs. v1, avg. reward: 11.485, 2.292 sec/game, 10.7 min. total, 592.1 MB
cocoa_revisable v4 358 games, 282527 moves, e=0.720, loss: 1657.0, +, 28.6% elo% vs. v1, avg. reward: 11.472, 2.283 sec/game, 10.8 min. total, 591.5 MB
cocoa_revisable v4 359 games, 283384 moves, e=0.719, loss: 1600.4, -, 27.5% elo% vs. v1, avg. reward: 11.514, 2.273 sec/game, 10.8 min. total, 592.8 MB
cocoa_revisable v4 360 games, 284369 moves, e=0.718, loss: 1670.8, -, 26.5% elo% vs. v1, avg. reward: 11.556, 2.289 sec/game, 10.8 min. total, 594.9 MB
cocoa_revisable v4 361 games, 285266 moves, e=0.718, loss: 1626.3, -, 25.6% elo% vs. v1, avg. reward: 11.593, 2.291 sec/game, 10.9 min. total, 595.1 MB
cocoa_revisable v4 362 games, 285927 moves, e=0.717, loss: 1623.0, -, 24.7% elo% vs. v1, avg. reward: 11.446, 2.273 sec/game, 10.9 min. total, 595.2 MB
cocoa_revisable v4 363 games, 286694 moves, e=0.716, loss: 1644.2, -, 23.9% elo% vs. v1, avg. reward: 11.559, 2.259 sec/game, 10.9 min. total, 595.4 MB
cocoa_revisable v4 364 games, 287427 moves, e=0.715, loss: 1663.5, -, 23.1% elo% vs. v1, avg. reward: 11.485, 2.241 sec/game, 11.0 min. total, 595.4 MB
cocoa_revisable v4 365 games, 288467 moves, e=0.714, loss: 1613.7, -, 22.3% elo% vs. v1, avg. reward: 11.637, 2.272 sec/game, 11.0 min. total, 595.5 MB
cocoa_revisable v4 366 games, 289257 moves, e=0.714, loss: 1604.6, -, 21.6% elo% vs. v1, avg. reward: 11.609, 2.256 sec/game, 11.1 min. total, 596.7 MB
cocoa_revisable v4 367 games, 290172 moves, e=0.713, loss: 1494.9, -, 20.9% elo% vs. v1, avg. reward: 11.594, 2.241 sec/game, 11.1 min. total, 598.6 MB
cocoa_revisable v4 368 games, 290997 moves, e=0.712, loss: 1478.4, -, 20.3% elo% vs. v1, avg. reward: 11.623, 2.224 sec/game, 11.1 min. total, 596.8 MB
cocoa_revisable v4 369 games, 291743 moves, e=0.711, loss: 1517.8, -, 19.7% elo% vs. v1, avg. reward: 11.523, 2.210 sec/game, 11.2 min. total, 598.6 MB
cocoa_revisable v4 370 games, 292619 moves, e=0.710, loss: 1612.1, -, 19.1% elo% vs. v1, avg. reward: 11.737, 2.196 sec/game, 11.2 min. total, 598.7 MB
cocoa_revisable v4 371 games, 293606 moves, e=0.709, loss: 1585.5, -, 18.6% elo% vs. v1, avg. reward: 11.722, 2.199 sec/game, 11.2 min. total, 598.8 MB
cocoa_revisable v4 372 games, 294538 moves, e=0.708, loss: 1545.7, -, 18.1% elo% vs. v1, avg. reward: 11.727, 2.180 sec/game, 11.3 min. total, 599.6 MB
cocoa_revisable v4 373 games, 295340 moves, e=0.708, loss: 1491.7, -, 17.6% elo% vs. v1, avg. reward: 11.746, 2.178 sec/game, 11.3 min. total, 599.5 MB
cocoa_revisable v4 374 games, 296338 moves, e=0.707, loss: 1565.9, -, 17.1% elo% vs. v1, avg. reward: 11.710, 2.200 sec/game, 11.4 min. total, 599.3 MB
cocoa_revisable v4 375 games, 297365 moves, e=0.706, loss: 1631.0, -, 16.7% elo% vs. v1, avg. reward: 11.702, 2.217 sec/game, 11.4 min. total, 600.6 MB
cocoa_revisable v4 376 games, 298250 moves, e=0.705, loss: 1573.3, -, 16.3% elo% vs. v1, avg. reward: 11.771, 2.220 sec/game, 11.4 min. total, 601.8 MB
cocoa_revisable v4 377 games, 299155 moves, e=0.704, loss: 1585.2, ., 17.1% elo% vs. v1, avg. reward: 11.669, 2.225 sec/game, 11.5 min. total, 599.3 MB
cocoa_revisable v4 378 games, 300090 moves, e=0.703, loss: 1639.6, -, 16.7% elo% vs. v1, avg. reward: 11.591, 2.242 sec/game, 11.5 min. total, 601.5 MB
cocoa_revisable v4 379 games, 300940 moves, e=0.702, loss: 1535.4, -, 16.3% elo% vs. v1, avg. reward: 11.622, 2.251 sec/game, 11.6 min. total, 599.5 MB
cocoa_revisable v4 380 games, 301957 moves, e=0.701, loss: 1559.2, -, 15.9% elo% vs. v1, avg. reward: 11.679, 2.255 sec/game, 11.6 min. total, 602.0 MB
cocoa_revisable v4 381 games, 302901 moves, e=0.700, loss: 1605.9, -, 15.5% elo% vs. v1, avg. reward: 11.745, 2.258 sec/game, 11.6 min. total, 600.6 MB
cocoa_revisable v4 382 games, 303754 moves, e=0.699, loss: 1631.4, -, 15.1% elo% vs. v1, avg. reward: 11.783, 2.291 sec/game, 11.7 min. total, 600.6 MB
cocoa_revisable v4 383 games, 304643 moves, e=0.698, loss: 1564.5, -, 14.8% elo% vs. v1, avg. reward: 11.847, 2.306 sec/game, 11.7 min. total, 603.8 MB
cocoa_revisable v4 384 games, 305565 moves, e=0.697, loss: 1535.5, -, 14.4% elo% vs. v1, avg. reward: 11.850, 2.324 sec/game, 11.7 min. total, 605.1 MB
cocoa_revisable v4 385 games, 306439 moves, e=0.697, loss: 1505.2, -, 14.1% elo% vs. v1, avg. reward: 11.888, 2.310 sec/game, 11.8 min. total, 605.1 MB
cocoa_revisable v4 386 games, 307196 moves, e=0.696, loss: 1526.6, +, 16.1% elo% vs. v1, avg. reward: 11.816, 2.295 sec/game, 11.8 min. total, 605.1 MB
cocoa_revisable v4 387 games, 308263 moves, e=0.695, loss: 1513.8, +, 18.3% elo% vs. v1, avg. reward: 11.859, 2.321 sec/game, 11.9 min. total, 605.1 MB
cocoa_revisable v4 388 games, 309184 moves, e=0.694, loss: 1481.4, -, 17.8% elo% vs. v1, avg. reward: 11.755, 2.323 sec/game, 11.9 min. total, 605.6 MB
cocoa_revisable v4 389 games, 310151 moves, e=0.693, loss: 1507.1, -, 17.3% elo% vs. v1, avg. reward: 11.882, 2.352 sec/game, 11.9 min. total, 605.6 MB
cocoa_revisable v4 390 games, 311035 moves, e=0.692, loss: 1404.2, +, 19.6% elo% vs. v1, avg. reward: 11.810, 2.341 sec/game, 12.0 min. total, 607.1 MB
cocoa_revisable v4 391 games, 312039 moves, e=0.691, loss: 1528.6, +, 22.1% elo% vs. v1, avg. reward: 11.867, 2.357 sec/game, 12.0 min. total, 606.8 MB
cocoa_revisable v4 392 games, 312972 moves, e=0.690, loss: 1447.1, -, 21.4% elo% vs. v1, avg. reward: 11.955, 2.362 sec/game, 12.1 min. total, 608.8 MB
cocoa_revisable v4 393 games, 313958 moves, e=0.689, loss: 1496.5, -, 20.7% elo% vs. v1, avg. reward: 12.113, 2.372 sec/game, 12.1 min. total, 608.8 MB
cocoa_revisable v4 394 games, 314983 moves, e=0.688, loss: 1445.8, -, 20.1% elo% vs. v1, avg. reward: 12.151, 2.369 sec/game, 12.1 min. total, 607.0 MB
cocoa_revisable v4 395 games, 316099 moves, e=0.687, loss: 1370.8, +, 22.6% elo% vs. v1, avg. reward: 12.054, 2.374 sec/game, 12.2 min. total, 609.1 MB
cocoa_revisable v4 396 games, 317021 moves, e=0.686, loss: 1373.5, +, 25.2% elo% vs. v1, avg. reward: 11.986, 2.364 sec/game, 12.2 min. total, 609.0 MB
cocoa_revisable v4 397 games, 318007 moves, e=0.685, loss: 1459.4, -, 24.3% elo% vs. v1, avg. reward: 11.949, 7.185 sec/game, 13.9 min. total, 607.6 MB
