sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v5 844 games, 806957 moves, e=0.201, loss: 1728.7, -, 12.1% elo% vs. random_no_suicide, avg. reward: 26.864, 2.919 sec/game, 31.5 min. total, 452.4 MB
sanding_take v5 845 games, 808409 moves, e=0.200, loss: 1708.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: 26.839, 2.924 sec/game, 31.6 min. total, 452.6 MB
sanding_take v5 846 games, 809923 moves, e=0.198, loss: 1711.0, -, 11.7% elo% vs. random_no_suicide, avg. reward: 26.829, 2.943 sec/game, 31.6 min. total, 450.4 MB
sanding_take v5 847 games, 811334 moves, e=0.197, loss: 1679.8, -, 11.4% elo% vs. random_no_suicide, avg. reward: 26.852, 2.973 sec/game, 31.7 min. total, 450.7 MB
sanding_take v5 848 games, 812569 moves, e=0.196, loss: 1717.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: 26.830, 2.972 sec/game, 31.7 min. total, 450.2 MB
sanding_take v5 849 games, 813728 moves, e=0.194, loss: 1719.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: 26.850, 2.960 sec/game, 31.8 min. total, 450.9 MB
sanding_take v5 850 games, 815077 moves, e=0.193, loss: 1698.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: 26.863, 2.944 sec/game, 31.8 min. total, 450.9 MB
sanding_take v5 851 games, 816201 moves, e=0.192, loss: 1690.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: 26.863, 2.885 sec/game, 31.8 min. total, 450.9 MB
sanding_take v5 852 games, 817636 moves, e=0.191, loss: 1758.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: 26.864, 2.885 sec/game, 31.9 min. total, 444.8 MB
sanding_take v5 853 games, 819039 moves, e=0.189, loss: 1734.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: 26.864, 2.921 sec/game, 32.0 min. total, 443.2 MB
sanding_take v5 854 games, 820370 moves, e=0.188, loss: 1688.4, -, 10.1% elo% vs. random_no_suicide, avg. reward: 26.822, 2.938 sec/game, 32.0 min. total, 444.1 MB
sanding_take v5 855 games, 821854 moves, e=0.186, loss: 1690.1, -, 9.9% elo% vs. random_no_suicide, avg. reward: 26.811, 2.964 sec/game, 32.1 min. total, 446.1 MB
sanding_take v5 856 games, 823027 moves, e=0.185, loss: 1726.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: 26.782, 2.965 sec/game, 32.1 min. total, 448.3 MB
sanding_take v5 857 games, 824322 moves, e=0.184, loss: 1654.6, -, 9.6% elo% vs. random_no_suicide, avg. reward: 26.782, 2.985 sec/game, 32.2 min. total, 448.7 MB
sanding_take v5 858 games, 825805 moves, e=0.182, loss: 1592.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 26.752, 3.004 sec/game, 32.2 min. total, 448.9 MB
sanding_take v5 859 games, 827020 moves, e=0.181, loss: 1534.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 26.747, 2.985 sec/game, 32.3 min. total, 449.1 MB
sanding_take v5 860 games, 828556 moves, e=0.180, loss: 1598.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: 26.770, 3.009 sec/game, 32.3 min. total, 449.0 MB
sanding_take v5 861 games, 830110 moves, e=0.178, loss: 1614.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: 26.826, 3.023 sec/game, 32.4 min. total, 448.6 MB
sanding_take v5 862 games, 831518 moves, e=0.177, loss: 1679.6, -, 8.9% elo% vs. random_no_suicide, avg. reward: 26.803, 3.038 sec/game, 32.4 min. total, 449.4 MB
sanding_take v5 863 games, 832657 moves, e=0.176, loss: 1734.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: 26.810, 3.019 sec/game, 32.5 min. total, 450.1 MB
sanding_take v5 864 games, 833935 moves, e=0.174, loss: 1751.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: 26.802, 3.039 sec/game, 32.5 min. total, 449.9 MB
sanding_take v5 865 games, 835126 moves, e=0.173, loss: 1710.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: 26.830, 2.995 sec/game, 32.6 min. total, 450.9 MB
sanding_take v5 866 games, 836500 moves, e=0.172, loss: 1686.1, -, 8.4% elo% vs. random_no_suicide, avg. reward: 26.833, 2.981 sec/game, 32.6 min. total, 451.3 MB
sanding_take v5 867 games, 837762 moves, e=0.171, loss: 1702.6, -, 8.3% elo% vs. random_no_suicide, avg. reward: 26.866, 2.959 sec/game, 32.7 min. total, 451.2 MB
sanding_take v5 868 games, 839001 moves, e=0.169, loss: 1712.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: 26.882, 2.940 sec/game, 32.7 min. total, 451.1 MB
sanding_take v5 869 games, 840565 moves, e=0.168, loss: 1708.2, -, 8.0% elo% vs. random_no_suicide, avg. reward: 26.913, 2.970 sec/game, 32.7 min. total, 451.4 MB
sanding_take v5 870 games, 841850 moves, e=0.167, loss: 1773.0, -, 7.9% elo% vs. random_no_suicide, avg. reward: 26.948, 2.968 sec/game, 32.8 min. total, 452.1 MB
sanding_take v5 871 games, 843137 moves, e=0.165, loss: 1784.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: 26.974, 2.993 sec/game, 32.8 min. total, 452.9 MB
sanding_take v5 872 games, 844610 moves, e=0.164, loss: 1739.6, -, 7.7% elo% vs. random_no_suicide, avg. reward: 27.044, 2.993 sec/game, 32.9 min. total, 451.3 MB
sanding_take v5 873 games, 846446 moves, e=0.162, loss: 1786.6, -, 7.6% elo% vs. random_no_suicide, avg. reward: 27.052, 3.012 sec/game, 33.0 min. total, 452.3 MB
sanding_take v5 874 games, 847898 moves, e=0.161, loss: 1763.9, -, 7.5% elo% vs. random_no_suicide, avg. reward: 27.064, 3.022 sec/game, 33.0 min. total, 452.5 MB
sanding_take v5 875 games, 849328 moves, e=0.159, loss: 1779.8, -, 7.4% elo% vs. random_no_suicide, avg. reward: 27.076, 3.031 sec/game, 33.1 min. total, 451.4 MB
sanding_take v5 876 games, 850589 moves, e=0.158, loss: 1798.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: 27.067, 3.042 sec/game, 33.1 min. total, 451.5 MB
sanding_take v5 877 games, 852210 moves, e=0.156, loss: 1791.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: 27.073, 3.051 sec/game, 33.2 min. total, 451.0 MB
sanding_take v5 878 games, 853508 moves, e=0.155, loss: 1780.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: 27.097, 3.040 sec/game, 33.2 min. total, 451.5 MB
sanding_take v5 879 games, 855215 moves, e=0.153, loss: 1681.3, -, 7.1% elo% vs. random_no_suicide, avg. reward: 27.114, 3.069 sec/game, 33.3 min. total, 453.1 MB
sanding_take v5 880 games, 856541 moves, e=0.152, loss: 1701.4, -, 7.0% elo% vs. random_no_suicide, avg. reward: 27.101, 3.043 sec/game, 33.3 min. total, 453.5 MB
sanding_take v5 881 games, 858247 moves, e=0.150, loss: 1690.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: 27.127, 3.077 sec/game, 33.4 min. total, 453.5 MB
sanding_take v5 882 games, 859566 moves, e=0.149, loss: 1710.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: 27.161, 3.059 sec/game, 33.4 min. total, 453.3 MB
sanding_take v5 883 games, 860867 moves, e=0.148, loss: 1744.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 27.168, 3.068 sec/game, 33.5 min. total, 453.3 MB
sanding_take v5 884 games, 862176 moves, e=0.146, loss: 1672.6, -, 6.7% elo% vs. random_no_suicide, avg. reward: 27.201, 3.077 sec/game, 33.5 min. total, 448.4 MB
sanding_take v5 885 games, 863320 moves, e=0.145, loss: 1749.0, -, 6.6% elo% vs. random_no_suicide, avg. reward: 27.229, 3.078 sec/game, 33.6 min. total, 448.5 MB
sanding_take v5 886 games, 864757 moves, e=0.144, loss: 1829.8, -, 6.5% elo% vs. random_no_suicide, avg. reward: 27.247, 3.086 sec/game, 33.6 min. total, 449.4 MB
sanding_take v5 887 games, 866082 moves, e=0.143, loss: 1880.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: 27.302, 3.101 sec/game, 33.7 min. total, 450.1 MB
sanding_take v5 888 games, 867566 moves, e=0.141, loss: 1909.9, -, 6.4% elo% vs. random_no_suicide, avg. reward: 27.278, 3.130 sec/game, 33.7 min. total, 450.3 MB
sanding_take v5 889 games, 869136 moves, e=0.140, loss: 1922.4, -, 6.3% elo% vs. random_no_suicide, avg. reward: 27.235, 3.153 sec/game, 33.8 min. total, 449.2 MB
sanding_take v5 890 games, 870734 moves, e=0.138, loss: 1955.6, -, 6.2% elo% vs. random_no_suicide, avg. reward: 27.207, 3.203 sec/game, 33.9 min. total, 444.2 MB
sanding_take v5 891 games, 871879 moves, e=0.137, loss: 1909.0, -, 6.2% elo% vs. random_no_suicide, avg. reward: 27.242, 3.176 sec/game, 33.9 min. total, 443.8 MB
sanding_take v5 892 games, 873237 moves, e=0.135, loss: 1892.3, -, 6.1% elo% vs. random_no_suicide, avg. reward: 27.237, 3.166 sec/game, 34.0 min. total, 444.5 MB
sanding_take v5 893 games, 874461 moves, e=0.134, loss: 1824.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: 27.205, 3.110 sec/game, 34.0 min. total, 445.7 MB
sanding_take v5 894 games, 875969 moves, e=0.133, loss: 1824.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: 27.175, 3.110 sec/game, 34.0 min. total, 446.6 MB
sanding_take v5 895 games, 877463 moves, e=0.131, loss: 1833.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: 27.133, 3.110 sec/game, 34.1 min. total, 447.6 MB
sanding_take v5 896 games, 878736 moves, e=0.130, loss: 1809.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: 27.145, 3.125 sec/game, 34.2 min. total, 447.8 MB
sanding_take v5 897 games, 879956 moves, e=0.129, loss: 1960.0, -, 5.8% elo% vs. random_no_suicide, avg. reward: 27.148, 3.103 sec/game, 34.2 min. total, 447.4 MB
sanding_take v5 898 games, 881515 moves, e=0.127, loss: 1994.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: 27.162, 3.115 sec/game, 34.3 min. total, 442.0 MB
sanding_take v5 899 games, 882892 moves, e=0.126, loss: 1782.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: 27.159, 3.090 sec/game, 34.3 min. total, 442.1 MB
sanding_take v5 900 games, 884133 moves, e=0.125, loss: 1779.3, -, 5.6% elo% vs. random_no_suicide, avg. reward: 27.135, 3.082 sec/game, 34.4 min. total, 442.8 MB
sanding_take v6 901 games, 885452 moves, e=0.123, loss: 1829.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: 27.138, 3.045 sec/game, 34.4 min. total, 444.7 MB
sanding_take v6 902 games, 887073 moves, e=0.122, loss: 1806.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: 27.147, 3.080 sec/game, 34.5 min. total, 444.4 MB
sanding_take v6 903 games, 888422 moves, e=0.120, loss: 1712.2, -, 43.4% elo% vs. random_no_suicide, avg. reward: 27.169, 3.133 sec/game, 34.5 min. total, 444.3 MB
sanding_take v6 904 games, 890104 moves, e=0.119, loss: 1657.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: 27.162, 3.158 sec/game, 34.6 min. total, 444.4 MB
sanding_take v6 905 games, 891398 moves, e=0.118, loss: 1630.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: 27.165, 3.206 sec/game, 34.7 min. total, 443.7 MB
sanding_take v6 906 games, 892672 moves, e=0.116, loss: 1611.3, -, 37.9% elo% vs. random_no_suicide, avg. reward: 27.144, 3.189 sec/game, 34.7 min. total, 444.2 MB
sanding_take v6 907 games, 894055 moves, e=0.115, loss: 1692.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: 27.135, 3.208 sec/game, 34.8 min. total, 439.4 MB
sanding_take v6 908 games, 895481 moves, e=0.113, loss: 1534.7, -, 34.8% elo% vs. random_no_suicide, avg. reward: 27.147, 3.207 sec/game, 34.8 min. total, 440.4 MB
sanding_take v6 909 games, 897000 moves, e=0.112, loss: 1498.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: 27.187, 3.223 sec/game, 34.9 min. total, 435.6 MB
sanding_take v6 910 games, 898425 moves, e=0.111, loss: 1489.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: 27.162, 3.201 sec/game, 34.9 min. total, 432.6 MB
sanding_take v6 911 games, 899880 moves, e=0.109, loss: 1475.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: 27.166, 3.236 sec/game, 35.0 min. total, 433.2 MB
sanding_take v6 912 games, 901019 moves, e=0.108, loss: 1522.1, -, 29.5% elo% vs. random_no_suicide, avg. reward: 27.164, 3.218 sec/game, 35.0 min. total, 433.3 MB
sanding_take v6 913 games, 902499 moves, e=0.107, loss: 1446.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: 27.205, 3.242 sec/game, 35.1 min. total, 434.0 MB
sanding_take v6 914 games, 903953 moves, e=0.105, loss: 1415.7, -, 27.3% elo% vs. random_no_suicide, avg. reward: 27.225, 3.245 sec/game, 35.1 min. total, 434.2 MB
sanding_take v6 915 games, 905308 moves, e=0.104, loss: 1384.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 27.260, 3.239 sec/game, 35.2 min. total, 436.3 MB
sanding_take v6 916 games, 906698 moves, e=0.102, loss: 1395.9, -, 25.4% elo% vs. random_no_suicide, avg. reward: 27.273, 3.244 sec/game, 35.2 min. total, 435.9 MB
sanding_take v6 917 games, 907871 moves, e=0.101, loss: 1326.8, -, 24.5% elo% vs. random_no_suicide, avg. reward: 27.291, 3.241 sec/game, 35.3 min. total, 435.7 MB
sanding_take v6 918 games, 909148 moves, e=0.100, loss: 1406.6, -, 23.7% elo% vs. random_no_suicide, avg. reward: 27.291, 3.221 sec/game, 35.3 min. total, 435.8 MB
sanding_take v6 919 games, 910542 moves, e=0.099, loss: 1399.9, -, 22.9% elo% vs. random_no_suicide, avg. reward: 27.318, 3.221 sec/game, 35.4 min. total, 435.5 MB
sanding_take v6 920 games, 912330 moves, e=0.097, loss: 1452.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: 27.285, 3.269 sec/game, 35.4 min. total, 436.1 MB
sanding_take v6 921 games, 913654 moves, e=0.095, loss: 1437.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: 27.325, 3.262 sec/game, 35.5 min. total, 436.4 MB
sanding_take v6 922 games, 915030 moves, e=0.094, loss: 1444.8, -, 20.8% elo% vs. random_no_suicide, avg. reward: 27.344, 3.231 sec/game, 35.5 min. total, 438.0 MB
sanding_take v6 923 games, 916568 moves, e=0.093, loss: 1504.4, -, 20.2% elo% vs. random_no_suicide, avg. reward: 27.386, 3.215 sec/game, 35.6 min. total, 437.9 MB
sanding_take v6 924 games, 918103 moves, e=0.091, loss: 1519.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: 27.415, 3.220 sec/game, 35.7 min. total, 437.1 MB
sanding_take v6 925 games, 919539 moves, e=0.090, loss: 1539.7, -, 19.1% elo% vs. random_no_suicide, avg. reward: 27.462, 3.205 sec/game, 35.7 min. total, 436.9 MB
sanding_take v6 926 games, 920962 moves, e=0.088, loss: 1597.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: 27.493, 3.226 sec/game, 35.8 min. total, 437.3 MB
sanding_take v6 927 games, 922597 moves, e=0.087, loss: 1541.8, -, 18.0% elo% vs. random_no_suicide, avg. reward: 27.528, 3.250 sec/game, 35.8 min. total, 424.6 MB
sanding_take v6 928 games, 923955 moves, e=0.085, loss: 1715.6, -, 17.5% elo% vs. random_no_suicide, avg. reward: 27.542, 3.247 sec/game, 35.9 min. total, 426.0 MB
sanding_take v6 929 games, 925192 moves, e=0.084, loss: 1711.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: 27.530, 3.185 sec/game, 35.9 min. total, 426.5 MB
sanding_take v6 930 games, 926326 moves, e=0.083, loss: 1878.3, -, 16.6% elo% vs. random_no_suicide, avg. reward: 27.532, 3.141 sec/game, 36.0 min. total, 427.2 MB
sanding_take v6 931 games, 927630 moves, e=0.082, loss: 1884.5, -, 16.2% elo% vs. random_no_suicide, avg. reward: 27.481, 3.149 sec/game, 36.0 min. total, 427.2 MB
sanding_take v6 932 games, 928950 moves, e=0.080, loss: 1828.3, -, 15.8% elo% vs. random_no_suicide, avg. reward: 27.502, 3.152 sec/game, 36.1 min. total, 426.7 MB
sanding_take v6 933 games, 930148 moves, e=0.079, loss: 1821.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: 27.512, 3.127 sec/game, 36.1 min. total, 427.3 MB
sanding_take v6 934 games, 931366 moves, e=0.078, loss: 1714.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: 27.517, 3.113 sec/game, 36.2 min. total, 427.5 MB
sanding_take v6 935 games, 932463 moves, e=0.077, loss: 1823.7, -, 14.7% elo% vs. random_no_suicide, avg. reward: 27.514, 3.075 sec/game, 36.2 min. total, 427.4 MB
sanding_take v6 936 games, 933960 moves, e=0.075, loss: 1819.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 27.505, 3.077 sec/game, 36.3 min. total, 430.0 MB
sanding_take v6 937 games, 935258 moves, e=0.074, loss: 1785.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: 27.557, 3.075 sec/game, 36.3 min. total, 431.4 MB
sanding_take v6 938 games, 936538 moves, e=0.073, loss: 1807.3, -, 13.7% elo% vs. random_no_suicide, avg. reward: 27.563, 3.077 sec/game, 36.4 min. total, 432.0 MB
sanding_take v6 939 games, 937813 moves, e=0.072, loss: 1853.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: 27.586, 3.068 sec/game, 36.4 min. total, 431.5 MB
sanding_take v6 940 games, 939367 moves, e=0.070, loss: 1694.0, -, 13.1% elo% vs. random_no_suicide, avg. reward: 27.620, 3.047 sec/game, 36.5 min. total, 432.0 MB
sanding_take v6 941 games, 941692 moves, e=0.068, loss: 1552.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 27.576, 3.138 sec/game, 36.5 min. total, 431.2 MB
sanding_take v6 942 games, 943219 moves, e=0.066, loss: 1504.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: 27.562, 3.151 sec/game, 36.6 min. total, 431.8 MB
sanding_take v6 943 games, 944815 moves, e=0.065, loss: 1412.5, -, 12.4% elo% vs. random_no_suicide, avg. reward: 27.588, 3.146 sec/game, 36.7 min. total, 433.1 MB
sanding_take v6 944 games, 946735 moves, e=0.063, loss: 1331.8, -, 12.1% elo% vs. random_no_suicide, avg. reward: 27.553, 3.172 sec/game, 36.7 min. total, 434.3 MB
sanding_take v6 945 games, 948279 moves, e=0.061, loss: 1241.9, -, 11.9% elo% vs. random_no_suicide, avg. reward: 27.625, 3.224 sec/game, 36.8 min. total, 432.4 MB
sanding_take v6 946 games, 949769 moves, e=0.060, loss: 1242.1, -, 11.7% elo% vs. random_no_suicide, avg. reward: 27.638, 3.262 sec/game, 36.9 min. total, 431.8 MB
sanding_take v6 947 games, 951322 moves, e=0.058, loss: 1278.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: 27.652, 3.248 sec/game, 36.9 min. total, 432.5 MB
sanding_take v6 948 games, 952633 moves, e=0.057, loss: 1386.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: 27.704, 3.247 sec/game, 37.0 min. total, 432.5 MB
sanding_take v6 949 games, 953891 moves, e=0.056, loss: 1456.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: 27.703, 3.268 sec/game, 37.0 min. total, 432.9 MB
sanding_take v6 950 games, 955178 moves, e=0.054, loss: 1496.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: 27.713, 3.301 sec/game, 37.1 min. total, 432.9 MB
sanding_take v6 951 games, 956399 moves, e=0.053, loss: 1532.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: 27.720, 3.307 sec/game, 37.1 min. total, 432.2 MB
sanding_take v6 952 games, 957670 moves, e=0.052, loss: 1643.5, -, 10.4% elo% vs. random_no_suicide, avg. reward: 27.748, 3.311 sec/game, 37.2 min. total, 430.6 MB
sanding_take v6 953 games, 958911 moves, e=0.051, loss: 1756.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: 27.773, 3.322 sec/game, 37.2 min. total, 431.4 MB
sanding_take v6 954 games, 960207 moves, e=0.049, loss: 1861.0, -, 10.1% elo% vs. random_no_suicide, avg. reward: 27.808, 3.308 sec/game, 37.3 min. total, 431.3 MB
sanding_take v6 955 games, 961570 moves, e=0.048, loss: 1860.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: 27.850, 3.340 sec/game, 37.3 min. total, 432.0 MB
sanding_take v6 956 games, 963289 moves, e=0.046, loss: 1782.2, -, 9.8% elo% vs. random_no_suicide, avg. reward: 27.826, 3.378 sec/game, 37.4 min. total, 432.1 MB
sanding_take v6 957 games, 964830 moves, e=0.045, loss: 1731.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: 27.795, 3.401 sec/game, 37.4 min. total, 432.3 MB
sanding_take v6 958 games, 966262 moves, e=0.043, loss: 1636.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: 27.798, 3.430 sec/game, 37.5 min. total, 433.3 MB
sanding_take v6 959 games, 967509 moves, e=0.042, loss: 1562.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: 27.821, 3.432 sec/game, 37.5 min. total, 435.5 MB
sanding_take v6 960 games, 968790 moves, e=0.041, loss: 1504.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: 27.859, 3.416 sec/game, 37.6 min. total, 435.6 MB
sanding_take v6 961 games, 970089 moves, e=0.040, loss: 1488.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: 27.829, 3.307 sec/game, 37.6 min. total, 435.5 MB
sanding_take v6 962 games, 971452 moves, e=0.038, loss: 1514.8, -, 8.9% elo% vs. random_no_suicide, avg. reward: 27.877, 3.295 sec/game, 37.7 min. total, 435.5 MB
sanding_take v6 963 games, 972904 moves, e=0.037, loss: 1579.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: 27.919, 3.272 sec/game, 37.7 min. total, 435.7 MB
sanding_take v6 964 games, 974279 moves, e=0.035, loss: 1687.8, -, 8.6% elo% vs. random_no_suicide, avg. reward: 27.957, 3.215 sec/game, 37.8 min. total, 436.0 MB
sanding_take v6 965 games, 975663 moves, e=0.034, loss: 1645.2, -, 8.5% elo% vs. random_no_suicide, avg. reward: 27.955, 3.185 sec/game, 37.9 min. total, 436.1 MB
sanding_take v6 966 games, 977325 moves, e=0.032, loss: 1548.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: 27.943, 3.167 sec/game, 37.9 min. total, 436.1 MB
sanding_take v6 967 games, 978825 moves, e=0.031, loss: 1507.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: 27.962, 3.149 sec/game, 38.0 min. total, 437.8 MB
sanding_take v6 968 games, 980797 moves, e=0.029, loss: 1374.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: 27.932, 3.203 sec/game, 38.0 min. total, 438.8 MB
sanding_take v6 969 games, 982495 moves, e=0.027, loss: 1326.7, -, 8.0% elo% vs. random_no_suicide, avg. reward: 27.914, 3.219 sec/game, 38.1 min. total, 439.3 MB
sanding_take v6 970 games, 984165 moves, e=0.026, loss: 1329.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: 27.881, 3.262 sec/game, 38.2 min. total, 439.1 MB
sanding_take v6 971 games, 985408 moves, e=0.024, loss: 1217.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: 27.892, 3.227 sec/game, 38.2 min. total, 439.7 MB
sanding_take v6 972 games, 986766 moves, e=0.023, loss: 1271.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: 27.881, 3.254 sec/game, 38.3 min. total, 439.2 MB
sanding_take v6 973 games, 988171 moves, e=0.022, loss: 1320.6, -, 7.6% elo% vs. random_no_suicide, avg. reward: 27.894, 3.266 sec/game, 38.3 min. total, 439.6 MB
sanding_take v6 974 games, 989734 moves, e=0.020, loss: 1263.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: 27.879, 3.291 sec/game, 38.4 min. total, 439.7 MB
sanding_take v6 975 games, 991133 moves, e=0.019, loss: 1266.2, -, 7.4% elo% vs. random_no_suicide, avg. reward: 27.907, 3.313 sec/game, 38.4 min. total, 442.2 MB
sanding_take v6 976 games, 992812 moves, e=0.017, loss: 1391.0, -, 7.3% elo% vs. random_no_suicide, avg. reward: 27.917, 3.321 sec/game, 38.5 min. total, 428.1 MB
sanding_take v6 977 games, 994433 moves, e=0.016, loss: 1411.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: 27.946, 3.332 sec/game, 38.6 min. total, 427.7 MB
sanding_take v6 978 games, 995996 moves, e=0.014, loss: 1418.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 27.948, 3.326 sec/game, 38.6 min. total, 428.1 MB
sanding_take v6 979 games, 997412 moves, e=0.013, loss: 1374.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: 27.959, 3.341 sec/game, 38.7 min. total, 427.7 MB
sanding_take v6 980 games, 998826 moves, e=0.011, loss: 1343.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: 28.022, 3.348 sec/game, 38.7 min. total, 429.1 MB
sanding_take v6 981 games, 1000110 moves, e=0.010, loss: 1364.8, -, 6.9% elo% vs. random_no_suicide, avg. reward: 28.031, 3.349 sec/game, 38.8 min. total, 429.3 MB
sanding_take v6 982 games, 1001467 moves, e=0.010, loss: 1341.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: 28.055, 3.349 sec/game, 38.8 min. total, 430.9 MB
sanding_take v6 983 games, 1002881 moves, e=0.010, loss: 1508.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 28.110, 3.375 sec/game, 38.9 min. total, 425.2 MB
sanding_take v6 984 games, 1004361 moves, e=0.010, loss: 1609.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 28.141, 3.375 sec/game, 38.9 min. total, 425.1 MB
sanding_take v6 985 games, 1005861 moves, e=0.010, loss: 1656.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: 28.157, 3.368 sec/game, 39.0 min. total, 421.5 MB
sanding_take v6 986 games, 1007302 moves, e=0.010, loss: 1808.8, -, 6.5% elo% vs. random_no_suicide, avg. reward: 28.177, 3.337 sec/game, 39.0 min. total, 421.6 MB
sanding_take v6 987 games, 1008794 moves, e=0.010, loss: 1850.5, -, 6.4% elo% vs. random_no_suicide, avg. reward: 28.206, 3.344 sec/game, 39.1 min. total, 421.4 MB
sanding_take v6 988 games, 1010131 moves, e=0.010, loss: 1935.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 28.265, 3.282 sec/game, 39.1 min. total, 411.4 MB
sanding_take v6 989 games, 1011584 moves, e=0.010, loss: 2174.4, -, 6.3% elo% vs. random_no_suicide, avg. reward: 28.315, 3.337 sec/game, 39.2 min. total, 405.4 MB
sanding_take v6 990 games, 1012949 moves, e=0.010, loss: 2201.7, -, 6.2% elo% vs. random_no_suicide, avg. reward: 28.391, 3.284 sec/game, 39.3 min. total, 407.4 MB
sanding_take v6 991 games, 1014468 moves, e=0.010, loss: 2313.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 28.396, 3.313 sec/game, 39.3 min. total, 407.4 MB
sanding_take v6 992 games, 1015836 moves, e=0.010, loss: 2402.5, -, 6.1% elo% vs. random_no_suicide, avg. reward: 28.441, 3.312 sec/game, 39.4 min. total, 407.6 MB
