sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v4 149 games, 110242 moves, e=0.891, loss: 2707.6, -, 11.5% elo% vs. random_no_suicide, avg. reward: 26.163, 1.776 sec/game, 3.6 min. total, 460.8 MB
sanding_take v4 150 games, 110988 moves, e=0.890, loss: 2755.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: 26.151, 1.781 sec/game, 3.6 min. total, 460.6 MB
sanding_take v4 151 games, 111657 moves, e=0.889, loss: 2626.8, -, 11.0% elo% vs. random_no_suicide, avg. reward: 26.135, 1.782 sec/game, 3.6 min. total, 460.2 MB
sanding_take v4 152 games, 112601 moves, e=0.889, loss: 2996.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: 26.146, 1.797 sec/game, 3.7 min. total, 460.6 MB
sanding_take v4 153 games, 113455 moves, e=0.888, loss: 3110.8, -, 10.7% elo% vs. random_no_suicide, avg. reward: 26.130, 1.828 sec/game, 3.7 min. total, 460.8 MB
sanding_take v4 154 games, 114117 moves, e=0.887, loss: 3171.8, -, 10.5% elo% vs. random_no_suicide, avg. reward: 26.131, 1.835 sec/game, 3.7 min. total, 460.8 MB
sanding_take v4 155 games, 114862 moves, e=0.886, loss: 2922.1, -, 10.3% elo% vs. random_no_suicide, avg. reward: 26.131, 1.840 sec/game, 3.8 min. total, 461.2 MB
sanding_take v4 156 games, 115623 moves, e=0.886, loss: 2872.4, -, 10.1% elo% vs. random_no_suicide, avg. reward: 26.145, 1.849 sec/game, 3.8 min. total, 461.1 MB
sanding_take v4 157 games, 116422 moves, e=0.885, loss: 2877.8, -, 9.9% elo% vs. random_no_suicide, avg. reward: 26.124, 1.857 sec/game, 3.8 min. total, 461.7 MB
sanding_take v4 158 games, 117231 moves, e=0.884, loss: 3074.8, -, 9.8% elo% vs. random_no_suicide, avg. reward: 26.147, 1.870 sec/game, 3.8 min. total, 461.9 MB
sanding_take v4 159 games, 117844 moves, e=0.883, loss: 3119.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: 26.142, 1.853 sec/game, 3.9 min. total, 462.5 MB
sanding_take v4 160 games, 118689 moves, e=0.882, loss: 3165.5, -, 9.5% elo% vs. random_no_suicide, avg. reward: 26.153, 1.838 sec/game, 3.9 min. total, 462.6 MB
sanding_take v4 161 games, 119540 moves, e=0.882, loss: 3210.8, -, 9.3% elo% vs. random_no_suicide, avg. reward: 26.152, 1.844 sec/game, 3.9 min. total, 462.2 MB
sanding_take v4 162 games, 120382 moves, e=0.881, loss: 3259.4, -, 9.2% elo% vs. random_no_suicide, avg. reward: 26.162, 1.829 sec/game, 4.0 min. total, 462.2 MB
sanding_take v4 163 games, 121125 moves, e=0.880, loss: 3190.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: 26.148, 1.814 sec/game, 4.0 min. total, 463.2 MB
sanding_take v4 164 games, 122020 moves, e=0.879, loss: 3252.8, -, 8.9% elo% vs. random_no_suicide, avg. reward: 26.112, 1.828 sec/game, 4.0 min. total, 463.3 MB
sanding_take v4 165 games, 122791 moves, e=0.878, loss: 3223.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: 26.086, 1.811 sec/game, 4.1 min. total, 463.0 MB
sanding_take v4 166 games, 123471 moves, e=0.878, loss: 3143.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: 26.083, 1.801 sec/game, 4.1 min. total, 463.5 MB
sanding_take v4 167 games, 124221 moves, e=0.877, loss: 3027.0, -, 8.5% elo% vs. random_no_suicide, avg. reward: 26.068, 1.792 sec/game, 4.1 min. total, 464.2 MB
sanding_take v4 168 games, 124989 moves, e=0.876, loss: 3016.0, -, 8.4% elo% vs. random_no_suicide, avg. reward: 26.042, 1.796 sec/game, 4.2 min. total, 464.7 MB
sanding_take v4 169 games, 125751 moves, e=0.876, loss: 2898.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: 26.033, 1.766 sec/game, 4.2 min. total, 464.8 MB
sanding_take v4 170 games, 126505 moves, e=0.875, loss: 2994.3, -, 8.2% elo% vs. random_no_suicide, avg. reward: 26.024, 1.765 sec/game, 4.2 min. total, 464.7 MB
sanding_take v4 171 games, 127243 moves, e=0.874, loss: 3095.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: 25.980, 1.782 sec/game, 4.2 min. total, 464.8 MB
sanding_take v4 172 games, 128043 moves, e=0.873, loss: 2864.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: 25.966, 1.766 sec/game, 4.3 min. total, 464.1 MB
sanding_take v4 173 games, 128746 moves, e=0.873, loss: 2959.6, -, 7.8% elo% vs. random_no_suicide, avg. reward: 25.976, 1.743 sec/game, 4.3 min. total, 464.8 MB
sanding_take v4 174 games, 129496 moves, e=0.872, loss: 2846.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: 25.960, 1.747 sec/game, 4.3 min. total, 464.7 MB
sanding_take v4 175 games, 130200 moves, e=0.871, loss: 2988.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 25.935, 1.739 sec/game, 4.3 min. total, 464.8 MB
sanding_take v4 176 games, 131119 moves, e=0.870, loss: 2876.2, -, 7.5% elo% vs. random_no_suicide, avg. reward: 25.908, 1.759 sec/game, 4.4 min. total, 466.1 MB
sanding_take v4 177 games, 131751 moves, e=0.870, loss: 2963.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: 25.918, 1.741 sec/game, 4.4 min. total, 467.4 MB
sanding_take v4 178 games, 132577 moves, e=0.869, loss: 2709.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: 25.920, 1.748 sec/game, 4.4 min. total, 466.6 MB
sanding_take v4 179 games, 133366 moves, e=0.868, loss: 2716.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: 25.912, 1.757 sec/game, 4.5 min. total, 467.0 MB
sanding_take v4 180 games, 134088 moves, e=0.867, loss: 2859.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: 25.883, 1.715 sec/game, 4.5 min. total, 467.0 MB
sanding_take v4 181 games, 134816 moves, e=0.867, loss: 2968.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: 25.886, 1.702 sec/game, 4.5 min. total, 466.8 MB
sanding_take v4 182 games, 135665 moves, e=0.866, loss: 2937.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: 25.897, 1.688 sec/game, 4.5 min. total, 466.6 MB
sanding_take v4 183 games, 136501 moves, e=0.865, loss: 3084.5, -, 6.9% elo% vs. random_no_suicide, avg. reward: 25.923, 1.692 sec/game, 4.6 min. total, 467.0 MB
sanding_take v4 184 games, 137183 moves, e=0.864, loss: 3295.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: 25.920, 1.668 sec/game, 4.6 min. total, 467.6 MB
sanding_take v4 185 games, 137986 moves, e=0.863, loss: 3058.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 25.948, 1.667 sec/game, 4.6 min. total, 468.0 MB
sanding_take v4 186 games, 138755 moves, e=0.863, loss: 3151.8, -, 6.7% elo% vs. random_no_suicide, avg. reward: 25.960, 1.676 sec/game, 4.6 min. total, 468.2 MB
sanding_take v4 187 games, 139547 moves, e=0.862, loss: 3470.1, -, 6.6% elo% vs. random_no_suicide, avg. reward: 25.975, 1.677 sec/game, 4.7 min. total, 469.5 MB
sanding_take v4 188 games, 140257 moves, e=0.861, loss: 3256.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: 26.001, 1.638 sec/game, 4.7 min. total, 469.1 MB
sanding_take v4 189 games, 141077 moves, e=0.860, loss: 3259.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: 26.001, 1.652 sec/game, 4.7 min. total, 469.7 MB
sanding_take v4 190 games, 141858 moves, e=0.860, loss: 3177.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 26.004, 1.645 sec/game, 4.8 min. total, 469.7 MB
sanding_take v4 191 games, 142556 moves, e=0.859, loss: 3281.8, -, 6.3% elo% vs. random_no_suicide, avg. reward: 26.017, 1.621 sec/game, 4.8 min. total, 469.7 MB
sanding_take v4 192 games, 143323 moves, e=0.858, loss: 3222.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: 26.022, 1.612 sec/game, 4.8 min. total, 469.3 MB
sanding_take v4 193 games, 144075 moves, e=0.857, loss: 3335.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 26.042, 1.616 sec/game, 4.8 min. total, 469.9 MB
sanding_take v4 194 games, 144876 moves, e=0.857, loss: 3454.8, -, 6.1% elo% vs. random_no_suicide, avg. reward: 26.087, 1.620 sec/game, 4.9 min. total, 469.7 MB
sanding_take v4 195 games, 145611 moves, e=0.856, loss: 3448.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: 26.097, 1.637 sec/game, 4.9 min. total, 469.8 MB
sanding_take v4 196 games, 146231 moves, e=0.855, loss: 3336.8, -, 6.0% elo% vs. random_no_suicide, avg. reward: 26.081, 1.600 sec/game, 4.9 min. total, 469.9 MB
sanding_take v4 197 games, 146963 moves, e=0.855, loss: 3545.9, -, 5.9% elo% vs. random_no_suicide, avg. reward: 26.071, 1.607 sec/game, 4.9 min. total, 470.5 MB
sanding_take v4 198 games, 147721 moves, e=0.854, loss: 3559.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: 26.062, 1.588 sec/game, 5.0 min. total, 471.6 MB
sanding_take v4 199 games, 148422 moves, e=0.853, loss: 3549.8, -, 5.8% elo% vs. random_no_suicide, avg. reward: 26.075, 1.575 sec/game, 5.0 min. total, 472.6 MB
sanding_take v4 200 games, 149141 moves, e=0.852, loss: 3444.2, -, 5.7% elo% vs. random_no_suicide, avg. reward: 26.077, 1.577 sec/game, 5.0 min. total, 472.4 MB
sanding_take v4 201 games, 150036 moves, e=0.851, loss: 3689.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 26.064, 1.592 sec/game, 5.0 min. total, 472.0 MB
sanding_take v4 202 games, 150773 moves, e=0.851, loss: 3896.2, -, 5.6% elo% vs. random_no_suicide, avg. reward: 26.065, 1.578 sec/game, 5.1 min. total, 472.5 MB
sanding_take v4 203 games, 151580 moves, e=0.850, loss: 3472.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: 26.065, 1.576 sec/game, 5.1 min. total, 472.7 MB
sanding_take v4 204 games, 152413 moves, e=0.849, loss: 3665.0, -, 5.5% elo% vs. random_no_suicide, avg. reward: 26.096, 1.587 sec/game, 5.1 min. total, 473.0 MB
sanding_take v4 205 games, 153156 moves, e=0.848, loss: 3527.9, -, 5.5% elo% vs. random_no_suicide, avg. reward: 26.093, 1.579 sec/game, 5.1 min. total, 473.1 MB
sanding_take v4 206 games, 153997 moves, e=0.848, loss: 3708.6, -, 5.4% elo% vs. random_no_suicide, avg. reward: 26.123, 1.594 sec/game, 5.2 min. total, 473.1 MB
sanding_take v4 207 games, 154716 moves, e=0.847, loss: 3396.2, -, 5.4% elo% vs. random_no_suicide, avg. reward: 26.098, 1.582 sec/game, 5.2 min. total, 473.2 MB
sanding_take v4 208 games, 155503 moves, e=0.846, loss: 3589.0, -, 5.3% elo% vs. random_no_suicide, avg. reward: 26.079, 1.592 sec/game, 5.2 min. total, 473.6 MB
sanding_take v4 209 games, 156277 moves, e=0.845, loss: 3820.7, -, 5.3% elo% vs. random_no_suicide, avg. reward: 26.092, 1.573 sec/game, 5.3 min. total, 475.0 MB
sanding_take v4 210 games, 157012 moves, e=0.845, loss: 3504.3, -, 5.2% elo% vs. random_no_suicide, avg. reward: 26.098, 1.578 sec/game, 5.3 min. total, 474.7 MB
sanding_take v4 211 games, 157773 moves, e=0.844, loss: 3617.3, -, 5.2% elo% vs. random_no_suicide, avg. reward: 26.096, 1.596 sec/game, 5.3 min. total, 474.2 MB
sanding_take v4 212 games, 158680 moves, e=0.843, loss: 3471.2, -, 5.1% elo% vs. random_no_suicide, avg. reward: 26.103, 1.611 sec/game, 5.3 min. total, 474.2 MB
sanding_take v4 213 games, 159398 moves, e=0.842, loss: 3483.1, -, 5.1% elo% vs. random_no_suicide, avg. reward: 26.089, 1.610 sec/game, 5.4 min. total, 474.8 MB
sanding_take v4 214 games, 160254 moves, e=0.841, loss: 3509.8, -, 5.0% elo% vs. random_no_suicide, avg. reward: 26.093, 1.609 sec/game, 5.4 min. total, 474.8 MB
sanding_take v4 215 games, 161110 moves, e=0.841, loss: 3413.5, -, 5.0% elo% vs. random_no_suicide, avg. reward: 26.088, 1.608 sec/game, 5.4 min. total, 474.8 MB
sanding_take v4 216 games, 161927 moves, e=0.840, loss: 3449.9, -, 4.9% elo% vs. random_no_suicide, avg. reward: 26.096, 1.629 sec/game, 5.5 min. total, 474.8 MB
sanding_take v4 217 games, 162722 moves, e=0.839, loss: 3493.8, -, 4.9% elo% vs. random_no_suicide, avg. reward: 26.109, 1.631 sec/game, 5.5 min. total, 475.1 MB
sanding_take v4 218 games, 163535 moves, e=0.838, loss: 3065.5, -, 4.9% elo% vs. random_no_suicide, avg. reward: 26.108, 1.630 sec/game, 5.5 min. total, 475.5 MB
sanding_take v4 219 games, 164280 moves, e=0.837, loss: 3087.7, -, 4.8% elo% vs. random_no_suicide, avg. reward: 26.107, 1.658 sec/game, 5.5 min. total, 476.3 MB
sanding_take v4 220 games, 165118 moves, e=0.837, loss: 3347.5, -, 4.8% elo% vs. random_no_suicide, avg. reward: 26.113, 1.660 sec/game, 5.6 min. total, 476.4 MB
sanding_take v4 221 games, 165877 moves, e=0.836, loss: 3452.5, -, 4.7% elo% vs. random_no_suicide, avg. reward: 26.110, 1.646 sec/game, 5.6 min. total, 476.2 MB
sanding_take v4 222 games, 166640 moves, e=0.835, loss: 3473.3, -, 4.7% elo% vs. random_no_suicide, avg. reward: 26.107, 1.669 sec/game, 5.6 min. total, 476.6 MB
sanding_take v4 223 games, 167611 moves, e=0.834, loss: 3344.9, -, 4.7% elo% vs. random_no_suicide, avg. reward: 26.111, 1.682 sec/game, 5.7 min. total, 477.2 MB
sanding_take v4 224 games, 168372 moves, e=0.833, loss: 3195.0, -, 4.6% elo% vs. random_no_suicide, avg. reward: 26.108, 1.676 sec/game, 5.7 min. total, 477.2 MB
sanding_take v4 225 games, 169125 moves, e=0.833, loss: 3360.6, -, 4.6% elo% vs. random_no_suicide, avg. reward: 26.099, 1.676 sec/game, 5.7 min. total, 477.3 MB
sanding_take v4 226 games, 169943 moves, e=0.832, loss: 3308.8, -, 4.5% elo% vs. random_no_suicide, avg. reward: 26.116, 1.665 sec/game, 5.7 min. total, 477.5 MB
sanding_take v4 227 games, 170734 moves, e=0.831, loss: 3160.9, -, 4.5% elo% vs. random_no_suicide, avg. reward: 26.138, 1.681 sec/game, 5.8 min. total, 477.6 MB
sanding_take v4 228 games, 171535 moves, e=0.830, loss: 3397.4, -, 4.5% elo% vs. random_no_suicide, avg. reward: 26.123, 1.688 sec/game, 5.8 min. total, 478.8 MB
sanding_take v4 229 games, 172306 moves, e=0.829, loss: 3397.1, -, 4.4% elo% vs. random_no_suicide, avg. reward: 26.116, 1.685 sec/game, 5.8 min. total, 480.6 MB
sanding_take v4 230 games, 173120 moves, e=0.829, loss: 3446.1, -, 4.4% elo% vs. random_no_suicide, avg. reward: 26.100, 1.690 sec/game, 5.8 min. total, 480.2 MB
sanding_take v4 231 games, 173965 moves, e=0.828, loss: 3075.7, -, 4.4% elo% vs. random_no_suicide, avg. reward: 26.085, 1.708 sec/game, 5.9 min. total, 480.6 MB
sanding_take v4 232 games, 174797 moves, e=0.827, loss: 3292.5, -, 4.3% elo% vs. random_no_suicide, avg. reward: 26.042, 1.711 sec/game, 5.9 min. total, 480.9 MB
sanding_take v4 233 games, 175702 moves, e=0.826, loss: 3320.8, -, 4.3% elo% vs. random_no_suicide, avg. reward: 26.013, 1.727 sec/game, 5.9 min. total, 480.8 MB
sanding_take v4 234 games, 176599 moves, e=0.825, loss: 3346.7, -, 4.3% elo% vs. random_no_suicide, avg. reward: 26.024, 1.738 sec/game, 6.0 min. total, 480.8 MB
sanding_take v4 235 games, 177486 moves, e=0.824, loss: 3414.5, -, 4.2% elo% vs. random_no_suicide, avg. reward: 26.036, 1.740 sec/game, 6.0 min. total, 481.0 MB
sanding_take v4 236 games, 178309 moves, e=0.823, loss: 3408.1, -, 4.2% elo% vs. random_no_suicide, avg. reward: 26.025, 1.759 sec/game, 6.0 min. total, 471.0 MB
sanding_take v4 237 games, 179079 moves, e=0.823, loss: 3132.0, -, 4.2% elo% vs. random_no_suicide, avg. reward: 26.018, 1.768 sec/game, 6.1 min. total, 471.3 MB
sanding_take v4 238 games, 179944 moves, e=0.822, loss: 3182.4, -, 4.1% elo% vs. random_no_suicide, avg. reward: 26.009, 1.774 sec/game, 6.1 min. total, 472.4 MB
sanding_take v4 239 games, 180801 moves, e=0.821, loss: 3161.4, -, 4.1% elo% vs. random_no_suicide, avg. reward: 26.021, 1.772 sec/game, 6.1 min. total, 471.6 MB
sanding_take v4 240 games, 181676 moves, e=0.820, loss: 3092.3, -, 4.1% elo% vs. random_no_suicide, avg. reward: 26.009, 1.789 sec/game, 6.2 min. total, 472.7 MB
sanding_take v4 241 games, 182597 moves, e=0.819, loss: 3078.9, -, 4.1% elo% vs. random_no_suicide, avg. reward: 26.021, 1.811 sec/game, 6.2 min. total, 472.4 MB
sanding_take v4 242 games, 183363 moves, e=0.818, loss: 3145.0, -, 4.0% elo% vs. random_no_suicide, avg. reward: 26.010, 1.808 sec/game, 6.2 min. total, 472.8 MB
sanding_take v4 243 games, 184247 moves, e=0.818, loss: 3083.6, -, 4.0% elo% vs. random_no_suicide, avg. reward: 26.013, 1.799 sec/game, 6.3 min. total, 472.4 MB
sanding_take v4 244 games, 185038 moves, e=0.817, loss: 3142.2, -, 4.0% elo% vs. random_no_suicide, avg. reward: 26.005, 1.804 sec/game, 6.3 min. total, 472.8 MB
sanding_take v4 245 games, 185895 moves, e=0.816, loss: 3207.9, -, 3.9% elo% vs. random_no_suicide, avg. reward: 25.983, 1.818 sec/game, 6.3 min. total, 472.8 MB
sanding_take v4 246 games, 186723 moves, e=0.815, loss: 3280.5, -, 3.9% elo% vs. random_no_suicide, avg. reward: 25.982, 1.819 sec/game, 6.3 min. total, 472.9 MB
sanding_take v4 247 games, 187474 moves, e=0.814, loss: 3546.1, -, 3.9% elo% vs. random_no_suicide, avg. reward: 25.986, 1.809 sec/game, 6.4 min. total, 473.2 MB
sanding_take v4 248 games, 188230 moves, e=0.814, loss: 3488.2, -, 3.9% elo% vs. random_no_suicide, avg. reward: 25.964, 1.801 sec/game, 6.4 min. total, 474.5 MB
sanding_take v4 249 games, 188987 moves, e=0.813, loss: 3677.0, -, 3.8% elo% vs. random_no_suicide, avg. reward: 25.947, 1.800 sec/game, 6.4 min. total, 475.2 MB
sanding_take v4 250 games, 189739 moves, e=0.812, loss: 3592.1, -, 3.8% elo% vs. random_no_suicide, avg. reward: 25.941, 1.792 sec/game, 6.4 min. total, 475.7 MB
sanding_take v4 251 games, 190617 moves, e=0.811, loss: 3398.1, -, 3.8% elo% vs. random_no_suicide, avg. reward: 25.962, 1.783 sec/game, 6.5 min. total, 475.9 MB
sanding_take v4 252 games, 191378 moves, e=0.811, loss: 3235.7, -, 3.8% elo% vs. random_no_suicide, avg. reward: 25.972, 1.775 sec/game, 6.5 min. total, 475.8 MB
sanding_take v4 253 games, 192116 moves, e=0.810, loss: 3161.9, -, 3.7% elo% vs. random_no_suicide, avg. reward: 25.975, 1.762 sec/game, 6.5 min. total, 475.8 MB
sanding_take v4 254 games, 192921 moves, e=0.809, loss: 3233.4, -, 3.7% elo% vs. random_no_suicide, avg. reward: 25.973, 1.768 sec/game, 6.6 min. total, 475.8 MB
sanding_take v4 255 games, 193808 moves, e=0.808, loss: 3117.4, -, 3.7% elo% vs. random_no_suicide, avg. reward: 25.965, 1.767 sec/game, 6.6 min. total, 476.0 MB
sanding_take v4 256 games, 194607 moves, e=0.807, loss: 3383.2, -, 3.7% elo% vs. random_no_suicide, avg. reward: 25.945, 1.741 sec/game, 6.6 min. total, 476.1 MB
sanding_take v4 257 games, 195372 moves, e=0.807, loss: 3497.0, -, 3.6% elo% vs. random_no_suicide, avg. reward: 25.966, 1.743 sec/game, 6.6 min. total, 476.1 MB
sanding_take v4 258 games, 196191 moves, e=0.806, loss: 3643.8, -, 3.6% elo% vs. random_no_suicide, avg. reward: 25.962, 1.739 sec/game, 6.7 min. total, 477.9 MB
sanding_take v4 259 games, 197095 moves, e=0.805, loss: 3530.8, -, 3.6% elo% vs. random_no_suicide, avg. reward: 25.989, 1.738 sec/game, 6.7 min. total, 477.9 MB
sanding_take v4 260 games, 197955 moves, e=0.804, loss: 3397.7, -, 3.6% elo% vs. random_no_suicide, avg. reward: 26.015, 1.739 sec/game, 6.7 min. total, 478.7 MB
sanding_take v4 261 games, 198858 moves, e=0.803, loss: 3410.8, -, 3.5% elo% vs. random_no_suicide, avg. reward: 26.007, 1.732 sec/game, 6.8 min. total, 478.4 MB
sanding_take v4 262 games, 199665 moves, e=0.802, loss: 3583.3, -, 3.5% elo% vs. random_no_suicide, avg. reward: 25.985, 1.730 sec/game, 6.8 min. total, 478.8 MB
sanding_take v4 263 games, 200491 moves, e=0.802, loss: 3521.9, -, 3.5% elo% vs. random_no_suicide, avg. reward: 25.987, 1.730 sec/game, 6.8 min. total, 479.0 MB
sanding_take v4 264 games, 201382 moves, e=0.801, loss: 3611.2, -, 3.5% elo% vs. random_no_suicide, avg. reward: 26.012, 1.740 sec/game, 6.9 min. total, 478.8 MB
sanding_take v4 265 games, 202116 moves, e=0.800, loss: 3571.0, -, 3.5% elo% vs. random_no_suicide, avg. reward: 26.028, 1.728 sec/game, 6.9 min. total, 479.1 MB
sanding_take v4 266 games, 202936 moves, e=0.799, loss: 3641.0, -, 3.4% elo% vs. random_no_suicide, avg. reward: 26.025, 1.728 sec/game, 6.9 min. total, 479.0 MB
sanding_take v4 267 games, 203758 moves, e=0.798, loss: 3717.3, -, 3.4% elo% vs. random_no_suicide, avg. reward: 26.039, 1.730 sec/game, 6.9 min. total, 479.2 MB
sanding_take v4 268 games, 204535 moves, e=0.798, loss: 3534.5, -, 3.4% elo% vs. random_no_suicide, avg. reward: 26.048, 1.731 sec/game, 7.0 min. total, 480.1 MB
sanding_take v4 269 games, 205378 moves, e=0.797, loss: 3382.2, -, 3.4% elo% vs. random_no_suicide, avg. reward: 26.039, 1.751 sec/game, 7.0 min. total, 480.3 MB
sanding_take v4 270 games, 206107 moves, e=0.796, loss: 3473.2, -, 3.4% elo% vs. random_no_suicide, avg. reward: 26.027, 1.752 sec/game, 7.0 min. total, 480.2 MB
sanding_take v4 271 games, 206932 moves, e=0.795, loss: 3373.4, -, 3.3% elo% vs. random_no_suicide, avg. reward: 26.042, 1.749 sec/game, 7.1 min. total, 480.4 MB
sanding_take v4 272 games, 207813 moves, e=0.794, loss: 3261.4, -, 3.3% elo% vs. random_no_suicide, avg. reward: 26.030, 1.762 sec/game, 7.1 min. total, 479.9 MB
sanding_take v4 273 games, 208642 moves, e=0.793, loss: 3236.1, -, 3.3% elo% vs. random_no_suicide, avg. reward: 26.011, 1.771 sec/game, 7.1 min. total, 480.4 MB
sanding_take v4 274 games, 209474 moves, e=0.793, loss: 3408.7, -, 3.3% elo% vs. random_no_suicide, avg. reward: 26.026, 1.757 sec/game, 7.1 min. total, 480.5 MB
sanding_take v4 275 games, 210367 moves, e=0.792, loss: 3453.2, -, 3.3% elo% vs. random_no_suicide, avg. reward: 26.041, 1.760 sec/game, 7.2 min. total, 480.6 MB
sanding_take v4 276 games, 211173 moves, e=0.791, loss: 3674.5, -, 3.2% elo% vs. random_no_suicide, avg. reward: 26.077, 1.774 sec/game, 7.2 min. total, 481.3 MB
sanding_take v4 277 games, 212045 moves, e=0.790, loss: 3597.1, -, 3.2% elo% vs. random_no_suicide, avg. reward: 26.068, 1.777 sec/game, 7.2 min. total, 482.3 MB
sanding_take v4 278 games, 212909 moves, e=0.789, loss: 3700.4, -, 3.2% elo% vs. random_no_suicide, avg. reward: 26.049, 1.794 sec/game, 7.3 min. total, 482.8 MB
sanding_take v4 279 games, 213894 moves, e=0.788, loss: 3555.1, -, 3.2% elo% vs. random_no_suicide, avg. reward: 26.058, 1.803 sec/game, 7.3 min. total, 482.9 MB
sanding_take v4 280 games, 214686 moves, e=0.787, loss: 3588.0, -, 3.2% elo% vs. random_no_suicide, avg. reward: 26.054, 1.788 sec/game, 7.3 min. total, 482.9 MB
sanding_take v4 281 games, 215579 moves, e=0.787, loss: 3538.1, -, 3.1% elo% vs. random_no_suicide, avg. reward: 26.029, 1.797 sec/game, 7.4 min. total, 483.4 MB
sanding_take v4 282 games, 216514 moves, e=0.786, loss: 3454.0, -, 3.1% elo% vs. random_no_suicide, avg. reward: 26.003, 1.809 sec/game, 7.4 min. total, 483.4 MB
sanding_take v4 283 games, 217261 moves, e=0.785, loss: 3277.4, -, 3.1% elo% vs. random_no_suicide, avg. reward: 25.981, 1.851 sec/game, 7.4 min. total, 483.6 MB
