unpaid_squash v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unpaid_squash v3 1667 games, 1934325 moves, e=0.010, loss: 937.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.639, 3.049 sec/game, 72.6 min. total, 1008.3 MB
unpaid_squash v3 1668 games, 1935616 moves, e=0.010, loss: 1003.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.449, 3.057 sec/game, 72.6 min. total, 1008.7 MB
unpaid_squash v3 1669 games, 1936847 moves, e=0.010, loss: 986.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.335, 3.025 sec/game, 72.7 min. total, 1008.8 MB
unpaid_squash v3 1670 games, 1938076 moves, e=0.010, loss: 1003.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.233, 3.016 sec/game, 72.7 min. total, 1009.2 MB
unpaid_squash v3 1671 games, 1939286 moves, e=0.010, loss: 1030.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.264, 2.987 sec/game, 72.8 min. total, 1009.1 MB
unpaid_squash v3 1672 games, 1940598 moves, e=0.010, loss: 1058.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.273, 2.994 sec/game, 72.8 min. total, 1010.0 MB
unpaid_squash v3 1673 games, 1941848 moves, e=0.010, loss: 1067.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.237, 2.978 sec/game, 72.9 min. total, 1008.6 MB
unpaid_squash v3 1674 games, 1943084 moves, e=0.010, loss: 1040.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.232, 2.967 sec/game, 72.9 min. total, 1010.2 MB
unpaid_squash v3 1675 games, 1944380 moves, e=0.010, loss: 1056.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.157, 2.952 sec/game, 73.0 min. total, 1010.4 MB
unpaid_squash v3 1676 games, 1945651 moves, e=0.010, loss: 1089.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.318, 2.941 sec/game, 73.0 min. total, 1010.1 MB
unpaid_squash v3 1677 games, 1946949 moves, e=0.010, loss: 1412.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.420, 2.941 sec/game, 73.1 min. total, 1010.8 MB
unpaid_squash v3 1678 games, 1948177 moves, e=0.010, loss: 1728.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.470, 2.946 sec/game, 73.1 min. total, 1010.8 MB
unpaid_squash v3 1679 games, 1949471 moves, e=0.010, loss: 2041.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.514, 2.935 sec/game, 73.2 min. total, 1011.0 MB
unpaid_squash v3 1680 games, 1950741 moves, e=0.010, loss: 2117.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.546, 2.938 sec/game, 73.2 min. total, 1013.0 MB
unpaid_squash v3 1681 games, 1952014 moves, e=0.010, loss: 2132.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.559, 2.903 sec/game, 73.3 min. total, 1013.7 MB
unpaid_squash v3 1682 games, 1953339 moves, e=0.010, loss: 2283.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.676, 2.905 sec/game, 73.3 min. total, 1014.1 MB
unpaid_squash v3 1683 games, 1954612 moves, e=0.010, loss: 2287.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.745, 2.895 sec/game, 73.4 min. total, 1014.3 MB
unpaid_squash v3 1684 games, 1955843 moves, e=0.010, loss: 2199.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.822, 2.885 sec/game, 73.4 min. total, 1013.8 MB
unpaid_squash v3 1685 games, 1957175 moves, e=0.010, loss: 1901.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.849, 2.874 sec/game, 73.5 min. total, 1014.4 MB
unpaid_squash v3 1686 games, 1958417 moves, e=0.010, loss: 1697.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.955, 2.869 sec/game, 73.5 min. total, 1014.4 MB
unpaid_squash v3 1687 games, 1959755 moves, e=0.010, loss: 1493.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.014, 2.865 sec/game, 73.6 min. total, 1014.6 MB
unpaid_squash v3 1688 games, 1961101 moves, e=0.010, loss: 1383.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.989, 2.877 sec/game, 73.6 min. total, 1016.3 MB
unpaid_squash v3 1689 games, 1962343 moves, e=0.010, loss: 1310.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.714, 2.878 sec/game, 73.6 min. total, 1015.4 MB
unpaid_squash v3 1690 games, 1963630 moves, e=0.010, loss: 1329.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.589, 2.882 sec/game, 73.7 min. total, 1016.8 MB
unpaid_squash v3 1691 games, 1964865 moves, e=0.010, loss: 1202.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.558, 2.891 sec/game, 73.7 min. total, 1016.8 MB
unpaid_squash v3 1692 games, 1966200 moves, e=0.010, loss: 1161.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.595, 2.885 sec/game, 73.8 min. total, 1016.8 MB
unpaid_squash v3 1693 games, 1967440 moves, e=0.010, loss: 1126.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.683, 2.884 sec/game, 73.8 min. total, 1016.4 MB
unpaid_squash v3 1694 games, 1968802 moves, e=0.010, loss: 1132.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.788, 2.891 sec/game, 73.9 min. total, 1016.9 MB
unpaid_squash v3 1695 games, 1970206 moves, e=0.010, loss: 1120.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.774, 2.902 sec/game, 73.9 min. total, 1017.5 MB
unpaid_squash v3 1696 games, 1971736 moves, e=0.010, loss: 1128.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.723, 2.923 sec/game, 74.0 min. total, 1019.2 MB
unpaid_squash v3 1697 games, 1973064 moves, e=0.010, loss: 1007.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.769, 2.922 sec/game, 74.0 min. total, 1020.0 MB
unpaid_squash v3 1698 games, 1974540 moves, e=0.010, loss: 985.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.946, 2.942 sec/game, 74.1 min. total, 1021.1 MB
unpaid_squash v3 1699 games, 1975936 moves, e=0.010, loss: 1084.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.896, 2.953 sec/game, 74.2 min. total, 1021.2 MB
unpaid_squash v3 1700 games, 1977267 moves, e=0.010, loss: 1051.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.894, 2.950 sec/game, 74.2 min. total, 1021.2 MB
unpaid_squash v3 1701 games, 1978783 moves, e=0.010, loss: 946.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.785, 2.973 sec/game, 74.3 min. total, 1021.1 MB
unpaid_squash v3 1702 games, 1980171 moves, e=0.010, loss: 895.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.887, 2.980 sec/game, 74.3 min. total, 1021.3 MB
unpaid_squash v3 1703 games, 1981553 moves, e=0.010, loss: 885.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.004, 2.980 sec/game, 74.4 min. total, 1021.8 MB
unpaid_squash v3 1704 games, 1982944 moves, e=0.010, loss: 1015.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.158, 2.992 sec/game, 74.4 min. total, 1023.5 MB
unpaid_squash v3 1705 games, 1984408 moves, e=0.010, loss: 1287.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.187, 3.018 sec/game, 74.5 min. total, 1023.3 MB
unpaid_squash v3 1706 games, 1985817 moves, e=0.010, loss: 1259.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.232, 3.037 sec/game, 74.5 min. total, 1023.1 MB
unpaid_squash v3 1707 games, 1987199 moves, e=0.010, loss: 1242.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.112, 3.040 sec/game, 74.6 min. total, 1023.5 MB
unpaid_squash v3 1708 games, 1988575 moves, e=0.010, loss: 1220.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.158, 3.030 sec/game, 74.6 min. total, 1023.4 MB
unpaid_squash v3 1709 games, 1989886 moves, e=0.010, loss: 1392.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.202, 3.040 sec/game, 74.7 min. total, 1023.3 MB
unpaid_squash v3 1710 games, 1991266 moves, e=0.010, loss: 1448.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.124, 3.048 sec/game, 74.7 min. total, 1023.6 MB
unpaid_squash v3 1711 games, 1992659 moves, e=0.010, loss: 1301.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.192, 3.065 sec/game, 74.8 min. total, 1023.9 MB
unpaid_squash v3 1712 games, 1994106 moves, e=0.010, loss: 1125.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.234, 3.075 sec/game, 74.8 min. total, 1025.6 MB
unpaid_squash v3 1713 games, 1995407 moves, e=0.010, loss: 1042.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.281, 3.088 sec/game, 74.9 min. total, 1027.1 MB
unpaid_squash v3 1714 games, 1996822 moves, e=0.010, loss: 1097.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.119, 3.090 sec/game, 74.9 min. total, 1027.0 MB
unpaid_squash v3 1715 games, 1998217 moves, e=0.010, loss: 1093.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.151, 3.092 sec/game, 75.0 min. total, 1026.7 MB
unpaid_squash v3 1716 games, 1999651 moves, e=0.010, loss: 996.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.124, 3.082 sec/game, 75.0 min. total, 1026.9 MB
unpaid_squash v3 1717 games, 2001068 moves, e=0.010, loss: 867.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.098, 3.095 sec/game, 75.1 min. total, 1027.5 MB
unpaid_squash v3 1718 games, 2002422 moves, e=0.010, loss: 824.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.412, 3.074 sec/game, 75.1 min. total, 1027.3 MB
unpaid_squash v3 1719 games, 2003859 moves, e=0.010, loss: 1070.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.444, 3.088 sec/game, 75.2 min. total, 1027.5 MB
unpaid_squash v3 1720 games, 2005297 moves, e=0.010, loss: 1173.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.457, 3.099 sec/game, 75.2 min. total, 1028.6 MB
unpaid_squash v3 1721 games, 2006917 moves, e=0.010, loss: 1201.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.035, 3.123 sec/game, 75.3 min. total, 1029.0 MB
unpaid_squash v3 1722 games, 2008245 moves, e=0.010, loss: 1259.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 3.055, 3.113 sec/game, 75.3 min. total, 1029.4 MB
unpaid_squash v3 1723 games, 2009512 moves, e=0.010, loss: 1258.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 2.901, 3.112 sec/game, 75.4 min. total, 1029.5 MB
unpaid_squash v3 1724 games, 2011051 moves, e=0.010, loss: 1213.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.896, 3.122 sec/game, 75.4 min. total, 1029.1 MB
unpaid_squash v3 1725 games, 2012968 moves, e=0.010, loss: 1016.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.820, 3.153 sec/game, 75.5 min. total, 1029.6 MB
unpaid_squash v3 1726 games, 2014418 moves, e=0.010, loss: 803.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.375, 3.151 sec/game, 75.6 min. total, 1029.9 MB
unpaid_squash v3 1727 games, 2015691 moves, e=0.010, loss: 710.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.429, 3.147 sec/game, 75.6 min. total, 1031.5 MB
unpaid_squash v3 1728 games, 2017108 moves, e=0.010, loss: 691.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.360, 3.150 sec/game, 75.7 min. total, 1032.0 MB
unpaid_squash v3 1729 games, 2018601 moves, e=0.010, loss: 711.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.331, 3.172 sec/game, 75.7 min. total, 1032.4 MB
unpaid_squash v3 1730 games, 2019905 moves, e=0.010, loss: 703.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.158, 3.162 sec/game, 75.8 min. total, 1032.8 MB
unpaid_squash v3 1731 games, 2021416 moves, e=0.010, loss: 822.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.284, 3.170 sec/game, 75.8 min. total, 1033.0 MB
unpaid_squash v3 1732 games, 2022789 moves, e=0.010, loss: 971.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.126, 3.166 sec/game, 75.9 min. total, 1033.3 MB
unpaid_squash v3 1733 games, 2024078 moves, e=0.010, loss: 1039.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.151, 3.154 sec/game, 75.9 min. total, 1033.3 MB
unpaid_squash v3 1734 games, 2025421 moves, e=0.010, loss: 1027.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.291, 3.145 sec/game, 76.0 min. total, 1033.7 MB
unpaid_squash v3 1735 games, 2026737 moves, e=0.010, loss: 1124.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.375, 3.131 sec/game, 76.0 min. total, 1035.6 MB
unpaid_squash v3 1736 games, 2028194 moves, e=0.010, loss: 1242.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.506, 3.146 sec/game, 76.1 min. total, 1035.1 MB
unpaid_squash v3 1737 games, 2029603 moves, e=0.010, loss: 1551.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.646, 3.144 sec/game, 76.1 min. total, 1035.5 MB
unpaid_squash v3 1738 games, 2030972 moves, e=0.010, loss: 1793.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.800, 3.146 sec/game, 76.2 min. total, 1036.0 MB
unpaid_squash v3 1739 games, 2032323 moves, e=0.010, loss: 1829.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.910, 3.135 sec/game, 76.2 min. total, 1035.7 MB
unpaid_squash v3 1740 games, 2033786 moves, e=0.010, loss: 2149.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.840, 3.135 sec/game, 76.3 min. total, 1036.1 MB
unpaid_squash v3 1741 games, 2035132 moves, e=0.010, loss: 2450.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.901, 3.098 sec/game, 76.3 min. total, 1036.3 MB
unpaid_squash v3 1742 games, 2036550 moves, e=0.010, loss: 2459.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.967, 3.108 sec/game, 76.4 min. total, 1037.0 MB
unpaid_squash v3 1743 games, 2037953 moves, e=0.010, loss: 2566.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.915, 3.121 sec/game, 76.4 min. total, 1037.7 MB
unpaid_squash v3 1744 games, 2039401 moves, e=0.010, loss: 2265.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.887, 3.108 sec/game, 76.5 min. total, 1038.3 MB
unpaid_squash v3 1745 games, 2040817 moves, e=0.010, loss: 1916.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.884, 3.068 sec/game, 76.5 min. total, 1038.4 MB
unpaid_squash v3 1746 games, 2042200 moves, e=0.010, loss: 1660.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.907, 3.064 sec/game, 76.6 min. total, 1038.7 MB
unpaid_squash v3 1747 games, 2043617 moves, e=0.010, loss: 1371.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.847, 3.080 sec/game, 76.6 min. total, 1037.8 MB
unpaid_squash v3 1748 games, 2045028 moves, e=0.010, loss: 1238.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.091, 3.079 sec/game, 76.7 min. total, 1038.6 MB
unpaid_squash v3 1749 games, 2046425 moves, e=0.010, loss: 1304.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.125, 3.070 sec/game, 76.7 min. total, 1039.1 MB
unpaid_squash v3 1750 games, 2047991 moves, e=0.010, loss: 1443.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.130, 3.098 sec/game, 76.8 min. total, 1040.6 MB
unpaid_squash v3 1751 games, 2049355 moves, e=0.010, loss: 1477.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.133, 3.084 sec/game, 76.9 min. total, 1041.3 MB
unpaid_squash v3 1752 games, 2050886 moves, e=0.010, loss: 1529.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.942, 3.108 sec/game, 76.9 min. total, 1041.8 MB
unpaid_squash v3 1753 games, 2052324 moves, e=0.010, loss: 1480.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.026, 3.124 sec/game, 77.0 min. total, 1041.4 MB
unpaid_squash v3 1754 games, 2053758 moves, e=0.010, loss: 1550.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.025, 3.134 sec/game, 77.0 min. total, 1042.1 MB
unpaid_squash v3 1755 games, 2055093 moves, e=0.010, loss: 1474.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.075, 3.145 sec/game, 77.1 min. total, 1042.2 MB
unpaid_squash v3 1756 games, 2056482 moves, e=0.010, loss: 1194.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.054, 3.128 sec/game, 77.1 min. total, 1042.6 MB
unpaid_squash v3 1757 games, 2058105 moves, e=0.010, loss: 893.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.966, 3.141 sec/game, 77.2 min. total, 1042.6 MB
unpaid_squash v3 1758 games, 2059515 moves, e=0.010, loss: 789.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 2.966, 3.151 sec/game, 77.2 min. total, 1044.3 MB
unpaid_squash v3 1759 games, 2061076 moves, e=0.010, loss: 796.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.019, 3.174 sec/game, 77.3 min. total, 1044.5 MB
unpaid_squash v3 1760 games, 2062528 moves, e=0.010, loss: 1030.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.646, 3.175 sec/game, 77.3 min. total, 1044.6 MB
unpaid_squash v3 1761 games, 2064053 moves, e=0.010, loss: 2138.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.087, 3.190 sec/game, 77.4 min. total, 1044.7 MB
unpaid_squash v3 1762 games, 2065581 moves, e=0.010, loss: 3038.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.109, 3.201 sec/game, 77.4 min. total, 1045.0 MB
unpaid_squash v3 1763 games, 2067003 moves, e=0.010, loss: 3408.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.104, 3.202 sec/game, 77.5 min. total, 1044.9 MB
unpaid_squash v3 1764 games, 2068367 moves, e=0.010, loss: 3529.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.021, 3.199 sec/game, 77.5 min. total, 1045.0 MB
unpaid_squash v3 1765 games, 2069851 moves, e=0.010, loss: 3438.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.956, 3.194 sec/game, 77.6 min. total, 1046.0 MB
unpaid_squash v3 1766 games, 2071124 moves, e=0.010, loss: 3424.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.107, 3.183 sec/game, 77.6 min. total, 1046.2 MB
unpaid_squash v3 1767 games, 2072361 moves, e=0.010, loss: 3342.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.918, 3.168 sec/game, 77.7 min. total, 1046.4 MB
unpaid_squash v3 1768 games, 2073718 moves, e=0.010, loss: 2307.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.933, 3.157 sec/game, 77.7 min. total, 1046.9 MB
unpaid_squash v3 1769 games, 2075090 moves, e=0.010, loss: 1382.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.174, 3.167 sec/game, 77.8 min. total, 1046.6 MB
unpaid_squash v3 1770 games, 2076368 moves, e=0.010, loss: 1149.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.253, 3.137 sec/game, 77.8 min. total, 1047.1 MB
unpaid_squash v3 1771 games, 2077667 moves, e=0.010, loss: 1138.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.220, 3.130 sec/game, 77.9 min. total, 1046.7 MB
unpaid_squash v3 1772 games, 2078961 moves, e=0.010, loss: 1127.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.155, 3.096 sec/game, 77.9 min. total, 1048.4 MB
unpaid_squash v3 1773 games, 2080206 moves, e=0.010, loss: 1085.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.095, 3.086 sec/game, 78.0 min. total, 1050.1 MB
unpaid_squash v3 1774 games, 2081515 moves, e=0.010, loss: 1055.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 4.057, 3.081 sec/game, 78.0 min. total, 1049.9 MB
unpaid_squash v3 1775 games, 2082868 moves, e=0.010, loss: 997.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.901, 3.085 sec/game, 78.1 min. total, 1049.7 MB
unpaid_squash v3 1776 games, 2084276 moves, e=0.010, loss: 964.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.810, 3.087 sec/game, 78.1 min. total, 1049.5 MB
unpaid_squash v3 1777 games, 2085740 moves, e=0.010, loss: 844.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.685, 3.075 sec/game, 78.2 min. total, 1050.2 MB
unpaid_squash v3 1778 games, 2087124 moves, e=0.010, loss: 711.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.642, 3.074 sec/game, 78.2 min. total, 1050.3 MB
unpaid_squash v3 1779 games, 2088627 moves, e=0.010, loss: 657.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.722, 3.057 sec/game, 78.3 min. total, 1050.8 MB
unpaid_squash v3 1780 games, 2090156 moves, e=0.010, loss: 777.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.678, 3.068 sec/game, 78.4 min. total, 1051.9 MB
unpaid_squash v3 1781 games, 2091631 moves, e=0.010, loss: 817.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.691, 3.062 sec/game, 78.4 min. total, 1052.5 MB
unpaid_squash v3 1782 games, 2093081 moves, e=0.010, loss: 863.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.569, 3.067 sec/game, 78.5 min. total, 1052.9 MB
unpaid_squash v3 1783 games, 2094669 moves, e=0.010, loss: 837.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.562, 3.080 sec/game, 78.5 min. total, 1053.0 MB
unpaid_squash v3 1784 games, 2096901 moves, e=0.010, loss: 814.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.483, 3.174 sec/game, 78.6 min. total, 1052.6 MB
unpaid_squash v3 1785 games, 2098270 moves, e=0.010, loss: 790.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.424, 3.163 sec/game, 78.7 min. total, 1053.5 MB
unpaid_squash v3 1786 games, 2099783 moves, e=0.010, loss: 592.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.327, 3.185 sec/game, 78.7 min. total, 1053.5 MB
unpaid_squash v3 1787 games, 2100973 moves, e=0.010, loss: 516.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.345, 3.173 sec/game, 78.8 min. total, 1054.7 MB
unpaid_squash v3 1788 games, 2102192 moves, e=0.010, loss: 598.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.396, 3.173 sec/game, 78.8 min. total, 1057.1 MB
unpaid_squash v3 1789 games, 2103309 moves, e=0.010, loss: 630.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.254, 3.143 sec/game, 78.8 min. total, 1056.2 MB
unpaid_squash v3 1790 games, 2104325 moves, e=0.010, loss: 657.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.288, 3.120 sec/game, 78.9 min. total, 1056.6 MB
unpaid_squash v3 1791 games, 2105448 moves, e=0.010, loss: 588.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.267, 3.096 sec/game, 78.9 min. total, 1056.6 MB
unpaid_squash v3 1792 games, 2106577 moves, e=0.010, loss: 560.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.200, 3.084 sec/game, 79.0 min. total, 1056.1 MB
unpaid_squash v3 1793 games, 2107789 moves, e=0.010, loss: 559.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.245, 3.078 sec/game, 79.0 min. total, 1056.2 MB
unpaid_squash v3 1794 games, 2109057 moves, e=0.010, loss: 688.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.251, 3.072 sec/game, 79.1 min. total, 1057.1 MB
unpaid_squash v3 1795 games, 2110302 moves, e=0.010, loss: 789.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.270, 3.046 sec/game, 79.1 min. total, 1057.1 MB
unpaid_squash v3 1796 games, 2111739 moves, e=0.010, loss: 750.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 3.355, 3.047 sec/game, 79.2 min. total, 1058.2 MB
