majestic_scorch v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.4 MB
majestic_scorch v26 1207 games, 2015985 moves, e=0.010, loss: 1.1, +, 62.0% elo% vs. v25, avg. reward: 0.812, 6.967 sec/game, 22.9 min. total, 550.3 MB
majestic_scorch v26 1208 games, 2019171 moves, e=0.010, loss: 1.1, +, 63.6% elo% vs. v25, avg. reward: 0.812, 6.959 sec/game, 23.1 min. total, 550.5 MB
majestic_scorch v26 1209 games, 2022625 moves, e=0.010, loss: 1.0, +, 65.2% elo% vs. v25, avg. reward: 0.812, 6.956 sec/game, 23.2 min. total, 552.3 MB
majestic_scorch v26 1210 games, 2026034 moves, e=0.010, loss: 1.0, +, 66.6% elo% vs. v25, avg. reward: 0.813, 6.974 sec/game, 23.3 min. total, 551.9 MB
majestic_scorch v26 1211 games, 2029878 moves, e=0.010, loss: 0.9, +, 68.0% elo% vs. v25, avg. reward: 0.811, 7.040 sec/game, 23.4 min. total, 554.4 MB
majestic_scorch v26 1212 games, 2033244 moves, e=0.010, loss: 1.0, +, 69.2% elo% vs. v25, avg. reward: 0.811, 7.088 sec/game, 23.6 min. total, 556.9 MB
majestic_scorch v26 1213 games, 2036620 moves, e=0.010, loss: 1.0, +, 70.4% elo% vs. v25, avg. reward: 0.809, 7.171 sec/game, 23.7 min. total, 556.3 MB
majestic_scorch v27 1214 games, 2039704 moves, e=0.010, loss: 1.1, -, 49.9% elo% vs. v26, avg. reward: 0.809, 7.105 sec/game, 23.8 min. total, 598.5 MB
majestic_scorch v27 1215 games, 2043300 moves, e=0.010, loss: 1.0, +, 52.2% elo% vs. v26, avg. reward: 0.806, 7.113 sec/game, 23.9 min. total, 593.3 MB
majestic_scorch v27 1216 games, 2046923 moves, e=0.010, loss: 1.1, -, 49.8% elo% vs. v26, avg. reward: 0.804, 7.096 sec/game, 24.0 min. total, 594.0 MB
majestic_scorch v27 1217 games, 2050263 moves, e=0.010, loss: 1.1, -, 47.5% elo% vs. v26, avg. reward: 0.803, 7.054 sec/game, 24.2 min. total, 591.4 MB
majestic_scorch v27 1218 games, 2053563 moves, e=0.010, loss: 1.0, +, 49.9% elo% vs. v26, avg. reward: 0.803, 7.112 sec/game, 24.3 min. total, 595.1 MB
majestic_scorch v27 1219 games, 2056502 moves, e=0.010, loss: 1.1, -, 47.6% elo% vs. v26, avg. reward: 0.806, 7.105 sec/game, 24.4 min. total, 590.9 MB
majestic_scorch v27 1220 games, 2059633 moves, e=0.010, loss: 1.0, -, 45.4% elo% vs. v26, avg. reward: 0.807, 7.062 sec/game, 24.5 min. total, 592.2 MB
majestic_scorch v27 1221 games, 2063112 moves, e=0.010, loss: 1.1, ., 45.7% elo% vs. v26, avg. reward: 0.808, 7.074 sec/game, 24.6 min. total, 590.3 MB
majestic_scorch v27 1222 games, 2066611 moves, e=0.010, loss: 1.0, -, 43.6% elo% vs. v26, avg. reward: 0.809, 7.078 sec/game, 24.7 min. total, 594.5 MB
majestic_scorch v27 1223 games, 2069961 moves, e=0.010, loss: 0.9, -, 41.6% elo% vs. v26, avg. reward: 0.810, 7.066 sec/game, 24.8 min. total, 594.0 MB
majestic_scorch v27 1224 games, 2073278 moves, e=0.010, loss: 0.9, -, 39.8% elo% vs. v26, avg. reward: 0.812, 7.072 sec/game, 25.0 min. total, 597.7 MB
majestic_scorch v27 1225 games, 2076857 moves, e=0.010, loss: 1.0, +, 42.4% elo% vs. v26, avg. reward: 0.811, 7.107 sec/game, 25.1 min. total, 594.7 MB
majestic_scorch v27 1226 games, 2080183 moves, e=0.010, loss: 1.0, -, 40.5% elo% vs. v26, avg. reward: 0.812, 7.120 sec/game, 25.2 min. total, 596.5 MB
majestic_scorch v27 1227 games, 2083165 moves, e=0.010, loss: 1.0, +, 43.2% elo% vs. v26, avg. reward: 0.813, 7.080 sec/game, 25.3 min. total, 597.1 MB
majestic_scorch v27 1228 games, 2086279 moves, e=0.010, loss: 1.0, -, 41.3% elo% vs. v26, avg. reward: 0.812, 7.061 sec/game, 25.4 min. total, 596.2 MB
majestic_scorch v27 1229 games, 2089460 moves, e=0.010, loss: 1.0, -, 39.4% elo% vs. v26, avg. reward: 0.812, 7.017 sec/game, 25.5 min. total, 597.7 MB
majestic_scorch v27 1230 games, 2092490 moves, e=0.010, loss: 1.1, -, 37.7% elo% vs. v26, avg. reward: 0.814, 6.975 sec/game, 25.6 min. total, 597.4 MB
majestic_scorch v27 1231 games, 2095372 moves, e=0.010, loss: 1.1, -, 36.1% elo% vs. v26, avg. reward: 0.816, 6.880 sec/game, 25.7 min. total, 598.1 MB
majestic_scorch v27 1232 games, 2098683 moves, e=0.010, loss: 1.1, -, 34.6% elo% vs. v26, avg. reward: 0.815, 6.854 sec/game, 25.9 min. total, 597.3 MB
majestic_scorch v27 1233 games, 2102068 moves, e=0.010, loss: 1.1, -, 33.2% elo% vs. v26, avg. reward: 0.816, 6.849 sec/game, 26.0 min. total, 601.9 MB
majestic_scorch v27 1234 games, 2105183 moves, e=0.010, loss: 1.0, +, 35.9% elo% vs. v26, avg. reward: 0.817, 6.850 sec/game, 26.1 min. total, 600.2 MB
majestic_scorch v27 1235 games, 2108630 moves, e=0.010, loss: 1.0, ., 36.5% elo% vs. v26, avg. reward: 0.817, 6.834 sec/game, 26.2 min. total, 601.4 MB
majestic_scorch v27 1236 games, 2112110 moves, e=0.010, loss: 0.9, -, 35.0% elo% vs. v26, avg. reward: 0.817, 6.821 sec/game, 26.3 min. total, 604.8 MB
majestic_scorch v27 1237 games, 2116005 moves, e=0.010, loss: 0.9, -, 33.5% elo% vs. v26, avg. reward: 0.814, 6.898 sec/game, 26.5 min. total, 604.5 MB
majestic_scorch v27 1238 games, 2119204 moves, e=0.010, loss: 0.9, +, 36.3% elo% vs. v26, avg. reward: 0.814, 6.885 sec/game, 26.6 min. total, 606.1 MB
majestic_scorch v27 1239 games, 2122512 moves, e=0.010, loss: 1.0, +, 39.1% elo% vs. v26, avg. reward: 0.814, 6.920 sec/game, 26.7 min. total, 607.9 MB
majestic_scorch v27 1240 games, 2126375 moves, e=0.010, loss: 1.0, ., 39.6% elo% vs. v26, avg. reward: 0.813, 6.999 sec/game, 26.8 min. total, 610.2 MB
majestic_scorch v27 1241 games, 2129722 moves, e=0.010, loss: 1.0, +, 42.2% elo% vs. v26, avg. reward: 0.814, 6.968 sec/game, 26.9 min. total, 610.3 MB
majestic_scorch v27 1242 games, 2132984 moves, e=0.010, loss: 1.0, +, 44.9% elo% vs. v26, avg. reward: 0.813, 6.942 sec/game, 27.0 min. total, 610.0 MB
majestic_scorch v27 1243 games, 2136060 moves, e=0.010, loss: 1.0, -, 42.8% elo% vs. v26, avg. reward: 0.814, 6.916 sec/game, 27.2 min. total, 613.0 MB
majestic_scorch v27 1244 games, 2138845 moves, e=0.010, loss: 1.1, +, 45.4% elo% vs. v26, avg. reward: 0.817, 6.875 sec/game, 27.3 min. total, 611.6 MB
majestic_scorch v27 1245 games, 2141999 moves, e=0.010, loss: 1.1, -, 43.4% elo% vs. v26, avg. reward: 0.818, 6.831 sec/game, 27.4 min. total, 611.2 MB
majestic_scorch v27 1246 games, 2145717 moves, e=0.010, loss: 1.0, +, 45.9% elo% vs. v26, avg. reward: 0.816, 6.863 sec/game, 27.5 min. total, 608.2 MB
majestic_scorch v27 1247 games, 2149537 moves, e=0.010, loss: 0.9, -, 43.8% elo% vs. v26, avg. reward: 0.815, 6.949 sec/game, 27.6 min. total, 613.7 MB
majestic_scorch v27 1248 games, 2152869 moves, e=0.010, loss: 0.8, -, 41.9% elo% vs. v26, avg. reward: 0.816, 6.977 sec/game, 27.7 min. total, 612.6 MB
majestic_scorch v27 1249 games, 2156618 moves, e=0.010, loss: 0.9, -, 40.0% elo% vs. v26, avg. reward: 0.815, 7.047 sec/game, 27.9 min. total, 613.9 MB
majestic_scorch v27 1250 games, 2160088 moves, e=0.010, loss: 0.9, -, 38.2% elo% vs. v26, avg. reward: 0.815, 7.083 sec/game, 28.0 min. total, 613.6 MB
majestic_scorch v27 1251 games, 2163404 moves, e=0.010, loss: 0.9, -, 36.6% elo% vs. v26, avg. reward: 0.814, 7.124 sec/game, 28.1 min. total, 616.0 MB
majestic_scorch v27 1252 games, 2166490 moves, e=0.010, loss: 0.9, -, 35.0% elo% vs. v26, avg. reward: 0.814, 7.111 sec/game, 28.2 min. total, 614.1 MB
majestic_scorch v27 1253 games, 2169989 moves, e=0.010, loss: 0.9, +, 37.8% elo% vs. v26, avg. reward: 0.814, 7.120 sec/game, 28.3 min. total, 616.5 MB
majestic_scorch v27 1254 games, 2173139 moves, e=0.010, loss: 0.9, +, 40.5% elo% vs. v26, avg. reward: 0.816, 7.120 sec/game, 28.5 min. total, 615.2 MB
majestic_scorch v27 1255 games, 2176360 moves, e=0.010, loss: 0.9, +, 43.2% elo% vs. v26, avg. reward: 0.817, 7.094 sec/game, 28.6 min. total, 616.2 MB
majestic_scorch v27 1256 games, 2180069 moves, e=0.010, loss: 1.0, +, 45.8% elo% vs. v26, avg. reward: 0.816, 7.112 sec/game, 28.7 min. total, 614.1 MB
majestic_scorch v27 1257 games, 2183141 moves, e=0.010, loss: 1.0, +, 48.3% elo% vs. v26, avg. reward: 0.817, 7.014 sec/game, 28.8 min. total, 618.9 MB
majestic_scorch v27 1258 games, 2186374 moves, e=0.010, loss: 1.0, +, 50.7% elo% vs. v26, avg. reward: 0.816, 7.022 sec/game, 28.9 min. total, 619.9 MB
majestic_scorch v27 1259 games, 2189682 moves, e=0.010, loss: 1.0, ., 50.6% elo% vs. v26, avg. reward: 0.817, 7.015 sec/game, 29.0 min. total, 622.6 MB
majestic_scorch v27 1260 games, 2192849 moves, e=0.010, loss: 1.0, +, 52.9% elo% vs. v26, avg. reward: 0.818, 6.944 sec/game, 29.1 min. total, 622.6 MB
majestic_scorch v27 1261 games, 2196493 moves, e=0.010, loss: 1.0, -, 50.5% elo% vs. v26, avg. reward: 0.819, 6.984 sec/game, 29.3 min. total, 622.7 MB
majestic_scorch v27 1262 games, 2200022 moves, e=0.010, loss: 1.0, +, 52.7% elo% vs. v26, avg. reward: 0.818, 7.017 sec/game, 29.4 min. total, 624.8 MB
majestic_scorch v27 1263 games, 2203508 moves, e=0.010, loss: 1.0, -, 50.3% elo% vs. v26, avg. reward: 0.817, 7.052 sec/game, 29.5 min. total, 623.7 MB
majestic_scorch v27 1264 games, 2206822 moves, e=0.010, loss: 1.0, ., 50.3% elo% vs. v26, avg. reward: 0.814, 7.091 sec/game, 29.6 min. total, 621.2 MB
majestic_scorch v27 1265 games, 2210639 moves, e=0.010, loss: 0.9, +, 52.6% elo% vs. v26, avg. reward: 0.813, 7.158 sec/game, 29.8 min. total, 624.7 MB
majestic_scorch v27 1266 games, 2213839 moves, e=0.010, loss: 1.0, +, 54.8% elo% vs. v26, avg. reward: 0.813, 7.105 sec/game, 29.9 min. total, 624.4 MB
majestic_scorch v27 1267 games, 2216975 moves, e=0.010, loss: 1.0, +, 56.8% elo% vs. v26, avg. reward: 0.813, 7.044 sec/game, 30.0 min. total, 626.3 MB
majestic_scorch v27 1268 games, 2220321 moves, e=0.010, loss: 1.0, +, 58.8% elo% vs. v26, avg. reward: 0.814, 7.026 sec/game, 30.1 min. total, 626.4 MB
majestic_scorch v27 1269 games, 2223742 moves, e=0.010, loss: 1.0, +, 60.6% elo% vs. v26, avg. reward: 0.814, 6.985 sec/game, 30.2 min. total, 626.4 MB
majestic_scorch v27 1270 games, 2227443 moves, e=0.010, loss: 1.0, -, 57.9% elo% vs. v26, avg. reward: 0.813, 7.003 sec/game, 30.3 min. total, 629.1 MB
majestic_scorch v27 1271 games, 2230365 moves, e=0.010, loss: 1.0, -, 55.3% elo% vs. v26, avg. reward: 0.813, 6.961 sec/game, 30.4 min. total, 625.6 MB
majestic_scorch v27 1272 games, 2233900 moves, e=0.010, loss: 1.0, +, 57.3% elo% vs. v26, avg. reward: 0.813, 7.006 sec/game, 30.6 min. total, 629.1 MB
majestic_scorch v27 1273 games, 2237520 moves, e=0.010, loss: 1.1, +, 59.2% elo% vs. v26, avg. reward: 0.812, 7.011 sec/game, 30.7 min. total, 630.2 MB
majestic_scorch v27 1274 games, 2241164 moves, e=0.010, loss: 1.1, +, 61.0% elo% vs. v26, avg. reward: 0.811, 7.067 sec/game, 30.8 min. total, 634.5 MB
majestic_scorch v27 1275 games, 2244927 moves, e=0.010, loss: 1.0, +, 62.7% elo% vs. v26, avg. reward: 0.811, 7.117 sec/game, 30.9 min. total, 633.5 MB
majestic_scorch v27 1276 games, 2248557 moves, e=0.010, loss: 1.0, -, 60.0% elo% vs. v26, avg. reward: 0.810, 7.115 sec/game, 31.1 min. total, 631.9 MB
majestic_scorch v27 1277 games, 2252048 moves, e=0.010, loss: 0.8, +, 61.7% elo% vs. v26, avg. reward: 0.811, 7.162 sec/game, 31.2 min. total, 632.6 MB
majestic_scorch v27 1278 games, 2255282 moves, e=0.010, loss: 0.9, -, 59.0% elo% vs. v26, avg. reward: 0.812, 7.155 sec/game, 31.3 min. total, 631.6 MB
majestic_scorch v27 1279 games, 2258442 moves, e=0.010, loss: 0.9, ., 58.6% elo% vs. v26, avg. reward: 0.813, 7.148 sec/game, 31.4 min. total, 636.0 MB
majestic_scorch v27 1280 games, 2261875 moves, e=0.010, loss: 1.0, -, 56.0% elo% vs. v26, avg. reward: 0.812, 7.164 sec/game, 31.5 min. total, 636.9 MB
majestic_scorch v27 1281 games, 2265339 moves, e=0.010, loss: 1.0, -, 53.4% elo% vs. v26, avg. reward: 0.812, 7.141 sec/game, 31.6 min. total, 634.1 MB
majestic_scorch v27 1282 games, 2268873 moves, e=0.010, loss: 0.9, -, 51.0% elo% vs. v26, avg. reward: 0.811, 7.144 sec/game, 31.8 min. total, 635.5 MB
majestic_scorch v27 1283 games, 2272460 moves, e=0.010, loss: 0.9, ., 50.9% elo% vs. v26, avg. reward: 0.810, 7.156 sec/game, 31.9 min. total, 634.9 MB
majestic_scorch v27 1284 games, 2275619 moves, e=0.010, loss: 1.0, -, 48.6% elo% vs. v26, avg. reward: 0.809, 7.141 sec/game, 32.0 min. total, 637.3 MB
majestic_scorch v27 1285 games, 2278759 moves, e=0.010, loss: 1.0, -, 46.3% elo% vs. v26, avg. reward: 0.810, 7.066 sec/game, 32.1 min. total, 636.2 MB
majestic_scorch v27 1286 games, 2282357 moves, e=0.010, loss: 1.0, ., 46.5% elo% vs. v26, avg. reward: 0.809, 7.101 sec/game, 32.2 min. total, 639.2 MB
majestic_scorch v27 1287 games, 2285656 moves, e=0.010, loss: 1.0, +, 49.0% elo% vs. v26, avg. reward: 0.811, 7.109 sec/game, 32.3 min. total, 639.6 MB
majestic_scorch v27 1288 games, 2289143 moves, e=0.010, loss: 0.9, -, 46.7% elo% vs. v26, avg. reward: 0.811, 7.120 sec/game, 32.5 min. total, 639.1 MB
majestic_scorch v27 1289 games, 2292450 moves, e=0.010, loss: 1.0, +, 49.2% elo% vs. v26, avg. reward: 0.813, 7.115 sec/game, 32.6 min. total, 638.2 MB
majestic_scorch v27 1290 games, 2295905 moves, e=0.010, loss: 1.0, -, 46.9% elo% vs. v26, avg. reward: 0.812, 7.096 sec/game, 32.7 min. total, 639.5 MB
majestic_scorch v27 1291 games, 2299218 moves, e=0.010, loss: 1.1, +, 49.3% elo% vs. v26, avg. reward: 0.813, 7.132 sec/game, 32.8 min. total, 641.0 MB
majestic_scorch v27 1292 games, 2302464 moves, e=0.010, loss: 1.1, +, 51.7% elo% vs. v26, avg. reward: 0.812, 7.110 sec/game, 32.9 min. total, 641.9 MB
majestic_scorch v27 1293 games, 2305699 moves, e=0.010, loss: 1.0, -, 49.3% elo% vs. v26, avg. reward: 0.810, 7.077 sec/game, 33.0 min. total, 640.8 MB
majestic_scorch v27 1294 games, 2308612 moves, e=0.010, loss: 1.1, +, 51.6% elo% vs. v26, avg. reward: 0.813, 7.005 sec/game, 33.1 min. total, 639.9 MB
majestic_scorch v27 1295 games, 2312443 moves, e=0.010, loss: 1.1, +, 53.9% elo% vs. v26, avg. reward: 0.813, 7.007 sec/game, 33.3 min. total, 642.4 MB
majestic_scorch v27 1296 games, 2315760 moves, e=0.010, loss: 1.0, -, 51.4% elo% vs. v26, avg. reward: 0.813, 6.974 sec/game, 33.4 min. total, 641.2 MB
majestic_scorch v27 1297 games, 2319224 moves, e=0.010, loss: 1.0, -, 49.0% elo% vs. v26, avg. reward: 0.813, 6.963 sec/game, 33.5 min. total, 648.9 MB
majestic_scorch v27 1298 games, 2323035 moves, e=0.010, loss: 1.0, +, 51.4% elo% vs. v26, avg. reward: 0.809, 7.029 sec/game, 33.6 min. total, 647.2 MB
majestic_scorch v27 1299 games, 2326357 moves, e=0.010, loss: 0.9, ., 51.3% elo% vs. v26, avg. reward: 0.808, 7.042 sec/game, 33.8 min. total, 648.2 MB
majestic_scorch v27 1300 games, 2329459 moves, e=0.010, loss: 1.0, -, 48.9% elo% vs. v26, avg. reward: 0.809, 7.015 sec/game, 33.9 min. total, 646.6 MB
majestic_scorch v28 1301 games, 2332550 moves, e=0.010, loss: 1.0, -, 47.7% elo% vs. v26, avg. reward: 0.810, 6.989 sec/game, 34.0 min. total, 647.6 MB
majestic_scorch v28 1302 games, 2335485 moves, e=0.010, loss: 1.1, -, 45.5% elo% vs. v26, avg. reward: 0.812, 6.915 sec/game, 34.1 min. total, 647.4 MB
majestic_scorch v28 1303 games, 2338712 moves, e=0.010, loss: 1.1, -, 43.4% elo% vs. v26, avg. reward: 0.812, 6.891 sec/game, 34.2 min. total, 645.3 MB
majestic_scorch v28 1304 games, 2342049 moves, e=0.010, loss: 1.2, ., 43.7% elo% vs. v26, avg. reward: 0.811, 6.907 sec/game, 34.3 min. total, 647.9 MB
majestic_scorch v28 1305 games, 2345634 moves, e=0.010, loss: 1.0, +, 46.3% elo% vs. v26, avg. reward: 0.810, 6.959 sec/game, 34.4 min. total, 651.3 MB
majestic_scorch v28 1306 games, 2349431 moves, e=0.010, loss: 0.9, -, 44.2% elo% vs. v26, avg. reward: 0.808, 6.976 sec/game, 34.6 min. total, 651.3 MB
majestic_scorch v28 1307 games, 2353194 moves, e=0.010, loss: 0.8, -, 42.2% elo% vs. v26, avg. reward: 0.806, 7.024 sec/game, 34.7 min. total, 651.8 MB
majestic_scorch v28 1308 games, 2356420 moves, e=0.010, loss: 0.9, +, 44.8% elo% vs. v26, avg. reward: 0.806, 7.000 sec/game, 34.8 min. total, 652.4 MB
majestic_scorch v28 1309 games, 2360015 moves, e=0.010, loss: 1.0, -, 42.8% elo% vs. v26, avg. reward: 0.807, 7.033 sec/game, 34.9 min. total, 650.5 MB
majestic_scorch v28 1310 games, 2363440 moves, e=0.010, loss: 1.1, +, 45.4% elo% vs. v26, avg. reward: 0.807, 7.035 sec/game, 35.0 min. total, 652.8 MB
majestic_scorch v28 1311 games, 2366620 moves, e=0.010, loss: 0.9, -, 43.3% elo% vs. v26, avg. reward: 0.809, 7.021 sec/game, 35.2 min. total, 654.4 MB
majestic_scorch v28 1312 games, 2370209 moves, e=0.010, loss: 1.1, -, 41.4% elo% vs. v26, avg. reward: 0.809, 7.045 sec/game, 35.3 min. total, 657.9 MB
majestic_scorch v28 1313 games, 2373427 moves, e=0.010, loss: 0.9, +, 44.0% elo% vs. v26, avg. reward: 0.812, 7.035 sec/game, 35.4 min. total, 655.0 MB
majestic_scorch v28 1314 games, 2376408 moves, e=0.010, loss: 1.0, -, 42.0% elo% vs. v26, avg. reward: 0.813, 7.038 sec/game, 35.5 min. total, 654.3 MB
majestic_scorch v28 1315 games, 2379672 moves, e=0.010, loss: 1.0, -, 40.1% elo% vs. v26, avg. reward: 0.815, 6.996 sec/game, 35.6 min. total, 652.6 MB
majestic_scorch v28 1316 games, 2382652 moves, e=0.010, loss: 1.0, ., 40.6% elo% vs. v26, avg. reward: 0.819, 6.958 sec/game, 35.7 min. total, 657.2 MB
majestic_scorch v28 1317 games, 2385779 moves, e=0.010, loss: 1.0, ., 41.0% elo% vs. v26, avg. reward: 0.820, 6.931 sec/game, 35.8 min. total, 657.5 MB
majestic_scorch v28 1318 games, 2389119 moves, e=0.010, loss: 1.0, -, 39.2% elo% vs. v26, avg. reward: 0.820, 6.877 sec/game, 35.9 min. total, 658.5 MB
majestic_scorch v28 1319 games, 2392448 moves, e=0.010, loss: 1.0, +, 41.9% elo% vs. v26, avg. reward: 0.819, 6.888 sec/game, 36.0 min. total, 660.2 MB
majestic_scorch v28 1320 games, 2395970 moves, e=0.010, loss: 0.9, -, 40.0% elo% vs. v26, avg. reward: 0.818, 6.932 sec/game, 36.2 min. total, 661.5 MB
majestic_scorch v28 1321 games, 2399628 moves, e=0.010, loss: 0.9, +, 42.7% elo% vs. v26, avg. reward: 0.817, 6.983 sec/game, 36.3 min. total, 664.6 MB
majestic_scorch v28 1322 games, 2403172 moves, e=0.010, loss: 0.9, -, 40.8% elo% vs. v26, avg. reward: 0.817, 7.044 sec/game, 36.4 min. total, 662.7 MB
majestic_scorch v28 1323 games, 2406211 moves, e=0.010, loss: 0.9, ., 41.2% elo% vs. v26, avg. reward: 0.818, 7.016 sec/game, 36.5 min. total, 663.3 MB
majestic_scorch v28 1324 games, 2409779 moves, e=0.010, loss: 1.0, +, 43.8% elo% vs. v26, avg. reward: 0.816, 7.052 sec/game, 36.7 min. total, 660.0 MB
majestic_scorch v28 1325 games, 2413601 moves, e=0.010, loss: 0.9, +, 46.4% elo% vs. v26, avg. reward: 0.817, 7.071 sec/game, 36.8 min. total, 665.4 MB
majestic_scorch v28 1326 games, 2417117 moves, e=0.010, loss: 0.9, +, 48.9% elo% vs. v26, avg. reward: 0.816, 7.044 sec/game, 36.9 min. total, 662.3 MB
majestic_scorch v28 1327 games, 2420655 moves, e=0.010, loss: 0.9, -, 46.6% elo% vs. v26, avg. reward: 0.814, 7.025 sec/game, 37.0 min. total, 661.6 MB
majestic_scorch v28 1328 games, 2423839 moves, e=0.010, loss: 0.9, +, 49.1% elo% vs. v26, avg. reward: 0.814, 7.023 sec/game, 37.1 min. total, 663.6 MB
majestic_scorch v28 1329 games, 2427279 moves, e=0.010, loss: 1.0, +, 51.4% elo% vs. v26, avg. reward: 0.815, 6.998 sec/game, 37.3 min. total, 666.3 MB
majestic_scorch v28 1330 games, 2430955 moves, e=0.010, loss: 0.9, +, 53.7% elo% vs. v26, avg. reward: 0.812, 7.002 sec/game, 37.4 min. total, 665.7 MB
majestic_scorch v28 1331 games, 2434436 moves, e=0.010, loss: 0.9, ., 53.5% elo% vs. v26, avg. reward: 0.811, 7.040 sec/game, 37.5 min. total, 669.6 MB
majestic_scorch v28 1332 games, 2437888 moves, e=0.010, loss: 0.9, +, 55.6% elo% vs. v26, avg. reward: 0.811, 7.029 sec/game, 37.6 min. total, 669.0 MB
majestic_scorch v28 1333 games, 2441342 moves, e=0.010, loss: 1.1, -, 53.1% elo% vs. v26, avg. reward: 0.811, 7.044 sec/game, 37.7 min. total, 669.0 MB
majestic_scorch v28 1334 games, 2445207 moves, e=0.010, loss: 1.1, -, 50.6% elo% vs. v26, avg. reward: 0.809, 7.146 sec/game, 37.9 min. total, 670.0 MB
majestic_scorch v28 1335 games, 2448520 moves, e=0.010, loss: 1.1, ., 50.6% elo% vs. v26, avg. reward: 0.811, 7.145 sec/game, 38.0 min. total, 670.9 MB
majestic_scorch v28 1336 games, 2452194 moves, e=0.010, loss: 1.1, -, 48.3% elo% vs. v26, avg. reward: 0.810, 7.210 sec/game, 38.1 min. total, 670.6 MB
majestic_scorch v28 1337 games, 2455687 moves, e=0.010, loss: 1.0, -, 46.1% elo% vs. v26, avg. reward: 0.813, 7.247 sec/game, 38.2 min. total, 673.5 MB
majestic_scorch v28 1338 games, 2459080 moves, e=0.010, loss: 1.0, -, 44.0% elo% vs. v26, avg. reward: 0.812, 7.254 sec/game, 38.3 min. total, 672.9 MB
majestic_scorch v28 1339 games, 2462234 moves, e=0.010, loss: 1.0, -, 42.0% elo% vs. v26, avg. reward: 0.813, 7.232 sec/game, 38.5 min. total, 668.8 MB
majestic_scorch v28 1340 games, 2465149 moves, e=0.010, loss: 1.0, -, 40.1% elo% vs. v26, avg. reward: 0.817, 7.165 sec/game, 38.6 min. total, 671.6 MB
majestic_scorch v28 1341 games, 2468679 moves, e=0.010, loss: 1.0, -, 38.3% elo% vs. v26, avg. reward: 0.815, 7.151 sec/game, 38.7 min. total, 673.2 MB
majestic_scorch v28 1342 games, 2471901 moves, e=0.010, loss: 1.0, -, 36.7% elo% vs. v26, avg. reward: 0.814, 7.125 sec/game, 38.8 min. total, 670.7 MB
majestic_scorch v28 1343 games, 2474848 moves, e=0.010, loss: 1.2, -, 35.1% elo% vs. v26, avg. reward: 0.815, 7.115 sec/game, 38.9 min. total, 672.3 MB
majestic_scorch v28 1344 games, 2478418 moves, e=0.010, loss: 1.1, -, 33.7% elo% vs. v26, avg. reward: 0.814, 7.103 sec/game, 39.0 min. total, 671.0 MB
majestic_scorch v28 1345 games, 2482213 moves, e=0.010, loss: 0.9, +, 36.5% elo% vs. v26, avg. reward: 0.812, 7.114 sec/game, 39.2 min. total, 676.0 MB
majestic_scorch v28 1346 games, 2486152 moves, e=0.010, loss: 0.9, +, 39.2% elo% vs. v26, avg. reward: 0.811, 7.163 sec/game, 39.3 min. total, 675.3 MB
majestic_scorch v28 1347 games, 2489370 moves, e=0.010, loss: 0.9, -, 37.5% elo% vs. v26, avg. reward: 0.813, 7.122 sec/game, 39.4 min. total, 674.1 MB
majestic_scorch v28 1348 games, 2492497 moves, e=0.010, loss: 0.9, -, 35.9% elo% vs. v26, avg. reward: 0.813, 7.111 sec/game, 39.5 min. total, 678.0 MB
majestic_scorch v28 1349 games, 2496061 moves, e=0.010, loss: 0.9, -, 34.4% elo% vs. v26, avg. reward: 0.814, 7.132 sec/game, 39.6 min. total, 678.8 MB
majestic_scorch v28 1350 games, 2499343 moves, e=0.010, loss: 1.0, +, 37.2% elo% vs. v26, avg. reward: 0.815, 7.111 sec/game, 39.7 min. total, 675.8 MB
majestic_scorch v28 1351 games, 2503144 moves, e=0.010, loss: 0.9, +, 39.9% elo% vs. v26, avg. reward: 0.815, 7.125 sec/game, 39.9 min. total, 682.1 MB
