dispersal_cartoon v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.3 MB
dispersal_cartoon v10 730 games, 728045 moves, e=0.279, loss: 126.3, -, 50.3% elo% vs. simple_bot, avg. reward: 7.785, 4.514 sec/game, 43.2 min. total, 622.4 MB
dispersal_cartoon v10 731 games, 729986 moves, e=0.277, loss: 109.8, -, 47.9% elo% vs. simple_bot, avg. reward: 7.797, 4.546 sec/game, 43.3 min. total, 624.5 MB
dispersal_cartoon v10 732 games, 731899 moves, e=0.275, loss: 101.8, -, 45.7% elo% vs. simple_bot, avg. reward: 7.811, 4.555 sec/game, 43.3 min. total, 624.8 MB
dispersal_cartoon v10 733 games, 733824 moves, e=0.274, loss: 112.5, -, 43.7% elo% vs. simple_bot, avg. reward: 7.827, 4.588 sec/game, 43.4 min. total, 624.6 MB
dispersal_cartoon v10 734 games, 735724 moves, e=0.272, loss: 130.8, -, 41.7% elo% vs. simple_bot, avg. reward: 7.825, 4.643 sec/game, 43.5 min. total, 624.9 MB
dispersal_cartoon v10 735 games, 737562 moves, e=0.270, loss: 123.3, ., 42.1% elo% vs. simple_bot, avg. reward: 7.831, 4.690 sec/game, 43.6 min. total, 625.3 MB
dispersal_cartoon v10 736 games, 739447 moves, e=0.268, loss: 130.2, -, 40.2% elo% vs. simple_bot, avg. reward: 7.846, 4.725 sec/game, 43.7 min. total, 625.7 MB
dispersal_cartoon v10 737 games, 741580 moves, e=0.266, loss: 119.6, ., 40.6% elo% vs. simple_bot, avg. reward: 7.853, 4.766 sec/game, 43.7 min. total, 628.7 MB
dispersal_cartoon v10 738 games, 743532 moves, e=0.264, loss: 137.8, -, 38.8% elo% vs. simple_bot, avg. reward: 7.880, 4.698 sec/game, 43.8 min. total, 628.8 MB
dispersal_cartoon v10 739 games, 745229 moves, e=0.262, loss: 138.5, -, 37.2% elo% vs. simple_bot, avg. reward: 7.896, 4.686 sec/game, 43.9 min. total, 628.7 MB
dispersal_cartoon v10 740 games, 747040 moves, e=0.260, loss: 140.0, ., 37.7% elo% vs. simple_bot, avg. reward: 7.900, 4.680 sec/game, 44.0 min. total, 630.8 MB
dispersal_cartoon v10 741 games, 748945 moves, e=0.259, loss: 145.6, +, 40.4% elo% vs. simple_bot, avg. reward: 7.921, 4.688 sec/game, 44.1 min. total, 632.0 MB
dispersal_cartoon v10 742 games, 751022 moves, e=0.256, loss: 152.7, ., 40.9% elo% vs. simple_bot, avg. reward: 7.936, 4.733 sec/game, 44.1 min. total, 632.6 MB
dispersal_cartoon v10 743 games, 752826 moves, e=0.255, loss: 154.6, -, 39.1% elo% vs. simple_bot, avg. reward: 7.950, 4.763 sec/game, 44.2 min. total, 632.8 MB
dispersal_cartoon v10 744 games, 754960 moves, e=0.253, loss: 132.0, +, 41.8% elo% vs. simple_bot, avg. reward: 7.966, 4.780 sec/game, 44.3 min. total, 632.7 MB
dispersal_cartoon v10 745 games, 756930 moves, e=0.251, loss: 128.5, -, 39.9% elo% vs. simple_bot, avg. reward: 7.975, 4.791 sec/game, 44.4 min. total, 632.1 MB
dispersal_cartoon v10 746 games, 758804 moves, e=0.249, loss: 110.1, -, 38.2% elo% vs. simple_bot, avg. reward: 7.995, 4.815 sec/game, 44.5 min. total, 631.8 MB
dispersal_cartoon v10 747 games, 760661 moves, e=0.247, loss: 102.7, -, 36.5% elo% vs. simple_bot, avg. reward: 8.016, 4.807 sec/game, 44.5 min. total, 632.6 MB
dispersal_cartoon v10 748 games, 762679 moves, e=0.245, loss: 118.9, -, 35.0% elo% vs. simple_bot, avg. reward: 8.034, 4.798 sec/game, 44.6 min. total, 632.7 MB
dispersal_cartoon v10 749 games, 764580 moves, e=0.243, loss: 110.5, -, 33.5% elo% vs. simple_bot, avg. reward: 8.048, 4.827 sec/game, 44.7 min. total, 634.0 MB
dispersal_cartoon v10 750 games, 766748 moves, e=0.241, loss: 111.4, -, 32.2% elo% vs. simple_bot, avg. reward: 8.071, 4.888 sec/game, 44.8 min. total, 636.2 MB
dispersal_cartoon v10 751 games, 768759 moves, e=0.239, loss: 110.4, ., 32.9% elo% vs. simple_bot, avg. reward: 8.058, 4.877 sec/game, 44.9 min. total, 633.8 MB
dispersal_cartoon v10 752 games, 770776 moves, e=0.237, loss: 111.2, -, 31.6% elo% vs. simple_bot, avg. reward: 8.071, 4.902 sec/game, 45.0 min. total, 635.8 MB
dispersal_cartoon v10 753 games, 773065 moves, e=0.235, loss: 134.8, -, 30.3% elo% vs. simple_bot, avg. reward: 8.122, 4.929 sec/game, 45.1 min. total, 637.1 MB
dispersal_cartoon v10 754 games, 775231 moves, e=0.233, loss: 133.1, -, 29.1% elo% vs. simple_bot, avg. reward: 8.138, 4.954 sec/game, 45.1 min. total, 641.3 MB
dispersal_cartoon v10 755 games, 777162 moves, e=0.231, loss: 135.4, -, 28.0% elo% vs. simple_bot, avg. reward: 8.154, 4.953 sec/game, 45.2 min. total, 638.4 MB
dispersal_cartoon v10 756 games, 779030 moves, e=0.229, loss: 131.1, -, 27.0% elo% vs. simple_bot, avg. reward: 8.175, 4.974 sec/game, 45.3 min. total, 638.9 MB
dispersal_cartoon v10 757 games, 781006 moves, e=0.227, loss: 126.4, -, 26.0% elo% vs. simple_bot, avg. reward: 8.187, 4.949 sec/game, 45.4 min. total, 639.4 MB
dispersal_cartoon v10 758 games, 782844 moves, e=0.225, loss: 126.2, -, 25.1% elo% vs. simple_bot, avg. reward: 8.192, 4.935 sec/game, 45.5 min. total, 637.6 MB
dispersal_cartoon v10 759 games, 784837 moves, e=0.223, loss: 116.3, -, 24.3% elo% vs. simple_bot, avg. reward: 8.202, 4.962 sec/game, 45.6 min. total, 639.5 MB
dispersal_cartoon v10 760 games, 786897 moves, e=0.221, loss: 133.4, -, 23.5% elo% vs. simple_bot, avg. reward: 8.216, 4.993 sec/game, 45.6 min. total, 638.9 MB
dispersal_cartoon v10 761 games, 788840 moves, e=0.219, loss: 124.6, -, 22.7% elo% vs. simple_bot, avg. reward: 8.231, 4.989 sec/game, 45.7 min. total, 639.5 MB
dispersal_cartoon v10 762 games, 791120 moves, e=0.217, loss: 135.4, +, 25.3% elo% vs. simple_bot, avg. reward: 8.263, 5.017 sec/game, 45.8 min. total, 640.0 MB
dispersal_cartoon v10 763 games, 793195 moves, e=0.215, loss: 144.6, +, 28.0% elo% vs. simple_bot, avg. reward: 8.269, 5.038 sec/game, 45.9 min. total, 643.0 MB
dispersal_cartoon v10 764 games, 795657 moves, e=0.212, loss: 129.3, -, 26.9% elo% vs. simple_bot, avg. reward: 8.297, 5.075 sec/game, 46.0 min. total, 643.6 MB
dispersal_cartoon v10 765 games, 797740 moves, e=0.210, loss: 115.9, -, 26.0% elo% vs. simple_bot, avg. reward: 8.329, 5.090 sec/game, 46.1 min. total, 646.0 MB
dispersal_cartoon v10 766 games, 800131 moves, e=0.208, loss: 106.6, -, 25.1% elo% vs. simple_bot, avg. reward: 8.348, 5.179 sec/game, 46.2 min. total, 650.2 MB
dispersal_cartoon v10 767 games, 802538 moves, e=0.205, loss: 130.6, +, 27.8% elo% vs. simple_bot, avg. reward: 8.361, 5.275 sec/game, 46.3 min. total, 651.3 MB
dispersal_cartoon v10 768 games, 804732 moves, e=0.203, loss: 124.6, -, 26.7% elo% vs. simple_bot, avg. reward: 8.381, 5.330 sec/game, 46.4 min. total, 649.3 MB
dispersal_cartoon v10 769 games, 807165 moves, e=0.201, loss: 128.4, +, 29.5% elo% vs. simple_bot, avg. reward: 8.410, 5.421 sec/game, 46.5 min. total, 649.9 MB
dispersal_cartoon v10 770 games, 809120 moves, e=0.199, loss: 133.2, -, 28.4% elo% vs. simple_bot, avg. reward: 8.427, 5.456 sec/game, 46.6 min. total, 652.0 MB
dispersal_cartoon v10 771 games, 811452 moves, e=0.197, loss: 143.1, -, 27.3% elo% vs. simple_bot, avg. reward: 8.452, 5.552 sec/game, 46.7 min. total, 652.3 MB
dispersal_cartoon v10 772 games, 813897 moves, e=0.194, loss: 151.1, -, 26.3% elo% vs. simple_bot, avg. reward: 8.501, 5.642 sec/game, 46.8 min. total, 653.8 MB
dispersal_cartoon v10 773 games, 816404 moves, e=0.192, loss: 153.8, +, 29.0% elo% vs. simple_bot, avg. reward: 8.534, 5.712 sec/game, 47.0 min. total, 654.9 MB
dispersal_cartoon v10 774 games, 818746 moves, e=0.189, loss: 150.8, +, 31.8% elo% vs. simple_bot, avg. reward: 8.525, 5.776 sec/game, 47.1 min. total, 655.5 MB
dispersal_cartoon v10 775 games, 821187 moves, e=0.187, loss: 160.3, +, 34.6% elo% vs. simple_bot, avg. reward: 8.550, 5.856 sec/game, 47.2 min. total, 658.9 MB
dispersal_cartoon v10 776 games, 823661 moves, e=0.185, loss: 130.8, -, 33.2% elo% vs. simple_bot, avg. reward: 8.582, 5.927 sec/game, 47.3 min. total, 657.6 MB
dispersal_cartoon v10 777 games, 825956 moves, e=0.182, loss: 128.8, +, 35.9% elo% vs. simple_bot, avg. reward: 8.605, 5.986 sec/game, 47.4 min. total, 654.7 MB
dispersal_cartoon v10 778 games, 828462 moves, e=0.180, loss: 126.3, -, 34.4% elo% vs. simple_bot, avg. reward: 8.629, 6.096 sec/game, 47.5 min. total, 655.1 MB
dispersal_cartoon v10 779 games, 830628 moves, e=0.178, loss: 127.5, -, 33.0% elo% vs. simple_bot, avg. reward: 8.651, 6.141 sec/game, 47.6 min. total, 655.6 MB
dispersal_cartoon v10 780 games, 833097 moves, e=0.175, loss: 151.6, -, 31.7% elo% vs. simple_bot, avg. reward: 8.683, 6.204 sec/game, 47.7 min. total, 660.5 MB
dispersal_cartoon v10 781 games, 835835 moves, e=0.173, loss: 162.4, +, 34.5% elo% vs. simple_bot, avg. reward: 8.727, 6.324 sec/game, 47.8 min. total, 663.0 MB
dispersal_cartoon v10 782 games, 838177 moves, e=0.170, loss: 168.6, +, 37.2% elo% vs. simple_bot, avg. reward: 8.730, 6.375 sec/game, 47.9 min. total, 660.5 MB
dispersal_cartoon v10 783 games, 840911 moves, e=0.167, loss: 156.1, +, 40.0% elo% vs. simple_bot, avg. reward: 8.760, 6.474 sec/game, 48.1 min. total, 668.2 MB
dispersal_cartoon v10 784 games, 843353 moves, e=0.165, loss: 141.0, +, 42.7% elo% vs. simple_bot, avg. reward: 8.772, 6.500 sec/game, 48.2 min. total, 665.9 MB
dispersal_cartoon v10 785 games, 845947 moves, e=0.163, loss: 157.9, +, 45.3% elo% vs. simple_bot, avg. reward: 8.817, 6.584 sec/game, 48.3 min. total, 666.3 MB
dispersal_cartoon v10 786 games, 848572 moves, e=0.160, loss: 146.2, +, 47.8% elo% vs. simple_bot, avg. reward: 8.868, 6.601 sec/game, 48.4 min. total, 668.6 MB
dispersal_cartoon v10 787 games, 851282 moves, e=0.157, loss: 169.2, ., 47.9% elo% vs. simple_bot, avg. reward: 8.887, 6.623 sec/game, 48.5 min. total, 668.1 MB
dispersal_cartoon v10 788 games, 853883 moves, e=0.155, loss: 192.3, +, 50.3% elo% vs. simple_bot, avg. reward: 8.917, 6.672 sec/game, 48.6 min. total, 669.5 MB
dispersal_cartoon v10 789 games, 856378 moves, e=0.152, loss: 192.8, -, 48.0% elo% vs. simple_bot, avg. reward: 8.951, 6.658 sec/game, 48.7 min. total, 673.6 MB
dispersal_cartoon v10 790 games, 859280 moves, e=0.149, loss: 206.7, +, 50.4% elo% vs. simple_bot, avg. reward: 9.001, 6.708 sec/game, 48.9 min. total, 673.1 MB
dispersal_cartoon v10 791 games, 861921 moves, e=0.147, loss: 228.5, +, 52.6% elo% vs. simple_bot, avg. reward: 9.052, 6.695 sec/game, 49.0 min. total, 674.5 MB
dispersal_cartoon v10 792 games, 864454 moves, e=0.144, loss: 257.6, +, 54.8% elo% vs. simple_bot, avg. reward: 9.052, 6.666 sec/game, 49.1 min. total, 673.6 MB
dispersal_cartoon v10 793 games, 867217 moves, e=0.141, loss: 214.8, -, 52.3% elo% vs. simple_bot, avg. reward: 9.087, 6.684 sec/game, 49.2 min. total, 674.2 MB
dispersal_cartoon v10 794 games, 869433 moves, e=0.139, loss: 210.1, +, 54.5% elo% vs. simple_bot, avg. reward: 9.123, 6.646 sec/game, 49.3 min. total, 671.5 MB
dispersal_cartoon v10 795 games, 872073 moves, e=0.137, loss: 218.8, +, 56.6% elo% vs. simple_bot, avg. reward: 9.161, 6.661 sec/game, 49.4 min. total, 673.5 MB
dispersal_cartoon v10 796 games, 874680 moves, e=0.134, loss: 223.0, -, 54.0% elo% vs. simple_bot, avg. reward: 9.188, 6.652 sec/game, 49.5 min. total, 672.0 MB
dispersal_cartoon v10 797 games, 877582 moves, e=0.131, loss: 207.6, -, 51.5% elo% vs. simple_bot, avg. reward: 9.235, 6.729 sec/game, 49.6 min. total, 674.0 MB
dispersal_cartoon v10 798 games, 880253 moves, e=0.129, loss: 188.1, +, 53.7% elo% vs. simple_bot, avg. reward: 9.262, 6.761 sec/game, 49.8 min. total, 679.2 MB
dispersal_cartoon v10 799 games, 882885 moves, e=0.126, loss: 196.5, +, 55.8% elo% vs. simple_bot, avg. reward: 9.274, 6.826 sec/game, 49.9 min. total, 682.0 MB
dispersal_cartoon v10 800 games, 885645 moves, e=0.123, loss: 196.1, -, 53.3% elo% vs. simple_bot, avg. reward: 9.307, 6.960 sec/game, 50.0 min. total, 677.0 MB
dispersal_cartoon v11 801 games, 888576 moves, e=0.120, loss: 234.7, -, 47.7% elo% vs. simple_bot, avg. reward: 9.346, 6.982 sec/game, 50.2 min. total, 674.0 MB
dispersal_cartoon v11 802 games, 891286 moves, e=0.118, loss: 208.3, +, 50.1% elo% vs. simple_bot, avg. reward: 9.366, 6.986 sec/game, 50.3 min. total, 676.8 MB
dispersal_cartoon v11 803 games, 893722 moves, e=0.115, loss: 209.6, -, 47.8% elo% vs. simple_bot, avg. reward: 9.375, 6.969 sec/game, 50.4 min. total, 672.3 MB
dispersal_cartoon v11 804 games, 896478 moves, e=0.112, loss: 185.6, ., 47.9% elo% vs. simple_bot, avg. reward: 9.399, 7.000 sec/game, 50.5 min. total, 673.6 MB
dispersal_cartoon v11 805 games, 899224 moves, e=0.110, loss: 171.5, +, 50.3% elo% vs. simple_bot, avg. reward: 9.442, 7.036 sec/game, 50.6 min. total, 673.6 MB
dispersal_cartoon v11 806 games, 902320 moves, e=0.107, loss: 160.5, -, 48.0% elo% vs. simple_bot, avg. reward: 9.497, 7.147 sec/game, 50.8 min. total, 673.7 MB
dispersal_cartoon v11 807 games, 904950 moves, e=0.104, loss: 173.9, +, 50.4% elo% vs. simple_bot, avg. reward: 9.523, 7.192 sec/game, 50.9 min. total, 675.8 MB
dispersal_cartoon v11 808 games, 907875 moves, e=0.101, loss: 174.2, +, 52.7% elo% vs. simple_bot, avg. reward: 9.572, 7.297 sec/game, 51.1 min. total, 669.8 MB
dispersal_cartoon v11 809 games, 910844 moves, e=0.098, loss: 189.6, ., 52.5% elo% vs. simple_bot, avg. reward: 9.596, 7.419 sec/game, 51.2 min. total, 653.8 MB
dispersal_cartoon v11 810 games, 913676 moves, e=0.095, loss: 170.9, +, 54.7% elo% vs. simple_bot, avg. reward: 9.627, 7.460 sec/game, 51.3 min. total, 652.2 MB
dispersal_cartoon v11 811 games, 916878 moves, e=0.092, loss: 161.8, -, 52.2% elo% vs. simple_bot, avg. reward: 9.691, 7.580 sec/game, 51.5 min. total, 652.3 MB
dispersal_cartoon v11 812 games, 919998 moves, e=0.089, loss: 198.2, -, 49.8% elo% vs. simple_bot, avg. reward: 9.736, 7.700 sec/game, 51.6 min. total, 652.8 MB
dispersal_cartoon v11 813 games, 923257 moves, e=0.086, loss: 183.0, ., 49.8% elo% vs. simple_bot, avg. reward: 9.809, 7.727 sec/game, 51.8 min. total, 653.3 MB
dispersal_cartoon v11 814 games, 926263 moves, e=0.083, loss: 217.6, +, 52.1% elo% vs. simple_bot, avg. reward: 9.848, 7.899 sec/game, 51.9 min. total, 652.1 MB
dispersal_cartoon v11 815 games, 929314 moves, e=0.080, loss: 218.2, -, 49.7% elo% vs. simple_bot, avg. reward: 9.895, 7.997 sec/game, 52.1 min. total, 652.4 MB
dispersal_cartoon v11 816 games, 932308 moves, e=0.077, loss: 224.9, +, 52.0% elo% vs. simple_bot, avg. reward: 9.903, 8.096 sec/game, 52.2 min. total, 655.9 MB
dispersal_cartoon v11 817 games, 935511 moves, e=0.074, loss: 208.8, +, 54.2% elo% vs. simple_bot, avg. reward: 9.914, 8.139 sec/game, 52.3 min. total, 656.5 MB
dispersal_cartoon v11 818 games, 938850 moves, e=0.071, loss: 220.3, -, 51.7% elo% vs. simple_bot, avg. reward: 9.987, 8.201 sec/game, 52.5 min. total, 653.5 MB
dispersal_cartoon v11 819 games, 942218 moves, e=0.067, loss: 216.5, +, 54.0% elo% vs. simple_bot, avg. reward: 10.020, 8.293 sec/game, 52.6 min. total, 654.4 MB
dispersal_cartoon v11 820 games, 945799 moves, e=0.064, loss: 223.5, -, 51.5% elo% vs. simple_bot, avg. reward: 10.055, 8.370 sec/game, 52.8 min. total, 653.9 MB
dispersal_cartoon v11 821 games, 948740 moves, e=0.061, loss: 225.2, +, 53.7% elo% vs. simple_bot, avg. reward: 10.088, 8.408 sec/game, 53.0 min. total, 653.6 MB
dispersal_cartoon v11 822 games, 951802 moves, e=0.058, loss: 248.9, ., 53.5% elo% vs. simple_bot, avg. reward: 10.119, 8.499 sec/game, 53.1 min. total, 656.7 MB
dispersal_cartoon v11 823 games, 955314 moves, e=0.054, loss: 232.9, +, 55.7% elo% vs. simple_bot, avg. reward: 10.183, 8.597 sec/game, 53.2 min. total, 661.2 MB
dispersal_cartoon v11 824 games, 958382 moves, e=0.051, loss: 242.1, -, 53.1% elo% vs. simple_bot, avg. reward: 10.211, 8.603 sec/game, 53.4 min. total, 662.3 MB
dispersal_cartoon v11 825 games, 961769 moves, e=0.048, loss: 244.6, +, 55.3% elo% vs. simple_bot, avg. reward: 10.246, 8.616 sec/game, 53.5 min. total, 661.2 MB
dispersal_cartoon v11 826 games, 965467 moves, e=0.044, loss: 246.1, +, 57.3% elo% vs. simple_bot, avg. reward: 10.296, 8.591 sec/game, 53.6 min. total, 661.9 MB
dispersal_cartoon v11 827 games, 968850 moves, e=0.041, loss: 274.6, +, 59.2% elo% vs. simple_bot, avg. reward: 10.342, 8.607 sec/game, 53.8 min. total, 665.4 MB
dispersal_cartoon v11 828 games, 972625 moves, e=0.037, loss: 255.9, +, 61.0% elo% vs. simple_bot, avg. reward: 10.411, 8.604 sec/game, 53.9 min. total, 665.4 MB
dispersal_cartoon v11 829 games, 975791 moves, e=0.034, loss: 286.7, +, 62.7% elo% vs. simple_bot, avg. reward: 10.447, 8.531 sec/game, 54.0 min. total, 665.1 MB
dispersal_cartoon v11 830 games, 979411 moves, e=0.030, loss: 264.1, -, 60.0% elo% vs. simple_bot, avg. reward: 10.493, 8.560 sec/game, 54.2 min. total, 665.2 MB
dispersal_cartoon v11 831 games, 982850 moves, e=0.027, loss: 249.4, +, 61.7% elo% vs. simple_bot, avg. reward: 10.537, 8.521 sec/game, 54.3 min. total, 665.8 MB
dispersal_cartoon v11 832 games, 986541 moves, e=0.023, loss: 247.5, +, 63.4% elo% vs. simple_bot, avg. reward: 10.577, 8.518 sec/game, 54.5 min. total, 666.8 MB
dispersal_cartoon v11 833 games, 990186 moves, e=0.020, loss: 212.9, -, 60.6% elo% vs. simple_bot, avg. reward: 10.609, 8.530 sec/game, 54.6 min. total, 664.8 MB
dispersal_cartoon v11 834 games, 993935 moves, e=0.016, loss: 204.8, +, 62.3% elo% vs. simple_bot, avg. reward: 10.673, 8.507 sec/game, 54.8 min. total, 667.7 MB
dispersal_cartoon v11 835 games, 997890 moves, e=0.012, loss: 184.1, -, 59.6% elo% vs. simple_bot, avg. reward: 10.719, 8.522 sec/game, 54.9 min. total, 666.8 MB
dispersal_cartoon v11 836 games, 1002030 moves, e=0.010, loss: 178.3, +, 61.4% elo% vs. simple_bot, avg. reward: 10.753, 8.570 sec/game, 55.1 min. total, 665.9 MB
dispersal_cartoon v11 837 games, 1005761 moves, e=0.010, loss: 184.4, ., 60.9% elo% vs. simple_bot, avg. reward: 10.795, 8.572 sec/game, 55.2 min. total, 665.9 MB
dispersal_cartoon v11 838 games, 1009826 moves, e=0.010, loss: 183.8, -, 58.2% elo% vs. simple_bot, avg. reward: 10.862, 8.606 sec/game, 55.4 min. total, 666.1 MB
dispersal_cartoon v11 839 games, 1013414 moves, e=0.010, loss: 224.7, -, 55.6% elo% vs. simple_bot, avg. reward: 10.882, 8.572 sec/game, 55.5 min. total, 667.1 MB
dispersal_cartoon v11 840 games, 1016952 moves, e=0.010, loss: 275.4, +, 57.6% elo% vs. simple_bot, avg. reward: 10.933, 8.435 sec/game, 55.6 min. total, 666.6 MB
dispersal_cartoon v11 841 games, 1020628 moves, e=0.010, loss: 299.3, +, 59.5% elo% vs. simple_bot, avg. reward: 10.964, 8.513 sec/game, 55.8 min. total, 669.0 MB
dispersal_cartoon v11 842 games, 1024413 moves, e=0.010, loss: 285.8, +, 61.3% elo% vs. simple_bot, avg. reward: 11.004, 8.549 sec/game, 55.9 min. total, 671.1 MB
dispersal_cartoon v11 843 games, 1027886 moves, e=0.010, loss: 258.4, +, 62.9% elo% vs. simple_bot, avg. reward: 11.054, 8.667 sec/game, 56.1 min. total, 677.7 MB
dispersal_cartoon v11 844 games, 1031903 moves, e=0.010, loss: 226.1, +, 64.5% elo% vs. simple_bot, avg. reward: 11.094, 9.122 sec/game, 56.4 min. total, 665.8 MB
dispersal_cartoon v11 845 games, 1036042 moves, e=0.010, loss: 196.6, -, 61.7% elo% vs. simple_bot, avg. reward: 11.142, 9.334 sec/game, 56.6 min. total, 662.9 MB
dispersal_cartoon v11 846 games, 1039799 moves, e=0.010, loss: 193.6, +, 63.4% elo% vs. simple_bot, avg. reward: 11.163, 9.455 sec/game, 56.8 min. total, 662.7 MB
dispersal_cartoon v11 847 games, 1044083 moves, e=0.010, loss: 239.2, +, 64.9% elo% vs. simple_bot, avg. reward: 11.202, 9.736 sec/game, 57.0 min. total, 611.9 MB
dispersal_cartoon v11 848 games, 1048251 moves, e=0.010, loss: 232.8, ., 64.3% elo% vs. simple_bot, avg. reward: 11.251, 10.133 sec/game, 57.3 min. total, 472.8 MB
dispersal_cartoon v11 849 games, 1052714 moves, e=0.010, loss: 323.4, -, 61.6% elo% vs. simple_bot, avg. reward: 11.296, 10.436 sec/game, 57.5 min. total, 479.6 MB
dispersal_cartoon v11 850 games, 1056370 moves, e=0.010, loss: 348.1, +, 63.2% elo% vs. simple_bot, avg. reward: 11.321, 10.450 sec/game, 57.7 min. total, 480.1 MB
dispersal_cartoon v11 851 games, 1060583 moves, e=0.010, loss: 325.4, +, 64.8% elo% vs. simple_bot, avg. reward: 11.406, 10.522 sec/game, 57.8 min. total, 481.8 MB
dispersal_cartoon v11 852 games, 1064509 moves, e=0.010, loss: 344.3, -, 62.0% elo% vs. simple_bot, avg. reward: 11.438, 10.538 sec/game, 58.0 min. total, 478.6 MB
dispersal_cartoon v11 853 games, 1068266 moves, e=0.010, loss: 406.7, +, 63.6% elo% vs. simple_bot, avg. reward: 11.455, 10.678 sec/game, 58.2 min. total, 481.2 MB
dispersal_cartoon v11 854 games, 1072391 moves, e=0.010, loss: 284.2, +, 65.2% elo% vs. simple_bot, avg. reward: 11.501, 10.818 sec/game, 58.4 min. total, 481.1 MB
dispersal_cartoon v11 855 games, 1076508 moves, e=0.010, loss: 273.7, -, 62.4% elo% vs. simple_bot, avg. reward: 11.553, 10.957 sec/game, 58.6 min. total, 478.7 MB
dispersal_cartoon v11 856 games, 1080544 moves, e=0.010, loss: 270.6, +, 64.0% elo% vs. simple_bot, avg. reward: 11.597, 10.981 sec/game, 58.7 min. total, 480.2 MB
dispersal_cartoon v11 857 games, 1084389 moves, e=0.010, loss: 267.2, +, 65.5% elo% vs. simple_bot, avg. reward: 11.659, 11.112 sec/game, 58.9 min. total, 486.3 MB
dispersal_cartoon v11 858 games, 1087981 moves, e=0.010, loss: 268.0, +, 66.9% elo% vs. simple_bot, avg. reward: 11.709, 11.072 sec/game, 59.0 min. total, 486.4 MB
