dispersal_cartoon v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.3 MB
dispersal_cartoon v7 585 games, 521717 moves, e=0.484, loss: 136.6, -, 22.2% elo% vs. random_no_suicide, avg. reward: 6.562, 3.602 sec/game, 33.9 min. total, 530.1 MB
dispersal_cartoon v7 586 games, 522867 moves, e=0.482, loss: 140.3, +, 24.7% elo% vs. random_no_suicide, avg. reward: 6.565, 3.563 sec/game, 33.9 min. total, 533.5 MB
dispersal_cartoon v7 587 games, 524056 moves, e=0.481, loss: 148.2, -, 23.9% elo% vs. random_no_suicide, avg. reward: 6.563, 3.550 sec/game, 34.0 min. total, 531.4 MB
dispersal_cartoon v7 588 games, 525287 moves, e=0.480, loss: 142.3, ., 24.8% elo% vs. random_no_suicide, avg. reward: 6.567, 3.524 sec/game, 34.1 min. total, 533.8 MB
dispersal_cartoon v7 589 games, 526378 moves, e=0.479, loss: 142.4, -, 24.0% elo% vs. random_no_suicide, avg. reward: 6.564, 3.510 sec/game, 34.1 min. total, 531.7 MB
dispersal_cartoon v7 590 games, 527449 moves, e=0.478, loss: 151.3, -, 23.2% elo% vs. random_no_suicide, avg. reward: 6.556, 3.487 sec/game, 34.2 min. total, 531.9 MB
dispersal_cartoon v7 591 games, 528527 moves, e=0.477, loss: 145.6, -, 22.4% elo% vs. random_no_suicide, avg. reward: 6.556, 3.473 sec/game, 34.2 min. total, 532.3 MB
dispersal_cartoon v7 592 games, 529782 moves, e=0.476, loss: 130.2, -, 21.7% elo% vs. random_no_suicide, avg. reward: 6.562, 3.450 sec/game, 34.3 min. total, 533.0 MB
dispersal_cartoon v7 593 games, 531106 moves, e=0.474, loss: 125.4, -, 21.0% elo% vs. random_no_suicide, avg. reward: 6.586, 3.439 sec/game, 34.3 min. total, 534.9 MB
dispersal_cartoon v7 594 games, 532316 moves, e=0.473, loss: 114.1, -, 20.4% elo% vs. random_no_suicide, avg. reward: 6.598, 3.435 sec/game, 34.4 min. total, 535.0 MB
dispersal_cartoon v7 595 games, 533455 moves, e=0.472, loss: 111.2, -, 19.8% elo% vs. random_no_suicide, avg. reward: 6.597, 3.459 sec/game, 34.5 min. total, 533.3 MB
dispersal_cartoon v7 596 games, 534667 moves, e=0.471, loss: 113.3, +, 22.2% elo% vs. random_no_suicide, avg. reward: 6.608, 3.453 sec/game, 34.5 min. total, 535.7 MB
dispersal_cartoon v7 597 games, 535822 moves, e=0.470, loss: 108.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: 6.616, 3.428 sec/game, 34.6 min. total, 536.2 MB
dispersal_cartoon v7 598 games, 537084 moves, e=0.468, loss: 125.5, -, 20.9% elo% vs. random_no_suicide, avg. reward: 6.620, 3.459 sec/game, 34.6 min. total, 536.7 MB
dispersal_cartoon v7 599 games, 538197 moves, e=0.467, loss: 124.4, -, 20.2% elo% vs. random_no_suicide, avg. reward: 6.622, 3.417 sec/game, 34.7 min. total, 538.7 MB
dispersal_cartoon v7 600 games, 539576 moves, e=0.466, loss: 129.9, -, 19.7% elo% vs. random_no_suicide, avg. reward: 6.630, 3.468 sec/game, 34.8 min. total, 536.8 MB
dispersal_cartoon v8 601 games, 540796 moves, e=0.465, loss: 132.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: 6.639, 3.464 sec/game, 34.8 min. total, 536.8 MB
dispersal_cartoon v8 602 games, 541976 moves, e=0.463, loss: 130.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: 6.644, 3.504 sec/game, 34.9 min. total, 539.2 MB
dispersal_cartoon v8 603 games, 543267 moves, e=0.462, loss: 134.2, +, 48.0% elo% vs. random_no_suicide, avg. reward: 6.649, 3.498 sec/game, 34.9 min. total, 539.9 MB
dispersal_cartoon v8 604 games, 544387 moves, e=0.461, loss: 142.0, -, 45.8% elo% vs. random_no_suicide, avg. reward: 6.655, 3.487 sec/game, 35.0 min. total, 540.5 MB
dispersal_cartoon v8 605 games, 545651 moves, e=0.460, loss: 126.5, -, 43.7% elo% vs. random_no_suicide, avg. reward: 6.671, 3.470 sec/game, 35.1 min. total, 538.3 MB
dispersal_cartoon v8 606 games, 546790 moves, e=0.459, loss: 137.0, -, 41.8% elo% vs. random_no_suicide, avg. reward: 6.687, 3.462 sec/game, 35.1 min. total, 540.2 MB
dispersal_cartoon v8 607 games, 548029 moves, e=0.457, loss: 141.2, -, 39.9% elo% vs. random_no_suicide, avg. reward: 6.697, 3.476 sec/game, 35.2 min. total, 540.2 MB
dispersal_cartoon v8 608 games, 549111 moves, e=0.456, loss: 148.6, -, 38.1% elo% vs. random_no_suicide, avg. reward: 6.712, 3.471 sec/game, 35.2 min. total, 538.5 MB
dispersal_cartoon v8 609 games, 550448 moves, e=0.455, loss: 138.4, +, 40.9% elo% vs. random_no_suicide, avg. reward: 6.736, 3.489 sec/game, 35.3 min. total, 540.4 MB
dispersal_cartoon v8 610 games, 551745 moves, e=0.454, loss: 147.7, -, 39.1% elo% vs. random_no_suicide, avg. reward: 6.741, 3.528 sec/game, 35.3 min. total, 539.9 MB
dispersal_cartoon v8 611 games, 553133 moves, e=0.452, loss: 154.5, -, 37.4% elo% vs. random_no_suicide, avg. reward: 6.736, 3.557 sec/game, 35.4 min. total, 539.3 MB
dispersal_cartoon v8 612 games, 554305 moves, e=0.451, loss: 154.8, -, 35.8% elo% vs. random_no_suicide, avg. reward: 6.739, 3.544 sec/game, 35.5 min. total, 540.0 MB
dispersal_cartoon v8 613 games, 555604 moves, e=0.450, loss: 158.2, -, 34.3% elo% vs. random_no_suicide, avg. reward: 6.748, 3.517 sec/game, 35.5 min. total, 541.9 MB
dispersal_cartoon v8 614 games, 556751 moves, e=0.449, loss: 145.3, +, 37.0% elo% vs. random_no_suicide, avg. reward: 6.751, 3.551 sec/game, 35.6 min. total, 541.9 MB
dispersal_cartoon v8 615 games, 557921 moves, e=0.448, loss: 143.0, -, 35.5% elo% vs. random_no_suicide, avg. reward: 6.753, 3.541 sec/game, 35.6 min. total, 542.5 MB
dispersal_cartoon v8 616 games, 559194 moves, e=0.446, loss: 136.6, -, 34.0% elo% vs. random_no_suicide, avg. reward: 6.753, 3.521 sec/game, 35.7 min. total, 541.7 MB
dispersal_cartoon v8 617 games, 560571 moves, e=0.445, loss: 123.7, -, 32.6% elo% vs. random_no_suicide, avg. reward: 6.757, 3.550 sec/game, 35.8 min. total, 542.9 MB
dispersal_cartoon v8 618 games, 561786 moves, e=0.444, loss: 127.7, -, 31.3% elo% vs. random_no_suicide, avg. reward: 6.757, 3.519 sec/game, 35.8 min. total, 543.1 MB
dispersal_cartoon v8 619 games, 563053 moves, e=0.443, loss: 128.9, -, 30.1% elo% vs. random_no_suicide, avg. reward: 6.755, 3.544 sec/game, 35.9 min. total, 545.3 MB
dispersal_cartoon v8 620 games, 564350 moves, e=0.441, loss: 124.0, +, 32.8% elo% vs. random_no_suicide, avg. reward: 6.760, 3.545 sec/game, 35.9 min. total, 547.5 MB
dispersal_cartoon v8 621 games, 565636 moves, e=0.440, loss: 115.9, -, 31.5% elo% vs. random_no_suicide, avg. reward: 6.751, 3.565 sec/game, 36.0 min. total, 543.9 MB
dispersal_cartoon v8 622 games, 566913 moves, e=0.439, loss: 121.5, -, 30.3% elo% vs. random_no_suicide, avg. reward: 6.758, 3.548 sec/game, 36.1 min. total, 546.7 MB
dispersal_cartoon v8 623 games, 568354 moves, e=0.437, loss: 121.6, -, 29.1% elo% vs. random_no_suicide, avg. reward: 6.770, 3.603 sec/game, 36.1 min. total, 548.0 MB
dispersal_cartoon v8 624 games, 569574 moves, e=0.436, loss: 128.8, -, 28.0% elo% vs. random_no_suicide, avg. reward: 6.781, 3.611 sec/game, 36.2 min. total, 546.1 MB
dispersal_cartoon v8 625 games, 570787 moves, e=0.435, loss: 123.1, ., 28.8% elo% vs. random_no_suicide, avg. reward: 6.788, 3.642 sec/game, 36.3 min. total, 548.4 MB
dispersal_cartoon v8 626 games, 572160 moves, e=0.434, loss: 119.3, -, 27.8% elo% vs. random_no_suicide, avg. reward: 6.792, 3.678 sec/game, 36.3 min. total, 548.6 MB
dispersal_cartoon v8 627 games, 573603 moves, e=0.432, loss: 105.9, -, 26.8% elo% vs. random_no_suicide, avg. reward: 6.819, 3.693 sec/game, 36.4 min. total, 549.4 MB
dispersal_cartoon v8 628 games, 574821 moves, e=0.431, loss: 124.3, -, 25.8% elo% vs. random_no_suicide, avg. reward: 6.822, 3.710 sec/game, 36.4 min. total, 547.2 MB
dispersal_cartoon v8 629 games, 576266 moves, e=0.429, loss: 111.5, -, 24.9% elo% vs. random_no_suicide, avg. reward: 6.838, 3.733 sec/game, 36.5 min. total, 549.7 MB
dispersal_cartoon v8 630 games, 577598 moves, e=0.428, loss: 122.9, +, 27.6% elo% vs. random_no_suicide, avg. reward: 6.856, 3.724 sec/game, 36.6 min. total, 550.0 MB
dispersal_cartoon v8 631 games, 579010 moves, e=0.427, loss: 126.2, -, 26.6% elo% vs. random_no_suicide, avg. reward: 6.859, 3.732 sec/game, 36.7 min. total, 550.2 MB
dispersal_cartoon v8 632 games, 580227 moves, e=0.426, loss: 119.8, -, 25.6% elo% vs. random_no_suicide, avg. reward: 6.864, 3.756 sec/game, 36.7 min. total, 548.2 MB
dispersal_cartoon v8 633 games, 581326 moves, e=0.424, loss: 118.9, -, 24.7% elo% vs. random_no_suicide, avg. reward: 6.871, 3.736 sec/game, 36.8 min. total, 550.3 MB
dispersal_cartoon v8 634 games, 582669 moves, e=0.423, loss: 124.5, -, 23.9% elo% vs. random_no_suicide, avg. reward: 6.887, 3.755 sec/game, 36.8 min. total, 549.5 MB
dispersal_cartoon v8 635 games, 584144 moves, e=0.422, loss: 129.1, -, 23.1% elo% vs. random_no_suicide, avg. reward: 6.899, 3.792 sec/game, 36.9 min. total, 551.6 MB
dispersal_cartoon v8 636 games, 585496 moves, e=0.420, loss: 122.9, -, 22.4% elo% vs. random_no_suicide, avg. reward: 6.915, 3.810 sec/game, 37.0 min. total, 551.8 MB
dispersal_cartoon v8 637 games, 586847 moves, e=0.419, loss: 129.8, +, 24.9% elo% vs. random_no_suicide, avg. reward: 6.932, 3.817 sec/game, 37.0 min. total, 551.7 MB
dispersal_cartoon v8 638 games, 588000 moves, e=0.418, loss: 133.6, -, 24.1% elo% vs. random_no_suicide, avg. reward: 6.930, 3.818 sec/game, 37.1 min. total, 550.2 MB
dispersal_cartoon v8 639 games, 589195 moves, e=0.417, loss: 136.6, +, 26.7% elo% vs. random_no_suicide, avg. reward: 6.922, 3.802 sec/game, 37.1 min. total, 552.5 MB
dispersal_cartoon v8 640 games, 590541 moves, e=0.415, loss: 129.3, -, 25.8% elo% vs. random_no_suicide, avg. reward: 6.931, 3.787 sec/game, 37.2 min. total, 554.0 MB
dispersal_cartoon v8 641 games, 591801 moves, e=0.414, loss: 130.4, ., 26.6% elo% vs. random_no_suicide, avg. reward: 6.951, 3.766 sec/game, 37.3 min. total, 554.0 MB
dispersal_cartoon v8 642 games, 593118 moves, e=0.413, loss: 122.1, ., 27.5% elo% vs. random_no_suicide, avg. reward: 6.961, 3.748 sec/game, 37.3 min. total, 556.2 MB
dispersal_cartoon v8 643 games, 594303 moves, e=0.412, loss: 131.8, +, 30.2% elo% vs. random_no_suicide, avg. reward: 6.949, 3.678 sec/game, 37.4 min. total, 556.3 MB
dispersal_cartoon v8 644 games, 595671 moves, e=0.410, loss: 119.0, -, 29.1% elo% vs. random_no_suicide, avg. reward: 6.944, 3.682 sec/game, 37.4 min. total, 552.3 MB
dispersal_cartoon v8 645 games, 596980 moves, e=0.409, loss: 129.1, -, 28.0% elo% vs. random_no_suicide, avg. reward: 6.929, 3.646 sec/game, 37.5 min. total, 553.5 MB
dispersal_cartoon v8 646 games, 598284 moves, e=0.408, loss: 118.3, +, 30.7% elo% vs. random_no_suicide, avg. reward: 6.926, 3.657 sec/game, 37.5 min. total, 558.8 MB
dispersal_cartoon v8 647 games, 599568 moves, e=0.406, loss: 118.3, -, 29.5% elo% vs. random_no_suicide, avg. reward: 6.925, 3.655 sec/game, 37.6 min. total, 557.3 MB
dispersal_cartoon v8 648 games, 600771 moves, e=0.405, loss: 113.5, +, 32.3% elo% vs. random_no_suicide, avg. reward: 6.921, 3.662 sec/game, 37.7 min. total, 557.4 MB
dispersal_cartoon v8 649 games, 602165 moves, e=0.404, loss: 113.7, -, 31.0% elo% vs. random_no_suicide, avg. reward: 6.941, 3.650 sec/game, 37.7 min. total, 557.6 MB
dispersal_cartoon v8 650 games, 603479 moves, e=0.403, loss: 107.1, -, 29.8% elo% vs. random_no_suicide, avg. reward: 6.947, 3.645 sec/game, 37.8 min. total, 557.6 MB
dispersal_cartoon v8 651 games, 604912 moves, e=0.401, loss: 105.9, -, 28.7% elo% vs. random_no_suicide, avg. reward: 6.973, 3.617 sec/game, 37.9 min. total, 559.1 MB
dispersal_cartoon v8 652 games, 606449 moves, e=0.400, loss: 110.2, -, 27.6% elo% vs. random_no_suicide, avg. reward: 6.961, 3.636 sec/game, 37.9 min. total, 558.6 MB
dispersal_cartoon v8 653 games, 607749 moves, e=0.398, loss: 115.2, -, 26.6% elo% vs. random_no_suicide, avg. reward: 6.964, 3.651 sec/game, 38.0 min. total, 558.6 MB
dispersal_cartoon v8 654 games, 609082 moves, e=0.397, loss: 108.3, -, 25.7% elo% vs. random_no_suicide, avg. reward: 6.977, 3.622 sec/game, 38.0 min. total, 558.8 MB
dispersal_cartoon v8 655 games, 610742 moves, e=0.395, loss: 102.6, ., 26.5% elo% vs. random_no_suicide, avg. reward: 6.988, 3.636 sec/game, 38.1 min. total, 559.1 MB
dispersal_cartoon v8 656 games, 612109 moves, e=0.394, loss: 118.7, -, 25.6% elo% vs. random_no_suicide, avg. reward: 7.001, 3.646 sec/game, 38.2 min. total, 559.5 MB
dispersal_cartoon v8 657 games, 613471 moves, e=0.393, loss: 112.5, -, 24.7% elo% vs. random_no_suicide, avg. reward: 7.011, 3.618 sec/game, 38.2 min. total, 561.3 MB
dispersal_cartoon v8 658 games, 614883 moves, e=0.391, loss: 112.5, -, 23.9% elo% vs. random_no_suicide, avg. reward: 7.034, 3.641 sec/game, 38.3 min. total, 561.3 MB
dispersal_cartoon v8 659 games, 616280 moves, e=0.390, loss: 114.9, -, 23.1% elo% vs. random_no_suicide, avg. reward: 7.033, 3.648 sec/game, 38.4 min. total, 559.4 MB
dispersal_cartoon v8 660 games, 617714 moves, e=0.388, loss: 109.0, -, 22.3% elo% vs. random_no_suicide, avg. reward: 7.049, 3.644 sec/game, 38.4 min. total, 561.8 MB
dispersal_cartoon v8 661 games, 618932 moves, e=0.387, loss: 106.5, ., 23.2% elo% vs. random_no_suicide, avg. reward: 7.049, 3.625 sec/game, 38.5 min. total, 564.3 MB
dispersal_cartoon v8 662 games, 620330 moves, e=0.386, loss: 125.6, -, 22.5% elo% vs. random_no_suicide, avg. reward: 7.064, 3.694 sec/game, 38.5 min. total, 563.7 MB
dispersal_cartoon v8 663 games, 621604 moves, e=0.385, loss: 121.2, -, 21.8% elo% vs. random_no_suicide, avg. reward: 7.078, 3.732 sec/game, 38.6 min. total, 561.2 MB
dispersal_cartoon v8 664 games, 623002 moves, e=0.383, loss: 122.5, +, 24.3% elo% vs. random_no_suicide, avg. reward: 7.091, 3.751 sec/game, 38.7 min. total, 563.2 MB
dispersal_cartoon v8 665 games, 624226 moves, e=0.382, loss: 111.4, ., 25.2% elo% vs. random_no_suicide, avg. reward: 7.081, 3.738 sec/game, 38.7 min. total, 563.4 MB
dispersal_cartoon v8 666 games, 625666 moves, e=0.381, loss: 103.8, ., 26.1% elo% vs. random_no_suicide, avg. reward: 7.086, 3.753 sec/game, 38.8 min. total, 563.3 MB
dispersal_cartoon v8 667 games, 627130 moves, e=0.379, loss: 113.9, +, 28.8% elo% vs. random_no_suicide, avg. reward: 7.099, 3.759 sec/game, 38.9 min. total, 563.8 MB
dispersal_cartoon v8 668 games, 628674 moves, e=0.378, loss: 112.1, -, 27.7% elo% vs. random_no_suicide, avg. reward: 7.103, 3.783 sec/game, 38.9 min. total, 562.8 MB
dispersal_cartoon v8 669 games, 630092 moves, e=0.376, loss: 102.5, -, 26.7% elo% vs. random_no_suicide, avg. reward: 7.104, 3.783 sec/game, 39.0 min. total, 565.0 MB
dispersal_cartoon v8 670 games, 631435 moves, e=0.375, loss: 99.1, -, 25.7% elo% vs. random_no_suicide, avg. reward: 7.098, 3.782 sec/game, 39.1 min. total, 564.9 MB
dispersal_cartoon v8 671 games, 632822 moves, e=0.374, loss: 100.8, +, 28.4% elo% vs. random_no_suicide, avg. reward: 7.098, 3.769 sec/game, 39.1 min. total, 564.8 MB
dispersal_cartoon v8 672 games, 634269 moves, e=0.372, loss: 110.0, -, 27.4% elo% vs. random_no_suicide, avg. reward: 7.093, 3.764 sec/game, 39.2 min. total, 564.9 MB
dispersal_cartoon v8 673 games, 635772 moves, e=0.371, loss: 107.4, +, 30.1% elo% vs. random_no_suicide, avg. reward: 7.090, 3.772 sec/game, 39.2 min. total, 566.2 MB
dispersal_cartoon v8 674 games, 637357 moves, e=0.369, loss: 115.1, -, 29.0% elo% vs. random_no_suicide, avg. reward: 7.122, 3.799 sec/game, 39.3 min. total, 568.1 MB
dispersal_cartoon v8 675 games, 638537 moves, e=0.368, loss: 110.1, +, 31.7% elo% vs. random_no_suicide, avg. reward: 7.118, 3.731 sec/game, 39.4 min. total, 568.2 MB
dispersal_cartoon v8 676 games, 639845 moves, e=0.367, loss: 93.9, -, 30.5% elo% vs. random_no_suicide, avg. reward: 7.119, 3.698 sec/game, 39.4 min. total, 568.1 MB
dispersal_cartoon v8 677 games, 641245 moves, e=0.365, loss: 96.7, +, 33.3% elo% vs. random_no_suicide, avg. reward: 7.124, 3.698 sec/game, 39.5 min. total, 568.4 MB
dispersal_cartoon v8 678 games, 642859 moves, e=0.364, loss: 94.4, +, 36.0% elo% vs. random_no_suicide, avg. reward: 7.145, 3.718 sec/game, 39.5 min. total, 569.2 MB
dispersal_cartoon v8 679 games, 644310 moves, e=0.362, loss: 107.4, -, 34.5% elo% vs. random_no_suicide, avg. reward: 7.137, 3.712 sec/game, 39.6 min. total, 569.5 MB
dispersal_cartoon v8 680 games, 645873 moves, e=0.361, loss: 112.1, -, 33.1% elo% vs. random_no_suicide, avg. reward: 7.142, 3.717 sec/game, 39.7 min. total, 570.1 MB
dispersal_cartoon v8 681 games, 647421 moves, e=0.359, loss: 104.5, +, 35.9% elo% vs. random_no_suicide, avg. reward: 7.158, 3.742 sec/game, 39.7 min. total, 570.3 MB
dispersal_cartoon v8 682 games, 649081 moves, e=0.357, loss: 116.8, +, 38.6% elo% vs. random_no_suicide, avg. reward: 7.177, 3.749 sec/game, 39.8 min. total, 570.3 MB
dispersal_cartoon v8 683 games, 650712 moves, e=0.356, loss: 125.3, -, 37.0% elo% vs. random_no_suicide, avg. reward: 7.193, 3.785 sec/game, 39.9 min. total, 568.2 MB
dispersal_cartoon v8 684 games, 652164 moves, e=0.354, loss: 113.0, +, 39.7% elo% vs. random_no_suicide, avg. reward: 7.210, 3.790 sec/game, 39.9 min. total, 570.1 MB
dispersal_cartoon v8 685 games, 653636 moves, e=0.353, loss: 120.7, -, 38.0% elo% vs. random_no_suicide, avg. reward: 7.213, 3.819 sec/game, 40.0 min. total, 568.9 MB
dispersal_cartoon v8 686 games, 655251 moves, e=0.351, loss: 121.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: 7.223, 3.822 sec/game, 40.1 min. total, 570.9 MB
dispersal_cartoon v8 687 games, 656795 moves, e=0.350, loss: 125.3, +, 39.1% elo% vs. random_no_suicide, avg. reward: 7.243, 3.828 sec/game, 40.1 min. total, 571.3 MB
dispersal_cartoon v8 688 games, 658149 moves, e=0.348, loss: 115.2, -, 37.4% elo% vs. random_no_suicide, avg. reward: 7.243, 3.801 sec/game, 40.2 min. total, 569.1 MB
dispersal_cartoon v8 689 games, 659903 moves, e=0.347, loss: 120.0, +, 40.1% elo% vs. random_no_suicide, avg. reward: 7.270, 3.826 sec/game, 40.3 min. total, 571.1 MB
dispersal_cartoon v8 690 games, 661358 moves, e=0.345, loss: 110.5, +, 42.8% elo% vs. random_no_suicide, avg. reward: 7.282, 3.828 sec/game, 40.3 min. total, 573.3 MB
dispersal_cartoon v8 691 games, 662878 moves, e=0.344, loss: 135.8, +, 45.4% elo% vs. random_no_suicide, avg. reward: 7.301, 3.870 sec/game, 40.4 min. total, 573.3 MB
dispersal_cartoon v8 692 games, 664742 moves, e=0.342, loss: 141.6, +, 47.9% elo% vs. random_no_suicide, avg. reward: 7.337, 3.925 sec/game, 40.5 min. total, 574.2 MB
dispersal_cartoon v8 693 games, 666263 moves, e=0.340, loss: 143.4, -, 45.7% elo% vs. random_no_suicide, avg. reward: 7.322, 3.941 sec/game, 40.6 min. total, 574.2 MB
dispersal_cartoon v8 694 games, 667830 moves, e=0.339, loss: 134.0, +, 48.2% elo% vs. random_no_suicide, avg. reward: 7.324, 3.930 sec/game, 40.6 min. total, 574.4 MB
dispersal_cartoon v8 695 games, 669217 moves, e=0.337, loss: 134.9, +, 50.6% elo% vs. random_no_suicide, avg. reward: 7.329, 3.954 sec/game, 40.7 min. total, 576.1 MB
dispersal_cartoon v8 696 games, 670693 moves, e=0.336, loss: 137.8, +, 52.9% elo% vs. random_no_suicide, avg. reward: 7.341, 3.964 sec/game, 40.7 min. total, 578.4 MB
dispersal_cartoon v8 697 games, 672124 moves, e=0.335, loss: 136.2, -, 50.4% elo% vs. random_no_suicide, avg. reward: 7.348, 3.964 sec/game, 40.8 min. total, 576.6 MB
dispersal_cartoon v8 698 games, 673569 moves, e=0.333, loss: 124.1, +, 52.7% elo% vs. random_no_suicide, avg. reward: 7.368, 3.952 sec/game, 40.9 min. total, 576.3 MB
dispersal_cartoon v8 699 games, 675295 moves, e=0.331, loss: 116.9, +, 54.9% elo% vs. random_no_suicide, avg. reward: 7.399, 3.987 sec/game, 40.9 min. total, 576.7 MB
dispersal_cartoon v8 700 games, 676806 moves, e=0.330, loss: 124.4, -, 52.4% elo% vs. random_no_suicide, avg. reward: 7.410, 3.992 sec/game, 41.0 min. total, 578.1 MB
dispersal_cartoon v9 701 games, 678483 moves, e=0.328, loss: 128.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: 7.417, 4.010 sec/game, 41.1 min. total, 578.2 MB
dispersal_cartoon v9 702 games, 680064 moves, e=0.327, loss: 120.1, +, 50.1% elo% vs. random_no_suicide, avg. reward: 7.428, 3.977 sec/game, 41.1 min. total, 578.5 MB
dispersal_cartoon v9 703 games, 681724 moves, e=0.325, loss: 111.3, +, 52.4% elo% vs. random_no_suicide, avg. reward: 7.445, 3.953 sec/game, 41.2 min. total, 578.3 MB
dispersal_cartoon v9 704 games, 683572 moves, e=0.323, loss: 117.1, +, 54.6% elo% vs. random_no_suicide, avg. reward: 7.467, 3.986 sec/game, 41.3 min. total, 579.0 MB
dispersal_cartoon v9 705 games, 685166 moves, e=0.322, loss: 119.7, ., 54.4% elo% vs. random_no_suicide, avg. reward: 7.476, 3.997 sec/game, 41.3 min. total, 581.6 MB
dispersal_cartoon v9 706 games, 686884 moves, e=0.320, loss: 107.4, +, 56.4% elo% vs. random_no_suicide, avg. reward: 7.472, 3.999 sec/game, 41.4 min. total, 583.3 MB
dispersal_cartoon v9 707 games, 688317 moves, e=0.319, loss: 107.8, -, 53.9% elo% vs. random_no_suicide, avg. reward: 7.480, 3.977 sec/game, 41.5 min. total, 581.7 MB
dispersal_cartoon v9 708 games, 689988 moves, e=0.317, loss: 122.7, +, 56.0% elo% vs. random_no_suicide, avg. reward: 7.480, 4.013 sec/game, 41.5 min. total, 581.6 MB
dispersal_cartoon v9 709 games, 691385 moves, e=0.316, loss: 124.3, -, 53.4% elo% vs. random_no_suicide, avg. reward: 7.485, 3.963 sec/game, 41.6 min. total, 581.4 MB
dispersal_cartoon v9 710 games, 693060 moves, e=0.314, loss: 126.9, ., 53.3% elo% vs. random_no_suicide, avg. reward: 7.502, 3.986 sec/game, 41.7 min. total, 582.3 MB
dispersal_cartoon v9 711 games, 694734 moves, e=0.312, loss: 107.8, +, 55.4% elo% vs. random_no_suicide, avg. reward: 7.519, 3.995 sec/game, 41.7 min. total, 582.0 MB
dispersal_cartoon v9 712 games, 696480 moves, e=0.310, loss: 110.5, ., 55.2% elo% vs. random_no_suicide, avg. reward: 7.537, 3.972 sec/game, 41.8 min. total, 582.4 MB
dispersal_cartoon v9 713 games, 698240 moves, e=0.309, loss: 114.5, +, 57.2% elo% vs. random_no_suicide, avg. reward: 7.549, 4.001 sec/game, 41.9 min. total, 582.5 MB
dispersal_cartoon v9 714 games, 699728 moves, e=0.307, loss: 103.0, +, 59.1% elo% vs. random_no_suicide, avg. reward: 7.554, 3.995 sec/game, 41.9 min. total, 582.7 MB
dispersal_cartoon v9 715 games, 701201 moves, e=0.306, loss: 116.6, +, 60.9% elo% vs. random_no_suicide, avg. reward: 7.555, 4.016 sec/game, 42.0 min. total, 585.2 MB
dispersal_cartoon v9 716 games, 702826 moves, e=0.304, loss: 110.3, +, 62.6% elo% vs. random_no_suicide, avg. reward: 7.592, 4.028 sec/game, 42.1 min. total, 586.3 MB
dispersal_cartoon v9 717 games, 704499 moves, e=0.303, loss: 100.1, +, 64.2% elo% vs. random_no_suicide, avg. reward: 7.612, 4.078 sec/game, 42.2 min. total, 584.6 MB
dispersal_cartoon v9 718 games, 706455 moves, e=0.301, loss: 94.5, +, 65.7% elo% vs. random_no_suicide, avg. reward: 7.627, 4.199 sec/game, 42.3 min. total, 584.8 MB
dispersal_cartoon v9 719 games, 708283 moves, e=0.299, loss: 94.6, ., 65.1% elo% vs. random_no_suicide, avg. reward: 7.650, 4.230 sec/game, 42.3 min. total, 585.3 MB
dispersal_cartoon v9 720 games, 710084 moves, e=0.297, loss: 105.2, +, 66.5% elo% vs. random_no_suicide, avg. reward: 7.658, 4.278 sec/game, 42.4 min. total, 586.3 MB
dispersal_cartoon v9 721 games, 711851 moves, e=0.295, loss: 105.6, ., 65.8% elo% vs. random_no_suicide, avg. reward: 7.694, 4.302 sec/game, 42.5 min. total, 586.9 MB
dispersal_cartoon v9 722 games, 713497 moves, e=0.294, loss: 110.1, +, 67.2% elo% vs. random_no_suicide, avg. reward: 7.704, 4.306 sec/game, 42.6 min. total, 587.2 MB
dispersal_cartoon v9 723 games, 715184 moves, e=0.292, loss: 105.4, +, 68.5% elo% vs. random_no_suicide, avg. reward: 7.714, 4.314 sec/game, 42.6 min. total, 586.6 MB
dispersal_cartoon v9 724 games, 717218 moves, e=0.290, loss: 119.6, +, 69.8% elo% vs. random_no_suicide, avg. reward: 7.735, 4.331 sec/game, 42.7 min. total, 588.0 MB
dispersal_cartoon v9 725 games, 719159 moves, e=0.288, loss: 125.6, +, 70.9% elo% vs. random_no_suicide, avg. reward: 7.757, 4.372 sec/game, 42.8 min. total, 589.4 MB
dispersal_cartoon v10 726 games, 720928 moves, e=0.286, loss: 123.5, -, 45.5% elo% vs. simple_bot, avg. reward: 7.767, 4.362 sec/game, 42.9 min. total, 620.8 MB
dispersal_cartoon v10 727 games, 722708 moves, e=0.285, loss: 118.1, +, 48.0% elo% vs. simple_bot, avg. reward: 7.767, 4.416 sec/game, 42.9 min. total, 620.6 MB
dispersal_cartoon v10 728 games, 724786 moves, e=0.282, loss: 120.4, +, 50.4% elo% vs. simple_bot, avg. reward: 7.782, 4.471 sec/game, 43.0 min. total, 621.2 MB
dispersal_cartoon v10 729 games, 726470 moves, e=0.281, loss: 121.1, +, 52.7% elo% vs. simple_bot, avg. reward: 7.782, 4.513 sec/game, 43.1 min. total, 623.2 MB
