irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v54 5200 games, 6900057 moves, e=0.010, loss: 47.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.612, 3.079 sec/game, 257.2 min. total, 2114.7 MB
irritably_crown v55 5201 games, 6901330 moves, e=0.010, loss: 42.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.600, 3.067 sec/game, 257.2 min. total, 2114.7 MB
irritably_crown v55 5202 games, 6902729 moves, e=0.010, loss: 41.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.591, 3.076 sec/game, 257.3 min. total, 2114.8 MB
irritably_crown v55 5203 games, 6904218 moves, e=0.010, loss: 36.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.599, 3.086 sec/game, 257.3 min. total, 2115.7 MB
irritably_crown v55 5204 games, 6905677 moves, e=0.010, loss: 33.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.602, 3.095 sec/game, 257.4 min. total, 2116.1 MB
irritably_crown v55 5205 games, 6907104 moves, e=0.010, loss: 31.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.602, 3.096 sec/game, 257.4 min. total, 2116.5 MB
irritably_crown v55 5206 games, 6908471 moves, e=0.010, loss: 31.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.601, 3.080 sec/game, 257.5 min. total, 2116.8 MB
irritably_crown v55 5207 games, 6909839 moves, e=0.010, loss: 31.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.600, 3.082 sec/game, 257.5 min. total, 2117.1 MB
irritably_crown v55 5208 games, 6911313 moves, e=0.010, loss: 30.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.603, 3.068 sec/game, 257.6 min. total, 2117.7 MB
irritably_crown v55 5209 games, 6912659 moves, e=0.010, loss: 30.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.593, 3.052 sec/game, 257.6 min. total, 2117.5 MB
irritably_crown v55 5210 games, 6913990 moves, e=0.010, loss: 30.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.582, 3.033 sec/game, 257.7 min. total, 2117.9 MB
irritably_crown v55 5211 games, 6915377 moves, e=0.010, loss: 31.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.578, 3.026 sec/game, 257.7 min. total, 2119.6 MB
irritably_crown v55 5212 games, 6916894 moves, e=0.010, loss: 31.3, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.584, 3.023 sec/game, 257.8 min. total, 2120.3 MB
irritably_crown v55 5213 games, 6918267 moves, e=0.010, loss: 33.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.572, 3.018 sec/game, 257.8 min. total, 2121.1 MB
irritably_crown v55 5214 games, 6919534 moves, e=0.010, loss: 35.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.556, 3.007 sec/game, 257.9 min. total, 2120.8 MB
irritably_crown v55 5215 games, 6920949 moves, e=0.010, loss: 35.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.554, 3.028 sec/game, 257.9 min. total, 2121.4 MB
irritably_crown v55 5216 games, 6922350 moves, e=0.010, loss: 34.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.546, 3.051 sec/game, 258.0 min. total, 2121.8 MB
irritably_crown v55 5217 games, 6923846 moves, e=0.010, loss: 34.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.546, 3.062 sec/game, 258.1 min. total, 2122.0 MB
irritably_crown v55 5218 games, 6925232 moves, e=0.010, loss: 34.7, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.545, 3.092 sec/game, 258.1 min. total, 2121.6 MB
irritably_crown v55 5219 games, 6926488 moves, e=0.010, loss: 33.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.531, 3.048 sec/game, 258.1 min. total, 2123.5 MB
irritably_crown v55 5220 games, 6927834 moves, e=0.010, loss: 32.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.521, 3.043 sec/game, 258.2 min. total, 2123.4 MB
irritably_crown v55 5221 games, 6929213 moves, e=0.010, loss: 31.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.512, 3.053 sec/game, 258.3 min. total, 2122.6 MB
irritably_crown v55 5222 games, 6930445 moves, e=0.010, loss: 29.8, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.489, 3.046 sec/game, 258.3 min. total, 2123.2 MB
irritably_crown v55 5223 games, 6931704 moves, e=0.010, loss: 29.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.468, 3.012 sec/game, 258.3 min. total, 2123.2 MB
irritably_crown v55 5224 games, 6933009 moves, e=0.010, loss: 30.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.453, 3.010 sec/game, 258.4 min. total, 2123.8 MB
irritably_crown v55 5225 games, 6933981 moves, e=0.010, loss: 29.7, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.412, 2.963 sec/game, 258.4 min. total, 2123.4 MB
irritably_crown v55 5226 games, 6934943 moves, e=0.010, loss: 30.2, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.378, 2.923 sec/game, 258.5 min. total, 2124.3 MB
irritably_crown v55 5227 games, 6936198 moves, e=0.010, loss: 30.5, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.363, 2.921 sec/game, 258.5 min. total, 2126.0 MB
irritably_crown v55 5228 games, 6937473 moves, e=0.010, loss: 30.1, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.342, 2.913 sec/game, 258.6 min. total, 2126.4 MB
irritably_crown v55 5229 games, 6938475 moves, e=0.010, loss: 30.9, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.294, 2.873 sec/game, 258.6 min. total, 2126.2 MB
irritably_crown v55 5230 games, 6939437 moves, e=0.010, loss: 31.3, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.255, 2.843 sec/game, 258.6 min. total, 2126.2 MB
irritably_crown v55 5231 games, 6940419 moves, e=0.010, loss: 33.0, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.219, 2.805 sec/game, 258.7 min. total, 2125.8 MB
irritably_crown v55 5232 games, 6941455 moves, e=0.010, loss: 32.8, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.180, 2.759 sec/game, 258.7 min. total, 2126.2 MB
irritably_crown v55 5233 games, 6942436 moves, e=0.010, loss: 32.9, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.138, 2.726 sec/game, 258.8 min. total, 2126.9 MB
irritably_crown v55 5234 games, 6943449 moves, e=0.010, loss: 34.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.099, 2.703 sec/game, 258.8 min. total, 2126.6 MB
irritably_crown v55 5235 games, 6944437 moves, e=0.010, loss: 34.5, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.059, 2.654 sec/game, 258.8 min. total, 2126.8 MB
irritably_crown v55 5236 games, 6945401 moves, e=0.010, loss: 33.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.010, 2.602 sec/game, 258.9 min. total, 2128.0 MB
irritably_crown v55 5237 games, 6946382 moves, e=0.010, loss: 33.7, -, 14.0% elo% vs. random_no_suicide, avg. reward: -0.031, 2.543 sec/game, 258.9 min. total, 2129.0 MB
irritably_crown v55 5238 games, 6947598 moves, e=0.010, loss: 34.9, -, 13.7% elo% vs. random_no_suicide, avg. reward: -0.064, 2.528 sec/game, 258.9 min. total, 2129.4 MB
irritably_crown v55 5239 games, 6948570 moves, e=0.010, loss: 34.8, -, 13.4% elo% vs. random_no_suicide, avg. reward: -0.096, 2.494 sec/game, 259.0 min. total, 2130.2 MB
irritably_crown v55 5240 games, 6949610 moves, e=0.010, loss: 34.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: -0.128, 2.458 sec/game, 259.0 min. total, 2130.1 MB
irritably_crown v55 5241 games, 6950635 moves, e=0.010, loss: 33.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: -0.163, 2.422 sec/game, 259.1 min. total, 2130.1 MB
irritably_crown v55 5242 games, 6951682 moves, e=0.010, loss: 34.1, -, 12.6% elo% vs. random_no_suicide, avg. reward: -0.194, 2.406 sec/game, 259.1 min. total, 2130.2 MB
irritably_crown v55 5243 games, 6952655 moves, e=0.010, loss: 33.5, -, 12.4% elo% vs. random_no_suicide, avg. reward: -0.237, 2.381 sec/game, 259.1 min. total, 2130.5 MB
irritably_crown v55 5244 games, 6953656 moves, e=0.010, loss: 33.3, -, 12.1% elo% vs. random_no_suicide, avg. reward: -0.277, 2.346 sec/game, 259.2 min. total, 2130.1 MB
irritably_crown v55 5245 games, 6954623 moves, e=0.010, loss: 34.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: -0.320, 2.343 sec/game, 259.2 min. total, 2131.0 MB
irritably_crown v55 5246 games, 6955675 moves, e=0.010, loss: 34.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: -0.352, 2.358 sec/game, 259.3 min. total, 2130.8 MB
irritably_crown v55 5247 games, 6956674 moves, e=0.010, loss: 34.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: -0.386, 2.322 sec/game, 259.3 min. total, 2132.1 MB
irritably_crown v55 5248 games, 6957670 moves, e=0.010, loss: 32.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: -0.437, 2.281 sec/game, 259.3 min. total, 2133.5 MB
irritably_crown v55 5249 games, 6958799 moves, e=0.010, loss: 33.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -0.460, 2.303 sec/game, 259.4 min. total, 2133.2 MB
irritably_crown v55 5250 games, 6959846 moves, e=0.010, loss: 33.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: -0.503, 2.306 sec/game, 259.4 min. total, 2132.6 MB
irritably_crown v55 5251 games, 6960908 moves, e=0.010, loss: 32.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: -0.538, 2.317 sec/game, 259.4 min. total, 2133.3 MB
irritably_crown v55 5252 games, 6961953 moves, e=0.010, loss: 32.9, -, 10.4% elo% vs. random_no_suicide, avg. reward: -0.574, 2.316 sec/game, 259.5 min. total, 2133.5 MB
irritably_crown v55 5253 games, 6963101 moves, e=0.010, loss: 33.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: -0.609, 2.337 sec/game, 259.5 min. total, 2132.8 MB
irritably_crown v55 5254 games, 6964198 moves, e=0.010, loss: 33.1, -, 10.1% elo% vs. random_no_suicide, avg. reward: -0.644, 2.344 sec/game, 259.6 min. total, 2132.9 MB
irritably_crown v55 5255 games, 6965284 moves, e=0.010, loss: 33.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: -0.673, 2.356 sec/game, 259.6 min. total, 2133.8 MB
irritably_crown v55 5256 games, 6966244 moves, e=0.010, loss: 33.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: -0.710, 2.358 sec/game, 259.6 min. total, 2135.0 MB
irritably_crown v55 5257 games, 6967273 moves, e=0.010, loss: 32.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -0.747, 2.363 sec/game, 259.7 min. total, 2136.1 MB
irritably_crown v55 5258 games, 6968284 moves, e=0.010, loss: 31.8, -, 9.5% elo% vs. random_no_suicide, avg. reward: -0.782, 2.341 sec/game, 259.7 min. total, 2136.1 MB
irritably_crown v55 5259 games, 6969237 moves, e=0.010, loss: 32.5, -, 9.3% elo% vs. random_no_suicide, avg. reward: -0.815, 2.350 sec/game, 259.8 min. total, 2136.1 MB
irritably_crown v55 5260 games, 6970196 moves, e=0.010, loss: 32.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: -0.862, 2.339 sec/game, 259.8 min. total, 2136.1 MB
irritably_crown v55 5261 games, 6971217 moves, e=0.010, loss: 33.3, -, 9.0% elo% vs. random_no_suicide, avg. reward: -0.904, 2.344 sec/game, 259.8 min. total, 2136.5 MB
irritably_crown v55 5262 games, 6972234 moves, e=0.010, loss: 33.6, -, 8.9% elo% vs. random_no_suicide, avg. reward: -0.941, 2.331 sec/game, 259.9 min. total, 2136.7 MB
irritably_crown v55 5263 games, 6973267 moves, e=0.010, loss: 33.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: -0.977, 2.342 sec/game, 259.9 min. total, 2137.2 MB
irritably_crown v55 5264 games, 6974342 moves, e=0.010, loss: 33.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -1.009, 2.356 sec/game, 260.0 min. total, 2137.2 MB
irritably_crown v55 5265 games, 6975301 moves, e=0.010, loss: 34.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -1.052, 2.358 sec/game, 260.0 min. total, 2138.3 MB
irritably_crown v55 5266 games, 6976304 moves, e=0.010, loss: 34.0, -, 8.4% elo% vs. random_no_suicide, avg. reward: -1.094, 2.351 sec/game, 260.0 min. total, 2139.8 MB
irritably_crown v55 5267 games, 6977340 moves, e=0.010, loss: 33.8, -, 8.3% elo% vs. random_no_suicide, avg. reward: -1.133, 2.361 sec/game, 260.1 min. total, 2140.8 MB
irritably_crown v55 5268 games, 6978448 moves, e=0.010, loss: 33.8, -, 8.1% elo% vs. random_no_suicide, avg. reward: -1.173, 2.383 sec/game, 260.1 min. total, 2140.9 MB
irritably_crown v55 5269 games, 6979445 moves, e=0.010, loss: 34.2, -, 8.0% elo% vs. random_no_suicide, avg. reward: -1.215, 2.357 sec/game, 260.2 min. total, 2141.2 MB
irritably_crown v55 5270 games, 6980461 moves, e=0.010, loss: 34.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: -1.251, 2.360 sec/game, 260.2 min. total, 2141.3 MB
irritably_crown v55 5271 games, 6981535 moves, e=0.010, loss: 33.1, -, 7.8% elo% vs. random_no_suicide, avg. reward: -1.285, 2.364 sec/game, 260.2 min. total, 2141.5 MB
irritably_crown v55 5272 games, 6982656 moves, e=0.010, loss: 31.7, -, 7.7% elo% vs. random_no_suicide, avg. reward: -1.320, 2.375 sec/game, 260.3 min. total, 2141.6 MB
irritably_crown v55 5273 games, 6983656 moves, e=0.010, loss: 31.7, -, 7.6% elo% vs. random_no_suicide, avg. reward: -1.359, 2.351 sec/game, 260.3 min. total, 2142.1 MB
irritably_crown v55 5274 games, 6984787 moves, e=0.010, loss: 31.2, -, 7.5% elo% vs. random_no_suicide, avg. reward: -1.387, 2.355 sec/game, 260.4 min. total, 2142.0 MB
irritably_crown v55 5275 games, 6986148 moves, e=0.010, loss: 30.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: -1.407, 2.382 sec/game, 260.4 min. total, 2144.0 MB
irritably_crown v55 5276 games, 6987373 moves, e=0.010, loss: 30.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: -1.438, 2.412 sec/game, 260.5 min. total, 2142.9 MB
irritably_crown v55 5277 games, 6988792 moves, e=0.010, loss: 29.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: -1.443, 2.446 sec/game, 260.5 min. total, 2143.6 MB
irritably_crown v55 5278 games, 6990154 moves, e=0.010, loss: 27.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -1.448, 2.481 sec/game, 260.6 min. total, 2143.5 MB
irritably_crown v55 5279 games, 6991544 moves, e=0.010, loss: 26.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: -1.453, 2.518 sec/game, 260.6 min. total, 2143.0 MB
irritably_crown v55 5280 games, 6992924 moves, e=0.010, loss: 26.3, -, 7.0% elo% vs. random_no_suicide, avg. reward: -1.468, 2.563 sec/game, 260.7 min. total, 2143.9 MB
irritably_crown v55 5281 games, 6994313 moves, e=0.010, loss: 25.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: -1.479, 2.596 sec/game, 260.7 min. total, 2143.9 MB
irritably_crown v55 5282 games, 6995729 moves, e=0.010, loss: 25.6, -, 6.8% elo% vs. random_no_suicide, avg. reward: -1.480, 2.634 sec/game, 260.8 min. total, 2145.3 MB
irritably_crown v55 5283 games, 6997055 moves, e=0.010, loss: 24.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: -1.488, 2.666 sec/game, 260.8 min. total, 2145.9 MB
irritably_crown v55 5284 games, 6998551 moves, e=0.010, loss: 23.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: -1.491, 2.700 sec/game, 260.9 min. total, 2145.8 MB
irritably_crown v55 5285 games, 6999946 moves, e=0.010, loss: 23.6, -, 6.6% elo% vs. random_no_suicide, avg. reward: -1.500, 2.747 sec/game, 260.9 min. total, 2145.8 MB
irritably_crown v55 5286 games, 7001366 moves, e=0.010, loss: 23.1, -, 6.5% elo% vs. random_no_suicide, avg. reward: -1.497, 2.783 sec/game, 261.0 min. total, 2145.9 MB
irritably_crown v55 5287 games, 7002681 moves, e=0.010, loss: 24.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: -1.503, 2.803 sec/game, 261.0 min. total, 2145.9 MB
irritably_crown v55 5288 games, 7004179 moves, e=0.010, loss: 24.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: -1.513, 2.840 sec/game, 261.1 min. total, 2145.9 MB
irritably_crown v55 5289 games, 7005515 moves, e=0.010, loss: 24.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: -1.527, 2.875 sec/game, 261.1 min. total, 2148.4 MB
irritably_crown v55 5290 games, 7006926 moves, e=0.010, loss: 24.0, -, 6.2% elo% vs. random_no_suicide, avg. reward: -1.537, 2.909 sec/game, 261.2 min. total, 2149.1 MB
irritably_crown v55 5291 games, 7008287 moves, e=0.010, loss: 23.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: -1.534, 2.936 sec/game, 261.2 min. total, 2149.7 MB
irritably_crown v55 5292 games, 7009761 moves, e=0.010, loss: 23.9, -, 6.1% elo% vs. random_no_suicide, avg. reward: -1.534, 2.966 sec/game, 261.3 min. total, 2149.5 MB
irritably_crown v55 5293 games, 7011165 moves, e=0.010, loss: 25.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: -1.528, 3.014 sec/game, 261.3 min. total, 2150.0 MB
irritably_crown v55 5294 games, 7012691 moves, e=0.010, loss: 23.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: -1.510, 3.050 sec/game, 261.4 min. total, 2149.8 MB
irritably_crown v55 5295 games, 7014079 moves, e=0.010, loss: 23.9, -, 5.9% elo% vs. random_no_suicide, avg. reward: -1.505, 3.048 sec/game, 261.4 min. total, 2150.1 MB
irritably_crown v55 5296 games, 7015511 moves, e=0.010, loss: 23.3, -, 5.8% elo% vs. random_no_suicide, avg. reward: -1.487, 3.063 sec/game, 261.5 min. total, 2149.8 MB
irritably_crown v55 5297 games, 7016855 moves, e=0.010, loss: 23.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: -1.474, 3.065 sec/game, 261.5 min. total, 2152.2 MB
irritably_crown v55 5298 games, 7018376 moves, e=0.010, loss: 23.6, -, 5.7% elo% vs. random_no_suicide, avg. reward: -1.444, 3.077 sec/game, 261.6 min. total, 2152.5 MB
irritably_crown v55 5299 games, 7019958 moves, e=0.010, loss: 22.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: -1.436, 3.094 sec/game, 261.6 min. total, 2153.3 MB
irritably_crown v55 5300 games, 7021349 moves, e=0.010, loss: 21.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: -1.443, 3.096 sec/game, 261.7 min. total, 2153.6 MB
irritably_crown v56 5301 games, 7022939 moves, e=0.010, loss: 22.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: -1.422, 3.109 sec/game, 261.7 min. total, 2153.6 MB
irritably_crown v56 5302 games, 7024235 moves, e=0.010, loss: 22.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: -1.431, 3.102 sec/game, 261.8 min. total, 2153.6 MB
irritably_crown v56 5303 games, 7025728 moves, e=0.010, loss: 22.6, -, 43.4% elo% vs. random_no_suicide, avg. reward: -1.434, 3.117 sec/game, 261.8 min. total, 2153.7 MB
irritably_crown v56 5304 games, 7027108 moves, e=0.010, loss: 22.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: -1.445, 3.111 sec/game, 261.9 min. total, 2153.7 MB
irritably_crown v56 5305 games, 7028630 moves, e=0.010, loss: 23.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: -1.443, 3.123 sec/game, 262.0 min. total, 2154.1 MB
irritably_crown v56 5306 games, 7029912 moves, e=0.010, loss: 23.3, -, 37.9% elo% vs. random_no_suicide, avg. reward: -1.455, 3.116 sec/game, 262.0 min. total, 2155.0 MB
irritably_crown v56 5307 games, 7031321 moves, e=0.010, loss: 24.5, -, 36.3% elo% vs. random_no_suicide, avg. reward: -1.459, 3.130 sec/game, 262.1 min. total, 2154.9 MB
irritably_crown v56 5308 games, 7032710 moves, e=0.010, loss: 25.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: -1.472, 3.116 sec/game, 262.1 min. total, 2154.7 MB
irritably_crown v56 5309 games, 7034109 moves, e=0.010, loss: 25.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: -1.474, 3.117 sec/game, 262.1 min. total, 2155.5 MB
irritably_crown v56 5310 games, 7035633 moves, e=0.010, loss: 23.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: -1.466, 3.126 sec/game, 262.2 min. total, 2155.5 MB
irritably_crown v56 5311 games, 7037050 moves, e=0.010, loss: 24.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: -1.472, 3.121 sec/game, 262.3 min. total, 2156.4 MB
irritably_crown v56 5312 games, 7038333 moves, e=0.010, loss: 25.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: -1.490, 3.103 sec/game, 262.3 min. total, 2157.7 MB
irritably_crown v56 5313 games, 7039837 moves, e=0.010, loss: 25.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: -1.483, 3.119 sec/game, 262.4 min. total, 2158.4 MB
irritably_crown v56 5314 games, 7041269 moves, e=0.010, loss: 24.8, -, 27.3% elo% vs. random_no_suicide, avg. reward: -1.476, 3.108 sec/game, 262.4 min. total, 2158.6 MB
irritably_crown v56 5315 games, 7042678 moves, e=0.010, loss: 23.8, -, 26.4% elo% vs. random_no_suicide, avg. reward: -1.476, 3.109 sec/game, 262.5 min. total, 2158.7 MB
irritably_crown v56 5316 games, 7043975 moves, e=0.010, loss: 24.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: -1.479, 3.106 sec/game, 262.5 min. total, 2158.6 MB
irritably_crown v56 5317 games, 7045649 moves, e=0.010, loss: 25.2, -, 24.5% elo% vs. random_no_suicide, avg. reward: -1.467, 3.132 sec/game, 262.6 min. total, 2158.7 MB
irritably_crown v56 5318 games, 7047143 moves, e=0.010, loss: 24.7, -, 23.7% elo% vs. random_no_suicide, avg. reward: -1.464, 3.124 sec/game, 262.6 min. total, 2158.8 MB
irritably_crown v56 5319 games, 7048651 moves, e=0.010, loss: 24.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: -1.450, 3.117 sec/game, 262.7 min. total, 2159.6 MB
irritably_crown v56 5320 games, 7049945 moves, e=0.010, loss: 24.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: -1.447, 3.106 sec/game, 262.7 min. total, 2161.5 MB
irritably_crown v56 5321 games, 7051296 moves, e=0.010, loss: 23.7, -, 21.5% elo% vs. random_no_suicide, avg. reward: -1.444, 3.098 sec/game, 262.8 min. total, 2162.0 MB
