irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v38 3586 games, 4635337 moves, e=0.010, loss: 66.0, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.727, 3.040 sec/game, 173.4 min. total, 1479.4 MB
irritably_crown v38 3587 games, 4636738 moves, e=0.010, loss: 62.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.726, 3.026 sec/game, 173.4 min. total, 1481.0 MB
irritably_crown v38 3588 games, 4638244 moves, e=0.010, loss: 59.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.723, 3.049 sec/game, 173.5 min. total, 1480.7 MB
irritably_crown v38 3589 games, 4639765 moves, e=0.010, loss: 59.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.722, 3.071 sec/game, 173.5 min. total, 1480.8 MB
irritably_crown v38 3590 games, 4641140 moves, e=0.010, loss: 56.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.710, 3.063 sec/game, 173.6 min. total, 1481.0 MB
irritably_crown v38 3591 games, 4642568 moves, e=0.010, loss: 59.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.703, 3.055 sec/game, 173.6 min. total, 1481.2 MB
irritably_crown v38 3592 games, 4643876 moves, e=0.010, loss: 56.5, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.698, 3.052 sec/game, 173.7 min. total, 1481.2 MB
irritably_crown v38 3593 games, 4645088 moves, e=0.010, loss: 51.1, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.680, 3.042 sec/game, 173.7 min. total, 1481.3 MB
irritably_crown v38 3594 games, 4646359 moves, e=0.010, loss: 54.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.668, 3.029 sec/game, 173.8 min. total, 1483.0 MB
irritably_crown v38 3595 games, 4648102 moves, e=0.010, loss: 48.5, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.667, 3.066 sec/game, 173.8 min. total, 1484.0 MB
irritably_crown v38 3596 games, 4649512 moves, e=0.010, loss: 48.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.662, 3.073 sec/game, 173.9 min. total, 1484.5 MB
irritably_crown v38 3597 games, 4650819 moves, e=0.010, loss: 46.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.651, 3.062 sec/game, 173.9 min. total, 1484.2 MB
irritably_crown v38 3598 games, 4652216 moves, e=0.010, loss: 44.2, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.653, 3.070 sec/game, 174.0 min. total, 1484.7 MB
irritably_crown v38 3599 games, 4653665 moves, e=0.010, loss: 43.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.656, 3.071 sec/game, 174.0 min. total, 1485.1 MB
irritably_crown v38 3600 games, 4655097 moves, e=0.010, loss: 41.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.659, 3.083 sec/game, 174.1 min. total, 1485.1 MB
irritably_crown v39 3601 games, 4656519 moves, e=0.010, loss: 40.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.662, 3.085 sec/game, 174.1 min. total, 1485.2 MB
irritably_crown v39 3602 games, 4657938 moves, e=0.010, loss: 41.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.658, 3.099 sec/game, 174.2 min. total, 1485.6 MB
irritably_crown v39 3603 games, 4659443 moves, e=0.010, loss: 40.2, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.665, 3.101 sec/game, 174.2 min. total, 1486.9 MB
irritably_crown v39 3604 games, 4660823 moves, e=0.010, loss: 39.6, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.659, 3.094 sec/game, 174.3 min. total, 1486.6 MB
irritably_crown v39 3605 games, 4662333 moves, e=0.010, loss: 39.8, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.659, 3.107 sec/game, 174.3 min. total, 1487.5 MB
irritably_crown v39 3606 games, 4663679 moves, e=0.010, loss: 40.6, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.654, 3.096 sec/game, 174.4 min. total, 1487.5 MB
irritably_crown v39 3607 games, 4665011 moves, e=0.010, loss: 39.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.652, 3.095 sec/game, 174.4 min. total, 1487.8 MB
irritably_crown v39 3608 games, 4666357 moves, e=0.010, loss: 39.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.641, 3.059 sec/game, 174.5 min. total, 1487.6 MB
irritably_crown v39 3609 games, 4667744 moves, e=0.010, loss: 39.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.632, 3.041 sec/game, 174.5 min. total, 1488.6 MB
irritably_crown v39 3610 games, 4669311 moves, e=0.010, loss: 38.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.632, 3.061 sec/game, 174.6 min. total, 1490.9 MB
irritably_crown v39 3611 games, 4670814 moves, e=0.010, loss: 38.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.626, 3.070 sec/game, 174.7 min. total, 1490.0 MB
irritably_crown v39 3612 games, 4672381 moves, e=0.010, loss: 36.5, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.621, 3.097 sec/game, 174.7 min. total, 1490.3 MB
irritably_crown v39 3613 games, 4673872 moves, e=0.010, loss: 34.4, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.619, 3.132 sec/game, 174.8 min. total, 1490.6 MB
irritably_crown v39 3614 games, 4674985 moves, e=0.010, loss: 33.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.593, 3.120 sec/game, 174.8 min. total, 1490.2 MB
irritably_crown v39 3615 games, 4676018 moves, e=0.010, loss: 35.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.560, 3.047 sec/game, 174.8 min. total, 1490.7 MB
irritably_crown v39 3616 games, 4677107 moves, e=0.010, loss: 34.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.528, 3.008 sec/game, 174.9 min. total, 1490.3 MB
irritably_crown v39 3617 games, 4678429 moves, e=0.010, loss: 34.9, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.511, 3.020 sec/game, 174.9 min. total, 1490.6 MB
irritably_crown v39 3618 games, 4679825 moves, e=0.010, loss: 34.3, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.502, 3.014 sec/game, 175.0 min. total, 1492.6 MB
irritably_crown v39 3619 games, 4681184 moves, e=0.010, loss: 32.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.494, 3.008 sec/game, 175.0 min. total, 1493.0 MB
irritably_crown v39 3620 games, 4682852 moves, e=0.010, loss: 32.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.515, 3.025 sec/game, 175.1 min. total, 1492.7 MB
irritably_crown v39 3621 games, 4684418 moves, e=0.010, loss: 31.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.520, 3.044 sec/game, 175.2 min. total, 1492.5 MB
irritably_crown v39 3622 games, 4685765 moves, e=0.010, loss: 30.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.510, 3.032 sec/game, 175.2 min. total, 1493.0 MB
irritably_crown v39 3623 games, 4687186 moves, e=0.010, loss: 30.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.504, 3.037 sec/game, 175.3 min. total, 1493.2 MB
irritably_crown v39 3624 games, 4688637 moves, e=0.010, loss: 29.6, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.495, 3.032 sec/game, 175.3 min. total, 1492.8 MB
irritably_crown v39 3625 games, 4689977 moves, e=0.010, loss: 30.3, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.486, 3.022 sec/game, 175.4 min. total, 1494.8 MB
irritably_crown v39 3626 games, 4691312 moves, e=0.010, loss: 29.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.473, 3.029 sec/game, 175.4 min. total, 1495.0 MB
irritably_crown v39 3627 games, 4692838 moves, e=0.010, loss: 30.5, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.471, 3.043 sec/game, 175.5 min. total, 1495.2 MB
irritably_crown v39 3628 games, 4694170 moves, e=0.010, loss: 30.0, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.451, 3.053 sec/game, 175.5 min. total, 1494.7 MB
irritably_crown v39 3629 games, 4695457 moves, e=0.010, loss: 29.3, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.439, 3.044 sec/game, 175.6 min. total, 1494.7 MB
irritably_crown v39 3630 games, 4696789 moves, e=0.010, loss: 30.7, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.430, 3.022 sec/game, 175.6 min. total, 1494.7 MB
irritably_crown v39 3631 games, 4698146 moves, e=0.010, loss: 31.1, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.413, 3.010 sec/game, 175.7 min. total, 1495.8 MB
irritably_crown v39 3632 games, 4699673 moves, e=0.010, loss: 30.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.418, 3.008 sec/game, 175.7 min. total, 1497.6 MB
irritably_crown v39 3633 games, 4701025 moves, e=0.010, loss: 28.1, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.419, 2.987 sec/game, 175.8 min. total, 1499.8 MB
irritably_crown v39 3634 games, 4702318 moves, e=0.010, loss: 28.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.409, 3.006 sec/game, 175.8 min. total, 1499.7 MB
irritably_crown v39 3635 games, 4703674 moves, e=0.010, loss: 29.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.410, 3.040 sec/game, 175.9 min. total, 1499.9 MB
irritably_crown v39 3636 games, 4705154 moves, e=0.010, loss: 28.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.421, 3.087 sec/game, 175.9 min. total, 1499.8 MB
irritably_crown v39 3637 games, 4706633 moves, e=0.010, loss: 28.8, -, 14.0% elo% vs. random_no_suicide, avg. reward: 0.427, 3.092 sec/game, 176.0 min. total, 1499.9 MB
irritably_crown v39 3638 games, 4708163 moves, e=0.010, loss: 28.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: 0.432, 3.108 sec/game, 176.0 min. total, 1500.0 MB
irritably_crown v39 3639 games, 4709579 moves, e=0.010, loss: 29.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: 0.428, 3.112 sec/game, 176.1 min. total, 1500.1 MB
irritably_crown v39 3640 games, 4710908 moves, e=0.010, loss: 29.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: 0.416, 3.076 sec/game, 176.1 min. total, 1500.3 MB
irritably_crown v39 3641 games, 4712371 moves, e=0.010, loss: 29.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 0.415, 3.058 sec/game, 176.2 min. total, 1501.7 MB
irritably_crown v39 3642 games, 4713730 moves, e=0.010, loss: 30.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: 0.404, 3.069 sec/game, 176.2 min. total, 1501.7 MB
irritably_crown v39 3643 games, 4715136 moves, e=0.010, loss: 30.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: 0.396, 3.061 sec/game, 176.3 min. total, 1501.5 MB
irritably_crown v39 3644 games, 4716476 moves, e=0.010, loss: 32.4, -, 12.1% elo% vs. random_no_suicide, avg. reward: 0.391, 3.052 sec/game, 176.3 min. total, 1502.0 MB
irritably_crown v39 3645 games, 4717864 moves, e=0.010, loss: 30.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 0.382, 3.047 sec/game, 176.4 min. total, 1501.4 MB
irritably_crown v39 3646 games, 4719280 moves, e=0.010, loss: 30.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: 0.374, 3.054 sec/game, 176.4 min. total, 1502.1 MB
irritably_crown v39 3647 games, 4720647 moves, e=0.010, loss: 28.9, -, 11.4% elo% vs. random_no_suicide, avg. reward: 0.371, 3.041 sec/game, 176.5 min. total, 1502.1 MB
irritably_crown v39 3648 games, 4722155 moves, e=0.010, loss: 28.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: 0.381, 3.045 sec/game, 176.5 min. total, 1504.2 MB
irritably_crown v39 3649 games, 4723421 moves, e=0.010, loss: 28.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: 0.368, 3.041 sec/game, 176.6 min. total, 1504.2 MB
irritably_crown v39 3650 games, 4724949 moves, e=0.010, loss: 27.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: 0.361, 3.062 sec/game, 176.6 min. total, 1504.4 MB
irritably_crown v39 3651 games, 4726412 moves, e=0.010, loss: 26.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: 0.356, 3.070 sec/game, 176.7 min. total, 1504.4 MB
irritably_crown v39 3652 games, 4727816 moves, e=0.010, loss: 25.9, -, 10.4% elo% vs. random_no_suicide, avg. reward: 0.353, 3.061 sec/game, 176.7 min. total, 1505.1 MB
irritably_crown v39 3653 games, 4729240 moves, e=0.010, loss: 25.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: 0.352, 3.070 sec/game, 176.8 min. total, 1505.4 MB
irritably_crown v39 3654 games, 4730582 moves, e=0.010, loss: 25.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: 0.343, 3.070 sec/game, 176.8 min. total, 1505.0 MB
irritably_crown v39 3655 games, 4731780 moves, e=0.010, loss: 26.6, -, 9.9% elo% vs. random_no_suicide, avg. reward: 0.320, 3.057 sec/game, 176.9 min. total, 1506.0 MB
irritably_crown v39 3656 games, 4733123 moves, e=0.010, loss: 27.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: 0.316, 3.035 sec/game, 176.9 min. total, 1508.2 MB
irritably_crown v39 3657 games, 4734562 moves, e=0.010, loss: 27.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: 0.325, 3.036 sec/game, 177.0 min. total, 1507.4 MB
irritably_crown v39 3658 games, 4735828 moves, e=0.010, loss: 27.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: 0.310, 3.009 sec/game, 177.0 min. total, 1507.9 MB
irritably_crown v39 3659 games, 4737221 moves, e=0.010, loss: 27.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: 0.303, 3.010 sec/game, 177.1 min. total, 1507.5 MB
irritably_crown v39 3660 games, 4738606 moves, e=0.010, loss: 28.7, -, 9.2% elo% vs. random_no_suicide, avg. reward: 0.296, 3.019 sec/game, 177.1 min. total, 1508.0 MB
irritably_crown v39 3661 games, 4740176 moves, e=0.010, loss: 28.0, -, 9.0% elo% vs. random_no_suicide, avg. reward: 0.296, 3.023 sec/game, 177.2 min. total, 1508.6 MB
irritably_crown v39 3662 games, 4741528 moves, e=0.010, loss: 27.7, -, 8.9% elo% vs. random_no_suicide, avg. reward: 0.287, 3.019 sec/game, 177.2 min. total, 1508.6 MB
irritably_crown v39 3663 games, 4742867 moves, e=0.010, loss: 28.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: 0.270, 3.012 sec/game, 177.3 min. total, 1509.1 MB
irritably_crown v39 3664 games, 4744279 moves, e=0.010, loss: 28.0, -, 8.6% elo% vs. random_no_suicide, avg. reward: 0.268, 3.022 sec/game, 177.3 min. total, 1509.4 MB
irritably_crown v39 3665 games, 4745609 moves, e=0.010, loss: 28.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: 0.259, 3.022 sec/game, 177.4 min. total, 1510.0 MB
irritably_crown v39 3666 games, 4746976 moves, e=0.010, loss: 28.4, -, 8.4% elo% vs. random_no_suicide, avg. reward: 0.251, 3.010 sec/game, 177.4 min. total, 1510.1 MB
irritably_crown v39 3667 games, 4748465 moves, e=0.010, loss: 27.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: 0.249, 3.024 sec/game, 177.5 min. total, 1510.3 MB
irritably_crown v39 3668 games, 4750166 moves, e=0.010, loss: 27.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: 0.254, 3.048 sec/game, 177.5 min. total, 1510.2 MB
irritably_crown v39 3669 games, 4751322 moves, e=0.010, loss: 27.0, -, 8.0% elo% vs. random_no_suicide, avg. reward: 0.235, 3.044 sec/game, 177.6 min. total, 1509.8 MB
irritably_crown v39 3670 games, 4752864 moves, e=0.010, loss: 27.4, -, 7.9% elo% vs. random_no_suicide, avg. reward: 0.226, 3.052 sec/game, 177.6 min. total, 1511.7 MB
irritably_crown v39 3671 games, 4753899 moves, e=0.010, loss: 27.5, -, 7.8% elo% vs. random_no_suicide, avg. reward: 0.182, 3.002 sec/game, 177.7 min. total, 1513.4 MB
irritably_crown v39 3672 games, 4755052 moves, e=0.010, loss: 27.8, -, 7.7% elo% vs. random_no_suicide, avg. reward: 0.164, 2.981 sec/game, 177.7 min. total, 1513.2 MB
irritably_crown v39 3673 games, 4756682 moves, e=0.010, loss: 28.0, -, 7.6% elo% vs. random_no_suicide, avg. reward: 0.183, 3.008 sec/game, 177.8 min. total, 1512.6 MB
irritably_crown v39 3674 games, 4758177 moves, e=0.010, loss: 27.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: 0.181, 3.024 sec/game, 177.8 min. total, 1513.3 MB
irritably_crown v39 3675 games, 4759626 moves, e=0.010, loss: 27.0, -, 7.4% elo% vs. random_no_suicide, avg. reward: 0.179, 3.040 sec/game, 177.9 min. total, 1512.5 MB
irritably_crown v39 3676 games, 4760979 moves, e=0.010, loss: 26.4, -, 7.3% elo% vs. random_no_suicide, avg. reward: 0.175, 3.047 sec/game, 177.9 min. total, 1513.0 MB
irritably_crown v39 3677 games, 4762474 moves, e=0.010, loss: 27.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.177, 3.044 sec/game, 178.0 min. total, 1513.6 MB
irritably_crown v39 3678 games, 4763871 moves, e=0.010, loss: 26.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.174, 3.055 sec/game, 178.0 min. total, 1515.0 MB
irritably_crown v39 3679 games, 4765140 moves, e=0.010, loss: 25.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: 0.153, 3.044 sec/game, 178.1 min. total, 1515.4 MB
irritably_crown v39 3680 games, 4766461 moves, e=0.010, loss: 25.8, -, 7.0% elo% vs. random_no_suicide, avg. reward: 0.141, 3.034 sec/game, 178.1 min. total, 1515.9 MB
irritably_crown v39 3681 games, 4767822 moves, e=0.010, loss: 27.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: 0.134, 3.028 sec/game, 178.2 min. total, 1516.0 MB
irritably_crown v39 3682 games, 4769647 moves, e=0.010, loss: 26.6, -, 6.8% elo% vs. random_no_suicide, avg. reward: 0.140, 3.066 sec/game, 178.3 min. total, 1516.5 MB
irritably_crown v39 3683 games, 4771069 moves, e=0.010, loss: 26.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.126, 3.080 sec/game, 178.3 min. total, 1516.8 MB
irritably_crown v39 3684 games, 4772399 moves, e=0.010, loss: 27.7, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.105, 3.077 sec/game, 178.4 min. total, 1517.2 MB
irritably_crown v39 3685 games, 4773679 moves, e=0.010, loss: 25.7, -, 6.6% elo% vs. random_no_suicide, avg. reward: 0.082, 3.066 sec/game, 178.4 min. total, 1517.4 MB
irritably_crown v39 3686 games, 4775067 moves, e=0.010, loss: 25.0, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.067, 3.083 sec/game, 178.5 min. total, 1517.5 MB
irritably_crown v39 3687 games, 4776285 moves, e=0.010, loss: 25.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.045, 3.049 sec/game, 178.5 min. total, 1518.8 MB
irritably_crown v39 3688 games, 4777664 moves, e=0.010, loss: 24.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.030, 3.027 sec/game, 178.5 min. total, 1518.4 MB
irritably_crown v39 3689 games, 4779059 moves, e=0.010, loss: 25.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.018, 3.044 sec/game, 178.6 min. total, 1519.3 MB
irritably_crown v39 3690 games, 4780391 moves, e=0.010, loss: 25.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.013, 3.018 sec/game, 178.6 min. total, 1519.5 MB
irritably_crown v39 3691 games, 4781956 moves, e=0.010, loss: 26.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.011, 3.074 sec/game, 178.7 min. total, 1519.8 MB
irritably_crown v39 3692 games, 4783382 moves, e=0.010, loss: 25.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.021, 3.099 sec/game, 178.8 min. total, 1520.3 MB
irritably_crown v39 3693 games, 4784936 moves, e=0.010, loss: 24.5, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.045, 3.085 sec/game, 178.8 min. total, 1522.2 MB
irritably_crown v39 3694 games, 4786484 moves, e=0.010, loss: 24.3, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.067, 3.102 sec/game, 178.9 min. total, 1522.2 MB
irritably_crown v39 3695 games, 4787924 moves, e=0.010, loss: 24.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.069, 3.102 sec/game, 178.9 min. total, 1522.3 MB
irritably_crown v39 3696 games, 4789344 moves, e=0.010, loss: 25.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.071, 3.104 sec/game, 179.0 min. total, 1522.4 MB
irritably_crown v39 3697 games, 4790856 moves, e=0.010, loss: 28.6, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.090, 3.118 sec/game, 179.0 min. total, 1521.9 MB
irritably_crown v39 3698 games, 4792197 moves, e=0.010, loss: 32.8, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.090, 3.117 sec/game, 179.1 min. total, 1522.4 MB
irritably_crown v39 3699 games, 4793588 moves, e=0.010, loss: 35.8, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.082, 3.124 sec/game, 179.1 min. total, 1522.2 MB
irritably_crown v39 3700 games, 4795070 moves, e=0.010, loss: 40.7, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.088, 3.146 sec/game, 179.2 min. total, 1523.6 MB
irritably_crown v40 3701 games, 4796483 moves, e=0.010, loss: 45.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.088, 3.145 sec/game, 179.2 min. total, 1524.2 MB
irritably_crown v40 3702 games, 4797892 moves, e=0.010, loss: 46.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.081, 3.111 sec/game, 179.3 min. total, 1524.9 MB
irritably_crown v40 3703 games, 4799338 moves, e=0.010, loss: 47.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.072, 3.108 sec/game, 179.3 min. total, 1525.1 MB
irritably_crown v40 3704 games, 4800684 moves, e=0.010, loss: 52.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.074, 3.110 sec/game, 179.4 min. total, 1525.4 MB
irritably_crown v40 3705 games, 4802185 moves, e=0.010, loss: 50.9, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.077, 3.133 sec/game, 179.4 min. total, 1525.3 MB
irritably_crown v40 3706 games, 4803608 moves, e=0.010, loss: 49.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.087, 3.125 sec/game, 179.5 min. total, 1525.9 MB
irritably_crown v40 3707 games, 4805017 moves, e=0.010, loss: 48.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.094, 3.142 sec/game, 179.5 min. total, 1526.8 MB
irritably_crown v40 3708 games, 4806506 moves, e=0.010, loss: 47.9, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.107, 3.140 sec/game, 179.6 min. total, 1528.4 MB
irritably_crown v40 3709 games, 4807976 moves, e=0.010, loss: 47.1, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.115, 3.153 sec/game, 179.7 min. total, 1528.5 MB
irritably_crown v40 3710 games, 4809349 moves, e=0.010, loss: 47.3, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.107, 3.159 sec/game, 179.7 min. total, 1528.1 MB
irritably_crown v40 3711 games, 4810692 moves, e=0.010, loss: 46.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.101, 3.128 sec/game, 179.7 min. total, 1528.6 MB
irritably_crown v40 3712 games, 4812043 moves, e=0.010, loss: 45.7, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.089, 3.124 sec/game, 179.8 min. total, 1528.2 MB
irritably_crown v40 3713 games, 4813378 moves, e=0.010, loss: 43.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.077, 3.106 sec/game, 179.8 min. total, 1528.5 MB
irritably_crown v40 3714 games, 4814675 moves, e=0.010, loss: 43.6, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.095, 3.066 sec/game, 179.9 min. total, 1528.9 MB
irritably_crown v40 3715 games, 4816100 moves, e=0.010, loss: 39.8, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.127, 3.066 sec/game, 179.9 min. total, 1530.4 MB
irritably_crown v40 3716 games, 4817457 moves, e=0.010, loss: 35.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.148, 3.067 sec/game, 180.0 min. total, 1530.3 MB
irritably_crown v40 3717 games, 4818822 moves, e=0.010, loss: 33.3, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.160, 3.048 sec/game, 180.0 min. total, 1531.1 MB
irritably_crown v40 3718 games, 4820246 moves, e=0.010, loss: 31.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.165, 3.055 sec/game, 180.1 min. total, 1531.1 MB
irritably_crown v40 3719 games, 4821699 moves, e=0.010, loss: 31.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.177, 3.062 sec/game, 180.2 min. total, 1531.1 MB
irritably_crown v40 3720 games, 4823060 moves, e=0.010, loss: 30.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.153, 3.052 sec/game, 180.2 min. total, 1530.7 MB
irritably_crown v40 3721 games, 4824445 moves, e=0.010, loss: 30.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.144, 3.038 sec/game, 180.2 min. total, 1531.3 MB
irritably_crown v40 3722 games, 4825950 moves, e=0.010, loss: 30.1, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.161, 3.044 sec/game, 180.3 min. total, 1532.5 MB
irritably_crown v40 3723 games, 4827380 moves, e=0.010, loss: 30.9, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.173, 3.041 sec/game, 180.4 min. total, 1533.8 MB
irritably_crown v40 3724 games, 4828763 moves, e=0.010, loss: 30.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.169, 3.047 sec/game, 180.4 min. total, 1533.6 MB
irritably_crown v40 3725 games, 4830026 moves, e=0.010, loss: 29.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.166, 3.023 sec/game, 180.5 min. total, 1533.7 MB
irritably_crown v40 3726 games, 4831368 moves, e=0.010, loss: 33.2, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.168, 3.019 sec/game, 180.5 min. total, 1533.8 MB
irritably_crown v40 3727 games, 4832585 moves, e=0.010, loss: 34.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.149, 2.999 sec/game, 180.5 min. total, 1534.6 MB
irritably_crown v40 3728 games, 4833903 moves, e=0.010, loss: 34.9, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.149, 2.992 sec/game, 180.6 min. total, 1533.8 MB
irritably_crown v40 3729 games, 4835297 moves, e=0.010, loss: 33.8, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.161, 2.977 sec/game, 180.6 min. total, 1535.0 MB
irritably_crown v40 3730 games, 4836624 moves, e=0.010, loss: 32.6, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.160, 2.980 sec/game, 180.7 min. total, 1536.2 MB
