italicize_pushiness v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.3 MB
italicize_pushiness v6 307 games, 237071 moves, e=0.765, loss: 253.1, +, 48.7% elo% vs. v3, avg. reward: -1.598, 2.125 sec/game, 8.6 min. total, 580.3 MB
italicize_pushiness v6 308 games, 237987 moves, e=0.764, loss: 273.8, +, 51.1% elo% vs. v3, avg. reward: -1.551, 2.163 sec/game, 8.6 min. total, 580.3 MB
italicize_pushiness v6 309 games, 238818 moves, e=0.764, loss: 266.2, +, 53.3% elo% vs. v3, avg. reward: -1.530, 2.171 sec/game, 8.7 min. total, 580.2 MB
italicize_pushiness v6 310 games, 239737 moves, e=0.763, loss: 250.6, -, 50.9% elo% vs. v3, avg. reward: -1.570, 2.181 sec/game, 8.7 min. total, 580.3 MB
italicize_pushiness v6 311 games, 240626 moves, e=0.762, loss: 247.9, -, 48.5% elo% vs. v3, avg. reward: -1.544, 2.182 sec/game, 8.7 min. total, 580.3 MB
italicize_pushiness v6 312 games, 241589 moves, e=0.761, loss: 251.7, +, 50.9% elo% vs. v3, avg. reward: -1.604, 2.195 sec/game, 8.8 min. total, 582.5 MB
italicize_pushiness v6 313 games, 242486 moves, e=0.760, loss: 240.6, -, 48.6% elo% vs. v3, avg. reward: -1.560, 2.196 sec/game, 8.8 min. total, 580.2 MB
italicize_pushiness v6 314 games, 243492 moves, e=0.759, loss: 214.0, -, 46.3% elo% vs. v3, avg. reward: -1.538, 2.225 sec/game, 8.9 min. total, 581.7 MB
italicize_pushiness v6 315 games, 244315 moves, e=0.758, loss: 211.5, -, 44.2% elo% vs. v3, avg. reward: -1.506, 2.202 sec/game, 8.9 min. total, 583.5 MB
italicize_pushiness v6 316 games, 245251 moves, e=0.757, loss: 238.1, -, 42.2% elo% vs. v3, avg. reward: -1.482, 2.221 sec/game, 8.9 min. total, 583.6 MB
italicize_pushiness v6 317 games, 246131 moves, e=0.756, loss: 240.6, -, 40.3% elo% vs. v3, avg. reward: -1.317, 2.207 sec/game, 9.0 min. total, 583.0 MB
italicize_pushiness v6 318 games, 246969 moves, e=0.756, loss: 271.2, +, 43.0% elo% vs. v3, avg. reward: -1.284, 2.206 sec/game, 9.0 min. total, 583.4 MB
italicize_pushiness v6 319 games, 247912 moves, e=0.755, loss: 263.8, +, 45.6% elo% vs. v3, avg. reward: -1.291, 2.206 sec/game, 9.0 min. total, 583.8 MB
italicize_pushiness v6 320 games, 248753 moves, e=0.754, loss: 243.7, -, 43.5% elo% vs. v3, avg. reward: -1.313, 2.202 sec/game, 9.1 min. total, 584.1 MB
italicize_pushiness v6 321 games, 249611 moves, e=0.753, loss: 268.9, -, 41.6% elo% vs. v3, avg. reward: -1.404, 2.196 sec/game, 9.1 min. total, 584.1 MB
italicize_pushiness v6 322 games, 250466 moves, e=0.752, loss: 262.3, -, 39.7% elo% vs. v3, avg. reward: -1.377, 2.182 sec/game, 9.1 min. total, 584.0 MB
italicize_pushiness v6 323 games, 251204 moves, e=0.751, loss: 281.9, -, 38.0% elo% vs. v3, avg. reward: -1.377, 2.169 sec/game, 9.2 min. total, 585.1 MB
italicize_pushiness v6 324 games, 252076 moves, e=0.750, loss: 304.5, -, 36.4% elo% vs. v3, avg. reward: -1.350, 2.166 sec/game, 9.2 min. total, 586.5 MB
italicize_pushiness v6 325 games, 253042 moves, e=0.749, loss: 314.0, -, 34.8% elo% vs. v3, avg. reward: -1.339, 2.183 sec/game, 9.3 min. total, 586.5 MB
italicize_pushiness v6 326 games, 253853 moves, e=0.749, loss: 319.4, -, 33.4% elo% vs. v3, avg. reward: -1.323, 2.183 sec/game, 9.3 min. total, 586.4 MB
italicize_pushiness v6 327 games, 254737 moves, e=0.748, loss: 316.8, -, 32.0% elo% vs. v3, avg. reward: -1.283, 2.168 sec/game, 9.3 min. total, 586.3 MB
italicize_pushiness v6 328 games, 255621 moves, e=0.747, loss: 340.3, -, 30.8% elo% vs. v3, avg. reward: -1.180, 2.146 sec/game, 9.4 min. total, 586.7 MB
italicize_pushiness v6 329 games, 256633 moves, e=0.746, loss: 350.3, +, 33.5% elo% vs. v3, avg. reward: -1.179, 2.156 sec/game, 9.4 min. total, 586.7 MB
italicize_pushiness v6 330 games, 257454 moves, e=0.745, loss: 338.2, ., 34.2% elo% vs. v3, avg. reward: -1.037, 2.148 sec/game, 9.4 min. total, 586.8 MB
italicize_pushiness v6 331 games, 258379 moves, e=0.744, loss: 347.9, -, 32.8% elo% vs. v3, avg. reward: -1.018, 2.151 sec/game, 9.5 min. total, 586.7 MB
italicize_pushiness v6 332 games, 259294 moves, e=0.743, loss: 368.8, +, 35.6% elo% vs. v3, avg. reward: -1.039, 2.140 sec/game, 9.5 min. total, 587.9 MB
italicize_pushiness v6 333 games, 260209 moves, e=0.742, loss: 347.7, -, 34.1% elo% vs. v3, avg. reward: -1.018, 2.144 sec/game, 9.5 min. total, 589.4 MB
italicize_pushiness v6 334 games, 261026 moves, e=0.742, loss: 333.5, -, 32.7% elo% vs. v3, avg. reward: -0.974, 2.132 sec/game, 9.6 min. total, 589.7 MB
italicize_pushiness v6 335 games, 262016 moves, e=0.741, loss: 345.2, -, 31.4% elo% vs. v3, avg. reward: -0.928, 2.155 sec/game, 9.6 min. total, 590.1 MB
italicize_pushiness v6 336 games, 262888 moves, e=0.740, loss: 347.4, -, 30.2% elo% vs. v3, avg. reward: -0.892, 2.125 sec/game, 9.6 min. total, 590.2 MB
italicize_pushiness v6 337 games, 263755 moves, e=0.739, loss: 338.2, ., 30.9% elo% vs. v3, avg. reward: -0.904, 2.138 sec/game, 9.7 min. total, 589.1 MB
italicize_pushiness v6 338 games, 264588 moves, e=0.738, loss: 348.1, -, 29.7% elo% vs. v3, avg. reward: -0.889, 2.135 sec/game, 9.7 min. total, 589.7 MB
italicize_pushiness v6 339 games, 265406 moves, e=0.737, loss: 373.2, +, 32.5% elo% vs. v3, avg. reward: -0.924, 2.122 sec/game, 9.8 min. total, 589.6 MB
italicize_pushiness v6 340 games, 266439 moves, e=0.736, loss: 371.0, -, 31.2% elo% vs. v3, avg. reward: -0.885, 2.137 sec/game, 9.8 min. total, 589.8 MB
italicize_pushiness v6 341 games, 267383 moves, e=0.735, loss: 368.0, ., 32.0% elo% vs. v3, avg. reward: -0.898, 2.140 sec/game, 9.8 min. total, 590.9 MB
italicize_pushiness v6 342 games, 268269 moves, e=0.734, loss: 323.6, -, 30.7% elo% vs. v3, avg. reward: -0.888, 2.153 sec/game, 9.9 min. total, 592.1 MB
italicize_pushiness v6 343 games, 269230 moves, e=0.733, loss: 336.2, -, 29.5% elo% vs. v3, avg. reward: -0.908, 2.187 sec/game, 9.9 min. total, 592.5 MB
italicize_pushiness v6 344 games, 270134 moves, e=0.733, loss: 348.5, -, 28.4% elo% vs. v3, avg. reward: -0.907, 2.194 sec/game, 9.9 min. total, 592.0 MB
italicize_pushiness v6 345 games, 271039 moves, e=0.732, loss: 318.9, -, 27.3% elo% vs. v3, avg. reward: -0.824, 2.197 sec/game, 10.0 min. total, 592.1 MB
italicize_pushiness v6 346 games, 271854 moves, e=0.731, loss: 332.2, +, 30.1% elo% vs. v3, avg. reward: -0.876, 2.188 sec/game, 10.0 min. total, 594.7 MB
italicize_pushiness v6 347 games, 272872 moves, e=0.730, loss: 356.7, -, 28.9% elo% vs. v3, avg. reward: -0.879, 2.204 sec/game, 10.1 min. total, 592.8 MB
italicize_pushiness v6 348 games, 273855 moves, e=0.729, loss: 319.9, +, 31.7% elo% vs. v3, avg. reward: -0.882, 2.218 sec/game, 10.1 min. total, 592.9 MB
italicize_pushiness v6 349 games, 274786 moves, e=0.728, loss: 358.8, +, 34.5% elo% vs. v3, avg. reward: -0.860, 2.216 sec/game, 10.1 min. total, 594.6 MB
italicize_pushiness v6 350 games, 275555 moves, e=0.727, loss: 346.5, -, 33.0% elo% vs. v3, avg. reward: -0.870, 2.203 sec/game, 10.2 min. total, 596.2 MB
italicize_pushiness v6 351 games, 276378 moves, e=0.726, loss: 337.0, -, 31.7% elo% vs. v3, avg. reward: -0.875, 2.200 sec/game, 10.2 min. total, 597.1 MB
italicize_pushiness v6 352 games, 277308 moves, e=0.725, loss: 330.2, -, 30.5% elo% vs. v3, avg. reward: -0.889, 2.198 sec/game, 10.2 min. total, 599.1 MB
italicize_pushiness v6 353 games, 278180 moves, e=0.725, loss: 327.1, +, 33.2% elo% vs. v3, avg. reward: -0.881, 2.190 sec/game, 10.3 min. total, 601.1 MB
italicize_pushiness v6 354 games, 279054 moves, e=0.724, loss: 308.5, +, 36.0% elo% vs. v3, avg. reward: -0.834, 2.186 sec/game, 10.3 min. total, 599.2 MB
italicize_pushiness v6 355 games, 279848 moves, e=0.723, loss: 318.3, +, 38.8% elo% vs. v3, avg. reward: -0.792, 2.162 sec/game, 10.3 min. total, 597.4 MB
italicize_pushiness v6 356 games, 280636 moves, e=0.722, loss: 295.8, +, 41.5% elo% vs. v3, avg. reward: -0.792, 2.159 sec/game, 10.4 min. total, 597.3 MB
italicize_pushiness v6 357 games, 281393 moves, e=0.721, loss: 293.5, +, 44.1% elo% vs. v3, avg. reward: -0.749, 2.146 sec/game, 10.4 min. total, 598.2 MB
italicize_pushiness v6 358 games, 282478 moves, e=0.720, loss: 298.7, -, 42.1% elo% vs. v3, avg. reward: -0.756, 2.164 sec/game, 10.4 min. total, 599.3 MB
italicize_pushiness v6 359 games, 283343 moves, e=0.719, loss: 302.0, -, 40.3% elo% vs. v3, avg. reward: -0.772, 2.185 sec/game, 10.5 min. total, 600.0 MB
italicize_pushiness v6 360 games, 284236 moves, e=0.719, loss: 323.5, -, 38.5% elo% vs. v3, avg. reward: -0.781, 2.184 sec/game, 10.5 min. total, 599.6 MB
italicize_pushiness v6 361 games, 285262 moves, e=0.718, loss: 353.5, -, 36.8% elo% vs. v3, avg. reward: -0.789, 2.197 sec/game, 10.6 min. total, 600.3 MB
italicize_pushiness v6 362 games, 286191 moves, e=0.717, loss: 333.9, -, 35.3% elo% vs. v3, avg. reward: -0.760, 2.203 sec/game, 10.6 min. total, 600.2 MB
italicize_pushiness v6 363 games, 287214 moves, e=0.716, loss: 308.2, -, 33.8% elo% vs. v3, avg. reward: -0.759, 2.203 sec/game, 10.6 min. total, 600.2 MB
italicize_pushiness v6 364 games, 288106 moves, e=0.715, loss: 326.7, -, 32.4% elo% vs. v3, avg. reward: -0.711, 2.196 sec/game, 10.7 min. total, 600.2 MB
italicize_pushiness v6 365 games, 288961 moves, e=0.714, loss: 318.0, +, 35.2% elo% vs. v3, avg. reward: -0.705, 2.191 sec/game, 10.7 min. total, 601.0 MB
italicize_pushiness v6 366 games, 289871 moves, e=0.713, loss: 314.5, -, 33.7% elo% vs. v3, avg. reward: -0.703, 2.205 sec/game, 10.7 min. total, 600.7 MB
italicize_pushiness v6 367 games, 290771 moves, e=0.712, loss: 328.7, -, 32.4% elo% vs. v3, avg. reward: -0.678, 2.190 sec/game, 10.8 min. total, 602.6 MB
italicize_pushiness v6 368 games, 291744 moves, e=0.711, loss: 327.3, -, 31.1% elo% vs. v3, avg. reward: -0.681, 2.196 sec/game, 10.8 min. total, 602.9 MB
italicize_pushiness v6 369 games, 292805 moves, e=0.710, loss: 341.2, +, 33.8% elo% vs. v3, avg. reward: -0.655, 2.211 sec/game, 10.9 min. total, 603.2 MB
italicize_pushiness v6 370 games, 293732 moves, e=0.709, loss: 307.3, ., 34.5% elo% vs. v3, avg. reward: -0.666, 2.228 sec/game, 10.9 min. total, 603.4 MB
italicize_pushiness v6 371 games, 294561 moves, e=0.708, loss: 326.1, -, 33.1% elo% vs. v3, avg. reward: -0.635, 2.229 sec/game, 10.9 min. total, 603.1 MB
italicize_pushiness v6 372 games, 295533 moves, e=0.707, loss: 308.0, +, 35.9% elo% vs. v3, avg. reward: -0.596, 2.234 sec/game, 11.0 min. total, 602.7 MB
italicize_pushiness v6 373 games, 296580 moves, e=0.706, loss: 322.3, -, 34.4% elo% vs. v3, avg. reward: -0.586, 2.264 sec/game, 11.0 min. total, 603.3 MB
italicize_pushiness v6 374 games, 297691 moves, e=0.705, loss: 306.7, -, 33.0% elo% vs. v3, avg. reward: -0.549, 2.285 sec/game, 11.1 min. total, 603.9 MB
italicize_pushiness v6 375 games, 298620 moves, e=0.704, loss: 318.1, +, 35.7% elo% vs. v3, avg. reward: -0.427, 2.300 sec/game, 11.1 min. total, 606.0 MB
italicize_pushiness v6 376 games, 299654 moves, e=0.703, loss: 319.3, ., 36.3% elo% vs. v3, avg. reward: -0.333, 2.340 sec/game, 11.1 min. total, 606.5 MB
italicize_pushiness v6 377 games, 300619 moves, e=0.702, loss: 326.6, -, 34.8% elo% vs. v3, avg. reward: -0.311, 2.358 sec/game, 11.2 min. total, 606.9 MB
italicize_pushiness v6 378 games, 301525 moves, e=0.701, loss: 321.0, +, 37.6% elo% vs. v3, avg. reward: -0.321, 2.344 sec/game, 11.2 min. total, 607.1 MB
italicize_pushiness v6 379 games, 302414 moves, e=0.701, loss: 321.8, -, 36.0% elo% vs. v3, avg. reward: -0.300, 2.337 sec/game, 11.3 min. total, 607.2 MB
italicize_pushiness v6 380 games, 303268 moves, e=0.700, loss: 324.9, +, 38.7% elo% vs. v3, avg. reward: -0.232, 2.324 sec/game, 11.3 min. total, 609.3 MB
italicize_pushiness v6 381 games, 304185 moves, e=0.699, loss: 371.1, -, 37.1% elo% vs. v3, avg. reward: -0.259, 2.311 sec/game, 11.3 min. total, 607.2 MB
italicize_pushiness v6 382 games, 305062 moves, e=0.698, loss: 384.8, +, 39.8% elo% vs. v3, avg. reward: -0.222, 2.305 sec/game, 11.4 min. total, 607.2 MB
italicize_pushiness v6 383 games, 305974 moves, e=0.697, loss: 365.9, ., 40.3% elo% vs. v3, avg. reward: -0.203, 2.290 sec/game, 11.4 min. total, 608.4 MB
italicize_pushiness v6 384 games, 306871 moves, e=0.696, loss: 371.2, +, 42.9% elo% vs. v3, avg. reward: -0.121, 2.294 sec/game, 11.4 min. total, 610.8 MB
italicize_pushiness v6 385 games, 307868 moves, e=0.695, loss: 360.9, +, 45.5% elo% vs. v3, avg. reward: -0.020, 2.319 sec/game, 11.5 min. total, 612.4 MB
italicize_pushiness v6 386 games, 308776 moves, e=0.694, loss: 380.3, -, 43.4% elo% vs. v3, avg. reward: 0.025, 2.318 sec/game, 11.5 min. total, 610.1 MB
italicize_pushiness v6 387 games, 309605 moves, e=0.693, loss: 400.1, -, 41.5% elo% vs. v3, avg. reward: -0.005, 2.307 sec/game, 11.6 min. total, 610.8 MB
italicize_pushiness v6 388 games, 310432 moves, e=0.693, loss: 403.3, -, 39.6% elo% vs. v3, avg. reward: 0.048, 2.293 sec/game, 11.6 min. total, 610.1 MB
italicize_pushiness v6 389 games, 311371 moves, e=0.692, loss: 425.6, -, 37.9% elo% vs. v3, avg. reward: 0.033, 2.277 sec/game, 11.6 min. total, 610.7 MB
italicize_pushiness v6 390 games, 312186 moves, e=0.691, loss: 404.9, +, 40.6% elo% vs. v3, avg. reward: 0.042, 2.258 sec/game, 11.7 min. total, 610.1 MB
italicize_pushiness v6 391 games, 313136 moves, e=0.690, loss: 403.4, -, 38.8% elo% vs. v3, avg. reward: 0.104, 2.263 sec/game, 11.7 min. total, 610.7 MB
italicize_pushiness v6 392 games, 313961 moves, e=0.689, loss: 424.2, +, 41.6% elo% vs. v3, avg. reward: 0.117, 2.242 sec/game, 11.7 min. total, 612.6 MB
italicize_pushiness v6 393 games, 314893 moves, e=0.688, loss: 388.6, +, 44.2% elo% vs. v3, avg. reward: 0.112, 2.225 sec/game, 11.8 min. total, 614.7 MB
italicize_pushiness v6 394 games, 315736 moves, e=0.687, loss: 375.4, +, 46.7% elo% vs. v3, avg. reward: 0.049, 2.267 sec/game, 11.8 min. total, 613.0 MB
italicize_pushiness v6 395 games, 316620 moves, e=0.687, loss: 382.2, +, 49.2% elo% vs. v3, avg. reward: -0.000, 2.730 sec/game, 12.0 min. total, 613.1 MB
italicize_pushiness v6 396 games, 317479 moves, e=0.686, loss: 406.0, -, 46.9% elo% vs. v3, avg. reward: 0.029, 2.736 sec/game, 12.1 min. total, 613.3 MB
italicize_pushiness v6 397 games, 318463 moves, e=0.685, loss: 382.9, -, 44.8% elo% vs. v3, avg. reward: 0.013, 2.747 sec/game, 12.1 min. total, 613.4 MB
italicize_pushiness v6 398 games, 319402 moves, e=0.684, loss: 360.3, -, 42.8% elo% vs. v3, avg. reward: 0.003, 2.823 sec/game, 12.2 min. total, 612.8 MB
italicize_pushiness v6 399 games, 320349 moves, e=0.683, loss: 343.2, -, 40.8% elo% vs. v3, avg. reward: 0.014, 15.013 sec/game, 16.3 min. total, 613.7 MB
italicize_pushiness v6 400 games, 321458 moves, e=0.682, loss: 312.4, -, 39.0% elo% vs. v3, avg. reward: 0.031, 15.050 sec/game, 16.3 min. total, 615.8 MB
italicize_pushiness v7 401 games, 322545 moves, e=0.681, loss: 307.1, -, 47.7% elo% vs. v3, avg. reward: 0.001, 15.121 sec/game, 16.4 min. total, 607.8 MB
italicize_pushiness v7 402 games, 323428 moves, e=0.680, loss: 340.1, -, 45.5% elo% vs. v3, avg. reward: 0.047, 15.150 sec/game, 16.4 min. total, 607.7 MB
italicize_pushiness v7 403 games, 324323 moves, e=0.679, loss: 348.4, -, 43.4% elo% vs. v3, avg. reward: 0.058, 15.175 sec/game, 16.5 min. total, 607.5 MB
italicize_pushiness v7 404 games, 325271 moves, e=0.678, loss: 326.7, +, 46.0% elo% vs. v3, avg. reward: 0.103, 15.211 sec/game, 16.5 min. total, 607.6 MB
italicize_pushiness v7 405 games, 326216 moves, e=0.677, loss: 336.4, +, 48.5% elo% vs. v3, avg. reward: 0.109, 15.199 sec/game, 16.6 min. total, 607.6 MB
italicize_pushiness v7 406 games, 327061 moves, e=0.676, loss: 327.9, -, 46.3% elo% vs. v3, avg. reward: 0.101, 15.218 sec/game, 16.6 min. total, 607.2 MB
italicize_pushiness v7 407 games, 327863 moves, e=0.675, loss: 325.8, -, 44.2% elo% vs. v3, avg. reward: 0.121, 15.234 sec/game, 16.6 min. total, 607.2 MB
italicize_pushiness v7 408 games, 328817 moves, e=0.674, loss: 324.9, -, 42.2% elo% vs. v3, avg. reward: 0.139, 15.245 sec/game, 16.7 min. total, 607.6 MB
italicize_pushiness v7 409 games, 329750 moves, e=0.674, loss: 335.5, -, 40.3% elo% vs. v3, avg. reward: 0.192, 15.273 sec/game, 16.7 min. total, 608.0 MB
italicize_pushiness v7 410 games, 330655 moves, e=0.673, loss: 308.6, -, 38.5% elo% vs. v3, avg. reward: 0.179, 15.307 sec/game, 16.8 min. total, 609.6 MB
italicize_pushiness v7 411 games, 331544 moves, e=0.672, loss: 333.6, +, 41.2% elo% vs. v3, avg. reward: 0.175, 15.322 sec/game, 16.8 min. total, 610.3 MB
italicize_pushiness v7 412 games, 332412 moves, e=0.671, loss: 326.5, -, 39.4% elo% vs. v3, avg. reward: 0.168, 15.355 sec/game, 16.8 min. total, 610.4 MB
italicize_pushiness v7 413 games, 333406 moves, e=0.670, loss: 374.3, +, 42.1% elo% vs. v3, avg. reward: 0.161, 15.382 sec/game, 16.9 min. total, 610.5 MB
italicize_pushiness v7 414 games, 334367 moves, e=0.669, loss: 343.1, +, 44.7% elo% vs. v3, avg. reward: 0.166, 15.352 sec/game, 16.9 min. total, 610.5 MB
italicize_pushiness v7 415 games, 335330 moves, e=0.668, loss: 347.9, +, 47.2% elo% vs. v3, avg. reward: 0.172, 14.906 sec/game, 17.0 min. total, 610.5 MB
italicize_pushiness v7 416 games, 336433 moves, e=0.667, loss: 318.5, +, 49.7% elo% vs. v3, avg. reward: 0.159, 14.925 sec/game, 17.0 min. total, 610.9 MB
italicize_pushiness v7 417 games, 337277 moves, e=0.666, loss: 364.3, +, 52.0% elo% vs. v3, avg. reward: -0.035, 14.913 sec/game, 17.1 min. total, 612.5 MB
italicize_pushiness v7 418 games, 338252 moves, e=0.665, loss: 347.3, +, 54.2% elo% vs. v3, avg. reward: -0.028, 14.928 sec/game, 17.1 min. total, 616.9 MB
italicize_pushiness v7 419 games, 339238 moves, e=0.664, loss: 342.5, ., 54.0% elo% vs. v3, avg. reward: -0.044, 2.778 sec/game, 17.2 min. total, 614.9 MB
italicize_pushiness v7 420 games, 340247 moves, e=0.663, loss: 352.4, +, 56.1% elo% vs. v3, avg. reward: -0.038, 2.764 sec/game, 17.2 min. total, 617.0 MB
italicize_pushiness v7 421 games, 341269 moves, e=0.662, loss: 336.3, +, 58.1% elo% vs. v3, avg. reward: 0.011, 2.704 sec/game, 17.3 min. total, 615.1 MB
italicize_pushiness v7 422 games, 342340 moves, e=0.661, loss: 308.4, +, 59.9% elo% vs. v3, avg. reward: -0.051, 2.729 sec/game, 17.3 min. total, 617.4 MB
italicize_pushiness v7 423 games, 343369 moves, e=0.660, loss: 298.5, +, 61.7% elo% vs. v3, avg. reward: -0.011, 2.718 sec/game, 17.4 min. total, 615.5 MB
italicize_pushiness v7 424 games, 344330 moves, e=0.659, loss: 320.4, +, 63.4% elo% vs. v3, avg. reward: 0.004, 2.695 sec/game, 17.4 min. total, 615.8 MB
italicize_pushiness v7 425 games, 345205 moves, e=0.658, loss: 302.3, -, 60.6% elo% vs. v3, avg. reward: -0.045, 2.674 sec/game, 17.4 min. total, 616.5 MB
italicize_pushiness v7 426 games, 346033 moves, e=0.657, loss: 314.4, +, 62.3% elo% vs. v3, avg. reward: -0.042, 2.653 sec/game, 17.5 min. total, 617.4 MB
italicize_pushiness v7 427 games, 347115 moves, e=0.656, loss: 329.6, +, 63.9% elo% vs. v3, avg. reward: 0.013, 2.668 sec/game, 17.5 min. total, 619.6 MB
italicize_pushiness v7 428 games, 348135 moves, e=0.655, loss: 322.1, -, 61.2% elo% vs. v3, avg. reward: -0.046, 2.663 sec/game, 17.6 min. total, 617.0 MB
italicize_pushiness v7 429 games, 349068 moves, e=0.654, loss: 308.9, +, 62.9% elo% vs. v3, avg. reward: -0.047, 2.649 sec/game, 17.6 min. total, 617.7 MB
italicize_pushiness v7 430 games, 350091 moves, e=0.653, loss: 328.9, -, 60.1% elo% vs. v3, avg. reward: -0.150, 2.669 sec/game, 17.7 min. total, 618.2 MB
italicize_pushiness v7 431 games, 351054 moves, e=0.652, loss: 314.8, -, 57.4% elo% vs. v3, avg. reward: -0.146, 2.650 sec/game, 17.7 min. total, 618.2 MB
italicize_pushiness v7 432 games, 352183 moves, e=0.651, loss: 314.8, -, 54.8% elo% vs. v3, avg. reward: -0.057, 2.659 sec/game, 17.7 min. total, 618.3 MB
italicize_pushiness v7 433 games, 353098 moves, e=0.650, loss: 294.7, -, 52.3% elo% vs. v3, avg. reward: -0.099, 2.624 sec/game, 17.8 min. total, 620.1 MB
italicize_pushiness v7 434 games, 353995 moves, e=0.650, loss: 321.9, -, 49.9% elo% vs. v3, avg. reward: -0.103, 2.596 sec/game, 17.8 min. total, 621.0 MB
italicize_pushiness v7 435 games, 354904 moves, e=0.649, loss: 314.2, -, 47.6% elo% vs. v3, avg. reward: -0.099, 2.575 sec/game, 17.8 min. total, 620.7 MB
italicize_pushiness v7 436 games, 355871 moves, e=0.648, loss: 302.4, +, 50.0% elo% vs. v3, avg. reward: -0.011, 2.542 sec/game, 17.9 min. total, 621.2 MB
italicize_pushiness v7 437 games, 356756 moves, e=0.647, loss: 312.7, -, 47.7% elo% vs. v3, avg. reward: -0.015, 2.542 sec/game, 17.9 min. total, 621.0 MB
italicize_pushiness v7 438 games, 357758 moves, e=0.646, loss: 313.9, -, 45.5% elo% vs. v3, avg. reward: 0.020, 2.451 sec/game, 18.0 min. total, 621.3 MB
italicize_pushiness v7 439 games, 358738 moves, e=0.645, loss: 302.0, -, 43.5% elo% vs. v3, avg. reward: 0.031, 2.457 sec/game, 18.0 min. total, 621.2 MB
italicize_pushiness v7 440 games, 359807 moves, e=0.644, loss: 307.5, +, 46.0% elo% vs. v3, avg. reward: 0.073, 2.466 sec/game, 18.1 min. total, 622.1 MB
italicize_pushiness v7 441 games, 360961 moves, e=0.643, loss: 309.8, -, 43.9% elo% vs. v3, avg. reward: 0.133, 2.497 sec/game, 18.1 min. total, 623.4 MB
italicize_pushiness v7 442 games, 361908 moves, e=0.642, loss: 281.0, -, 42.0% elo% vs. v3, avg. reward: 0.144, 2.445 sec/game, 18.1 min. total, 624.9 MB
italicize_pushiness v7 443 games, 362939 moves, e=0.641, loss: 306.1, -, 40.1% elo% vs. v3, avg. reward: 0.210, 2.439 sec/game, 18.2 min. total, 625.3 MB
italicize_pushiness v7 444 games, 363932 moves, e=0.640, loss: 320.8, +, 42.8% elo% vs. v3, avg. reward: 0.231, 2.441 sec/game, 18.2 min. total, 624.9 MB
italicize_pushiness v7 445 games, 365080 moves, e=0.639, loss: 381.1, +, 45.4% elo% vs. v3, avg. reward: 0.195, 2.478 sec/game, 18.3 min. total, 625.8 MB
italicize_pushiness v7 446 games, 366105 moves, e=0.638, loss: 371.3, ., 45.6% elo% vs. v3, avg. reward: 0.222, 2.491 sec/game, 18.3 min. total, 625.8 MB
italicize_pushiness v7 447 games, 367177 moves, e=0.636, loss: 379.1, -, 43.5% elo% vs. v3, avg. reward: 0.239, 2.487 sec/game, 18.4 min. total, 626.1 MB
italicize_pushiness v7 448 games, 368172 moves, e=0.636, loss: 348.1, -, 41.5% elo% vs. v3, avg. reward: 0.230, 2.492 sec/game, 18.4 min. total, 626.2 MB
italicize_pushiness v7 449 games, 369068 moves, e=0.635, loss: 354.1, -, 39.7% elo% vs. v3, avg. reward: 0.289, 2.479 sec/game, 18.4 min. total, 627.0 MB
italicize_pushiness v7 450 games, 370192 moves, e=0.634, loss: 332.9, -, 38.0% elo% vs. v3, avg. reward: 0.496, 2.474 sec/game, 18.5 min. total, 627.6 MB
italicize_pushiness v7 451 games, 371147 moves, e=0.633, loss: 368.4, -, 36.3% elo% vs. v3, avg. reward: 0.576, 2.473 sec/game, 18.5 min. total, 628.3 MB
italicize_pushiness v7 452 games, 372249 moves, e=0.631, loss: 397.2, -, 34.8% elo% vs. v3, avg. reward: 0.657, 2.476 sec/game, 18.6 min. total, 628.7 MB
italicize_pushiness v7 453 games, 373183 moves, e=0.631, loss: 388.7, -, 33.4% elo% vs. v3, avg. reward: 0.657, 2.478 sec/game, 18.6 min. total, 628.7 MB
italicize_pushiness v7 454 games, 374145 moves, e=0.630, loss: 392.5, -, 32.0% elo% vs. v3, avg. reward: 0.652, 2.493 sec/game, 18.6 min. total, 628.7 MB
italicize_pushiness v7 455 games, 375094 moves, e=0.629, loss: 421.6, -, 30.7% elo% vs. v3, avg. reward: 0.619, 2.499 sec/game, 18.7 min. total, 628.2 MB
italicize_pushiness v7 456 games, 376000 moves, e=0.628, loss: 431.9, +, 33.5% elo% vs. v3, avg. reward: 0.646, 2.485 sec/game, 18.7 min. total, 628.7 MB
italicize_pushiness v7 457 games, 376953 moves, e=0.627, loss: 430.6, -, 32.2% elo% vs. v3, avg. reward: 0.593, 2.487 sec/game, 18.7 min. total, 629.8 MB
italicize_pushiness v7 458 games, 377987 moves, e=0.626, loss: 406.1, +, 34.9% elo% vs. v3, avg. reward: 0.634, 2.509 sec/game, 18.8 min. total, 633.0 MB
italicize_pushiness v7 459 games, 379070 moves, e=0.625, loss: 406.4, -, 33.5% elo% vs. v3, avg. reward: 0.644, 2.482 sec/game, 18.8 min. total, 632.3 MB
italicize_pushiness v7 460 games, 380178 moves, e=0.624, loss: 411.3, -, 32.1% elo% vs. v3, avg. reward: 0.727, 2.477 sec/game, 18.9 min. total, 632.2 MB
