agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v9 577 games, 504919 moves, e=0.500, loss: 11.6, -, 8.0% elo% vs. simple_bot, avg. reward: -7.598, 2.341 sec/game, 14.5 min. total, 486.8 MB
agreeable_scroll v9 578 games, 506052 moves, e=0.499, loss: 11.8, ., 8.6% elo% vs. simple_bot, avg. reward: -7.592, 2.288 sec/game, 14.5 min. total, 486.8 MB
agreeable_scroll v9 579 games, 507129 moves, e=0.498, loss: 11.5, -, 8.5% elo% vs. simple_bot, avg. reward: -7.582, 2.238 sec/game, 14.5 min. total, 486.4 MB
agreeable_scroll v9 580 games, 508161 moves, e=0.497, loss: 11.7, ., 9.1% elo% vs. simple_bot, avg. reward: -7.580, 2.239 sec/game, 14.6 min. total, 486.4 MB
agreeable_scroll v9 581 games, 509398 moves, e=0.496, loss: 11.6, -, 8.9% elo% vs. simple_bot, avg. reward: -7.542, 2.216 sec/game, 14.6 min. total, 487.0 MB
agreeable_scroll v9 582 games, 510596 moves, e=0.495, loss: 11.3, -, 8.8% elo% vs. simple_bot, avg. reward: -7.525, 2.259 sec/game, 14.7 min. total, 486.6 MB
agreeable_scroll v9 583 games, 511811 moves, e=0.493, loss: 12.0, -, 8.7% elo% vs. simple_bot, avg. reward: -7.499, 2.273 sec/game, 14.7 min. total, 486.6 MB
agreeable_scroll v9 584 games, 512968 moves, e=0.492, loss: 12.3, -, 8.5% elo% vs. simple_bot, avg. reward: -7.475, 2.243 sec/game, 14.8 min. total, 487.0 MB
agreeable_scroll v9 585 games, 514108 moves, e=0.491, loss: 12.3, +, 10.0% elo% vs. simple_bot, avg. reward: -7.453, 2.257 sec/game, 14.8 min. total, 489.1 MB
agreeable_scroll v9 586 games, 515233 moves, e=0.490, loss: 13.3, -, 9.8% elo% vs. simple_bot, avg. reward: -7.443, 2.279 sec/game, 14.8 min. total, 487.2 MB
agreeable_scroll v9 587 games, 516464 moves, e=0.489, loss: 12.9, -, 9.6% elo% vs. simple_bot, avg. reward: -7.440, 2.308 sec/game, 14.9 min. total, 488.6 MB
agreeable_scroll v9 588 games, 517590 moves, e=0.488, loss: 12.7, -, 9.5% elo% vs. simple_bot, avg. reward: -7.422, 2.316 sec/game, 14.9 min. total, 490.2 MB
agreeable_scroll v9 589 games, 518830 moves, e=0.486, loss: 12.6, -, 9.3% elo% vs. simple_bot, avg. reward: -7.397, 2.350 sec/game, 15.0 min. total, 490.3 MB
agreeable_scroll v9 590 games, 520141 moves, e=0.485, loss: 12.5, +, 10.8% elo% vs. simple_bot, avg. reward: -7.374, 2.378 sec/game, 15.0 min. total, 492.1 MB
agreeable_scroll v9 591 games, 521442 moves, e=0.484, loss: 13.0, -, 10.6% elo% vs. simple_bot, avg. reward: -7.350, 2.385 sec/game, 15.0 min. total, 490.4 MB
agreeable_scroll v9 592 games, 522519 moves, e=0.483, loss: 11.8, -, 10.5% elo% vs. simple_bot, avg. reward: -7.341, 2.373 sec/game, 15.1 min. total, 490.5 MB
agreeable_scroll v9 593 games, 523705 moves, e=0.482, loss: 12.7, -, 10.3% elo% vs. simple_bot, avg. reward: -7.319, 2.368 sec/game, 15.1 min. total, 491.9 MB
agreeable_scroll v9 594 games, 524833 moves, e=0.480, loss: 12.4, -, 10.1% elo% vs. simple_bot, avg. reward: -7.315, 2.397 sec/game, 15.2 min. total, 490.2 MB
agreeable_scroll v9 595 games, 526011 moves, e=0.479, loss: 12.0, -, 9.9% elo% vs. simple_bot, avg. reward: -7.310, 2.395 sec/game, 15.2 min. total, 491.8 MB
agreeable_scroll v9 596 games, 527123 moves, e=0.478, loss: 12.3, -, 9.8% elo% vs. simple_bot, avg. reward: -7.290, 2.369 sec/game, 15.2 min. total, 491.6 MB
agreeable_scroll v9 597 games, 528123 moves, e=0.477, loss: 13.1, -, 9.6% elo% vs. simple_bot, avg. reward: -7.292, 2.338 sec/game, 15.3 min. total, 494.0 MB
agreeable_scroll v9 598 games, 529437 moves, e=0.476, loss: 11.8, -, 9.5% elo% vs. simple_bot, avg. reward: -7.266, 2.353 sec/game, 15.3 min. total, 493.1 MB
agreeable_scroll v9 599 games, 530809 moves, e=0.474, loss: 11.9, -, 9.3% elo% vs. simple_bot, avg. reward: -7.233, 2.386 sec/game, 15.3 min. total, 493.2 MB
agreeable_scroll v9 600 games, 532007 moves, e=0.473, loss: 10.7, -, 9.2% elo% vs. simple_bot, avg. reward: -7.223, 2.359 sec/game, 15.4 min. total, 492.3 MB
agreeable_scroll v10 601 games, 533340 moves, e=0.472, loss: 11.3, -, 47.7% elo% vs. simple_bot, avg. reward: -7.200, 2.371 sec/game, 15.4 min. total, 492.7 MB
agreeable_scroll v10 602 games, 534440 moves, e=0.471, loss: 11.6, -, 45.5% elo% vs. simple_bot, avg. reward: -7.203, 2.346 sec/game, 15.5 min. total, 492.9 MB
agreeable_scroll v10 603 games, 535940 moves, e=0.469, loss: 11.9, -, 43.4% elo% vs. simple_bot, avg. reward: -7.177, 2.371 sec/game, 15.5 min. total, 494.3 MB
agreeable_scroll v10 604 games, 537055 moves, e=0.468, loss: 11.6, -, 41.5% elo% vs. simple_bot, avg. reward: -7.164, 2.357 sec/game, 15.5 min. total, 495.7 MB
agreeable_scroll v10 605 games, 538141 moves, e=0.467, loss: 11.7, -, 39.6% elo% vs. simple_bot, avg. reward: -7.142, 2.365 sec/game, 15.6 min. total, 495.7 MB
agreeable_scroll v10 606 games, 539437 moves, e=0.466, loss: 11.1, -, 37.9% elo% vs. simple_bot, avg. reward: -7.120, 2.373 sec/game, 15.6 min. total, 495.7 MB
agreeable_scroll v10 607 games, 540686 moves, e=0.465, loss: 11.6, -, 36.3% elo% vs. simple_bot, avg. reward: -7.090, 2.356 sec/game, 15.7 min. total, 495.7 MB
agreeable_scroll v10 608 games, 541908 moves, e=0.464, loss: 11.9, -, 34.8% elo% vs. simple_bot, avg. reward: -7.074, 2.336 sec/game, 15.7 min. total, 495.9 MB
agreeable_scroll v10 609 games, 543094 moves, e=0.462, loss: 12.0, +, 37.5% elo% vs. simple_bot, avg. reward: -7.066, 2.312 sec/game, 15.7 min. total, 497.6 MB
agreeable_scroll v10 610 games, 544245 moves, e=0.461, loss: 11.7, -, 35.9% elo% vs. simple_bot, avg. reward: -7.050, 2.287 sec/game, 15.8 min. total, 498.6 MB
agreeable_scroll v10 611 games, 545604 moves, e=0.460, loss: 11.5, -, 34.4% elo% vs. simple_bot, avg. reward: -7.023, 2.317 sec/game, 15.8 min. total, 499.6 MB
agreeable_scroll v10 612 games, 546848 moves, e=0.459, loss: 11.4, -, 33.0% elo% vs. simple_bot, avg. reward: -7.008, 2.338 sec/game, 15.9 min. total, 498.8 MB
agreeable_scroll v10 613 games, 548102 moves, e=0.457, loss: 11.6, +, 35.8% elo% vs. simple_bot, avg. reward: -6.993, 2.354 sec/game, 15.9 min. total, 497.5 MB
agreeable_scroll v10 614 games, 549258 moves, e=0.456, loss: 12.1, -, 34.3% elo% vs. simple_bot, avg. reward: -6.978, 2.340 sec/game, 15.9 min. total, 497.5 MB
agreeable_scroll v10 615 games, 550534 moves, e=0.455, loss: 11.8, -, 32.9% elo% vs. simple_bot, avg. reward: -6.948, 2.358 sec/game, 16.0 min. total, 498.0 MB
agreeable_scroll v10 616 games, 551785 moves, e=0.454, loss: 10.6, -, 31.5% elo% vs. simple_bot, avg. reward: -6.933, 2.357 sec/game, 16.0 min. total, 498.1 MB
agreeable_scroll v10 617 games, 552933 moves, e=0.453, loss: 10.8, -, 30.3% elo% vs. simple_bot, avg. reward: -6.914, 2.387 sec/game, 16.0 min. total, 497.7 MB
agreeable_scroll v10 618 games, 554103 moves, e=0.451, loss: 11.3, -, 29.1% elo% vs. simple_bot, avg. reward: -6.909, 2.390 sec/game, 16.1 min. total, 498.9 MB
agreeable_scroll v10 619 games, 555248 moves, e=0.450, loss: 10.9, -, 28.0% elo% vs. simple_bot, avg. reward: -6.901, 2.371 sec/game, 16.1 min. total, 498.0 MB
agreeable_scroll v10 620 games, 556382 moves, e=0.449, loss: 12.1, -, 27.0% elo% vs. simple_bot, avg. reward: -6.884, 2.361 sec/game, 16.2 min. total, 499.8 MB
agreeable_scroll v10 621 games, 557536 moves, e=0.448, loss: 12.6, -, 26.0% elo% vs. simple_bot, avg. reward: -6.880, 2.317 sec/game, 16.2 min. total, 498.1 MB
agreeable_scroll v10 622 games, 558703 moves, e=0.447, loss: 13.5, -, 25.1% elo% vs. simple_bot, avg. reward: -6.873, 2.309 sec/game, 16.2 min. total, 497.7 MB
agreeable_scroll v10 623 games, 559869 moves, e=0.446, loss: 14.0, -, 24.3% elo% vs. simple_bot, avg. reward: -6.864, 2.256 sec/game, 16.3 min. total, 497.7 MB
agreeable_scroll v10 624 games, 560885 moves, e=0.445, loss: 14.7, -, 23.5% elo% vs. simple_bot, avg. reward: -6.860, 2.244 sec/game, 16.3 min. total, 500.4 MB
agreeable_scroll v10 625 games, 561959 moves, e=0.444, loss: 14.9, -, 22.7% elo% vs. simple_bot, avg. reward: -6.861, 2.221 sec/game, 16.3 min. total, 499.9 MB
agreeable_scroll v10 626 games, 563102 moves, e=0.443, loss: 15.1, -, 22.0% elo% vs. simple_bot, avg. reward: -6.855, 2.208 sec/game, 16.4 min. total, 499.9 MB
agreeable_scroll v10 627 games, 564230 moves, e=0.441, loss: 15.6, -, 21.3% elo% vs. simple_bot, avg. reward: -6.860, 2.204 sec/game, 16.4 min. total, 499.9 MB
agreeable_scroll v10 628 games, 565456 moves, e=0.440, loss: 14.7, -, 20.6% elo% vs. simple_bot, avg. reward: -6.839, 2.222 sec/game, 16.4 min. total, 502.1 MB
agreeable_scroll v10 629 games, 566648 moves, e=0.439, loss: 14.3, ., 21.5% elo% vs. simple_bot, avg. reward: -6.821, 2.222 sec/game, 16.5 min. total, 500.7 MB
agreeable_scroll v10 630 games, 567767 moves, e=0.438, loss: 13.3, -, 20.9% elo% vs. simple_bot, avg. reward: -6.807, 2.216 sec/game, 16.5 min. total, 500.9 MB
agreeable_scroll v10 631 games, 568951 moves, e=0.437, loss: 12.9, -, 20.2% elo% vs. simple_bot, avg. reward: -6.803, 2.181 sec/game, 16.5 min. total, 501.6 MB
agreeable_scroll v10 632 games, 570121 moves, e=0.436, loss: 13.4, -, 19.6% elo% vs. simple_bot, avg. reward: -6.788, 2.172 sec/game, 16.6 min. total, 502.8 MB
agreeable_scroll v10 633 games, 571186 moves, e=0.435, loss: 13.1, -, 19.1% elo% vs. simple_bot, avg. reward: -6.800, 2.183 sec/game, 16.6 min. total, 503.9 MB
agreeable_scroll v10 634 games, 572488 moves, e=0.433, loss: 12.9, -, 18.5% elo% vs. simple_bot, avg. reward: -6.797, 2.196 sec/game, 16.7 min. total, 504.1 MB
agreeable_scroll v10 635 games, 573766 moves, e=0.432, loss: 12.2, -, 18.0% elo% vs. simple_bot, avg. reward: -6.777, 2.216 sec/game, 16.7 min. total, 505.1 MB
agreeable_scroll v10 636 games, 574809 moves, e=0.431, loss: 12.2, -, 17.5% elo% vs. simple_bot, avg. reward: -6.767, 2.223 sec/game, 16.8 min. total, 503.0 MB
agreeable_scroll v10 637 games, 575839 moves, e=0.430, loss: 12.5, -, 17.1% elo% vs. simple_bot, avg. reward: -6.765, 2.236 sec/game, 16.8 min. total, 503.4 MB
agreeable_scroll v10 638 games, 576955 moves, e=0.429, loss: 13.1, -, 16.6% elo% vs. simple_bot, avg. reward: -6.754, 2.252 sec/game, 16.8 min. total, 505.5 MB
agreeable_scroll v10 639 games, 578132 moves, e=0.428, loss: 12.0, -, 16.2% elo% vs. simple_bot, avg. reward: -6.728, 2.294 sec/game, 16.9 min. total, 504.1 MB
agreeable_scroll v10 640 games, 579514 moves, e=0.426, loss: 11.9, -, 15.8% elo% vs. simple_bot, avg. reward: -6.710, 2.337 sec/game, 16.9 min. total, 503.8 MB
agreeable_scroll v10 641 games, 580607 moves, e=0.425, loss: 11.9, -, 15.4% elo% vs. simple_bot, avg. reward: -6.721, 2.347 sec/game, 17.0 min. total, 505.4 MB
agreeable_scroll v10 642 games, 581755 moves, e=0.424, loss: 11.6, -, 15.1% elo% vs. simple_bot, avg. reward: -6.722, 2.367 sec/game, 17.0 min. total, 505.4 MB
agreeable_scroll v10 643 games, 582955 moves, e=0.423, loss: 11.3, +, 17.2% elo% vs. simple_bot, avg. reward: -6.723, 2.377 sec/game, 17.1 min. total, 504.6 MB
agreeable_scroll v10 644 games, 584273 moves, e=0.422, loss: 12.0, ., 18.1% elo% vs. simple_bot, avg. reward: -6.719, 2.413 sec/game, 17.1 min. total, 505.6 MB
agreeable_scroll v10 645 games, 585670 moves, e=0.420, loss: 10.4, -, 17.6% elo% vs. simple_bot, avg. reward: -6.687, 2.465 sec/game, 17.1 min. total, 504.3 MB
agreeable_scroll v10 646 games, 586975 moves, e=0.419, loss: 10.8, +, 19.9% elo% vs. simple_bot, avg. reward: -6.660, 2.499 sec/game, 17.2 min. total, 505.7 MB
agreeable_scroll v10 647 games, 588161 moves, e=0.418, loss: 10.7, -, 19.3% elo% vs. simple_bot, avg. reward: -6.646, 2.508 sec/game, 17.2 min. total, 507.9 MB
agreeable_scroll v10 648 games, 589544 moves, e=0.416, loss: 11.0, -, 18.8% elo% vs. simple_bot, avg. reward: -6.640, 2.511 sec/game, 17.3 min. total, 507.2 MB
agreeable_scroll v10 649 games, 590669 moves, e=0.415, loss: 10.9, -, 18.2% elo% vs. simple_bot, avg. reward: -6.630, 2.501 sec/game, 17.3 min. total, 507.2 MB
agreeable_scroll v10 650 games, 592091 moves, e=0.414, loss: 11.4, -, 17.7% elo% vs. simple_bot, avg. reward: -6.597, 2.524 sec/game, 17.4 min. total, 506.4 MB
agreeable_scroll v10 651 games, 593306 moves, e=0.413, loss: 11.7, +, 20.1% elo% vs. simple_bot, avg. reward: -6.564, 2.539 sec/game, 17.4 min. total, 506.6 MB
agreeable_scroll v10 652 games, 594491 moves, e=0.411, loss: 12.1, +, 22.5% elo% vs. simple_bot, avg. reward: -6.556, 2.543 sec/game, 17.4 min. total, 506.9 MB
agreeable_scroll v10 653 games, 595635 moves, e=0.410, loss: 12.8, -, 21.8% elo% vs. simple_bot, avg. reward: -6.559, 2.541 sec/game, 17.5 min. total, 508.0 MB
agreeable_scroll v10 654 games, 596842 moves, e=0.409, loss: 13.2, -, 21.1% elo% vs. simple_bot, avg. reward: -6.546, 2.549 sec/game, 17.5 min. total, 508.5 MB
agreeable_scroll v10 655 games, 598038 moves, e=0.408, loss: 13.2, -, 20.5% elo% vs. simple_bot, avg. reward: -6.546, 2.534 sec/game, 17.6 min. total, 507.5 MB
agreeable_scroll v10 656 games, 599161 moves, e=0.407, loss: 12.8, -, 19.9% elo% vs. simple_bot, avg. reward: -6.545, 2.543 sec/game, 17.6 min. total, 504.4 MB
agreeable_scroll v10 657 games, 600358 moves, e=0.406, loss: 12.9, -, 19.3% elo% vs. simple_bot, avg. reward: -6.526, 2.533 sec/game, 17.6 min. total, 506.4 MB
agreeable_scroll v10 658 games, 601627 moves, e=0.404, loss: 11.9, -, 18.8% elo% vs. simple_bot, avg. reward: -6.507, 2.510 sec/game, 17.7 min. total, 505.5 MB
agreeable_scroll v10 659 games, 602798 moves, e=0.403, loss: 12.5, -, 18.2% elo% vs. simple_bot, avg. reward: -6.495, 2.461 sec/game, 17.7 min. total, 506.4 MB
agreeable_scroll v10 660 games, 603901 moves, e=0.402, loss: 12.9, -, 17.7% elo% vs. simple_bot, avg. reward: -6.495, 2.407 sec/game, 17.7 min. total, 505.6 MB
agreeable_scroll v10 661 games, 605225 moves, e=0.401, loss: 12.0, -, 17.3% elo% vs. simple_bot, avg. reward: -6.479, 2.419 sec/game, 17.8 min. total, 508.1 MB
agreeable_scroll v10 662 games, 606409 moves, e=0.400, loss: 13.1, -, 16.8% elo% vs. simple_bot, avg. reward: -6.458, 2.407 sec/game, 17.8 min. total, 506.4 MB
agreeable_scroll v10 663 games, 607737 moves, e=0.398, loss: 12.4, -, 16.4% elo% vs. simple_bot, avg. reward: -6.434, 2.424 sec/game, 17.9 min. total, 507.8 MB
agreeable_scroll v10 664 games, 608938 moves, e=0.397, loss: 12.6, -, 16.0% elo% vs. simple_bot, avg. reward: -6.435, 2.429 sec/game, 17.9 min. total, 507.0 MB
agreeable_scroll v10 665 games, 610282 moves, e=0.396, loss: 12.1, -, 15.6% elo% vs. simple_bot, avg. reward: -6.411, 2.392 sec/game, 17.9 min. total, 508.7 MB
agreeable_scroll v10 666 games, 611504 moves, e=0.395, loss: 12.8, -, 15.2% elo% vs. simple_bot, avg. reward: -6.393, 2.355 sec/game, 18.0 min. total, 506.6 MB
agreeable_scroll v10 667 games, 612962 moves, e=0.393, loss: 11.8, -, 14.9% elo% vs. simple_bot, avg. reward: -6.368, 2.369 sec/game, 18.0 min. total, 507.5 MB
agreeable_scroll v10 668 games, 614307 moves, e=0.392, loss: 11.6, -, 14.5% elo% vs. simple_bot, avg. reward: -6.349, 2.373 sec/game, 18.1 min. total, 507.6 MB
agreeable_scroll v10 669 games, 615395 moves, e=0.391, loss: 11.6, -, 14.2% elo% vs. simple_bot, avg. reward: -6.353, 2.367 sec/game, 18.1 min. total, 508.6 MB
agreeable_scroll v10 670 games, 616631 moves, e=0.390, loss: 11.1, -, 13.9% elo% vs. simple_bot, avg. reward: -6.341, 2.365 sec/game, 18.1 min. total, 509.7 MB
agreeable_scroll v10 671 games, 617866 moves, e=0.388, loss: 11.3, -, 13.6% elo% vs. simple_bot, avg. reward: -6.328, 2.358 sec/game, 18.2 min. total, 508.9 MB
agreeable_scroll v10 672 games, 619146 moves, e=0.387, loss: 11.0, -, 13.3% elo% vs. simple_bot, avg. reward: -6.294, 2.354 sec/game, 18.2 min. total, 509.8 MB
agreeable_scroll v10 673 games, 620406 moves, e=0.386, loss: 11.4, -, 13.0% elo% vs. simple_bot, avg. reward: -6.276, 2.334 sec/game, 18.3 min. total, 508.6 MB
agreeable_scroll v10 674 games, 621576 moves, e=0.385, loss: 11.8, -, 12.7% elo% vs. simple_bot, avg. reward: -6.276, 2.309 sec/game, 18.3 min. total, 511.0 MB
agreeable_scroll v10 675 games, 623042 moves, e=0.383, loss: 10.6, -, 12.5% elo% vs. simple_bot, avg. reward: -6.257, 2.323 sec/game, 18.3 min. total, 510.2 MB
agreeable_scroll v10 676 games, 624447 moves, e=0.382, loss: 10.7, -, 12.2% elo% vs. simple_bot, avg. reward: -6.247, 2.345 sec/game, 18.4 min. total, 509.7 MB
agreeable_scroll v10 677 games, 625632 moves, e=0.381, loss: 11.6, -, 12.0% elo% vs. simple_bot, avg. reward: -6.264, 2.341 sec/game, 18.4 min. total, 511.2 MB
agreeable_scroll v10 678 games, 626977 moves, e=0.379, loss: 11.0, -, 11.8% elo% vs. simple_bot, avg. reward: -6.256, 2.359 sec/game, 18.5 min. total, 512.1 MB
agreeable_scroll v10 679 games, 628491 moves, e=0.378, loss: 12.8, -, 11.5% elo% vs. simple_bot, avg. reward: -6.233, 2.393 sec/game, 18.5 min. total, 510.3 MB
agreeable_scroll v10 680 games, 629720 moves, e=0.377, loss: 12.5, -, 11.3% elo% vs. simple_bot, avg. reward: -6.221, 2.408 sec/game, 18.5 min. total, 511.7 MB
agreeable_scroll v10 681 games, 631046 moves, e=0.375, loss: 13.9, -, 11.1% elo% vs. simple_bot, avg. reward: -6.213, 2.409 sec/game, 18.6 min. total, 510.9 MB
agreeable_scroll v10 682 games, 632439 moves, e=0.374, loss: 13.5, -, 10.9% elo% vs. simple_bot, avg. reward: -6.206, 2.411 sec/game, 18.6 min. total, 513.2 MB
agreeable_scroll v10 683 games, 633678 moves, e=0.373, loss: 13.5, -, 10.7% elo% vs. simple_bot, avg. reward: -6.201, 2.411 sec/game, 18.7 min. total, 513.6 MB
agreeable_scroll v10 684 games, 634913 moves, e=0.371, loss: 13.6, -, 10.5% elo% vs. simple_bot, avg. reward: -6.201, 2.385 sec/game, 18.7 min. total, 514.6 MB
agreeable_scroll v10 685 games, 636259 moves, e=0.370, loss: 13.2, -, 10.3% elo% vs. simple_bot, avg. reward: -6.185, 2.383 sec/game, 18.7 min. total, 514.7 MB
agreeable_scroll v10 686 games, 637715 moves, e=0.369, loss: 12.3, -, 10.2% elo% vs. simple_bot, avg. reward: -6.166, 2.401 sec/game, 18.8 min. total, 513.8 MB
agreeable_scroll v10 687 games, 639318 moves, e=0.367, loss: 12.7, -, 10.0% elo% vs. simple_bot, avg. reward: -6.146, 2.410 sec/game, 18.8 min. total, 513.9 MB
agreeable_scroll v10 688 games, 640734 moves, e=0.366, loss: 12.5, -, 9.8% elo% vs. simple_bot, avg. reward: -6.128, 2.420 sec/game, 18.9 min. total, 516.1 MB
agreeable_scroll v10 689 games, 642192 moves, e=0.364, loss: 12.4, -, 9.7% elo% vs. simple_bot, avg. reward: -6.114, 2.451 sec/game, 18.9 min. total, 517.0 MB
agreeable_scroll v10 690 games, 643529 moves, e=0.363, loss: 12.1, -, 9.5% elo% vs. simple_bot, avg. reward: -6.109, 2.454 sec/game, 19.0 min. total, 515.3 MB
agreeable_scroll v10 691 games, 644991 moves, e=0.361, loss: 11.2, -, 9.4% elo% vs. simple_bot, avg. reward: -6.094, 2.468 sec/game, 19.0 min. total, 515.3 MB
agreeable_scroll v10 692 games, 646260 moves, e=0.360, loss: 11.4, -, 9.2% elo% vs. simple_bot, avg. reward: -6.080, 2.467 sec/game, 19.0 min. total, 516.2 MB
agreeable_scroll v10 693 games, 647627 moves, e=0.359, loss: 10.3, -, 9.1% elo% vs. simple_bot, avg. reward: -6.075, 2.488 sec/game, 19.1 min. total, 517.1 MB
agreeable_scroll v10 694 games, 649080 moves, e=0.357, loss: 10.7, -, 8.9% elo% vs. simple_bot, avg. reward: -6.054, 2.505 sec/game, 19.1 min. total, 515.0 MB
agreeable_scroll v10 695 games, 650539 moves, e=0.356, loss: 11.6, -, 8.8% elo% vs. simple_bot, avg. reward: -6.033, 2.507 sec/game, 19.2 min. total, 516.2 MB
agreeable_scroll v10 696 games, 651850 moves, e=0.355, loss: 11.2, -, 8.7% elo% vs. simple_bot, avg. reward: -6.021, 2.491 sec/game, 19.2 min. total, 518.4 MB
agreeable_scroll v10 697 games, 653296 moves, e=0.353, loss: 11.5, -, 8.6% elo% vs. simple_bot, avg. reward: -5.991, 2.507 sec/game, 19.3 min. total, 518.4 MB
agreeable_scroll v10 698 games, 654595 moves, e=0.352, loss: 10.9, -, 8.4% elo% vs. simple_bot, avg. reward: -5.987, 2.507 sec/game, 19.3 min. total, 518.5 MB
agreeable_scroll v10 699 games, 655875 moves, e=0.351, loss: 12.2, -, 8.3% elo% vs. simple_bot, avg. reward: -5.992, 2.485 sec/game, 19.3 min. total, 519.6 MB
agreeable_scroll v10 700 games, 657340 moves, e=0.349, loss: 12.0, -, 8.2% elo% vs. simple_bot, avg. reward: -5.973, 2.510 sec/game, 19.4 min. total, 517.8 MB
agreeable_scroll v11 701 games, 658847 moves, e=0.348, loss: 11.3, +, 52.3% elo% vs. simple_bot, avg. reward: -5.959, 2.524 sec/game, 19.4 min. total, 519.4 MB
agreeable_scroll v11 702 games, 660268 moves, e=0.346, loss: 10.5, -, 49.9% elo% vs. simple_bot, avg. reward: -5.940, 2.545 sec/game, 19.5 min. total, 521.4 MB
agreeable_scroll v11 703 games, 661373 moves, e=0.345, loss: 10.6, -, 47.6% elo% vs. simple_bot, avg. reward: -5.952, 2.524 sec/game, 19.5 min. total, 520.1 MB
agreeable_scroll v11 704 games, 663062 moves, e=0.344, loss: 10.2, -, 45.4% elo% vs. simple_bot, avg. reward: -5.920, 2.564 sec/game, 19.6 min. total, 522.4 MB
agreeable_scroll v11 705 games, 664541 moves, e=0.342, loss: 10.4, -, 43.4% elo% vs. simple_bot, avg. reward: -5.902, 2.574 sec/game, 19.6 min. total, 521.8 MB
agreeable_scroll v11 706 games, 665784 moves, e=0.341, loss: 10.1, -, 41.4% elo% vs. simple_bot, avg. reward: -5.904, 2.562 sec/game, 19.6 min. total, 520.5 MB
agreeable_scroll v11 707 games, 667206 moves, e=0.339, loss: 10.8, ., 41.8% elo% vs. simple_bot, avg. reward: -5.886, 2.557 sec/game, 19.7 min. total, 521.0 MB
agreeable_scroll v11 708 games, 668568 moves, e=0.338, loss: 10.5, -, 39.9% elo% vs. simple_bot, avg. reward: -5.882, 2.559 sec/game, 19.7 min. total, 522.1 MB
agreeable_scroll v11 709 games, 670059 moves, e=0.337, loss: 11.4, -, 38.2% elo% vs. simple_bot, avg. reward: -5.865, 2.568 sec/game, 19.8 min. total, 523.1 MB
agreeable_scroll v11 710 games, 671143 moves, e=0.336, loss: 11.6, -, 36.5% elo% vs. simple_bot, avg. reward: -5.866, 2.552 sec/game, 19.8 min. total, 520.7 MB
agreeable_scroll v11 711 games, 672619 moves, e=0.334, loss: 11.0, -, 35.0% elo% vs. simple_bot, avg. reward: -5.858, 2.551 sec/game, 19.9 min. total, 521.1 MB
agreeable_scroll v11 712 games, 674075 moves, e=0.333, loss: 11.9, -, 33.5% elo% vs. simple_bot, avg. reward: -5.842, 2.572 sec/game, 19.9 min. total, 523.0 MB
agreeable_scroll v11 713 games, 675699 moves, e=0.331, loss: 11.4, -, 32.2% elo% vs. simple_bot, avg. reward: -5.820, 2.599 sec/game, 19.9 min. total, 520.7 MB
agreeable_scroll v11 714 games, 676968 moves, e=0.330, loss: 10.2, -, 30.9% elo% vs. simple_bot, avg. reward: -5.812, 2.588 sec/game, 20.0 min. total, 522.3 MB
agreeable_scroll v11 715 games, 678507 moves, e=0.328, loss: 10.4, -, 29.7% elo% vs. simple_bot, avg. reward: -5.801, 2.604 sec/game, 20.0 min. total, 522.7 MB
agreeable_scroll v11 716 games, 679802 moves, e=0.327, loss: 10.7, -, 28.6% elo% vs. simple_bot, avg. reward: -5.793, 2.606 sec/game, 20.1 min. total, 524.1 MB
agreeable_scroll v11 717 games, 681333 moves, e=0.325, loss: 10.5, -, 27.5% elo% vs. simple_bot, avg. reward: -5.773, 2.617 sec/game, 20.1 min. total, 524.3 MB
agreeable_scroll v11 718 games, 682772 moves, e=0.324, loss: 10.0, -, 26.5% elo% vs. simple_bot, avg. reward: -5.756, 2.638 sec/game, 20.2 min. total, 524.0 MB
agreeable_scroll v11 719 games, 684188 moves, e=0.323, loss: 9.7, -, 25.6% elo% vs. simple_bot, avg. reward: -5.739, 2.671 sec/game, 20.2 min. total, 524.1 MB
agreeable_scroll v11 720 games, 685783 moves, e=0.321, loss: 10.1, -, 24.7% elo% vs. simple_bot, avg. reward: -5.713, 2.676 sec/game, 20.3 min. total, 524.1 MB
agreeable_scroll v11 721 games, 687166 moves, e=0.320, loss: 10.4, -, 23.8% elo% vs. simple_bot, avg. reward: -5.699, 2.674 sec/game, 20.3 min. total, 524.2 MB
agreeable_scroll v11 722 games, 688428 moves, e=0.318, loss: 10.6, -, 23.1% elo% vs. simple_bot, avg. reward: -5.685, 2.662 sec/game, 20.4 min. total, 526.7 MB
agreeable_scroll v11 723 games, 689791 moves, e=0.317, loss: 12.2, -, 22.3% elo% vs. simple_bot, avg. reward: -5.671, 2.676 sec/game, 20.4 min. total, 524.9 MB
agreeable_scroll v11 724 games, 691294 moves, e=0.316, loss: 11.7, -, 21.6% elo% vs. simple_bot, avg. reward: -5.633, 2.667 sec/game, 20.4 min. total, 525.8 MB
agreeable_scroll v11 725 games, 692857 moves, e=0.314, loss: 12.1, -, 20.9% elo% vs. simple_bot, avg. reward: -5.601, 2.708 sec/game, 20.5 min. total, 521.2 MB
