agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v11 726 games, 694195 moves, e=0.313, loss: 10.9, -, 20.3% elo% vs. simple_bot, avg. reward: -5.584, 2.744 sec/game, 20.6 min. total, 521.7 MB
agreeable_scroll v11 727 games, 695657 moves, e=0.311, loss: 11.9, -, 19.7% elo% vs. simple_bot, avg. reward: -5.560, 2.768 sec/game, 20.6 min. total, 523.1 MB
agreeable_scroll v11 728 games, 697269 moves, e=0.310, loss: 12.6, -, 19.1% elo% vs. simple_bot, avg. reward: -5.544, 2.815 sec/game, 20.7 min. total, 524.4 MB
agreeable_scroll v11 729 games, 698900 moves, e=0.308, loss: 11.9, +, 21.6% elo% vs. simple_bot, avg. reward: -5.523, 2.828 sec/game, 20.7 min. total, 523.7 MB
agreeable_scroll v11 730 games, 700164 moves, e=0.307, loss: 12.0, -, 20.9% elo% vs. simple_bot, avg. reward: -5.516, 2.842 sec/game, 20.8 min. total, 524.9 MB
agreeable_scroll v11 731 games, 701706 moves, e=0.305, loss: 11.5, -, 20.3% elo% vs. simple_bot, avg. reward: -5.499, 2.848 sec/game, 20.8 min. total, 524.1 MB
agreeable_scroll v11 732 games, 703205 moves, e=0.304, loss: 12.6, -, 19.7% elo% vs. simple_bot, avg. reward: -5.491, 2.838 sec/game, 20.8 min. total, 525.9 MB
agreeable_scroll v11 733 games, 704590 moves, e=0.302, loss: 12.2, -, 19.1% elo% vs. simple_bot, avg. reward: -5.471, 2.803 sec/game, 20.9 min. total, 525.9 MB
agreeable_scroll v11 734 games, 705948 moves, e=0.301, loss: 12.3, +, 21.5% elo% vs. simple_bot, avg. reward: -5.470, 2.810 sec/game, 20.9 min. total, 526.2 MB
agreeable_scroll v11 735 games, 707295 moves, e=0.300, loss: 11.8, -, 20.8% elo% vs. simple_bot, avg. reward: -5.460, 2.779 sec/game, 21.0 min. total, 528.4 MB
agreeable_scroll v11 736 games, 708635 moves, e=0.298, loss: 11.7, -, 20.2% elo% vs. simple_bot, avg. reward: -5.432, 2.782 sec/game, 21.0 min. total, 526.5 MB
agreeable_scroll v11 737 games, 710339 moves, e=0.297, loss: 11.7, -, 19.6% elo% vs. simple_bot, avg. reward: -5.393, 2.792 sec/game, 21.1 min. total, 527.8 MB
agreeable_scroll v11 738 games, 711648 moves, e=0.295, loss: 10.5, +, 22.1% elo% vs. simple_bot, avg. reward: -5.378, 2.756 sec/game, 21.1 min. total, 529.0 MB
agreeable_scroll v11 739 games, 713028 moves, e=0.294, loss: 10.6, -, 21.4% elo% vs. simple_bot, avg. reward: -5.369, 2.741 sec/game, 21.1 min. total, 528.2 MB
agreeable_scroll v11 740 games, 714610 moves, e=0.293, loss: 11.0, -, 20.7% elo% vs. simple_bot, avg. reward: -5.361, 2.741 sec/game, 21.2 min. total, 530.4 MB
agreeable_scroll v11 741 games, 716147 moves, e=0.291, loss: 10.0, ., 21.6% elo% vs. simple_bot, avg. reward: -5.327, 2.764 sec/game, 21.2 min. total, 529.3 MB
agreeable_scroll v11 742 games, 717912 moves, e=0.289, loss: 10.3, -, 21.0% elo% vs. simple_bot, avg. reward: -5.297, 2.804 sec/game, 21.3 min. total, 528.5 MB
agreeable_scroll v11 743 games, 719529 moves, e=0.288, loss: 10.6, -, 20.3% elo% vs. simple_bot, avg. reward: -5.271, 2.855 sec/game, 21.3 min. total, 528.6 MB
agreeable_scroll v11 744 games, 720894 moves, e=0.286, loss: 9.9, -, 19.7% elo% vs. simple_bot, avg. reward: -5.272, 2.847 sec/game, 21.4 min. total, 530.5 MB
agreeable_scroll v11 745 games, 722421 moves, e=0.285, loss: 10.4, -, 19.2% elo% vs. simple_bot, avg. reward: -5.266, 2.838 sec/game, 21.4 min. total, 528.9 MB
agreeable_scroll v11 746 games, 723915 moves, e=0.283, loss: 10.3, -, 18.6% elo% vs. simple_bot, avg. reward: -5.261, 2.826 sec/game, 21.5 min. total, 529.8 MB
agreeable_scroll v11 747 games, 724976 moves, e=0.282, loss: 11.2, -, 18.1% elo% vs. simple_bot, avg. reward: -5.261, 2.770 sec/game, 21.5 min. total, 530.5 MB
agreeable_scroll v11 748 games, 726456 moves, e=0.281, loss: 11.5, -, 17.6% elo% vs. simple_bot, avg. reward: -5.258, 2.737 sec/game, 21.6 min. total, 530.6 MB
agreeable_scroll v11 749 games, 728088 moves, e=0.279, loss: 11.2, -, 17.1% elo% vs. simple_bot, avg. reward: -5.228, 2.757 sec/game, 21.6 min. total, 529.8 MB
agreeable_scroll v11 750 games, 729421 moves, e=0.278, loss: 11.7, -, 16.7% elo% vs. simple_bot, avg. reward: -5.223, 2.750 sec/game, 21.7 min. total, 531.0 MB
agreeable_scroll v11 751 games, 731287 moves, e=0.276, loss: 11.9, -, 16.3% elo% vs. simple_bot, avg. reward: -5.193, 2.805 sec/game, 21.7 min. total, 531.1 MB
agreeable_scroll v11 752 games, 733031 moves, e=0.274, loss: 11.2, -, 15.9% elo% vs. simple_bot, avg. reward: -5.168, 2.846 sec/game, 21.8 min. total, 533.7 MB
agreeable_scroll v11 753 games, 734347 moves, e=0.273, loss: 11.3, -, 15.5% elo% vs. simple_bot, avg. reward: -5.160, 2.883 sec/game, 21.8 min. total, 531.6 MB
agreeable_scroll v11 754 games, 736226 moves, e=0.271, loss: 9.8, -, 15.1% elo% vs. simple_bot, avg. reward: -5.130, 2.919 sec/game, 21.9 min. total, 531.4 MB
agreeable_scroll v11 755 games, 737868 moves, e=0.270, loss: 8.9, -, 14.8% elo% vs. simple_bot, avg. reward: -5.114, 2.943 sec/game, 21.9 min. total, 532.8 MB
agreeable_scroll v11 756 games, 739473 moves, e=0.268, loss: 9.2, -, 14.4% elo% vs. simple_bot, avg. reward: -5.082, 2.973 sec/game, 22.0 min. total, 532.8 MB
agreeable_scroll v11 757 games, 741157 moves, e=0.266, loss: 8.7, -, 14.1% elo% vs. simple_bot, avg. reward: -5.056, 2.997 sec/game, 22.1 min. total, 533.6 MB
agreeable_scroll v11 758 games, 742756 moves, e=0.265, loss: 10.2, -, 13.8% elo% vs. simple_bot, avg. reward: -5.049, 3.038 sec/game, 22.1 min. total, 535.6 MB
agreeable_scroll v11 759 games, 744144 moves, e=0.263, loss: 9.4, -, 13.5% elo% vs. simple_bot, avg. reward: -5.031, 3.051 sec/game, 22.2 min. total, 533.4 MB
agreeable_scroll v11 760 games, 745814 moves, e=0.262, loss: 9.5, -, 13.2% elo% vs. simple_bot, avg. reward: -4.998, 3.056 sec/game, 22.2 min. total, 533.4 MB
agreeable_scroll v11 761 games, 747511 moves, e=0.260, loss: 10.1, -, 12.9% elo% vs. simple_bot, avg. reward: -4.978, 3.055 sec/game, 22.3 min. total, 534.5 MB
agreeable_scroll v11 762 games, 748836 moves, e=0.259, loss: 10.6, -, 12.7% elo% vs. simple_bot, avg. reward: -4.971, 3.020 sec/game, 22.3 min. total, 535.7 MB
agreeable_scroll v11 763 games, 750426 moves, e=0.257, loss: 11.4, -, 12.4% elo% vs. simple_bot, avg. reward: -4.961, 2.994 sec/game, 22.3 min. total, 536.4 MB
agreeable_scroll v11 764 games, 752062 moves, e=0.255, loss: 10.3, -, 12.2% elo% vs. simple_bot, avg. reward: -4.937, 3.004 sec/game, 22.4 min. total, 534.1 MB
agreeable_scroll v11 765 games, 753794 moves, e=0.254, loss: 11.1, -, 11.9% elo% vs. simple_bot, avg. reward: -4.923, 2.999 sec/game, 22.4 min. total, 536.0 MB
agreeable_scroll v11 766 games, 755637 moves, e=0.252, loss: 10.9, -, 11.7% elo% vs. simple_bot, avg. reward: -4.897, 3.011 sec/game, 22.5 min. total, 537.3 MB
agreeable_scroll v11 767 games, 757427 moves, e=0.250, loss: 11.6, -, 11.5% elo% vs. simple_bot, avg. reward: -4.890, 3.062 sec/game, 22.6 min. total, 535.7 MB
agreeable_scroll v11 768 games, 759177 moves, e=0.248, loss: 9.9, -, 11.3% elo% vs. simple_bot, avg. reward: -4.867, 3.078 sec/game, 22.6 min. total, 536.0 MB
agreeable_scroll v11 769 games, 760998 moves, e=0.247, loss: 10.5, -, 11.1% elo% vs. simple_bot, avg. reward: -4.828, 3.065 sec/game, 22.7 min. total, 538.9 MB
agreeable_scroll v11 770 games, 762774 moves, e=0.245, loss: 10.0, +, 12.8% elo% vs. simple_bot, avg. reward: -4.806, 3.111 sec/game, 22.7 min. total, 537.3 MB
agreeable_scroll v11 771 games, 764371 moves, e=0.243, loss: 8.7, -, 12.5% elo% vs. simple_bot, avg. reward: -4.785, 3.074 sec/game, 22.8 min. total, 537.3 MB
agreeable_scroll v11 772 games, 766163 moves, e=0.241, loss: 9.9, -, 12.3% elo% vs. simple_bot, avg. reward: -4.767, 3.079 sec/game, 22.8 min. total, 538.6 MB
agreeable_scroll v11 773 games, 768167 moves, e=0.240, loss: 8.9, -, 12.0% elo% vs. simple_bot, avg. reward: -4.736, 3.102 sec/game, 22.9 min. total, 537.9 MB
agreeable_scroll v11 774 games, 770150 moves, e=0.238, loss: 8.3, -, 11.8% elo% vs. simple_bot, avg. reward: -4.701, 3.113 sec/game, 22.9 min. total, 539.9 MB
agreeable_scroll v11 775 games, 772039 moves, e=0.236, loss: 8.6, -, 11.6% elo% vs. simple_bot, avg. reward: -4.680, 3.141 sec/game, 23.0 min. total, 538.7 MB
agreeable_scroll v11 776 games, 773426 moves, e=0.234, loss: 8.5, -, 11.3% elo% vs. simple_bot, avg. reward: -4.677, 3.113 sec/game, 23.0 min. total, 539.7 MB
agreeable_scroll v11 777 games, 775292 moves, e=0.232, loss: 9.0, -, 11.1% elo% vs. simple_bot, avg. reward: -4.638, 3.105 sec/game, 23.1 min. total, 541.8 MB
agreeable_scroll v11 778 games, 777245 moves, e=0.231, loss: 9.5, -, 10.9% elo% vs. simple_bot, avg. reward: -4.606, 3.145 sec/game, 23.2 min. total, 542.9 MB
agreeable_scroll v11 779 games, 779119 moves, e=0.229, loss: 8.0, -, 10.7% elo% vs. simple_bot, avg. reward: -4.586, 3.155 sec/game, 23.2 min. total, 540.8 MB
agreeable_scroll v11 780 games, 781182 moves, e=0.227, loss: 9.2, -, 10.6% elo% vs. simple_bot, avg. reward: -4.558, 3.194 sec/game, 23.3 min. total, 542.1 MB
agreeable_scroll v11 781 games, 782993 moves, e=0.225, loss: 8.7, -, 10.4% elo% vs. simple_bot, avg. reward: -4.533, 3.204 sec/game, 23.3 min. total, 542.2 MB
agreeable_scroll v11 782 games, 784867 moves, e=0.223, loss: 8.0, -, 10.2% elo% vs. simple_bot, avg. reward: -4.506, 3.248 sec/game, 23.4 min. total, 542.5 MB
agreeable_scroll v11 783 games, 786512 moves, e=0.221, loss: 9.5, -, 10.0% elo% vs. simple_bot, avg. reward: -4.481, 3.247 sec/game, 23.4 min. total, 544.3 MB
agreeable_scroll v11 784 games, 788191 moves, e=0.220, loss: 10.0, -, 9.9% elo% vs. simple_bot, avg. reward: -4.454, 3.253 sec/game, 23.5 min. total, 542.6 MB
agreeable_scroll v11 785 games, 790045 moves, e=0.218, loss: 10.7, -, 9.7% elo% vs. simple_bot, avg. reward: -4.436, 3.269 sec/game, 23.5 min. total, 542.1 MB
agreeable_scroll v11 786 games, 791804 moves, e=0.216, loss: 10.5, -, 9.5% elo% vs. simple_bot, avg. reward: -4.418, 3.267 sec/game, 23.6 min. total, 544.2 MB
agreeable_scroll v11 787 games, 793716 moves, e=0.214, loss: 10.1, -, 9.4% elo% vs. simple_bot, avg. reward: -4.405, 3.286 sec/game, 23.6 min. total, 545.1 MB
agreeable_scroll v11 788 games, 795609 moves, e=0.212, loss: 9.8, -, 9.2% elo% vs. simple_bot, avg. reward: -4.382, 3.299 sec/game, 23.7 min. total, 545.8 MB
agreeable_scroll v11 789 games, 797349 moves, e=0.211, loss: 9.7, -, 9.1% elo% vs. simple_bot, avg. reward: -4.371, 3.306 sec/game, 23.8 min. total, 544.1 MB
agreeable_scroll v11 790 games, 798876 moves, e=0.209, loss: 9.6, -, 9.0% elo% vs. simple_bot, avg. reward: -4.357, 3.286 sec/game, 23.8 min. total, 543.9 MB
agreeable_scroll v11 791 games, 800747 moves, e=0.207, loss: 10.6, -, 8.8% elo% vs. simple_bot, avg. reward: -4.347, 3.301 sec/game, 23.9 min. total, 544.0 MB
agreeable_scroll v11 792 games, 802552 moves, e=0.205, loss: 11.9, -, 8.7% elo% vs. simple_bot, avg. reward: -4.323, 3.293 sec/game, 23.9 min. total, 545.0 MB
agreeable_scroll v11 793 games, 804175 moves, e=0.204, loss: 12.2, -, 8.6% elo% vs. simple_bot, avg. reward: -4.302, 3.273 sec/game, 24.0 min. total, 544.7 MB
agreeable_scroll v11 794 games, 805796 moves, e=0.202, loss: 11.2, -, 8.5% elo% vs. simple_bot, avg. reward: -4.286, 3.255 sec/game, 24.0 min. total, 545.2 MB
agreeable_scroll v11 795 games, 807564 moves, e=0.201, loss: 11.7, -, 8.3% elo% vs. simple_bot, avg. reward: -4.272, 3.234 sec/game, 24.1 min. total, 544.9 MB
agreeable_scroll v11 796 games, 809766 moves, e=0.198, loss: 10.8, -, 8.2% elo% vs. simple_bot, avg. reward: -4.235, 3.300 sec/game, 24.1 min. total, 546.1 MB
agreeable_scroll v11 797 games, 811659 moves, e=0.196, loss: 10.0, -, 8.1% elo% vs. simple_bot, avg. reward: -4.215, 3.307 sec/game, 24.2 min. total, 546.1 MB
agreeable_scroll v11 798 games, 813975 moves, e=0.194, loss: 8.7, -, 8.0% elo% vs. simple_bot, avg. reward: -4.182, 3.315 sec/game, 24.3 min. total, 550.1 MB
agreeable_scroll v11 799 games, 816161 moves, e=0.192, loss: 7.9, -, 7.9% elo% vs. simple_bot, avg. reward: -4.149, 3.348 sec/game, 24.3 min. total, 549.7 MB
agreeable_scroll v11 800 games, 818197 moves, e=0.190, loss: 7.9, -, 7.8% elo% vs. simple_bot, avg. reward: -4.125, 3.331 sec/game, 24.4 min. total, 550.6 MB
agreeable_scroll v12 801 games, 819970 moves, e=0.188, loss: 8.2, -, 47.7% elo% vs. simple_bot, avg. reward: -4.118, 3.339 sec/game, 24.4 min. total, 548.9 MB
agreeable_scroll v12 802 games, 821745 moves, e=0.186, loss: 9.8, -, 45.5% elo% vs. simple_bot, avg. reward: -4.104, 3.307 sec/game, 24.5 min. total, 549.7 MB
agreeable_scroll v12 803 games, 823714 moves, e=0.185, loss: 10.4, -, 43.4% elo% vs. simple_bot, avg. reward: -4.071, 3.344 sec/game, 24.5 min. total, 549.8 MB
agreeable_scroll v12 804 games, 825113 moves, e=0.183, loss: 11.2, -, 41.5% elo% vs. simple_bot, avg. reward: -4.086, 3.329 sec/game, 24.6 min. total, 549.0 MB
agreeable_scroll v12 805 games, 827204 moves, e=0.181, loss: 12.2, -, 39.6% elo% vs. simple_bot, avg. reward: -4.065, 3.336 sec/game, 24.6 min. total, 550.4 MB
agreeable_scroll v12 806 games, 828868 moves, e=0.179, loss: 12.8, -, 37.9% elo% vs. simple_bot, avg. reward: -4.046, 3.334 sec/game, 24.7 min. total, 550.6 MB
agreeable_scroll v12 807 games, 830786 moves, e=0.178, loss: 12.6, -, 36.3% elo% vs. simple_bot, avg. reward: -4.034, 3.327 sec/game, 24.8 min. total, 549.8 MB
agreeable_scroll v12 808 games, 832679 moves, e=0.176, loss: 12.1, -, 34.8% elo% vs. simple_bot, avg. reward: -4.014, 3.322 sec/game, 24.8 min. total, 551.1 MB
agreeable_scroll v12 809 games, 834396 moves, e=0.174, loss: 12.8, -, 33.3% elo% vs. simple_bot, avg. reward: -4.002, 3.322 sec/game, 24.9 min. total, 552.4 MB
agreeable_scroll v12 810 games, 836131 moves, e=0.172, loss: 12.3, -, 32.0% elo% vs. simple_bot, avg. reward: -3.965, 3.348 sec/game, 24.9 min. total, 552.9 MB
agreeable_scroll v12 811 games, 837629 moves, e=0.171, loss: 12.4, -, 30.7% elo% vs. simple_bot, avg. reward: -3.961, 3.317 sec/game, 25.0 min. total, 552.0 MB
agreeable_scroll v12 812 games, 839287 moves, e=0.169, loss: 12.4, -, 29.5% elo% vs. simple_bot, avg. reward: -3.957, 3.304 sec/game, 25.0 min. total, 552.4 MB
agreeable_scroll v12 813 games, 841290 moves, e=0.167, loss: 12.4, -, 28.4% elo% vs. simple_bot, avg. reward: -3.945, 3.335 sec/game, 25.1 min. total, 552.4 MB
agreeable_scroll v12 814 games, 843436 moves, e=0.165, loss: 12.1, -, 27.3% elo% vs. simple_bot, avg. reward: -3.912, 3.381 sec/game, 25.1 min. total, 552.3 MB
agreeable_scroll v12 815 games, 845406 moves, e=0.163, loss: 10.8, -, 26.4% elo% vs. simple_bot, avg. reward: -3.893, 3.411 sec/game, 25.2 min. total, 553.0 MB
agreeable_scroll v12 816 games, 847333 moves, e=0.161, loss: 10.5, -, 25.4% elo% vs. simple_bot, avg. reward: -3.871, 3.402 sec/game, 25.3 min. total, 554.4 MB
agreeable_scroll v12 817 games, 849793 moves, e=0.159, loss: 9.3, -, 24.5% elo% vs. simple_bot, avg. reward: -3.847, 3.453 sec/game, 25.3 min. total, 554.3 MB
agreeable_scroll v12 818 games, 851936 moves, e=0.157, loss: 8.4, -, 23.7% elo% vs. simple_bot, avg. reward: -3.824, 3.432 sec/game, 25.4 min. total, 553.5 MB
agreeable_scroll v12 819 games, 854406 moves, e=0.154, loss: 7.3, -, 22.9% elo% vs. simple_bot, avg. reward: -3.794, 3.459 sec/game, 25.5 min. total, 555.7 MB
agreeable_scroll v12 820 games, 856603 moves, e=0.152, loss: 6.7, -, 22.2% elo% vs. simple_bot, avg. reward: -3.775, 3.491 sec/game, 25.5 min. total, 557.0 MB
agreeable_scroll v12 821 games, 858537 moves, e=0.150, loss: 6.3, -, 21.5% elo% vs. simple_bot, avg. reward: -3.752, 3.490 sec/game, 25.6 min. total, 557.1 MB
agreeable_scroll v12 822 games, 860786 moves, e=0.148, loss: 7.0, -, 20.8% elo% vs. simple_bot, avg. reward: -3.723, 3.537 sec/game, 25.7 min. total, 558.0 MB
agreeable_scroll v12 823 games, 863110 moves, e=0.146, loss: 8.0, ., 21.7% elo% vs. simple_bot, avg. reward: -3.693, 3.585 sec/game, 25.7 min. total, 556.8 MB
agreeable_scroll v12 824 games, 865122 moves, e=0.144, loss: 8.6, -, 21.1% elo% vs. simple_bot, avg. reward: -3.677, 3.649 sec/game, 25.8 min. total, 557.2 MB
agreeable_scroll v12 825 games, 867073 moves, e=0.142, loss: 8.4, ., 22.0% elo% vs. simple_bot, avg. reward: -3.660, 3.657 sec/game, 25.9 min. total, 558.3 MB
agreeable_scroll v12 826 games, 869333 moves, e=0.139, loss: 8.6, -, 21.3% elo% vs. simple_bot, avg. reward: -3.629, 3.712 sec/game, 25.9 min. total, 557.5 MB
agreeable_scroll v12 827 games, 871519 moves, e=0.137, loss: 8.6, -, 20.6% elo% vs. simple_bot, avg. reward: -3.608, 3.754 sec/game, 26.0 min. total, 557.0 MB
agreeable_scroll v12 828 games, 873991 moves, e=0.135, loss: 9.4, -, 20.0% elo% vs. simple_bot, avg. reward: -3.585, 3.788 sec/game, 26.1 min. total, 558.4 MB
agreeable_scroll v12 829 games, 876181 moves, e=0.133, loss: 9.5, -, 19.4% elo% vs. simple_bot, avg. reward: -3.570, 3.821 sec/game, 26.1 min. total, 559.9 MB
agreeable_scroll v12 830 games, 878622 moves, e=0.130, loss: 10.5, -, 18.9% elo% vs. simple_bot, avg. reward: -3.536, 3.875 sec/game, 26.2 min. total, 558.1 MB
agreeable_scroll v12 831 games, 881307 moves, e=0.128, loss: 9.0, -, 18.3% elo% vs. simple_bot, avg. reward: -3.510, 3.970 sec/game, 26.3 min. total, 560.1 MB
agreeable_scroll v12 832 games, 883573 moves, e=0.125, loss: 8.2, -, 17.8% elo% vs. simple_bot, avg. reward: -3.482, 4.021 sec/game, 26.4 min. total, 560.1 MB
agreeable_scroll v12 833 games, 885942 moves, e=0.123, loss: 8.9, -, 17.4% elo% vs. simple_bot, avg. reward: -3.453, 4.045 sec/game, 26.4 min. total, 561.1 MB
agreeable_scroll v12 834 games, 887657 moves, e=0.121, loss: 9.4, -, 16.9% elo% vs. simple_bot, avg. reward: -3.438, 3.986 sec/game, 26.5 min. total, 562.1 MB
agreeable_scroll v12 835 games, 889950 moves, e=0.119, loss: 9.6, -, 16.5% elo% vs. simple_bot, avg. reward: -3.410, 4.005 sec/game, 26.5 min. total, 561.2 MB
agreeable_scroll v12 836 games, 892041 moves, e=0.117, loss: 10.6, +, 18.7% elo% vs. simple_bot, avg. reward: -3.387, 4.006 sec/game, 26.6 min. total, 564.5 MB
agreeable_scroll v12 837 games, 894005 moves, e=0.115, loss: 11.4, -, 18.2% elo% vs. simple_bot, avg. reward: -3.376, 3.956 sec/game, 26.7 min. total, 565.4 MB
agreeable_scroll v12 838 games, 896623 moves, e=0.112, loss: 11.5, -, 17.7% elo% vs. simple_bot, avg. reward: -3.345, 3.993 sec/game, 26.7 min. total, 565.0 MB
agreeable_scroll v12 839 games, 899241 moves, e=0.110, loss: 10.1, -, 17.2% elo% vs. simple_bot, avg. reward: -3.314, 3.998 sec/game, 26.8 min. total, 564.3 MB
agreeable_scroll v12 840 games, 901299 moves, e=0.108, loss: 10.4, -, 16.8% elo% vs. simple_bot, avg. reward: -3.298, 3.968 sec/game, 26.9 min. total, 565.5 MB
agreeable_scroll v12 841 games, 903562 moves, e=0.105, loss: 8.6, -, 16.4% elo% vs. simple_bot, avg. reward: -3.270, 3.972 sec/game, 26.9 min. total, 563.7 MB
agreeable_scroll v12 842 games, 906299 moves, e=0.103, loss: 8.0, -, 15.9% elo% vs. simple_bot, avg. reward: -3.250, 3.993 sec/game, 27.0 min. total, 563.3 MB
agreeable_scroll v12 843 games, 908724 moves, e=0.100, loss: 7.6, -, 15.6% elo% vs. simple_bot, avg. reward: -3.232, 3.951 sec/game, 27.1 min. total, 565.2 MB
agreeable_scroll v12 844 games, 911333 moves, e=0.098, loss: 8.6, -, 15.2% elo% vs. simple_bot, avg. reward: -3.195, 3.952 sec/game, 27.1 min. total, 566.9 MB
agreeable_scroll v12 845 games, 914276 moves, e=0.095, loss: 7.1, -, 14.8% elo% vs. simple_bot, avg. reward: -3.161, 4.020 sec/game, 27.2 min. total, 566.1 MB
agreeable_scroll v12 846 games, 916941 moves, e=0.092, loss: 7.7, -, 14.5% elo% vs. simple_bot, avg. reward: -3.128, 4.026 sec/game, 27.3 min. total, 566.9 MB
agreeable_scroll v12 847 games, 919214 moves, e=0.090, loss: 7.6, -, 14.2% elo% vs. simple_bot, avg. reward: -3.087, 4.009 sec/game, 27.3 min. total, 566.0 MB
agreeable_scroll v12 848 games, 921608 moves, e=0.088, loss: 8.5, -, 13.8% elo% vs. simple_bot, avg. reward: -3.058, 4.002 sec/game, 27.4 min. total, 567.3 MB
agreeable_scroll v12 849 games, 924836 moves, e=0.084, loss: 7.9, -, 13.5% elo% vs. simple_bot, avg. reward: -3.032, 4.064 sec/game, 27.5 min. total, 568.5 MB
agreeable_scroll v12 850 games, 928018 moves, e=0.081, loss: 7.4, -, 13.3% elo% vs. simple_bot, avg. reward: -2.999, 4.109 sec/game, 27.6 min. total, 568.6 MB
agreeable_scroll v12 851 games, 931251 moves, e=0.078, loss: 5.8, -, 13.0% elo% vs. simple_bot, avg. reward: -2.979, 4.138 sec/game, 27.7 min. total, 568.7 MB
agreeable_scroll v12 852 games, 934236 moves, e=0.075, loss: 6.0, +, 14.9% elo% vs. simple_bot, avg. reward: -2.957, 4.194 sec/game, 27.8 min. total, 571.5 MB
agreeable_scroll v12 853 games, 937568 moves, e=0.072, loss: 6.4, -, 14.6% elo% vs. simple_bot, avg. reward: -2.913, 4.267 sec/game, 27.9 min. total, 571.1 MB
agreeable_scroll v12 854 games, 940754 moves, e=0.069, loss: 6.3, -, 14.2% elo% vs. simple_bot, avg. reward: -2.894, 4.397 sec/game, 27.9 min. total, 571.3 MB
agreeable_scroll v12 855 games, 943257 moves, e=0.066, loss: 7.4, -, 13.9% elo% vs. simple_bot, avg. reward: -2.875, 4.424 sec/game, 28.0 min. total, 572.2 MB
agreeable_scroll v12 856 games, 945351 moves, e=0.064, loss: 9.9, -, 13.6% elo% vs. simple_bot, avg. reward: -2.869, 4.415 sec/game, 28.1 min. total, 571.3 MB
agreeable_scroll v12 857 games, 948020 moves, e=0.061, loss: 12.0, -, 13.3% elo% vs. simple_bot, avg. reward: -2.853, 4.497 sec/game, 28.2 min. total, 571.9 MB
agreeable_scroll v12 858 games, 951318 moves, e=0.058, loss: 11.8, -, 13.0% elo% vs. simple_bot, avg. reward: -2.821, 4.571 sec/game, 28.3 min. total, 572.3 MB
agreeable_scroll v12 859 games, 954457 moves, e=0.055, loss: 9.7, -, 12.8% elo% vs. simple_bot, avg. reward: -2.786, 4.641 sec/game, 28.4 min. total, 573.7 MB
