stegosaur_undermine v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.1 MB
stegosaur_undermine v6 291 games, 233439 moves, e=0.769, loss: 5.5, -, 6.2% elo% vs. simple_bot, avg. reward: -7.952, 1.944 sec/game, 7.7 min. total, 530.8 MB
stegosaur_undermine v6 292 games, 234211 moves, e=0.768, loss: 5.8, -, 6.1% elo% vs. simple_bot, avg. reward: -7.967, 1.929 sec/game, 7.7 min. total, 530.7 MB
stegosaur_undermine v6 293 games, 235314 moves, e=0.767, loss: 5.1, -, 6.0% elo% vs. simple_bot, avg. reward: -7.932, 1.959 sec/game, 7.8 min. total, 531.0 MB
stegosaur_undermine v6 294 games, 236377 moves, e=0.766, loss: 4.9, -, 6.0% elo% vs. simple_bot, avg. reward: -7.918, 1.978 sec/game, 7.8 min. total, 532.3 MB
stegosaur_undermine v6 295 games, 237374 moves, e=0.765, loss: 4.6, -, 5.9% elo% vs. simple_bot, avg. reward: -7.900, 1.976 sec/game, 7.9 min. total, 531.3 MB
stegosaur_undermine v6 296 games, 238320 moves, e=0.764, loss: 5.2, -, 5.8% elo% vs. simple_bot, avg. reward: -7.897, 1.989 sec/game, 7.9 min. total, 532.5 MB
stegosaur_undermine v6 297 games, 239399 moves, e=0.763, loss: 4.9, -, 5.8% elo% vs. simple_bot, avg. reward: -7.865, 1.997 sec/game, 7.9 min. total, 533.5 MB
stegosaur_undermine v6 298 games, 240500 moves, e=0.762, loss: 4.0, -, 5.7% elo% vs. simple_bot, avg. reward: -7.838, 2.019 sec/game, 8.0 min. total, 534.6 MB
stegosaur_undermine v6 299 games, 241467 moves, e=0.761, loss: 4.3, -, 5.7% elo% vs. simple_bot, avg. reward: -7.823, 2.018 sec/game, 8.0 min. total, 533.4 MB
stegosaur_undermine v6 300 games, 242430 moves, e=0.760, loss: 4.8, -, 5.6% elo% vs. simple_bot, avg. reward: -7.802, 2.000 sec/game, 8.0 min. total, 533.2 MB
stegosaur_undermine v7 301 games, 243444 moves, e=0.759, loss: 4.5, -, 47.7% elo% vs. simple_bot, avg. reward: -7.771, 2.014 sec/game, 8.1 min. total, 533.3 MB
stegosaur_undermine v7 302 games, 244394 moves, e=0.758, loss: 4.6, -, 45.5% elo% vs. simple_bot, avg. reward: -7.758, 2.028 sec/game, 8.1 min. total, 534.8 MB
stegosaur_undermine v7 303 games, 245401 moves, e=0.757, loss: 4.7, -, 43.4% elo% vs. simple_bot, avg. reward: -7.751, 2.055 sec/game, 8.1 min. total, 533.5 MB
stegosaur_undermine v7 304 games, 246433 moves, e=0.756, loss: 4.5, -, 41.5% elo% vs. simple_bot, avg. reward: -7.733, 2.064 sec/game, 8.2 min. total, 534.4 MB
stegosaur_undermine v7 305 games, 247216 moves, e=0.755, loss: 4.2, -, 39.6% elo% vs. simple_bot, avg. reward: -7.736, 2.064 sec/game, 8.2 min. total, 534.4 MB
stegosaur_undermine v7 306 games, 248208 moves, e=0.754, loss: 4.0, -, 37.9% elo% vs. simple_bot, avg. reward: -7.724, 2.077 sec/game, 8.2 min. total, 534.5 MB
stegosaur_undermine v7 307 games, 249103 moves, e=0.753, loss: 4.3, -, 36.3% elo% vs. simple_bot, avg. reward: -7.718, 2.088 sec/game, 8.3 min. total, 535.6 MB
stegosaur_undermine v7 308 games, 250090 moves, e=0.752, loss: 4.2, -, 34.8% elo% vs. simple_bot, avg. reward: -7.686, 2.083 sec/game, 8.3 min. total, 534.4 MB
stegosaur_undermine v7 309 games, 251034 moves, e=0.751, loss: 4.2, -, 33.3% elo% vs. simple_bot, avg. reward: -7.685, 2.077 sec/game, 8.3 min. total, 534.6 MB
stegosaur_undermine v7 310 games, 251881 moves, e=0.751, loss: 3.9, -, 32.0% elo% vs. simple_bot, avg. reward: -7.681, 2.062 sec/game, 8.4 min. total, 534.7 MB
stegosaur_undermine v7 311 games, 252799 moves, e=0.750, loss: 4.8, -, 30.7% elo% vs. simple_bot, avg. reward: -7.640, 2.066 sec/game, 8.4 min. total, 536.4 MB
stegosaur_undermine v7 312 games, 253902 moves, e=0.749, loss: 4.9, -, 29.5% elo% vs. simple_bot, avg. reward: -7.625, 2.113 sec/game, 8.4 min. total, 536.6 MB
stegosaur_undermine v7 313 games, 255021 moves, e=0.748, loss: 4.3, -, 28.4% elo% vs. simple_bot, avg. reward: -7.607, 2.110 sec/game, 8.5 min. total, 536.7 MB
stegosaur_undermine v7 314 games, 256043 moves, e=0.747, loss: 4.7, -, 27.3% elo% vs. simple_bot, avg. reward: -7.602, 2.111 sec/game, 8.5 min. total, 538.2 MB
stegosaur_undermine v7 315 games, 257147 moves, e=0.745, loss: 4.6, -, 26.4% elo% vs. simple_bot, avg. reward: -7.601, 2.120 sec/game, 8.6 min. total, 537.1 MB
stegosaur_undermine v7 316 games, 258087 moves, e=0.744, loss: 5.2, -, 25.4% elo% vs. simple_bot, avg. reward: -7.575, 2.134 sec/game, 8.6 min. total, 537.1 MB
stegosaur_undermine v7 317 games, 259109 moves, e=0.743, loss: 5.0, -, 24.5% elo% vs. simple_bot, avg. reward: -7.564, 2.131 sec/game, 8.6 min. total, 538.3 MB
stegosaur_undermine v7 318 games, 260066 moves, e=0.743, loss: 4.6, -, 23.7% elo% vs. simple_bot, avg. reward: -7.553, 2.112 sec/game, 8.7 min. total, 538.5 MB
stegosaur_undermine v7 319 games, 260922 moves, e=0.742, loss: 3.6, -, 22.9% elo% vs. simple_bot, avg. reward: -7.555, 2.105 sec/game, 8.7 min. total, 538.7 MB
stegosaur_undermine v7 320 games, 261870 moves, e=0.741, loss: 3.7, -, 22.2% elo% vs. simple_bot, avg. reward: -7.550, 2.108 sec/game, 8.7 min. total, 538.9 MB
stegosaur_undermine v7 321 games, 262838 moves, e=0.740, loss: 3.7, -, 21.5% elo% vs. simple_bot, avg. reward: -7.544, 2.115 sec/game, 8.8 min. total, 539.9 MB
stegosaur_undermine v7 322 games, 263911 moves, e=0.739, loss: 4.3, -, 20.8% elo% vs. simple_bot, avg. reward: -7.524, 2.129 sec/game, 8.8 min. total, 538.9 MB
stegosaur_undermine v7 323 games, 264868 moves, e=0.738, loss: 4.7, -, 20.2% elo% vs. simple_bot, avg. reward: -7.510, 2.123 sec/game, 8.8 min. total, 540.3 MB
stegosaur_undermine v7 324 games, 265929 moves, e=0.737, loss: 4.1, -, 19.6% elo% vs. simple_bot, avg. reward: -7.491, 2.129 sec/game, 8.9 min. total, 542.0 MB
stegosaur_undermine v7 325 games, 266995 moves, e=0.736, loss: 4.0, -, 19.1% elo% vs. simple_bot, avg. reward: -7.491, 2.153 sec/game, 8.9 min. total, 543.2 MB
stegosaur_undermine v7 326 games, 268038 moves, e=0.735, loss: 4.1, -, 18.5% elo% vs. simple_bot, avg. reward: -7.479, 2.164 sec/game, 9.0 min. total, 542.1 MB
stegosaur_undermine v7 327 games, 269217 moves, e=0.733, loss: 5.0, -, 18.0% elo% vs. simple_bot, avg. reward: -7.456, 2.194 sec/game, 9.0 min. total, 542.2 MB
stegosaur_undermine v7 328 games, 270206 moves, e=0.732, loss: 4.8, -, 17.5% elo% vs. simple_bot, avg. reward: -7.437, 2.194 sec/game, 9.0 min. total, 543.4 MB
stegosaur_undermine v7 329 games, 271203 moves, e=0.732, loss: 5.5, -, 17.1% elo% vs. simple_bot, avg. reward: -7.426, 2.199 sec/game, 9.1 min. total, 542.5 MB
stegosaur_undermine v7 330 games, 272265 moves, e=0.730, loss: 5.3, -, 16.6% elo% vs. simple_bot, avg. reward: -7.401, 2.231 sec/game, 9.1 min. total, 543.4 MB
stegosaur_undermine v7 331 games, 273244 moves, e=0.729, loss: 5.1, -, 16.2% elo% vs. simple_bot, avg. reward: -7.395, 2.232 sec/game, 9.1 min. total, 545.5 MB
stegosaur_undermine v7 332 games, 274223 moves, e=0.729, loss: 4.7, -, 15.8% elo% vs. simple_bot, avg. reward: -7.392, 2.211 sec/game, 9.2 min. total, 545.6 MB
stegosaur_undermine v7 333 games, 275387 moves, e=0.727, loss: 4.9, -, 15.4% elo% vs. simple_bot, avg. reward: -7.376, 2.212 sec/game, 9.2 min. total, 544.7 MB
stegosaur_undermine v7 334 games, 276370 moves, e=0.726, loss: 4.4, -, 15.1% elo% vs. simple_bot, avg. reward: -7.351, 2.212 sec/game, 9.3 min. total, 545.0 MB
stegosaur_undermine v7 335 games, 277502 moves, e=0.725, loss: 4.7, -, 14.7% elo% vs. simple_bot, avg. reward: -7.336, 2.228 sec/game, 9.3 min. total, 546.1 MB
stegosaur_undermine v7 336 games, 278470 moves, e=0.724, loss: 4.7, -, 14.4% elo% vs. simple_bot, avg. reward: -7.314, 2.224 sec/game, 9.3 min. total, 545.9 MB
stegosaur_undermine v7 337 games, 279247 moves, e=0.724, loss: 4.9, -, 14.0% elo% vs. simple_bot, avg. reward: -7.314, 2.196 sec/game, 9.4 min. total, 547.7 MB
stegosaur_undermine v7 338 games, 280181 moves, e=0.723, loss: 5.1, -, 13.7% elo% vs. simple_bot, avg. reward: -7.301, 2.200 sec/game, 9.4 min. total, 546.5 MB
stegosaur_undermine v7 339 games, 281159 moves, e=0.722, loss: 5.1, -, 13.4% elo% vs. simple_bot, avg. reward: -7.302, 2.212 sec/game, 9.4 min. total, 546.7 MB
stegosaur_undermine v7 340 games, 282263 moves, e=0.721, loss: 5.7, -, 13.1% elo% vs. simple_bot, avg. reward: -7.278, 2.234 sec/game, 9.5 min. total, 546.6 MB
stegosaur_undermine v7 341 games, 283358 moves, e=0.719, loss: 5.4, -, 12.9% elo% vs. simple_bot, avg. reward: -7.259, 2.228 sec/game, 9.5 min. total, 546.8 MB
stegosaur_undermine v7 342 games, 284490 moves, e=0.718, loss: 4.9, -, 12.6% elo% vs. simple_bot, avg. reward: -7.253, 2.232 sec/game, 9.6 min. total, 547.0 MB
stegosaur_undermine v7 343 games, 285669 moves, e=0.717, loss: 4.6, -, 12.4% elo% vs. simple_bot, avg. reward: -7.238, 2.249 sec/game, 9.6 min. total, 547.2 MB
stegosaur_undermine v7 344 games, 286557 moves, e=0.716, loss: 4.9, -, 12.1% elo% vs. simple_bot, avg. reward: -7.236, 2.230 sec/game, 9.6 min. total, 547.6 MB
stegosaur_undermine v7 345 games, 287570 moves, e=0.715, loss: 5.1, -, 11.9% elo% vs. simple_bot, avg. reward: -7.225, 2.224 sec/game, 9.7 min. total, 547.9 MB
stegosaur_undermine v7 346 games, 288712 moves, e=0.714, loss: 5.4, -, 11.7% elo% vs. simple_bot, avg. reward: -7.207, 2.226 sec/game, 9.7 min. total, 548.3 MB
stegosaur_undermine v7 347 games, 289822 moves, e=0.713, loss: 5.5, -, 11.4% elo% vs. simple_bot, avg. reward: -7.193, 2.223 sec/game, 9.7 min. total, 548.0 MB
stegosaur_undermine v7 348 games, 290747 moves, e=0.712, loss: 6.0, -, 11.2% elo% vs. simple_bot, avg. reward: -7.181, 2.222 sec/game, 9.8 min. total, 548.3 MB
stegosaur_undermine v7 349 games, 291913 moves, e=0.711, loss: 6.3, -, 11.0% elo% vs. simple_bot, avg. reward: -7.146, 2.233 sec/game, 9.8 min. total, 548.6 MB
stegosaur_undermine v7 350 games, 292836 moves, e=0.710, loss: 6.3, -, 10.8% elo% vs. simple_bot, avg. reward: -7.148, 2.210 sec/game, 9.8 min. total, 550.4 MB
stegosaur_undermine v7 351 games, 293789 moves, e=0.709, loss: 6.8, -, 10.6% elo% vs. simple_bot, avg. reward: -7.116, 2.271 sec/game, 9.9 min. total, 551.1 MB
stegosaur_undermine v7 352 games, 294784 moves, e=0.708, loss: 6.9, -, 10.4% elo% vs. simple_bot, avg. reward: -7.105, 2.293 sec/game, 9.9 min. total, 550.9 MB
stegosaur_undermine v7 353 games, 295761 moves, e=0.707, loss: 6.6, -, 10.3% elo% vs. simple_bot, avg. reward: -7.095, 2.291 sec/game, 10.0 min. total, 550.4 MB
stegosaur_undermine v7 354 games, 296765 moves, e=0.706, loss: 8.4, -, 10.1% elo% vs. simple_bot, avg. reward: -7.091, 2.294 sec/game, 10.0 min. total, 550.6 MB
stegosaur_undermine v7 355 games, 297690 moves, e=0.705, loss: 7.9, -, 9.9% elo% vs. simple_bot, avg. reward: -7.073, 2.263 sec/game, 10.1 min. total, 551.1 MB
stegosaur_undermine v7 356 games, 298947 moves, e=0.704, loss: 7.7, -, 9.8% elo% vs. simple_bot, avg. reward: -7.046, 2.290 sec/game, 10.1 min. total, 552.0 MB
stegosaur_undermine v7 357 games, 299946 moves, e=0.703, loss: 7.3, -, 9.6% elo% vs. simple_bot, avg. reward: -7.044, 2.320 sec/game, 10.1 min. total, 554.4 MB
stegosaur_undermine v7 358 games, 301064 moves, e=0.702, loss: 7.3, -, 9.5% elo% vs. simple_bot, avg. reward: -7.003, 2.362 sec/game, 10.2 min. total, 553.3 MB
stegosaur_undermine v7 359 games, 301892 moves, e=0.701, loss: 6.5, -, 9.3% elo% vs. simple_bot, avg. reward: -7.012, 2.359 sec/game, 10.2 min. total, 552.9 MB
stegosaur_undermine v7 360 games, 302781 moves, e=0.700, loss: 6.4, -, 9.2% elo% vs. simple_bot, avg. reward: -7.003, 2.341 sec/game, 10.3 min. total, 553.1 MB
stegosaur_undermine v7 361 games, 303863 moves, e=0.699, loss: 7.1, -, 9.0% elo% vs. simple_bot, avg. reward: -6.988, 2.342 sec/game, 10.3 min. total, 552.8 MB
stegosaur_undermine v7 362 games, 304702 moves, e=0.698, loss: 7.1, -, 8.9% elo% vs. simple_bot, avg. reward: -7.001, 2.320 sec/game, 10.3 min. total, 554.9 MB
stegosaur_undermine v7 363 games, 305696 moves, e=0.697, loss: 6.0, -, 8.8% elo% vs. simple_bot, avg. reward: -7.000, 2.325 sec/game, 10.4 min. total, 555.8 MB
stegosaur_undermine v7 364 games, 306720 moves, e=0.696, loss: 6.5, -, 8.6% elo% vs. simple_bot, avg. reward: -6.977, 2.341 sec/game, 10.4 min. total, 556.5 MB
stegosaur_undermine v7 365 games, 307679 moves, e=0.695, loss: 6.5, -, 8.5% elo% vs. simple_bot, avg. reward: -6.974, 2.337 sec/game, 10.4 min. total, 556.5 MB
stegosaur_undermine v7 366 games, 308597 moves, e=0.694, loss: 7.7, -, 8.4% elo% vs. simple_bot, avg. reward: -6.977, 2.319 sec/game, 10.5 min. total, 555.9 MB
stegosaur_undermine v7 367 games, 309646 moves, e=0.693, loss: 7.3, -, 8.3% elo% vs. simple_bot, avg. reward: -6.978, 2.321 sec/game, 10.5 min. total, 557.2 MB
stegosaur_undermine v7 368 games, 310746 moves, e=0.692, loss: 7.0, -, 8.1% elo% vs. simple_bot, avg. reward: -6.957, 2.340 sec/game, 10.6 min. total, 557.5 MB
stegosaur_undermine v7 369 games, 311800 moves, e=0.691, loss: 6.8, -, 8.0% elo% vs. simple_bot, avg. reward: -6.930, 2.355 sec/game, 10.6 min. total, 556.2 MB
stegosaur_undermine v7 370 games, 312867 moves, e=0.690, loss: 6.6, -, 7.9% elo% vs. simple_bot, avg. reward: -6.919, 2.380 sec/game, 10.6 min. total, 556.9 MB
stegosaur_undermine v7 371 games, 314003 moves, e=0.689, loss: 6.9, -, 7.8% elo% vs. simple_bot, avg. reward: -6.905, 2.352 sec/game, 10.7 min. total, 556.5 MB
stegosaur_undermine v7 372 games, 314983 moves, e=0.688, loss: 5.8, -, 7.7% elo% vs. simple_bot, avg. reward: -6.902, 2.329 sec/game, 10.7 min. total, 557.0 MB
stegosaur_undermine v7 373 games, 316105 moves, e=0.687, loss: 5.8, -, 7.6% elo% vs. simple_bot, avg. reward: -6.874, 2.341 sec/game, 10.8 min. total, 556.9 MB
stegosaur_undermine v7 374 games, 317075 moves, e=0.686, loss: 5.8, -, 7.5% elo% vs. simple_bot, avg. reward: -6.864, 2.336 sec/game, 10.8 min. total, 558.0 MB
stegosaur_undermine v7 375 games, 318005 moves, e=0.685, loss: 5.9, -, 7.4% elo% vs. simple_bot, avg. reward: -6.866, 2.335 sec/game, 10.8 min. total, 557.0 MB
stegosaur_undermine v7 376 games, 318963 moves, e=0.684, loss: 6.7, -, 7.3% elo% vs. simple_bot, avg. reward: -6.851, 2.301 sec/game, 10.9 min. total, 557.0 MB
stegosaur_undermine v7 377 games, 320138 moves, e=0.683, loss: 6.1, -, 7.2% elo% vs. simple_bot, avg. reward: -6.838, 2.321 sec/game, 10.9 min. total, 559.3 MB
stegosaur_undermine v7 378 games, 321250 moves, e=0.682, loss: 6.4, -, 7.2% elo% vs. simple_bot, avg. reward: -6.821, 2.288 sec/game, 10.9 min. total, 558.2 MB
stegosaur_undermine v7 379 games, 322366 moves, e=0.681, loss: 6.6, -, 7.1% elo% vs. simple_bot, avg. reward: -6.815, 2.314 sec/game, 11.0 min. total, 559.2 MB
stegosaur_undermine v7 380 games, 323567 moves, e=0.680, loss: 7.0, -, 7.0% elo% vs. simple_bot, avg. reward: -6.809, 2.338 sec/game, 11.0 min. total, 558.4 MB
stegosaur_undermine v7 381 games, 324803 moves, e=0.678, loss: 5.8, -, 6.9% elo% vs. simple_bot, avg. reward: -6.790, 2.361 sec/game, 11.1 min. total, 558.7 MB
stegosaur_undermine v7 382 games, 325826 moves, e=0.677, loss: 6.4, -, 6.8% elo% vs. simple_bot, avg. reward: -6.769, 2.376 sec/game, 11.1 min. total, 562.3 MB
stegosaur_undermine v7 383 games, 326808 moves, e=0.676, loss: 6.9, -, 6.7% elo% vs. simple_bot, avg. reward: -6.751, 2.361 sec/game, 11.2 min. total, 562.0 MB
stegosaur_undermine v7 384 games, 327945 moves, e=0.675, loss: 5.7, -, 6.7% elo% vs. simple_bot, avg. reward: -6.739, 2.371 sec/game, 11.2 min. total, 562.0 MB
stegosaur_undermine v7 385 games, 329237 moves, e=0.674, loss: 5.8, -, 6.6% elo% vs. simple_bot, avg. reward: -6.708, 2.401 sec/game, 11.2 min. total, 562.2 MB
stegosaur_undermine v7 386 games, 330485 moves, e=0.673, loss: 5.7, -, 6.5% elo% vs. simple_bot, avg. reward: -6.683, 2.424 sec/game, 11.3 min. total, 563.4 MB
stegosaur_undermine v7 387 games, 331621 moves, e=0.672, loss: 4.6, -, 6.4% elo% vs. simple_bot, avg. reward: -6.659, 2.427 sec/game, 11.3 min. total, 562.8 MB
stegosaur_undermine v7 388 games, 332670 moves, e=0.671, loss: 4.7, -, 6.4% elo% vs. simple_bot, avg. reward: -6.652, 2.427 sec/game, 11.4 min. total, 562.7 MB
stegosaur_undermine v7 389 games, 334151 moves, e=0.669, loss: 4.7, -, 6.3% elo% vs. simple_bot, avg. reward: -6.628, 2.453 sec/game, 11.4 min. total, 564.0 MB
stegosaur_undermine v7 390 games, 335287 moves, e=0.668, loss: 4.1, -, 6.2% elo% vs. simple_bot, avg. reward: -6.612, 2.456 sec/game, 11.5 min. total, 564.2 MB
stegosaur_undermine v7 391 games, 336544 moves, e=0.667, loss: 4.4, -, 6.2% elo% vs. simple_bot, avg. reward: -6.586, 2.457 sec/game, 11.5 min. total, 564.3 MB
stegosaur_undermine v7 392 games, 337662 moves, e=0.666, loss: 4.0, -, 6.1% elo% vs. simple_bot, avg. reward: -6.549, 2.464 sec/game, 11.5 min. total, 564.5 MB
stegosaur_undermine v7 393 games, 339120 moves, e=0.664, loss: 5.1, -, 6.0% elo% vs. simple_bot, avg. reward: -6.533, 2.495 sec/game, 11.6 min. total, 564.9 MB
stegosaur_undermine v7 394 games, 340186 moves, e=0.663, loss: 4.9, -, 6.0% elo% vs. simple_bot, avg. reward: -6.538, 2.503 sec/game, 11.6 min. total, 565.0 MB
stegosaur_undermine v7 395 games, 341181 moves, e=0.662, loss: 5.5, -, 5.9% elo% vs. simple_bot, avg. reward: -6.540, 2.528 sec/game, 11.7 min. total, 567.2 MB
stegosaur_undermine v7 396 games, 342433 moves, e=0.661, loss: 5.5, -, 5.8% elo% vs. simple_bot, avg. reward: -6.515, 2.565 sec/game, 11.7 min. total, 568.1 MB
stegosaur_undermine v7 397 games, 343477 moves, e=0.660, loss: 4.9, -, 5.8% elo% vs. simple_bot, avg. reward: -6.521, 2.541 sec/game, 11.8 min. total, 567.3 MB
stegosaur_undermine v7 398 games, 344411 moves, e=0.659, loss: 4.8, -, 5.7% elo% vs. simple_bot, avg. reward: -6.531, 2.527 sec/game, 11.8 min. total, 567.1 MB
stegosaur_undermine v7 399 games, 345543 moves, e=0.658, loss: 5.6, -, 5.7% elo% vs. simple_bot, avg. reward: -6.518, 2.518 sec/game, 11.8 min. total, 567.1 MB
stegosaur_undermine v7 400 games, 346521 moves, e=0.657, loss: 5.9, -, 5.6% elo% vs. simple_bot, avg. reward: -6.517, 2.504 sec/game, 11.9 min. total, 567.0 MB
stegosaur_undermine v8 401 games, 347469 moves, e=0.656, loss: 5.5, -, 47.7% elo% vs. simple_bot, avg. reward: -6.524, 2.506 sec/game, 11.9 min. total, 567.6 MB
stegosaur_undermine v8 402 games, 348610 moves, e=0.655, loss: 5.3, -, 45.5% elo% vs. simple_bot, avg. reward: -6.516, 2.527 sec/game, 12.0 min. total, 566.8 MB
stegosaur_undermine v8 403 games, 349764 moves, e=0.654, loss: 5.6, -, 43.4% elo% vs. simple_bot, avg. reward: -6.507, 2.538 sec/game, 12.0 min. total, 567.6 MB
stegosaur_undermine v8 404 games, 350977 moves, e=0.653, loss: 5.6, -, 41.5% elo% vs. simple_bot, avg. reward: -6.494, 2.561 sec/game, 12.1 min. total, 567.7 MB
stegosaur_undermine v8 405 games, 352110 moves, e=0.651, loss: 5.9, -, 39.6% elo% vs. simple_bot, avg. reward: -6.462, 2.540 sec/game, 12.1 min. total, 566.4 MB
stegosaur_undermine v8 406 games, 353252 moves, e=0.650, loss: 5.4, -, 37.9% elo% vs. simple_bot, avg. reward: -6.454, 2.542 sec/game, 12.1 min. total, 567.2 MB
stegosaur_undermine v8 407 games, 354473 moves, e=0.649, loss: 4.9, -, 36.3% elo% vs. simple_bot, avg. reward: -6.429, 2.551 sec/game, 12.2 min. total, 567.8 MB
stegosaur_undermine v8 408 games, 355552 moves, e=0.648, loss: 4.7, -, 34.8% elo% vs. simple_bot, avg. reward: -6.423, 2.561 sec/game, 12.2 min. total, 568.4 MB
stegosaur_undermine v8 409 games, 356598 moves, e=0.647, loss: 4.8, -, 33.3% elo% vs. simple_bot, avg. reward: -6.415, 2.515 sec/game, 12.3 min. total, 568.2 MB
stegosaur_undermine v8 410 games, 357934 moves, e=0.646, loss: 4.2, -, 32.0% elo% vs. simple_bot, avg. reward: -6.383, 2.538 sec/game, 12.3 min. total, 569.6 MB
stegosaur_undermine v8 411 games, 359179 moves, e=0.644, loss: 4.4, -, 30.7% elo% vs. simple_bot, avg. reward: -6.360, 2.542 sec/game, 12.4 min. total, 569.7 MB
stegosaur_undermine v8 412 games, 360169 moves, e=0.643, loss: 5.5, -, 29.5% elo% vs. simple_bot, avg. reward: -6.368, 2.540 sec/game, 12.4 min. total, 569.7 MB
stegosaur_undermine v8 413 games, 361292 moves, e=0.642, loss: 4.3, -, 28.4% elo% vs. simple_bot, avg. reward: -6.364, 2.506 sec/game, 12.4 min. total, 570.2 MB
stegosaur_undermine v8 414 games, 362383 moves, e=0.641, loss: 4.6, -, 27.3% elo% vs. simple_bot, avg. reward: -6.356, 2.519 sec/game, 12.5 min. total, 570.2 MB
stegosaur_undermine v8 415 games, 363514 moves, e=0.640, loss: 4.9, -, 26.4% elo% vs. simple_bot, avg. reward: -6.352, 2.512 sec/game, 12.5 min. total, 570.1 MB
stegosaur_undermine v8 416 games, 364605 moves, e=0.639, loss: 6.2, -, 25.4% elo% vs. simple_bot, avg. reward: -6.336, 2.496 sec/game, 12.6 min. total, 569.9 MB
stegosaur_undermine v8 417 games, 365638 moves, e=0.638, loss: 6.4, -, 24.5% elo% vs. simple_bot, avg. reward: -6.339, 2.498 sec/game, 12.6 min. total, 570.2 MB
stegosaur_undermine v8 418 games, 366867 moves, e=0.637, loss: 5.9, -, 23.7% elo% vs. simple_bot, avg. reward: -6.318, 2.538 sec/game, 12.6 min. total, 570.4 MB
stegosaur_undermine v8 419 games, 368085 moves, e=0.636, loss: 6.9, -, 22.9% elo% vs. simple_bot, avg. reward: -6.289, 2.544 sec/game, 12.7 min. total, 571.9 MB
stegosaur_undermine v8 420 games, 369263 moves, e=0.634, loss: 6.6, -, 22.2% elo% vs. simple_bot, avg. reward: -6.270, 2.568 sec/game, 12.7 min. total, 571.6 MB
stegosaur_undermine v8 421 games, 370514 moves, e=0.633, loss: 6.4, -, 21.5% elo% vs. simple_bot, avg. reward: -6.249, 2.588 sec/game, 12.8 min. total, 572.9 MB
stegosaur_undermine v8 422 games, 371945 moves, e=0.632, loss: 6.8, -, 20.8% elo% vs. simple_bot, avg. reward: -6.229, 2.601 sec/game, 12.8 min. total, 572.5 MB
stegosaur_undermine v8 423 games, 372972 moves, e=0.631, loss: 6.6, -, 20.2% elo% vs. simple_bot, avg. reward: -6.224, 2.604 sec/game, 12.9 min. total, 573.0 MB
stegosaur_undermine v8 424 games, 374139 moves, e=0.630, loss: 5.9, -, 19.6% elo% vs. simple_bot, avg. reward: -6.215, 2.588 sec/game, 12.9 min. total, 573.6 MB
stegosaur_undermine v8 425 games, 375369 moves, e=0.628, loss: 4.5, -, 19.1% elo% vs. simple_bot, avg. reward: -6.206, 2.619 sec/game, 13.0 min. total, 574.8 MB
stegosaur_undermine v7 400 games, 346521 moves, e=0.657, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 346.3 MB
stegosaur_undermine v8 401 games, 347689 moves, e=0.656, loss: nan, -, 47.7% elo% vs. v7, avg. reward: -5.617, 0.952 sec/game, 0.0 min. total, 355.3 MB
stegosaur_undermine v8 402 games, 348870 moves, e=0.655, loss: nan, +, 50.1% elo% vs. v7, avg. reward: -5.715, 0.939 sec/game, 0.0 min. total, 361.8 MB
stegosaur_undermine v8 403 games, 350115 moves, e=0.653, loss: nan, +, 52.4% elo% vs. v7, avg. reward: -5.450, 0.962 sec/game, 0.0 min. total, 371.9 MB
stegosaur_undermine v8 404 games, 351181 moves, e=0.652, loss: nan, +, 54.6% elo% vs. v7, avg. reward: -5.606, 0.961 sec/game, 0.1 min. total, 379.8 MB
stegosaur_undermine v8 405 games, 352396 moves, e=0.651, loss: nan, -, 52.1% elo% vs. v7, avg. reward: -5.486, 0.954 sec/game, 0.1 min. total, 387.4 MB
stegosaur_undermine v8 406 games, 353500 moves, e=0.650, loss: nan, +, 54.3% elo% vs. v7, avg. reward: -5.532, 0.943 sec/game, 0.1 min. total, 392.6 MB
stegosaur_undermine v8 407 games, 354477 moves, e=0.649, loss: nan, +, 56.4% elo% vs. v7, avg. reward: -5.724, 0.927 sec/game, 0.1 min. total, 393.1 MB
stegosaur_undermine v8 408 games, 355734 moves, e=0.648, loss: nan, -, 53.8% elo% vs. v7, avg. reward: -5.579, 0.933 sec/game, 0.1 min. total, 398.5 MB
stegosaur_undermine v8 409 games, 356881 moves, e=0.647, loss: 2.2, ., 53.6% elo% vs. v7, avg. reward: -5.601, 1.020 sec/game, 0.2 min. total, 410.4 MB
stegosaur_undermine v8 410 games, 358144 moves, e=0.645, loss: 3.4, +, 55.7% elo% vs. v7, avg. reward: -5.528, 1.219 sec/game, 0.2 min. total, 412.5 MB
stegosaur_undermine v8 411 games, 359519 moves, e=0.644, loss: 3.9, +, 57.7% elo% vs. v7, avg. reward: -5.460, 1.393 sec/game, 0.3 min. total, 416.4 MB
stegosaur_undermine v8 412 games, 360749 moves, e=0.643, loss: 3.8, +, 59.6% elo% vs. v7, avg. reward: -5.431, 1.537 sec/game, 0.3 min. total, 418.4 MB
