stegosaur_undermine v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.1 MB
stegosaur_undermine v12 717 games, 879697 moves, e=0.129, loss: 8.3, -, 57.3% elo% vs. v10, avg. reward: -2.292, 5.848 sec/game, 19.3 min. total, 693.9 MB
stegosaur_undermine v12 718 games, 882415 moves, e=0.126, loss: 9.6, +, 59.2% elo% vs. v10, avg. reward: -2.279, 5.856 sec/game, 19.4 min. total, 693.0 MB
stegosaur_undermine v12 719 games, 885151 moves, e=0.124, loss: 9.7, -, 56.5% elo% vs. v10, avg. reward: -2.263, 5.884 sec/game, 19.5 min. total, 695.1 MB
stegosaur_undermine v12 720 games, 888234 moves, e=0.121, loss: 9.7, -, 53.9% elo% vs. v10, avg. reward: -2.245, 5.924 sec/game, 19.6 min. total, 695.1 MB
stegosaur_undermine v12 721 games, 890780 moves, e=0.118, loss: 8.9, +, 56.0% elo% vs. v10, avg. reward: -2.231, 5.892 sec/game, 19.7 min. total, 695.1 MB
stegosaur_undermine v12 722 games, 893662 moves, e=0.115, loss: 10.0, +, 58.0% elo% vs. v10, avg. reward: -2.213, 5.851 sec/game, 19.8 min. total, 697.8 MB
stegosaur_undermine v12 723 games, 897047 moves, e=0.112, loss: 8.6, +, 59.9% elo% vs. v10, avg. reward: -2.199, 5.901 sec/game, 19.9 min. total, 695.5 MB
stegosaur_undermine v12 724 games, 900229 moves, e=0.109, loss: 8.7, -, 57.2% elo% vs. v10, avg. reward: -2.170, 5.915 sec/game, 20.0 min. total, 698.4 MB
stegosaur_undermine v12 725 games, 903693 moves, e=0.105, loss: 9.6, +, 59.1% elo% vs. v10, avg. reward: -2.149, 6.000 sec/game, 20.1 min. total, 698.8 MB
stegosaur_undermine v12 726 games, 906707 moves, e=0.102, loss: 10.3, +, 60.9% elo% vs. v10, avg. reward: -2.132, 5.989 sec/game, 20.2 min. total, 699.4 MB
stegosaur_undermine v12 727 games, 909979 moves, e=0.099, loss: 10.2, +, 62.6% elo% vs. v10, avg. reward: -2.110, 6.093 sec/game, 20.3 min. total, 699.4 MB
stegosaur_undermine v12 728 games, 913109 moves, e=0.096, loss: 9.3, +, 64.2% elo% vs. v10, avg. reward: -2.095, 6.169 sec/game, 20.4 min. total, 701.5 MB
stegosaur_undermine v12 729 games, 916371 moves, e=0.093, loss: 9.0, +, 65.7% elo% vs. v10, avg. reward: -2.082, 6.252 sec/game, 20.6 min. total, 701.9 MB
stegosaur_undermine v12 730 games, 919507 moves, e=0.090, loss: 10.9, +, 67.1% elo% vs. v10, avg. reward: -2.061, 6.305 sec/game, 20.7 min. total, 701.9 MB
stegosaur_undermine v12 731 games, 922476 moves, e=0.087, loss: 10.6, +, 68.5% elo% vs. v10, avg. reward: -2.045, 6.372 sec/game, 20.8 min. total, 700.9 MB
stegosaur_undermine v12 732 games, 925654 moves, e=0.084, loss: 11.1, +, 69.7% elo% vs. v10, avg. reward: -2.029, 6.456 sec/game, 20.9 min. total, 702.2 MB
stegosaur_undermine v12 733 games, 928332 moves, e=0.081, loss: 13.9, +, 70.9% elo% vs. v10, avg. reward: -2.013, 6.459 sec/game, 21.0 min. total, 706.6 MB
stegosaur_undermine v13 734 games, 931889 moves, e=0.077, loss: 13.2, +, 54.5% elo% vs. v12, avg. reward: -1.996, 6.501 sec/game, 21.1 min. total, 719.4 MB
stegosaur_undermine v13 735 games, 935011 moves, e=0.074, loss: 15.0, +, 56.6% elo% vs. v12, avg. reward: -1.983, 6.519 sec/game, 21.2 min. total, 723.4 MB
stegosaur_undermine v13 736 games, 938234 moves, e=0.071, loss: 11.5, +, 58.5% elo% vs. v12, avg. reward: -1.970, 6.543 sec/game, 21.4 min. total, 707.6 MB
stegosaur_undermine v13 737 games, 941466 moves, e=0.068, loss: 10.2, +, 60.4% elo% vs. v12, avg. reward: -1.949, 6.636 sec/game, 21.5 min. total, 707.8 MB
stegosaur_undermine v13 738 games, 944950 moves, e=0.064, loss: 9.2, -, 57.7% elo% vs. v12, avg. reward: -1.929, 6.705 sec/game, 21.6 min. total, 710.4 MB
stegosaur_undermine v13 739 games, 948780 moves, e=0.061, loss: 9.2, +, 59.6% elo% vs. v12, avg. reward: -1.907, 6.787 sec/game, 21.7 min. total, 710.3 MB
stegosaur_undermine v13 740 games, 951934 moves, e=0.058, loss: 13.7, -, 56.9% elo% vs. v12, avg. reward: -1.879, 6.788 sec/game, 21.8 min. total, 712.2 MB
stegosaur_undermine v13 741 games, 955760 moves, e=0.054, loss: 12.8, -, 54.3% elo% vs. v12, avg. reward: -1.853, 6.921 sec/game, 22.0 min. total, 712.2 MB
stegosaur_undermine v13 742 games, 959340 moves, e=0.050, loss: 10.8, -, 51.8% elo% vs. v12, avg. reward: -1.827, 7.004 sec/game, 22.1 min. total, 712.0 MB
stegosaur_undermine v13 743 games, 962724 moves, e=0.047, loss: 10.7, +, 54.0% elo% vs. v12, avg. reward: -1.809, 7.023 sec/game, 22.2 min. total, 710.8 MB
stegosaur_undermine v13 744 games, 965996 moves, e=0.044, loss: 11.6, ., 53.8% elo% vs. v12, avg. reward: -1.777, 7.033 sec/game, 22.3 min. total, 713.1 MB
stegosaur_undermine v13 745 games, 969494 moves, e=0.040, loss: 14.0, -, 51.4% elo% vs. v12, avg. reward: -1.769, 7.013 sec/game, 22.5 min. total, 713.4 MB
stegosaur_undermine v13 746 games, 973093 moves, e=0.037, loss: 15.0, -, 49.0% elo% vs. v12, avg. reward: -1.753, 7.082 sec/game, 22.6 min. total, 714.9 MB
stegosaur_undermine v13 747 games, 976694 moves, e=0.033, loss: 14.9, -, 46.7% elo% vs. v12, avg. reward: -1.737, 7.153 sec/game, 22.7 min. total, 714.8 MB
stegosaur_undermine v13 748 games, 980476 moves, e=0.029, loss: 11.9, +, 49.2% elo% vs. v12, avg. reward: -1.721, 7.219 sec/game, 22.9 min. total, 716.0 MB
stegosaur_undermine v13 749 games, 984437 moves, e=0.025, loss: 14.1, -, 46.9% elo% vs. v12, avg. reward: -1.702, 7.273 sec/game, 23.0 min. total, 718.3 MB
stegosaur_undermine v13 750 games, 988784 moves, e=0.021, loss: 11.8, -, 44.8% elo% vs. v12, avg. reward: -1.677, 7.375 sec/game, 23.1 min. total, 717.4 MB
stegosaur_undermine v13 751 games, 992898 moves, e=0.017, loss: 15.2, +, 47.3% elo% vs. v12, avg. reward: -1.649, 7.472 sec/game, 23.3 min. total, 715.1 MB
stegosaur_undermine v13 752 games, 997301 moves, e=0.013, loss: 16.7, +, 49.7% elo% vs. v12, avg. reward: -1.624, 7.532 sec/game, 23.4 min. total, 716.4 MB
stegosaur_undermine v13 753 games, 1001269 moves, e=0.010, loss: 21.1, -, 47.5% elo% vs. v12, avg. reward: -1.601, 7.651 sec/game, 23.6 min. total, 719.4 MB
stegosaur_undermine v13 754 games, 1005618 moves, e=0.010, loss: 18.3, +, 49.9% elo% vs. v12, avg. reward: -1.578, 7.721 sec/game, 23.7 min. total, 719.8 MB
stegosaur_undermine v13 755 games, 1009782 moves, e=0.010, loss: 13.9, -, 47.6% elo% vs. v12, avg. reward: -1.556, 7.804 sec/game, 23.8 min. total, 721.3 MB
stegosaur_undermine v13 756 games, 1013234 moves, e=0.010, loss: 13.5, -, 45.4% elo% vs. v12, avg. reward: -1.535, 7.778 sec/game, 23.9 min. total, 721.6 MB
stegosaur_undermine v13 757 games, 1017114 moves, e=0.010, loss: 13.6, +, 47.9% elo% vs. v12, avg. reward: -1.507, 7.763 sec/game, 24.1 min. total, 719.1 MB
stegosaur_undermine v13 758 games, 1021154 moves, e=0.010, loss: 13.4, +, 50.3% elo% vs. v12, avg. reward: -1.473, 7.789 sec/game, 24.2 min. total, 723.1 MB
stegosaur_undermine v13 759 games, 1025159 moves, e=0.010, loss: 14.6, +, 52.6% elo% vs. v12, avg. reward: -1.445, 7.799 sec/game, 24.3 min. total, 720.8 MB
stegosaur_undermine v13 760 games, 1029177 moves, e=0.010, loss: 16.1, -, 50.2% elo% vs. v12, avg. reward: -1.421, 7.882 sec/game, 24.5 min. total, 723.3 MB
stegosaur_undermine v13 761 games, 1033105 moves, e=0.010, loss: 11.7, -, 47.9% elo% vs. v12, avg. reward: -1.402, 7.880 sec/game, 24.6 min. total, 722.9 MB
stegosaur_undermine v13 762 games, 1037080 moves, e=0.010, loss: 13.5, -, 45.7% elo% vs. v12, avg. reward: -1.384, 7.999 sec/game, 24.8 min. total, 722.9 MB
stegosaur_undermine v13 763 games, 1040567 moves, e=0.010, loss: 14.3, -, 43.6% elo% vs. v12, avg. reward: -1.360, 8.016 sec/game, 24.9 min. total, 723.6 MB
stegosaur_undermine v13 764 games, 1044578 moves, e=0.010, loss: 14.0, -, 41.6% elo% vs. v12, avg. reward: -1.338, 8.122 sec/game, 25.0 min. total, 724.2 MB
stegosaur_undermine v13 765 games, 1048271 moves, e=0.010, loss: 15.1, -, 39.8% elo% vs. v12, avg. reward: -1.327, 8.142 sec/game, 25.2 min. total, 724.7 MB
stegosaur_undermine v13 766 games, 1052187 moves, e=0.010, loss: 12.4, -, 38.0% elo% vs. v12, avg. reward: -1.305, 8.171 sec/game, 25.3 min. total, 727.5 MB
stegosaur_undermine v13 767 games, 1055662 moves, e=0.010, loss: 14.4, -, 36.4% elo% vs. v12, avg. reward: -1.289, 8.125 sec/game, 25.4 min. total, 727.0 MB
stegosaur_undermine v13 768 games, 1059430 moves, e=0.010, loss: 18.5, -, 34.9% elo% vs. v12, avg. reward: -1.268, 8.100 sec/game, 25.6 min. total, 726.6 MB
stegosaur_undermine v13 769 games, 1063376 moves, e=0.010, loss: 19.1, -, 33.4% elo% vs. v12, avg. reward: -1.243, 8.094 sec/game, 25.7 min. total, 731.2 MB
stegosaur_undermine v13 770 games, 1066806 moves, e=0.010, loss: 22.6, -, 32.1% elo% vs. v12, avg. reward: -1.227, 8.032 sec/game, 25.8 min. total, 730.8 MB
stegosaur_undermine v13 771 games, 1070224 moves, e=0.010, loss: 23.9, -, 30.8% elo% vs. v12, avg. reward: -1.218, 8.027 sec/game, 25.9 min. total, 730.4 MB
stegosaur_undermine v13 772 games, 1073961 moves, e=0.010, loss: 21.9, +, 33.6% elo% vs. v12, avg. reward: -1.203, 7.978 sec/game, 26.1 min. total, 732.3 MB
stegosaur_undermine v13 773 games, 1077693 moves, e=0.010, loss: 16.9, ., 34.2% elo% vs. v12, avg. reward: -1.189, 7.971 sec/game, 26.2 min. total, 729.8 MB
stegosaur_undermine v13 774 games, 1081526 moves, e=0.010, loss: 16.7, -, 32.8% elo% vs. v12, avg. reward: -1.173, 7.939 sec/game, 26.3 min. total, 731.2 MB
stegosaur_undermine v13 775 games, 1085187 moves, e=0.010, loss: 14.1, +, 35.6% elo% vs. v12, avg. reward: -1.157, 7.905 sec/game, 26.5 min. total, 731.6 MB
stegosaur_undermine v13 776 games, 1089004 moves, e=0.010, loss: 12.2, -, 34.1% elo% vs. v12, avg. reward: -1.138, 7.930 sec/game, 26.6 min. total, 733.6 MB
stegosaur_undermine v13 777 games, 1092576 moves, e=0.010, loss: 11.4, +, 36.9% elo% vs. v12, avg. reward: -1.115, 7.937 sec/game, 26.7 min. total, 734.1 MB
stegosaur_undermine v13 778 games, 1096586 moves, e=0.010, loss: 11.0, -, 35.3% elo% vs. v12, avg. reward: -1.094, 7.968 sec/game, 26.9 min. total, 734.2 MB
stegosaur_undermine v13 779 games, 1100004 moves, e=0.010, loss: 12.1, +, 38.1% elo% vs. v12, avg. reward: -1.074, 7.907 sec/game, 27.0 min. total, 735.0 MB
stegosaur_undermine v13 780 games, 1103671 moves, e=0.010, loss: 14.0, +, 40.8% elo% vs. v12, avg. reward: -1.049, 7.873 sec/game, 27.1 min. total, 737.7 MB
stegosaur_undermine v13 781 games, 1107729 moves, e=0.010, loss: 19.1, +, 43.5% elo% vs. v12, avg. reward: -1.017, 7.887 sec/game, 27.2 min. total, 738.1 MB
stegosaur_undermine v13 782 games, 1111197 moves, e=0.010, loss: 24.4, +, 46.1% elo% vs. v12, avg. reward: -0.998, 7.748 sec/game, 27.4 min. total, 735.1 MB
stegosaur_undermine v13 783 games, 1114599 moves, e=0.010, loss: 27.8, -, 44.0% elo% vs. v12, avg. reward: -0.983, 7.706 sec/game, 27.5 min. total, 738.6 MB
stegosaur_undermine v13 784 games, 1118612 moves, e=0.010, loss: 23.0, -, 42.0% elo% vs. v12, avg. reward: -0.938, 7.676 sec/game, 27.6 min. total, 738.9 MB
stegosaur_undermine v13 785 games, 1122709 moves, e=0.010, loss: 37.1, +, 44.6% elo% vs. v12, avg. reward: -0.928, 7.689 sec/game, 27.7 min. total, 740.4 MB
stegosaur_undermine v13 786 games, 1125959 moves, e=0.010, loss: 44.7, -, 42.6% elo% vs. v12, avg. reward: -0.911, 7.602 sec/game, 27.8 min. total, 740.2 MB
stegosaur_undermine v13 787 games, 1129285 moves, e=0.010, loss: 40.0, -, 40.7% elo% vs. v12, avg. reward: -0.898, 7.574 sec/game, 28.0 min. total, 739.7 MB
stegosaur_undermine v13 788 games, 1133170 moves, e=0.010, loss: 24.8, -, 38.9% elo% vs. v12, avg. reward: -0.866, 7.577 sec/game, 28.1 min. total, 740.3 MB
stegosaur_undermine v13 789 games, 1136970 moves, e=0.010, loss: 32.0, +, 41.6% elo% vs. v12, avg. reward: -0.844, 7.561 sec/game, 28.2 min. total, 742.5 MB
stegosaur_undermine v13 790 games, 1140698 moves, e=0.010, loss: 34.1, -, 39.7% elo% vs. v12, avg. reward: -0.829, 7.664 sec/game, 28.4 min. total, 740.7 MB
stegosaur_undermine v13 791 games, 1144167 moves, e=0.010, loss: 25.1, -, 38.0% elo% vs. v12, avg. reward: -0.807, 7.711 sec/game, 28.5 min. total, 740.5 MB
stegosaur_undermine v13 792 games, 1147505 moves, e=0.010, loss: 22.3, +, 40.7% elo% vs. v12, avg. reward: -0.803, 7.723 sec/game, 28.6 min. total, 741.8 MB
stegosaur_undermine v13 793 games, 1150945 moves, e=0.010, loss: 20.3, -, 38.9% elo% vs. v12, avg. reward: -0.787, 7.723 sec/game, 28.8 min. total, 744.1 MB
stegosaur_undermine v13 794 games, 1154705 moves, e=0.010, loss: 16.4, +, 41.6% elo% vs. v12, avg. reward: -0.777, 7.758 sec/game, 28.9 min. total, 743.6 MB
stegosaur_undermine v13 795 games, 1158575 moves, e=0.010, loss: 15.0, +, 44.3% elo% vs. v12, avg. reward: -0.765, 7.786 sec/game, 29.1 min. total, 743.1 MB
stegosaur_undermine v13 796 games, 1162485 moves, e=0.010, loss: 14.8, -, 42.3% elo% vs. v12, avg. reward: -0.755, 7.796 sec/game, 29.2 min. total, 744.8 MB
stegosaur_undermine v13 797 games, 1166348 moves, e=0.010, loss: 14.3, ., 42.6% elo% vs. v12, avg. reward: -0.744, 7.791 sec/game, 29.3 min. total, 744.6 MB
stegosaur_undermine v13 798 games, 1170195 moves, e=0.010, loss: 13.0, -, 40.7% elo% vs. v12, avg. reward: -0.725, 7.755 sec/game, 29.4 min. total, 746.0 MB
stegosaur_undermine v13 799 games, 1174157 moves, e=0.010, loss: 17.1, -, 38.9% elo% vs. v12, avg. reward: -0.712, 7.891 sec/game, 29.6 min. total, 748.1 MB
stegosaur_undermine v13 800 games, 1178178 moves, e=0.010, loss: 19.9, -, 37.2% elo% vs. v12, avg. reward: -0.698, 7.913 sec/game, 29.7 min. total, 748.5 MB
stegosaur_undermine v14 801 games, 1181873 moves, e=0.010, loss: 16.0, -, 47.7% elo% vs. v12, avg. reward: -0.688, 7.871 sec/game, 29.9 min. total, 748.0 MB
stegosaur_undermine v14 802 games, 1185283 moves, e=0.010, loss: 17.1, -, 45.5% elo% vs. v12, avg. reward: -0.682, 7.865 sec/game, 30.0 min. total, 749.4 MB
stegosaur_undermine v14 803 games, 1189391 moves, e=0.010, loss: 15.2, +, 48.0% elo% vs. v12, avg. reward: -0.668, 7.938 sec/game, 30.1 min. total, 750.6 MB
stegosaur_undermine v14 804 games, 1193563 moves, e=0.010, loss: 16.8, +, 50.4% elo% vs. v12, avg. reward: -0.648, 7.931 sec/game, 30.2 min. total, 750.8 MB
stegosaur_undermine v14 805 games, 1197598 moves, e=0.010, loss: 26.0, -, 48.1% elo% vs. v12, avg. reward: -0.641, 7.935 sec/game, 30.4 min. total, 751.3 MB
stegosaur_undermine v14 806 games, 1201796 moves, e=0.010, loss: 28.4, -, 45.9% elo% vs. v12, avg. reward: -0.636, 8.032 sec/game, 30.5 min. total, 751.0 MB
stegosaur_undermine v14 807 games, 1205835 moves, e=0.010, loss: 17.4, -, 43.8% elo% vs. v12, avg. reward: -0.623, 8.083 sec/game, 30.6 min. total, 751.4 MB
stegosaur_undermine v14 808 games, 1209658 moves, e=0.010, loss: 15.5, +, 46.4% elo% vs. v12, avg. reward: -0.616, 8.084 sec/game, 30.8 min. total, 748.9 MB
stegosaur_undermine v14 809 games, 1214150 moves, e=0.010, loss: 13.4, -, 44.2% elo% vs. v12, avg. reward: -0.600, 8.146 sec/game, 30.9 min. total, 754.5 MB
stegosaur_undermine v13 800 games, 1178178 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 346.4 MB
stegosaur_undermine v14 801 games, 1182183 moves, e=0.010, loss: nan, +, 52.3% elo% vs. v13, avg. reward: 0.944, 2.170 sec/game, 0.0 min. total, 368.6 MB
stegosaur_undermine v14 802 games, 1186343 moves, e=0.010, loss: nan, ., 52.2% elo% vs. v13, avg. reward: 0.610, 2.173 sec/game, 0.1 min. total, 390.7 MB
stegosaur_undermine v14 803 games, 1190432 moves, e=0.010, loss: 31.8, -, 49.8% elo% vs. v13, avg. reward: 0.715, 3.481 sec/game, 0.2 min. total, 414.0 MB
stegosaur_undermine v14 804 games, 1194498 moves, e=0.010, loss: 31.6, +, 52.1% elo% vs. v13, avg. reward: 0.465, 4.836 sec/game, 0.3 min. total, 412.5 MB
stegosaur_undermine v14 805 games, 1198474 moves, e=0.010, loss: 30.8, -, 49.7% elo% vs. v13, avg. reward: 0.456, 5.579 sec/game, 0.5 min. total, 416.4 MB
stegosaur_undermine v14 806 games, 1201875 moves, e=0.010, loss: 34.9, +, 52.0% elo% vs. v13, avg. reward: 0.372, 5.756 sec/game, 0.6 min. total, 418.7 MB
stegosaur_undermine v14 807 games, 1205905 moves, e=0.010, loss: 40.9, +, 54.2% elo% vs. v13, avg. reward: 0.364, 6.086 sec/game, 0.7 min. total, 420.8 MB
stegosaur_undermine v14 808 games, 1209775 moves, e=0.010, loss: 45.6, -, 51.7% elo% vs. v13, avg. reward: 0.248, 6.290 sec/game, 0.8 min. total, 423.8 MB
stegosaur_undermine v14 809 games, 1213678 moves, e=0.010, loss: 46.1, -, 49.4% elo% vs. v13, avg. reward: 0.511, 6.435 sec/game, 1.0 min. total, 426.1 MB
stegosaur_undermine v14 810 games, 1217651 moves, e=0.010, loss: 69.8, +, 51.7% elo% vs. v13, avg. reward: 0.436, 6.589 sec/game, 1.1 min. total, 428.1 MB
stegosaur_undermine v14 811 games, 1221245 moves, e=0.010, loss: 86.2, -, 49.3% elo% vs. v13, avg. reward: 0.320, 6.663 sec/game, 1.2 min. total, 429.1 MB
stegosaur_undermine v14 812 games, 1224862 moves, e=0.010, loss: 53.1, +, 51.6% elo% vs. v13, avg. reward: 0.247, 6.720 sec/game, 1.3 min. total, 425.1 MB
stegosaur_undermine v14 813 games, 1228680 moves, e=0.010, loss: 44.8, +, 53.9% elo% vs. v13, avg. reward: 0.175, 6.813 sec/game, 1.5 min. total, 427.9 MB
stegosaur_undermine v14 814 games, 1232444 moves, e=0.010, loss: 40.4, ., 53.7% elo% vs. v13, avg. reward: 0.117, 6.862 sec/game, 1.6 min. total, 430.2 MB
stegosaur_undermine v14 815 games, 1236692 moves, e=0.010, loss: 28.6, +, 55.8% elo% vs. v13, avg. reward: 0.082, 6.968 sec/game, 1.7 min. total, 429.1 MB
stegosaur_undermine v14 816 games, 1240643 moves, e=0.010, loss: 27.5, +, 57.8% elo% vs. v13, avg. reward: 0.222, 7.028 sec/game, 1.9 min. total, 435.2 MB
stegosaur_undermine v14 817 games, 1244654 moves, e=0.010, loss: 40.0, +, 59.7% elo% vs. v13, avg. reward: 0.201, 7.087 sec/game, 2.0 min. total, 437.0 MB
stegosaur_undermine v14 818 games, 1248789 moves, e=0.010, loss: 56.2, -, 57.0% elo% vs. v13, avg. reward: 0.165, 7.155 sec/game, 2.1 min. total, 432.4 MB
stegosaur_undermine v14 819 games, 1252156 moves, e=0.010, loss: 34.7, +, 58.9% elo% vs. v13, avg. reward: 0.114, 7.133 sec/game, 2.3 min. total, 433.6 MB
stegosaur_undermine v14 820 games, 1256399 moves, e=0.010, loss: 22.3, +, 60.8% elo% vs. v13, avg. reward: 0.105, 7.197 sec/game, 2.4 min. total, 433.2 MB
stegosaur_undermine v14 821 games, 1260691 moves, e=0.010, loss: 21.9, +, 62.5% elo% vs. v13, avg. reward: 0.085, 7.537 sec/game, 2.5 min. total, 434.1 MB
stegosaur_undermine v14 822 games, 1264710 moves, e=0.010, loss: 20.7, -, 59.7% elo% vs. v13, avg. reward: 0.086, 7.822 sec/game, 2.7 min. total, 437.1 MB
stegosaur_undermine v14 823 games, 1269071 moves, e=0.010, loss: 19.9, +, 61.5% elo% vs. v13, avg. reward: 0.118, 7.974 sec/game, 2.8 min. total, 436.6 MB
stegosaur_undermine v14 824 games, 1273184 moves, e=0.010, loss: 30.6, -, 58.8% elo% vs. v13, avg. reward: 0.138, 7.935 sec/game, 3.0 min. total, 437.4 MB
stegosaur_undermine v14 825 games, 1277434 moves, e=0.010, loss: 47.0, -, 56.1% elo% vs. v13, avg. reward: 0.141, 7.920 sec/game, 3.1 min. total, 440.2 MB
stegosaur_undermine v14 826 games, 1281124 moves, e=0.010, loss: 54.7, -, 53.6% elo% vs. v13, avg. reward: 0.138, 7.979 sec/game, 3.2 min. total, 441.5 MB
stegosaur_undermine v14 827 games, 1284690 moves, e=0.010, loss: 42.5, -, 51.1% elo% vs. v13, avg. reward: 0.104, 7.942 sec/game, 3.4 min. total, 441.0 MB
stegosaur_undermine v14 828 games, 1288959 moves, e=0.010, loss: 26.3, -, 48.8% elo% vs. v13, avg. reward: 0.085, 7.977 sec/game, 3.5 min. total, 441.4 MB
stegosaur_undermine v14 829 games, 1293082 moves, e=0.010, loss: 19.9, +, 51.1% elo% vs. v13, avg. reward: 0.068, 8.017 sec/game, 3.6 min. total, 439.4 MB
stegosaur_undermine v14 830 games, 1297349 moves, e=0.010, loss: 18.0, +, 53.4% elo% vs. v13, avg. reward: 0.068, 8.044 sec/game, 3.8 min. total, 442.6 MB
stegosaur_undermine v14 831 games, 1301776 moves, e=0.010, loss: 18.5, +, 55.5% elo% vs. v13, avg. reward: 0.056, 8.143 sec/game, 3.9 min. total, 439.3 MB
stegosaur_undermine v14 832 games, 1306332 moves, e=0.010, loss: 16.3, +, 57.5% elo% vs. v13, avg. reward: 0.048, 8.299 sec/game, 4.1 min. total, 445.4 MB
stegosaur_undermine v14 833 games, 1310380 moves, e=0.010, loss: 17.2, +, 59.4% elo% vs. v13, avg. reward: 0.049, 8.384 sec/game, 4.3 min. total, 441.7 MB
stegosaur_undermine v14 834 games, 1314436 moves, e=0.010, loss: 20.7, +, 61.2% elo% vs. v13, avg. reward: 0.038, 8.486 sec/game, 4.4 min. total, 443.1 MB
stegosaur_undermine v14 835 games, 1318649 moves, e=0.010, loss: 20.6, -, 58.5% elo% vs. v13, avg. reward: 0.059, 8.535 sec/game, 4.6 min. total, 448.4 MB
stegosaur_undermine v14 836 games, 1322769 moves, e=0.010, loss: 34.9, +, 60.3% elo% vs. v13, avg. reward: 0.087, 8.610 sec/game, 4.7 min. total, 448.2 MB
stegosaur_undermine v14 837 games, 1326794 moves, e=0.010, loss: 71.2, +, 62.1% elo% vs. v13, avg. reward: 0.143, 8.675 sec/game, 4.9 min. total, 449.2 MB
stegosaur_undermine v14 838 games, 1330089 moves, e=0.010, loss: 95.9, -, 59.3% elo% vs. v13, avg. reward: 0.120, 8.625 sec/game, 5.0 min. total, 449.1 MB
stegosaur_undermine v14 839 games, 1333433 moves, e=0.010, loss: 71.9, -, 56.7% elo% vs. v13, avg. reward: 0.099, 8.657 sec/game, 5.1 min. total, 449.0 MB
stegosaur_undermine v14 840 games, 1336782 moves, e=0.010, loss: 65.8, -, 54.1% elo% vs. v13, avg. reward: 0.081, 8.610 sec/game, 5.3 min. total, 448.5 MB
stegosaur_undermine v14 841 games, 1340687 moves, e=0.010, loss: 27.7, +, 56.2% elo% vs. v13, avg. reward: 0.067, 8.596 sec/game, 5.4 min. total, 449.6 MB
stegosaur_undermine v14 842 games, 1344974 moves, e=0.010, loss: 24.8, +, 58.2% elo% vs. v13, avg. reward: 0.057, 8.655 sec/game, 5.6 min. total, 450.6 MB
stegosaur_undermine v14 843 games, 1348994 moves, e=0.010, loss: 27.1, +, 60.0% elo% vs. v13, avg. reward: 0.053, 8.633 sec/game, 5.7 min. total, 450.5 MB
stegosaur_undermine v14 844 games, 1353515 moves, e=0.010, loss: 25.4, -, 57.4% elo% vs. v13, avg. reward: 0.053, 8.702 sec/game, 5.9 min. total, 451.6 MB
stegosaur_undermine v14 845 games, 1357620 moves, e=0.010, loss: 36.1, +, 59.3% elo% vs. v13, avg. reward: 0.057, 8.738 sec/game, 6.0 min. total, 449.7 MB
stegosaur_undermine v14 846 games, 1361367 moves, e=0.010, loss: 37.5, -, 56.6% elo% vs. v13, avg. reward: 0.043, 8.746 sec/game, 6.2 min. total, 452.8 MB
stegosaur_undermine v14 847 games, 1365140 moves, e=0.010, loss: 32.9, -, 54.0% elo% vs. v13, avg. reward: 0.033, 8.787 sec/game, 6.3 min. total, 453.2 MB
stegosaur_undermine v14 848 games, 1369115 moves, e=0.010, loss: 27.1, -, 51.5% elo% vs. v13, avg. reward: 0.063, 8.797 sec/game, 6.4 min. total, 454.4 MB
stegosaur_undermine v14 849 games, 1372979 moves, e=0.010, loss: 39.7, -, 49.2% elo% vs. v13, avg. reward: 0.050, 8.789 sec/game, 6.6 min. total, 454.3 MB
stegosaur_undermine v14 850 games, 1377078 moves, e=0.010, loss: 51.3, -, 46.9% elo% vs. v13, avg. reward: 0.081, 8.909 sec/game, 6.7 min. total, 455.7 MB
stegosaur_undermine v14 851 games, 1380585 moves, e=0.010, loss: 57.1, +, 49.4% elo% vs. v13, avg. reward: 0.063, 8.865 sec/game, 6.9 min. total, 455.3 MB
stegosaur_undermine v14 852 games, 1384292 moves, e=0.010, loss: 46.1, +, 51.7% elo% vs. v13, avg. reward: 0.052, 8.755 sec/game, 7.0 min. total, 455.2 MB
