goofball_resource v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
goofball_resource v3 297 games, 229500 moves, e=0.773, loss: 1.5, -, 2.1% elo% vs. random_no_suicide, avg. reward: 0.364, 1.683 sec/game, 7.0 min. total, 496.1 MB
goofball_resource v3 298 games, 230283 moves, e=0.772, loss: 1.6, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.364, 1.676 sec/game, 7.1 min. total, 496.6 MB
goofball_resource v3 299 games, 231067 moves, e=0.771, loss: 1.6, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.361, 1.676 sec/game, 7.1 min. total, 496.8 MB
goofball_resource v3 300 games, 231936 moves, e=0.770, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.366, 1.689 sec/game, 7.1 min. total, 497.1 MB
goofball_resource v3 301 games, 232768 moves, e=0.770, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.368, 1.680 sec/game, 7.2 min. total, 499.6 MB
goofball_resource v3 302 games, 233751 moves, e=0.769, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.367, 1.703 sec/game, 7.2 min. total, 498.3 MB
goofball_resource v3 303 games, 234528 moves, e=0.768, loss: 1.6, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.363, 1.684 sec/game, 7.2 min. total, 499.0 MB
goofball_resource v3 304 games, 235337 moves, e=0.767, loss: 1.6, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.366, 1.693 sec/game, 7.2 min. total, 498.9 MB
goofball_resource v3 305 games, 236149 moves, e=0.766, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.362, 1.694 sec/game, 7.3 min. total, 499.0 MB
goofball_resource v3 306 games, 237120 moves, e=0.765, loss: 1.4, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.361, 1.708 sec/game, 7.3 min. total, 499.0 MB
goofball_resource v3 307 games, 237913 moves, e=0.764, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.364, 1.709 sec/game, 7.3 min. total, 499.2 MB
goofball_resource v3 308 games, 238784 moves, e=0.764, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.361, 1.716 sec/game, 7.4 min. total, 499.3 MB
goofball_resource v3 309 games, 239559 moves, e=0.763, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.362, 1.709 sec/game, 7.4 min. total, 499.5 MB
goofball_resource v3 310 games, 240450 moves, e=0.762, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.363, 1.708 sec/game, 7.4 min. total, 500.2 MB
goofball_resource v3 311 games, 241371 moves, e=0.761, loss: 1.5, -, 2.0% elo% vs. random_no_suicide, avg. reward: 0.361, 1.712 sec/game, 7.5 min. total, 500.4 MB
goofball_resource v3 312 games, 242138 moves, e=0.760, loss: 1.5, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.363, 1.712 sec/game, 7.5 min. total, 500.9 MB
goofball_resource v3 313 games, 243072 moves, e=0.759, loss: 1.5, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.361, 1.717 sec/game, 7.5 min. total, 500.3 MB
goofball_resource v3 314 games, 243998 moves, e=0.758, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.363, 1.715 sec/game, 7.5 min. total, 500.8 MB
goofball_resource v3 315 games, 244770 moves, e=0.758, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.365, 1.716 sec/game, 7.6 min. total, 501.2 MB
goofball_resource v3 316 games, 245577 moves, e=0.757, loss: 1.5, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.364, 1.717 sec/game, 7.6 min. total, 501.2 MB
goofball_resource v3 317 games, 246346 moves, e=0.756, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.364, 1.722 sec/game, 7.6 min. total, 501.0 MB
goofball_resource v3 318 games, 247157 moves, e=0.755, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.366, 1.712 sec/game, 7.6 min. total, 501.3 MB
goofball_resource v3 319 games, 248015 moves, e=0.754, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.366, 1.723 sec/game, 7.7 min. total, 502.4 MB
goofball_resource v3 320 games, 248890 moves, e=0.754, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.366, 1.724 sec/game, 7.7 min. total, 504.3 MB
goofball_resource v3 321 games, 249688 moves, e=0.753, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.365, 1.733 sec/game, 7.7 min. total, 504.4 MB
goofball_resource v3 322 games, 250637 moves, e=0.752, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.365, 1.741 sec/game, 7.8 min. total, 504.2 MB
goofball_resource v3 323 games, 251422 moves, e=0.751, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.364, 1.748 sec/game, 7.8 min. total, 504.2 MB
goofball_resource v3 324 games, 252288 moves, e=0.750, loss: 1.4, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.366, 1.759 sec/game, 7.8 min. total, 504.4 MB
goofball_resource v3 325 games, 253121 moves, e=0.749, loss: 1.5, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.370, 1.764 sec/game, 7.9 min. total, 503.9 MB
goofball_resource v3 326 games, 253965 moves, e=0.749, loss: 1.5, -, 1.9% elo% vs. random_no_suicide, avg. reward: 0.367, 1.757 sec/game, 7.9 min. total, 503.9 MB
goofball_resource v3 327 games, 254946 moves, e=0.748, loss: 1.4, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.367, 1.771 sec/game, 7.9 min. total, 504.0 MB
goofball_resource v3 328 games, 255879 moves, e=0.747, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.368, 1.781 sec/game, 8.0 min. total, 505.1 MB
goofball_resource v3 329 games, 256739 moves, e=0.746, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.367, 1.782 sec/game, 8.0 min. total, 507.0 MB
goofball_resource v3 330 games, 257594 moves, e=0.745, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.366, 1.785 sec/game, 8.0 min. total, 506.5 MB
goofball_resource v3 331 games, 258553 moves, e=0.744, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.366, 1.781 sec/game, 8.0 min. total, 506.6 MB
goofball_resource v3 332 games, 259535 moves, e=0.743, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.368, 1.806 sec/game, 8.1 min. total, 507.1 MB
goofball_resource v3 333 games, 260429 moves, e=0.742, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.365, 1.803 sec/game, 8.1 min. total, 507.1 MB
goofball_resource v3 334 games, 261326 moves, e=0.741, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.366, 1.804 sec/game, 8.1 min. total, 507.0 MB
goofball_resource v3 335 games, 262264 moves, e=0.740, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.367, 1.816 sec/game, 8.2 min. total, 507.3 MB
goofball_resource v3 336 games, 263050 moves, e=0.740, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.365, 1.826 sec/game, 8.2 min. total, 507.4 MB
goofball_resource v3 337 games, 263975 moves, e=0.739, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.366, 1.835 sec/game, 8.2 min. total, 507.6 MB
goofball_resource v3 338 games, 264888 moves, e=0.738, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.367, 1.847 sec/game, 8.3 min. total, 507.8 MB
goofball_resource v3 339 games, 265645 moves, e=0.737, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.367, 1.833 sec/game, 8.3 min. total, 509.6 MB
goofball_resource v3 340 games, 266599 moves, e=0.736, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.366, 1.839 sec/game, 8.3 min. total, 509.5 MB
goofball_resource v3 341 games, 267444 moves, e=0.735, loss: 1.5, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.363, 1.842 sec/game, 8.3 min. total, 509.8 MB
goofball_resource v3 342 games, 268146 moves, e=0.735, loss: 1.6, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.362, 1.796 sec/game, 8.4 min. total, 509.3 MB
goofball_resource v3 343 games, 269042 moves, e=0.734, loss: 1.7, -, 1.8% elo% vs. random_no_suicide, avg. reward: 0.362, 1.801 sec/game, 8.4 min. total, 509.3 MB
goofball_resource v3 344 games, 269905 moves, e=0.733, loss: 1.7, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.360, 1.791 sec/game, 8.4 min. total, 509.4 MB
goofball_resource v3 345 games, 270815 moves, e=0.732, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.361, 1.798 sec/game, 8.5 min. total, 509.8 MB
goofball_resource v3 346 games, 271759 moves, e=0.731, loss: 1.7, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.361, 1.803 sec/game, 8.5 min. total, 510.3 MB
goofball_resource v3 347 games, 272783 moves, e=0.730, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.363, 1.815 sec/game, 8.5 min. total, 510.5 MB
goofball_resource v3 348 games, 273618 moves, e=0.729, loss: 1.7, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.367, 1.792 sec/game, 8.6 min. total, 512.0 MB
goofball_resource v3 349 games, 274442 moves, e=0.728, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.366, 1.796 sec/game, 8.6 min. total, 511.6 MB
goofball_resource v3 350 games, 275283 moves, e=0.727, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.362, 1.784 sec/game, 8.6 min. total, 512.1 MB
goofball_resource v3 351 games, 276075 moves, e=0.727, loss: 1.7, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.361, 1.771 sec/game, 8.6 min. total, 512.1 MB
goofball_resource v3 352 games, 277001 moves, e=0.726, loss: 1.7, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.360, 1.766 sec/game, 8.7 min. total, 512.4 MB
goofball_resource v3 353 games, 277967 moves, e=0.725, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.357, 1.766 sec/game, 8.7 min. total, 512.4 MB
goofball_resource v3 354 games, 278746 moves, e=0.724, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.356, 1.755 sec/game, 8.7 min. total, 512.3 MB
goofball_resource v3 355 games, 279663 moves, e=0.723, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.359, 1.754 sec/game, 8.8 min. total, 512.9 MB
goofball_resource v3 356 games, 280599 moves, e=0.722, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.359, 1.766 sec/game, 8.8 min. total, 512.9 MB
goofball_resource v3 357 games, 281411 moves, e=0.721, loss: 1.6, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.357, 1.754 sec/game, 8.8 min. total, 513.5 MB
goofball_resource v3 358 games, 282356 moves, e=0.720, loss: 1.5, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.352, 1.759 sec/game, 8.8 min. total, 515.1 MB
goofball_resource v3 359 games, 283216 moves, e=0.720, loss: 1.5, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.350, 1.780 sec/game, 8.9 min. total, 515.1 MB
goofball_resource v3 360 games, 284098 moves, e=0.719, loss: 1.5, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.348, 1.773 sec/game, 8.9 min. total, 514.9 MB
goofball_resource v3 361 games, 284979 moves, e=0.718, loss: 1.4, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.350, 1.772 sec/game, 8.9 min. total, 515.3 MB
goofball_resource v3 362 games, 285868 moves, e=0.717, loss: 1.4, -, 1.7% elo% vs. random_no_suicide, avg. reward: 0.353, 1.795 sec/game, 9.0 min. total, 515.4 MB
goofball_resource v3 363 games, 286810 moves, e=0.716, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.355, 1.795 sec/game, 9.0 min. total, 515.2 MB
goofball_resource v3 364 games, 287634 moves, e=0.715, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.355, 1.796 sec/game, 9.0 min. total, 515.2 MB
goofball_resource v3 365 games, 288474 moves, e=0.714, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.356, 1.783 sec/game, 9.1 min. total, 515.6 MB
goofball_resource v3 366 games, 289325 moves, e=0.714, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.360, 1.772 sec/game, 9.1 min. total, 516.5 MB
goofball_resource v3 367 games, 290206 moves, e=0.713, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.361, 1.759 sec/game, 9.1 min. total, 517.9 MB
goofball_resource v3 368 games, 291100 moves, e=0.712, loss: 1.5, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.356, 1.771 sec/game, 9.1 min. total, 518.4 MB
goofball_resource v3 369 games, 291942 moves, e=0.711, loss: 1.5, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.358, 1.764 sec/game, 9.2 min. total, 519.0 MB
goofball_resource v3 370 games, 292789 moves, e=0.710, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.361, 1.772 sec/game, 9.2 min. total, 518.9 MB
goofball_resource v3 371 games, 293698 moves, e=0.709, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.363, 1.784 sec/game, 9.2 min. total, 518.7 MB
goofball_resource v3 372 games, 294464 moves, e=0.708, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.364, 1.765 sec/game, 9.3 min. total, 518.8 MB
goofball_resource v3 373 games, 295351 moves, e=0.708, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.364, 1.762 sec/game, 9.3 min. total, 518.6 MB
goofball_resource v3 374 games, 296283 moves, e=0.707, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.365, 1.776 sec/game, 9.3 min. total, 519.1 MB
goofball_resource v3 375 games, 297147 moves, e=0.706, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.364, 1.774 sec/game, 9.3 min. total, 519.0 MB
goofball_resource v3 376 games, 298056 moves, e=0.705, loss: 1.5, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.361, 1.763 sec/game, 9.4 min. total, 519.2 MB
goofball_resource v3 377 games, 299004 moves, e=0.704, loss: 1.5, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.363, 1.775 sec/game, 9.4 min. total, 520.7 MB
goofball_resource v3 378 games, 299891 moves, e=0.703, loss: 1.6, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.360, 1.770 sec/game, 9.4 min. total, 522.0 MB
goofball_resource v3 379 games, 300884 moves, e=0.702, loss: 1.5, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.360, 1.774 sec/game, 9.5 min. total, 522.2 MB
goofball_resource v3 380 games, 301713 moves, e=0.701, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.363, 1.776 sec/game, 9.5 min. total, 522.2 MB
goofball_resource v3 381 games, 302549 moves, e=0.700, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.370, 1.765 sec/game, 9.5 min. total, 521.8 MB
goofball_resource v3 382 games, 303501 moves, e=0.700, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.372, 1.773 sec/game, 9.6 min. total, 522.3 MB
goofball_resource v3 383 games, 304502 moves, e=0.699, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.373, 1.776 sec/game, 9.6 min. total, 522.4 MB
goofball_resource v3 384 games, 305421 moves, e=0.698, loss: 1.4, -, 1.6% elo% vs. random_no_suicide, avg. reward: 0.371, 1.789 sec/game, 9.6 min. total, 521.9 MB
goofball_resource v3 385 games, 306214 moves, e=0.697, loss: 1.4, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.372, 1.790 sec/game, 9.7 min. total, 522.3 MB
goofball_resource v3 386 games, 307003 moves, e=0.696, loss: 1.4, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.375, 1.785 sec/game, 9.7 min. total, 523.6 MB
goofball_resource v3 387 games, 307936 moves, e=0.695, loss: 1.4, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.785 sec/game, 9.7 min. total, 524.0 MB
goofball_resource v3 388 games, 308718 moves, e=0.694, loss: 1.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.378, 1.776 sec/game, 9.7 min. total, 524.1 MB
goofball_resource v3 389 games, 309709 moves, e=0.693, loss: 1.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.379, 1.795 sec/game, 9.8 min. total, 524.7 MB
goofball_resource v3 390 games, 310718 moves, e=0.692, loss: 1.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.382, 1.809 sec/game, 9.8 min. total, 524.8 MB
goofball_resource v3 391 games, 311599 moves, e=0.692, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.808 sec/game, 9.8 min. total, 524.9 MB
goofball_resource v3 392 games, 312598 moves, e=0.691, loss: 1.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.375, 1.833 sec/game, 9.9 min. total, 524.8 MB
goofball_resource v3 393 games, 313564 moves, e=0.690, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.382, 1.836 sec/game, 9.9 min. total, 525.0 MB
goofball_resource v3 394 games, 314369 moves, e=0.689, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.832 sec/game, 9.9 min. total, 524.8 MB
goofball_resource v3 395 games, 315172 moves, e=0.688, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.377, 1.823 sec/game, 10.0 min. total, 525.8 MB
goofball_resource v3 396 games, 315949 moves, e=0.687, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.376, 1.815 sec/game, 10.0 min. total, 527.7 MB
goofball_resource v3 397 games, 317046 moves, e=0.686, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.377, 1.839 sec/game, 10.0 min. total, 527.6 MB
goofball_resource v3 398 games, 317886 moves, e=0.685, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.379, 1.837 sec/game, 10.0 min. total, 527.5 MB
goofball_resource v3 399 games, 318785 moves, e=0.684, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.383, 1.827 sec/game, 10.1 min. total, 527.9 MB
goofball_resource v3 400 games, 319687 moves, e=0.684, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.826 sec/game, 10.1 min. total, 527.3 MB
goofball_resource v3 401 games, 320634 moves, e=0.683, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.381, 1.839 sec/game, 10.1 min. total, 527.8 MB
goofball_resource v3 402 games, 321566 moves, e=0.682, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.381, 1.840 sec/game, 10.2 min. total, 527.5 MB
goofball_resource v3 403 games, 322635 moves, e=0.681, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.383, 1.848 sec/game, 10.2 min. total, 528.3 MB
goofball_resource v3 404 games, 323527 moves, e=0.680, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.838 sec/game, 10.2 min. total, 528.7 MB
goofball_resource v3 405 games, 324403 moves, e=0.679, loss: 1.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.382, 1.852 sec/game, 10.3 min. total, 530.2 MB
goofball_resource v3 406 games, 325391 moves, e=0.678, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.384, 1.877 sec/game, 10.3 min. total, 530.1 MB
goofball_resource v3 407 games, 326373 moves, e=0.677, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.381, 1.886 sec/game, 10.3 min. total, 530.9 MB
goofball_resource v3 408 games, 327375 moves, e=0.676, loss: 1.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 0.380, 1.913 sec/game, 10.4 min. total, 530.9 MB
goofball_resource v3 409 games, 328303 moves, e=0.675, loss: 1.8, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.383, 1.903 sec/game, 10.4 min. total, 530.7 MB
goofball_resource v3 410 games, 329089 moves, e=0.674, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.381, 1.893 sec/game, 10.4 min. total, 530.5 MB
goofball_resource v3 411 games, 330066 moves, e=0.673, loss: 1.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.384, 1.897 sec/game, 10.5 min. total, 530.9 MB
goofball_resource v3 412 games, 331087 moves, e=0.672, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.378, 1.895 sec/game, 10.5 min. total, 530.7 MB
goofball_resource v3 413 games, 331956 moves, e=0.671, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.381, 1.892 sec/game, 10.5 min. total, 530.5 MB
goofball_resource v3 414 games, 332925 moves, e=0.670, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.378, 1.899 sec/game, 10.6 min. total, 531.2 MB
goofball_resource v3 415 games, 333905 moves, e=0.669, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.377, 1.921 sec/game, 10.6 min. total, 533.1 MB
goofball_resource v3 416 games, 334800 moves, e=0.669, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.378, 1.936 sec/game, 10.6 min. total, 533.2 MB
goofball_resource v3 417 games, 335658 moves, e=0.668, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.376, 1.912 sec/game, 10.7 min. total, 533.5 MB
goofball_resource v3 418 games, 336528 moves, e=0.667, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.379, 1.915 sec/game, 10.7 min. total, 532.8 MB
goofball_resource v3 419 games, 337656 moves, e=0.666, loss: 1.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.380, 1.928 sec/game, 10.7 min. total, 533.4 MB
goofball_resource v3 420 games, 338627 moves, e=0.665, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.380, 1.938 sec/game, 10.8 min. total, 533.4 MB
goofball_resource v3 421 games, 339692 moves, e=0.664, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.383, 1.951 sec/game, 10.8 min. total, 533.7 MB
goofball_resource v3 422 games, 340597 moves, e=0.663, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.383, 1.943 sec/game, 10.8 min. total, 534.1 MB
goofball_resource v3 423 games, 341568 moves, e=0.662, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.384, 1.943 sec/game, 10.9 min. total, 533.9 MB
goofball_resource v3 424 games, 342678 moves, e=0.661, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.385, 1.966 sec/game, 10.9 min. total, 535.4 MB
goofball_resource v3 425 games, 343606 moves, e=0.660, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.379, 1.963 sec/game, 10.9 min. total, 535.5 MB
goofball_resource v3 426 games, 344580 moves, e=0.659, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.380, 1.956 sec/game, 11.0 min. total, 535.9 MB
goofball_resource v3 427 games, 345542 moves, e=0.658, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.382, 1.950 sec/game, 11.0 min. total, 536.2 MB
goofball_resource v3 428 games, 346343 moves, e=0.657, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.381, 1.922 sec/game, 11.0 min. total, 536.2 MB
goofball_resource v3 429 games, 347362 moves, e=0.656, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.380, 1.937 sec/game, 11.0 min. total, 536.0 MB
goofball_resource v3 430 games, 348187 moves, e=0.655, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.378, 1.935 sec/game, 11.1 min. total, 536.2 MB
goofball_resource v3 431 games, 349066 moves, e=0.654, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.377, 1.932 sec/game, 11.1 min. total, 536.4 MB
goofball_resource v3 432 games, 349937 moves, e=0.654, loss: 1.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.372, 1.913 sec/game, 11.1 min. total, 537.1 MB
goofball_resource v3 433 games, 350812 moves, e=0.653, loss: 1.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.376, 1.917 sec/game, 11.2 min. total, 537.7 MB
goofball_resource v3 434 games, 351886 moves, e=0.652, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.377, 1.934 sec/game, 11.2 min. total, 539.1 MB
goofball_resource v3 435 games, 352852 moves, e=0.651, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.378, 1.928 sec/game, 11.2 min. total, 539.4 MB
goofball_resource v3 436 games, 353799 moves, e=0.650, loss: 1.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 0.379, 1.933 sec/game, 11.3 min. total, 539.3 MB
goofball_resource v3 437 games, 354711 moves, e=0.649, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.378, 1.935 sec/game, 11.3 min. total, 538.8 MB
goofball_resource v3 438 games, 355478 moves, e=0.648, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.379, 1.925 sec/game, 11.3 min. total, 539.5 MB
goofball_resource v3 439 games, 356343 moves, e=0.647, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.380, 1.903 sec/game, 11.4 min. total, 539.3 MB
goofball_resource v3 440 games, 357172 moves, e=0.646, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.378, 1.893 sec/game, 11.4 min. total, 539.4 MB
goofball_resource v3 441 games, 358081 moves, e=0.645, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.382, 1.879 sec/game, 11.4 min. total, 539.6 MB
goofball_resource v3 442 games, 358961 moves, e=0.645, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.381, 1.878 sec/game, 11.4 min. total, 540.0 MB
goofball_resource v3 443 games, 359999 moves, e=0.644, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.380, 1.885 sec/game, 11.5 min. total, 541.8 MB
goofball_resource v3 444 games, 360888 moves, e=0.643, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.381, 1.861 sec/game, 11.5 min. total, 542.0 MB
goofball_resource v3 445 games, 361730 moves, e=0.642, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.379, 1.859 sec/game, 11.5 min. total, 542.5 MB
