fifth_squid v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
fifth_squid v3 1010 games, 1041456 moves, e=0.010, loss: 292.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.874, 2.963 sec/game, 35.6 min. total, 748.3 MB
fifth_squid v3 1011 games, 1042809 moves, e=0.010, loss: 273.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.875, 2.973 sec/game, 35.6 min. total, 748.2 MB
fifth_squid v3 1012 games, 1044176 moves, e=0.010, loss: 267.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.887, 2.971 sec/game, 35.7 min. total, 749.3 MB
fifth_squid v3 1013 games, 1045550 moves, e=0.010, loss: 240.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.893, 2.983 sec/game, 35.7 min. total, 749.3 MB
fifth_squid v3 1014 games, 1046959 moves, e=0.010, loss: 233.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.893, 3.005 sec/game, 35.8 min. total, 750.7 MB
fifth_squid v3 1015 games, 1048516 moves, e=0.010, loss: 232.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.919, 3.029 sec/game, 35.9 min. total, 750.6 MB
fifth_squid v3 1016 games, 1049872 moves, e=0.010, loss: 232.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.928, 3.061 sec/game, 35.9 min. total, 750.6 MB
fifth_squid v3 1017 games, 1051227 moves, e=0.010, loss: 236.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.942, 3.098 sec/game, 36.0 min. total, 751.0 MB
fifth_squid v3 1018 games, 1052619 moves, e=0.010, loss: 256.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.923, 3.134 sec/game, 36.0 min. total, 750.7 MB
fifth_squid v3 1019 games, 1054141 moves, e=0.010, loss: 259.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.929, 3.149 sec/game, 36.1 min. total, 751.4 MB
fifth_squid v3 1020 games, 1055526 moves, e=0.010, loss: 295.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.940, 3.141 sec/game, 36.1 min. total, 751.6 MB
fifth_squid v3 1021 games, 1056864 moves, e=0.010, loss: 298.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.944, 3.132 sec/game, 36.2 min. total, 752.7 MB
fifth_squid v3 1022 games, 1058184 moves, e=0.010, loss: 306.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.956, 3.135 sec/game, 36.2 min. total, 752.7 MB
fifth_squid v3 1023 games, 1059582 moves, e=0.010, loss: 296.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.958, 3.129 sec/game, 36.3 min. total, 753.6 MB
fifth_squid v3 1024 games, 1061045 moves, e=0.010, loss: 300.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.975, 3.125 sec/game, 36.3 min. total, 753.4 MB
fifth_squid v3 1025 games, 1062449 moves, e=0.010, loss: 303.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.960, 3.109 sec/game, 36.4 min. total, 753.8 MB
fifth_squid v3 1026 games, 1063829 moves, e=0.010, loss: 299.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.956, 3.123 sec/game, 36.4 min. total, 754.0 MB
fifth_squid v3 1027 games, 1065628 moves, e=0.010, loss: 294.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.957, 3.138 sec/game, 36.5 min. total, 754.0 MB
fifth_squid v3 1028 games, 1067129 moves, e=0.010, loss: 309.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.961, 3.137 sec/game, 36.5 min. total, 754.1 MB
fifth_squid v3 1029 games, 1068746 moves, e=0.010, loss: 300.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.946, 3.157 sec/game, 36.6 min. total, 756.8 MB
fifth_squid v3 1030 games, 1070405 moves, e=0.010, loss: 311.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.921, 3.154 sec/game, 36.6 min. total, 757.5 MB
fifth_squid v3 1031 games, 1072122 moves, e=0.010, loss: 278.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.920, 3.176 sec/game, 36.7 min. total, 757.8 MB
fifth_squid v3 1032 games, 1073725 moves, e=0.010, loss: 267.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.928, 3.190 sec/game, 36.8 min. total, 758.5 MB
fifth_squid v3 1033 games, 1074980 moves, e=0.010, loss: 260.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.930, 3.159 sec/game, 36.8 min. total, 758.3 MB
fifth_squid v3 1034 games, 1076263 moves, e=0.010, loss: 264.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.930, 3.139 sec/game, 36.8 min. total, 758.1 MB
fifth_squid v3 1035 games, 1077483 moves, e=0.010, loss: 263.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.942, 3.086 sec/game, 36.9 min. total, 758.4 MB
fifth_squid v3 1036 games, 1078703 moves, e=0.010, loss: 274.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.936, 3.062 sec/game, 36.9 min. total, 758.4 MB
fifth_squid v3 1037 games, 1079923 moves, e=0.010, loss: 277.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.935, 3.039 sec/game, 37.0 min. total, 759.4 MB
fifth_squid v3 1038 games, 1081235 moves, e=0.010, loss: 270.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.935, 3.032 sec/game, 37.0 min. total, 759.3 MB
fifth_squid v3 1039 games, 1082759 moves, e=0.010, loss: 280.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.934, 3.015 sec/game, 37.1 min. total, 759.7 MB
fifth_squid v3 1040 games, 1084129 moves, e=0.010, loss: 281.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.932, 2.986 sec/game, 37.1 min. total, 759.8 MB
fifth_squid v3 1041 games, 1085529 moves, e=0.010, loss: 280.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.920, 2.974 sec/game, 37.2 min. total, 759.6 MB
fifth_squid v3 1042 games, 1087017 moves, e=0.010, loss: 266.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.927, 2.963 sec/game, 37.2 min. total, 759.9 MB
fifth_squid v3 1043 games, 1088393 moves, e=0.010, loss: 247.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.923, 2.957 sec/game, 37.3 min. total, 760.7 MB
fifth_squid v3 1044 games, 1089816 moves, e=0.010, loss: 239.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.919, 2.947 sec/game, 37.3 min. total, 761.3 MB
fifth_squid v3 1045 games, 1091179 moves, e=0.010, loss: 251.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.905, 2.940 sec/game, 37.4 min. total, 762.4 MB
fifth_squid v3 1046 games, 1092642 moves, e=0.010, loss: 252.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.911, 2.947 sec/game, 37.4 min. total, 763.0 MB
fifth_squid v3 1047 games, 1093952 moves, e=0.010, loss: 254.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.905, 2.905 sec/game, 37.5 min. total, 763.0 MB
fifth_squid v3 1048 games, 1095394 moves, e=0.010, loss: 248.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.899, 2.903 sec/game, 37.5 min. total, 763.1 MB
fifth_squid v3 1049 games, 1096777 moves, e=0.010, loss: 263.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.885, 2.886 sec/game, 37.6 min. total, 763.2 MB
fifth_squid v3 1050 games, 1098606 moves, e=0.010, loss: 243.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.878, 2.901 sec/game, 37.6 min. total, 763.5 MB
fifth_squid v3 1051 games, 1100130 moves, e=0.010, loss: 241.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.875, 2.895 sec/game, 37.7 min. total, 764.3 MB
fifth_squid v3 1052 games, 1101607 moves, e=0.010, loss: 247.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.878, 2.886 sec/game, 37.7 min. total, 765.0 MB
fifth_squid v3 1053 games, 1103156 moves, e=0.010, loss: 232.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.893, 2.911 sec/game, 37.8 min. total, 765.2 MB
fifth_squid v3 1054 games, 1104328 moves, e=0.010, loss: 247.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.867, 2.899 sec/game, 37.8 min. total, 765.6 MB
fifth_squid v3 1055 games, 1105688 moves, e=0.010, loss: 241.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.856, 2.918 sec/game, 37.9 min. total, 765.8 MB
fifth_squid v3 1056 games, 1107095 moves, e=0.010, loss: 235.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.850, 2.930 sec/game, 37.9 min. total, 766.1 MB
fifth_squid v3 1057 games, 1108849 moves, e=0.010, loss: 231.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.823, 2.982 sec/game, 38.0 min. total, 766.5 MB
fifth_squid v3 1058 games, 1110379 moves, e=0.010, loss: 216.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.828, 2.988 sec/game, 38.0 min. total, 767.9 MB
fifth_squid v3 1059 games, 1111875 moves, e=0.010, loss: 211.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.823, 2.988 sec/game, 38.1 min. total, 766.8 MB
fifth_squid v3 1060 games, 1113400 moves, e=0.010, loss: 205.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.848, 3.011 sec/game, 38.1 min. total, 767.9 MB
fifth_squid v3 1061 games, 1114921 moves, e=0.010, loss: 215.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.858, 3.023 sec/game, 38.2 min. total, 768.8 MB
fifth_squid v3 1062 games, 1116224 moves, e=0.010, loss: 223.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.859, 3.002 sec/game, 38.2 min. total, 768.8 MB
fifth_squid v3 1063 games, 1117602 moves, e=0.010, loss: 238.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.871, 2.989 sec/game, 38.3 min. total, 768.3 MB
fifth_squid v3 1064 games, 1118959 moves, e=0.010, loss: 259.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.876, 2.980 sec/game, 38.3 min. total, 768.8 MB
fifth_squid v3 1065 games, 1120352 moves, e=0.010, loss: 286.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.878, 2.980 sec/game, 38.4 min. total, 769.8 MB
fifth_squid v3 1066 games, 1121835 moves, e=0.010, loss: 278.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.881, 2.980 sec/game, 38.4 min. total, 771.8 MB
fifth_squid v3 1067 games, 1123225 moves, e=0.010, loss: 290.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.871, 2.994 sec/game, 38.5 min. total, 771.5 MB
fifth_squid v3 1068 games, 1124668 moves, e=0.010, loss: 330.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.886, 2.995 sec/game, 38.5 min. total, 772.0 MB
fifth_squid v3 1069 games, 1126069 moves, e=0.010, loss: 370.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.891, 2.992 sec/game, 38.6 min. total, 772.2 MB
fifth_squid v3 1070 games, 1127418 moves, e=0.010, loss: 399.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.887, 2.946 sec/game, 38.6 min. total, 772.2 MB
fifth_squid v3 1071 games, 1128733 moves, e=0.010, loss: 413.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.880, 2.941 sec/game, 38.6 min. total, 772.2 MB
fifth_squid v3 1072 games, 1130102 moves, e=0.010, loss: 409.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.869, 2.919 sec/game, 38.7 min. total, 772.3 MB
fifth_squid v3 1073 games, 1131491 moves, e=0.010, loss: 415.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.847, 2.911 sec/game, 38.7 min. total, 772.9 MB
fifth_squid v3 1074 games, 1132809 moves, e=0.010, loss: 415.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.843, 2.930 sec/game, 38.8 min. total, 774.4 MB
fifth_squid v3 1075 games, 1134213 moves, e=0.010, loss: 413.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.831, 2.942 sec/game, 38.8 min. total, 775.2 MB
fifth_squid v3 1076 games, 1135629 moves, e=0.010, loss: 406.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.831, 2.944 sec/game, 38.9 min. total, 775.3 MB
fifth_squid v3 1077 games, 1136958 moves, e=0.010, loss: 380.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.822, 2.913 sec/game, 38.9 min. total, 775.2 MB
fifth_squid v3 1078 games, 1138191 moves, e=0.010, loss: 349.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.818, 2.891 sec/game, 39.0 min. total, 775.2 MB
fifth_squid v3 1079 games, 1139494 moves, e=0.010, loss: 324.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.817, 2.872 sec/game, 39.0 min. total, 775.2 MB
fifth_squid v3 1080 games, 1140776 moves, e=0.010, loss: 311.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.826, 2.848 sec/game, 39.1 min. total, 775.2 MB
fifth_squid v3 1081 games, 1142143 moves, e=0.010, loss: 299.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.848, 2.826 sec/game, 39.1 min. total, 775.8 MB
fifth_squid v3 1082 games, 1143470 moves, e=0.010, loss: 297.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.847, 2.836 sec/game, 39.2 min. total, 776.9 MB
fifth_squid v3 1083 games, 1144839 moves, e=0.010, loss: 308.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.850, 2.841 sec/game, 39.2 min. total, 777.7 MB
fifth_squid v3 1084 games, 1146220 moves, e=0.010, loss: 331.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.864, 2.840 sec/game, 39.3 min. total, 777.8 MB
fifth_squid v3 1085 games, 1147600 moves, e=0.010, loss: 318.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.874, 2.840 sec/game, 39.3 min. total, 777.8 MB
fifth_squid v3 1086 games, 1148932 moves, e=0.010, loss: 327.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.879, 2.829 sec/game, 39.3 min. total, 777.9 MB
fifth_squid v3 1087 games, 1150252 moves, e=0.010, loss: 339.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.847, 2.811 sec/game, 39.4 min. total, 778.0 MB
fifth_squid v3 1088 games, 1151640 moves, e=0.010, loss: 341.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.833, 2.819 sec/game, 39.4 min. total, 778.0 MB
fifth_squid v3 1089 games, 1152958 moves, e=0.010, loss: 347.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.843, 2.808 sec/game, 39.5 min. total, 778.3 MB
fifth_squid v3 1090 games, 1154328 moves, e=0.010, loss: 369.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.835, 2.823 sec/game, 39.5 min. total, 779.1 MB
fifth_squid v3 1091 games, 1155673 moves, e=0.010, loss: 362.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.843, 2.804 sec/game, 39.6 min. total, 779.6 MB
fifth_squid v3 1092 games, 1156925 moves, e=0.010, loss: 342.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.840, 2.807 sec/game, 39.6 min. total, 779.8 MB
fifth_squid v3 1093 games, 1158211 moves, e=0.010, loss: 344.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.833, 2.792 sec/game, 39.7 min. total, 779.8 MB
fifth_squid v3 1094 games, 1159562 moves, e=0.010, loss: 344.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.851, 2.804 sec/game, 39.7 min. total, 780.1 MB
fifth_squid v3 1095 games, 1160828 moves, e=0.010, loss: 363.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.856, 2.775 sec/game, 39.8 min. total, 780.2 MB
fifth_squid v3 1096 games, 1162263 moves, e=0.010, loss: 365.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.871, 2.782 sec/game, 39.8 min. total, 781.1 MB
fifth_squid v3 1097 games, 1163668 moves, e=0.010, loss: 371.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.916, 2.789 sec/game, 39.9 min. total, 782.4 MB
fifth_squid v3 1098 games, 1164988 moves, e=0.010, loss: 379.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.950, 2.795 sec/game, 39.9 min. total, 782.9 MB
fifth_squid v3 1099 games, 1166344 moves, e=0.010, loss: 382.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.971, 2.803 sec/game, 40.0 min. total, 783.0 MB
fifth_squid v3 1100 games, 1167730 moves, e=0.010, loss: 374.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.970, 2.808 sec/game, 40.0 min. total, 783.2 MB
fifth_squid v3 1101 games, 1169052 moves, e=0.010, loss: 390.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.975, 2.816 sec/game, 40.1 min. total, 783.1 MB
fifth_squid v3 1102 games, 1170464 moves, e=0.010, loss: 412.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.977, 2.816 sec/game, 40.1 min. total, 783.3 MB
fifth_squid v3 1103 games, 1171703 moves, e=0.010, loss: 413.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.962, 2.792 sec/game, 40.1 min. total, 783.6 MB
fifth_squid v3 1104 games, 1173201 moves, e=0.010, loss: 397.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.954, 2.812 sec/game, 40.2 min. total, 785.1 MB
fifth_squid v3 1105 games, 1174613 moves, e=0.010, loss: 383.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.957, 2.813 sec/game, 40.2 min. total, 786.4 MB
fifth_squid v3 1106 games, 1175837 moves, e=0.010, loss: 380.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.935, 2.810 sec/game, 40.3 min. total, 785.8 MB
fifth_squid v3 1107 games, 1177197 moves, e=0.010, loss: 393.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.942, 2.809 sec/game, 40.3 min. total, 786.0 MB
fifth_squid v3 1108 games, 1178568 moves, e=0.010, loss: 401.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.946, 2.800 sec/game, 40.4 min. total, 786.1 MB
fifth_squid v3 1109 games, 1179878 moves, e=0.010, loss: 398.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.943, 2.800 sec/game, 40.4 min. total, 786.2 MB
fifth_squid v3 1110 games, 1181293 moves, e=0.010, loss: 394.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.943, 2.795 sec/game, 40.5 min. total, 786.3 MB
fifth_squid v3 1111 games, 1182656 moves, e=0.010, loss: 384.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.951, 2.801 sec/game, 40.5 min. total, 786.5 MB
fifth_squid v3 1112 games, 1184091 moves, e=0.010, loss: 371.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.951, 2.807 sec/game, 40.6 min. total, 788.0 MB
fifth_squid v3 1113 games, 1185479 moves, e=0.010, loss: 391.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.950, 2.822 sec/game, 40.6 min. total, 788.4 MB
fifth_squid v3 1114 games, 1186922 moves, e=0.010, loss: 388.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.963, 2.820 sec/game, 40.7 min. total, 788.9 MB
fifth_squid v3 1115 games, 1188347 moves, e=0.010, loss: 377.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.946, 2.840 sec/game, 40.7 min. total, 788.6 MB
fifth_squid v3 1116 games, 1189841 moves, e=0.010, loss: 360.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.937, 2.841 sec/game, 40.8 min. total, 789.4 MB
fifth_squid v3 1117 games, 1191132 moves, e=0.010, loss: 361.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 11.924, 2.826 sec/game, 40.8 min. total, 789.6 MB
fifth_squid v3 1118 games, 1192455 moves, e=0.010, loss: 359.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.943, 2.830 sec/game, 40.9 min. total, 789.5 MB
fifth_squid v3 1119 games, 1193829 moves, e=0.010, loss: 353.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.936, 2.826 sec/game, 40.9 min. total, 789.9 MB
fifth_squid v3 1120 games, 1195289 moves, e=0.010, loss: 335.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.932, 2.843 sec/game, 41.0 min. total, 791.7 MB
fifth_squid v3 1121 games, 1196737 moves, e=0.010, loss: 367.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.923, 2.858 sec/game, 41.0 min. total, 792.0 MB
fifth_squid v3 1122 games, 1198168 moves, e=0.010, loss: 391.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.921, 2.864 sec/game, 41.1 min. total, 792.0 MB
fifth_squid v3 1123 games, 1199522 moves, e=0.010, loss: 376.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.926, 2.887 sec/game, 41.1 min. total, 792.1 MB
fifth_squid v3 1124 games, 1200730 moves, e=0.010, loss: 371.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.912, 2.856 sec/game, 41.1 min. total, 791.9 MB
fifth_squid v3 1125 games, 1202055 moves, e=0.010, loss: 391.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.914, 2.853 sec/game, 41.2 min. total, 792.7 MB
fifth_squid v3 1126 games, 1203322 moves, e=0.010, loss: 409.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.918, 2.838 sec/game, 41.2 min. total, 792.7 MB
fifth_squid v3 1127 games, 1204651 moves, e=0.010, loss: 434.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.909, 2.846 sec/game, 41.3 min. total, 793.3 MB
fifth_squid v3 1128 games, 1205933 moves, e=0.010, loss: 433.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.916, 2.844 sec/game, 41.3 min. total, 794.4 MB
fifth_squid v3 1129 games, 1207365 moves, e=0.010, loss: 429.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.921, 2.856 sec/game, 41.4 min. total, 795.0 MB
fifth_squid v3 1130 games, 1208596 moves, e=0.010, loss: 407.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.942, 2.850 sec/game, 41.4 min. total, 795.4 MB
fifth_squid v3 1131 games, 1209899 moves, e=0.010, loss: 421.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.947, 2.843 sec/game, 41.5 min. total, 795.6 MB
fifth_squid v3 1132 games, 1211279 moves, e=0.010, loss: 427.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.959, 2.842 sec/game, 41.5 min. total, 796.2 MB
fifth_squid v3 1133 games, 1212596 moves, e=0.010, loss: 429.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.957, 2.828 sec/game, 41.6 min. total, 795.5 MB
fifth_squid v3 1134 games, 1214048 moves, e=0.010, loss: 447.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.955, 2.822 sec/game, 41.6 min. total, 796.7 MB
fifth_squid v3 1135 games, 1215386 moves, e=0.010, loss: 436.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.965, 2.817 sec/game, 41.6 min. total, 798.5 MB
fifth_squid v3 1136 games, 1216797 moves, e=0.010, loss: 428.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.976, 2.814 sec/game, 41.7 min. total, 798.7 MB
fifth_squid v3 1137 games, 1218228 moves, e=0.010, loss: 434.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.984, 2.822 sec/game, 41.7 min. total, 798.7 MB
fifth_squid v3 1138 games, 1219629 moves, e=0.010, loss: 424.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.992, 2.823 sec/game, 41.8 min. total, 798.7 MB
